actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
544,PT07M43.00S,2021-11-27T05:02:41.8Z,4,REGULAR,rebound,offensive,[],1626172,,,1610612744,96,84,2021-11-27T05:03:01Z,5240000,,,0,,K. Looney REBOUND (Off:3 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,543.0,7.0,4.0,3.0,,,,,,,
545,PT07M39.00S,2021-11-27T05:02:44.8Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629185,12.171484888304862,95.34313725490196,1610612744,96,84,2021-11-27T05:02:46Z,5250000,-227.0,62.0,1,left,MISS C. Chiozza 3PT,[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,23.5,Missed,,,,,,,,,,,,,,,,,,,
546,PT07M37.00S,2021-11-27T05:02:47.4Z,4,REGULAR,rebound,defensive,[],1629014,,,1610612757,96,84,2021-11-27T05:02:47Z,5260000,,,0,,A. Simons REBOUND (Off:0 Def:6),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,545.0,6.0,6.0,0.0,,,,,,,
547,PT07M31.00S,2021-11-27T05:02:53.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,81.02825229960578,49.50980392156863,1610612757,96,86,2021-11-27T05:02:56Z,5270000,-2.0,126.0,1,right,A. Simons 12' driving floating Jump Shot (14 PTS),[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,12.58,Made,14.0,,,,,,,,,,,,,,,,,,
548,PT07M18.00S,2021-11-27T05:03:06.2Z,4,REGULAR,turnover,bad pass,[],201939,,,1610612744,96,86,2021-11-27T05:03:07Z,5280000,,,0,,S. Curry bad pass TURNOVER (3 TO),"[201939, 1629014]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,3.0,Simons,1629014.0,,,,,,,,,,,,,,
549,PT07M18.00S,2021-11-27T05:03:06.2Z,4,REGULAR,steal,,[],1629014,,,1610612757,96,86,2021-11-27T05:03:08Z,5290000,,,0,,A. Simons STEAL (3 STL),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT07M12.00S,2021-11-27T05:03:12.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629642,90.3580814717477,60.049019607843135,1610612757,96,86,2021-11-27T05:03:36Z,5300000,50.0,38.0,1,right,MISS N. Little 6' running Layup,[1629642],1610612757.0,POR,running,,,Little,N. Little,,,,,6.3,Missed,,,,,,,,,,,,,,,,,,,
551,PT07M10.00S,2021-11-27T05:03:14.0Z,4,REGULAR,rebound,defensive,[],203110,,,1610612744,96,86,2021-11-27T05:04:41Z,5310000,,,0,,D. Green REBOUND (Off:0 Def:6),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,550.0,6.0,6.0,0.0,,,,,,,
552,PT06M55.00S,2021-11-27T05:03:29.0Z,4,REGULAR,3pt,Jump Shot,[],203952,25.837713534822605,87.5,1610612744,96,86,2021-11-27T05:03:32Z,5320000,-188.0,190.0,1,left,MISS A. Wiggins 26' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,26.72,Missed,,,,,,,,,,,,,,,,,,,
553,PT06M53.00S,2021-11-27T05:03:31.0Z,4,REGULAR,rebound,defensive,[],1629642,,,1610612757,96,86,2021-11-27T05:04:36Z,5330000,,,0,,N. Little REBOUND (Off:1 Def:4),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,552.0,5.0,4.0,1.0,,,,,,,
554,PT06M39.00S,2021-11-27T05:03:45.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1626204,89.83245729303549,51.9607843137255,1610612757,96,88,2021-11-27T05:03:48Z,5340000,10.0,43.0,1,right,L. Nance Jr. DUNK (7 PTS) (D. Lillard 5 AST),"[1626204, 203081]",1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,4.42,Made,7.0,,,,,D. Lillard,203081.0,5.0,,,,,,,,,,,
556,PT06M19.00S,2021-11-27T05:04:04.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203952,7.835085413929041,46.32352941176471,1610612744,98,88,2021-11-27T05:04:06Z,5360000,18.0,21.0,1,left,A. Wiggins Layup (17 PTS) (D. Green 11 AST),"[203952, 203110]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,2.8,Made,17.0,,,,,D. Green,203110.0,11.0,,,,,,,,,,,
558,PT06M04.00S,2021-11-27T05:04:24.0Z,4,REGULAR,foul,personal,['2freethrow'],1626172,,,1610612757,98,88,2021-11-27T05:04:30Z,5380000,,,0,,K. Looney shooting personal FOUL (3 PF) (Nance Jr. 2 FT),"[1626172, 1626204]",1610612744.0,GSW,shooting,,,Looney,K. Looney,,,,,,,,1201.0,,,,,,,,,,,,,3.0,0.0,Nance Jr.,1626204.0,
560,PT06M04.00S,2021-11-27T05:04:53.2Z,4,REGULAR,freethrow,1 of 2,[],1626204,,,1610612757,98,88,2021-11-27T05:04:53Z,5400000,,,0,,MISS L. Nance Jr. Free Throw 1 of 2,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
561,PT06M04.00S,2021-11-27T05:04:53.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,98,88,2021-11-27T05:04:53Z,5410000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,560.0,,,,,,,,,,
562,PT06M04.00S,2021-11-27T05:04:54.0Z,4,REGULAR,substitution,out,[],1629185,,,1610612757,98,88,2021-11-27T05:05:02Z,5420000,,,0,,SUB out: C. Chiozza,[1629185],1610612744.0,GSW,,,,Chiozza,C. Chiozza,,,,,,,,,,,,,,,,,,,,,,,,,
563,PT06M04.00S,2021-11-27T05:04:54.0Z,4,REGULAR,substitution,out,[],1626172,,,1610612757,98,88,2021-11-27T05:05:02Z,5430000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
564,PT06M04.00S,2021-11-27T05:04:54.0Z,4,REGULAR,substitution,in,[],1629308,,,1610612757,98,88,2021-11-27T05:05:02Z,5440000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
565,PT06M04.00S,2021-11-27T05:04:54.0Z,4,REGULAR,substitution,in,[],1629673,,,1610612757,98,88,2021-11-27T05:05:02Z,5450000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT06M04.00S,2021-11-27T05:05:15.5Z,4,REGULAR,freethrow,2 of 2,[],1626204,,,1610612757,98,89,2021-11-27T05:05:15Z,5460000,,,0,,L. Nance Jr. Free Throw 2 of 2 (8 PTS),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
567,PT05M50.00S,2021-11-27T05:05:31.4Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203952,10.463206307490145,52.69607843137255,1610612744,100,89,2021-11-27T05:05:35Z,5470000,-13.0,46.0,1,left,A. Wiggins driving Hook (19 PTS) (J. Poole 5 AST),"[203952, 1629673]",1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,4.78,Made,19.0,,,,,J. Poole,1629673.0,5.0,,,,,,,,,,,
569,PT05M31.00S,2021-11-27T05:05:50.3Z,4,REGULAR,3pt,Jump Shot,[],1629014,62.76281208935611,32.1078431372549,1610612757,100,92,2021-11-27T05:05:54Z,5490000,-89.0,298.0,1,right,A. Simons 31' 3PT step back (17 PTS),[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,31.07,Made,17.0,,,,,,,,,,,,,,,,,,
570,PT05M10.00S,2021-11-27T05:06:10.6Z,4,REGULAR,3pt,Jump Shot,[],201939,22.28975032851511,87.99019607843137,1610612744,103,92,2021-11-27T05:06:13Z,5500000,-190.0,157.0,1,left,S. Curry 24' 3PT  (25 PTS) (D. Green 12 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,24.65,Made,25.0,,,,,D. Green,203110.0,12.0,,,,,,,,,,,
572,PT04M54.00S,2021-11-27T05:06:28.0Z,4,REGULAR,turnover,out-of-bounds,[],1626204,,,1610612757,103,92,2021-11-27T05:06:31Z,5520000,,,0,,L. Nance Jr. lost ball out-of-bounds TURNOVER (1 TO),[1626204],1610612757.0,POR,lost ball,,,Nance Jr.,L. Nance Jr.,,,,,,,,1201.0,1.0,,,,,,,,,,,,,,,,
573,PT04M54.00S,2021-11-27T05:06:33.7Z,4,REGULAR,substitution,out,[],1629642,,,1610612744,103,92,2021-11-27T05:06:41Z,5530000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT04M54.00S,2021-11-27T05:06:33.7Z,4,REGULAR,substitution,in,[],203496,,,1610612744,103,92,2021-11-27T05:06:41Z,5540000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT04M45.00S,2021-11-27T05:06:57.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],201939,24.26084099868594,89.70588235294117,1610612744,106,92,2021-11-27T05:07:00Z,5550000,-199.0,176.0,1,left,S. Curry 26' 3PT  (28 PTS) (A. Wiggins 2 AST),"[201939, 203952]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,26.5,Made,28.0,,,,,A. Wiggins,203952.0,2.0,,,,,,,,,,,
577,PT04M41.00S,2021-11-27T05:07:08.0Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,106,92,2021-11-27T05:07:17Z,5570000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
578,PT04M18.00S,2021-11-27T05:10:25.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,82.34231274638634,36.27450980392157,1610612757,106,94,2021-11-27T05:10:30Z,5580000,-69.0,113.0,1,right,A. Simons 13' pullup Jump Shot (19 PTS) (D. Lillard 6 AST),"[1629014, 203081]",1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,13.26,Made,19.0,,,,,D. Lillard,203081.0,6.0,,,,,,,,,,,
580,PT04M00.00S,2021-11-27T05:10:43.0Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203952,12.697109067017081,51.470588235294116,1610612744,106,94,2021-11-27T05:10:45Z,5600000,-7.0,67.0,1,left,MISS A. Wiggins 6' Layup - blocked,"[203952, 1626204]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,6.73,Missed,,,,,,,,,,,,,Nance Jr.,1626204.0,,,,,
609,PT04M00.00S,2021-11-27T05:10:43.0Z,4,REGULAR,block,,[],1626204,,,1610612744,106,94,2021-11-27T05:15:22Z,5605000,,,0,,L. Nance Jr. BLOCK (1 BLK),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
581,PT03M57.00S,2021-11-27T05:10:46.0Z,4,REGULAR,rebound,defensive,[],1626204,,,1610612757,106,94,2021-11-27T05:15:22Z,5610000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:4),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,580.0,5.0,4.0,1.0,,,,,,,
582,PT03M50.00S,2021-11-27T05:10:53.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626204,89.30683311432325,52.69607843137255,1610612757,106,94,2021-11-27T05:10:55Z,5620000,13.0,48.0,1,right,MISS L. Nance Jr. driving Layup - blocked,"[1626204, 203110]",1610612757.0,POR,driving,,,Nance Jr.,L. Nance Jr.,,,,,4.99,Missed,,,,,,,,,,,,,Green,203110.0,,,,,
583,PT03M50.00S,2021-11-27T05:10:53.3Z,4,REGULAR,block,,[],203110,,,1610612757,106,94,2021-11-27T05:10:56Z,5630000,,,0,,D. Green BLOCK (3 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT03M48.00S,2021-11-27T05:10:55.3Z,4,REGULAR,rebound,defensive,[],203110,,,1610612744,106,94,2021-11-27T05:12:05Z,5640000,,,0,,D. Green REBOUND (Off:0 Def:7),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,582.0,7.0,7.0,0.0,,,,,,,
585,PT03M32.00S,2021-11-27T05:11:11.5Z,4,REGULAR,3pt,Jump Shot,[],1629673,25.443495400788436,85.5392156862745,1610612744,106,94,2021-11-27T05:11:14Z,5650000,-178.0,187.0,1,left,MISS J. Poole 25' 3PT,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,25.77,Missed,,,,,,,,,,,,,,,,,,,
586,PT03M29.00S,2021-11-27T05:11:15.1Z,4,REGULAR,rebound,offensive,[],1629308,,,1610612744,106,94,2021-11-27T05:11:15Z,5660000,,,0,,J. Toscano-Anderson REBOUND (Off:2 Def:6),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,585.0,8.0,6.0,2.0,,,,,,,
587,PT03M19.00S,2021-11-27T05:11:24.4Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],201939,38.05847568988173,61.51960784313726,1610612744,106,94,2021-11-27T05:11:27Z,5670000,-58.0,305.0,1,left,MISS S. Curry 31' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,31.06,Missed,,,,,,,,,,,,,,,,,,,
588,PT03M17.00S,2021-11-27T05:11:26.4Z,4,REGULAR,rebound,defensive,[],203496,,,1610612757,106,94,2021-11-27T05:12:00Z,5680000,,,0,,R. Covington REBOUND (Off:1 Def:5),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,587.0,6.0,5.0,1.0,,,,,,,
589,PT03M04.00S,2021-11-27T05:11:41.0Z,4,REGULAR,foul,personal,['2freethrow'],201939,,,1610612757,106,94,2021-11-27T05:11:52Z,5690000,,,0,,S. Curry shooting personal FOUL (2 PF) (Lillard 2 FT),"[201939, 203081]",1610612744.0,GSW,shooting,,,Curry,S. Curry,,,,,,,,1201.0,,,,,,,,,,,,,2.0,0.0,Lillard,203081.0,
591,PT03M04.00S,2021-11-27T05:12:07.3Z,4,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,106,95,2021-11-27T05:12:07Z,5710000,,,0,,D. Lillard Free Throw 1 of 2 (9 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
592,PT03M04.00S,2021-11-27T05:12:21.2Z,4,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,106,96,2021-11-27T05:12:21Z,5720000,,,0,,D. Lillard Free Throw 2 of 2 (10 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
593,PT02M50.00S,2021-11-27T05:12:37.4Z,4,REGULAR,3pt,Jump Shot,[],203952,6.915243101182654,95.09803921568627,1610612744,109,96,2021-11-27T05:12:39Z,5730000,-225.0,13.0,1,left,A. Wiggins 3PT  (22 PTS) (S. Curry 7 AST),"[203952, 201939]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,22.58,Made,22.0,,,,,S. Curry,201939.0,7.0,,,,,,,,,,,
595,PT02M33.00S,2021-11-27T05:12:54.6Z,4,REGULAR,3pt,Jump Shot,[],203081,64.07687253613666,32.84313725490196,1610612757,109,99,2021-11-27T05:12:57Z,5750000,-86.0,285.0,1,right,D. Lillard 29' 3PT step back (13 PTS),[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,29.78,Made,13.0,,,,,,,,,,,,,,,,,,
596,PT02M12.00S,2021-11-27T05:13:15.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],201939,7.835085413929041,54.166666666666664,1610612744,111,99,2021-11-27T05:13:24Z,5760000,-21.0,21.0,1,left,S. Curry driving reverse Layup (30 PTS),[201939],1610612744.0,GSW,driving reverse,,,Curry,S. Curry,,,,,2.96,Made,30.0,,,,,,,,,,,,,,,,,,
597,PT02M00.00S,2021-11-27T05:13:27.6Z,4,REGULAR,2pt,Jump Shot,[],1629014,82.60512483574244,21.07843137254902,1610612757,111,99,2021-11-27T05:13:30Z,5770000,-145.0,111.0,1,right,MISS A. Simons 18' pullup Shot,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,18.23,Missed,,,,,,,,,,,,,,,,,,,
598,PT01M57.00S,2021-11-27T05:13:31.2Z,4,REGULAR,rebound,offensive,[],203468,,,1610612757,111,99,2021-11-27T05:13:31Z,5780000,,,0,,C. McCollum REBOUND (Off:3 Def:4),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,597.0,7.0,4.0,3.0,,,,,,,
599,PT01M56.00S,2021-11-27T05:13:32.2Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],203081,67.88764783180025,69.85294117647058,1610612757,111,102,2021-11-27T05:13:34Z,5790000,99.0,249.0,1,right,D. Lillard 26' 3PT  (16 PTS) (C. McCollum 4 AST),"[203081, 203468]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,26.84,Made,16.0,,,,,C. McCollum,203468.0,4.0,,,,,,,,,,,
601,PT01M41.00S,2021-11-27T05:13:52.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629308,7.966491458607096,46.81372549019608,1610612744,113,102,2021-11-27T05:13:54Z,5810000,16.0,22.0,1,left,J. Toscano-Anderson DUNK (8 PTS) (S. Curry 8 AST),"[1629308, 201939]",1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,2.75,Made,8.0,,,,,S. Curry,201939.0,8.0,,,,,,,,,,,
603,PT01M33.00S,2021-11-27T05:14:12.9Z,4,REGULAR,foul,personal,[],1629308,,,1610612757,113,102,2021-11-27T05:14:26Z,5830000,,,0,,J. Toscano-Anderson personal FOUL (1 PF),"[1629308, 1626204]",1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,1627534.0,,,,,,,,,,,,,1.0,0.0,Nance Jr.,1626204.0,
605,PT01M30.00S,2021-11-27T05:14:35.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203952,,,1610612757,113,102,2021-11-27T05:14:44Z,5850000,,,0,,A. Wiggins shooting personal FOUL (3 PF) (McCollum 2 FT),"[203952, 203468]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,,,,1627534.0,,,,,,,,,,,,,3.0,0.0,McCollum,203468.0,
607,PT01M30.00S,2021-11-27T05:14:54.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612757,113,102,2021-11-27T05:14:54Z,5870000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT01M30.00S,2021-11-27T05:15:13.4Z,4,REGULAR,instantreplay,challenge,[],0,,,1610612757,113,102,2021-11-27T05:17:00Z,5880000,,,0,,,[],1610612744.0,GSW,support,,,,,,,,,,,,2534.0,,,,,,,,,,,,,,,,,On player A. Wiggins
610,PT01M30.00S,2021-11-27T05:17:05.9Z,4,REGULAR,freethrow,1 of 2,[],203468,,,1610612757,113,102,2021-11-27T05:17:05Z,5890000,,,0,,MISS C. McCollum Free Throw 1 of 2,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,Missed,,,,,,,,,,,,,,,,,,,
611,PT01M30.00S,2021-11-27T05:17:05.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,113,102,2021-11-27T05:17:05Z,5900000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,610.0,,,,,,,,,,
612,PT01M30.00S,2021-11-27T05:17:20.1Z,4,REGULAR,freethrow,2 of 2,[],203468,,,1610612757,113,103,2021-11-27T05:17:20Z,5910000,,,0,,C. McCollum Free Throw 2 of 2 (16 PTS),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,Made,16.0,,,,,,,,,,,,,,,,,,
613,PT01M15.00S,2021-11-27T05:17:36.1Z,4,REGULAR,3pt,Jump Shot,[],1629308,6.1268068331143235,4.411764705882353,1610612744,113,103,2021-11-27T05:17:38Z,5920000,228.0,5.0,1,left,MISS J. Toscano-Anderson 3PT,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,22.8,Missed,,,,,,,,,,,,,,,,,,,
614,PT01M12.00S,2021-11-27T05:17:39.4Z,4,REGULAR,rebound,offensive,[],203110,,,1610612744,113,103,2021-11-27T05:17:39Z,5930000,,,0,,D. Green REBOUND (Off:1 Def:7),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,613.0,8.0,7.0,1.0,,,,,,,
615,PT01M06.00S,2021-11-27T05:17:45.5Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201939,6.652431011826544,54.90196078431373,1610612744,115,103,2021-11-27T05:17:49Z,5940000,-25.0,10.0,1,left,S. Curry driving reverse Layup (32 PTS),[201939],1610612744.0,GSW,driving reverse,,,Curry,S. Curry,,,,,2.65,Made,32.0,,,,,,,,,,,,,,,,,,
616,PT00M52.90S,2021-11-27T05:18:03.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203496,83.78777923784494,37.00980392156863,1610612757,115,103,2021-11-27T05:18:06Z,5950000,-65.0,100.0,1,right,MISS R. Covington 11' driving floating Shot,[203496],1610612757.0,POR,driving floating,,,Covington,R. Covington,,,,,11.92,Missed,,,,,,,,,,,,,,,,,,,
617,PT00M49.30S,2021-11-27T05:18:08.2Z,4,REGULAR,rebound,defensive,[],201939,,,1610612744,115,103,2021-11-27T05:18:08Z,5960000,,,0,,S. Curry REBOUND (Off:0 Def:7),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,616.0,7.0,7.0,0.0,,,,,,,
618,PT00M43.30S,2021-11-27T05:18:14.2Z,4,REGULAR,3pt,Jump Shot,[],203952,30.17411300919842,20.34313725490196,1610612744,115,103,2021-11-27T05:18:17Z,5970000,148.0,231.0,1,left,MISS A. Wiggins 27' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,27.46,Missed,,,,,,,,,,,,,,,,,,,
619,PT00M41.70S,2021-11-27T05:18:15.8Z,4,REGULAR,rebound,defensive,[],1626204,,,1610612757,115,103,2021-11-27T05:33:46Z,5980000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:5),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,618.0,6.0,5.0,1.0,,,,,,,
620,PT00M32.10S,2021-11-27T05:18:25.5Z,4,REGULAR,3pt,Jump Shot,[],1626204,68.41327201051249,67.40196078431373,1610612757,115,103,2021-11-27T05:18:28Z,5990000,87.0,244.0,1,right,MISS L. Nance Jr. 25' 3PT,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,25.94,Missed,,,,,,,,,,,,,,,,,,,
621,PT00M30.00S,2021-11-27T05:18:27.6Z,4,REGULAR,rebound,defensive,[],203952,,,1610612744,115,103,2021-11-27T05:33:53Z,6000000,,,0,,A. Wiggins REBOUND (Off:2 Def:3),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,620.0,5.0,3.0,2.0,,,,,,,
622,PT00M06.30S,2021-11-27T05:18:52.1Z,4,REGULAR,3pt,Jump Shot,[],203952,27.94021024967148,14.950980392156863,1610612744,118,103,2021-11-27T05:19:23Z,6010000,175.0,210.0,1,left,A. Wiggins 27' 3PT pullup (25 PTS),[203952],1610612744.0,GSW,pullup,,,Wiggins,A. Wiggins,,,,,27.36,Made,25.0,,,,,,,,,,,,,,,,,,
623,PT00M00.00S,2021-11-27T05:19:09.5Z,4,REGULAR,period,end,[],0,,,1610612757,118,103,2021-11-27T05:19:09Z,6020000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT00M00.00S,2021-11-27T05:19:11.9Z,4,REGULAR,game,end,[],0,,,0,118,103,2021-11-27T05:19:11Z,6030000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
