actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value
626,PT02M38.00S,2021-12-09T05:26:28.0Z,4,REGULAR,3pt,Jump Shot,[],203496,95.0886990801577,4.901960784313726,1610612757,96,88,2021-12-09T05:26:31Z,6210000,-225.0,-6.0,1,right,R. Covington 3PT  (5 PTS) (L. Nance Jr. 4 AST),"[203496, 1626204]",1610612757.0,POR,,,,Covington,R. Covington,,,,,22.56,Made,,,,,,,,,,,5.0,,,L. Nance Jr.,1626204.0,4.0,,,
628,PT02M12.00S,2021-12-09T05:26:53.6Z,4,REGULAR,2pt,Jump Shot,[],203490,11.514454664914586,77.45098039215686,1610612744,96,88,2021-12-09T05:26:56Z,6230000,-137.0,56.0,1,left,MISS O. Porter Jr. 14' pullup Shot,[203490],1610612744.0,GSW,pullup,,,Porter Jr.,O. Porter Jr.,,,,,14.82,Missed,,,,,,,,,,,,,,,,,,,
629,PT02M10.00S,2021-12-09T05:26:55.6Z,4,REGULAR,rebound,defensive,[],203463,,,1610612757,96,88,2021-12-09T05:27:13Z,6240000,,,0,,B. McLemore REBOUND (Off:0 Def:3),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,628.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
630,PT02M03.00S,2021-12-09T05:27:02.4Z,4,REGULAR,2pt,Jump Shot,[],1626181,84.97043363994744,31.61764705882353,1610612757,96,88,2021-12-09T05:27:55Z,6250000,-92.0,89.0,1,right,MISS N. Powell 12' pullup Shot,[1626181],1610612757.0,POR,pullup,,,Powell,N. Powell,,,,,12.78,Missed,,,,,,,,,,,,,,,,,,,
631,PT02M01.00S,2021-12-09T05:27:04.4Z,4,REGULAR,rebound,offensive,[],1626204,,,1610612757,96,88,2021-12-09T05:27:17Z,6260000,,,0,,L. Nance Jr. REBOUND (Off:2 Def:5),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,630.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
632,PT01M58.00S,2021-12-09T05:27:07.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626204,94.40999984741211,50.0,1610612757,96,88,2021-12-09T05:27:07Z,6270000,0.0,0.0,1,right,MISS L. Nance Jr. tip Layup,[1626204],1610612757.0,POR,tip,,,Nance Jr.,L. Nance Jr.,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
633,PT01M57.00S,2021-12-09T05:27:08.3Z,4,REGULAR,rebound,defensive,[],203490,,,1610612744,96,88,2021-12-09T05:27:08Z,6280000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:5),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,632.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
634,PT01M40.00S,2021-12-09T05:27:26.7Z,4,REGULAR,3pt,Jump Shot,[],203490,33.196452036793694,34.55882352941176,1610612744,96,88,2021-12-09T05:27:31Z,6290000,77.0,260.0,1,left,MISS O. Porter Jr. 27' pullup 3PT,[203490],1610612744.0,GSW,pullup,,,Porter Jr.,O. Porter Jr.,,,,,27.07,Missed,,,,,,,,,,,,,,,,,,,
635,PT01M38.00S,2021-12-09T05:27:28.7Z,4,REGULAR,rebound,defensive,[],1628372,,,1610612757,96,88,2021-12-09T05:28:03Z,6300000,,,0,,D. Smith Jr. REBOUND (Off:1 Def:5),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,634.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
636,PT01M33.00S,2021-12-09T05:27:34.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203496,74.19513797634691,14.705882352941178,1610612757,96,88,2021-12-09T05:27:39Z,6310000,-176.0,190.0,1,right,MISS R. Covington 25' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,25.94,Missed,,,,,,,,,,,,,,,,,,,
637,PT01M31.00S,2021-12-09T05:27:36.0Z,4,REGULAR,rebound,defensive,[],203490,,,1610612744,96,88,2021-12-09T05:27:59Z,6320000,,,0,,O. Porter Jr. REBOUND (Off:0 Def:6),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,636.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
638,PT01M17.00S,2021-12-09T05:27:50.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,7.30946123521682,55.14705882352941,1610612744,98,88,2021-12-09T05:27:53Z,6330000,-26.0,16.0,1,left,J. Poole driving reverse Layup (16 PTS),[1629673],1610612744.0,GSW,driving reverse,,,Poole,J. Poole,,,,,3.04,Made,,,,,,,,,,,16.0,,,,,,,,
639,PT01M02.00S,2021-12-09T05:28:12.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203496,90.62089356110381,49.26470588235294,1610612757,98,90,2021-12-09T05:28:16Z,6340000,-4.0,36.0,1,right,R. Covington cutting finger roll Layup (7 PTS) (N. Powell 5 AST),"[203496, 1626181]",1610612757.0,POR,cutting finger roll,,,Covington,R. Covington,,,,,3.59,Made,,,,,,,,,,,7.0,,,N. Powell,1626181.0,5.0,,,
642,PT00M43.20S,2021-12-09T05:28:35.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628372,,,1610612744,98,90,2021-12-09T05:28:44Z,6370000,,,0,,D. Smith Jr. personal FOUL (3 PF) (Poole 2 FT),"[1628372, 1629673]",1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,203593.0,3.0,0.0,Poole,1629673.0,,,,,,,,,,
644,PT00M43.20S,2021-12-09T05:29:00.0Z,4,REGULAR,freethrow,1 of 2,[],1629673,,,1610612744,99,90,2021-12-09T05:29:00Z,6390000,,,0,,J. Poole Free Throw 1 of 2 (17 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Made,,,,,,,,,,,17.0,,,,,,,,
645,PT00M43.20S,2021-12-09T05:29:17.0Z,4,REGULAR,freethrow,2 of 2,[],1629673,,,1610612744,100,90,2021-12-09T05:29:17Z,6400000,,,0,,J. Poole Free Throw 2 of 2 (18 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Made,,,,,,,,,,,18.0,,,,,,,,
646,PT00M43.20S,2021-12-09T05:29:21.2Z,4,REGULAR,timeout,full,['team'],0,,,1610612757,100,90,2021-12-09T05:29:21Z,6410000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT00M39.00S,2021-12-09T05:31:03.3Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1626181,90.88370565045992,57.107843137254896,1610612757,100,92,2021-12-09T05:31:06Z,6420000,36.0,33.0,1,right,N. Powell driving DUNK (24 PTS) (L. Nance Jr. 5 AST),"[1626181, 1626204]",1610612757.0,POR,driving,,,Powell,N. Powell,,,,,4.86,Made,,,,,,,,,,,24.0,,,L. Nance Jr.,1626204.0,5.0,,,
648,PT00M36.50S,2021-12-09T05:31:10.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628372,,,1610612744,100,92,2021-12-09T05:32:14Z,6430000,,,0,,D. Smith Jr. take personal FOUL (4 PF) (Poole 2 FT),"[1628372, 1629673]",1610612757.0,POR,take,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,1162.0,4.0,0.0,Poole,1629673.0,,,,,,,,,,
650,PT00M36.50S,2021-12-09T05:31:36.9Z,4,REGULAR,freethrow,1 of 2,[],1629673,,,1610612744,101,92,2021-12-09T05:31:36Z,6450000,,,0,,J. Poole Free Throw 1 of 2 (19 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Made,,,,,,,,,,,19.0,,,,,,,,
651,PT00M36.50S,2021-12-09T05:31:50.9Z,4,REGULAR,freethrow,2 of 2,[],1629673,,,1610612744,102,92,2021-12-09T05:31:50Z,6460000,,,0,,J. Poole Free Throw 2 of 2 (20 PTS),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,Made,,,,,,,,,,,20.0,,,,,,,,
652,PT00M26.50S,2021-12-09T05:32:03.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,89.56964520367937,44.85294117647059,1610612757,102,94,2021-12-09T05:32:06Z,6470000,-26.0,46.0,1,right,N. Powell driving Layup (26 PTS),[1626181],1610612757.0,POR,driving,,,Powell,N. Powell,,,,,5.23,Made,,,,,,,,,,,26.0,,,,,,,,
653,PT00M23.00S,2021-12-09T05:32:12.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203496,,,1610612744,102,94,2021-12-09T05:32:24Z,6480000,,,0,,R. Covington take personal FOUL (5 PF) (Wiggins 2 FT),"[203496, 203952]",1610612757.0,POR,take,,,Covington,R. Covington,,,,,,,,,,,203593.0,5.0,0.0,Wiggins,203952.0,,,,,,,,,,
655,PT00M23.00S,2021-12-09T05:32:34.7Z,4,REGULAR,freethrow,1 of 2,[],203952,,,1610612744,103,94,2021-12-09T05:32:34Z,6500000,,,0,,A. Wiggins Free Throw 1 of 2 (13 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Made,,,,,,,,,,,13.0,,,,,,,,
656,PT00M23.00S,2021-12-09T05:32:49.3Z,4,REGULAR,freethrow,2 of 2,[],203952,,,1610612744,104,94,2021-12-09T05:32:49Z,6510000,,,0,,A. Wiggins Free Throw 2 of 2 (14 PTS),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,Made,,,,,,,,,,,14.0,,,,,,,,
657,PT00M13.20S,2021-12-09T05:33:03.1Z,4,REGULAR,turnover,traveling,[],203463,,,1610612757,104,94,2021-12-09T05:33:04Z,6520000,,,0,,B. McLemore traveling TURNOVER (1 TO),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,1162.0,,,,,1.0,,,,,,,,,
658,PT00M00.00S,2021-12-09T05:33:27.7Z,4,REGULAR,period,end,[],0,,,1610612744,104,94,2021-12-09T05:33:27Z,6530000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT00M00.00S,2021-12-09T05:33:30.8Z,4,REGULAR,game,end,[],0,,,0,104,94,2021-12-09T05:33:30Z,6540000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
