actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
259,PT04M17.00S,2021-10-31T01:22:13.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,12.302890932982917,55.392156862745104,1610612760,43,30,2021-10-31T01:22:20Z,2580000,-27.0,63.0,1,left,MISS S. Gilgeous-Alexander 6' fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,6.86,Missed,,,,,,,,,,,,,,,,,,,
260,PT04M12.00S,2021-10-31T01:22:18.1Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,43,30,2021-10-31T01:22:20Z,2590000,,,0,,D. Green REBOUND (Off:0 Def:5),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,259.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
261,PT04M03.00S,2021-10-31T01:22:27.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,90.09526938239159,55.63725490196079,1610612744,45,30,2021-10-31T01:22:37Z,2600000,28.0,41.0,1,right,S. Curry Layup (5 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,4.94,Made,,,,,5.0,,,,,,,,,,,,,,
262,PT03M47.00S,2021-10-31T01:22:42.9Z,2,REGULAR,3pt,Jump Shot,[],1629652,10.988830486202366,94.11764705882352,1610612760,45,30,2021-10-31T01:22:49Z,2610000,-221.0,51.0,1,left,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,22.64,Missed,,,,,,,,,,,,,,,,,,,
263,PT03M43.00S,2021-10-31T01:22:46.9Z,2,REGULAR,rebound,defensive,[],1630541,,,1610612744,45,30,2021-10-31T01:22:49Z,2620000,,,0,,M. Moody REBOUND (Off:0 Def:2),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,262.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
264,PT03M36.00S,2021-10-31T01:22:54.0Z,2,REGULAR,3pt,Jump Shot,[],201939,65.91655716162943,63.725490196078425,1610612744,45,30,2021-10-31T01:23:00Z,2630000,69.0,268.0,1,right,MISS S. Curry 27' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,27.65,Missed,,,,,,,,,,,,,,,,,,,
265,PT03M32.00S,2021-10-31T01:22:58.0Z,2,REGULAR,rebound,defensive,[],1628983,,,1610612760,45,30,2021-10-31T01:23:00Z,2640000,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:3),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,264.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
266,PT03M26.00S,2021-10-31T01:23:05.2Z,2,REGULAR,3pt,Jump Shot,[],1629652,26.856110381077528,83.08823529411765,1610612760,45,30,2021-10-31T01:24:25Z,2650000,-165.0,200.0,1,left,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,25.95,Missed,,,,,,,,,,,,,,,,,,,
267,PT03M21.00S,2021-10-31T01:23:10.2Z,2,REGULAR,rebound,defensive,[],1630541,,,1610612744,45,30,2021-10-31T01:23:11Z,2660000,,,0,,M. Moody REBOUND (Off:0 Def:3),[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,266.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
268,PT03M15.00S,2021-10-31T01:23:15.2Z,2,REGULAR,3pt,Jump Shot,[],203952,67.7562417871222,53.92156862745098,1610612744,48,30,2021-10-31T01:23:22Z,2670000,20.0,251.0,1,right,A. Wiggins 25' 3PT  (6 PTS) (K. Looney 1 AST),"[203952, 1626172]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,25.14,Made,,,,,6.0,,,,,K. Looney,1626172.0,1.0,,,,,,,
270,PT03M14.00S,2021-10-31T01:23:22.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,48,30,2021-10-31T01:23:22Z,2690000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M14.00S,2021-10-31T01:25:42.9Z,2,REGULAR,substitution,out,[],1630541,,,1610612760,48,30,2021-10-31T01:26:03Z,2700000,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M14.00S,2021-10-31T01:25:42.9Z,2,REGULAR,substitution,out,[],1626172,,,1610612760,48,30,2021-10-31T01:26:03Z,2710000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M14.00S,2021-10-31T01:25:42.9Z,2,REGULAR,substitution,out,[],1629026,,,1610612760,48,30,2021-10-31T01:26:03Z,2720000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M14.00S,2021-10-31T01:25:42.9Z,2,REGULAR,substitution,in,[],1629673,,,1610612760,48,30,2021-10-31T01:26:03Z,2730000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M14.00S,2021-10-31T01:25:42.9Z,2,REGULAR,substitution,in,[],203490,,,1610612760,48,30,2021-10-31T01:26:03Z,2740000,,,0,,SUB in: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M14.00S,2021-10-31T01:25:42.9Z,2,REGULAR,substitution,in,[],1630581,,,1610612760,48,30,2021-10-31T01:26:03Z,2750000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M04.00S,2021-10-31T01:26:42.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630581,18.873193166885677,40.44117647058824,1610612760,48,32,2021-10-31T01:26:49Z,2760000,48.0,125.0,1,left,J. Giddey 13' Jump Shot (8 PTS),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,13.37,Made,,,,,8.0,,,,,,,,,,,,,,
278,PT02M50.00S,2021-10-31T01:26:54.8Z,2,REGULAR,3pt,Jump Shot,[],201939,67.49342969776609,38.72549019607843,1610612744,48,32,2021-10-31T01:27:01Z,2770000,-56.0,253.0,1,right,MISS S. Curry 25' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,25.93,Missed,,,,,,,,,,,,,,,,,,,
279,PT02M46.00S,2021-10-31T01:26:58.8Z,2,REGULAR,rebound,defensive,[],1629647,,,1610612760,48,32,2021-10-31T01:27:01Z,2780000,,,0,,D. Bazley REBOUND (Off:0 Def:4),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,278.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
280,PT02M37.00S,2021-10-31T01:27:07.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,5.601182654402102,47.794117647058826,1610612760,48,34,2021-10-31T01:27:13Z,2790000,11.0,0.0,1,left,S. Gilgeous-Alexander driving Layup (7 PTS),[1628983],1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,1.1,Made,,,,,7.0,,,,,,,,,,,,,,
281,PT02M16.00S,2021-10-31T01:27:28.1Z,2,REGULAR,3pt,Jump Shot,[],203952,92.06636005256242,4.6568627450980395,1610612744,51,34,2021-10-31T01:27:38Z,2800000,-227.0,22.0,1,right,A. Wiggins 3PT  (9 PTS) (D. Green 3 AST),"[203952, 203110]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,22.78,Made,,,,,9.0,,,,,D. Green,203110.0,3.0,,,,,,,
283,PT01M59.00S,2021-10-31T01:27:47.5Z,2,REGULAR,foul,personal,['2freethrow'],203490,,,1610612760,51,34,2021-10-31T01:28:01Z,2820000,,,0,,O. Porter Jr. shooting personal FOUL (1 PF) (Favors 2 FT),"[203490, 202324]",1610612744.0,GSW,shooting,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,1662.0,,,,,,,,,1.0,0.0,Favors,202324.0,
285,PT01M59.00S,2021-10-31T01:28:18.1Z,2,REGULAR,freethrow,1 of 2,[],202324,,,1610612760,51,35,2021-10-31T01:28:18Z,2840000,,,0,,D. Favors Free Throw 1 of 2 (1 PTS),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
286,PT01M59.00S,2021-10-31T01:28:39.2Z,2,REGULAR,freethrow,2 of 2,[],202324,,,1610612760,51,36,2021-10-31T01:28:39Z,2850000,,,0,,D. Favors Free Throw 2 of 2 (2 PTS),[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,Made,,,,,2.0,,,,,,,,,,,,,,
287,PT01M50.00S,2021-10-31T01:28:54.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203952,93.51182654402102,50.0,1610612744,53,36,2021-10-31T01:28:59Z,2860000,0.0,8.0,1,right,A. Wiggins alley-oop DUNK (11 PTS) (D. Green 4 AST),"[203952, 203110]",1610612744.0,GSW,alley-oop,,,Wiggins,A. Wiggins,,,,,0.85,Made,,,,,11.0,,,,,D. Green,203110.0,4.0,,,,,,,
289,PT01M25.00S,2021-10-31T01:29:18.5Z,2,REGULAR,3pt,Jump Shot,[],1628983,8.623521681997373,95.34313725490196,1610612760,53,39,2021-10-31T01:29:24Z,2880000,-227.0,29.0,1,left,S. Gilgeous-Alexander 3PT  (10 PTS) (L. Dort 1 AST),"[1628983, 1629652]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,22.85,Made,,,,,10.0,,,,,L. Dort,1629652.0,1.0,,,,,,,
291,PT01M08.00S,2021-10-31T01:29:38.6Z,2,REGULAR,foul,offensive,[],203490,,,1610612744,53,39,2021-10-31T01:29:59Z,2900000,,,0,,O. Porter Jr. off-the-ball offensive FOUL (2 PF),"[203490, 1629652]",1610612744.0,GSW,off-the-ball,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,1627524.0,,,,,,,,,2.0,0.0,Dort,1629652.0,
293,PT01M08.00S,2021-10-31T01:29:38.6Z,2,REGULAR,turnover,offensive foul,[],203490,,,1610612744,53,39,2021-10-31T01:29:38Z,2920000,,,0,,O. Porter Jr. offensive foul TURNOVER (2 TO),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,1627524.0,2.0,,,,,,,,,,,,
294,PT01M08.00S,2021-10-31T01:29:49.8Z,2,REGULAR,substitution,out,[],202324,,,1610612760,53,39,2021-10-31T01:29:54Z,2930000,,,0,,SUB out: D. Favors,[202324],1610612760.0,OKC,,,,Favors,D. Favors,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT01M08.00S,2021-10-31T01:29:49.8Z,2,REGULAR,substitution,in,[],1630526,,,1610612760,53,39,2021-10-31T01:29:54Z,2940000,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT01M01.00S,2021-10-31T01:30:09.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629673,,,1610612760,53,39,2021-10-31T01:30:18Z,2950000,,,0,,J. Poole personal FOUL (1 PF) (Dort 2 FT),"[1629673, 1629652]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,1662.0,,,,,,,,,1.0,0.0,Dort,1629652.0,
298,PT01M01.00S,2021-10-31T01:30:38.3Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629652,,,1610612760,53,40,2021-10-31T01:30:38Z,2970000,,,0,,L. Dort Free Throw 1 of 2 (8 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
299,PT01M01.00S,2021-10-31T01:31:00.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629652,,,1610612760,53,41,2021-10-31T01:31:00Z,2980000,,,0,,L. Dort Free Throw 2 of 2 (9 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
300,PT00M50.50S,2021-10-31T01:31:13.4Z,2,REGULAR,turnover,lost ball,[],201939,,,1610612744,53,41,2021-10-31T01:31:29Z,2990000,,,0,,S. Curry lost ball TURNOVER (2 TO),"[201939, 1629652]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,2.0,Dort,1629652.0,,,,,,,,,,
301,PT00M50.50S,2021-10-31T01:31:13.4Z,2,REGULAR,steal,,[],1629652,,,1610612760,53,41,2021-10-31T01:31:18Z,3000000,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT00M39.80S,2021-10-31T01:31:24.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628983,5.863994743758213,53.18627450980392,1610612760,53,41,2021-10-31T01:31:32Z,3010000,-16.0,3.0,1,left,MISS S. Gilgeous-Alexander Layup - blocked,"[1628983, 203110]",1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,1.61,Missed,,,,,,,,,,,,,Green,203110.0,,,,,
303,PT00M39.80S,2021-10-31T01:31:24.2Z,2,REGULAR,block,,[],203110,,,1610612760,53,41,2021-10-31T01:31:27Z,3020000,,,0,,D. Green BLOCK (1 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT00M34.60S,2021-10-31T01:31:29.4Z,2,REGULAR,rebound,defensive,[],203110,,,1610612744,53,41,2021-10-31T01:31:32Z,3030000,,,0,,D. Green REBOUND (Off:0 Def:6),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,302.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
305,PT00M32.90S,2021-10-31T01:31:31.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",203952,93.51182654402102,48.28431372549019,1610612744,53,41,2021-10-31T01:31:37Z,3040000,-9.0,8.0,1,right,MISS A. Wiggins Jump Shot,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,1.21,Missed,,,,,,,,,,,,,,,,,,,
306,PT00M32.90S,2021-10-31T01:31:31.0Z,2,REGULAR,rebound,defensive,[],1629647,,,1610612760,53,41,2021-10-31T01:31:37Z,3050000,,,0,,D. Bazley REBOUND (Off:0 Def:5),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,305.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
307,PT00M23.00S,2021-10-31T01:31:40.9Z,2,REGULAR,turnover,lost ball,[],1630526,,,1610612760,53,41,2021-10-31T01:32:02Z,3060000,,,0,,J. Robinson-Earl lost ball TURNOVER (2 TO),"[1630526, 201939]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,2.0,Curry,201939.0,,,,,,,,,,
308,PT00M23.00S,2021-10-31T01:31:40.9Z,2,REGULAR,steal,,[],201939,,,1610612744,53,41,2021-10-31T01:31:45Z,3070000,,,0,,S. Curry STEAL (1 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT00M08.80S,2021-10-31T01:32:02.8Z,2,REGULAR,foul,personal,[],1630581,,,1610612744,53,41,2021-10-31T01:32:17Z,3080000,,,0,,J. Giddey personal FOUL (2 PF),"[1630581, 201939]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,1662.0,,,,,,,,,2.0,0.0,Curry,201939.0,
311,PT00M08.80S,2021-10-31T01:32:10.2Z,2,REGULAR,substitution,out,[],1630581,,,1610612744,53,41,2021-10-31T01:32:13Z,3100000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT00M08.80S,2021-10-31T01:32:10.2Z,2,REGULAR,substitution,in,[],1629026,,,1610612744,53,41,2021-10-31T01:32:13Z,3110000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M05.50S,2021-10-31T01:32:29.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203110,93.64323258869908,47.794117647058826,1610612744,55,41,2021-10-31T01:33:08Z,3120000,-11.0,7.0,1,right,D. Green driving Layup (14 PTS) (S. Curry 3 AST),"[203110, 201939]",1610612744.0,GSW,driving,,,Green,D. Green,,,,,1.32,Made,,,,,14.0,,,,,S. Curry,201939.0,3.0,,,,,,,
314,PT00M00.00S,2021-10-31T01:32:37.5Z,2,REGULAR,3pt,Jump Shot,[],1628983,33.85348226018397,48.28431372549019,1610612760,55,44,2021-10-31T01:33:20Z,3130000,9.0,266.0,1,left,S. Gilgeous-Alexander 26' 3PT  (13 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,26.58,Made,,,,,13.0,,,,,,,,,,,,,,
316,PT00M00.00S,2021-10-31T01:33:22.3Z,2,REGULAR,instantreplay,request,[],0,,,1610612744,55,44,2021-10-31T01:33:31Z,3140000,,,0,,,[],,,support,,,,,,,,,,,,,,,,1662.0,,,,,,,,,,,,,End Period - Good Basket
317,PT00M00.00S,2021-10-31T01:48:07.6Z,2,REGULAR,period,end,[],0,,,1610612744,55,44,2021-10-31T01:48:07Z,3150000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2021-10-31T01:48:11.5Z,3,REGULAR,substitution,out,['startperiod'],203490,,,1610612744,55,44,2021-10-31T01:48:31Z,3160000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2021-10-31T01:48:11.5Z,3,REGULAR,substitution,out,['startperiod'],1629026,,,1610612744,55,44,2021-10-31T01:48:31Z,3170000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2021-10-31T01:48:11.5Z,3,REGULAR,substitution,in,['startperiod'],1626172,,,1610612744,55,44,2021-10-31T01:48:31Z,3180000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT12M00.00S,2021-10-31T01:48:11.5Z,3,REGULAR,substitution,in,['startperiod'],1630581,,,1610612744,55,44,2021-10-31T01:48:31Z,3190000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT12M00.00S,2021-10-31T01:48:36.1Z,3,REGULAR,period,start,[],0,,,1610612760,55,44,2021-10-31T01:48:36Z,3200000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT11M49.00S,2021-10-31T01:48:46.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630526,92.59198423127464,52.20588235294118,1610612760,55,46,2021-10-31T01:48:51Z,3210000,11.0,17.0,1,right,J. Robinson-Earl Layup (6 PTS) (J. Giddey 4 AST),"[1630526, 1630581]",1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,2.03,Made,,,,,6.0,,,,,J. Giddey,1630581.0,4.0,,,,,,,
325,PT11M33.00S,2021-10-31T01:49:01.3Z,3,REGULAR,3pt,Jump Shot,[],201939,19.66162943495401,6.61764705882353,1610612744,58,46,2021-10-31T01:49:07Z,3230000,217.0,132.0,1,left,S. Curry 25' 3PT  (8 PTS) (D. Green 5 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,25.41,Made,,,,,8.0,,,,,D. Green,203110.0,5.0,,,,,,,
327,PT11M15.00S,2021-10-31T01:49:21.8Z,3,REGULAR,turnover,out-of-bounds,[],1629652,,,1610612760,58,46,2021-10-31T01:49:31Z,3250000,,,0,,L. Dort bad pass out-of-bounds TURNOVER (2 TO),[1629652],1610612760.0,OKC,bad pass,,,Dort,L. Dort,,,,,,,,,,,,1662.0,2.0,,,,,,,,,,,,
328,PT11M01.00S,2021-10-31T01:49:46.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],201939,21.895532194480946,11.029411764705882,1610612744,61,46,2021-10-31T01:49:52Z,3260000,195.0,153.0,1,left,S. Curry 24' 3PT  (11 PTS) (D. Green 6 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,24.8,Made,,,,,11.0,,,,,D. Green,203110.0,6.0,,,,,,,
330,PT10M41.00S,2021-10-31T01:50:06.8Z,3,REGULAR,2pt,Jump Shot,[],1630581,69.69448094612352,55.3921568627451,1610612760,61,46,2021-10-31T01:50:28Z,3280000,27.0,232.0,1,right,MISS J. Giddey 23' Jump Shot,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,23.4,Missed,,,,,,,,,,,,,,,,,,,
331,PT10M39.00S,2021-10-31T01:50:08.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612744,61,46,2021-10-31T01:50:25Z,3290000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,330.0,,,,,,,,,,,,,,,,,,
332,PT10M39.00S,2021-10-31T01:50:13.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,61,46,2021-10-31T01:50:13Z,3300000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT10M19.00S,2021-10-31T01:50:38.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626172,5.863994743758213,46.32352941176471,1610612744,63,46,2021-10-31T01:50:56Z,3310000,18.0,3.0,1,left,K. Looney cutting Layup (5 PTS) (D. Green 7 AST),"[1626172, 203110]",1610612744.0,GSW,cutting,,,Looney,K. Looney,,,,,1.86,Made,,,,,5.0,,,,,D. Green,203110.0,7.0,,,,,,,
335,PT10M19.00S,2021-10-31T01:50:41.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,63,46,2021-10-31T01:50:41Z,3330000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT10M07.00S,2021-10-31T01:53:45.2Z,3,REGULAR,3pt,Jump Shot,[],1629647,74.72076215505913,15.931372549019606,1610612760,63,46,2021-10-31T01:53:53Z,3340000,-170.0,185.0,1,right,MISS D. Bazley 25' 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,25.15,Missed,,,,,,,,,,,,,,,,,,,
337,PT10M03.00S,2021-10-31T01:53:49.2Z,3,REGULAR,rebound,defensive,[],1626172,,,1610612744,63,46,2021-10-31T01:53:53Z,3350000,,,0,,K. Looney REBOUND (Off:1 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,336.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
338,PT09M47.00S,2021-10-31T01:54:04.5Z,3,REGULAR,3pt,Jump Shot,[],201939,4.385676741130098,98.03921568627452,1610612744,66,46,2021-10-31T01:54:41Z,3360000,-240.0,-11.0,1,left,S. Curry 24' 3PT pullup (14 PTS) (J. Poole 4 AST),"[201939, 1629673]",1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,24.05,Made,,,,,14.0,,,,,J. Poole,1629673.0,4.0,,,,,,,
340,PT09M28.00S,2021-10-31T01:54:23.1Z,3,REGULAR,3pt,Jump Shot,[],1630581,86.5473061760841,5.147058823529411,1610612760,66,46,2021-10-31T01:54:28Z,3380000,-224.0,74.0,1,right,MISS J. Giddey 3PT,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,23.62,Missed,,,,,,,,,,,,,,,,,,,
341,PT09M26.00S,2021-10-31T01:54:25.1Z,3,REGULAR,rebound,defensive,[],203110,,,1610612744,66,46,2021-10-31T01:54:28Z,3390000,,,0,,D. Green REBOUND (Off:0 Def:7),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,340.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
342,PT09M22.00S,2021-10-31T01:54:30.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201939,30.436925098554536,26.96078431372549,1610612744,66,46,2021-10-31T01:54:41Z,3400000,115.0,234.0,1,left,MISS S. Curry 26' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,26.05,Missed,,,,,,,,,,,,,,,,,,,
343,PT09M18.00S,2021-10-31T01:54:34.3Z,3,REGULAR,rebound,offensive,[],1626172,,,1610612744,66,46,2021-10-31T01:54:34Z,3410000,,,0,,K. Looney REBOUND (Off:2 Def:4),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,342.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
344,PT09M14.00S,2021-10-31T01:54:37.6Z,3,REGULAR,turnover,bad pass,[],1626172,,,1610612744,66,46,2021-10-31T01:54:53Z,3420000,,,0,,K. Looney bad pass TURNOVER (1 TO),"[1626172, 1629647]",1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,1.0,Bazley,1629647.0,,,,,,,,,,
345,PT09M14.00S,2021-10-31T01:54:37.6Z,3,REGULAR,steal,,[],1629647,,,1610612760,66,46,2021-10-31T01:54:39Z,3430000,,,0,,D. Bazley STEAL (1 STL),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT09M02.00S,2021-10-31T01:54:53.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,66,46,2021-10-31T01:54:53Z,3440000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT08M54.00S,2021-10-31T01:55:14.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629647,90.75229960578186,48.529411764705884,1610612760,66,48,2021-10-31T01:55:19Z,3450000,-7.0,34.0,1,right,D. Bazley Layup (5 PTS) (J. Robinson-Earl 1 AST),"[1629647, 1630526]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,3.52,Made,,,,,5.0,,,,,J. Robinson-Earl,1630526.0,1.0,,,,,,,
