actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
267,PT04M24.00S,2021-11-04T02:55:23.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203486,10.726018396846255,50.0,1610612766,40,41,2021-11-04T02:55:26Z,2630000,0.0,48.0,1,left,MISS M. Plumlee Layup,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,4.83,Missed,,,,,,,,,,,,,,,,,,,
268,PT04M22.00S,2021-11-04T02:55:25.7Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,40,41,2021-11-04T02:56:47Z,2640000,,,0,,A. Wiggins REBOUND (Off:0 Def:2),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,267.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
269,PT04M13.00S,2021-11-04T02:55:35.9Z,2,REGULAR,turnover,bad pass,[],203952,,,1610612744,40,41,2021-11-04T02:55:37Z,2650000,,,0,,A. Wiggins bad pass TURNOVER (1 TO),"[203952, 1630163]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,1.0,Ball,1630163.0,,,,,,,
270,PT04M13.00S,2021-11-04T02:55:35.9Z,2,REGULAR,steal,,[],1630163,,,1610612766,40,41,2021-11-04T02:55:47Z,2660000,,,0,,L. Ball STEAL (3 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT04M07.00S,2021-11-04T02:55:41.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628970,6.652431011826544,46.81372549019608,1610612766,40,43,2021-11-04T02:55:48Z,2670000,16.0,10.0,1,left,M. Bridges running Layup (19 PTS) (G. Hayward 1 AST),"[1628970, 202330]",1610612766.0,CHA,running,,,Bridges,M. Bridges,,,,,1.88,Made,,,,,19.0,G. Hayward,202330.0,1.0,,,,,,,,,,,
273,PT03M58.00S,2021-11-04T02:55:50.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,74.72076215505913,85.7843137254902,1610612744,43,43,2021-11-04T02:55:55Z,2690000,179.0,185.0,1,right,J. Poole 25' 3PT step back (19 PTS),[1629673],1610612744.0,GSW,step back,,,Poole,J. Poole,,,,,25.74,Made,,,,,19.0,,,,,,,,,,,,,,
274,PT03M46.00S,2021-11-04T02:56:03.0Z,2,REGULAR,2pt,Jump Shot,[],1630163,11.383048620236531,33.088235294117645,1610612766,43,43,2021-11-04T02:56:06Z,2700000,85.0,55.0,1,left,MISS L. Ball 10' driving floating Shot,[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,10.06,Missed,,,,,,,,,,,,,,,,,,,
275,PT03M44.00S,2021-11-04T02:56:05.0Z,2,REGULAR,rebound,defensive,[],1629308,,,1610612744,43,43,2021-11-04T02:56:39Z,2710000,,,0,,J. Toscano-Anderson REBOUND (Off:1 Def:1),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,274.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
276,PT03M32.00S,2021-11-04T02:56:16.0Z,2,REGULAR,3pt,Jump Shot,[],1629673,62.36859395532195,51.470588235294116,1610612744,43,43,2021-11-04T02:56:19Z,2720000,7.0,301.0,1,right,MISS J. Poole 30' pullup 3PT,[1629673],1610612744.0,GSW,pullup,,,Poole,J. Poole,,,,,30.13,Missed,,,,,,,,,,,,,,,,,,,
277,PT03M29.00S,2021-11-04T02:56:20.2Z,2,REGULAR,rebound,defensive,[],1628970,,,1610612766,43,43,2021-11-04T02:56:20Z,2730000,,,0,,M. Bridges REBOUND (Off:0 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,276.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
278,PT03M24.00S,2021-11-04T02:56:26.0Z,2,REGULAR,foul,personal,['2freethrow'],1629673,,,1610612766,43,43,2021-11-04T02:56:32Z,2740000,,,0,,J. Poole shooting personal FOUL (2 PF) (Plumlee 2 FT),"[1629673, 203486]",1610612744.0,GSW,shooting,,,Poole,J. Poole,,,,,,,,,,,,,,,1155.0,,,,2.0,0.0,Plumlee,203486.0,,,
280,PT03M24.00S,2021-11-04T02:56:56.5Z,2,REGULAR,freethrow,1 of 2,[],203486,,,1610612766,43,44,2021-11-04T02:56:56Z,2760000,,,0,,M. Plumlee Free Throw 1 of 2 (3 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
281,PT03M24.00S,2021-11-04T02:56:57.0Z,2,REGULAR,substitution,out,[],1627814,,,1610612766,43,44,2021-11-04T02:57:05Z,2770000,,,0,,SUB out: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M24.00S,2021-11-04T02:56:57.0Z,2,REGULAR,substitution,out,[],1629308,,,1610612766,43,44,2021-11-04T02:57:05Z,2780000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M24.00S,2021-11-04T02:56:57.0Z,2,REGULAR,substitution,out,[],1626179,,,1610612766,43,44,2021-11-04T02:57:05Z,2790000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M24.00S,2021-11-04T02:56:57.0Z,2,REGULAR,substitution,in,[],202357,,,1610612766,43,44,2021-11-04T02:57:05Z,2800000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M24.00S,2021-11-04T02:56:57.0Z,2,REGULAR,substitution,in,[],201939,,,1610612766,43,44,2021-11-04T02:57:05Z,2810000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M24.00S,2021-11-04T02:56:57.0Z,2,REGULAR,substitution,in,[],1628998,,,1610612766,43,44,2021-11-04T02:57:05Z,2820000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT03M24.00S,2021-11-04T02:57:19.4Z,2,REGULAR,freethrow,2 of 2,[],203486,,,1610612766,43,44,2021-11-04T02:57:19Z,2830000,,,0,,MISS M. Plumlee Free Throw 2 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,Missed,,,,,,,,,,,,,,,,,,,
288,PT03M22.00S,2021-11-04T02:57:21.0Z,2,REGULAR,rebound,defensive,[],202357,,,1610612744,43,44,2021-11-04T02:57:21Z,2840000,,,0,,N. Bjelica REBOUND (Off:0 Def:2),[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,287.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
289,PT03M10.00S,2021-11-04T02:57:33.6Z,2,REGULAR,3pt,Jump Shot,[],1629673,73.40670170827858,85.04901960784314,1610612744,46,44,2021-11-04T02:57:37Z,2850000,175.0,197.0,1,right,J. Poole 26' 3PT  (22 PTS) (N. Bjelica 1 AST),"[1629673, 202357]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,26.4,Made,,,,,22.0,N. Bjelica,202357.0,1.0,,,,,,,,,,,
291,PT03M07.00S,2021-11-04T02:57:41.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,46,44,2021-11-04T02:57:41Z,2870000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M57.00S,2021-11-04T03:01:10.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,6.258212877792378,52.20588235294118,1610612766,46,46,2021-11-04T03:01:12Z,2880000,-11.0,6.0,1,left,M. Plumlee alley-oop DUNK (5 PTS) (L. Ball 4 AST),"[203486, 1630163]",1610612766.0,CHA,alley-oop,,,Plumlee,M. Plumlee,,,,,1.27,Made,,,,,5.0,L. Ball,1630163.0,4.0,,,,,,,,,,,
294,PT02M36.00S,2021-11-04T03:01:30.8Z,2,REGULAR,3pt,Jump Shot,[],203952,93.64323258869908,96.56862745098039,1610612744,46,46,2021-11-04T03:01:33Z,2900000,233.0,7.0,1,right,MISS A. Wiggins 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,23.29,Missed,,,,,,,,,,,,,,,,,,,
295,PT02M34.00S,2021-11-04T03:01:32.8Z,2,REGULAR,rebound,defensive,[],202330,,,1610612766,46,46,2021-11-04T03:01:52Z,2910000,,,0,,G. Hayward REBOUND (Off:0 Def:5),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,294.0,5.0,5.0,0.0,,,,,,,,,,,,,,,
296,PT02M24.00S,2021-11-04T03:01:44.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628970,9.017739816031538,45.588235294117645,1610612766,46,48,2021-11-04T03:01:46Z,2920000,22.0,32.0,1,left,M. Bridges cutting DUNK (21 PTS) (L. Ball 5 AST),"[1628970, 1630163]",1610612766.0,CHA,cutting,,,Bridges,M. Bridges,,,,,3.91,Made,,,,,21.0,L. Ball,1630163.0,5.0,,,,,,,,,,,
298,PT02M05.00S,2021-11-04T03:02:01.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203952,92.06636005256242,51.225490196078425,1610612744,46,48,2021-11-04T03:10:54Z,2940000,6.0,22.0,1,right,MISS A. Wiggins DUNK - blocked,"[203952, 1628970]",1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,2.29,Missed,,,,,,,,,,,,,,,,,,Bridges,1628970.0
299,PT02M05.00S,2021-11-04T03:02:01.9Z,2,REGULAR,block,,[],1628970,,,1610612744,46,48,2021-11-04T03:02:05Z,2950000,,,0,,M. Bridges BLOCK (1 BLK),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M03.00S,2021-11-04T03:02:03.9Z,2,REGULAR,rebound,defensive,[],202330,,,1610612766,46,48,2021-11-04T03:03:39Z,2960000,,,0,,G. Hayward REBOUND (Off:0 Def:6),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,298.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
301,PT01M58.00S,2021-11-04T03:02:09.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202330,26.363337713534822,12.254901960784313,1610612766,46,48,2021-11-04T03:10:36Z,2970000,189.0,195.0,1,left,MISS G. Hayward 27' running 3PT,[202330],1610612766.0,CHA,running,,,Hayward,G. Hayward,,,,,27.16,Missed,,,,,,,,,,,,,,,,,,,
302,PT01M56.00S,2021-11-04T03:02:11.5Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,46,48,2021-11-04T03:02:30Z,2980000,,,0,,A. Wiggins REBOUND (Off:0 Def:3),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,301.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
303,PT01M45.00S,2021-11-04T03:02:22.4Z,2,REGULAR,3pt,Jump Shot,[],202357,94.30026281208936,95.34313725490196,1610612744,49,48,2021-11-04T03:02:24Z,2990000,227.0,1.0,1,right,N. Bjelica 3PT  (8 PTS) (S. Curry 3 AST),"[202357, 201939]",1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,22.67,Made,,,,,8.0,S. Curry,201939.0,3.0,,,,,,,,,,,
305,PT01M33.00S,2021-11-04T03:02:33.7Z,2,REGULAR,3pt,Jump Shot,[],1630163,31.35676741130092,83.08823529411765,1610612766,49,48,2021-11-04T03:02:37Z,3010000,-165.0,242.0,1,left,MISS L. Ball 29' pullup 3PT,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,29.34,Missed,,,,,,,,,,,,,,,,,,,
306,PT01M31.00S,2021-11-04T03:02:35.7Z,2,REGULAR,rebound,offensive,[],1628998,,,1610612766,49,48,2021-11-04T03:03:21Z,3020000,,,0,,C. Martin REBOUND (Off:2 Def:0),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,305.0,2.0,0.0,2.0,,,,,,,,,,,,,,,
307,PT01M23.00S,2021-11-04T03:02:44.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],202330,11.908672798948752,74.75490196078431,1610612766,49,50,2021-11-04T03:02:48Z,3030000,-124.0,59.0,1,left,G. Hayward 13' pullup Jump Shot (13 PTS),[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,13.73,Made,,,,,13.0,,,,,,,,,,,,,,
309,PT01M11.00S,2021-11-04T03:03:00.9Z,2,REGULAR,foul,personal,['2freethrow'],202330,,,1610612744,49,50,2021-11-04T03:03:10Z,3050000,,,0,,G. Hayward shooting personal FOUL (1 PF) (Green 2 FT),"[202330, 203110]",1610612766.0,CHA,shooting,,,Hayward,G. Hayward,,,,,,,,,,,,,,,202041.0,,,,1.0,0.0,Green,203110.0,,,
311,PT01M11.00S,2021-11-04T03:03:24.5Z,2,REGULAR,freethrow,1 of 2,[],203110,,,1610612744,50,50,2021-11-04T03:03:24Z,3070000,,,0,,D. Green Free Throw 1 of 2 (3 PTS),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
312,PT01M11.00S,2021-11-04T03:03:25.9Z,2,REGULAR,substitution,out,[],1629673,,,1610612744,50,50,2021-11-04T03:03:29Z,3080000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT01M11.00S,2021-11-04T03:03:25.9Z,2,REGULAR,substitution,in,[],1627780,,,1610612744,50,50,2021-11-04T03:03:29Z,3090000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT01M11.00S,2021-11-04T03:03:47.7Z,2,REGULAR,freethrow,2 of 2,[],203110,,,1610612744,50,50,2021-11-04T03:03:47Z,3100000,,,0,,MISS D. Green Free Throw 2 of 2,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,Missed,,,,,,,,,,,,,,,,,,,
315,PT01M09.00S,2021-11-04T03:03:48.8Z,2,REGULAR,rebound,defensive,[],202330,,,1610612766,50,50,2021-11-04T03:03:48Z,3110000,,,0,,G. Hayward REBOUND (Off:0 Def:7),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,314.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
316,PT00M59.60S,2021-11-04T03:03:58.9Z,2,REGULAR,2pt,Jump Shot,[],1628970,4.02431011826544,86.27450980392157,1610612766,50,50,2021-11-04T03:04:02Z,3120000,-181.0,-15.0,1,left,MISS M. Bridges 18' Jump Shot,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,18.2,Missed,,,,,,,,,,,,,,,,,,,
317,PT00M58.70S,2021-11-04T03:04:04.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612744,50,50,2021-11-04T03:04:04Z,3130000,,,0,,TEAM defensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,316.0,,,,,,,,,,,,,,,,,,
318,PT00M58.70S,2021-11-04T03:04:06.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612744,50,50,2021-11-04T03:04:06Z,3140000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT00M53.00S,2021-11-04T03:04:18.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],201939,64.33968462549278,53.67647058823529,1610612744,53,50,2021-11-04T03:09:14Z,3150000,18.0,283.0,1,right,S. Curry 28' 3PT  (5 PTS) (D. Green 5 AST),"[201939, 203110]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,28.33,Made,,,,,5.0,D. Green,203110.0,5.0,,,,,,,,,,,
321,PT00M38.40S,2021-11-04T03:04:37.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203486,13.222733245729303,44.36274509803921,1610612766,53,52,2021-11-04T03:04:41Z,3170000,28.0,72.0,1,left,M. Plumlee 7' turnaround Hook (7 PTS),[203486],1610612766.0,CHA,turnaround,,,Plumlee,M. Plumlee,,,,,7.71,Made,,,,,7.0,,,,,,,,,,,,,,
322,PT00M31.10S,2021-11-04T03:04:52.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202357,88.38699080157687,55.88235294117647,1610612744,53,52,2021-11-04T03:04:56Z,3180000,29.0,57.0,1,right,MISS N. Bjelica 6' driving Layup,[202357],1610612744.0,GSW,driving,,,Bjelica,N. Bjelica,,,,,6.39,Missed,,,,,,,,,,,,,,,,,,,
323,PT00M29.80S,2021-11-04T03:04:54.0Z,2,REGULAR,rebound,offensive,[],201939,,,1610612744,53,52,2021-11-04T03:05:59Z,3190000,,,0,,S. Curry REBOUND (Off:1 Def:4),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,322.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
324,PT00M24.60S,2021-11-04T03:04:59.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203952,73.53810775295663,87.00980392156863,1610612744,53,52,2021-11-04T03:05:02Z,3200000,185.0,196.0,1,right,MISS A. Wiggins 26' 3PT,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,26.97,Missed,,,,,,,,,,,,,,,,,,,
325,PT00M22.80S,2021-11-04T03:05:01.1Z,2,REGULAR,rebound,defensive,[],203486,,,1610612766,53,52,2021-11-04T03:05:55Z,3210000,,,0,,M. Plumlee REBOUND (Off:1 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,324.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
326,PT00M14.00S,2021-11-04T03:05:11.8Z,2,REGULAR,foul,personal,[],1627780,,,1610612766,53,52,2021-11-04T03:05:16Z,3220000,,,0,,G. Payton II take personal FOUL (1 PF),"[1627780, 1630163]",1610612744.0,GSW,take,,,Payton II,G. Payton II,,,,,,,,,,,,,,,202041.0,,,,1.0,0.0,Ball,1630163.0,,,
328,PT00M14.00S,2021-11-04T03:05:18.5Z,2,REGULAR,substitution,out,[],202357,,,1610612766,53,52,2021-11-04T03:05:26Z,3240000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT00M14.00S,2021-11-04T03:05:18.5Z,2,REGULAR,substitution,in,[],1629308,,,1610612766,53,52,2021-11-04T03:05:26Z,3250000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M14.00S,2021-11-04T03:05:29.9Z,2,REGULAR,substitution,out,[],1628998,,,1610612766,53,52,2021-11-04T03:05:33Z,3260000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT00M14.00S,2021-11-04T03:05:29.9Z,2,REGULAR,substitution,in,[],1626179,,,1610612766,53,52,2021-11-04T03:05:33Z,3270000,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT00M08.50S,2021-11-04T03:05:50.9Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,53,52,2021-11-04T03:05:50Z,3280000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT00M01.30S,2021-11-04T03:06:16.5Z,2,REGULAR,3pt,Jump Shot,[],1628970,33.590670170827856,17.15686274509804,1610612766,53,52,2021-11-04T03:06:22Z,3290000,164.0,263.0,1,left,MISS M. Bridges 31' step back 3PT,[1628970],1610612766.0,CHA,step back,,,Bridges,M. Bridges,,,,,31.03,Missed,,,,,,,,,,,,,,,,,,,
334,PT00M00.00S,2021-11-04T03:06:24.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,53,52,2021-11-04T03:06:24Z,3300000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,333.0,,,,,,,,,,,,,,,,,,
335,PT00M00.00S,2021-11-04T03:06:29.1Z,2,REGULAR,period,end,[],0,,,1610612766,53,52,2021-11-04T03:06:29Z,3310000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2021-11-04T03:21:50.4Z,3,REGULAR,substitution,out,['startperiod'],1627780,,,1610612766,53,52,2021-11-04T03:22:12Z,3320000,,,0,,SUB out: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2021-11-04T03:21:50.4Z,3,REGULAR,substitution,out,['startperiod'],1629308,,,1610612766,53,52,2021-11-04T03:22:12Z,3330000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2021-11-04T03:21:50.4Z,3,REGULAR,substitution,in,['startperiod'],1626172,,,1610612766,53,52,2021-11-04T03:22:12Z,3340000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2021-11-04T03:21:50.4Z,3,REGULAR,substitution,in,['startperiod'],1629673,,,1610612766,53,52,2021-11-04T03:22:12Z,3350000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2021-11-04T03:22:10.5Z,3,REGULAR,period,start,[],0,,,1610612744,53,52,2021-11-04T03:22:12Z,3360000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT11M43.00S,2021-11-04T03:22:27.3Z,3,REGULAR,3pt,Jump Shot,[],1629673,27.020367936925098,16.911764705882355,1610612744,56,52,2021-11-04T03:22:29Z,3370000,165.0,201.0,1,left,J. Poole 26' 3PT  (25 PTS) (S. Curry 4 AST),"[1629673, 201939]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,26.07,Made,,,,,25.0,S. Curry,201939.0,4.0,,,,,,,,,,,
345,PT11M25.00S,2021-11-04T03:22:44.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,89.17542706964521,56.61764705882353,1610612766,56,54,2021-11-04T03:22:47Z,3390000,33.0,49.0,1,right,T. Rozier driving finger roll Layup (2 PTS) (L. Ball 6 AST),"[1626179, 1630163]",1610612766.0,CHA,driving finger roll,,,Rozier,T. Rozier,,,,,5.94,Made,,,,,2.0,L. Ball,1630163.0,6.0,,,,,,,,,,,
347,PT11M16.00S,2021-11-04T03:22:56.3Z,3,REGULAR,foul,personal,['2freethrow'],202330,,,1610612744,56,54,2021-11-04T03:23:07Z,3410000,,,0,,G. Hayward shooting personal FOUL (2 PF) (Looney 2 FT),"[202330, 1626172]",1610612766.0,CHA,shooting,,,Hayward,G. Hayward,,,,,,,,,,,,,,,1155.0,,,,2.0,0.0,Looney,1626172.0,,,
349,PT11M16.00S,2021-11-04T03:23:18.5Z,3,REGULAR,freethrow,1 of 2,[],1626172,,,1610612744,57,54,2021-11-04T03:23:18Z,3430000,,,0,,K. Looney Free Throw 1 of 2 (3 PTS),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
350,PT11M16.00S,2021-11-04T03:23:31.4Z,3,REGULAR,freethrow,2 of 2,[],1626172,,,1610612744,57,54,2021-11-04T03:23:31Z,3440000,,,0,,MISS K. Looney Free Throw 2 of 2,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,Missed,,,,,,,,,,,,,,,,,,,
351,PT11M14.00S,2021-11-04T03:23:32.7Z,3,REGULAR,rebound,defensive,[],202330,,,1610612766,57,54,2021-11-04T03:23:32Z,3450000,,,0,,G. Hayward REBOUND (Off:0 Def:8),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,350.0,8.0,8.0,0.0,,,,,,,,,,,,,,,
352,PT10M54.00S,2021-11-04T03:23:52.7Z,3,REGULAR,2pt,Jump Shot,[],203486,80.23981603153744,75.73529411764706,1610612766,57,54,2021-11-04T03:26:55Z,3460000,129.0,133.0,1,right,MISS M. Plumlee 18' turnaround fadeaway Shot,[203486],1610612766.0,CHA,turnaround fadeaway,,,Plumlee,M. Plumlee,,,,,18.52,Missed,,,,,,,,,,,,,,,,,,,
353,PT10M52.00S,2021-11-04T03:23:54.7Z,3,REGULAR,rebound,defensive,[],201939,,,1610612744,57,54,2021-11-04T03:26:43Z,3470000,,,0,,S. Curry REBOUND (Off:1 Def:5),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,352.0,6.0,5.0,1.0,,,,,,,,,,,,,,,
354,PT10M43.00S,2021-11-04T03:24:04.2Z,3,REGULAR,3pt,Jump Shot,[],201939,8.229303547963205,96.07843137254902,1610612744,57,54,2021-11-04T03:24:06Z,3480000,-230.0,25.0,1,left,MISS S. Curry 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,23.17,Missed,,,,,,,,,,,,,,,,,,,
355,PT10M41.00S,2021-11-04T03:24:06.2Z,3,REGULAR,rebound,defensive,[],1630163,,,1610612766,57,54,2021-11-04T03:26:09Z,3490000,,,0,,L. Ball REBOUND (Off:1 Def:4),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,354.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
356,PT10M34.00S,2021-11-04T03:24:13.3Z,3,REGULAR,3pt,Jump Shot,[],1628970,96.5341655716163,2.941176470588235,1610612766,57,57,2021-11-04T03:24:19Z,3500000,-235.0,-20.0,1,right,M. Bridges 3PT  (24 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,23.61,Made,,,,,24.0,,,,,,,,,,,,,,
357,PT10M15.00S,2021-11-04T03:24:31.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203952,9.806176084099869,44.36274509803921,1610612744,59,57,2021-11-04T03:24:34Z,3510000,28.0,40.0,1,left,A. Wiggins driving Layup (2 PTS),[203952],1610612744.0,GSW,driving,,,Wiggins,A. Wiggins,,,,,4.87,Made,,,,,2.0,,,,,,,,,,,,,,
