actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
621,PT01M07.00S,2021-10-29T04:11:31.9Z,4,REGULAR,turnover,8-second-violation,['team'],0,,,1610612744,98,98,2021-10-29T04:11:34Z,6150000,,,0,,GSW 8-second-violation Team TURNOVER,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,1662.0,,,,,,,,,,,,,
622,PT00M48.30S,2021-10-29T04:12:08.3Z,4,REGULAR,foul,personal,[],203110,,,1610612763,98,98,2021-10-29T04:12:13Z,6160000,,,0,,D. Green personal FOUL (1 PF),"[203110, 203937]",1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,1627964.0,1.0,0.0,Anderson,203937.0,,,,,,,,,
624,PT00M35.70S,2021-10-29T04:12:43.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1629630,35.167542706964525,61.029411764705884,1610612763,98,98,2021-10-29T04:12:46Z,6180000,-55.0,278.0,1,left,MISS J. Morant 28' step back 3PT,[1629630],1610612763.0,MEM,step back,,,Morant,J. Morant,,,,,28.35,Missed,,,,,,,,,,,,,,,,,,,
625,PT00M33.80S,2021-10-29T04:12:45.0Z,4,REGULAR,rebound,offensive,[],1628991,,,1610612763,98,98,2021-10-29T04:14:12Z,6190000,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:6),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,624.0,,,,,,,,,,7.0,6.0,1.0,,,,,,
626,PT00M18.30S,2021-10-29T04:13:00.4Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628991,21.50131406044678,91.91176470588235,1610612763,98,98,2021-10-29T04:13:02Z,6200000,-210.0,150.0,1,left,MISS J. Jackson Jr. 25' 3PT - blocked,"[1628991, 203110]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,25.75,Missed,,,,,,,,,,,,,,,,,Green,203110.0,
627,PT00M18.30S,2021-10-29T04:13:00.4Z,4,REGULAR,block,,[],203110,,,1610612763,98,98,2021-10-29T04:13:03Z,6210000,,,0,,D. Green BLOCK (5 BLK),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,,,,,,,,,,,,,,,
628,PT00M16.40S,2021-10-29T04:13:02.3Z,4,REGULAR,rebound,offensive,[],1628991,,,1610612763,98,98,2021-10-29T04:13:51Z,6220000,,,0,,J. Jackson Jr. REBOUND (Off:2 Def:6),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,626.0,,,,,,,,,,8.0,6.0,2.0,,,,,,
629,PT00M12.70S,2021-10-29T04:13:06.1Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628991,29.911300919842315,77.45098039215686,1610612763,98,98,2021-10-29T04:13:07Z,6230000,-137.0,229.0,1,left,MISS J. Jackson Jr. 26' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,26.67,Missed,,,,,,,,,,,,,,,,,,,
630,PT00M10.10S,2021-10-29T04:13:08.5Z,4,REGULAR,rebound,defensive,[],203110,,,1610612744,98,98,2021-10-29T04:13:08Z,6240000,,,0,,D. Green REBOUND (Off:1 Def:10),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,629.0,,,,,,,,,,11.0,10.0,1.0,,,,,,
631,PT00M02.10S,2021-10-29T04:13:17.6Z,4,REGULAR,foul,personal,[],1629001,,,1610612744,98,98,2021-10-29T04:13:24Z,6250000,,,0,,D. Melton take personal FOUL (4 PF),"[1629001, 201939]",1610612763.0,MEM,take,,,Melton,D. Melton,,,,,,,,,,,,1627964.0,4.0,0.0,Curry,201939.0,,,,,,,,,
633,PT00M02.10S,2021-10-29T04:13:33.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612744,98,98,2021-10-29T04:13:33Z,6270000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT00M00.60S,2021-10-29T04:15:17.6Z,4,REGULAR,3pt,Jump Shot,[],201939,61.18593955321945,72.30392156862744,1610612744,98,98,2021-10-29T04:15:21Z,6280000,112.0,312.0,1,right,MISS S. Curry 33' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,33.17,Missed,,,,,,,,,,,,,,,,,,,
635,PT00M00.00S,2021-10-29T04:15:23.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612744,98,98,2021-10-29T04:15:23Z,6290000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,634.0,,,,,,,,,,,,,,,,,,
636,PT00M00.00S,2021-10-29T04:15:48.3Z,4,REGULAR,period,end,[],0,,,1610612744,98,98,2021-10-29T04:15:48Z,6300000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT05M00.00S,2021-10-29T04:18:19.3Z,5,OVERTIME,period,start,[],0,,,0,98,98,2021-10-29T04:18:19Z,6310000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT04M59.00S,2021-10-29T04:18:22.7Z,5,OVERTIME,jumpball,recovered,[],1629630,,,1610612763,98,98,2021-10-29T04:18:22Z,6330000,,,0,,Jump Ball J. Jackson Jr. vs. D. Green: Tip to J. Morant,"[1629630, 1628991, 203110]",1610612763.0,MEM,startperiod,J. Morant,1629630.0,Morant,J. Morant,Jackson Jr.,1628991.0,Green,203110.0,,,,,,,,,,,,,,,,,,,,,
643,PT04M48.00S,2021-10-29T04:18:33.1Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1628991,12.302890932982917,58.08823529411765,1610612763,98,98,2021-10-29T04:19:07Z,6360000,-40.0,63.0,1,left,MISS J. Jackson Jr. 7' driving Layup,[1628991],1610612763.0,MEM,driving,,,Jackson Jr.,J. Jackson Jr.,,,,,7.49,Missed,,,,,,,,,,,,,,,,,,,
644,PT04M46.00S,2021-10-29T04:18:35.1Z,5,OVERTIME,rebound,offensive,[],203937,,,1610612763,98,98,2021-10-29T04:19:07Z,6370000,,,0,,K. Anderson REBOUND (Off:3 Def:4),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,643.0,,,,,,,,,,7.0,4.0,3.0,,,,,,
645,PT04M45.00S,2021-10-29T04:18:41.1Z,5,OVERTIME,foul,personal,['2freethrow'],203952,,,1610612763,98,98,2021-10-29T04:18:51Z,6380000,,,0,,A. Wiggins shooting personal FOUL (1 PF) (Anderson 2 FT),"[203952, 203937]",1610612744.0,GSW,shooting,,,Wiggins,A. Wiggins,,,,,,,,,,,,1627964.0,1.0,0.0,Anderson,203937.0,,,,,,,,,
647,PT04M45.00S,2021-10-29T04:19:11.0Z,5,OVERTIME,freethrow,1 of 2,['2ndchance'],203937,,,1610612763,98,99,2021-10-29T04:19:11Z,6400000,,,0,,K. Anderson Free Throw 1 of 2 (7 PTS),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
648,PT04M45.00S,2021-10-29T04:19:51.4Z,5,OVERTIME,freethrow,2 of 2,['2ndchance'],203937,,,1610612763,98,100,2021-10-29T04:19:51Z,6410000,,,0,,K. Anderson Free Throw 2 of 2 (8 PTS),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
649,PT04M27.00S,2021-10-29T04:20:16.8Z,5,OVERTIME,turnover,out-of-bounds,[],203952,,,1610612744,98,100,2021-10-29T04:20:18Z,6420000,,,0,,A. Wiggins bad pass out-of-bounds TURNOVER (2 TO),[203952],1610612744.0,GSW,bad pass,,,Wiggins,A. Wiggins,,,,,,,,2.0,,,,200833.0,,,,,,,,,,,,,
650,PT04M12.00S,2021-10-29T04:20:38.9Z,5,OVERTIME,turnover,traveling,[],1629630,,,1610612763,98,100,2021-10-29T04:20:40Z,6430000,,,0,,J. Morant traveling TURNOVER (5 TO),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,5.0,,,,1662.0,,,,,,,,,,,,,
651,PT03M59.00S,2021-10-29T04:20:59.3Z,5,OVERTIME,3pt,Jump Shot,['fromturnover'],1627814,79.45137976346912,7.598039215686274,1610612744,101,100,2021-10-29T04:21:01Z,6440000,-212.0,141.0,1,right,D. Lee 25' 3PT  (14 PTS) (S. Curry 8 AST),"[1627814, 201939]",1610612744.0,GSW,,,,Lee,D. Lee,,,,,25.44,Made,,,,,14.0,,,,,,,,,S. Curry,201939.0,8.0,,,
653,PT03M41.00S,2021-10-29T04:21:17.2Z,5,OVERTIME,2pt,Jump Shot,['pointsinthepaint'],1629630,12.434296977660972,51.9607843137255,1610612763,101,100,2021-10-29T04:21:20Z,6460000,-10.0,64.0,1,left,MISS J. Morant 6' driving floating Shot,[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,6.51,Missed,,,,,,,,,,,,,,,,,,,
654,PT03M39.00S,2021-10-29T04:21:19.2Z,5,OVERTIME,rebound,defensive,[],201939,,,1610612744,101,100,2021-10-29T04:23:24Z,6470000,,,0,,S. Curry REBOUND (Off:1 Def:6),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,653.0,,,,,,,,,,7.0,6.0,1.0,,,,,,
655,PT03M32.00S,2021-10-29T04:21:25.6Z,5,OVERTIME,3pt,Jump Shot,['fastbreak'],1627814,83.26215505913272,4.166666666666666,1610612744,101,100,2021-10-29T04:21:30Z,6480000,-229.0,105.0,1,right,MISS D. Lee 25' 3PT,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,25.2,Missed,,,,,,,,,,,,,,,,,,,
656,PT03M30.00S,2021-10-29T04:21:27.6Z,5,OVERTIME,rebound,defensive,[],203937,,,1610612763,101,100,2021-10-29T04:21:50Z,6490000,,,0,,K. Anderson REBOUND (Off:3 Def:5),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,655.0,,,,,,,,,,8.0,5.0,3.0,,,,,,
657,PT03M18.00S,2021-10-29T04:21:39.9Z,5,OVERTIME,3pt,Jump Shot,[],1629001,33.98488830486202,70.58823529411765,1610612763,101,100,2021-10-29T04:21:42Z,6500000,-103.0,267.0,1,left,MISS D. Melton 28' pullup 3PT,[1629001],1610612763.0,MEM,pullup,,,Melton,D. Melton,,,,,28.61,Missed,,,,,,,,,,,,,,,,,,,
658,PT03M16.00S,2021-10-29T04:21:41.9Z,5,OVERTIME,rebound,defensive,[],2738,,,1610612744,101,100,2021-10-29T04:23:18Z,6510000,,,0,,A. Iguodala REBOUND (Off:2 Def:4),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,657.0,,,,,,,,,,6.0,4.0,2.0,,,,,,
659,PT03M05.00S,2021-10-29T04:21:53.2Z,5,OVERTIME,3pt,Jump Shot,[],201939,64.60249671484888,29.901960784313726,1610612744,101,100,2021-10-29T04:21:56Z,6520000,-100.0,280.0,1,right,MISS S. Curry 29' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,29.77,Missed,,,,,,,,,,,,,,,,,,,
660,PT03M03.00S,2021-10-29T04:21:55.2Z,5,OVERTIME,rebound,defensive,[],1629001,,,1610612763,101,100,2021-10-29T04:22:42Z,6530000,,,0,,D. Melton REBOUND (Off:0 Def:4),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,659.0,,,,,,,,,,4.0,4.0,0.0,,,,,,
661,PT02M58.00S,2021-10-29T04:22:00.4Z,5,OVERTIME,turnover,lost ball,[],1629001,,,1610612763,101,100,2021-10-29T04:22:02Z,6540000,,,0,,D. Melton lost ball TURNOVER (3 TO),"[1629001, 2738]",1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,3.0,Iguodala,2738.0,,,,,,,,,,,,,,,
662,PT02M58.00S,2021-10-29T04:22:00.4Z,5,OVERTIME,steal,,[],2738,,,1610612744,101,100,2021-10-29T04:22:02Z,6550000,,,0,,A. Iguodala STEAL (1 STL),[2738],1610612744.0,GSW,,,,Iguodala,A. Iguodala,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT02M39.00S,2021-10-29T04:22:20.6Z,5,OVERTIME,foul,personal,[],203937,,,1610612744,101,100,2021-10-29T04:23:10Z,6560000,,,0,,K. Anderson personal FOUL (2 PF),"[203937, 1627814]",1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,1662.0,2.0,0.0,Lee,1627814.0,,,,,,,,,
665,PT02M31.00S,2021-10-29T04:23:39.3Z,5,OVERTIME,2pt,Layup,"['pointsinthepaint', 'fromturnover']",2738,91.01511169513797,49.26470588235294,1610612744,101,100,2021-10-29T04:25:01Z,6580000,-4.0,32.0,1,right,MISS A. Iguodala cutting Layup - blocked,"[2738, 203937]",1610612744.0,GSW,cutting,,,Iguodala,A. Iguodala,,,,,3.22,Missed,,,,,,,,,,,,,,,,,Anderson,203937.0,
666,PT02M31.00S,2021-10-29T04:23:39.3Z,5,OVERTIME,block,,[],203937,,,1610612744,101,100,2021-10-29T04:23:43Z,6590000,,,0,,K. Anderson BLOCK (2 BLK),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
667,PT02M29.00S,2021-10-29T04:23:41.3Z,5,OVERTIME,rebound,defensive,[],1629630,,,1610612763,101,100,2021-10-29T04:25:01Z,6600000,,,0,,J. Morant REBOUND (Off:0 Def:7),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,665.0,,,,,,,,,,7.0,7.0,0.0,,,,,,
668,PT02M27.00S,2021-10-29T04:23:51.3Z,5,OVERTIME,foul,personal,[],203110,,,1610612763,101,100,2021-10-29T04:26:53Z,6610000,,,0,,D. Green take personal FOUL (2 PF),"[203110, 1629630]",1610612744.0,GSW,take,,,Green,D. Green,,,,,,,,,,,,200833.0,2.0,0.0,Morant,1629630.0,,,,,,,,,
670,PT02M06.00S,2021-10-29T04:24:47.3Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1629001,14.273981603153747,52.450980392156865,1610612763,101,102,2021-10-29T04:24:50Z,6630000,-12.0,82.0,1,left,D. Melton 8' driving Layup (7 PTS) (K. Anderson 3 AST),"[1629001, 203937]",1610612763.0,MEM,driving,,,Melton,D. Melton,,,,,8.26,Made,,,,,7.0,,,,,,,,,K. Anderson,203937.0,3.0,,,
672,PT01M40.00S,2021-10-29T04:25:12.8Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],203110,93.11760840998686,46.81372549019608,1610612744,101,102,2021-10-29T04:25:15Z,6650000,-16.0,12.0,1,right,MISS D. Green Layup - blocked,"[203110, 1629001]",1610612744.0,GSW,,,,Green,D. Green,,,,,2.0,Missed,,,,,,,,,,,,,,,,,Melton,1629001.0,
673,PT01M40.00S,2021-10-29T04:25:12.8Z,5,OVERTIME,block,,[],1629001,,,1610612744,101,102,2021-10-29T04:25:16Z,6660000,,,0,,D. Melton BLOCK (3 BLK),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT01M37.00S,2021-10-29T04:25:16.4Z,5,OVERTIME,rebound,defensive,[],1629001,,,1610612763,101,102,2021-10-29T04:25:16Z,6670000,,,0,,D. Melton REBOUND (Off:0 Def:5),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,672.0,,,,,,,,,,5.0,5.0,0.0,,,,,,
675,PT01M34.00S,2021-10-29T04:25:19.5Z,5,OVERTIME,3pt,Jump Shot,['fastbreak'],1630217,6.783837056504599,94.6078431372549,1610612763,101,102,2021-10-29T04:25:23Z,6680000,-223.0,11.0,1,left,MISS D. Bane 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,22.33,Missed,,,,,,,,,,,,,,,,,,,
676,PT01M32.00S,2021-10-29T04:25:21.5Z,5,OVERTIME,rebound,defensive,[],1627814,,,1610612744,101,102,2021-10-29T04:25:32Z,6690000,,,0,,D. Lee REBOUND (Off:0 Def:6),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,675.0,,,,,,,,,,6.0,6.0,0.0,,,,,,
677,PT01M18.00S,2021-10-29T04:25:35.3Z,5,OVERTIME,3pt,Jump Shot,[],201939,62.23718791064389,58.333333333333336,1610612744,101,102,2021-10-29T04:25:38Z,6700000,42.0,302.0,1,right,MISS S. Curry 30' pullup 3PT,[201939],1610612744.0,GSW,pullup,,,Curry,S. Curry,,,,,30.54,Missed,,,,,,,,,,,,,,,,,,,
678,PT01M16.00S,2021-10-29T04:25:37.3Z,5,OVERTIME,rebound,defensive,[],1629001,,,1610612763,101,102,2021-10-29T04:26:09Z,6710000,,,0,,D. Melton REBOUND (Off:0 Def:6),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,677.0,,,,,,,,,,6.0,6.0,0.0,,,,,,
679,PT00M57.90S,2021-10-29T04:25:56.7Z,5,OVERTIME,2pt,Layup,['pointsinthepaint'],1629630,9.280551905387648,55.63725490196079,1610612763,101,104,2021-10-29T04:26:00Z,6720000,-28.0,35.0,1,left,J. Morant driving Layup (30 PTS),[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,4.47,Made,,,,,30.0,,,,,,,,,,,,,,
680,PT00M57.20S,2021-10-29T04:26:04.6Z,5,OVERTIME,timeout,full,['team'],0,,,1610612744,101,104,2021-10-29T04:26:04Z,6730000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,PT00M51.60S,2021-10-29T04:27:57.8Z,5,OVERTIME,3pt,Jump Shot,[],201939,74.58935611038108,11.519607843137255,1610612744,101,104,2021-10-29T04:28:01Z,6740000,-192.0,186.0,1,right,MISS S. Curry 26' step back 3PT,[201939],1610612744.0,GSW,step back,,,Curry,S. Curry,,,,,26.79,Missed,,,,,,,,,,,,,,,,,,,
682,PT00M49.00S,2021-10-29T04:28:00.4Z,5,OVERTIME,rebound,defensive,[],203937,,,1610612763,101,104,2021-10-29T04:28:13Z,6750000,,,0,,K. Anderson REBOUND (Off:3 Def:6),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,681.0,,,,,,,,,,9.0,6.0,3.0,,,,,,
683,PT00M30.40S,2021-10-29T04:28:19.0Z,5,OVERTIME,2pt,Jump Shot,['pointsinthepaint'],1630217,14.14257555847569,44.6078431372549,1610612763,101,104,2021-10-29T04:29:40Z,6760000,27.0,80.0,1,left,MISS D. Bane 8' driving floating Shot,[1630217],1610612763.0,MEM,driving floating,,,Bane,D. Bane,,,,,8.48,Missed,,,,,,,,,,,,,,,,,,,
684,PT00M28.80S,2021-10-29T04:28:20.6Z,5,OVERTIME,rebound,defensive,[],203110,,,1610612744,101,104,2021-10-29T04:28:47Z,6770000,,,0,,D. Green REBOUND (Off:1 Def:11),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,683.0,,,,,,,,,,12.0,11.0,1.0,,,,,,
685,PT00M11.00S,2021-10-29T04:28:42.0Z,5,OVERTIME,timeout,full,['team'],0,,,1610612744,101,104,2021-10-29T04:28:42Z,6780000,,,0,,GSW Timeout,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,PT00M08.50S,2021-10-29T04:30:26.4Z,5,OVERTIME,3pt,Jump Shot,[],1627814,75.64060446780552,8.823529411764707,1610612744,101,104,2021-10-29T04:30:29Z,6790000,-206.0,176.0,1,right,MISS D. Lee 27' 3PT,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,27.12,Missed,,,,,,,,,,,,,,,,,,,
687,PT00M06.80S,2021-10-29T04:30:28.1Z,5,OVERTIME,rebound,defensive,[],1630217,,,1610612763,101,104,2021-10-29T04:30:43Z,6800000,,,0,,D. Bane REBOUND (Off:1 Def:5),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,686.0,,,,,,,,,,6.0,5.0,1.0,,,,,,
688,PT00M04.80S,2021-10-29T04:30:33.1Z,5,OVERTIME,foul,personal,[],2738,,,1610612763,101,104,2021-10-29T04:30:38Z,6810000,,,0,,A. Iguodala take personal FOUL (2 PF),"[2738, 1630217]",1610612744.0,GSW,take,,,Iguodala,A. Iguodala,,,,,,,,,,,,200833.0,2.0,0.0,Bane,1630217.0,,,,,,,,,
690,PT00M04.80S,2021-10-29T04:30:51.5Z,5,OVERTIME,substitution,out,[],201939,,,1610612763,101,104,2021-10-29T04:30:56Z,6830000,,,0,,SUB out: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
691,PT00M04.80S,2021-10-29T04:30:51.5Z,5,OVERTIME,substitution,in,[],1627780,,,1610612763,101,104,2021-10-29T04:30:56Z,6840000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,,
692,PT00M04.80S,2021-10-29T04:31:00.1Z,5,OVERTIME,substitution,out,[],1627814,,,1610612763,101,104,2021-10-29T04:31:09Z,6850000,,,0,,SUB out: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
693,PT00M04.80S,2021-10-29T04:31:00.1Z,5,OVERTIME,substitution,in,[],1629308,,,1610612763,101,104,2021-10-29T04:31:09Z,6860000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
694,PT00M04.80S,2021-10-29T04:31:16.0Z,5,OVERTIME,timeout,full,['team'],0,,,1610612763,101,104,2021-10-29T04:31:16Z,6870000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
695,PT00M04.80S,2021-10-29T04:32:23.7Z,5,OVERTIME,substitution,out,[],203952,,,1610612763,101,104,2021-10-29T04:32:45Z,6880000,,,0,,SUB out: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,
696,PT00M04.80S,2021-10-29T04:32:23.7Z,5,OVERTIME,substitution,out,[],1629308,,,1610612763,101,104,2021-10-29T04:32:45Z,6890000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
697,PT00M04.80S,2021-10-29T04:32:23.7Z,5,OVERTIME,substitution,in,[],201939,,,1610612763,101,104,2021-10-29T04:32:45Z,6900000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
698,PT00M04.80S,2021-10-29T04:32:23.7Z,5,OVERTIME,substitution,in,[],1627814,,,1610612763,101,104,2021-10-29T04:32:45Z,6910000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
699,PT00M00.00S,2021-10-29T04:33:13.0Z,5,OVERTIME,period,end,[],0,,,1610612763,101,104,2021-10-29T04:33:13Z,6920000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
700,PT00M00.00S,2021-10-29T04:33:16.7Z,5,OVERTIME,game,end,[],0,,,0,101,104,2021-10-29T04:33:16Z,6930000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
