actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,value
281,PT02M47.00S,2021-10-22T03:06:43.3Z,2,REGULAR,foul,personal,[],1628379,,,1610612744,63,54,2021-10-22T03:06:53Z,2800000,,,0,,L. Kennard loose ball personal FOUL (1 PF),"[1628379, 202357]",1610612746.0,LAC,loose ball,,,Kennard,L. Kennard,,,,,1199.0,1.0,0.0,Bjelica,202357.0,,,,,,,,,,,,,,,,
283,PT02M47.00S,2021-10-22T03:07:05.7Z,2,REGULAR,substitution,out,[],202339,,,1610612744,63,54,2021-10-22T03:07:08Z,2820000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT02M47.00S,2021-10-22T03:07:05.7Z,2,REGULAR,substitution,in,[],202704,,,1610612744,63,54,2021-10-22T03:07:08Z,2830000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT02M39.00S,2021-10-22T03:07:22.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201939,6.915243101182654,53.18627450980392,1610612744,63,54,2021-10-22T03:07:31Z,2840000,-16.0,13.0,1,left,MISS S. Curry driving Layup,[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,,,,,,2.02,Missed,,,,,,,,,,,,,,
286,PT02M36.00S,2021-10-22T03:07:28.3Z,2,REGULAR,rebound,offensive,[],203952,,,1610612744,63,54,2021-10-22T03:07:28Z,2850000,,,0,,A. Wiggins REBOUND (Off:1 Def:0),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,285.0,1.0,0.0,1.0,,,,,,,,,,
287,PT02M36.00S,2021-10-22T03:07:28.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203952,5.590000152587891,50.0,1610612744,63,54,2021-10-22T03:07:28Z,2860000,0.0,0.0,1,left,MISS A. Wiggins tip Layup,[203952],1610612744.0,GSW,tip,,,Wiggins,A. Wiggins,,,,,,,,,,0.0,Missed,,,,,,,,,,,,,,
288,PT02M36.00S,2021-10-22T03:07:31.3Z,2,REGULAR,rebound,offensive,[],203952,,,1610612744,63,54,2021-10-22T03:07:31Z,2870000,,,0,,A. Wiggins REBOUND (Off:2 Def:0),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,287.0,2.0,0.0,2.0,,,,,,,,,,
289,PT02M36.00S,2021-10-22T03:07:31.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203952,5.590000152587891,50.0,1610612744,63,54,2021-10-22T03:07:35Z,2880000,0.0,0.0,1,left,MISS A. Wiggins tip Layup,[203952],1610612744.0,GSW,tip,,,Wiggins,A. Wiggins,,,,,,,,,,0.0,Missed,,,,,,,,,,,,,,
290,PT02M36.00S,2021-10-22T03:07:31.3Z,2,REGULAR,rebound,offensive,[],203952,,,1610612744,63,54,2021-10-22T03:07:35Z,2890000,,,0,,A. Wiggins REBOUND (Off:3 Def:0),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,289.0,3.0,0.0,3.0,,,,,,,,,,
291,PT02M36.00S,2021-10-22T03:07:32.5Z,2,REGULAR,foul,personal,[],202694,,,1610612744,63,54,2021-10-22T03:07:51Z,2900000,,,0,,M. Morris Sr. personal FOUL (3 PF),"[202694, 203952]",1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,203593.0,3.0,0.0,Wiggins,203952.0,,,,,,,,,,,,,,,,
293,PT02M32.00S,2021-10-22T03:07:48.6Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],203952,13.61695137976347,29.901960784313726,1610612744,63,54,2021-10-22T03:07:55Z,2920000,100.0,75.0,1,left,MISS A. Wiggins 12' turnaround Shot,[203952],1610612744.0,GSW,turnaround,,,Wiggins,A. Wiggins,,,,,,,,,,12.57,Missed,,,,,,,,,,,,,,
294,PT02M29.00S,2021-10-22T03:07:51.6Z,2,REGULAR,rebound,defensive,[],202331,,,1610612746,63,54,2021-10-22T03:07:55Z,2930000,,,0,,P. George REBOUND (Off:0 Def:2),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,293.0,2.0,2.0,0.0,,,,,,,,,,
295,PT02M22.00S,2021-10-22T03:07:58.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202331,92.9862023653088,47.794117647058826,1610612746,63,56,2021-10-22T03:08:10Z,2940000,-11.0,13.0,1,right,P. George driving reverse Layup (16 PTS),[202331],1610612746.0,LAC,driving reverse,,,George,P. George,,,,,,,,,,1.73,Made,,,,,,,16.0,,,,,,,
296,PT02M21.00S,2021-10-22T03:08:04.8Z,2,REGULAR,foul,technical,['1freethrow'],202331,,,1610612744,63,56,2021-10-22T03:08:25Z,2950000,,,0,,P. George technical FOUL (1 Tech),[202331],1610612746.0,LAC,,,,George,P. George,,,,,2534.0,1.0,1.0,,,,,,,,,,,,,,,,,,
297,PT02M21.00S,2021-10-22T03:08:30.4Z,2,REGULAR,freethrow,1 of 1,[],201939,,,1610612744,64,56,2021-10-22T03:08:30Z,2960000,,,0,,S. Curry technical Free Throw 1 of 1 (28 PTS),[201939],1610612744.0,GSW,technical,,,Curry,S. Curry,,,,,,,,,,,Made,,,,,,,28.0,,,,,,,
298,PT02M21.00S,2021-10-22T03:08:38.7Z,2,REGULAR,substitution,out,[],1630541,,,1610612744,64,56,2021-10-22T03:08:51Z,2970000,,,0,,SUB out: M. Moody,[1630541],1610612744.0,GSW,,,,Moody,M. Moody,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT02M21.00S,2021-10-22T03:08:38.7Z,2,REGULAR,substitution,out,[],202694,,,1610612744,64,56,2021-10-22T03:08:51Z,2980000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT02M21.00S,2021-10-22T03:08:38.7Z,2,REGULAR,substitution,in,[],1627814,,,1610612744,64,56,2021-10-22T03:08:51Z,2990000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M21.00S,2021-10-22T03:08:38.7Z,2,REGULAR,substitution,in,[],1629599,,,1610612744,64,56,2021-10-22T03:08:51Z,3000000,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT02M08.00S,2021-10-22T03:09:02.7Z,2,REGULAR,turnover,bad pass,[],201939,,,1610612744,64,56,2021-10-22T03:09:06Z,3010000,,,0,,S. Curry bad pass TURNOVER (5 TO),"[201939, 1629599]",1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,5.0,Coffey,1629599.0,
303,PT02M08.00S,2021-10-22T03:09:02.7Z,2,REGULAR,steal,,[],1629599,,,1610612746,64,56,2021-10-22T03:25:48Z,3020000,,,0,,A. Coffey STEAL (1 STL),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M01.00S,2021-10-22T03:09:09.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",202704,91.80354796320631,51.225490196078425,1610612746,64,56,2021-10-22T03:09:41Z,3030000,6.0,25.0,1,right,MISS R. Jackson driving Layup,[202704],1610612746.0,LAC,driving,,,Jackson,R. Jackson,,,,,,,,,,2.52,Missed,,,,,,,,,,,,,,
305,PT02M00.00S,2021-10-22T03:09:10.4Z,2,REGULAR,rebound,defensive,[],203952,,,1610612744,64,56,2021-10-22T03:09:15Z,3040000,,,0,,A. Wiggins REBOUND (Off:3 Def:1),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,304.0,4.0,1.0,3.0,,,,,,,,,,
307,PT02M00.00S,2021-10-22T03:09:22.0Z,2,REGULAR,foul,personal,[],1629611,,,1610612744,64,56,2021-10-22T03:09:38Z,3060000,,,0,,T. Mann take personal FOUL (1 PF),"[1629611, 203952]",1610612746.0,LAC,take,,,Mann,T. Mann,,,,,203593.0,1.0,0.0,Wiggins,203952.0,,,,,,,,,,,,,,,,
309,PT01M52.00S,2021-10-22T03:09:42.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629599,,,1610612744,64,56,2021-10-22T03:10:12Z,3080000,,,0,,A. Coffey shooting personal FOUL (2 PF) (Green 2 FT),"[1629599, 203110]",1610612746.0,LAC,shooting,,,Coffey,A. Coffey,,,,,203593.0,2.0,0.0,Green,203110.0,,,,,,,,,,,,,,,,
311,PT01M52.00S,2021-10-22T03:10:13.5Z,2,REGULAR,freethrow,1 of 2,[],203110,,,1610612744,64,56,2021-10-22T03:10:49Z,3100000,,,0,,MISS D. Green Free Throw 1 of 2,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,Missed,,,,,,,,,,,,,,
312,PT01M52.00S,2021-10-22T03:10:13.5Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612744,64,56,2021-10-22T03:10:49Z,3110000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,,,311.0,,,,,,,,,,,,,
313,PT01M52.00S,2021-10-22T03:10:13.5Z,2,REGULAR,freethrow,2 of 2,[],203110,,,1610612744,64,56,2021-10-22T03:10:49Z,3120000,,,0,,MISS D. Green Free Throw 2 of 2,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,Missed,,,,,,,,,,,,,,
314,PT01M49.00S,2021-10-22T03:10:16.5Z,2,REGULAR,rebound,defensive,[],202331,,,1610612746,64,56,2021-10-22T03:10:49Z,3130000,,,0,,P. George REBOUND (Off:0 Def:3),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,313.0,3.0,3.0,0.0,,,,,,,,,,
315,PT01M45.00S,2021-10-22T03:10:51.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202331,68.67608409986859,69.11764705882352,1610612746,64,59,2021-10-22T03:10:57Z,3140000,96.0,242.0,1,right,P. George 26' 3PT pullup (19 PTS),[202331],1610612746.0,LAC,pullup,,,George,P. George,,,,,,,,,,26.01,Made,,,,,,,19.0,,,,,,,
316,PT01M29.00S,2021-10-22T03:11:07.3Z,2,REGULAR,3pt,Jump Shot,[],1627814,16.63929040735874,6.372549019607843,1610612744,64,59,2021-10-22T03:11:11Z,3150000,218.0,104.0,1,left,MISS D. Lee 24' 3PT,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,24.16,Missed,,,,,,,,,,,,,,
317,PT01M26.00S,2021-10-22T03:11:10.3Z,2,REGULAR,rebound,defensive,[],1628379,,,1610612746,64,59,2021-10-22T03:11:11Z,3160000,,,0,,L. Kennard REBOUND (Off:0 Def:1),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,316.0,1.0,1.0,0.0,,,,,,,,,,
318,PT01M21.00S,2021-10-22T03:11:18.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,64,59,2021-10-22T03:11:18Z,3170000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT01M21.00S,2021-10-22T03:11:31.5Z,2,REGULAR,substitution,out,[],202357,,,1610612746,64,59,2021-10-22T03:11:36Z,3180000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT01M21.00S,2021-10-22T03:11:31.5Z,2,REGULAR,substitution,in,[],1629308,,,1610612746,64,59,2021-10-22T03:11:36Z,3190000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT01M17.00S,2021-10-22T03:11:52.8Z,2,REGULAR,3pt,Jump Shot,[],202331,80.6340341655716,8.57843137254902,1610612746,64,62,2021-10-22T03:12:01Z,3200000,-207.0,130.0,1,right,P. George 24' 3PT turnaround (22 PTS) (R. Jackson 3 AST),"[202331, 202704]",1610612746.0,LAC,turnaround,,,George,P. George,,,,,,,,,,24.43,Made,,,,,,,22.0,R. Jackson,202704.0,3.0,,,,
323,PT01M00.00S,2021-10-22T03:12:12.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202331,,,1610612744,64,62,2021-10-22T03:12:21Z,3220000,,,0,,P. George shooting personal FOUL (2 PF) (Lee 2 FT),"[202331, 1627814]",1610612746.0,LAC,shooting,,,George,P. George,,,,,1199.0,2.0,1.0,Lee,1627814.0,,,,,,,,,,,,,,,,
325,PT01M00.00S,2021-10-22T03:12:46.0Z,2,REGULAR,freethrow,1 of 2,[],1627814,,,1610612744,65,62,2021-10-22T03:12:46Z,3240000,,,0,,D. Lee Free Throw 1 of 2 (2 PTS),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,Made,,,,,,,2.0,,,,,,,
326,PT01M00.00S,2021-10-22T03:13:09.8Z,2,REGULAR,freethrow,2 of 2,[],1627814,,,1610612744,66,62,2021-10-22T03:13:09Z,3250000,,,0,,D. Lee Free Throw 2 of 2 (3 PTS),[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,Made,,,,,,,3.0,,,,,,,
327,PT00M46.30S,2021-10-22T03:13:27.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629611,93.51182654402102,51.9607843137255,1610612746,66,64,2021-10-22T03:16:32Z,3260000,10.0,8.0,1,right,T. Mann Layup (2 PTS),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,1.3,Made,,,,,,,2.0,,,,,,,
328,PT00M33.00S,2021-10-22T03:13:43.2Z,2,REGULAR,turnover,traveling,[],1629308,,,1610612744,66,64,2021-10-22T03:13:49Z,3270000,,,0,,J. Toscano-Anderson traveling TURNOVER (1 TO),[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,203593.0,,,,,,,,,,,,,,,,,1.0,,,
329,PT00M20.60S,2021-10-22T03:14:07.2Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1629308,,,1610612746,66,64,2021-10-22T03:18:52Z,3280000,,,0,,J. Toscano-Anderson shooting personal FOUL (3 PF) (Coffey 3 FT),"[1629308, 1629599]",1610612744.0,GSW,shooting,,,Toscano-Anderson,J. Toscano-Anderson,,,,,2534.0,3.0,0.0,Coffey,1629599.0,,,,,,,,,,,,,,,,
331,PT00M20.60S,2021-10-22T03:14:40.5Z,2,REGULAR,freethrow,1 of 3,['fromturnover'],1629599,,,1610612746,66,65,2021-10-22T03:18:28Z,3300000,,,0,,A. Coffey Free Throw 1 of 3 (3 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,Made,,,,,,,3.0,,,,,,,
332,PT00M20.60S,2021-10-22T03:14:40.5Z,2,REGULAR,freethrow,2 of 3,['fromturnover'],1629599,,,1610612746,66,66,2021-10-22T03:18:28Z,3310000,,,0,,A. Coffey Free Throw 2 of 3 (4 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,Made,,,,,,,4.0,,,,,,,
333,PT00M20.60S,2021-10-22T03:14:58.2Z,2,REGULAR,substitution,out,[],1629308,,,1610612746,66,66,2021-10-22T03:15:06Z,3320000,,,0,,SUB out: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
334,PT00M20.60S,2021-10-22T03:14:58.2Z,2,REGULAR,substitution,out,[],202331,,,1610612746,66,66,2021-10-22T03:15:06Z,3330000,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT00M20.60S,2021-10-22T03:14:58.2Z,2,REGULAR,substitution,in,[],202357,,,1610612746,66,66,2021-10-22T03:15:06Z,3340000,,,0,,SUB in: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT00M20.60S,2021-10-22T03:14:58.2Z,2,REGULAR,substitution,in,[],1626159,,,1610612746,66,66,2021-10-22T03:15:06Z,3350000,,,0,,SUB in: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT00M20.60S,2021-10-22T03:14:40.5Z,2,REGULAR,freethrow,3 of 3,['fromturnover'],1629599,,,1610612746,66,67,2021-10-22T03:18:28Z,3360000,,,0,,A. Coffey Free Throw 3 of 3 (5 PTS),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,Made,,,,,,,5.0,,,,,,,
338,PT00M02.10S,2021-10-22T03:15:36.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,6.652431011826544,54.166666666666664,1610612744,66,67,2021-10-22T03:15:53Z,3370000,-21.0,10.0,1,left,MISS S. Curry driving Layup,[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,,,,,,2.31,Missed,,,,,,,,,,,,,,
339,PT00M02.10S,2021-10-22T03:15:36.7Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,66,67,2021-10-22T03:15:53Z,3380000,,,0,,T. Mann REBOUND (Off:1 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,338.0,2.0,1.0,1.0,,,,,,,,,,
340,PT00M00.20S,2021-10-22T03:15:39.9Z,2,REGULAR,3pt,Jump Shot,[],1629611,36.48160315374508,68.62745098039215,1610612746,66,67,2021-10-22T03:19:23Z,3390000,93.0,545.0,1,right,MISS T. Mann 55' 3PT,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,55.25,Missed,,,,,,,,,,,,,,
341,PT00M00.20S,2021-10-22T03:15:39.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612746,66,67,2021-10-22T03:19:23Z,3400000,,,0,,TEAM offensive REBOUND,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,340.0,,,,,,,,,,,,,
342,PT00M00.00S,2021-10-22T03:16:03.0Z,2,REGULAR,period,end,[],0,,,1610612746,66,67,2021-10-22T03:16:03Z,3410000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2021-10-22T03:32:25.9Z,3,REGULAR,substitution,out,['startperiod'],1627814,,,1610612746,66,67,2021-10-22T03:32:40Z,3420000,,,0,,SUB out: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2021-10-22T03:32:25.9Z,3,REGULAR,substitution,out,['startperiod'],202357,,,1610612746,66,67,2021-10-22T03:32:40Z,3430000,,,0,,SUB out: N. Bjelica,[202357],1610612744.0,GSW,,,,Bjelica,N. Bjelica,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2021-10-22T03:32:25.9Z,3,REGULAR,substitution,out,['startperiod'],1628379,,,1610612746,66,67,2021-10-22T03:32:40Z,3440000,,,0,,SUB out: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2021-10-22T03:32:25.9Z,3,REGULAR,substitution,out,['startperiod'],1629599,,,1610612746,66,67,2021-10-22T03:32:40Z,3450000,,,0,,SUB out: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2021-10-22T03:32:25.9Z,3,REGULAR,substitution,out,['startperiod'],1629611,,,1610612746,66,67,2021-10-22T03:32:40Z,3460000,,,0,,SUB out: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2021-10-22T03:32:25.9Z,3,REGULAR,substitution,out,['startperiod'],1626159,,,1610612746,66,67,2021-10-22T03:32:40Z,3470000,,,0,,SUB out: J. Winslow,[1626159],1610612746.0,LAC,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2021-10-22T03:32:25.9Z,3,REGULAR,substitution,in,['startperiod'],1626172,,,1610612746,66,67,2021-10-22T03:32:40Z,3480000,,,0,,SUB in: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2021-10-22T03:32:25.9Z,3,REGULAR,substitution,in,['startperiod'],1629673,,,1610612746,66,67,2021-10-22T03:32:40Z,3490000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2021-10-22T03:32:25.9Z,3,REGULAR,substitution,in,['startperiod'],1627826,,,1610612746,66,67,2021-10-22T03:32:40Z,3500000,,,0,,SUB in: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2021-10-22T03:32:25.9Z,3,REGULAR,substitution,in,['startperiod'],202331,,,1610612746,66,67,2021-10-22T03:32:40Z,3510000,,,0,,SUB in: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT12M00.00S,2021-10-22T03:32:25.9Z,3,REGULAR,substitution,in,['startperiod'],202339,,,1610612746,66,67,2021-10-22T03:32:40Z,3520000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2021-10-22T03:32:25.9Z,3,REGULAR,substitution,in,['startperiod'],202694,,,1610612746,66,67,2021-10-22T03:32:40Z,3530000,,,0,,SUB in: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2021-10-22T03:32:45.8Z,3,REGULAR,period,start,[],0,,,1610612746,66,67,2021-10-22T03:32:45Z,3540000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
356,PT11M51.00S,2021-10-22T03:32:54.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202339,10.200394218134035,55.88235294117647,1610612746,66,67,2021-10-22T03:33:01Z,3550000,-29.0,43.0,1,left,MISS E. Bledsoe driving Layup,[202339],1610612746.0,LAC,driving,,,Bledsoe,E. Bledsoe,,,,,,,,,,5.24,Missed,,,,,,,,,,,,,,
357,PT11M45.00S,2021-10-22T03:33:00.0Z,3,REGULAR,rebound,defensive,[],1629673,,,1610612744,66,67,2021-10-22T03:33:01Z,3560000,,,0,,J. Poole REBOUND (Off:0 Def:2),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,356.0,2.0,2.0,0.0,,,,,,,,,,
358,PT11M42.00S,2021-10-22T03:33:03.4Z,3,REGULAR,foul,personal,['2freethrow'],202694,,,1610612744,66,67,2021-10-22T03:33:29Z,3570000,,,0,,M. Morris Sr. shooting personal FOUL (4 PF) (Green 2 FT),"[202694, 203110]",1610612746.0,LAC,shooting,,,Morris Sr.,M. Morris Sr.,,,,,203593.0,4.0,0.0,Green,203110.0,,,,,,,,,,,,,,,,
360,PT11M42.00S,2021-10-22T03:33:52.0Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],203110,,,1610612744,67,67,2021-10-22T03:34:14Z,3590000,,,0,,D. Green Free Throw 1 of 2 (1 PTS),[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,Made,,,,,,,1.0,,,,,,,
361,PT11M42.00S,2021-10-22T03:33:52.0Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],203110,,,1610612744,67,67,2021-10-22T03:34:14Z,3600000,,,0,,MISS D. Green Free Throw 2 of 2,[203110],1610612744.0,GSW,,,,Green,D. Green,,,,,,,,,,,Missed,,,,,,,,,,,,,,
362,PT11M38.00S,2021-10-22T03:33:56.0Z,3,REGULAR,rebound,offensive,[],1626172,,,1610612744,67,67,2021-10-22T03:34:14Z,3610000,,,0,,K. Looney REBOUND (Off:1 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,361.0,1.0,0.0,1.0,,,,,,,,,,
363,PT11M35.00S,2021-10-22T03:34:15.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201939,73.53810775295663,20.833333333333336,1610612744,67,67,2021-10-22T03:34:25Z,3620000,-146.0,196.0,1,right,MISS S. Curry 24' 3PT,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,24.44,Missed,,,,,,,,,,,,,,
364,PT11M34.00S,2021-10-22T03:34:16.4Z,3,REGULAR,rebound,offensive,[],1626172,,,1610612744,67,67,2021-10-22T03:38:10Z,3630000,,,0,,K. Looney REBOUND (Off:2 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,363.0,2.0,0.0,2.0,,,,,,,,,,
370,PT11M26.00S,2021-10-22T03:34:19.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626172,92.46057818659659,52.450980392156865,1610612744,67,67,2021-10-22T03:38:03Z,3635000,12.0,18.0,1,right,MISS K. Looney tip Layup,[1626172],1610612744.0,GSW,tip,,,Looney,K. Looney,,,,,,,,,,2.21,Missed,,,,,,,,,,,,,,
371,PT11M25.00S,2021-10-22T03:34:20.6Z,3,REGULAR,rebound,offensive,[],1626172,,,1610612744,67,67,2021-10-22T03:38:03Z,3637500,,,0,,K. Looney REBOUND (Off:3 Def:0),[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,370.0,3.0,0.0,3.0,,,,,,,,,,
365,PT11M25.00S,2021-10-22T03:34:23.9Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626172,94.40999984741211,50.0,1610612744,69,67,2021-10-22T03:35:52Z,3640000,0.0,0.0,1,right,K. Looney putback Layup (2 PTS),[1626172],1610612744.0,GSW,putback,,,Looney,K. Looney,,,,,,,,,,0.0,Made,,,,,,,2.0,,,,,,,
366,PT11M17.00S,2021-10-22T03:34:32.5Z,3,REGULAR,turnover,bad pass,[],202331,,,1610612746,69,67,2021-10-22T03:34:39Z,3650000,,,0,,P. George bad pass TURNOVER (3 TO),"[202331, 203952]",1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,3.0,Wiggins,203952.0,
