actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
590,PT02M46.00S,2022-12-05T01:11:02.1Z,4,REGULAR,freethrow,2 of 3,['fromturnover'],1627759,,,1610612738,85,94,2022-12-05T01:11:34Z,5810000,False,,,0,,J. Brown Free Throw 2 of 3 (34 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,34.0,,,,,,,,,,,,,,,,,
591,PT02M46.00S,2022-12-05T01:11:02.1Z,4,REGULAR,freethrow,3 of 3,['fromturnover'],1627759,,,1610612738,85,94,2022-12-05T01:11:34Z,5820000,False,,,0,,MISS J. Brown Free Throw 3 of 3,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
592,PT02M44.00S,2022-12-05T01:11:04.1Z,4,REGULAR,rebound,defensive,[],201142,,,1610612751,85,94,2022-12-05T01:11:34Z,5830000,False,,,0,,K. Durant REBOUND (Off:0 Def:7),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,591.0,7.0,7.0,0.0,,,
593,PT02M39.00S,2022-12-05T01:11:45.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201143,,,1610612751,85,94,2022-12-05T01:12:01Z,5840000,False,,,0,,A. Horford personal FOUL (3 PF) (Claxton 2 FT),"[201143, 1629651]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,8-16 Left,,,,1193.0,3.0,0.0,Claxton,1629651.0,,,,,,,,,,,,
595,PT02M39.00S,2022-12-05T01:12:05.9Z,4,REGULAR,freethrow,1 of 2,[],1629651,,,1610612751,85,94,2022-12-05T01:12:40Z,5860000,False,,,0,,MISS N. Claxton Free Throw 1 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
596,PT02M39.00S,2022-12-05T01:12:05.9Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612751,85,94,2022-12-05T01:12:40Z,5870000,False,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,595.0,,,,,,
597,PT02M39.00S,2022-12-05T01:12:05.9Z,4,REGULAR,freethrow,2 of 2,[],1629651,,,1610612751,85,94,2022-12-05T01:12:40Z,5880000,False,,,0,,MISS N. Claxton Free Throw 2 of 2,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
598,PT02M36.00S,2022-12-05T01:12:08.9Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,85,94,2022-12-05T01:12:40Z,5890000,False,,,0,,J. Tatum REBOUND (Off:2 Def:9),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,597.0,11.0,9.0,2.0,,,
599,PT02M23.00S,2022-12-05T01:12:38.3Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,93.64323258869908,52.69607843137255,1610612738,85,96,2022-12-05T01:12:44Z,5900000,False,13.0,7.0,1,right,J. Tatum cutting Layup (24 PTS) (M. Brogdon 7 AST),"[1628369, 1627763]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.53,Made,24.0,,,,,,M. Brogdon,1627763.0,7.0,,,,,,,,,
601,PT02M12.00S,2022-12-05T01:12:48.7Z,4,REGULAR,turnover,lost ball,[],201142,,,1610612751,85,96,2022-12-05T01:12:53Z,5920000,False,,,0,,K. Durant lost ball TURNOVER (8 TO),"[201142, 1628369]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,8.0,Tatum,1628369.0
602,PT02M12.00S,2022-12-05T01:12:48.7Z,4,REGULAR,steal,,[],1628369,,,1610612738,85,96,2022-12-05T01:12:50Z,5930000,False,,,0,,J. Tatum STEAL (4 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
603,PT02M08.00S,2022-12-05T01:12:52.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628369,92.72339027595268,50.98039215686274,1610612738,85,98,2022-12-05T01:12:58Z,5940000,False,5.0,16.0,1,right,J. Tatum running DUNK (26 PTS),[1628369],1610612738.0,BOS,running,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,1.66,Made,26.0,,,,,,,,,,,,,,,,,
604,PT01M58.00S,2022-12-05T01:13:02.8Z,4,REGULAR,3pt,Jump Shot,[],1626220,24.26084099868594,86.76470588235294,1610612751,85,98,2022-12-05T01:13:07Z,5950000,False,-184.0,176.0,1,left,MISS R. O'Neale 25' 3PT,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,25.42,Missed,,,,,,,,,,,,,,,,,,
605,PT01M58.00S,2022-12-05T01:13:02.8Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612738,85,98,2022-12-05T01:13:07Z,5960000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,604.0,,,,,,
607,PT01M43.00S,2022-12-05T01:13:28.1Z,4,REGULAR,3pt,Jump Shot,[],1628369,67.23061760840999,64.4607843137255,1610612738,85,101,2022-12-05T01:13:34Z,5980000,False,72.0,256.0,1,right,J. Tatum 26' 3PT pullup (29 PTS) (M. Brogdon 8 AST),"[1628369, 1627763]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Center,26.55,Made,29.0,,,,,,M. Brogdon,1627763.0,8.0,,,,,,,,,
608,PT01M43.00S,2022-12-05T01:13:35.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612751,85,101,2022-12-05T01:13:35Z,5990000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609,PT01M43.00S,2022-12-05T01:13:36.7Z,4,REGULAR,substitution,out,[],1626220,,,1610612751,85,101,2022-12-05T01:15:13Z,6000000,False,,,0,,SUB out: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT01M43.00S,2022-12-05T01:13:36.7Z,4,REGULAR,substitution,out,[],201142,,,1610612751,85,101,2022-12-05T01:15:13Z,6010000,False,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
611,PT01M43.00S,2022-12-05T01:13:36.7Z,4,REGULAR,substitution,out,[],202681,,,1610612751,85,101,2022-12-05T01:15:13Z,6020000,False,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT01M43.00S,2022-12-05T01:13:36.7Z,4,REGULAR,substitution,out,[],1629651,,,1610612751,85,101,2022-12-05T01:15:13Z,6030000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT01M43.00S,2022-12-05T01:13:36.7Z,4,REGULAR,substitution,out,[],1628369,,,1610612751,85,101,2022-12-05T01:15:13Z,6040000,False,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT01M43.00S,2022-12-05T01:13:36.7Z,4,REGULAR,substitution,out,[],1627759,,,1610612751,85,101,2022-12-05T01:15:13Z,6050000,False,,,0,,SUB out: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT01M43.00S,2022-12-05T01:13:36.7Z,4,REGULAR,substitution,out,[],1629684,,,1610612751,85,101,2022-12-05T01:15:13Z,6060000,False,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT01M43.00S,2022-12-05T01:13:36.7Z,4,REGULAR,substitution,out,[],1627763,,,1610612751,85,101,2022-12-05T01:15:13Z,6070000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT01M43.00S,2022-12-05T01:13:36.7Z,4,REGULAR,substitution,out,[],201143,,,1610612751,85,101,2022-12-05T01:15:13Z,6080000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT01M43.00S,2022-12-05T01:13:36.7Z,4,REGULAR,substitution,in,[],1630560,,,1610612751,85,101,2022-12-05T01:15:13Z,6090000,False,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
619,PT01M43.00S,2022-12-05T01:13:36.7Z,4,REGULAR,substitution,in,[],1630549,,,1610612751,85,101,2022-12-05T01:15:13Z,6100000,False,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
620,PT01M43.00S,2022-12-05T01:13:36.7Z,4,REGULAR,substitution,in,[],1630556,,,1610612751,85,101,2022-12-05T01:15:13Z,6110000,False,,,0,,SUB in: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
621,PT01M43.00S,2022-12-05T01:13:36.7Z,4,REGULAR,substitution,in,[],203552,,,1610612751,85,101,2022-12-05T01:15:13Z,6120000,False,,,0,,SUB in: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT01M43.00S,2022-12-05T01:13:36.7Z,4,REGULAR,substitution,in,[],1630202,,,1610612751,85,101,2022-12-05T01:15:13Z,6130000,False,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT01M43.00S,2022-12-05T01:13:36.7Z,4,REGULAR,substitution,in,[],1630573,,,1610612751,85,101,2022-12-05T01:15:13Z,6140000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT01M43.00S,2022-12-05T01:13:36.7Z,4,REGULAR,substitution,in,[],1628436,,,1610612751,85,101,2022-12-05T01:15:13Z,6150000,False,,,0,,SUB in: L. Kornet,[1628436],1610612738.0,BOS,,,,Kornet,L. Kornet,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT01M43.00S,2022-12-05T01:13:36.7Z,4,REGULAR,substitution,in,[],1628382,,,1610612751,85,101,2022-12-05T01:15:13Z,6160000,False,,,0,,SUB in: J. Jackson,[1628382],1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT01M43.00S,2022-12-05T01:13:36.7Z,4,REGULAR,substitution,in,[],203943,,,1610612751,85,101,2022-12-05T01:15:13Z,6170000,False,,,0,,SUB in: N. Vonleh,[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT01M31.00S,2022-12-05T01:15:28.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630560,12.302890932982917,46.81372549019608,1610612751,85,101,2022-12-05T01:15:35Z,6180000,False,16.0,63.0,1,left,MISS C. Thomas 6' driving floating Shot,[1630560],1610612751.0,BKN,driving floating,,,Thomas,C. Thomas,,,,,In The Paint (Non-RA),0-8 Center,6.51,Missed,,,,,,,,,,,,,,,,,,
628,PT01M27.00S,2022-12-05T01:15:32.9Z,4,REGULAR,rebound,defensive,[],203943,,,1610612738,85,101,2022-12-05T01:15:35Z,6190000,False,,,0,,N. Vonleh REBOUND (Off:0 Def:1),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,627.0,1.0,1.0,0.0,,,
629,PT01M12.00S,2022-12-05T01:15:47.5Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1628436,87.86136662286465,40.68627450980392,1610612738,85,101,2022-12-05T01:15:52Z,6200000,False,-47.0,62.0,1,right,MISS L. Kornet 7' turnaround Hook,[1628436],1610612738.0,BOS,turnaround,,,Kornet,L. Kornet,,,,,In The Paint (Non-RA),0-8 Center,7.72,Missed,,,,,,,,,,,,,,,,,,
630,PT01M10.00S,2022-12-05T01:15:49.5Z,4,REGULAR,rebound,defensive,[],1630549,,,1610612751,85,101,2022-12-05T01:15:52Z,6210000,False,,,0,,D. Sharpe REBOUND (Off:0 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,629.0,1.0,1.0,0.0,,,
631,PT00M59.80S,2022-12-05T01:16:00.5Z,4,REGULAR,3pt,Jump Shot,[],1630549,30.962549277266753,64.4607843137255,1610612751,88,101,2022-12-05T01:16:05Z,6220000,False,-72.0,239.0,1,left,D. Sharpe 24' 3PT  (3 PTS) (C. Thomas 1 AST),"[1630549, 1630560]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Above the Break 3,24+ Center,24.92,Made,3.0,,,,,,C. Thomas,1630560.0,1.0,,,,,,,,,
633,PT00M46.30S,2022-12-05T01:16:17.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628436,92.72339027595268,50.0,1610612738,88,103,2022-12-05T01:16:22Z,6240000,False,0.0,16.0,1,right,L. Kornet alley-oop DUNK (2 PTS) (P. Pritchard 1 AST),"[1628436, 1630202]",1610612738.0,BOS,alley-oop,,,Kornet,L. Kornet,,,,,Restricted Area,0-8 Center,1.59,Made,2.0,,,,,,P. Pritchard,1630202.0,1.0,,,,,,,,,
635,PT00M40.90S,2022-12-05T01:16:26.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630556,13.485545335085414,47.794117647058826,1610612751,88,103,2022-12-05T01:16:32Z,6260000,False,11.0,74.0,1,left,MISS K. Edwards 7' driving floating Shot,[1630556],1610612751.0,BKN,driving floating,,,Edwards,K. Edwards,,,,,In The Paint (Non-RA),0-8 Center,7.51,Missed,,,,,,,,,,,,,,,,,,
636,PT00M37.50S,2022-12-05T01:16:29.4Z,4,REGULAR,rebound,offensive,[],1630549,,,1610612751,88,103,2022-12-05T01:16:29Z,6270000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,635.0,2.0,1.0,1.0,,,
637,PT00M33.70S,2022-12-05T01:16:36.0Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628382,,,1610612751,88,103,2022-12-05T01:16:48Z,6280000,False,,,0,,J. Jackson shooting personal FOUL (1 PF) (Thomas 2 FT),"[1628382, 1630560]",1610612738.0,BOS,shooting,,,Jackson,J. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,1627534.0,1.0,0.0,Thomas,1630560.0,,,,,,,,,,,,
639,PT00M33.70S,2022-12-05T01:16:56.0Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630560,,,1610612751,89,103,2022-12-05T01:16:56Z,6300000,False,,,0,,C. Thomas Free Throw 1 of 2 (5 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
640,PT00M33.70S,2022-12-05T01:17:09.3Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630560,,,1610612751,90,103,2022-12-05T01:17:09Z,6310000,False,,,0,,C. Thomas Free Throw 2 of 2 (6 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
641,PT00M22.70S,2022-12-05T01:17:22.0Z,4,REGULAR,2pt,Jump Shot,[],1630202,94.1688567674113,71.56862745098039,1610612738,90,103,2022-12-05T01:22:03Z,6320000,False,108.0,2.0,1,right,MISS P. Pritchard 10' fadeaway Shot,[1630202],1610612738.0,BOS,fadeaway,,,Pritchard,P. Pritchard,,,,,Mid-Range,8-16 Right,10.78,Missed,,,,,,,,,,,,,,,,,,
642,PT00M19.60S,2022-12-05T01:17:25.1Z,4,REGULAR,rebound,defensive,[],1630549,,,1610612751,90,103,2022-12-05T01:22:03Z,6330000,False,,,0,,D. Sharpe REBOUND (Off:1 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,641.0,3.0,2.0,1.0,,,
643,PT00M12.30S,2022-12-05T01:17:34.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630202,,,1610612751,90,103,2022-12-05T01:17:42Z,6340000,False,,,0,,P. Pritchard shooting personal FOUL (1 PF) (Thomas 2 FT),"[1630202, 1630560]",1610612738.0,BOS,shooting,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Center,,,,1627534.0,1.0,0.0,Thomas,1630560.0,,,,,,,,,,,,
645,PT00M12.30S,2022-12-05T01:17:56.3Z,4,REGULAR,freethrow,1 of 2,[],1630560,,,1610612751,91,103,2022-12-05T01:17:56Z,6360000,False,,,0,,C. Thomas Free Throw 1 of 2 (7 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
646,PT00M12.30S,2022-12-05T01:18:08.3Z,4,REGULAR,freethrow,2 of 2,[],1630560,,,1610612751,92,103,2022-12-05T01:18:08Z,6370000,False,,,0,,C. Thomas Free Throw 2 of 2 (8 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
647,PT00M00.00S,2022-12-05T01:18:29.6Z,4,REGULAR,period,end,[],0,,,1610612738,92,103,2022-12-05T01:18:29Z,6380000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT00M00.00S,2022-12-05T01:18:31.4Z,4,REGULAR,game,end,[],0,,,0,92,103,2022-12-05T01:18:31Z,6390000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
