actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
610,PT03M30.00S,2022-10-22T01:43:54.0Z,4,REGULAR,3pt,Jump Shot,[],201142,24.655059132720105,15.441176470588236,1610612751,100,95,2022-10-22T01:43:58Z,6010000,173.0,179.0,1,left,MISS K. Durant 24' 3PT,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Right Center,,,24.9,Missed,,,,,,,,,,,,,,,,
611,PT03M27.00S,2022-10-22T01:43:57.0Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,100,95,2022-10-22T01:43:58Z,6020000,,,0,,S. Barnes REBOUND (Off:2 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,610.0,6.0,4.0,2.0,,,,,,
612,PT03M18.00S,2022-10-22T01:44:06.2Z,4,REGULAR,3pt,Jump Shot,[],1629018,78.40013140604468,8.088235294117647,1610612761,100,95,2022-10-22T01:44:10Z,6030000,-210.0,151.0,1,right,MISS G. Trent Jr. 25' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,,,25.8,Missed,,,,,,,,,,,,,,,,
613,PT03M14.00S,2022-10-22T01:44:10.2Z,4,REGULAR,rebound,defensive,[],1626220,,,1610612751,100,95,2022-10-22T01:44:10Z,6040000,,,0,,R. O'Neale REBOUND (Off:0 Def:4),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,612.0,4.0,4.0,0.0,,,,,,
614,PT03M03.00S,2022-10-22T01:44:20.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202681,7.046649145860711,48.77450980392157,1610612751,100,95,2022-10-22T01:44:24Z,6050000,6.0,14.0,1,left,MISS K. Irving driving Layup - blocked,"[202681, 1630567]",1610612751.0,BKN,driving,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,1.5,Missed,,,,,,,,,,,,,,,Barnes,1630567.0
615,PT03M03.00S,2022-10-22T01:44:20.6Z,4,REGULAR,block,,[],1630567,,,1610612751,100,95,2022-10-22T01:44:22Z,6060000,,,0,,S. Barnes BLOCK (1 BLK),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
616,PT03M00.00S,2022-10-22T01:44:23.6Z,4,REGULAR,rebound,defensive,[],1628384,,,1610612761,100,95,2022-10-22T02:12:04Z,6070000,,,0,,O. Anunoby REBOUND (Off:1 Def:3),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,614.0,4.0,3.0,1.0,,,,,,
617,PT02M57.00S,2022-10-22T01:44:26.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627832,94.1688567674113,48.28431372549019,1610612761,100,95,2022-10-22T01:44:31Z,6080000,-9.0,2.0,1,right,MISS F. VanVleet running Layup - blocked,"[1627832, 202693]",1610612761.0,TOR,running,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,0.89,Missed,,,,,,,,,,,,,,,Morris,202693.0
621,PT02M57.00S,2022-10-22T01:44:26.4Z,4,REGULAR,block,,[],202693,,,1610612761,100,95,2022-10-22T01:45:35Z,6085000,,,0,,M. Morris BLOCK (1 BLK),[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
618,PT02M55.00S,2022-10-22T01:44:28.4Z,4,REGULAR,rebound,offensive,[],1627783,,,1610612761,100,95,2022-10-22T01:45:46Z,6090000,,,0,,P. Siakam REBOUND (Off:2 Def:10),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,,,617.0,12.0,10.0,2.0,,,,,,
619,PT02M54.00S,2022-10-22T01:44:30.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,91.93495400788436,49.50980392156863,1610612761,100,97,2022-10-22T01:44:35Z,6100000,-2.0,23.0,1,right,P. Siakam putback Layup (36 PTS),[1627783],1610612761.0,TOR,putback,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,2.34,Made,36.0,,,,,,,,,,,,,,,
620,PT02M45.00S,2022-10-22T01:44:47.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612751,100,97,2022-10-22T01:44:47Z,6110000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
622,PT02M45.00S,2022-10-22T01:44:48.4Z,4,REGULAR,substitution,out,[],1629651,,,1610612751,100,97,2022-10-22T01:46:17Z,6120000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT02M45.00S,2022-10-22T01:44:48.4Z,4,REGULAR,substitution,in,[],1627732,,,1610612751,100,97,2022-10-22T01:46:17Z,6130000,,,0,,SUB in: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT02M34.00S,2022-10-22T01:46:46.0Z,4,REGULAR,3pt,Jump Shot,[],202681,25.18068331143233,82.59803921568627,1610612751,100,97,2022-10-22T01:46:52Z,6140000,-163.0,184.0,1,left,MISS K. Irving 24' 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,,,24.6,Missed,,,,,,,,,,,,,,,,
625,PT02M30.00S,2022-10-22T01:46:50.0Z,4,REGULAR,rebound,defensive,[],1628384,,,1610612761,100,97,2022-10-22T01:46:52Z,6150000,,,0,,O. Anunoby REBOUND (Off:1 Def:4),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,624.0,5.0,4.0,1.0,,,,,,
626,PT02M19.00S,2022-10-22T01:47:03.6Z,4,REGULAR,foul,offensive,[],1627783,,,1610612761,100,97,2022-10-22T01:47:12Z,6160000,,,0,,P. Siakam charge offensive FOUL (4 PF),"[1627783, 1626220]",1610612761.0,TOR,charge,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,1148.0,,,,,,,,,,,,,,4.0,0.0,O'Neale,1626220.0,,
628,PT02M19.00S,2022-10-22T01:47:03.6Z,4,REGULAR,turnover,offensive foul,[],1627783,,,1610612761,100,97,2022-10-22T01:47:03Z,6180000,,,0,,P. Siakam offensive foul TURNOVER (3 TO),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,1148.0,3.0,,,,,,,,,,,,,,,,,,
630,PT02M19.00S,2022-10-22T01:47:18.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612751,100,97,2022-10-22T01:50:36Z,6185000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT02M02.00S,2022-10-22T01:49:34.0Z,4,REGULAR,foul,offensive,[],202693,,,1610612751,100,97,2022-10-22T01:49:51Z,6210000,,,0,,M. Morris offensive FOUL (3 PF),"[202693, 1630567]",1610612751.0,BKN,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Center,1148.0,,,,,,,,,,,,,,3.0,0.0,Barnes,1630567.0,,
633,PT02M02.00S,2022-10-22T01:49:34.0Z,4,REGULAR,turnover,offensive foul,[],202693,,,1610612751,100,97,2022-10-22T01:49:34Z,6230000,,,0,,M. Morris offensive foul TURNOVER (1 TO),[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Center,1148.0,1.0,,,,,,,,,,,,,,,,,,
634,PT02M02.00S,2022-10-22T01:49:44.6Z,4,REGULAR,substitution,out,[],202693,,,1610612761,100,97,2022-10-22T01:49:50Z,6240000,,,0,,SUB out: M. Morris,[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT02M02.00S,2022-10-22T01:49:44.6Z,4,REGULAR,substitution,in,[],1629651,,,1610612761,100,97,2022-10-22T01:49:50Z,6250000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT01M46.00S,2022-10-22T01:50:11.3Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1628384,80.23981603153744,7.107843137254902,1610612761,100,100,2022-10-22T01:50:16Z,6260000,-214.0,133.0,1,right,O. Anunoby 25' 3PT  (10 PTS) (P. Siakam 9 AST),"[1628384, 1627783]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,,,25.25,Made,10.0,P. Siakam,1627783.0,9.0,,,,,,,,,,,,
638,PT01M27.00S,2022-10-22T01:50:36.2Z,4,REGULAR,2pt,Jump Shot,[],202681,25.969119579500656,67.8921568627451,1610612751,102,100,2022-10-22T01:50:49Z,6280000,-89.0,192.0,1,left,K. Irving 21' pullup Jump Shot (30 PTS),[202681],1610612751.0,BKN,pullup,,,Irving,K. Irving,,,,,Mid-Range,16-24 Left Center,,,21.15,Made,30.0,,,,,,,,,,,,,,,
639,PT01M13.00S,2022-10-22T01:50:51.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,93.9060446780552,47.05882352941176,1610612761,102,102,2022-10-22T01:50:56Z,6290000,-15.0,5.0,1,right,G. Trent Jr. driving Layup (14 PTS) (P. Siakam 10 AST),"[1629018, 1627783]",1610612761.0,TOR,driving,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,,,1.55,Made,14.0,P. Siakam,1627783.0,10.0,,,,,,,,,,,,
641,PT00M56.00S,2022-10-22T01:51:12.5Z,4,REGULAR,3pt,Jump Shot,[],201142,32.013797634691194,47.549019607843135,1610612751,105,102,2022-10-22T01:51:18Z,6310000,12.0,248.0,1,left,K. Durant 24' 3PT pullup (26 PTS) (R. O'Neale 3 AST),"[201142, 1626220]",1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,,,24.87,Made,26.0,R. O'Neale,1626220.0,3.0,,,,,,,,,,,,
643,PT00M38.70S,2022-10-22T01:51:36.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627832,82.34231274638634,58.57843137254902,1610612761,105,104,2022-10-22T01:51:41Z,6330000,43.0,113.0,1,right,F. VanVleet 12' pullup Jump Shot (18 PTS) (P. Siakam 11 AST),"[1627832, 1627783]",1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,,,12.13,Made,18.0,P. Siakam,1627783.0,11.0,,,,,,,,,,,,
645,PT00M15.30S,2022-10-22T01:52:03.0Z,4,REGULAR,3pt,Jump Shot,[],1626220,27.54599211563732,78.92156862745098,1610612751,108,104,2022-10-22T01:52:11Z,6350000,-145.0,206.0,1,left,R. O'Neale 25' 3PT  (7 PTS) (K. Irving 7 AST),"[1626220, 202681]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,,,25.2,Made,7.0,K. Irving,202681.0,7.0,,,,,,,,,,,,
647,PT00M14.30S,2022-10-22T01:52:19.7Z,4,REGULAR,timeout,full,['team'],0,,,1610612761,108,104,2022-10-22T01:52:19Z,6370000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT00M09.00S,2022-10-22T01:54:07.4Z,4,REGULAR,foul,personal,['2freethrow'],201142,,,1610612761,108,104,2022-10-22T01:54:14Z,6380000,,,0,,K. Durant shooting personal FOUL (2 PF) (Siakam 2 FT),"[201142, 1627783]",1610612751.0,BKN,shooting,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,1148.0,,,,,,,,,,,,,,2.0,0.0,Siakam,1627783.0,,
650,PT00M09.00S,2022-10-22T01:54:38.4Z,4,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,108,105,2022-10-22T01:54:38Z,6400000,,,0,,P. Siakam Free Throw 1 of 2 (37 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,Made,37.0,,,,,,,,,,,,,,,
651,PT00M09.00S,2022-10-22T01:54:43.8Z,4,REGULAR,substitution,out,[],202681,,,1610612761,108,105,2022-10-22T01:54:50Z,6410000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
652,PT00M09.00S,2022-10-22T01:54:43.8Z,4,REGULAR,substitution,in,[],1630549,,,1610612761,108,105,2022-10-22T01:54:50Z,6420000,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT00M09.00S,2022-10-22T01:54:38.4Z,4,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,108,105,2022-10-22T01:55:26Z,6430000,,,0,,MISS P. Siakam Free Throw 2 of 2,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
654,PT00M06.80S,2022-10-22T01:54:40.6Z,4,REGULAR,rebound,defensive,[],201142,,,1610612751,108,105,2022-10-22T01:55:26Z,6440000,,,0,,K. Durant REBOUND (Off:1 Def:4),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,653.0,5.0,4.0,1.0,,,,,,
655,PT00M06.20S,2022-10-22T01:55:21.7Z,4,REGULAR,foul,personal,[],1627832,,,1610612751,108,105,2022-10-22T01:55:43Z,6450000,,,0,,F. VanVleet personal FOUL (2 PF),"[1627832, 201142]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Right,1151.0,,,,,,,,,,,,,,2.0,0.0,Durant,201142.0,,
657,PT00M06.20S,2022-10-22T01:55:27.5Z,4,REGULAR,substitution,out,[],1629651,,,1610612751,108,105,2022-10-22T01:55:43Z,6470000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT00M06.20S,2022-10-22T01:55:27.5Z,4,REGULAR,substitution,out,[],1630549,,,1610612751,108,105,2022-10-22T01:55:43Z,6480000,,,0,,SUB out: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT00M06.20S,2022-10-22T01:55:27.5Z,4,REGULAR,substitution,in,[],202681,,,1610612751,108,105,2022-10-22T01:55:43Z,6490000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT00M06.20S,2022-10-22T01:55:27.5Z,4,REGULAR,substitution,in,[],201988,,,1610612751,108,105,2022-10-22T01:55:43Z,6500000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M04.30S,2022-10-22T01:55:55.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627832,,,1610612751,108,105,2022-10-22T01:56:07Z,6510000,,,0,,F. VanVleet personal FOUL (3 PF) (Durant 2 FT),"[1627832, 201142]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Center,1148.0,,,,,,,,,,,,,,3.0,0.0,Durant,201142.0,,
663,PT00M04.30S,2022-10-22T01:56:31.3Z,4,REGULAR,freethrow,1 of 2,[],201142,,,1610612751,109,105,2022-10-22T01:56:31Z,6530000,,,0,,K. Durant Free Throw 1 of 2 (27 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,Made,27.0,,,,,,,,,,,,,,,
664,PT00M04.30S,2022-10-22T01:56:33.4Z,4,REGULAR,substitution,out,[],201988,,,1610612751,109,105,2022-10-22T01:56:36Z,6540000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT00M04.30S,2022-10-22T01:56:33.4Z,4,REGULAR,substitution,in,[],1629651,,,1610612751,109,105,2022-10-22T01:56:36Z,6550000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT00M04.30S,2022-10-22T01:56:31.3Z,4,REGULAR,freethrow,2 of 2,[],201142,,,1610612751,109,105,2022-10-22T01:57:00Z,6560000,,,0,,MISS K. Durant Free Throw 2 of 2,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
667,PT00M02.00S,2022-10-22T01:56:33.6Z,4,REGULAR,rebound,defensive,[],1630567,,,1610612761,109,105,2022-10-22T01:57:00Z,6570000,,,0,,S. Barnes REBOUND (Off:2 Def:5),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,666.0,7.0,5.0,2.0,,,,,,
668,PT00M00.00S,2022-10-22T01:57:06.7Z,4,REGULAR,period,end,[],0,,,1610612761,109,105,2022-10-22T01:57:06Z,6580000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT00M00.00S,2022-10-22T01:57:18.6Z,4,REGULAR,game,end,[],0,,,0,109,105,2022-10-22T01:57:18Z,6590000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
