actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
343,PT10M24.00S,2022-11-02T00:56:18.1Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,61,52,2022-11-02T00:56:19Z,3410000,,,0,,N. Claxton REBOUND (Off:0 Def:5),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Left Corner 3,24+ Left,,,342.0,5.0,5.0,0.0,,,,,,,,,,,,,,
344,PT10M19.00S,2022-11-02T00:56:23.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],201142,68.54467805519053,22.794117647058822,1610612751,61,52,2022-11-02T00:56:36Z,3420000,-136.0,243.0,1,right,MISS K. Durant 27' running pullup 3PT,[201142],1610612751.0,BKN,running pullup,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,27.86,Missed,,,,,,,,,,,,,,,,,,
345,PT10M17.00S,2022-11-02T00:56:25.3Z,3,REGULAR,rebound,defensive,[],201942,,,1610612741,61,52,2022-11-02T00:56:29Z,3430000,,,0,,D. DeRozan REBOUND (Off:0 Def:3),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,,344.0,3.0,3.0,0.0,,,,,,,,,,,,,,
346,PT10M11.00S,2022-11-02T00:56:33.2Z,3,REGULAR,foul,personal,['2freethrow'],1626220,,,1610612741,61,52,2022-11-02T00:56:56Z,3440000,,,0,,R. O'Neale shooting personal FOUL (1 PF) (Dosunmu 2 FT),"[1626220, 1630245]",1610612751.0,BKN,shooting,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,,203593.0,,,,,,1.0,0.0,Dosunmu,1630245.0,,,,
348,PT10M11.00S,2022-11-02T00:57:06.3Z,3,REGULAR,freethrow,1 of 2,[],1630245,,,1610612741,61,53,2022-11-02T00:57:06Z,3460000,,,0,,A. Dosunmu Free Throw 1 of 2 (7 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,Made,,,,,,,7.0,,,,,,,,,,,
349,PT10M11.00S,2022-11-02T00:57:21.7Z,3,REGULAR,freethrow,2 of 2,[],1630245,,,1610612741,61,54,2022-11-02T00:57:21Z,3470000,,,0,,A. Dosunmu Free Throw 2 of 2 (8 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,Made,,,,,,,8.0,,,,,,,,,,,
350,PT09M56.00S,2022-11-02T00:57:41.2Z,3,REGULAR,violation,kicked ball,[],202696,,,1610612751,61,54,2022-11-02T00:57:50Z,3480000,,,0,,N. Vucevic kicked ball VIOLATION,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,201246.0,,,,,,,,,,,,,
351,PT09M43.00S,2022-11-02T00:58:09.8Z,3,REGULAR,3pt,Jump Shot,[],1626220,65.52233902759527,47.549019607843135,1610612751,64,54,2022-11-02T00:58:14Z,3490000,-12.0,272.0,1,right,R. O'Neale 27' 3PT  (15 PTS) (K. Durant 3 AST),"[1626220, 201142]",1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Center,27.19,Made,,,,,,,15.0,K. Durant,201142.0,3.0,,,,,,,,
353,PT09M28.00S,2022-11-02T00:58:25.2Z,3,REGULAR,2pt,Jump Shot,[],202696,7.178055190538765,20.098039215686274,1610612741,64,54,2022-11-02T00:58:29Z,3510000,150.0,15.0,1,left,MISS N. Vucevic 15' pullup Shot,[202696],1610612741.0,CHI,pullup,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Right,15.03,Missed,,,,,,,,,,,,,,,,,,
354,PT09M25.00S,2022-11-02T00:58:28.2Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,64,54,2022-11-02T00:58:29Z,3520000,,,0,,N. Claxton REBOUND (Off:0 Def:6),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,8-16 Right,,,353.0,6.0,6.0,0.0,,,,,,,,,,,,,,
355,PT09M17.00S,2022-11-02T00:58:36.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201142,82.34231274638634,61.76470588235294,1610612751,64,54,2022-11-02T00:58:41Z,3530000,59.0,113.0,1,right,MISS K. Durant 12' running pullup Shot,[201142],1610612751.0,BKN,running pullup,,,Durant,K. Durant,,,,,In The Paint (Non-RA),8-16 Center,12.78,Missed,,,,,,,,,,,,,,,,,,
356,PT09M14.00S,2022-11-02T00:58:39.0Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,64,54,2022-11-02T00:58:41Z,3540000,,,0,,N. Vucevic REBOUND (Off:2 Def:7),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,,,355.0,9.0,7.0,2.0,,,,,,,,,,,,,,
357,PT09M11.00S,2022-11-02T00:58:42.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630245,5.601182654402102,46.81372549019608,1610612741,64,56,2022-11-02T00:58:47Z,3550000,16.0,0.0,1,left,A. Dosunmu running Layup (10 PTS),[1630245],1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,,,10.0,,,,,,,,,,,
358,PT09M06.00S,2022-11-02T00:58:47.4Z,3,REGULAR,3pt,Jump Shot,[],202681,80.3712220762155,93.38235294117648,1610612751,64,56,2022-11-02T00:58:57Z,3560000,217.0,132.0,1,right,MISS K. Irving 25' running 3PT,[202681],1610612751.0,BKN,running,,,Irving,K. Irving,,,,,Above the Break 3,24+ Right Center,25.39,Missed,,,,,,,,,,,,,,,,,,
359,PT09M02.00S,2022-11-02T00:58:51.4Z,3,REGULAR,rebound,defensive,[],1630245,,,1610612741,64,56,2022-11-02T00:58:57Z,3570000,,,0,,A. Dosunmu REBOUND (Off:0 Def:3),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,,,358.0,3.0,3.0,0.0,,,,,,,,,,,,,,
360,PT08M55.00S,2022-11-02T00:58:57.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203897,8.886333771353483,53.92156862745098,1610612741,64,56,2022-11-02T01:00:25Z,3580000,-20.0,31.0,1,left,MISS Z. LaVine driving Layup - blocked,"[203897, 201142]",1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,3.67,Missed,,,,,,,,,,,,,,,,,Durant,201142.0
361,PT08M55.00S,2022-11-02T00:58:57.6Z,3,REGULAR,block,,[],201142,,,1610612741,64,56,2022-11-02T00:58:59Z,3590000,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
362,PT08M53.00S,2022-11-02T00:58:59.6Z,3,REGULAR,rebound,defensive,[],203925,,,1610612751,64,56,2022-11-02T00:59:01Z,3600000,,,0,,J. Harris REBOUND (Off:0 Def:2),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Restricted Area,0-8 Center,,,360.0,2.0,2.0,0.0,,,,,,,,,,,,,,
363,PT08M49.00S,2022-11-02T00:59:03.6Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],201142,79.58278580814718,48.28431372549019,1610612751,64,56,2022-11-02T00:59:10Z,3610000,-9.0,139.0,1,right,MISS K. Durant 13' Jump Shot,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Center,13.97,Missed,,,,,,,,,,,,,,,,,,
364,PT08M46.00S,2022-11-02T00:59:06.6Z,3,REGULAR,rebound,defensive,[],201942,,,1610612741,64,56,2022-11-02T00:59:10Z,3620000,,,0,,D. DeRozan REBOUND (Off:0 Def:4),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Center,,,363.0,4.0,4.0,0.0,,,,,,,,,,,,,,
365,PT08M35.00S,2022-11-02T00:59:18.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203897,8.229303547963205,55.392156862745104,1610612741,64,56,2022-11-02T00:59:21Z,3630000,-27.0,25.0,1,left,MISS Z. LaVine driving floating Shot,[203897],1610612741.0,CHI,driving floating,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,3.67,Missed,,,,,,,,,,,,,,,,,,
366,PT08M33.00S,2022-11-02T00:59:20.6Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,64,56,2022-11-02T00:59:21Z,3640000,,,0,,N. Claxton REBOUND (Off:0 Def:7),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,365.0,7.0,7.0,0.0,,,,,,,,,,,,,,
367,PT08M26.00S,2022-11-02T00:59:27.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629651,93.51182654402102,51.9607843137255,1610612751,66,56,2022-11-02T00:59:35Z,3650000,10.0,8.0,1,right,N. Claxton cutting Layup (7 PTS) (K. Durant 4 AST),"[1629651, 201142]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.3,Made,,,,,,,7.0,K. Durant,201142.0,4.0,,,,,,,,
369,PT08M10.00S,2022-11-02T00:59:43.5Z,3,REGULAR,turnover,bad pass,[],201942,,,1610612741,66,56,2022-11-02T00:59:46Z,3670000,,,0,,D. DeRozan bad pass TURNOVER (1 TO),"[201942, 201142]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,,,,Durant,201142.0,,
370,PT08M10.00S,2022-11-02T00:59:43.5Z,3,REGULAR,steal,,[],201142,,,1610612751,66,56,2022-11-02T00:59:44Z,3680000,,,0,,K. Durant STEAL (1 STL),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
371,PT08M08.00S,2022-11-02T00:59:47.7Z,3,REGULAR,foul,personal,['2freethrow'],1630245,,,1610612751,66,56,2022-11-02T01:00:05Z,3690000,,,0,,A. Dosunmu shooting personal FOUL (2 PF) (Durant 2 FT),"[1630245, 201142]",1610612741.0,CHI,shooting,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,201246.0,,,,,,2.0,0.0,Durant,201142.0,,,,
373,PT08M08.00S,2022-11-02T01:00:35.3Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],201142,,,1610612751,67,56,2022-11-02T01:00:35Z,3710000,,,0,,K. Durant Free Throw 1 of 2 (23 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,Made,,,,,,,23.0,,,,,,,,,,,
374,PT08M08.00S,2022-11-02T01:00:39.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,67,56,2022-11-02T01:00:39Z,3720000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT08M08.00S,2022-11-02T01:04:09.7Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],201142,,,1610612751,68,56,2022-11-02T01:04:09Z,3730000,,,0,,K. Durant Free Throw 2 of 2 (24 PTS),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,Made,,,,,,,24.0,,,,,,,,,,,
376,PT07M57.00S,2022-11-02T01:04:23.3Z,3,REGULAR,2pt,Jump Shot,[],202696,5.995400788436268,20.588235294117645,1610612741,68,58,2022-11-02T01:04:44Z,3740000,147.0,4.0,1,left,N. Vucevic 14' Jump Shot (3 PTS) (A. Dosunmu 2 AST),"[202696, 1630245]",1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Right,14.72,Made,,,,,,,3.0,A. Dosunmu,1630245.0,2.0,,,,,,,,
378,PT07M39.00S,2022-11-02T01:04:40.6Z,3,REGULAR,3pt,Jump Shot,[],203925,64.86530880420499,49.01960784313725,1610612751,68,58,2022-11-02T01:04:45Z,3760000,-5.0,278.0,1,right,MISS J. Harris 27' 3PT,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Center,27.78,Missed,,,,,,,,,,,,,,,,,,
379,PT07M36.00S,2022-11-02T01:04:43.6Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,68,58,2022-11-02T01:04:45Z,3770000,,,0,,N. Vucevic REBOUND (Off:2 Def:8),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,,,378.0,10.0,8.0,2.0,,,,,,,,,,,,,,
380,PT07M13.00S,2022-11-02T01:05:06.3Z,3,REGULAR,3pt,Jump Shot,[],201942,4.155716162943495,94.85294117647058,1610612741,68,61,2022-11-02T01:05:10Z,3780000,-224.0,-13.0,1,left,D. DeRozan 3PT  (14 PTS) (P. Williams 1 AST),"[201942, 1630172]",1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,22.47,Made,,,,,,,14.0,P. Williams,1630172.0,1.0,,,,,,,,
382,PT06M49.00S,2022-11-02T01:05:30.4Z,3,REGULAR,3pt,Jump Shot,[],202681,94.03745072273325,95.83333333333334,1610612751,68,61,2022-11-02T01:05:34Z,3800000,229.0,4.0,1,right,MISS K. Irving 3PT,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,Right Corner 3,24+ Right,22.92,Missed,,,,,,,,,,,,,,,,,,
383,PT06M47.00S,2022-11-02T01:05:32.4Z,3,REGULAR,rebound,defensive,[],1630172,,,1610612741,68,61,2022-11-02T01:05:34Z,3810000,,,0,,P. Williams REBOUND (Off:1 Def:3),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Right Corner 3,24+ Right,,,382.0,4.0,3.0,1.0,,,,,,,,,,,,,,
384,PT06M37.00S,2022-11-02T01:05:42.6Z,3,REGULAR,2pt,Jump Shot,[],201942,25.706307490144546,63.970588235294116,1610612741,68,61,2022-11-02T01:06:34Z,3820000,-70.0,189.0,1,left,MISS D. DeRozan 20' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,20.16,Missed,,,,,,,,,,,,,,,,,,
385,PT06M36.00S,2022-11-02T01:05:43.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612741,68,61,2022-11-02T01:05:53Z,3830000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Mid-Range,16-24 Left Center,,,384.0,,,,,,,,,,,,,,,,,
386,PT06M36.00S,2022-11-02T01:05:53.6Z,3,REGULAR,foul,personal,[],203925,,,1610612741,68,61,2022-11-02T01:06:00Z,3840000,,,0,,J. Harris loose ball personal FOUL (1 PF),"[203925, 202696]",1610612751.0,BKN,loose ball,,,Harris,J. Harris,,,,,Mid-Range,16-24 Left Center,,,,,,,202058.0,,,,,,1.0,0.0,Vucevic,202696.0,,,,
388,PT06M36.00S,2022-11-02T01:05:59.2Z,3,REGULAR,substitution,out,[],203925,,,1610612741,68,61,2022-11-02T01:06:01Z,3860000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT06M36.00S,2022-11-02T01:05:59.2Z,3,REGULAR,substitution,in,[],1629139,,,1610612741,68,61,2022-11-02T01:06:01Z,3870000,,,0,,SUB in: Y. Watanabe,[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,
390,PT06M29.00S,2022-11-02T01:06:16.9Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],201942,21.76412614980289,25.49019607843137,1610612741,68,61,2022-11-02T01:06:21Z,3880000,123.0,152.0,1,left,MISS D. DeRozan 19' step back Shot,[201942],1610612741.0,CHI,step back,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,19.53,Missed,,,,,,,,,,,,,,,,,,
391,PT06M27.00S,2022-11-02T01:06:18.9Z,3,REGULAR,rebound,defensive,[],201142,,,1610612751,68,61,2022-11-02T01:06:21Z,3890000,,,0,,K. Durant REBOUND (Off:0 Def:6),[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Right Center,,,390.0,6.0,6.0,0.0,,,,,,,,,,,,,,
392,PT06M14.00S,2022-11-02T01:06:32.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626220,93.77463863337714,51.225490196078425,1610612751,70,61,2022-11-02T01:06:37Z,3900000,6.0,6.0,1,right,R. O'Neale driving reverse Layup (17 PTS) (K. Irving 5 AST),"[1626220, 202681]",1610612751.0,BKN,driving reverse,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,0.86,Made,,,,,,,17.0,K. Irving,202681.0,5.0,,,,,,,,
394,PT06M04.00S,2022-11-02T01:06:41.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630172,6.915243101182654,40.44117647058824,1610612741,70,63,2022-11-02T01:06:45Z,3920000,48.0,13.0,1,left,P. Williams running finger roll Layup (10 PTS),[1630172],1610612741.0,CHI,running finger roll,,,Williams,P. Williams,,,,,In The Paint (Non-RA),0-8 Center,4.94,Made,,,,,,,10.0,,,,,,,,,,,
395,PT05M39.00S,2022-11-02T01:07:06.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629139,92.85479632063075,50.98039215686274,1610612751,72,63,2022-11-02T01:07:12Z,3930000,5.0,15.0,1,right,Y. Watanabe driving DUNK (5 PTS) (K. Durant 5 AST),"[1629139, 201142]",1610612751.0,BKN,driving,,,Watanabe,Y. Watanabe,,,,,Restricted Area,0-8 Center,1.55,Made,,,,,,,5.0,K. Durant,201142.0,5.0,,,,,,,,
397,PT05M20.00S,2022-11-02T01:07:25.7Z,3,REGULAR,3pt,Jump Shot,[],203897,22.815374507227332,13.725490196078432,1610612741,72,63,2022-11-02T01:07:30Z,3950000,181.0,162.0,1,left,MISS Z. LaVine 24' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Right Center,24.32,Missed,,,,,,,,,,,,,,,,,,
398,PT05M16.00S,2022-11-02T01:07:29.7Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,72,63,2022-11-02T01:07:30Z,3960000,,,0,,N. Claxton REBOUND (Off:0 Def:8),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Right Center,,,397.0,8.0,8.0,0.0,,,,,,,,,,,,,,
399,PT05M09.00S,2022-11-02T01:07:41.4Z,3,REGULAR,foul,offensive,[],1629651,,,1610612751,72,63,2022-11-02T01:08:11Z,3970000,,,0,,N. Claxton offensive FOUL (2 PF),"[1629651, 1630172]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,,,,,,,203593.0,,,,,,2.0,0.0,Williams,1630172.0,,,,
401,PT05M09.00S,2022-11-02T01:07:41.4Z,3,REGULAR,turnover,offensive foul,[],1629651,,,1610612751,72,63,2022-11-02T01:07:41Z,3990000,,,0,,N. Claxton offensive foul TURNOVER (3 TO),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,,,,,,,203593.0,3.0,,,,,,,,,,,,
402,PT05M09.00S,2022-11-02T01:07:46.6Z,3,REGULAR,substitution,out,[],202681,,,1610612741,72,63,2022-11-02T01:08:06Z,4000000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT05M09.00S,2022-11-02T01:07:46.6Z,3,REGULAR,substitution,out,[],1629651,,,1610612741,72,63,2022-11-02T01:08:06Z,4010000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT05M09.00S,2022-11-02T01:07:46.6Z,3,REGULAR,substitution,out,[],203897,,,1610612741,72,63,2022-11-02T01:08:06Z,4020000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT05M09.00S,2022-11-02T01:07:46.6Z,3,REGULAR,substitution,out,[],202696,,,1610612741,72,63,2022-11-02T01:08:06Z,4030000,,,0,,SUB out: N. Vucevic,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT05M09.00S,2022-11-02T01:07:46.6Z,3,REGULAR,substitution,in,[],1628410,,,1610612741,72,63,2022-11-02T01:08:06Z,4040000,,,0,,SUB in: E. Sumner,[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT05M09.00S,2022-11-02T01:07:46.6Z,3,REGULAR,substitution,in,[],1630561,,,1610612741,72,63,2022-11-02T01:08:06Z,4050000,,,0,,SUB in: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT05M09.00S,2022-11-02T01:07:46.6Z,3,REGULAR,substitution,in,[],201609,,,1610612741,72,63,2022-11-02T01:08:06Z,4060000,,,0,,SUB in: G. Dragic,[201609],1610612741.0,CHI,,,,Dragic,G. Dragic,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT05M09.00S,2022-11-02T01:07:46.6Z,3,REGULAR,substitution,in,[],1627884,,,1610612741,72,63,2022-11-02T01:08:06Z,4070000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT05M09.00S,2022-11-02T01:08:07.9Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612741,72,63,2022-11-02T01:08:18Z,4080000,,,0,,TEAM delay-of-game VIOLATION,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,202058.0,,,,,,,,,,,,,
411,PT04M58.00S,2022-11-02T01:08:30.8Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],201942,17.16491458607096,25.245098039215684,1610612741,72,63,2022-11-02T01:08:40Z,4090000,124.0,109.0,1,left,MISS D. DeRozan 16' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right Center,16.49,Missed,,,,,,,,,,,,,,,,,,
412,PT04M55.00S,2022-11-02T01:08:33.8Z,3,REGULAR,rebound,offensive,[],1630172,,,1610612741,72,63,2022-11-02T01:08:40Z,4100000,,,0,,P. Williams REBOUND (Off:2 Def:3),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,16-24 Right Center,,,411.0,5.0,3.0,2.0,,,,,,,,,,,,,,
413,PT04M55.00S,2022-11-02T01:08:36.0Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1630172,5.590000152587891,50.0,1610612741,72,63,2022-11-02T01:08:48Z,4110000,0.0,0.0,1,left,MISS P. Williams tip Layup,[1630172],1610612741.0,CHI,tip,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
414,PT04M55.00S,2022-11-02T01:08:36.0Z,3,REGULAR,rebound,offensive,[],1630172,,,1610612741,72,63,2022-11-02T01:08:54Z,4120000,,,0,,P. Williams REBOUND (Off:3 Def:3),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,413.0,6.0,3.0,3.0,,,,,,,,,,,,,,
415,PT04M55.00S,2022-11-02T01:08:42.6Z,3,REGULAR,foul,personal,['2freethrow'],201142,,,1610612741,72,63,2022-11-02T01:08:46Z,4130000,,,0,,K. Durant shooting personal FOUL (3 PF) (Williams 2 FT),"[201142, 1630172]",1610612751.0,BKN,shooting,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202058.0,,,,,,3.0,0.0,Williams,1630172.0,,,,
417,PT04M55.00S,2022-11-02T01:09:11.8Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630172,,,1610612741,72,64,2022-11-02T01:09:11Z,4150000,,,0,,P. Williams Free Throw 1 of 2 (11 PTS),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,Made,,,,,,,11.0,,,,,,,,,,,
418,PT04M55.00S,2022-11-02T01:09:16.8Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630172,,,1610612741,72,65,2022-11-02T01:09:16Z,4160000,,,0,,P. Williams Free Throw 2 of 2 (12 PTS),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,Made,,,,,,,12.0,,,,,,,,,,,
419,PT04M38.00S,2022-11-02T01:09:35.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630561,94.03745072273325,57.84313725490197,1610612751,72,65,2022-11-02T01:09:44Z,4170000,39.0,4.0,1,right,MISS D. Duke Jr. cutting Layup - blocked,"[1630561, 1627884]",1610612751.0,BKN,cutting,,,Duke Jr.,D. Duke Jr.,,,,,Restricted Area,0-8 Center,3.94,Missed,,,,,,,,,,,,,,,,,Jones Jr.,1627884.0
420,PT04M38.00S,2022-11-02T01:09:35.8Z,3,REGULAR,block,,[],1627884,,,1610612751,72,65,2022-11-02T01:09:38Z,4180000,,,0,,D. Jones Jr. BLOCK (1 BLK),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
421,PT04M37.00S,2022-11-02T01:09:36.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612751,72,65,2022-11-02T01:09:44Z,4190000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,Restricted Area,0-8 Center,,,419.0,,,,,,,,,,,,,,,,,
423,PT04M37.00S,2022-11-02T01:09:49.5Z,3,REGULAR,substitution,out,[],1626220,,,1610612751,72,65,2022-11-02T01:09:52Z,4210000,,,0,,SUB out: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
424,PT04M37.00S,2022-11-02T01:09:49.5Z,3,REGULAR,substitution,in,[],201988,,,1610612751,72,65,2022-11-02T01:09:52Z,4220000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
