actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
352,PT10M31.00S,2022-04-09T00:52:44.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630256,89.43823915900131,41.17647058823529,1610612745,59,69,2022-04-09T00:53:39Z,3510000,-44.0,47.0,1,right,MISS J. Tate 6' driving Layup - blocked,"[1630256, 203920]",1610612745.0,HOU,driving,,,Tate,J. Tate,,,,,6.43,Missed,,,,,,,,,,,,,,,,,Birch,203920.0
353,PT10M31.00S,2022-04-09T00:52:44.3Z,3,REGULAR,block,,[],203920,,,1610612745,59,69,2022-04-09T00:52:47Z,3520000,,,0,,K. Birch BLOCK (1 BLK),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,
354,PT10M31.00S,2022-04-09T00:52:44.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612745,59,69,2022-04-09T00:53:39Z,3530000,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,352.0,,,,,,,,,,,,,
355,PT10M31.00S,2022-04-09T00:52:49.4Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612745,59,69,2022-04-09T00:52:58Z,3540000,,,0,,HOU shot clock Team TURNOVER,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,1626301.0,,,,,,,,,
356,PT10M15.00S,2022-04-09T00:53:14.5Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627783,12.697109067017081,41.66666666666667,1610612761,61,69,2022-04-09T00:53:22Z,3550000,42.0,67.0,1,left,P. Siakam 7' driving Hook (22 PTS),[1627783],1610612761.0,TOR,driving,,,Siakam,P. Siakam,,,,,7.88,Made,22.0,,,,,,,,,,,,,,,,,
357,PT10M15.00S,2022-04-09T00:53:25.0Z,3,REGULAR,foul,personal,['1freethrow'],1629726,,,1610612761,61,69,2022-04-09T00:53:30Z,3560000,,,0,,G. Mathews shooting personal FOUL (1 PF) (Siakam 1 FT),"[1629726, 1627783]",1610612745.0,HOU,shooting,,,Mathews,G. Mathews,,,,,,,,,,,,,,,2004.0,,1.0,0.0,Siakam,1627783.0,,,,
359,PT10M15.00S,2022-04-09T00:53:46.0Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1627783,,,1610612761,62,69,2022-04-09T00:53:46Z,3580000,,,0,,P. Siakam Free Throw 1 of 1 (23 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,23.0,,,,,,,,,,,,,,,,,
360,PT10M03.00S,2022-04-09T00:54:02.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630578,92.9862023653088,45.34313725490196,1610612745,62,71,2022-04-09T00:54:06Z,3590000,-23.0,13.0,1,right,A. Sengun cutting Layup (10 PTS) (G. Mathews 2 AST),"[1630578, 1629726]",1610612745.0,HOU,cutting,,,Sengun,A. Sengun,,,,,2.69,Made,10.0,G. Mathews,1629726.0,2.0,,,,,,,,,,,,,,
362,PT10M03.00S,2022-04-09T00:54:04.6Z,3,REGULAR,foul,personal,['1freethrow'],1629018,,,1610612745,62,71,2022-04-09T00:54:11Z,3610000,,,0,,G. Trent Jr. shooting personal FOUL (1 PF) (Sengun 1 FT),"[1629018, 1630578]",1610612761.0,TOR,shooting,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,2004.0,,1.0,0.0,Sengun,1630578.0,,,,
364,PT10M03.00S,2022-04-09T00:54:31.6Z,3,REGULAR,freethrow,1 of 1,[],1630578,,,1610612745,62,72,2022-04-09T00:54:31Z,3630000,,,0,,A. Sengun Free Throw 1 of 1 (11 PTS),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
365,PT09M46.00S,2022-04-09T00:54:51.3Z,3,REGULAR,3pt,Jump Shot,[],1629018,19.267411300919843,4.411764705882353,1610612761,65,72,2022-04-09T00:54:55Z,3640000,228.0,129.0,1,left,G. Trent Jr. 26' 3PT  (10 PTS) (P. Siakam 3 AST),"[1629018, 1627783]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,26.17,Made,10.0,P. Siakam,1627783.0,3.0,,,,,,,,,,,,,,
367,PT09M28.00S,2022-04-09T00:55:09.2Z,3,REGULAR,turnover,lost ball,[],1629645,,,1610612745,65,72,2022-04-09T00:55:45Z,3660000,,,0,,K. Porter Jr. lost ball TURNOVER (2 TO),"[1629645, 1627783]",1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,,,,,,2.0,,,,,Siakam,1627783.0,,
368,PT09M28.00S,2022-04-09T00:55:09.2Z,3,REGULAR,steal,,[],1627783,,,1610612761,65,72,2022-04-09T00:55:12Z,3670000,,,0,,P. Siakam STEAL (2 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,
369,PT09M24.00S,2022-04-09T00:55:13.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627783,5.338370565045992,47.30392156862745,1610612761,67,72,2022-04-09T00:55:26Z,3680000,13.0,-2.0,1,left,P. Siakam running DUNK (25 PTS),[1627783],1610612761.0,TOR,running,,,Siakam,P. Siakam,,,,,1.37,Made,25.0,,,,,,,,,,,,,,,,,
370,PT09M16.00S,2022-04-09T00:55:22.9Z,3,REGULAR,turnover,out-of-bounds,[],1630224,,,1610612745,67,72,2022-04-09T00:57:30Z,3690000,,,0,,J. Green lost ball out-of-bounds TURNOVER (2 TO),[1630224],1610612745.0,HOU,lost ball,,,Green,J. Green,,,,,,,,,,,,,,,1626301.0,2.0,,,,,,,,
371,PT08M57.00S,2022-04-09T00:55:49.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627783,17.296320630749015,54.166666666666664,1610612761,67,72,2022-04-09T00:59:49Z,3700000,-21.0,110.0,1,left,MISS P. Siakam 11' fadeaway Shot,[1627783],1610612761.0,TOR,fadeaway,,,Siakam,P. Siakam,,,,,11.2,Missed,,,,,,,,,,,,,,,,,,
372,PT08M55.00S,2022-04-09T00:55:51.5Z,3,REGULAR,rebound,offensive,[],1629717,,,1610612761,67,72,2022-04-09T00:56:37Z,3710000,,,0,,A. Brooks REBOUND (Off:1 Def:1),[1629717],1610612761.0,TOR,,,,Brooks,A. Brooks,,,,,,,,,,,371.0,2.0,1.0,1.0,,,,,,,,,,
373,PT08M55.00S,2022-04-09T00:56:00.8Z,3,REGULAR,foul,personal,['2freethrow'],1630256,,,1610612761,67,72,2022-04-09T00:56:10Z,3720000,,,0,,J. Tate shooting personal FOUL (4 PF) (Brooks 2 FT),"[1630256, 1629717]",1610612745.0,HOU,shooting,,,Tate,J. Tate,,,,,,,,,,,,,,,1626301.0,,4.0,0.0,Brooks,1629717.0,,,,
375,PT08M55.00S,2022-04-09T00:56:13.0Z,3,REGULAR,foul,technical,['1freethrow'],1630256,,,1610612761,67,72,2022-04-09T00:56:18Z,3740000,,,0,,J. Tate technical FOUL (1 Tech),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,1626301.0,,4.0,1.0,,,,,,
376,PT08M55.00S,2022-04-09T00:56:22.7Z,3,REGULAR,freethrow,1 of 1,[],1629018,,,1610612761,68,72,2022-04-09T00:56:22Z,3750000,,,0,,G. Trent Jr. technical Free Throw 1 of 1 (11 PTS),[1629018],1610612761.0,TOR,technical,,,Trent Jr.,G. Trent Jr.,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
377,PT08M55.00S,2022-04-09T00:56:47.9Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629717,,,1610612761,69,72,2022-04-09T00:56:47Z,3760000,,,0,,A. Brooks Free Throw 1 of 2 (1 PTS),[1629717],1610612761.0,TOR,,,,Brooks,A. Brooks,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
378,PT08M55.00S,2022-04-09T00:57:03.2Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629717,,,1610612761,70,72,2022-04-09T00:57:03Z,3770000,,,0,,A. Brooks Free Throw 2 of 2 (2 PTS),[1629717],1610612761.0,TOR,,,,Brooks,A. Brooks,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
379,PT08M46.00S,2022-04-09T00:57:13.2Z,3,REGULAR,3pt,Jump Shot,[],1629645,67.09921156373193,59.31372549019608,1610612745,70,72,2022-04-09T00:57:18Z,3780000,47.0,257.0,1,right,MISS K. Porter Jr. 26' 3PT,[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,26.1,Missed,,,,,,,,,,,,,,,,,,
380,PT08M43.00S,2022-04-09T00:57:16.2Z,3,REGULAR,rebound,defensive,[],1629717,,,1610612761,70,72,2022-04-09T00:57:18Z,3790000,,,0,,A. Brooks REBOUND (Off:1 Def:2),[1629717],1610612761.0,TOR,,,,Brooks,A. Brooks,,,,,,,,,,,379.0,3.0,2.0,1.0,,,,,,,,,,
381,PT08M24.00S,2022-04-09T00:57:35.3Z,3,REGULAR,2pt,Jump Shot,[],1629018,12.171484888304862,17.647058823529413,1610612761,70,72,2022-04-09T00:57:39Z,3800000,162.0,62.0,1,left,MISS G. Trent Jr. 17' pullup Shot,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,17.32,Missed,,,,,,,,,,,,,,,,,,
382,PT08M21.00S,2022-04-09T00:57:38.3Z,3,REGULAR,rebound,defensive,[],1629645,,,1610612745,70,72,2022-04-09T00:57:39Z,3810000,,,0,,K. Porter Jr. REBOUND (Off:1 Def:6),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,381.0,7.0,6.0,1.0,,,,,,,,,,
383,PT08M06.00S,2022-04-09T00:57:53.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,92.72339027595268,53.92156862745098,1610612745,70,72,2022-04-09T00:57:58Z,3820000,20.0,16.0,1,right,MISS K. Porter Jr. cutting finger roll Layup,[1629645],1610612745.0,HOU,cutting finger roll,,,Porter Jr.,K. Porter Jr.,,,,,2.52,Missed,,,,,,,,,,,,,,,,,,
384,PT08M03.00S,2022-04-09T00:57:56.7Z,3,REGULAR,rebound,defensive,[],203920,,,1610612761,70,72,2022-04-09T00:57:58Z,3830000,,,0,,K. Birch REBOUND (Off:2 Def:1),[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,383.0,3.0,1.0,2.0,,,,,,,,,,
385,PT08M00.00S,2022-04-09T00:57:59.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,6.1268068331143235,95.58823529411765,1610612761,70,72,2022-04-09T00:58:08Z,3840000,-228.0,5.0,1,left,MISS G. Trent Jr. running 3PT,[1629018],1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,22.8,Missed,,,,,,,,,,,,,,,,,,
386,PT07M59.00S,2022-04-09T00:58:00.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612745,70,72,2022-04-09T00:58:08Z,3850000,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,,,,,,,385.0,,,,,,,,,,,,,
387,PT07M59.00S,2022-04-09T00:58:05.7Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612745,70,72,2022-04-09T00:58:05Z,3860000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,PT07M42.00S,2022-04-09T00:58:28.0Z,3,REGULAR,3pt,Jump Shot,[],1630578,71.04139290407359,76.22549019607843,1610612745,70,72,2022-04-09T00:58:35Z,3870000,131.0,220.0,1,right,MISS A. Sengun 25' step back 3PT,[1630578],1610612745.0,HOU,step back,,,Sengun,A. Sengun,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,
389,PT07M38.00S,2022-04-09T00:58:32.0Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,70,72,2022-04-09T00:58:35Z,3880000,,,0,,P. Siakam REBOUND (Off:2 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,388.0,6.0,4.0,2.0,,,,,,,,,,
390,PT07M32.00S,2022-04-09T00:58:38.7Z,3,REGULAR,2pt,Jump Shot,[],1627783,25.837713534822605,50.73529411764706,1610612761,70,72,2022-04-09T00:58:43Z,3890000,-4.0,190.0,1,left,MISS P. Siakam 19' step back Shot,[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,19.04,Missed,,,,,,,,,,,,,,,,,,
391,PT07M29.00S,2022-04-09T00:58:41.7Z,3,REGULAR,rebound,defensive,[],1629645,,,1610612745,70,72,2022-04-09T00:58:43Z,3900000,,,0,,K. Porter Jr. REBOUND (Off:1 Def:7),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,390.0,8.0,7.0,1.0,,,,,,,,,,
392,PT07M22.00S,2022-04-09T00:58:48.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629645,93.77463863337714,49.26470588235294,1610612745,70,74,2022-04-09T00:58:52Z,3910000,-4.0,6.0,1,right,K. Porter Jr. driving Layup (26 PTS),[1629645],1610612745.0,HOU,driving,,,Porter Jr.,K. Porter Jr.,,,,,0.7,Made,26.0,,,,,,,,,,,,,,,,,
393,PT07M00.00S,2022-04-09T00:59:09.7Z,3,REGULAR,3pt,Jump Shot,[],1629717,35.03613666228647,59.55882352941176,1610612761,70,74,2022-04-09T00:59:14Z,3920000,-48.0,277.0,1,left,MISS A. Brooks 28' 3PT,[1629717],1610612761.0,TOR,,,,Brooks,A. Brooks,,,,,28.09,Missed,,,,,,,,,,,,,,,,,,
394,PT06M58.00S,2022-04-09T00:59:11.7Z,3,REGULAR,rebound,defensive,[],1630256,,,1610612745,70,74,2022-04-09T00:59:14Z,3930000,,,0,,J. Tate REBOUND (Off:2 Def:3),[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,393.0,5.0,3.0,2.0,,,,,,,,,,
395,PT06M53.00S,2022-04-09T00:59:17.7Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630578,93.24901445466492,46.07843137254902,1610612745,70,76,2022-04-09T00:59:32Z,3940000,-20.0,11.0,1,right,A. Sengun running DUNK (13 PTS) (J. Tate 3 AST),"[1630578, 1630256]",1610612745.0,HOU,running,,,Sengun,A. Sengun,,,,,2.25,Made,13.0,J. Tate,1630256.0,3.0,,,,,,,,,,,,,,
397,PT06M34.00S,2022-04-09T00:59:35.7Z,3,REGULAR,3pt,Jump Shot,[],1629018,27.283180026281208,15.196078431372548,1610612761,73,76,2022-04-09T00:59:41Z,3960000,174.0,204.0,1,left,G. Trent Jr. 26' 3PT  (14 PTS) (A. Brooks 1 AST),"[1629018, 1629717]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,26.81,Made,14.0,A. Brooks,1629717.0,1.0,,,,,,,,,,,,,,
399,PT06M17.00S,2022-04-09T00:59:52.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,93.24901445466492,43.872549019607845,1610612745,73,78,2022-04-09T00:59:57Z,3980000,-31.0,11.0,1,right,J. Green driving reverse Layup (6 PTS),[1630224],1610612745.0,HOU,driving reverse,,,Green,J. Green,,,,,3.25,Made,6.0,,,,,,,,,,,,,,,,,
400,PT05M59.00S,2022-04-09T01:00:10.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203920,13.485545335085414,47.549019607843135,1610612761,75,78,2022-04-09T01:00:15Z,3990000,12.0,74.0,1,left,K. Birch 7' fadeaway Jump Shot (8 PTS) (A. Brooks 2 AST),"[203920, 1629717]",1610612761.0,TOR,fadeaway,,,Birch,K. Birch,,,,,7.53,Made,8.0,A. Brooks,1629717.0,2.0,,,,,,,,,,,,,,
402,PT05M42.00S,2022-04-09T01:00:28.1Z,3,REGULAR,2pt,Jump Shot,[],1630224,75.64060446780552,44.85294117647059,1610612745,75,78,2022-04-09T01:00:34Z,4010000,-26.0,176.0,1,right,MISS J. Green 17' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,17.84,Missed,,,,,,,,,,,,,,,,,,
403,PT05M38.00S,2022-04-09T01:00:32.1Z,3,REGULAR,rebound,defensive,[],1629717,,,1610612761,75,78,2022-04-09T01:00:34Z,4020000,,,0,,A. Brooks REBOUND (Off:1 Def:3),[1629717],1610612761.0,TOR,,,,Brooks,A. Brooks,,,,,,,,,,,402.0,4.0,3.0,1.0,,,,,,,,,,
404,PT05M33.00S,2022-04-09T01:00:37.0Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,32.53942181340342,59.80392156862745,1610612761,78,78,2022-04-09T01:01:01Z,4030000,-49.0,253.0,1,left,G. Trent Jr. 25' 3PT running pullup (17 PTS) (A. Brooks 3 AST),"[1629018, 1629717]",1610612761.0,TOR,running pullup,,,Trent Jr.,G. Trent Jr.,,,,,25.81,Made,17.0,A. Brooks,1629717.0,3.0,,,,,,,,,,,,,,
405,PT05M32.00S,2022-04-09T01:00:43.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,78,78,2022-04-09T01:00:43Z,4040000,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT05M32.00S,2022-04-09T01:02:52.0Z,3,REGULAR,substitution,out,[],203920,,,1610612745,78,78,2022-04-09T01:03:09Z,4050000,,,0,,SUB out: K. Birch,[203920],1610612761.0,TOR,,,,Birch,K. Birch,,,,,,,,,,,,,,,,,,,,,,,,
409,PT05M32.00S,2022-04-09T01:02:52.0Z,3,REGULAR,substitution,out,[],1629717,,,1610612745,78,78,2022-04-09T01:03:09Z,4060000,,,0,,SUB out: A. Brooks,[1629717],1610612761.0,TOR,,,,Brooks,A. Brooks,,,,,,,,,,,,,,,,,,,,,,,,
410,PT05M32.00S,2022-04-09T01:02:52.0Z,3,REGULAR,substitution,in,[],1628449,,,1610612745,78,78,2022-04-09T01:03:09Z,4070000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,
411,PT05M32.00S,2022-04-09T01:02:52.0Z,3,REGULAR,substitution,in,[],1630173,,,1610612745,78,78,2022-04-09T01:03:09Z,4080000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,
412,PT05M14.00S,2022-04-09T01:03:48.0Z,3,REGULAR,foul,personal,['3freethrow'],1630567,,,1610612745,78,78,2022-04-09T01:03:56Z,4090000,,,0,,S. Barnes shooting personal FOUL (1 PF) (Porter Jr. 3 FT),"[1630567, 1629645]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,,,,,,,,,,,1626301.0,,1.0,0.0,Porter Jr.,1629645.0,,,,
414,PT05M14.00S,2022-04-09T01:04:21.9Z,3,REGULAR,freethrow,1 of 3,[],1629645,,,1610612745,78,79,2022-04-09T01:04:21Z,4110000,,,0,,K. Porter Jr. Free Throw 1 of 3 (27 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
415,PT05M14.00S,2022-04-09T01:04:35.7Z,3,REGULAR,freethrow,2 of 3,[],1629645,,,1610612745,78,80,2022-04-09T01:04:35Z,4120000,,,0,,K. Porter Jr. Free Throw 2 of 3 (28 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,Made,28.0,,,,,,,,,,,,,,,,,
416,PT05M14.00S,2022-04-09T01:04:36.5Z,3,REGULAR,substitution,out,[],1630256,,,1610612745,78,80,2022-04-09T01:04:42Z,4130000,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,,,,,,,
417,PT05M14.00S,2022-04-09T01:04:36.5Z,3,REGULAR,substitution,out,[],1629726,,,1610612745,78,80,2022-04-09T01:04:42Z,4140000,,,0,,SUB out: G. Mathews,[1629726],1610612745.0,HOU,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,
418,PT05M14.00S,2022-04-09T01:04:36.5Z,3,REGULAR,substitution,in,[],1630231,,,1610612745,78,80,2022-04-09T01:04:42Z,4150000,,,0,,SUB in: K. Martin Jr.,[1630231],1610612745.0,HOU,,,,Martin Jr.,K. Martin Jr.,,,,,,,,,,,,,,,,,,,,,,,,
419,PT05M14.00S,2022-04-09T01:04:36.5Z,3,REGULAR,substitution,in,[],1630528,,,1610612745,78,80,2022-04-09T01:04:42Z,4160000,,,0,,SUB in: J. Christopher,[1630528],1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,,,,,,,,,,
420,PT05M14.00S,2022-04-09T01:05:00.9Z,3,REGULAR,freethrow,3 of 3,[],1629645,,,1610612745,78,81,2022-04-09T01:05:00Z,4170000,,,0,,K. Porter Jr. Free Throw 3 of 3 (29 PTS),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,Made,29.0,,,,,,,,,,,,,,,,,
421,PT05M02.00S,2022-04-09T01:05:16.9Z,3,REGULAR,foul,offensive,[],1630173,,,1610612761,78,81,2022-04-09T01:05:30Z,4180000,,,0,,P. Achiuwa offensive FOUL (2 PF),"[1630173, 1630231]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,2004.0,,2.0,0.0,Martin Jr.,1630231.0,,,,
423,PT05M02.00S,2022-04-09T01:05:16.9Z,3,REGULAR,turnover,offensive foul,[],1630173,,,1610612761,78,81,2022-04-09T01:05:16Z,4200000,,,0,,P. Achiuwa offensive foul TURNOVER (1 TO),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,2004.0,1.0,,,,,,,,
424,PT04M49.00S,2022-04-09T01:05:40.1Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630528,82.60512483574244,47.05882352941176,1610612745,78,81,2022-04-09T01:05:44Z,4210000,-15.0,111.0,1,right,MISS J. Christopher 11' pullup Shot,[1630528],1610612745.0,HOU,pullup,,,Christopher,J. Christopher,,,,,11.2,Missed,,,,,,,,,,,,,,,,,,
425,PT04M46.00S,2022-04-09T01:05:43.1Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,78,81,2022-04-09T01:05:44Z,4220000,,,0,,P. Siakam REBOUND (Off:2 Def:5),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,424.0,7.0,5.0,2.0,,,,,,,,,,
426,PT04M43.00S,2022-04-09T01:05:50.2Z,3,REGULAR,foul,personal,[],1630528,,,1610612761,78,81,2022-04-09T01:05:56Z,4230000,,,0,,J. Christopher personal FOUL (2 PF),"[1630528, 1627783]",1610612745.0,HOU,,,,Christopher,J. Christopher,,,,,,,,,,,,,,,202026.0,,2.0,0.0,Siakam,1627783.0,,,,
428,PT04M27.00S,2022-04-09T01:06:19.0Z,3,REGULAR,3pt,Jump Shot,[],1628449,25.706307490144546,83.82352941176471,1610612761,78,81,2022-04-09T01:06:26Z,4250000,-169.0,189.0,1,left,MISS C. Boucher 25' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,25.37,Missed,,,,,,,,,,,,,,,,,,
429,PT04M21.00S,2022-04-09T01:06:25.0Z,3,REGULAR,rebound,defensive,[],1629645,,,1610612745,78,81,2022-04-09T01:06:26Z,4260000,,,0,,K. Porter Jr. REBOUND (Off:1 Def:8),[1629645],1610612745.0,HOU,,,,Porter Jr.,K. Porter Jr.,,,,,,,,,,,428.0,9.0,8.0,1.0,,,,,,,,,,
430,PT04M13.00S,2022-04-09T01:06:33.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630578,89.70105124835742,60.049019607843135,1610612745,78,83,2022-04-09T01:07:19Z,4270000,50.0,44.0,1,right,A. Sengun 6' driving floating bank Jump Shot (15 PTS) (K. Porter Jr. 3 AST),"[1630578, 1629645]",1610612745.0,HOU,driving floating bank,,,Sengun,A. Sengun,,,,,6.7,Made,15.0,K. Porter Jr.,1629645.0,3.0,,,,,,,,,,,,,,
431,PT03M57.00S,2022-04-09T01:06:49.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,14.14257555847569,41.17647058823529,1610612761,78,83,2022-04-09T01:07:02Z,4280000,44.0,80.0,1,left,MISS G. Trent Jr. 9' driving floating Shot,[1629018],1610612761.0,TOR,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,9.17,Missed,,,,,,,,,,,,,,,,,,
432,PT03M55.00S,2022-04-09T01:06:51.3Z,3,REGULAR,rebound,defensive,[],1630578,,,1610612745,78,83,2022-04-09T01:07:02Z,4290000,,,0,,A. Sengun REBOUND (Off:0 Def:2),[1630578],1610612745.0,HOU,,,,Sengun,A. Sengun,,,,,,,,,,,431.0,2.0,2.0,0.0,,,,,,,,,,
433,PT03M50.00S,2022-04-09T01:06:56.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630528,93.24901445466492,47.549019607843135,1610612745,78,85,2022-04-09T01:07:08Z,4300000,-12.0,11.0,1,right,J. Christopher running Layup (9 PTS) (A. Sengun 1 AST),"[1630528, 1630578]",1610612745.0,HOU,running,,,Christopher,J. Christopher,,,,,1.65,Made,9.0,A. Sengun,1630578.0,1.0,,,,,,,,,,,,,,
435,PT03M32.00S,2022-04-09T01:07:18.0Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630173,8.09789750328515,52.20588235294118,1610612761,80,85,2022-04-09T01:07:22Z,4320000,-11.0,24.0,1,left,P. Achiuwa Hook (7 PTS) (P. Siakam 4 AST),"[1630173, 1627783]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,2.6,Made,7.0,P. Siakam,1627783.0,4.0,,,,,,,,,,,,,,
438,PT03M32.00S,2022-04-09T01:07:21.5Z,3,REGULAR,foul,personal,['1freethrow'],1630578,,,1610612761,80,85,2022-04-09T01:07:28Z,4340000,,,0,,A. Sengun shooting personal FOUL (4 PF) (Achiuwa 1 FT),"[1630578, 1630173]",1610612745.0,HOU,shooting,,,Sengun,A. Sengun,,,,,,,,,,,,,,,2004.0,,4.0,0.0,Achiuwa,1630173.0,,,,
440,PT03M32.00S,2022-04-09T01:07:41.7Z,3,REGULAR,substitution,out,[],1630567,,,1610612761,80,85,2022-04-09T01:09:04Z,4360000,,,0,,SUB out: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,
