actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
259,PT02M34.00S,2021-12-11T01:26:57.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630567,94.43166885676742,52.20588235294118,1610612761,44,39,2021-12-11T01:27:04Z,2590000,11.0,0.0,1,right,S. Barnes running DUNK (6 PTS),[1630567],1610612761.0,TOR,running,,,Barnes,S. Barnes,,,,,1.1,Made,,,,,6.0,,,,,,,,,,,,,,
260,PT02M25.00S,2021-12-11T01:27:11.4Z,2,REGULAR,timeout,full,['team'],0,,,1610612752,44,39,2021-12-11T01:27:11Z,2600000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT02M14.00S,2021-12-11T01:28:47.3Z,2,REGULAR,3pt,Jump Shot,[],201565,32.53942181340342,65.44117647058823,1610612752,44,42,2021-12-11T01:28:52Z,2610000,-77.0,253.0,1,left,D. Rose 26' 3PT  (7 PTS) (A. Burks 2 AST),"[201565, 202692]",1610612752.0,NYK,,,,Rose,D. Rose,,,,,26.49,Made,,,,,7.0,,A. Burks,202692.0,2.0,,,,,,,,,,
263,PT01M59.00S,2021-12-11T01:29:02.6Z,2,REGULAR,3pt,Jump Shot,[],1627832,67.36202365308804,68.62745098039215,1610612761,44,42,2021-12-11T01:29:09Z,2630000,93.0,254.0,1,right,MISS F. VanVleet 27' 3PT,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,27.08,Missed,,,,,,,,,,,,,,,,,,,
264,PT01M54.00S,2021-12-11T01:29:07.6Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,44,42,2021-12-11T01:29:09Z,2640000,,,0,,J. Randle REBOUND (Off:1 Def:7),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,263.0,8.0,7.0,1.0,,,,,,,,,,,,,,,
265,PT01M44.00S,2021-12-11T01:29:16.9Z,2,REGULAR,turnover,bad pass,[],201565,,,1610612752,44,42,2021-12-11T01:29:21Z,2650000,,,0,,D. Rose bad pass TURNOVER (3 TO),"[201565, 1629018]",1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,3.0,Trent Jr.,1629018.0,,,,,,,
266,PT01M44.00S,2021-12-11T01:29:16.9Z,2,REGULAR,steal,,[],1629018,,,1610612761,44,42,2021-12-11T01:29:19Z,2660000,,,0,,G. Trent Jr. STEAL (3 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT01M40.00S,2021-12-11T01:29:21.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629018,90.22667542706965,45.83333333333333,1610612761,46,42,2021-12-11T01:29:28Z,2670000,-21.0,39.0,1,right,G. Trent Jr. running finger roll Layup (12 PTS),[1629018],1610612761.0,TOR,running finger roll,,,Trent Jr.,G. Trent Jr.,,,,,4.46,Made,,,,,12.0,,,,,,,,,,,,,,
268,PT01M22.00S,2021-12-11T01:29:39.0Z,2,REGULAR,3pt,Jump Shot,[],1630193,33.590670170827856,58.82352941176471,1610612752,46,42,2021-12-11T01:29:44Z,2680000,-44.0,263.0,1,left,MISS I. Quickley 26' pullup 3PT,[1630193],1610612752.0,NYK,pullup,,,Quickley,I. Quickley,,,,,26.7,Missed,,,,,,,,,,,,,,,,,,,
269,PT01M19.00S,2021-12-11T01:29:42.0Z,2,REGULAR,rebound,defensive,[],1628449,,,1610612761,46,42,2021-12-11T01:29:44Z,2690000,,,0,,C. Boucher REBOUND (Off:3 Def:2),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,268.0,5.0,2.0,3.0,,,,,,,,,,,,,,,
270,PT01M16.00S,2021-12-11T01:29:48.6Z,2,REGULAR,foul,personal,['2freethrow'],1630167,,,1610612761,46,42,2021-12-11T01:29:55Z,2700000,,,0,,O. Toppin shooting personal FOUL (1 PF) (Siakam 2 FT),"[1630167, 1627783]",1610612752.0,NYK,shooting,,,Toppin,O. Toppin,,,,,,,,,,,,2004.0,,,,,,,1.0,0.0,Siakam,1627783.0,,,
272,PT01M16.00S,2021-12-11T01:30:12.7Z,2,REGULAR,stoppage,blood rule,[],0,,,1610612761,46,42,2021-12-11T01:30:12Z,2720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT01M16.00S,2021-12-11T01:31:20.4Z,2,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,47,42,2021-12-11T01:31:20Z,2730000,,,0,,P. Siakam Free Throw 1 of 2 (8 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
274,PT01M16.00S,2021-12-11T01:31:40.7Z,2,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,48,42,2021-12-11T01:31:40Z,2740000,,,0,,P. Siakam Free Throw 2 of 2 (9 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,Made,,,,,9.0,,,,,,,,,,,,,,
275,PT00M52.90S,2021-12-11T01:32:05.9Z,2,REGULAR,3pt,Jump Shot,[],1630193,32.933639947437584,60.049019607843135,1610612752,48,42,2021-12-11T01:32:10Z,2750000,-50.0,257.0,1,left,MISS I. Quickley 26' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,26.2,Missed,,,,,,,,,,,,,,,,,,,
276,PT00M50.70S,2021-12-11T01:32:08.1Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,48,42,2021-12-11T01:32:10Z,2760000,,,0,,P. Siakam REBOUND (Off:0 Def:8),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,275.0,8.0,8.0,0.0,,,,,,,,,,,,,,,
277,PT00M32.50S,2021-12-11T01:32:26.8Z,2,REGULAR,2pt,Jump Shot,[],1627783,75.64060446780552,69.11764705882352,1610612761,48,42,2021-12-11T01:32:33Z,2770000,96.0,176.0,1,right,MISS P. Siakam 20' Jump Shot,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,20.07,Missed,,,,,,,,,,,,,,,,,,,
278,PT00M29.00S,2021-12-11T01:32:30.3Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,48,42,2021-12-11T01:32:33Z,2780000,,,0,,J. Randle REBOUND (Off:1 Def:8),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,277.0,9.0,8.0,1.0,,,,,,,,,,,,,,,
279,PT00M05.40S,2021-12-11T01:32:53.9Z,2,REGULAR,3pt,Jump Shot,[],203944,33.196452036793694,54.90196078431373,1610612752,48,42,2021-12-11T01:33:46Z,2790000,-25.0,260.0,1,left,MISS J. Randle 26' step back 3PT,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,26.07,Missed,,,,,,,,,,,,,,,,,,,
280,PT00M02.80S,2021-12-11T01:32:56.7Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,48,42,2021-12-11T01:32:56Z,2800000,,,0,,S. Barnes REBOUND (Off:1 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,279.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
281,PT00M00.50S,2021-12-11T01:32:59.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1627783,92.85479632063075,50.0,1610612761,50,42,2021-12-11T01:33:06Z,2810000,0.0,15.0,1,right,P. Siakam running DUNK (11 PTS) (F. VanVleet 6 AST),"[1627783, 1627832]",1610612761.0,TOR,running,,,Siakam,P. Siakam,,,,,1.47,Made,,,,,11.0,,F. VanVleet,1627832.0,6.0,,,,,,,,,,
283,PT00M00.00S,2021-12-11T01:33:07.4Z,2,REGULAR,period,end,[],0,,,1610612752,50,42,2021-12-11T01:33:07Z,2830000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT12M00.00S,2021-12-11T01:47:42.6Z,3,REGULAR,substitution,out,['startperiod'],1630167,,,1610612752,50,42,2021-12-11T01:48:17Z,2840000,,,0,,SUB out: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT12M00.00S,2021-12-11T01:47:42.6Z,3,REGULAR,substitution,out,['startperiod'],201565,,,1610612752,50,42,2021-12-11T01:48:17Z,2850000,,,0,,SUB out: D. Rose,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT12M00.00S,2021-12-11T01:47:42.6Z,3,REGULAR,substitution,out,['startperiod'],1630193,,,1610612752,50,42,2021-12-11T01:48:17Z,2860000,,,0,,SUB out: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT12M00.00S,2021-12-11T01:47:42.6Z,3,REGULAR,substitution,in,['startperiod'],203095,,,1610612752,50,42,2021-12-11T01:48:17Z,2870000,,,0,,SUB in: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT12M00.00S,2021-12-11T01:47:42.6Z,3,REGULAR,substitution,in,['startperiod'],203457,,,1610612752,50,42,2021-12-11T01:48:17Z,2880000,,,0,,SUB in: N. Noel,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT12M00.00S,2021-12-11T01:47:42.6Z,3,REGULAR,substitution,in,['startperiod'],1629628,,,1610612752,50,42,2021-12-11T01:48:17Z,2890000,,,0,,SUB in: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT12M00.00S,2021-12-11T01:48:19.4Z,3,REGULAR,period,start,[],0,,,1610612752,50,42,2021-12-11T01:48:19Z,2900000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT11M39.00S,2021-12-11T01:48:40.3Z,3,REGULAR,3pt,Jump Shot,[],202692,68.9388961892247,69.85294117647058,1610612752,50,42,2021-12-11T01:48:46Z,2910000,99.0,239.0,1,right,MISS A. Burks 25' pullup 3PT,[202692],1610612752.0,NYK,pullup,,,Burks,A. Burks,,,,,25.93,Missed,,,,,,,,,,,,,,,,,,,
292,PT11M35.00S,2021-12-11T01:48:44.3Z,3,REGULAR,rebound,offensive,[],203095,,,1610612752,50,42,2021-12-11T01:48:46Z,2920000,,,0,,E. Fournier REBOUND (Off:1 Def:0),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,291.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
293,PT11M31.00S,2021-12-11T01:48:47.0Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",203457,93.77463863337714,49.50980392156863,1610612752,50,44,2021-12-11T01:48:52Z,2930000,-2.0,6.0,1,right,N. Noel alley-oop DUNK (2 PTS) (A. Burks 3 AST),"[203457, 202692]",1610612752.0,NYK,alley-oop,,,Noel,N. Noel,,,,,0.65,Made,,,,,2.0,,A. Burks,202692.0,3.0,,,,,,,,,,
295,PT11M08.00S,2021-12-11T01:49:10.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,17.296320630749015,48.77450980392157,1610612761,50,44,2021-12-11T01:49:16Z,2950000,6.0,110.0,1,left,MISS G. Trent Jr. 11' fadeaway Shot,[1629018],1610612761.0,TOR,fadeaway,,,Trent Jr.,G. Trent Jr.,,,,,11.03,Missed,,,,,,,,,,,,,,,,,,,
296,PT11M06.00S,2021-12-11T01:49:12.1Z,3,REGULAR,rebound,defensive,[],203095,,,1610612752,50,44,2021-12-11T01:49:16Z,2960000,,,0,,E. Fournier REBOUND (Off:1 Def:1),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,295.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
297,PT10M54.00S,2021-12-11T01:49:26.6Z,3,REGULAR,foul,personal,['2freethrow'],1627832,,,1610612752,50,44,2021-12-11T01:49:37Z,2970000,,,0,,F. VanVleet shooting personal FOUL (1 PF) (Barrett 2 FT),"[1627832, 1629628]",1610612761.0,TOR,shooting,,,VanVleet,F. VanVleet,,,,,,,,,,,,2004.0,,,,,,,1.0,0.0,Barrett,1629628.0,,,
299,PT10M54.00S,2021-12-11T01:49:52.6Z,3,REGULAR,freethrow,1 of 2,[],1629628,,,1610612752,50,45,2021-12-11T01:49:52Z,2990000,,,0,,R. Barrett Free Throw 1 of 2 (6 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,,,,,6.0,,,,,,,,,,,,,,
300,PT10M54.00S,2021-12-11T01:50:04.8Z,3,REGULAR,freethrow,2 of 2,[],1629628,,,1610612752,50,46,2021-12-11T01:50:04Z,3000000,,,0,,R. Barrett Free Throw 2 of 2 (7 PTS),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,Made,,,,,7.0,,,,,,,,,,,,,,
301,PT10M31.00S,2021-12-11T01:50:28.9Z,3,REGULAR,3pt,Jump Shot,[],1628449,30.56833114323259,71.56862745098039,1610612761,50,46,2021-12-11T01:50:33Z,3010000,-108.0,235.0,1,left,MISS C. Boucher 25' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,25.84,Missed,,,,,,,,,,,,,,,,,,,
302,PT10M29.00S,2021-12-11T01:50:30.9Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612752,50,46,2021-12-11T01:50:33Z,3020000,,,0,,R. Barrett REBOUND (Off:1 Def:1),[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,301.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
303,PT10M14.00S,2021-12-11T01:50:46.6Z,3,REGULAR,3pt,Jump Shot,[],1629628,78.26872536136662,8.823529411764707,1610612752,50,46,2021-12-11T01:50:51Z,3030000,-206.0,152.0,1,right,MISS R. Barrett 25' 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,25.58,Missed,,,,,,,,,,,,,,,,,,,
304,PT10M11.00S,2021-12-11T01:50:49.6Z,3,REGULAR,rebound,defensive,[],1628449,,,1610612761,50,46,2021-12-11T01:50:51Z,3040000,,,0,,C. Boucher REBOUND (Off:3 Def:3),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,303.0,6.0,3.0,3.0,,,,,,,,,,,,,,,
305,PT10M06.00S,2021-12-11T01:50:54.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627832,33.98488830486202,42.8921568627451,1610612761,50,46,2021-12-11T01:51:07Z,3050000,36.0,267.0,1,left,MISS F. VanVleet 26' pullup 3PT,[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,26.93,Missed,,,,,,,,,,,,,,,,,,,
306,PT10M03.00S,2021-12-11T01:50:57.8Z,3,REGULAR,rebound,offensive,[],1630567,,,1610612761,50,46,2021-12-11T01:50:57Z,3060000,,,0,,S. Barnes REBOUND (Off:2 Def:4),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,305.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
307,PT09M53.00S,2021-12-11T01:51:08.6Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1627783,25.443495400788436,47.30392156862745,1610612761,50,46,2021-12-11T01:51:13Z,3070000,13.0,187.0,1,left,MISS P. Siakam 18' Jump Shot,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,18.72,Missed,,,,,,,,,,,,,,,,,,,
308,PT09M51.00S,2021-12-11T01:51:10.6Z,3,REGULAR,rebound,defensive,[],203457,,,1610612752,50,46,2021-12-11T01:51:13Z,3080000,,,0,,N. Noel REBOUND (Off:0 Def:1),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,307.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
309,PT09M51.00S,2021-12-11T01:51:14.4Z,3,REGULAR,foul,personal,[],1630567,,,1610612752,50,46,2021-12-11T01:51:22Z,3090000,,,0,,S. Barnes personal FOUL (2 PF),"[1630567, 203457]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,2004.0,,,,,,,2.0,0.0,Noel,203457.0,,,
311,PT09M37.00S,2021-12-11T01:51:36.5Z,3,REGULAR,3pt,Jump Shot,[],203095,70.12155059132719,25.49019607843137,1610612752,50,46,2021-12-11T01:51:42Z,3110000,-123.0,228.0,1,right,MISS E. Fournier 25' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,25.92,Missed,,,,,,,,,,,,,,,,,,,
312,PT09M33.00S,2021-12-11T01:51:40.5Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,50,46,2021-12-11T01:51:42Z,3120000,,,0,,S. Barnes REBOUND (Off:2 Def:5),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,311.0,7.0,5.0,2.0,,,,,,,,,,,,,,,
313,PT09M19.00S,2021-12-11T01:51:54.1Z,3,REGULAR,3pt,Jump Shot,[],1630567,10.988830486202366,2.696078431372549,1610612761,50,46,2021-12-11T01:51:58Z,3130000,237.0,51.0,1,left,MISS S. Barnes 24' bank 3PT,[1630567],1610612761.0,TOR,bank,,,Barnes,S. Barnes,,,,,24.19,Missed,,,,,,,,,,,,,,,,,,,
314,PT09M17.00S,2021-12-11T01:51:56.1Z,3,REGULAR,rebound,defensive,[],203944,,,1610612752,50,46,2021-12-11T01:51:58Z,3140000,,,0,,J. Randle REBOUND (Off:1 Def:9),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,313.0,10.0,9.0,1.0,,,,,,,,,,,,,,,
315,PT09M11.00S,2021-12-11T01:52:04.9Z,3,REGULAR,2pt,Hook,"['fastbreak', 'pointsinthepaint']",203457,89.17542706964521,48.28431372549019,1610612752,50,48,2021-12-11T01:52:27Z,3150000,-9.0,49.0,1,right,N. Noel Hook (4 PTS) (J. Randle 5 AST),"[203457, 203944]",1610612752.0,NYK,,,,Noel,N. Noel,,,,,5.0,Made,,,,,4.0,,J. Randle,203944.0,5.0,,,,,,,,,,
317,PT09M11.00S,2021-12-11T01:52:07.8Z,3,REGULAR,foul,personal,['1freethrow'],1630567,,,1610612752,50,48,2021-12-11T01:52:14Z,3170000,,,0,,S. Barnes shooting personal FOUL (3 PF) (Noel 1 FT),"[1630567, 203457]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,,,,,,,,1627964.0,,,,,,,3.0,0.0,Noel,203457.0,,,
319,PT09M11.00S,2021-12-11T01:52:38.6Z,3,REGULAR,freethrow,1 of 1,['fastbreak'],203457,,,1610612752,50,48,2021-12-11T01:52:41Z,3190000,,,0,,MISS N. Noel Free Throw 1 of 1,[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,Missed,,,,,,,,,,,,,,,,,,,
320,PT09M09.00S,2021-12-11T01:52:40.6Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,50,48,2021-12-11T01:52:41Z,3200000,,,0,,S. Barnes REBOUND (Off:2 Def:6),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,319.0,8.0,6.0,2.0,,,,,,,,,,,,,,,
321,PT08M53.00S,2021-12-11T01:52:56.1Z,3,REGULAR,turnover,bad pass,[],1627832,,,1610612761,50,48,2021-12-11T01:53:00Z,3210000,,,0,,F. VanVleet bad pass TURNOVER (1 TO),"[1627832, 202692]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,1.0,Burks,202692.0,,,,,,,
322,PT08M53.00S,2021-12-11T01:52:56.1Z,3,REGULAR,steal,,[],202692,,,1610612752,50,48,2021-12-11T01:53:05Z,3220000,,,0,,A. Burks STEAL (2 STL),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT08M38.00S,2021-12-11T01:53:09.9Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",203944,89.43823915900131,45.83333333333333,1610612752,50,48,2021-12-11T01:53:14Z,3230000,-21.0,47.0,1,right,MISS J. Randle driving Hook,[203944],1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,5.12,Missed,,,,,,,,,,,,,,,,,,,
324,PT08M35.00S,2021-12-11T01:53:12.9Z,3,REGULAR,rebound,offensive,[],203457,,,1610612752,50,48,2021-12-11T01:53:12Z,3240000,,,0,,N. Noel REBOUND (Off:1 Def:1),[203457],1610612752.0,NYK,,,,Noel,N. Noel,,,,,,,323.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
325,PT08M35.00S,2021-12-11T01:53:12.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203457,94.40999984741211,50.0,1610612752,50,50,2021-12-11T01:53:12Z,3250000,0.0,0.0,1,right,N. Noel tip Layup (6 PTS),[203457],1610612752.0,NYK,tip,,,Noel,N. Noel,,,,,0.0,Made,,,,,6.0,,,,,,,,,,,,,,
326,PT08M22.00S,2021-12-11T01:53:26.4Z,3,REGULAR,turnover,bad pass,[],1627832,,,1610612761,50,50,2021-12-11T01:53:30Z,3260000,,,0,,F. VanVleet bad pass TURNOVER (2 TO),"[1627832, 203944]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,2.0,Randle,203944.0,,,,,,,
327,PT08M22.00S,2021-12-11T01:53:26.4Z,3,REGULAR,steal,,[],203944,,,1610612752,50,50,2021-12-11T01:53:28Z,3270000,,,0,,J. Randle STEAL (1 STL),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT08M21.00S,2021-12-11T01:53:30.4Z,3,REGULAR,foul,personal,[],1627832,,,1610612752,50,50,2021-12-11T01:55:19Z,3280000,,,0,,F. VanVleet take personal FOUL (2 PF),"[1627832, 203944]",1610612761.0,TOR,take,,,VanVleet,F. VanVleet,,,,,,,,,,,,1627964.0,,,,,,,2.0,0.0,Randle,203944.0,,,
330,PT08M15.00S,2021-12-11T01:54:04.0Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629628,88.91261498028909,41.42156862745098,1610612752,50,50,2021-12-11T01:54:09Z,3300000,-43.0,52.0,1,right,MISS R. Barrett 6' driving Hook,[1629628],1610612752.0,NYK,driving,,,Barrett,R. Barrett,,,,,6.72,Missed,,,,,,,,,,,,,,,,,,,
331,PT08M10.00S,2021-12-11T01:54:09.0Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,50,50,2021-12-11T02:01:00Z,3310000,,,0,,P. Siakam REBOUND (Off:0 Def:9),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,330.0,9.0,9.0,0.0,,,,,,,,,,,,,,,
334,PT08M08.00S,2021-12-11T01:54:10.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1628449,6.652431011826544,49.50980392156863,1610612761,52,50,2021-12-11T01:54:23Z,3340000,2.0,10.0,1,left,C. Boucher running DUNK (10 PTS) (F. VanVleet 7 AST),"[1628449, 1627832]",1610612761.0,TOR,running,,,Boucher,C. Boucher,,,,,1.03,Made,,,,,10.0,,F. VanVleet,1627832.0,7.0,,,,,,,,,,
336,PT08M08.00S,2021-12-11T01:54:17.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,52,50,2021-12-11T01:54:17Z,3360000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT07M45.00S,2021-12-11T01:57:27.6Z,3,REGULAR,2pt,Jump Shot,[],203944,78.0059132720105,20.588235294117645,1610612752,52,50,2021-12-11T01:57:32Z,3370000,-147.0,154.0,1,right,MISS J. Randle 21' step back Shot,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,21.31,Missed,,,,,,,,,,,,,,,,,,,
338,PT07M42.00S,2021-12-11T01:57:30.6Z,3,REGULAR,rebound,defensive,[],1627832,,,1610612761,52,50,2021-12-11T01:57:32Z,3380000,,,0,,F. VanVleet REBOUND (Off:1 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,337.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
339,PT07M35.00S,2021-12-11T01:57:37.8Z,3,REGULAR,3pt,Jump Shot,[],1629018,25.837713534822605,86.27450980392157,1610612761,55,50,2021-12-11T01:57:42Z,3390000,-181.0,190.0,1,left,G. Trent Jr. 26' 3PT  (15 PTS) (F. VanVleet 8 AST),"[1629018, 1627832]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,26.3,Made,,,,,15.0,,F. VanVleet,1627832.0,8.0,,,,,,,,,,
341,PT07M14.00S,2021-12-11T01:57:58.7Z,3,REGULAR,3pt,Jump Shot,[],202692,70.12155059132719,15.931372549019606,1610612752,55,50,2021-12-11T01:58:04Z,3410000,-170.0,228.0,1,right,MISS A. Burks 28' 3PT,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,28.49,Missed,,,,,,,,,,,,,,,,,,,
342,PT07M10.00S,2021-12-11T01:58:02.7Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,55,50,2021-12-11T01:58:04Z,3420000,,,0,,S. Barnes REBOUND (Off:2 Def:7),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,341.0,9.0,7.0,2.0,,,,,,,,,,,,,,,
343,PT07M06.00S,2021-12-11T01:58:06.5Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1628449,16.376478318002626,45.83333333333333,1610612761,57,50,2021-12-11T01:58:19Z,3430000,21.0,101.0,1,left,C. Boucher 10' driving floating Jump Shot (12 PTS) (S. Barnes 1 AST),"[1628449, 1630567]",1610612761.0,TOR,driving floating,,,Boucher,C. Boucher,,,,,10.35,Made,,,,,12.0,,S. Barnes,1630567.0,1.0,,,,,,,,,,
345,PT06M48.00S,2021-12-11T01:58:24.4Z,3,REGULAR,3pt,Jump Shot,[],203095,89.56964520367937,4.6568627450980395,1610612752,57,53,2021-12-11T01:58:28Z,3450000,-227.0,46.0,1,right,E. Fournier 3PT  (9 PTS) (R. Barrett 1 AST),"[203095, 1629628]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,23.12,Made,,,,,9.0,,R. Barrett,1629628.0,1.0,,,,,,,,,,
347,PT06M30.00S,2021-12-11T01:58:42.6Z,3,REGULAR,2pt,Jump Shot,[],1628449,19.004599211563733,21.323529411764707,1610612761,59,53,2021-12-11T01:58:54Z,3470000,143.0,126.0,1,left,C. Boucher 19' Jump Shot (14 PTS) (G. Trent Jr. 1 AST),"[1628449, 1629018]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,19.1,Made,,,,,14.0,,G. Trent Jr.,1629018.0,1.0,,,,,,,,,,
