actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,value
264,PT05M29.00S,2021-12-01T01:21:51.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629001,85.23324572930355,44.11764705882353,1610612763,23,40,2021-12-01T01:21:57Z,2640000,-29.0,86.0,1,right,MISS D. Melton 9' floating Shot,[1629001],1610612763.0,MEM,floating,,,Melton,D. Melton,,,,,9.12,Missed,,,,,,,,,,,,,,,,,,,
265,PT05M27.00S,2021-12-01T01:21:53.5Z,2,REGULAR,rebound,offensive,[],1630583,,,1610612763,23,40,2021-12-01T01:21:53Z,2650000,,,0,,S. Aldama REBOUND (Off:2 Def:1),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,264.0,3.0,1.0,2.0,,,,,,,,,,,,,,
266,PT05M25.00S,2021-12-01T01:21:56.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630583,92.72339027595268,26.96078431372549,1610612763,23,40,2021-12-01T01:23:46Z,2660000,-115.0,16.0,1,right,MISS S. Aldama 11' driving floating Shot,[1630583],1610612763.0,MEM,driving floating,,,Aldama,S. Aldama,,,,,11.63,Missed,,,,,,,,,,,,,,,,,,,
267,PT05M23.00S,2021-12-01T01:21:58.2Z,2,REGULAR,rebound,offensive,[],1629001,,,1610612763,23,40,2021-12-01T01:22:04Z,2670000,,,0,,D. Melton REBOUND (Off:1 Def:3),[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,266.0,4.0,3.0,1.0,,,,,,,,,,,,,,
268,PT05M22.00S,2021-12-01T01:21:59.2Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', '2ndchance']",1629001,89.70105124835742,50.245098039215684,1610612763,23,40,2021-12-01T01:23:32Z,2680000,1.0,44.0,1,right,MISS D. Melton fadeaway Shot - blocked,"[1629001, 1627783]",1610612763.0,MEM,fadeaway,,,Melton,D. Melton,,,,,4.43,Missed,,,,,,,,,,,,,,,,,Siakam,1627783.0,
269,PT05M22.00S,2021-12-01T01:21:59.2Z,2,REGULAR,block,,[],1627783,,,1610612763,23,40,2021-12-01T01:22:01Z,2690000,,,0,,P. Siakam BLOCK (1 BLK),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M22.00S,2021-12-01T01:21:59.2Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,23,40,2021-12-01T01:23:32Z,2700000,,,0,,P. Siakam REBOUND (Off:1 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,268.0,4.0,3.0,1.0,,,,,,,,,,,,,,
271,PT05M17.00S,2021-12-01T01:22:03.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627783,7.046649145860711,47.549019607843135,1610612761,25,40,2021-12-01T01:22:20Z,2710000,12.0,14.0,1,left,P. Siakam running Layup (9 PTS),[1627783],1610612761.0,TOR,running,,,Siakam,P. Siakam,,,,,1.84,Made,9.0,,,,,,,,,,,,,,,,,,
272,PT05M09.00S,2021-12-01T01:22:12.3Z,2,REGULAR,turnover,bad pass,[],1630217,,,1610612763,25,40,2021-12-01T01:22:25Z,2720000,,,0,,D. Bane bad pass TURNOVER (1 TO),"[1630217, 1627783]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,1.0,,,,,,Siakam,1627783.0,,,,,,
273,PT05M09.00S,2021-12-01T01:22:12.3Z,2,REGULAR,steal,,[],1627783,,,1610612761,25,40,2021-12-01T01:22:14Z,2730000,,,0,,P. Siakam STEAL (1 STL),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT05M06.00S,2021-12-01T01:22:15.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629004,7.703679369250986,48.529411764705884,1610612761,27,40,2021-12-01T01:22:30Z,2740000,7.0,20.0,1,left,S. Mykhailiuk Layup (2 PTS) (P. Siakam 2 AST),"[1629004, 1627783]",1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,2.12,Made,2.0,,,,,,,,,,,,,P. Siakam,1627783.0,2.0,,,
276,PT05M06.00S,2021-12-01T01:22:21.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,27,40,2021-12-01T01:22:21Z,2760000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT04M52.00S,2021-12-01T01:25:28.3Z,2,REGULAR,3pt,Jump Shot,[],1629001,66.44218134034165,28.676470588235293,1610612763,27,40,2021-12-01T01:31:57Z,2770000,-107.0,263.0,1,right,MISS D. Melton 28' 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,28.37,Missed,,,,,,,,,,,,,,,,,,,
278,PT04M49.00S,2021-12-01T01:25:31.3Z,2,REGULAR,rebound,offensive,[],1630217,,,1610612763,27,40,2021-12-01T01:25:34Z,2780000,,,0,,D. Bane REBOUND (Off:2 Def:2),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,277.0,4.0,2.0,2.0,,,,,,,,,,,,,,
279,PT04M45.00S,2021-12-01T01:25:35.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630217,75.90341655716163,87.25490196078431,1610612763,27,43,2021-12-01T01:25:41Z,2790000,186.0,174.0,1,right,D. Bane 25' 3PT  (16 PTS) (D. Melton 1 AST),"[1630217, 1629001]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,25.49,Made,16.0,,,,,,,,,,,,,D. Melton,1629001.0,1.0,,,
281,PT04M28.00S,2021-12-01T01:25:52.1Z,2,REGULAR,3pt,Jump Shot,[],1627832,30.17411300919842,75.98039215686273,1610612761,30,43,2021-12-01T01:25:58Z,2810000,-130.0,231.0,1,left,F. VanVleet 26' 3PT pullup (7 PTS),[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,26.51,Made,7.0,,,,,,,,,,,,,,,,,,
282,PT04M06.00S,2021-12-01T01:26:13.9Z,2,REGULAR,turnover,bad pass,[],203500,,,1610612763,30,43,2021-12-01T01:26:20Z,2820000,,,0,,S. Adams bad pass TURNOVER (2 TO),"[203500, 1629067]",1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,2.0,,,,,,Bonga,1629067.0,,,,,,
283,PT04M06.00S,2021-12-01T01:26:13.9Z,2,REGULAR,steal,,[],1629067,,,1610612761,30,43,2021-12-01T01:26:17Z,2830000,,,0,,I. Bonga STEAL (1 STL),[1629067],1610612761.0,TOR,,,,Bonga,I. Bonga,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M55.00S,2021-12-01T01:26:25.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629004,28.991458607095925,19.607843137254903,1610612761,33,43,2021-12-01T01:26:30Z,2840000,152.0,220.0,1,left,S. Mykhailiuk 26' 3PT  (5 PTS) (F. VanVleet 1 AST),"[1629004, 1627832]",1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,26.74,Made,5.0,,,,,,,,,,,,,F. VanVleet,1627832.0,1.0,,,
286,PT03M39.00S,2021-12-01T01:26:41.9Z,2,REGULAR,turnover,out-of-bounds,[],1630217,,,1610612763,33,43,2021-12-01T01:33:46Z,2860000,,,0,,D. Bane bad pass out-of-bounds TURNOVER (2 TO),[1630217],1610612763.0,MEM,bad pass,,,Bane,D. Bane,,,,,,,,,,,,2.0,1179.0,,,,,,,,,,,,
287,PT03M39.00S,2021-12-01T01:26:45.6Z,2,REGULAR,substitution,out,[],1629001,,,1610612761,33,43,2021-12-01T01:26:50Z,2870000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT03M39.00S,2021-12-01T01:26:45.6Z,2,REGULAR,substitution,in,[],1628415,,,1610612761,33,43,2021-12-01T01:26:50Z,2880000,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT03M25.00S,2021-12-01T01:27:11.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1627832,15.982260183968464,27.205882352941174,1610612761,33,43,2021-12-01T01:27:17Z,2890000,114.0,98.0,1,left,MISS F. VanVleet 15' fadeaway Shot,[1627832],1610612761.0,TOR,fadeaway,,,VanVleet,F. VanVleet,,,,,15.01,Missed,,,,,,,,,,,,,,,,,,,
290,PT03M21.00S,2021-12-01T01:27:15.4Z,2,REGULAR,rebound,defensive,[],203500,,,1610612763,33,43,2021-12-01T01:27:17Z,2900000,,,0,,S. Adams REBOUND (Off:2 Def:4),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,289.0,6.0,4.0,2.0,,,,,,,,,,,,,,
291,PT03M11.00S,2021-12-01T01:27:24.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,93.51182654402102,53.67647058823529,1610612763,33,45,2021-12-01T01:27:30Z,2910000,18.0,8.0,1,right,D. Brooks driving reverse Layup (8 PTS),[1628415],1610612763.0,MEM,driving reverse,,,Brooks,D. Brooks,,,,,2.03,Made,8.0,,,,,,,,,,,,,,,,,,
292,PT02M57.00S,2021-12-01T01:27:37.7Z,2,REGULAR,3pt,Jump Shot,[],1629004,26.49474375821288,85.5392156862745,1610612761,33,45,2021-12-01T01:27:43Z,2920000,-178.0,197.0,1,left,MISS S. Mykhailiuk 26' 3PT,[1629004],1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,26.5,Missed,,,,,,,,,,,,,,,,,,,
293,PT02M54.00S,2021-12-01T01:27:40.7Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,33,45,2021-12-01T01:27:43Z,2930000,,,0,,D. Bane REBOUND (Off:2 Def:3),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,292.0,5.0,3.0,2.0,,,,,,,,,,,,,,
294,PT02M46.00S,2021-12-01T01:27:48.6Z,2,REGULAR,3pt,Jump Shot,[],1628415,71.56701708278581,24.509803921568626,1610612763,33,45,2021-12-01T01:27:56Z,2940000,-127.0,215.0,1,right,MISS D. Brooks 24' 3PT,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,24.98,Missed,,,,,,,,,,,,,,,,,,,
295,PT02M45.00S,2021-12-01T01:27:49.6Z,2,REGULAR,rebound,offensive,[],203937,,,1610612763,33,45,2021-12-01T01:36:58Z,2950000,,,0,,K. Anderson REBOUND (Off:2 Def:3),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,294.0,5.0,3.0,2.0,,,,,,,,,,,,,,
297,PT02M45.00S,2021-12-01T01:28:05.9Z,2,REGULAR,foul,personal,[],1629004,,,1610612763,33,45,2021-12-01T01:30:06Z,2970000,,,0,,S. Mykhailiuk personal FOUL (2 PF),"[1629004, 203937]",1610612761.0,TOR,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,1179.0,2.0,0.0,Anderson,203937.0,,,,,,,,
300,PT02M45.00S,2021-12-01T01:29:11.1Z,2,REGULAR,substitution,out,[],1629067,,,1610612763,33,45,2021-12-01T01:29:25Z,3000000,,,0,,SUB out: I. Bonga,[1629067],1610612761.0,TOR,,,,Bonga,I. Bonga,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT02M45.00S,2021-12-01T01:29:11.1Z,2,REGULAR,substitution,out,[],203500,,,1610612763,33,45,2021-12-01T01:29:25Z,3010000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT02M45.00S,2021-12-01T01:29:11.1Z,2,REGULAR,substitution,out,[],1630583,,,1610612763,33,45,2021-12-01T01:29:25Z,3020000,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT02M45.00S,2021-12-01T01:29:11.1Z,2,REGULAR,substitution,in,[],1629139,,,1610612763,33,45,2021-12-01T01:29:25Z,3030000,,,0,,SUB in: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M45.00S,2021-12-01T01:29:11.1Z,2,REGULAR,substitution,in,[],1626145,,,1610612763,33,45,2021-12-01T01:29:25Z,3040000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT02M45.00S,2021-12-01T01:29:11.1Z,2,REGULAR,substitution,in,[],1628991,,,1610612763,33,45,2021-12-01T01:29:25Z,3050000,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT02M28.00S,2021-12-01T01:29:26.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626145,92.9862023653088,5.392156862745098,1610612763,33,45,2021-12-01T01:29:31Z,3060000,-223.0,13.0,1,right,MISS T. Jones 3PT,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,22.34,Missed,,,,,,,,,,,,,,,,,,,
307,PT02M25.00S,2021-12-01T01:29:29.9Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612761,33,45,2021-12-01T01:29:31Z,3070000,,,0,,F. VanVleet REBOUND (Off:0 Def:4),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,306.0,4.0,4.0,0.0,,,,,,,,,,,,,,
308,PT02M24.00S,2021-12-01T01:29:31.5Z,2,REGULAR,2pt,Jump Shot,[],1627832,6.258212877792378,24.019607843137255,1610612761,35,45,2021-12-01T01:31:42Z,3080000,130.0,6.0,1,left,F. VanVleet 13' pullup Jump Shot (9 PTS),[1627832],1610612761.0,TOR,pullup,,,VanVleet,F. VanVleet,,,,,13.01,Made,9.0,,,,,,,,,,,,,,,,,,
309,PT02M07.00S,2021-12-01T01:29:48.5Z,2,REGULAR,3pt,Jump Shot,[],1628991,92.59198423127464,3.1862745098039214,1610612763,35,48,2021-12-01T01:29:56Z,3090000,-234.0,17.0,1,right,J. Jackson Jr. 3PT  (12 PTS) (T. Jones 4 AST),"[1628991, 1626145]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,23.47,Made,12.0,,,,,,,,,,,,,T. Jones,1626145.0,4.0,,,
311,PT01M48.00S,2021-12-01T01:30:07.1Z,2,REGULAR,turnover,lost ball,[],1627832,,,1610612761,35,48,2021-12-01T01:36:38Z,3110000,,,0,,F. VanVleet lost ball TURNOVER (3 TO),"[1627832, 1626145]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,3.0,,,,,,Jones,1626145.0,,,,,,
312,PT01M48.00S,2021-12-01T01:30:07.1Z,2,REGULAR,steal,,[],1626145,,,1610612763,35,48,2021-12-01T01:38:00Z,3120000,,,0,,T. Jones STEAL (3 STL),[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT01M46.00S,2021-12-01T01:30:11.4Z,2,REGULAR,foul,personal,['2freethrow'],1627783,,,1610612763,35,48,2021-12-01T01:30:23Z,3130000,,,0,,P. Siakam shooting personal FOUL (3 PF) (Anderson 2 FT),"[1627783, 203937]",1610612761.0,TOR,shooting,,,Siakam,P. Siakam,,,,,,,,,,,,,1627519.0,3.0,0.0,Anderson,203937.0,,,,,,,,
315,PT01M46.00S,2021-12-01T01:30:50.8Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203937,,,1610612763,35,49,2021-12-01T01:30:50Z,3150000,,,0,,K. Anderson Free Throw 1 of 2 (3 PTS),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
316,PT01M46.00S,2021-12-01T01:30:52.2Z,2,REGULAR,substitution,out,[],1630173,,,1610612763,35,49,2021-12-01T01:31:00Z,3160000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT01M46.00S,2021-12-01T01:30:52.2Z,2,REGULAR,substitution,out,[],1627783,,,1610612763,35,49,2021-12-01T01:31:00Z,3170000,,,0,,SUB out: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT01M46.00S,2021-12-01T01:30:52.2Z,2,REGULAR,substitution,in,[],1630567,,,1610612763,35,49,2021-12-01T01:31:00Z,3180000,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT01M46.00S,2021-12-01T01:30:52.2Z,2,REGULAR,substitution,in,[],1629067,,,1610612763,35,49,2021-12-01T01:31:00Z,3190000,,,0,,SUB in: I. Bonga,[1629067],1610612761.0,TOR,,,,Bonga,I. Bonga,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT01M46.00S,2021-12-01T01:31:24.3Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203937,,,1610612763,35,50,2021-12-01T01:31:24Z,3200000,,,0,,K. Anderson Free Throw 2 of 2 (4 PTS),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
321,PT01M29.00S,2021-12-01T01:31:43.3Z,2,REGULAR,3pt,Jump Shot,[],1629139,9.937582128777924,3.6764705882352944,1610612761,35,50,2021-12-01T01:31:47Z,3210000,232.0,41.0,1,left,MISS Y. Watanabe 3PT,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,23.52,Missed,,,,,,,,,,,,,,,,,,,
322,PT01M26.00S,2021-12-01T01:31:46.3Z,2,REGULAR,rebound,defensive,[],1630217,,,1610612763,35,50,2021-12-01T01:31:47Z,3220000,,,0,,D. Bane REBOUND (Off:2 Def:4),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,321.0,6.0,4.0,2.0,,,,,,,,,,,,,,
323,PT01M09.00S,2021-12-01T01:32:03.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,94.03745072273325,54.166666666666664,1610612763,35,50,2021-12-01T01:32:14Z,3230000,21.0,4.0,1,right,MISS D. Brooks driving reverse Layup,[1628415],1610612763.0,MEM,driving reverse,,,Brooks,D. Brooks,,,,,2.11,Missed,,,,,,,,,,,,,,,,,,,
324,PT01M07.00S,2021-12-01T01:32:05.8Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612761,35,50,2021-12-01T01:32:14Z,3240000,,,0,,F. VanVleet REBOUND (Off:0 Def:5),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,323.0,5.0,5.0,0.0,,,,,,,,,,,,,,
325,PT01M01.00S,2021-12-01T01:32:16.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628415,,,1610612761,35,50,2021-12-01T01:32:26Z,3250000,,,0,,D. Brooks shooting personal FOUL (3 PF) (VanVleet 2 FT),"[1628415, 1627832]",1610612763.0,MEM,shooting,,,Brooks,D. Brooks,,,,,,,,,,,,,1179.0,3.0,0.0,VanVleet,1627832.0,,,,,,,,
327,PT01M01.00S,2021-12-01T01:32:36.0Z,2,REGULAR,freethrow,1 of 2,[],1627832,,,1610612761,36,50,2021-12-01T01:32:36Z,3270000,,,0,,F. VanVleet Free Throw 1 of 2 (10 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,10.0,,,,,,,,,,,,,,,,,,
328,PT01M01.00S,2021-12-01T01:32:37.7Z,2,REGULAR,substitution,out,[],1628415,,,1610612761,36,50,2021-12-01T01:32:41Z,3280000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT01M01.00S,2021-12-01T01:32:37.7Z,2,REGULAR,substitution,in,[],1629001,,,1610612761,36,50,2021-12-01T01:32:41Z,3290000,,,0,,SUB in: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT01M01.00S,2021-12-01T01:32:51.7Z,2,REGULAR,freethrow,2 of 2,[],1627832,,,1610612761,37,50,2021-12-01T01:32:51Z,3300000,,,0,,F. VanVleet Free Throw 2 of 2 (11 PTS),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
331,PT00M45.60S,2021-12-01T01:33:10.3Z,2,REGULAR,3pt,Jump Shot,[],1628991,76.03482260183968,12.990196078431374,1610612763,37,50,2021-12-01T01:33:26Z,3310000,-185.0,173.0,1,right,MISS J. Jackson Jr. 25' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,25.31,Missed,,,,,,,,,,,,,,,,,,,
332,PT00M43.20S,2021-12-01T01:33:12.7Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612761,37,50,2021-12-01T01:33:26Z,3320000,,,0,,F. VanVleet REBOUND (Off:0 Def:6),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,331.0,6.0,6.0,0.0,,,,,,,,,,,,,,
334,PT00M31.20S,2021-12-01T01:33:25.3Z,2,REGULAR,2pt,Jump Shot,[],1627832,22.552562417871222,24.754901960784316,1610612761,39,50,2021-12-01T01:33:46Z,3330000,126.0,159.0,1,left,F. VanVleet 20' step back Jump Shot (13 PTS),[1627832],1610612761.0,TOR,step back,,,VanVleet,F. VanVleet,,,,,20.34,Made,13.0,,,,,,,,,,,,,,,,,,
335,PT00M09.10S,2021-12-01T01:33:50.7Z,2,REGULAR,3pt,Jump Shot,[],1630217,82.34231274638634,5.637254901960785,1610612763,39,50,2021-12-01T01:33:55Z,3340000,-222.0,113.0,1,right,MISS D. Bane 24' 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,24.92,Missed,,,,,,,,,,,,,,,,,,,
336,PT00M06.80S,2021-12-01T01:33:53.0Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612761,39,50,2021-12-01T01:33:53Z,3350000,,,0,,F. VanVleet REBOUND (Off:0 Def:7),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,335.0,7.0,7.0,0.0,,,,,,,,,,,,,,
337,PT00M00.00S,2021-12-01T01:34:02.4Z,2,REGULAR,period,end,[],0,,,1610612761,39,50,2021-12-01T01:34:02Z,3360000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2021-12-01T01:48:23.0Z,3,REGULAR,substitution,out,['startperiod'],1629067,,,1610612761,39,50,2021-12-01T01:49:17Z,3370000,,,0,,SUB out: I. Bonga,[1629067],1610612761.0,TOR,,,,Bonga,I. Bonga,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2021-12-01T01:48:23.0Z,3,REGULAR,substitution,out,['startperiod'],1629139,,,1610612761,39,50,2021-12-01T01:49:17Z,3380000,,,0,,SUB out: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2021-12-01T01:48:23.0Z,3,REGULAR,substitution,out,['startperiod'],203937,,,1610612761,39,50,2021-12-01T01:49:17Z,3390000,,,0,,SUB out: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2021-12-01T01:48:23.0Z,3,REGULAR,substitution,out,['startperiod'],1629001,,,1610612761,39,50,2021-12-01T01:49:17Z,3400000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2021-12-01T01:48:23.0Z,3,REGULAR,substitution,in,['startperiod'],1627783,,,1610612761,39,50,2021-12-01T01:49:17Z,3410000,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2021-12-01T01:48:23.0Z,3,REGULAR,substitution,in,['startperiod'],1630173,,,1610612761,39,50,2021-12-01T01:49:17Z,3420000,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2021-12-01T01:48:23.0Z,3,REGULAR,substitution,in,['startperiod'],203500,,,1610612761,39,50,2021-12-01T01:49:17Z,3430000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2021-12-01T01:48:23.0Z,3,REGULAR,substitution,in,['startperiod'],1628415,,,1610612761,39,50,2021-12-01T01:49:17Z,3440000,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2021-12-01T01:50:01.0Z,3,REGULAR,period,start,[],0,,,1610612761,39,50,2021-12-01T01:50:01Z,3450000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT11M40.00S,2021-12-01T01:50:20.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629004,86.15308804204993,37.99019607843137,1610612761,39,50,2021-12-01T01:50:27Z,3460000,-60.0,78.0,1,right,MISS S. Mykhailiuk 9' driving floating Shot,[1629004],1610612761.0,TOR,driving floating,,,Mykhailiuk,S. Mykhailiuk,,,,,9.82,Missed,,,,,,,,,,,,,,,,,,,
348,PT11M35.00S,2021-12-01T01:50:25.1Z,3,REGULAR,rebound,offensive,[],1630567,,,1610612761,39,50,2021-12-01T01:50:27Z,3470000,,,0,,S. Barnes REBOUND (Off:2 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,347.0,4.0,2.0,2.0,,,,,,,,,,,,,,
349,PT11M35.00S,2021-12-01T01:50:24.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630567,94.40999984741211,50.0,1610612761,39,50,2021-12-01T01:50:24Z,3480000,0.0,0.0,1,right,MISS S. Barnes tip Layup,[1630567],1610612761.0,TOR,tip,,,Barnes,S. Barnes,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
