actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,value
361,PT09M57.00S,2022-01-26T01:27:36.9Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",203486,94.43166885676742,48.03921568627451,1610612766,76,65,2022-01-26T01:27:44Z,3520000,-10.0,0.0,1,right,M. Plumlee cutting DUNK (6 PTS) (C. Martin 1 AST),"[203486, 1628998]",1610612766.0,CHA,cutting,,,Plumlee,M. Plumlee,,,,,,,,,,Made,6.0,0.98,C. Martin,1628998.0,1.0,,,,,,,,,,
363,PT09M42.00S,2022-01-26T01:27:53.6Z,3,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612761,76,65,2022-01-26T01:28:06Z,3540000,,,0,,L. Ball shooting personal FOUL (2 PF) (Anunoby 2 FT),"[1630163, 1628384]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,203592.0,2.0,0.0,Anunoby,1628384.0,,,,,,,,,,,,,,,,
365,PT09M42.00S,2022-01-26T01:28:31.1Z,3,REGULAR,freethrow,1 of 2,[],1628384,,,1610612761,77,65,2022-01-26T01:28:31Z,3560000,,,0,,O. Anunoby Free Throw 1 of 2 (14 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,
366,PT09M42.00S,2022-01-26T01:28:45.9Z,3,REGULAR,freethrow,2 of 2,[],1628384,,,1610612761,78,65,2022-01-26T01:28:45Z,3570000,,,0,,O. Anunoby Free Throw 2 of 2 (15 PTS),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
367,PT09M26.00S,2022-01-26T01:29:04.5Z,3,REGULAR,3pt,Jump Shot,[],1628970,73.53810775295663,15.441176470588236,1610612766,78,68,2022-01-26T01:29:12Z,3580000,-173.0,196.0,1,right,M. Bridges 26' 3PT  (18 PTS) (M. Plumlee 1 AST),"[1628970, 203486]",1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,Made,18.0,26.14,M. Plumlee,203486.0,1.0,,,,,,,,,,
369,PT09M19.00S,2022-01-26T01:29:09.9Z,3,REGULAR,turnover,bad pass,[],1630173,,,1610612761,78,68,2022-01-26T01:29:16Z,3600000,,,0,,P. Achiuwa bad pass TURNOVER (1 TO),"[1630173, 1626179]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,1.0,,,,,,,Rozier,1626179.0,
370,PT09M19.00S,2022-01-26T01:29:09.9Z,3,REGULAR,steal,,[],1626179,,,1610612766,78,68,2022-01-26T01:29:12Z,3610000,,,0,,T. Rozier STEAL (2 STL),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT09M16.00S,2022-01-26T01:29:13.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626179,94.30026281208936,50.0,1610612766,78,70,2022-01-26T01:32:03Z,3620000,0.0,1.0,1,right,T. Rozier Layup (12 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,Made,12.0,0.11,,,,,,,,,,,,,
372,PT08M59.00S,2022-01-26T01:29:30.0Z,3,REGULAR,3pt,Jump Shot,[],1628384,30.962549277266753,69.6078431372549,1610612761,78,70,2022-01-26T01:29:36Z,3630000,-98.0,239.0,1,left,MISS O. Anunoby 25' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,Missed,,25.78,,,,,,,,,,,,,
373,PT08M57.00S,2022-01-26T01:29:32.0Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612766,78,70,2022-01-26T01:29:36Z,3640000,,,0,,T. Rozier REBOUND (Off:1 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,372.0,2.0,1.0,1.0,,,
374,PT08M54.00S,2022-01-26T01:29:36.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1630163,94.56307490144546,48.28431372549019,1610612766,78,72,2022-01-26T01:29:46Z,3650000,-9.0,-1.0,1,right,L. Ball running DUNK (13 PTS) (T. Rozier 6 AST),"[1630163, 1626179]",1610612766.0,CHA,running,,,Ball,L. Ball,,,,,,,,,,Made,13.0,0.87,T. Rozier,1626179.0,6.0,,,,,,,,,,
376,PT08M54.00S,2022-01-26T01:29:41.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,78,72,2022-01-26T01:29:41Z,3670000,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377,PT08M54.00S,2022-01-26T01:31:17.6Z,3,REGULAR,substitution,out,[],1628449,,,1610612761,78,72,2022-01-26T01:32:05Z,3680000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
378,PT08M54.00S,2022-01-26T01:31:17.6Z,3,REGULAR,substitution,in,[],1630625,,,1610612761,78,72,2022-01-26T01:32:05Z,3690000,,,0,,SUB in: D. Banton,[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
379,PT08M30.00S,2022-01-26T01:32:53.7Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612761,78,72,2022-01-26T01:33:05Z,3700000,,,0,,TOR shot clock Team TURNOVER,[],1610612761.0,TOR,,,,,,,,,,201246.0,,,,,,,,,,,,,,,,,,,,
380,PT08M12.00S,2022-01-26T01:33:25.4Z,3,REGULAR,foul,personal,[],1628384,,,1610612766,78,72,2022-01-26T01:33:40Z,3710000,,,0,,O. Anunoby personal FOUL (1 PF),"[1628384, 203486]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,201246.0,1.0,0.0,Plumlee,203486.0,,,,,,,,,,,,,,,,
382,PT08M00.00S,2022-01-26T01:33:56.1Z,3,REGULAR,foul,personal,['2freethrow'],1630173,,,1610612766,78,72,2022-01-26T01:34:02Z,3730000,,,0,,P. Achiuwa shooting personal FOUL (1 PF) (Martin 2 FT),"[1630173, 1628998]",1610612761.0,TOR,shooting,,,Achiuwa,P. Achiuwa,,,,,203592.0,1.0,0.0,Martin,1628998.0,,,,,,,,,,,,,,,,
384,PT08M00.00S,2022-01-26T01:34:15.7Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1628998,,,1610612766,78,72,2022-01-26T01:34:15Z,3750000,,,0,,MISS C. Martin Free Throw 1 of 2,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,Missed,,,,,,,,,,,,,,,
385,PT08M00.00S,2022-01-26T01:34:15.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,78,72,2022-01-26T01:34:15Z,3760000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,384.0,,,,,,
386,PT08M00.00S,2022-01-26T01:34:29.9Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1628998,,,1610612766,78,72,2022-01-26T01:34:29Z,3770000,,,0,,MISS C. Martin Free Throw 2 of 2,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,Missed,,,,,,,,,,,,,,,
387,PT07M58.00S,2022-01-26T01:34:31.3Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,78,72,2022-01-26T01:34:31Z,3780000,,,0,,P. Achiuwa REBOUND (Off:2 Def:4),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,386.0,6.0,4.0,2.0,,,
388,PT07M45.00S,2022-01-26T01:34:44.6Z,3,REGULAR,2pt,Jump Shot,[],1629018,18.347568988173457,21.323529411764707,1610612761,78,72,2022-01-26T01:34:50Z,3790000,143.0,120.0,1,left,MISS G. Trent Jr. 18' pullup Shot,[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,Missed,,18.7,,,,,,,,,,,,,
389,PT07M41.00S,2022-01-26T01:34:48.6Z,3,REGULAR,rebound,defensive,[],203486,,,1610612766,78,72,2022-01-26T01:34:50Z,3800000,,,0,,M. Plumlee REBOUND (Off:2 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,388.0,5.0,3.0,2.0,,,
390,PT07M29.00S,2022-01-26T01:34:59.1Z,3,REGULAR,3pt,Jump Shot,[],1630163,92.59198423127464,4.166666666666666,1610612766,78,75,2022-01-26T01:35:04Z,3810000,-229.0,17.0,1,right,L. Ball 3PT  (16 PTS) (M. Plumlee 2 AST),"[1630163, 203486]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,Made,16.0,22.98,M. Plumlee,203486.0,2.0,,,,,,,,,,
392,PT07M10.00S,2022-01-26T01:35:18.6Z,3,REGULAR,2pt,Jump Shot,[],1630625,21.50131406044678,51.225490196078425,1610612761,80,75,2022-01-26T01:35:25Z,3830000,-6.0,150.0,1,left,D. Banton 14' pullup Jump Shot (8 PTS),[1630625],1610612761.0,TOR,pullup,,,Banton,D. Banton,,,,,,,,,,Made,8.0,14.97,,,,,,,,,,,,,
393,PT06M56.00S,2022-01-26T01:35:32.7Z,3,REGULAR,3pt,Jump Shot,[],1626179,93.38042049934296,95.83333333333334,1610612766,80,75,2022-01-26T01:35:37Z,3840000,229.0,10.0,1,right,MISS T. Rozier 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,Missed,,22.94,,,,,,,,,,,,,
394,PT06M54.00S,2022-01-26T01:35:34.7Z,3,REGULAR,rebound,defensive,[],1630173,,,1610612761,80,75,2022-01-26T01:35:37Z,3850000,,,0,,P. Achiuwa REBOUND (Off:2 Def:5),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,393.0,7.0,5.0,2.0,,,
395,PT06M45.00S,2022-01-26T01:35:46.7Z,3,REGULAR,turnover,out-of-bounds,[],1630625,,,1610612761,80,75,2022-01-26T01:35:55Z,3860000,,,0,,D. Banton lost ball out-of-bounds TURNOVER (1 TO),[1630625],1610612761.0,TOR,lost ball,,,Banton,D. Banton,,,,,203592.0,,,,,,,,,,,1.0,,,,,,,,,
396,PT06M45.00S,2022-01-26T01:35:50.4Z,3,REGULAR,substitution,out,[],1630173,,,1610612766,80,75,2022-01-26T01:35:55Z,3870000,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT06M45.00S,2022-01-26T01:35:50.4Z,3,REGULAR,substitution,in,[],1628449,,,1610612766,80,75,2022-01-26T01:35:55Z,3880000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT06M32.00S,2022-01-26T01:36:16.4Z,3,REGULAR,turnover,bad pass,[],1630163,,,1610612766,80,75,2022-01-26T01:36:21Z,3890000,,,0,,L. Ball bad pass TURNOVER (3 TO),"[1630163, 1628449]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,3.0,,,,,,,Boucher,1628449.0,
399,PT06M32.00S,2022-01-26T01:36:16.4Z,3,REGULAR,steal,,[],1628449,,,1610612761,80,75,2022-01-26T01:36:18Z,3900000,,,0,,C. Boucher STEAL (2 STL),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT06M16.00S,2022-01-26T01:36:32.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628449,7.440867279894875,93.87254901960785,1610612761,83,75,2022-01-26T01:36:38Z,3910000,-219.0,17.0,1,left,C. Boucher 3PT  (5 PTS) (P. Siakam 9 AST),"[1628449, 1627783]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,Made,5.0,22.01,P. Siakam,1627783.0,9.0,,,,,,,,,,
402,PT05M59.00S,2022-01-26T01:36:50.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,93.9060446780552,48.28431372549019,1610612766,83,77,2022-01-26T01:36:56Z,3930000,-9.0,5.0,1,right,M. Plumlee reverse DUNK (8 PTS) (M. Bridges 2 AST),"[203486, 1628970]",1610612766.0,CHA,reverse,,,Plumlee,M. Plumlee,,,,,,,,,,Made,8.0,0.98,M. Bridges,1628970.0,2.0,,,,,,,,,,
404,PT05M49.00S,2022-01-26T01:37:02.3Z,3,REGULAR,foul,personal,[],203486,,,1610612761,83,77,2022-01-26T01:37:12Z,3950000,,,0,,M. Plumlee personal FOUL (2 PF),"[203486, 1628384]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,201246.0,2.0,0.0,Anunoby,1628384.0,,,,,,,,,,,,,,,,
406,PT05M39.00S,2022-01-26T01:37:32.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,16.770696452036795,46.81372549019608,1610612761,85,77,2022-01-26T01:37:40Z,3970000,16.0,105.0,1,left,G. Trent Jr. 10' driving floating Jump Shot (17 PTS) (P. Siakam 10 AST),"[1629018, 1627783]",1610612761.0,TOR,driving floating,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,Made,17.0,10.63,P. Siakam,1627783.0,10.0,,,,,,,,,,
408,PT05M39.00S,2022-01-26T01:37:37.1Z,3,REGULAR,foul,personal,['1freethrow'],1630163,,,1610612761,85,77,2022-01-26T01:37:45Z,3990000,,,0,,L. Ball shooting personal FOUL (3 PF) (Trent Jr. 1 FT),"[1630163, 1629018]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,203592.0,3.0,0.0,Trent Jr.,1629018.0,,,,,,,,,,,,,,,,
410,PT05M39.00S,2022-01-26T01:37:57.4Z,3,REGULAR,freethrow,1 of 1,[],1629018,,,1610612761,86,77,2022-01-26T01:37:57Z,4010000,,,0,,G. Trent Jr. Free Throw 1 of 1 (18 PTS),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,Made,18.0,,,,,,,,,,,,,,
411,PT05M31.00S,2022-01-26T01:38:09.5Z,3,REGULAR,foul,personal,['2freethrow'],1630625,,,1610612766,86,77,2022-01-26T01:38:16Z,4020000,,,0,,D. Banton shooting personal FOUL (4 PF) (Ball 2 FT),"[1630625, 1630163]",1610612761.0,TOR,shooting,,,Banton,D. Banton,,,,,1628487.0,4.0,0.0,Ball,1630163.0,,,,,,,,,,,,,,,,
413,PT05M31.00S,2022-01-26T01:38:37.3Z,3,REGULAR,freethrow,1 of 2,[],1630163,,,1610612766,86,78,2022-01-26T01:38:37Z,4040000,,,0,,L. Ball Free Throw 1 of 2 (17 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,Made,17.0,,,,,,,,,,,,,,
414,PT05M31.00S,2022-01-26T01:38:40.7Z,3,REGULAR,substitution,out,[],203486,,,1610612766,86,78,2022-01-26T01:38:47Z,4050000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT05M31.00S,2022-01-26T01:38:40.7Z,3,REGULAR,substitution,in,[],1626162,,,1610612766,86,78,2022-01-26T01:38:47Z,4060000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT05M31.00S,2022-01-26T01:39:01.4Z,3,REGULAR,freethrow,2 of 2,[],1630163,,,1610612766,86,79,2022-01-26T01:39:01Z,4070000,,,0,,L. Ball Free Throw 2 of 2 (18 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,Made,18.0,,,,,,,,,,,,,,
417,PT05M14.00S,2022-01-26T01:39:24.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612761,86,79,2022-01-26T01:39:24Z,4080000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT05M07.00S,2022-01-26T01:39:42.0Z,3,REGULAR,2pt,Jump Shot,[],1629018,25.18068331143233,63.48039215686274,1610612761,88,79,2022-01-26T01:39:48Z,4090000,-67.0,184.0,1,left,G. Trent Jr. 19' pullup Jump Shot (20 PTS),[1629018],1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,Made,20.0,19.61,,,,,,,,,,,,,
419,PT04M57.00S,2022-01-26T01:39:54.2Z,3,REGULAR,foul,personal,[],1629018,,,1610612766,88,79,2022-01-26T01:40:25Z,4100000,,,0,,G. Trent Jr. personal FOUL (2 PF),"[1629018, 1630163]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,201246.0,2.0,0.0,Ball,1630163.0,,,,,,,,,,,,,,,,
421,PT04M52.00S,2022-01-26T01:40:21.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628970,93.64323258869908,49.754901960784316,1610612766,88,81,2022-01-26T01:40:29Z,4120000,-1.0,7.0,1,right,M. Bridges cutting DUNK (20 PTS) (L. Ball 5 AST),"[1628970, 1630163]",1610612766.0,CHA,cutting,,,Bridges,M. Bridges,,,,,,,,,,Made,20.0,0.74,L. Ball,1630163.0,5.0,,,,,,,,,,
423,PT04M36.00S,2022-01-26T01:40:37.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630625,6.652431011826544,49.754901960784316,1610612761,90,81,2022-01-26T01:40:44Z,4140000,1.0,10.0,1,left,D. Banton driving DUNK (10 PTS),[1630625],1610612761.0,TOR,driving,,,Banton,D. Banton,,,,,,,,,,Made,10.0,1.01,,,,,,,,,,,,,
424,PT04M36.00S,2022-01-26T01:40:41.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,90,81,2022-01-26T01:40:41Z,4150000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
425,PT04M36.00S,2022-01-26T01:42:07.4Z,3,REGULAR,substitution,out,[],1628384,,,1610612766,90,81,2022-01-26T01:43:07Z,4160000,,,0,,SUB out: O. Anunoby,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,
426,PT04M36.00S,2022-01-26T01:42:07.4Z,3,REGULAR,substitution,in,[],1629139,,,1610612766,90,81,2022-01-26T01:43:07Z,4170000,,,0,,SUB in: Y. Watanabe,[1629139],1610612761.0,TOR,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,
427,PT04M24.00S,2022-01-26T01:43:44.0Z,3,REGULAR,turnover,lost ball,[],1630163,,,1610612766,90,81,2022-01-26T01:43:50Z,4180000,,,0,,L. Ball lost ball TURNOVER (4 TO),"[1630163, 1629018]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,4.0,,,,,,,Trent Jr.,1629018.0,
428,PT04M24.00S,2022-01-26T01:43:44.0Z,3,REGULAR,steal,,[],1629018,,,1610612761,90,81,2022-01-26T01:43:46Z,4190000,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
429,PT04M17.00S,2022-01-26T01:43:51.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628449,33.590670170827856,58.08823529411765,1610612761,90,81,2022-01-26T01:44:17Z,4200000,-40.0,263.0,1,left,MISS C. Boucher 26' 3PT,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,Missed,,26.64,,,,,,,,,,,,,
430,PT04M16.00S,2022-01-26T01:43:52.1Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612766,90,81,2022-01-26T01:44:17Z,4210000,,,0,,T. Rozier REBOUND (Off:1 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,429.0,3.0,2.0,1.0,,,
432,PT04M16.00S,2022-01-26T01:44:18.6Z,3,REGULAR,foul,technical,['1freethrow'],1630163,,,1610612766,90,81,2022-01-26T01:44:27Z,4230000,,,0,,L. Ball technical FOUL (1 Tech),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,1628487.0,3.0,1.0,,,,,,,,,,,,,,,,,,
433,PT04M16.00S,2022-01-26T01:44:37.6Z,3,REGULAR,freethrow,1 of 1,[],1627783,,,1610612766,91,81,2022-01-26T01:44:37Z,4240000,,,0,,P. Siakam technical Free Throw 1 of 1 (20 PTS),[1627783],1610612761.0,TOR,technical,,,Siakam,P. Siakam,,,,,,,,,,Made,20.0,,,,,,,,,,,,,,
434,PT04M09.00S,2022-01-26T01:44:58.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628449,,,1610612766,91,81,2022-01-26T01:45:07Z,4250000,,,0,,C. Boucher shooting personal FOUL (3 PF) (Bridges 2 FT),"[1628449, 1628970]",1610612761.0,TOR,shooting,,,Boucher,C. Boucher,,,,,203592.0,3.0,0.0,Bridges,1628970.0,,,,,,,,,,,,,,,,
436,PT04M09.00S,2022-01-26T01:45:27.5Z,3,REGULAR,freethrow,1 of 2,[],1628970,,,1610612766,91,82,2022-01-26T01:45:27Z,4270000,,,0,,M. Bridges Free Throw 1 of 2 (21 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,Made,21.0,,,,,,,,,,,,,,
437,PT04M09.00S,2022-01-26T01:45:38.4Z,3,REGULAR,freethrow,2 of 2,[],1628970,,,1610612766,91,83,2022-01-26T01:45:38Z,4280000,,,0,,M. Bridges Free Throw 2 of 2 (22 PTS),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,Made,22.0,,,,,,,,,,,,,,
438,PT03M47.00S,2022-01-26T01:46:02.9Z,3,REGULAR,3pt,Jump Shot,[],1629018,31.09395532194481,74.26470588235294,1610612761,94,83,2022-01-26T01:46:08Z,4290000,-121.0,240.0,1,left,G. Trent Jr. 26' 3PT  (23 PTS) (P. Siakam 11 AST),"[1629018, 1627783]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,Made,23.0,26.87,P. Siakam,1627783.0,11.0,,,,,,,,,,
440,PT03M32.00S,2022-01-26T01:46:20.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,86.67871222076215,44.6078431372549,1610612766,94,83,2022-01-26T01:46:30Z,4310000,-27.0,73.0,1,right,MISS C. Martin 7' driving Layup - blocked,"[1628998, 1630625]",1610612766.0,CHA,driving,,,Martin,C. Martin,,,,,,,,,,Missed,,7.76,,,,,Banton,1630625.0,,,,,,,
452,PT03M32.00S,2022-01-26T01:46:20.0Z,3,REGULAR,block,,[],1630625,,,1610612766,94,83,2022-01-26T01:47:34Z,4315000,,,0,,D. Banton BLOCK (2 BLK),[1630625],1610612761.0,TOR,,,,Banton,D. Banton,,,,,,,,,,,,,,,,,,,,,,,,,
441,PT03M32.00S,2022-01-26T01:46:20.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,94,83,2022-01-26T01:47:34Z,4320000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,440.0,,,,,,
442,PT03M32.00S,2022-01-26T01:46:24.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612766,94,83,2022-01-26T01:46:24Z,4330000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
443,PT03M32.00S,2022-01-26T01:46:26.9Z,3,REGULAR,substitution,out,[],1630163,,,1610612766,94,83,2022-01-26T01:46:35Z,4340000,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT03M32.00S,2022-01-26T01:46:26.9Z,3,REGULAR,substitution,out,[],1628998,,,1610612766,94,83,2022-01-26T01:46:35Z,4350000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT03M32.00S,2022-01-26T01:46:26.9Z,3,REGULAR,substitution,in,[],1630547,,,1610612766,94,83,2022-01-26T01:46:35Z,4360000,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT03M32.00S,2022-01-26T01:46:26.9Z,3,REGULAR,substitution,in,[],203486,,,1610612766,94,83,2022-01-26T01:46:35Z,4370000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT03M21.00S,2022-01-26T01:46:56.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629139,,,1610612766,94,83,2022-01-26T01:47:04Z,4380000,,,0,,Y. Watanabe shooting personal FOUL (4 PF) (Oubre Jr. 2 FT),"[1629139, 1626162]",1610612761.0,TOR,shooting,,,Watanabe,Y. Watanabe,,,,,201246.0,4.0,0.0,Oubre Jr.,1626162.0,,,,,,,,,,,,,,,,
449,PT03M21.00S,2022-01-26T01:47:20.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1626162,,,1610612766,94,84,2022-01-26T01:47:36Z,4400000,,,0,,K. Oubre Jr. Free Throw 1 of 2 (4 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,
450,PT03M21.00S,2022-01-26T01:47:20.6Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1626162,,,1610612766,94,84,2022-01-26T01:47:36Z,4410000,,,0,,MISS K. Oubre Jr. Free Throw 2 of 2,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,Missed,,,,,,,,,,,,,,,
451,PT03M17.00S,2022-01-26T01:47:24.6Z,3,REGULAR,rebound,defensive,[],1629018,,,1610612761,94,84,2022-01-26T01:47:36Z,4420000,,,0,,G. Trent Jr. REBOUND (Off:0 Def:2),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,450.0,2.0,2.0,0.0,,,
453,PT03M05.00S,2022-01-26T01:47:46.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,14.011169513797633,59.068627450980394,1610612761,94,84,2022-01-26T01:47:53Z,4430000,-45.0,79.0,1,left,MISS P. Siakam 9' turnaround Shot,[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,,,,,,Missed,,9.12,,,,,,,,,,,,,
