actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
256,PT03M47.00S,2022-10-22T00:00:35.7Z,2,REGULAR,substitution,out,[],1630172,,,1610612741,44,39,2022-10-22T00:01:04Z,2530000,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT03M47.00S,2022-10-22T00:00:35.7Z,2,REGULAR,substitution,in,[],1627936,,,1610612741,44,39,2022-10-22T00:01:04Z,2540000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT03M41.00S,2022-10-22T00:01:22.5Z,2,REGULAR,turnover,out-of-bounds,[],202696,,,1610612741,44,39,2022-10-22T00:01:29Z,2550000,,,0,,N. Vucevic bad pass out-of-bounds TURNOVER (1 TO),[202696],1610612741.0,CHI,2003.0,bad pass,,,Vucevic,N. Vucevic,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,1.0,,
259,PT03M26.00S,2022-10-22T00:01:41.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],203078,77.44743758212877,50.73529411764706,1610612764,46,39,2022-10-22T00:19:23Z,2560000,4.0,159.0,1,right,B. Beal 15' fadeaway Jump Shot (6 PTS) (D. Avdija 2 AST),"[203078, 1630166]",1610612764.0,WAS,,fadeaway,,,Beal,B. Beal,,,,,Mid-Range,8-16 Center,15.95,Made,6.0,D. Avdija,1630166.0,2.0,,,,,,,,,,,,,
261,PT03M05.00S,2022-10-22T00:02:01.1Z,2,REGULAR,3pt,Jump Shot,[],1629750,34.60906701708278,33.57843137254902,1610612741,46,39,2022-10-22T00:02:05Z,2580000,82.0,273.0,1,left,MISS J. Green 28' 3PT,[1629750],1610612741.0,CHI,,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,28.49,Missed,,,,,,,,,,,,,,,,,
262,PT03M03.00S,2022-10-22T00:02:03.1Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,46,39,2022-10-22T00:02:05Z,2590000,,,0,,D. Avdija REBOUND (Off:0 Def:3),[1630166],1610612764.0,WAS,,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,,,,261.0,3.0,3.0,0.0,,,,,,,,,
263,PT03M02.00S,2022-10-22T00:02:07.2Z,2,REGULAR,foul,personal,['2freethrow'],1629750,,,1610612764,46,39,2022-10-22T00:03:46Z,2600000,,,0,,J. Green shooting personal FOUL (1 PF) (Kuzma 2 FT),"[1629750, 1628398]",1610612741.0,CHI,2003.0,shooting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1.0,0.0,Kuzma,1628398.0,,,,,
265,PT03M02.00S,2022-10-22T00:02:39.8Z,2,REGULAR,freethrow,1 of 2,[],1628398,,,1610612764,47,39,2022-10-22T00:03:35Z,2620000,,,0,,K. Kuzma Free Throw 1 of 2 (11 PTS),[1628398],1610612764.0,WAS,,,,,Kuzma,K. Kuzma,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,
273,PT03M02.00S,2022-10-22T00:02:39.8Z,2,REGULAR,freethrow,2 of 2,[],1628398,,,1610612764,48,39,2022-10-22T00:03:35Z,2625000,,,0,,K. Kuzma Free Throw 2 of 2 (12 PTS),[1628398],1610612764.0,WAS,,,,,Kuzma,K. Kuzma,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,
266,PT03M02.00S,2022-10-22T00:02:40.6Z,2,REGULAR,substitution,out,[],1629750,,,1610612741,48,39,2022-10-22T00:03:35Z,2630000,,,0,,SUB out: J. Green,[1629750],1610612741.0,CHI,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT03M02.00S,2022-10-22T00:02:40.6Z,2,REGULAR,substitution,in,[],1629632,,,1610612741,48,39,2022-10-22T00:03:35Z,2640000,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT02M46.00S,2022-10-22T00:03:23.9Z,2,REGULAR,3pt,Jump Shot,[],202696,29.221419185282528,81.37254901960785,1610612741,48,42,2022-10-22T00:03:28Z,2650000,-157.0,222.0,1,left,N. Vucevic 27' 3PT  (13 PTS) (D. DeRozan 2 AST),"[202696, 201942]",1610612741.0,CHI,,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,27.2,Made,13.0,D. DeRozan,201942.0,2.0,,,,,,,,,,,,,
274,PT02M23.00S,2022-10-22T00:03:47.3Z,2,REGULAR,3pt,Jump Shot,[],204001,68.24901445466492,27.450980392156865,1610612764,51,42,2022-10-22T00:20:24Z,2670000,-113.0,246.0,1,right,K. Porzingis 27' 3PT step back (12 PTS) (M. Morris 1 AST),"[204001, 1628420]",1610612764.0,WAS,,step back,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,27.06,Made,12.0,M. Morris,1628420.0,1.0,,,,,,,,,,,,,
275,PT02M09.00S,2022-10-22T00:04:01.4Z,2,REGULAR,2pt,Jump Shot,[],201942,24.096583442838366,66.91176470588235,1610612741,51,44,2022-10-22T00:04:05Z,2680000,-85.0,174.0,1,left,D. DeRozan 19' pullup Jump Shot (10 PTS),[201942],1610612741.0,CHI,,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,19.35,Made,10.0,,,,,,,,,,,,,,,,
277,PT01M51.00S,2022-10-22T00:04:18.2Z,2,REGULAR,2pt,Jump Shot,[],203078,78.10446780551905,62.254901960784316,1610612764,53,44,2022-10-22T00:04:25Z,2690000,61.0,153.0,1,right,B. Beal 16' step back Jump Shot (8 PTS),[203078],1610612764.0,WAS,,step back,,,Beal,B. Beal,,,,,Mid-Range,16-24 Right Center,16.51,Made,8.0,,,,,,,,,,,,,,,,
278,PT01M39.00S,2022-10-22T00:04:30.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201942,13.18988173455979,58.33333333333333,1610612741,53,46,2022-10-22T00:04:41Z,2700000,-42.0,71.0,1,left,D. DeRozan 8' driving floating bank Jump Shot (12 PTS),[201942],1610612741.0,CHI,,driving floating bank,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),8-16 Center,8.28,Made,12.0,,,,,,,,,,,,,,,,
279,PT01M20.00S,2022-10-22T00:04:49.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628420,80.20696452036793,64.95098039215686,1610612764,53,46,2022-10-22T00:04:53Z,2710000,75.0,134.0,1,right,MISS M. Morris 15' pullup Shot,[1628420],1610612764.0,WAS,,pullup,,,Morris,M. Morris,,,,,In The Paint (Non-RA),8-16 Center,15.31,Missed,,,,,,,,,,,,,,,,,
280,PT01M17.00S,2022-10-22T00:04:52.0Z,2,REGULAR,rebound,defensive,[],202696,,,1610612741,53,46,2022-10-22T00:04:52Z,2720000,,,0,,N. Vucevic REBOUND (Off:1 Def:2),[202696],1610612741.0,CHI,,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,279.0,3.0,2.0,1.0,,,,,,,,,
281,PT01M12.00S,2022-10-22T00:04:58.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201942,7.408015768725363,50.49019607843137,1610612741,53,48,2022-10-22T00:22:31Z,2730000,-2.0,17.0,1,left,D. DeRozan driving DUNK (14 PTS),[201942],1610612741.0,CHI,,driving,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,1.73,Made,14.0,,,,,,,,,,,,,,,,
282,PT00M55.50S,2022-10-22T00:05:15.3Z,2,REGULAR,turnover,bad pass,[],203078,,,1610612764,53,48,2022-10-22T00:05:19Z,2740000,,,0,,B. Beal bad pass TURNOVER (3 TO),"[203078, 1629632]",1610612764.0,WAS,,,,,Beal,B. Beal,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,3.0,White,1629632.0
283,PT00M55.50S,2022-10-22T00:05:15.3Z,2,REGULAR,steal,,[],1629632,,,1610612741,53,48,2022-10-22T00:05:17Z,2750000,,,0,,C. White STEAL (1 STL),[1629632],1610612741.0,CHI,,,,,White,C. White,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,
284,PT00M49.20S,2022-10-22T00:05:21.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630245,20.285808147174762,8.82352941176471,1610612741,53,48,2022-10-22T00:23:05Z,2760000,206.0,138.0,1,left,MISS A. Dosunmu 24' running 3PT,[1630245],1610612741.0,CHI,,running,,,Dosunmu,A. Dosunmu,,,,,Above the Break 3,24+ Right Center,24.8,Missed,,,,,,,,,,,,,,,,,
285,PT00M46.30S,2022-10-22T00:05:24.6Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,53,48,2022-10-22T00:05:24Z,2770000,,,0,,D. Avdija REBOUND (Off:0 Def:4),[1630166],1610612764.0,WAS,,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,,,,,,,284.0,4.0,4.0,0.0,,,,,,,,,
286,PT00M36.30S,2022-10-22T00:05:34.6Z,2,REGULAR,turnover,bad pass,[],1630166,,,1610612764,53,48,2022-10-22T00:24:40Z,2780000,,,0,,D. Avdija bad pass TURNOVER (1 TO),"[1630166, 1627936]",1610612764.0,WAS,,,,,Avdija,D. Avdija,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,1.0,Caruso,1627936.0
287,PT00M36.30S,2022-10-22T00:05:34.6Z,2,REGULAR,steal,,[],1627936,,,1610612741,53,48,2022-10-22T00:05:36Z,2790000,,,0,,A. Caruso STEAL (2 STL),[1627936],1610612741.0,CHI,,,,,Caruso,A. Caruso,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,
288,PT00M32.00S,2022-10-22T00:05:38.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630245,8.984888304862025,49.01960784313726,1610612741,53,48,2022-10-22T00:24:57Z,2800000,5.0,32.0,1,left,MISS A. Dosunmu running Layup - blocked,"[1630245, 203078]",1610612741.0,CHI,,running,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,3.24,Missed,,,,,,,,,,,,,Beal,203078.0,,,
289,PT00M32.00S,2022-10-22T00:05:38.8Z,2,REGULAR,block,,[],203078,,,1610612741,53,48,2022-10-22T00:05:55Z,2810000,,,0,,B. Beal BLOCK (1 BLK),[203078],1610612764.0,WAS,,,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
290,PT00M28.00S,2022-10-22T00:05:42.8Z,2,REGULAR,rebound,defensive,[],1630166,,,1610612764,53,48,2022-10-22T00:05:42Z,2820000,,,0,,D. Avdija REBOUND (Off:0 Def:5),[1630166],1610612764.0,WAS,,,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,,,,,,,288.0,5.0,5.0,0.0,,,,,,,,,
291,PT00M27.10S,2022-10-22T00:05:44.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628398,77.31603153745073,6.617647058823522,1610612764,56,48,2022-10-22T00:26:22Z,2830000,-217.0,161.0,1,right,K. Kuzma 26' 3PT running pullup (15 PTS) (D. Avdija 3 AST),"[1628398, 1630166]",1610612764.0,WAS,,running pullup,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,26.99,Made,15.0,D. Avdija,1630166.0,3.0,,,,,,,,,,,,,
293,PT00M08.90S,2022-10-22T00:06:13.3Z,2,REGULAR,foul,personal,[],1630166,,,1610612741,56,48,2022-10-22T00:06:28Z,2850000,,,0,,D. Avdija personal FOUL (2 PF),"[1630166, 202696]",1610612764.0,WAS,101283.0,,,,Avdija,D. Avdija,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,2.0,0.0,Vucevic,202696.0,,,,,
295,PT00M08.90S,2022-10-22T00:06:27.4Z,2,REGULAR,substitution,out,[],204001,,,1610612741,56,48,2022-10-22T00:06:46Z,2870000,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT00M08.90S,2022-10-22T00:06:27.4Z,2,REGULAR,substitution,out,[],1628420,,,1610612741,56,48,2022-10-22T00:06:46Z,2880000,,,0,,SUB out: M. Morris,[1628420],1610612764.0,WAS,,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT00M08.90S,2022-10-22T00:06:27.4Z,2,REGULAR,substitution,in,[],1629060,,,1610612741,56,48,2022-10-22T00:06:46Z,2890000,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT00M08.90S,2022-10-22T00:06:27.4Z,2,REGULAR,substitution,in,[],1626153,,,1610612741,56,48,2022-10-22T00:06:46Z,2900000,,,0,,SUB in: D. Wright,[1626153],1610612764.0,WAS,,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT00M01.50S,2022-10-22T00:06:54.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202696,16.212220762155056,49.01960784313726,1610612741,56,50,2022-10-22T00:27:18Z,2910000,5.0,100.0,1,left,N. Vucevic 10' driving floating Jump Shot (15 PTS) (D. DeRozan 3 AST),"[202696, 201942]",1610612741.0,CHI,,driving floating,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,10.0,Made,15.0,D. DeRozan,201942.0,3.0,,,,,,,,,,,,,
303,PT00M00.00S,2022-10-22T00:07:09.6Z,2,REGULAR,period,end,[],0,,,1610612764,56,50,2022-10-22T00:28:50Z,2950000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT12M00.00S,2022-10-22T00:21:51.2Z,3,REGULAR,substitution,out,['startperiod'],1629060,,,1610612764,56,50,2022-10-22T00:28:50Z,2960000,,,0,,SUB out: R. Hachimura,[1629060],1610612764.0,WAS,,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2022-10-22T00:21:51.2Z,3,REGULAR,substitution,out,['startperiod'],1626153,,,1610612764,56,50,2022-10-22T00:28:50Z,2970000,,,0,,SUB out: D. Wright,[1626153],1610612764.0,WAS,,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT12M00.00S,2022-10-22T00:21:51.2Z,3,REGULAR,substitution,out,['startperiod'],1629632,,,1610612764,56,50,2022-10-22T00:28:50Z,2980000,,,0,,SUB out: C. White,[1629632],1610612741.0,CHI,,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT12M00.00S,2022-10-22T00:21:51.2Z,3,REGULAR,substitution,in,['startperiod'],1628420,,,1610612764,56,50,2022-10-22T00:28:50Z,2990000,,,0,,SUB in: M. Morris,[1628420],1610612764.0,WAS,,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT12M00.00S,2022-10-22T00:21:51.2Z,3,REGULAR,substitution,in,['startperiod'],204001,,,1610612764,56,50,2022-10-22T00:28:50Z,3000000,,,0,,SUB in: K. Porzingis,[204001],1610612764.0,WAS,,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT12M00.00S,2022-10-22T00:21:51.2Z,3,REGULAR,substitution,in,['startperiod'],1630172,,,1610612764,56,50,2022-10-22T00:28:50Z,3010000,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2022-10-22T00:22:23.4Z,3,REGULAR,period,start,[],0,,,1610612764,56,50,2022-10-22T00:22:23Z,3020000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT11M42.00S,2022-10-22T00:22:39.5Z,3,REGULAR,3pt,Jump Shot,[],1628398,23.96517739816032,87.00980392156862,1610612764,59,50,2022-10-22T00:22:43Z,3030000,-185.0,173.0,1,left,K. Kuzma 25' 3PT  (18 PTS) (M. Morris 2 AST),"[1628398, 1628420]",1610612764.0,WAS,,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,25.31,Made,18.0,M. Morris,1628420.0,2.0,,,,,,,,,,,,,
315,PT11M18.00S,2022-10-22T00:23:04.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],202696,88.87976346911958,49.26470588235294,1610612741,59,50,2022-10-22T00:23:09Z,3050000,-4.0,52.0,1,right,MISS N. Vucevic turnaround Hook,[202696],1610612741.0,CHI,,turnaround,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,5.21,Missed,,,,,,,,,,,,,,,,,
316,PT11M15.00S,2022-10-22T00:23:07.8Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612764,59,50,2022-10-22T00:23:09Z,3060000,,,0,,K. Kuzma REBOUND (Off:1 Def:5),[1628398],1610612764.0,WAS,,,,,Kuzma,K. Kuzma,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,315.0,6.0,5.0,1.0,,,,,,,,,
317,PT11M10.00S,2022-10-22T00:23:12.4Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628398,33.6892247043364,45.09803921568627,1610612764,62,50,2022-10-22T00:29:28Z,3070000,25.0,264.0,1,left,K. Kuzma 26' 3PT running (21 PTS) (B. Beal 5 AST),"[1628398, 203078]",1610612764.0,WAS,,running,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,26.53,Made,21.0,B. Beal,203078.0,5.0,,,,,,,,,,,,,
319,PT11M09.00S,2022-10-22T00:23:18.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,62,50,2022-10-22T00:23:18Z,3090000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT10M45.00S,2022-10-22T00:26:31.8Z,3,REGULAR,3pt,Jump Shot,[],1630172,86.90867279894876,3.4313725490196134,1610612741,62,50,2022-10-22T00:26:37Z,3100000,-233.0,71.0,1,right,MISS P. Williams 24' 3PT,[1630172],1610612741.0,CHI,,,,,Williams,P. Williams,,,,,Left Corner 3,24+ Left,24.33,Missed,,,,,,,,,,,,,,,,,
321,PT10M43.00S,2022-10-22T00:26:33.8Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612764,62,50,2022-10-22T00:26:37Z,3110000,,,0,,D. Avdija REBOUND (Off:0 Def:6),[1630166],1610612764.0,WAS,,,,,Avdija,D. Avdija,,,,,Left Corner 3,24+ Left,,,,,,,320.0,6.0,6.0,0.0,,,,,,,,,
322,PT10M28.00S,2022-10-22T00:26:50.0Z,3,REGULAR,2pt,Jump Shot,[],1628398,19.103153745072277,18.627450980392155,1610612764,62,50,2022-10-22T00:31:53Z,3120000,157.0,127.0,1,left,MISS K. Kuzma 20' step back Shot,[1628398],1610612764.0,WAS,,step back,,,Kuzma,K. Kuzma,,,,,Mid-Range,16-24 Right Center,20.19,Missed,,,,,,,,,,,,,,,,,
323,PT10M24.00S,2022-10-22T00:26:54.0Z,3,REGULAR,rebound,defensive,[],1627936,,,1610612741,62,50,2022-10-22T00:26:54Z,3130000,,,0,,A. Caruso REBOUND (Off:0 Def:1),[1627936],1610612741.0,CHI,,,,,Caruso,A. Caruso,,,,,Mid-Range,16-24 Right Center,,,,,,,322.0,1.0,1.0,0.0,,,,,,,,,
324,PT10M22.00S,2022-10-22T00:26:55.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],202696,65.48948751642575,54.16666666666667,1610612741,62,50,2022-10-22T00:32:31Z,3140000,21.0,272.0,1,right,MISS N. Vucevic 27' running 3PT,[202696],1610612741.0,CHI,,running,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Center,27.27,Missed,,,,,,,,,,,,,,,,,
325,PT10M19.00S,2022-10-22T00:26:58.2Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612764,62,50,2022-10-22T00:27:00Z,3150000,,,0,,D. Avdija REBOUND (Off:0 Def:7),[1630166],1610612764.0,WAS,,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,,,,324.0,7.0,7.0,0.0,,,,,,,,,
326,PT10M02.00S,2022-10-22T00:27:15.0Z,3,REGULAR,2pt,Jump Shot,[],204001,20.285808147174762,28.92156862745098,1610612764,62,50,2022-10-22T00:27:19Z,3160000,105.0,138.0,1,left,MISS K. Porzingis 17' pullup Shot,[204001],1610612764.0,WAS,,pullup,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Right Center,17.38,Missed,,,,,,,,,,,,,,,,,
327,PT09M59.00S,2022-10-22T00:27:18.0Z,3,REGULAR,rebound,defensive,[],202696,,,1610612741,62,50,2022-10-22T00:27:19Z,3170000,,,0,,N. Vucevic REBOUND (Off:1 Def:3),[202696],1610612741.0,CHI,,,,,Vucevic,N. Vucevic,,,,,Mid-Range,16-24 Right Center,,,,,,,326.0,4.0,3.0,1.0,,,,,,,,,
328,PT09M45.00S,2022-10-22T00:27:32.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202696,84.80617608409987,46.568627450980394,1610612741,62,50,2022-10-22T00:33:40Z,3180000,-17.0,90.0,1,right,MISS N. Vucevic 9' finger roll Layup,[202696],1610612741.0,CHI,,finger roll,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),8-16 Center,9.19,Missed,,,,,,,,,,,,,,,,,
329,PT09M42.00S,2022-10-22T00:27:35.3Z,3,REGULAR,rebound,defensive,[],203078,,,1610612764,62,50,2022-10-22T00:27:36Z,3190000,,,0,,B. Beal REBOUND (Off:0 Def:1),[203078],1610612764.0,WAS,,,,,Beal,B. Beal,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,328.0,1.0,1.0,0.0,,,,,,,,,
330,PT09M38.00S,2022-10-22T00:27:39.5Z,3,REGULAR,turnover,bad pass,[],203078,,,1610612764,62,50,2022-10-22T00:27:43Z,3200000,,,0,,B. Beal bad pass TURNOVER (4 TO),"[203078, 1627936]",1610612764.0,WAS,,,,,Beal,B. Beal,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,4.0,Caruso,1627936.0
331,PT09M38.00S,2022-10-22T00:27:39.5Z,3,REGULAR,steal,,[],1627936,,,1610612741,62,50,2022-10-22T00:27:41Z,3210000,,,0,,A. Caruso STEAL (3 STL),[1627936],1610612741.0,CHI,,,,,Caruso,A. Caruso,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,
332,PT09M34.00S,2022-10-22T00:27:43.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630245,90.98226018396846,50.245098039215684,1610612741,62,50,2022-10-22T00:34:41Z,3220000,1.0,32.0,1,right,MISS A. Dosunmu running Layup - blocked,"[1630245, 203078]",1610612741.0,CHI,,running,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,3.23,Missed,,,,,,,,,,,,,Beal,203078.0,,,
333,PT09M34.00S,2022-10-22T00:27:43.0Z,3,REGULAR,block,,[],203078,,,1610612741,62,50,2022-10-22T00:27:50Z,3230000,,,0,,B. Beal BLOCK (2 BLK),[203078],1610612764.0,WAS,,,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
334,PT09M26.00S,2022-10-22T00:27:51.0Z,3,REGULAR,rebound,defensive,[],1628420,,,1610612764,62,50,2022-10-22T00:27:53Z,3240000,,,0,,M. Morris REBOUND (Off:0 Def:2),[1628420],1610612764.0,WAS,,,,,Morris,M. Morris,,,,,Restricted Area,0-8 Center,,,,,,,332.0,2.0,2.0,0.0,,,,,,,,,
335,PT09M24.00S,2022-10-22T00:27:52.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630166,21.994086727989497,10.049019607843135,1610612764,65,50,2022-10-22T00:35:30Z,3250000,200.0,154.0,1,left,D. Avdija 25' 3PT running (3 PTS) (M. Morris 3 AST),"[1630166, 1628420]",1610612764.0,WAS,,running,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Right Center,25.24,Made,3.0,M. Morris,1628420.0,3.0,,,,,,,,,,,,,
337,PT09M17.00S,2022-10-22T00:27:59.9Z,3,REGULAR,turnover,bad pass,[],1627936,,,1610612741,65,50,2022-10-22T00:28:03Z,3270000,,,0,,A. Caruso bad pass TURNOVER (3 TO),"[1627936, 204001]",1610612741.0,CHI,,,,,Caruso,A. Caruso,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,3.0,Porzingis,204001.0
338,PT09M17.00S,2022-10-22T00:27:59.9Z,3,REGULAR,steal,,[],204001,,,1610612764,65,50,2022-10-22T00:39:37Z,3280000,,,0,,K. Porzingis STEAL (1 STL),[204001],1610612764.0,WAS,,,,,Porzingis,K. Porzingis,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,
339,PT09M11.00S,2022-10-22T00:28:06.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],204001,31.718134034165573,31.617647058823522,1610612764,65,50,2022-10-22T00:28:10Z,3290000,92.0,246.0,1,left,MISS K. Porzingis 26' 3PT,[204001],1610612764.0,WAS,,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Right Center,26.23,Missed,,,,,,,,,,,,,,,,,
340,PT09M08.00S,2022-10-22T00:28:09.2Z,3,REGULAR,rebound,defensive,[],1627936,,,1610612741,65,50,2022-10-22T00:28:10Z,3300000,,,0,,A. Caruso REBOUND (Off:0 Def:2),[1627936],1610612741.0,CHI,,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Right Center,,,,,,,339.0,2.0,2.0,0.0,,,,,,,,,
341,PT09M01.00S,2022-10-22T00:28:16.0Z,3,REGULAR,turnover,bad pass,[],1627936,,,1610612741,65,50,2022-10-22T00:28:19Z,3310000,,,0,,A. Caruso bad pass TURNOVER (4 TO),"[1627936, 1628420]",1610612741.0,CHI,,,,,Caruso,A. Caruso,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,4.0,Morris,1628420.0
342,PT09M01.00S,2022-10-22T00:28:16.0Z,3,REGULAR,steal,,[],1628420,,,1610612764,65,50,2022-10-22T00:28:18Z,3320000,,,0,,M. Morris STEAL (1 STL),[1628420],1610612764.0,WAS,,,,,Morris,M. Morris,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,
343,PT08M57.00S,2022-10-22T00:28:20.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630166,8.722076215505908,50.245098039215684,1610612764,65,50,2022-10-22T00:39:13Z,3330000,-1.0,29.0,1,left,MISS D. Avdija running alley-oop DUNK,[1630166],1610612764.0,WAS,,running alley-oop,,,Avdija,D. Avdija,,,,,Restricted Area,0-8 Center,2.95,Missed,,,,,,,,,,,,,,,,,
