actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
352,PT10M38.00S,2022-11-21T00:21:00.6Z,3,REGULAR,foul,personal,['2freethrow'],1630166,,,1610612766,62,56,2022-11-21T00:21:05Z,3460000,False,,,0,,D. Avdija shooting personal FOUL (1 PF) (Plumlee 2 FT),"[1630166, 203486]",1610612764.0,WAS,shooting,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,200833.0,,,,,,,1.0,0.0,Plumlee,203486.0
354,PT10M38.00S,2022-11-21T00:21:25.9Z,3,REGULAR,freethrow,1 of 2,[],203486,,,1610612766,62,57,2022-11-21T00:21:25Z,3480000,False,,,0,,M. Plumlee Free Throw 1 of 2 (6 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
355,PT10M38.00S,2022-11-21T00:21:40.8Z,3,REGULAR,freethrow,2 of 2,[],203486,,,1610612766,62,58,2022-11-21T00:21:40Z,3490000,False,,,0,,M. Plumlee Free Throw 2 of 2 (7 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
356,PT10M28.00S,2022-11-21T00:21:56.4Z,3,REGULAR,foul,personal,[],203486,,,1610612764,62,58,2022-11-21T00:22:05Z,3500000,False,,,0,,M. Plumlee personal FOUL (1 PF),"[203486, 204001]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Center,,,,,,,,,,101284.0,,,,,,,1.0,0.0,Porzingis,204001.0
358,PT10M27.00S,2022-11-21T00:22:18.2Z,3,REGULAR,turnover,traveling,[],1628398,,,1610612764,62,58,2022-11-21T00:22:24Z,3520000,False,,,0,,K. Kuzma traveling TURNOVER (2 TO),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,101284.0,2.0,,,,,,,,,
359,PT10M18.00S,2022-11-21T00:22:33.1Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202330,34.641918528252305,50.98039215686274,1610612766,62,58,2022-11-21T00:22:38Z,3530000,False,-5.0,273.0,1,left,MISS G. Hayward 27' 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Center,27.31,Missed,,,,,,,,,,,,,,,,,,
360,PT10M14.00S,2022-11-21T00:22:37.1Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612764,62,58,2022-11-21T00:22:38Z,3540000,False,,,0,,K. Kuzma REBOUND (Off:1 Def:5),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Center,,,,,,,,,359.0,,,6.0,5.0,1.0,,,,,,
361,PT10M03.00S,2022-11-21T00:22:46.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,92.9862023653088,44.6078431372549,1610612764,62,58,2022-11-21T00:22:52Z,3550000,False,-27.0,13.0,1,right,MISS K. Kuzma driving Layup,[1628398],1610612764.0,WAS,driving,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,3.01,Missed,,,,,,,,,,,,,,,,,,
362,PT09M59.00S,2022-11-21T00:22:50.7Z,3,REGULAR,rebound,offensive,[],204001,,,1610612764,62,58,2022-11-21T00:22:52Z,3560000,False,,,0,,K. Porzingis REBOUND (Off:1 Def:1),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,,,361.0,,,2.0,1.0,1.0,,,,,,
363,PT09M59.00S,2022-11-21T00:22:51.1Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",204001,94.40999984741211,50.0,1610612764,62,58,2022-11-21T00:22:56Z,3570000,False,0.0,0.0,1,right,MISS K. Porzingis tip Layup,[204001],1610612764.0,WAS,tip,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
364,PT09M59.00S,2022-11-21T00:22:51.1Z,3,REGULAR,rebound,defensive,[],203486,,,1610612766,62,58,2022-11-21T00:22:56Z,3580000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,,363.0,,,4.0,2.0,2.0,,,,,,
365,PT09M48.00S,2022-11-21T00:23:02.3Z,3,REGULAR,3pt,Jump Shot,[],1626162,31.35676741130092,71.07843137254902,1610612766,62,58,2022-11-21T00:23:08Z,3590000,False,-105.0,242.0,1,left,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Left Center,26.42,Missed,,,,,,,,,,,,,,,,,,
366,PT09M43.00S,2022-11-21T00:23:07.3Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612764,62,58,2022-11-21T00:23:08Z,3600000,False,,,0,,D. Avdija REBOUND (Off:1 Def:4),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Left Center,,,,,,,,,365.0,,,5.0,4.0,1.0,,,,,,
367,PT09M35.00S,2022-11-21T00:23:14.9Z,3,REGULAR,3pt,Jump Shot,[],204001,95.48291721419186,97.54901960784314,1610612764,62,58,2022-11-21T00:23:19Z,3610000,False,238.0,-10.0,1,right,MISS K. Porzingis 3PT,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Right Corner 3,24+ Right,23.79,Missed,,,,,,,,,,,,,,,,,,
368,PT09M33.00S,2022-11-21T00:23:16.9Z,3,REGULAR,rebound,defensive,[],203486,,,1610612766,62,58,2022-11-21T00:23:19Z,3620000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Right Corner 3,24+ Right,,,,,,,,,367.0,,,5.0,3.0,2.0,,,,,,
369,PT09M21.00S,2022-11-21T00:23:30.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203486,12.302890932982917,56.61764705882353,1610612766,62,58,2022-11-21T00:23:36Z,3630000,False,-33.0,63.0,1,left,MISS M. Plumlee 7' Layup - blocked,"[203486, 204001]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,7.13,Missed,,,,,Porzingis,204001.0,,,,,,,,,,,,
370,PT09M21.00S,2022-11-21T00:23:30.0Z,3,REGULAR,block,,[],204001,,,1610612766,62,58,2022-11-21T00:23:32Z,3640000,False,,,0,,K. Porzingis BLOCK (4 BLK),[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
371,PT09M18.00S,2022-11-21T00:23:33.0Z,3,REGULAR,rebound,offensive,[],202330,,,1610612766,62,58,2022-11-21T00:23:33Z,3650000,False,,,0,,G. Hayward REBOUND (Off:1 Def:0),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,369.0,,,1.0,0.0,1.0,,,,,,
372,PT09M16.00S,2022-11-21T00:23:34.6Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629023,34.90473061760841,48.77450980392157,1610612766,62,58,2022-11-21T00:23:38Z,3660000,False,6.0,276.0,1,left,MISS P. Washington 27' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,27.57,Missed,,,,,,,,,,,,,,,,,,
373,PT09M14.00S,2022-11-21T00:23:36.6Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612764,62,58,2022-11-21T00:23:38Z,3670000,False,,,0,,D. Avdija REBOUND (Off:1 Def:5),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Above the Break 3,24+ Center,,,,,,,,,372.0,,,6.0,5.0,1.0,,,,,,
374,PT09M04.00S,2022-11-21T00:23:48.5Z,3,REGULAR,turnover,traveling,[],1628398,,,1610612764,62,58,2022-11-21T00:23:53Z,3680000,False,,,0,,K. Kuzma traveling TURNOVER (3 TO),[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,200833.0,3.0,,,,,,,,,
375,PT08M51.00S,2022-11-21T00:24:13.5Z,3,REGULAR,foul,personal,['2freethrow'],204001,,,1610612766,62,58,2022-11-21T00:24:18Z,3690000,False,,,0,,K. Porzingis shooting personal FOUL (3 PF) (Hayward 2 FT),"[204001, 202330]",1610612764.0,WAS,shooting,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,,,,,,,,,,200833.0,,,,,,,3.0,1.0,Hayward,202330.0
377,PT08M51.00S,2022-11-21T00:24:39.9Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],202330,,,1610612766,62,58,2022-11-21T00:24:39Z,3710000,False,,,0,,MISS G. Hayward Free Throw 1 of 2,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
378,PT08M51.00S,2022-11-21T00:24:39.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,62,58,2022-11-21T00:24:39Z,3720000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,377.0,,,,,,,,,,,
379,PT08M51.00S,2022-11-21T00:24:53.8Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],202330,,,1610612766,62,59,2022-11-21T00:24:53Z,3730000,False,,,0,,G. Hayward Free Throw 2 of 2 (14 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
380,PT08M39.00S,2022-11-21T00:25:08.3Z,3,REGULAR,3pt,Jump Shot,[],203078,65.1281208935611,56.86274509803921,1610612764,62,59,2022-11-21T00:25:13Z,3740000,False,34.0,275.0,1,right,MISS B. Beal 27' pullup 3PT,[203078],1610612764.0,WAS,pullup,,,Beal,B. Beal,,,,,Above the Break 3,24+ Center,27.74,Missed,,,,,,,,,,,,,,,,,,
381,PT08M35.00S,2022-11-21T00:25:12.3Z,3,REGULAR,rebound,defensive,[],1626179,,,1610612766,62,59,2022-11-21T00:25:13Z,3750000,False,,,0,,T. Rozier REBOUND (Off:2 Def:4),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Center,,,,,,,,,380.0,,,6.0,4.0,2.0,,,,,,
382,PT08M29.00S,2022-11-21T00:25:17.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1626162,8.886333771353483,52.94117647058824,1610612766,62,61,2022-11-21T00:30:28Z,3760000,False,-15.0,31.0,1,left,K. Oubre Jr. driving Hook (10 PTS) (T. Rozier 5 AST),"[1626162, 1626179]",1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,3.43,Made,10.0,T. Rozier,1626179.0,5.0,,,,,,,,,,,,,,
384,PT08M15.00S,2022-11-21T00:25:32.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],204001,91.80354796320631,55.392156862745104,1610612764,64,61,2022-11-21T00:25:43Z,3780000,False,27.0,25.0,1,right,K. Porzingis driving DUNK (8 PTS),[204001],1610612764.0,WAS,driving,,,Porzingis,K. Porzingis,,,,,Restricted Area,0-8 Center,3.65,Made,8.0,,,,,,,,,,,,,,,,,
386,PT08M12.00S,2022-11-21T00:25:40.6Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612766,64,61,2022-11-21T00:25:48Z,3800000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,200833.0,,,,,,,,,,
387,PT07M58.00S,2022-11-21T00:25:56.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626162,13.87976346911958,51.71568627450981,1610612766,64,63,2022-11-21T00:34:15Z,3810000,False,-9.0,78.0,1,left,K. Oubre Jr. 7' driving floating Jump Shot (12 PTS),[1626162],1610612766.0,CHA,driving floating,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.85,Made,12.0,,,,,,,,,,,,,,,,,
388,PT07M49.00S,2022-11-21T00:26:04.6Z,3,REGULAR,3pt,Jump Shot,[],204001,64.33968462549278,48.529411764705884,1610612764,64,63,2022-11-21T00:26:09Z,3820000,False,-7.0,283.0,1,right,MISS K. Porzingis 28' 3PT,[204001],1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Center,28.28,Missed,,,,,,,,,,,,,,,,,,
389,PT07M47.00S,2022-11-21T00:26:06.6Z,3,REGULAR,rebound,defensive,[],1626162,,,1610612766,64,63,2022-11-21T00:26:09Z,3830000,False,,,0,,K. Oubre Jr. REBOUND (Off:1 Def:4),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,388.0,,,5.0,4.0,1.0,,,,,,
390,PT07M36.00S,2022-11-21T00:26:19.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,8.229303547963205,57.35294117647059,1610612766,64,65,2022-11-21T00:26:24Z,3840000,False,-37.0,25.0,1,left,T. Rozier driving Layup (4 PTS) (G. Hayward 3 AST),"[1626179, 202330]",1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,4.44,Made,4.0,G. Hayward,202330.0,3.0,,,,,,,,,,,,,,
392,PT07M36.00S,2022-11-21T00:26:23.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,64,65,2022-11-21T00:26:23Z,3860000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
393,PT07M23.00S,2022-11-21T00:29:24.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628398,92.59198423127464,45.83333333333333,1610612764,66,65,2022-11-21T00:29:30Z,3870000,False,-21.0,17.0,1,right,K. Kuzma cutting finger roll Layup (16 PTS) (D. Avdija 1 AST),"[1628398, 1630166]",1610612764.0,WAS,cutting finger roll,,,Kuzma,K. Kuzma,,,,,Restricted Area,0-8 Center,2.69,Made,16.0,D. Avdija,1630166.0,1.0,,,,,,,,,,,,,,
397,PT07M04.00S,2022-11-21T00:29:43.8Z,3,REGULAR,3pt,Jump Shot,[],1626179,12.565703022339028,3.9215686274509802,1610612766,66,65,2022-11-21T00:29:49Z,3890000,False,230.0,66.0,1,left,MISS T. Rozier step back 3PT,[1626179],1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,Right Corner 3,24+ Right,23.96,Missed,,,,,,,,,,,,,,,,,,
398,PT07M02.00S,2022-11-21T00:29:45.8Z,3,REGULAR,rebound,defensive,[],203078,,,1610612764,66,65,2022-11-21T00:29:49Z,3900000,False,,,0,,B. Beal REBOUND (Off:0 Def:3),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Right Corner 3,24+ Right,,,,,,,,,397.0,,,3.0,3.0,0.0,,,,,,
399,PT06M45.00S,2022-11-21T00:30:03.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203078,93.77463863337714,46.32352941176471,1610612764,68,65,2022-11-21T00:30:07Z,3910000,False,-18.0,6.0,1,right,B. Beal driving Layup (21 PTS),[203078],1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,1.94,Made,21.0,,,,,,,,,,,,,,,,,
400,PT06M28.00S,2022-11-21T00:30:20.5Z,3,REGULAR,turnover,lost ball,[],1629023,,,1610612766,68,65,2022-11-21T00:30:25Z,3920000,False,,,0,,P. Washington lost ball TURNOVER (2 TO),"[1629023, 203078]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,2.0,,,,Beal,203078.0,,,,
401,PT06M28.00S,2022-11-21T00:30:20.5Z,3,REGULAR,steal,,[],203078,,,1610612764,68,65,2022-11-21T00:30:22Z,3930000,False,,,0,,B. Beal STEAL (4 STL),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
402,PT06M23.00S,2022-11-21T00:30:24.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630557,92.46057818659659,46.81372549019608,1610612764,70,65,2022-11-21T00:30:29Z,3940000,False,-16.0,18.0,1,right,C. Kispert running Layup (10 PTS),[1630557],1610612764.0,WAS,running,,,Kispert,C. Kispert,,,,,Restricted Area,0-8 Center,2.43,Made,10.0,,,,,,,,,,,,,,,,,
403,PT06M20.00S,2022-11-21T00:30:32.8Z,3,REGULAR,foul,personal,['2freethrow'],203078,,,1610612766,70,65,2022-11-21T00:30:38Z,3950000,False,,,0,,B. Beal shooting personal FOUL (3 PF) (Oubre Jr. 2 FT),"[203078, 1626162]",1610612764.0,WAS,shooting,,,Beal,B. Beal,,,,,Restricted Area,0-8 Center,,,,,,,,,,200833.0,,,,,,,3.0,0.0,Oubre Jr.,1626162.0
405,PT06M20.00S,2022-11-21T00:30:59.7Z,3,REGULAR,freethrow,1 of 2,[],1626162,,,1610612766,70,66,2022-11-21T00:30:59Z,3970000,False,,,0,,K. Oubre Jr. Free Throw 1 of 2 (13 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
406,PT06M20.00S,2022-11-21T00:31:00.6Z,3,REGULAR,substitution,out,[],1628398,,,1610612766,70,66,2022-11-21T00:31:04Z,3980000,False,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT06M20.00S,2022-11-21T00:31:00.6Z,3,REGULAR,substitution,in,[],1630692,,,1610612766,70,66,2022-11-21T00:31:04Z,3990000,False,,,0,,SUB in: J. Goodwin,[1630692],1610612764.0,WAS,,,,Goodwin,J. Goodwin,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT06M20.00S,2022-11-21T00:31:22.2Z,3,REGULAR,freethrow,2 of 2,[],1626162,,,1610612766,70,67,2022-11-21T00:31:22Z,4000000,False,,,0,,K. Oubre Jr. Free Throw 2 of 2 (14 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
409,PT06M02.00S,2022-11-21T00:31:42.3Z,3,REGULAR,3pt,Jump Shot,[],204001,68.15045992115637,24.019607843137255,1610612764,70,67,2022-11-21T00:31:47Z,4010000,False,-130.0,247.0,1,right,MISS K. Porzingis 27' step back 3PT,[204001],1610612764.0,WAS,step back,,,Porzingis,K. Porzingis,,,,,Above the Break 3,24+ Left Center,27.9,Missed,,,,,,,,,,,,,,,,,,
410,PT05M58.00S,2022-11-21T00:31:46.3Z,3,REGULAR,rebound,defensive,[],202330,,,1610612766,70,67,2022-11-21T00:31:47Z,4020000,False,,,0,,G. Hayward REBOUND (Off:1 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Left Center,,,,,,,,,409.0,,,2.0,1.0,1.0,,,,,,
411,PT05M50.00S,2022-11-21T00:31:53.8Z,3,REGULAR,3pt,Jump Shot,[],1626179,17.296320630749015,97.54901960784314,1610612766,70,67,2022-11-21T00:31:58Z,4030000,False,-238.0,110.0,1,left,MISS T. Rozier 26' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,26.2,Missed,,,,,,,,,,,,,,,,,,
412,PT05M47.00S,2022-11-21T00:31:56.8Z,3,REGULAR,rebound,defensive,[],1630557,,,1610612764,70,67,2022-11-21T00:31:58Z,4040000,False,,,0,,C. Kispert REBOUND (Off:1 Def:4),[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,Above the Break 3,24+ Left Center,,,,,,,,,411.0,,,5.0,4.0,1.0,,,,,,
413,PT05M38.00S,2022-11-21T00:32:05.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630692,89.04402102496715,49.26470588235294,1610612764,72,67,2022-11-21T00:41:05Z,4050000,False,-4.0,50.0,1,right,J. Goodwin driving floating Jump Shot (2 PTS),[1630692],1610612764.0,WAS,driving floating,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),0-8 Center,5.06,Made,2.0,,,,,,,,,,,,,,,,,
414,PT05M26.00S,2022-11-21T00:32:17.9Z,3,REGULAR,turnover,bad pass,[],203486,,,1610612766,72,67,2022-11-21T00:32:22Z,4060000,False,,,0,,M. Plumlee bad pass TURNOVER (1 TO),"[203486, 203078]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,1.0,,,,Beal,203078.0,,,,
415,PT05M26.00S,2022-11-21T00:32:17.9Z,3,REGULAR,steal,,[],203078,,,1610612764,72,67,2022-11-21T00:32:19Z,4070000,False,,,0,,B. Beal STEAL (5 STL),[203078],1610612764.0,WAS,,,,Beal,B. Beal,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
417,PT05M25.00S,2022-11-21T00:32:22.5Z,3,REGULAR,foul,personal,[],203486,,,1610612764,72,67,2022-11-21T00:32:38Z,4090000,False,,,0,,M. Plumlee personal FOUL (2 PF),"[203486, 1630692]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,1628172.0,,,,,,,2.0,0.0,Goodwin,1630692.0
419,PT05M25.00S,2022-11-21T00:32:38.1Z,3,REGULAR,substitution,out,[],1626179,,,1610612764,72,67,2022-11-21T00:32:47Z,4110000,False,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT05M25.00S,2022-11-21T00:32:38.1Z,3,REGULAR,substitution,out,[],1629023,,,1610612764,72,67,2022-11-21T00:32:47Z,4120000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT05M25.00S,2022-11-21T00:32:38.1Z,3,REGULAR,substitution,in,[],1628372,,,1610612764,72,67,2022-11-21T00:32:47Z,4130000,False,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
422,PT05M25.00S,2022-11-21T00:32:38.1Z,3,REGULAR,substitution,in,[],1629667,,,1610612764,72,67,2022-11-21T00:32:47Z,4140000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
423,PT05M11.00S,2022-11-21T00:33:04.0Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",204001,89.17542706964521,55.392156862745104,1610612764,72,67,2022-11-21T00:33:12Z,4150000,False,27.0,49.0,1,right,MISS K. Porzingis pullup Shot,[204001],1610612764.0,WAS,pullup,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),0-8 Center,5.62,Missed,,,,,,,,,,,,,,,,,,
424,PT05M07.00S,2022-11-21T00:33:07.4Z,3,REGULAR,rebound,offensive,[],1630166,,,1610612764,72,67,2022-11-21T00:33:07Z,4160000,False,,,0,,D. Avdija REBOUND (Off:2 Def:5),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,423.0,,,7.0,5.0,2.0,,,,,,
425,PT05M06.00S,2022-11-21T00:33:09.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203078,92.46057818659659,59.55882352941176,1610612764,72,67,2022-11-21T00:42:46Z,4170000,False,48.0,18.0,1,right,MISS B. Beal driving Layup - blocked,"[203078, 1626162]",1610612764.0,WAS,driving,,,Beal,B. Beal,,,,,In The Paint (Non-RA),0-8 Center,5.12,Missed,,,,,Oubre Jr.,1626162.0,,,,,,,,,,,,
426,PT05M06.00S,2022-11-21T00:33:09.5Z,3,REGULAR,block,,[],1626162,,,1610612764,72,67,2022-11-21T00:43:41Z,4180000,False,,,0,,K. Oubre Jr. BLOCK (1 BLK),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
427,PT05M06.00S,2022-11-21T00:33:09.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612764,72,67,2022-11-21T00:33:21Z,4190000,False,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,425.0,,,,,,,,,,,
429,PT05M03.00S,2022-11-21T00:33:32.6Z,3,REGULAR,foul,personal,[],1626162,,,1610612764,72,67,2022-11-21T00:33:39Z,4210000,False,,,0,,K. Oubre Jr. personal FOUL (1 PF),"[1626162, 204001]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,101284.0,,,,,,,1.0,0.0,Porzingis,204001.0
431,PT04M54.00S,2022-11-21T00:33:59.5Z,3,REGULAR,turnover,bad pass,[],204001,,,1610612764,72,67,2022-11-21T00:34:04Z,4230000,False,,,0,,K. Porzingis bad pass TURNOVER (3 TO),"[204001, 1628372]",1610612764.0,WAS,,,,Porzingis,K. Porzingis,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,3.0,,,,Smith Jr.,1628372.0,,,,
432,PT04M54.00S,2022-11-21T00:33:59.5Z,3,REGULAR,steal,,[],1628372,,,1610612766,72,67,2022-11-21T00:34:01Z,4240000,False,,,0,,D. Smith Jr. STEAL (1 STL),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
433,PT04M45.00S,2022-11-21T00:34:08.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,10.068988173455978,98.77450980392157,1610612766,72,67,2022-11-21T00:34:16Z,4250000,False,-244.0,42.0,1,left,MISS K. Oubre Jr. 24' step back 3PT,[1626162],1610612766.0,CHA,step back,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,24.75,Missed,,,,,,,,,,,,,,,,,,
434,PT04M43.00S,2022-11-21T00:34:10.8Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612764,72,67,2022-11-21T00:34:16Z,4260000,False,,,0,,D. Avdija REBOUND (Off:2 Def:6),[1630166],1610612764.0,WAS,,,,Avdija,D. Avdija,,,,,Left Corner 3,24+ Left,,,,,,,,,433.0,,,8.0,6.0,2.0,,,,,,
