actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
349,PT08M08.00S,2022-10-26T00:27:49.1Z,3,REGULAR,foul,personal,['2freethrow'],204001,,,1610612765,69,56,2022-10-26T00:27:56Z,3470000,,,0,,K. Porzingis shooting personal FOUL (2 PF) (Ivey 2 FT),"[204001, 1631093]",1610612764.0,WAS,shooting,,,,,,Restricted Area,0-8 Center,,,Porzingis,K. Porzingis,,,,,202007.0,2.0,1.0,Ivey,1631093.0,,,,,,,,,
351,PT08M08.00S,2022-10-26T00:28:21.8Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631093,,,1610612765,69,56,2022-10-26T00:28:21Z,3490000,,,0,,MISS J. Ivey Free Throw 1 of 2,[1631093],1610612765.0,DET,,,,,,,,,,Missed,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,
352,PT08M08.00S,2022-10-26T00:28:21.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612765,69,56,2022-10-26T00:28:21Z,3500000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,,,,351.0,,,,,,,,,,,,,,,,,
353,PT08M08.00S,2022-10-26T00:28:36.3Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1631093,,,1610612765,69,57,2022-10-26T00:28:36Z,3510000,,,0,,J. Ivey Free Throw 2 of 2 (10 PTS),[1631093],1610612765.0,DET,,,,,,,,,,Made,Ivey,J. Ivey,,,,,,,,,,10.0,,,,,,,,
354,PT07M55.00S,2022-10-26T00:28:51.1Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628398,12.959921156373195,53.92156862745098,1610612764,69,57,2022-10-26T00:29:01Z,3520000,-20.0,69.0,1,left,MISS K. Kuzma 7' turnaround Hook,[1628398],1610612764.0,WAS,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,7.2,Missed,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,
355,PT07M55.00S,2022-10-26T00:28:51.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612765,69,57,2022-10-26T00:29:01Z,3530000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,354.0,,,,,,,,,,,,,,,,,
356,PT07M55.00S,2022-10-26T00:28:58.8Z,3,REGULAR,foul,personal,[],204001,,,1610612765,69,57,2022-10-26T00:29:07Z,3540000,,,0,,K. Porzingis loose ball personal FOUL (3 PF),"[204001, 1630191]",1610612764.0,WAS,loose ball,,,,,,In The Paint (Non-RA),0-8 Center,,,Porzingis,K. Porzingis,,,,,202007.0,3.0,1.0,Stewart,1630191.0,,,,,,,,,
358,PT07M40.00S,2022-10-26T00:29:27.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202711,81.42247043363994,43.872549019607845,1610612765,69,59,2022-10-26T00:29:32Z,3560000,-31.0,122.0,1,right,B. Bogdanovic 12' fadeaway Jump Shot (17 PTS),[202711],1610612765.0,DET,fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,12.59,Made,Bogdanovic,B. Bogdanovic,,,,,,,,,,17.0,,,,,,,,
359,PT07M25.00S,2022-10-26T00:29:42.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628398,8.754927726675426,42.40196078431372,1610612764,71,59,2022-10-26T00:29:47Z,3570000,38.0,30.0,1,left,K. Kuzma driving bank Jump Shot (13 PTS),[1628398],1610612764.0,WAS,driving bank,,,,,,In The Paint (Non-RA),0-8 Center,4.83,Made,Kuzma,K. Kuzma,,,,,,,,,,13.0,,,,,,,,
360,PT07M12.00S,2022-10-26T00:29:55.5Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630191,92.32917214191852,63.725490196078425,1610612765,71,59,2022-10-26T00:30:00Z,3580000,69.0,20.0,1,right,MISS I. Stewart 7' turnaround Hook,[1630191],1610612765.0,DET,turnaround,,,,,,In The Paint (Non-RA),0-8 Center,7.13,Missed,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,
361,PT07M10.00S,2022-10-26T00:29:57.5Z,3,REGULAR,rebound,defensive,[],1630166,,,1610612764,71,59,2022-10-26T00:30:00Z,3590000,,,0,,D. Avdija REBOUND (Off:0 Def:5),[1630166],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,Avdija,D. Avdija,360.0,5.0,5.0,0.0,,,,,,,,,,,,,,
362,PT06M53.00S,2022-10-26T00:30:14.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630166,7.966491458607096,47.549019607843135,1610612764,73,59,2022-10-26T00:30:19Z,3600000,12.0,22.0,1,left,D. Avdija driving Layup (4 PTS) (K. Porzingis 2 AST),"[1630166, 204001]",1610612764.0,WAS,driving,,,,,,Restricted Area,0-8 Center,2.56,Made,Avdija,D. Avdija,,,,,,,,,,4.0,K. Porzingis,204001.0,2.0,,,,,
364,PT06M41.00S,2022-10-26T00:30:26.4Z,3,REGULAR,2pt,Jump Shot,[],1631093,81.68528252299606,30.637254901960787,1610612765,73,59,2022-10-26T00:30:30Z,3620000,-97.0,120.0,1,right,MISS J. Ivey 15' pullup Shot,[1631093],1610612765.0,DET,pullup,,,,,,Mid-Range,8-16 Left,15.39,Missed,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,
365,PT06M39.00S,2022-10-26T00:30:28.4Z,3,REGULAR,rebound,defensive,[],203115,,,1610612764,73,59,2022-10-26T00:30:30Z,3630000,,,0,,W. Barton REBOUND (Off:0 Def:1),[203115],1610612764.0,WAS,,,,,,,Mid-Range,8-16 Left,,,Barton,W. Barton,364.0,1.0,1.0,0.0,,,,,,,,,,,,,,
366,PT06M36.00S,2022-10-26T00:30:31.1Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628420,27.414586070959263,17.15686274509804,1610612764,76,59,2022-10-26T00:30:36Z,3640000,164.0,205.0,1,left,M. Morris 26' 3PT pullup (8 PTS) (W. Barton 3 AST),"[1628420, 203115]",1610612764.0,WAS,pullup,,,,,,Above the Break 3,24+ Right Center,26.28,Made,Morris,M. Morris,,,,,,,,,,8.0,W. Barton,203115.0,3.0,,,,,
367,PT06M36.00S,2022-10-26T00:30:40.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,76,59,2022-10-26T00:30:40Z,3650000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
369,PT06M36.00S,2022-10-26T00:33:00.5Z,3,REGULAR,substitution,out,[],1628398,,,1610612765,76,59,2022-10-26T00:33:12Z,3660000,,,0,,SUB out: K. Kuzma,[1628398],1610612764.0,WAS,,,,,,,,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,
370,PT06M36.00S,2022-10-26T00:33:00.5Z,3,REGULAR,substitution,out,[],1631093,,,1610612765,76,59,2022-10-26T00:33:12Z,3670000,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,,,,,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,
371,PT06M36.00S,2022-10-26T00:33:00.5Z,3,REGULAR,substitution,out,[],1630191,,,1610612765,76,59,2022-10-26T00:33:12Z,3680000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,,,,,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,
372,PT06M36.00S,2022-10-26T00:33:00.5Z,3,REGULAR,substitution,out,[],1630180,,,1610612765,76,59,2022-10-26T00:33:12Z,3690000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,,,,,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,
373,PT06M36.00S,2022-10-26T00:33:00.5Z,3,REGULAR,substitution,in,[],1629060,,,1610612765,76,59,2022-10-26T00:33:12Z,3700000,,,0,,SUB in: R. Hachimura,[1629060],1610612764.0,WAS,,,,,,,,,,,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,
374,PT06M36.00S,2022-10-26T00:33:00.5Z,3,REGULAR,substitution,in,[],1630587,,,1610612765,76,59,2022-10-26T00:33:12Z,3710000,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,,,,,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,
375,PT06M36.00S,2022-10-26T00:33:00.5Z,3,REGULAR,substitution,in,[],1631105,,,1610612765,76,59,2022-10-26T00:33:12Z,3720000,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,,,,,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,
376,PT06M36.00S,2022-10-26T00:33:00.5Z,3,REGULAR,substitution,in,[],1630165,,,1610612765,76,59,2022-10-26T00:33:12Z,3730000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,,,,,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,
377,PT06M14.00S,2022-10-26T00:33:49.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,87.72996057818659,37.00980392156863,1610612765,76,61,2022-10-26T00:33:55Z,3740000,-65.0,63.0,1,right,C. Cunningham 9' driving Layup (11 PTS),[1630595],1610612765.0,DET,driving,,,,,,In The Paint (Non-RA),8-16 Left,9.04,Made,Cunningham,C. Cunningham,,,,,,,,,,11.0,,,,,,,,
378,PT05M53.00S,2022-10-26T00:34:11.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629060,7.046649145860711,46.81372549019608,1610612764,78,61,2022-10-26T00:34:18Z,3750000,16.0,14.0,1,left,R. Hachimura driving DUNK (10 PTS),[1629060],1610612764.0,WAS,driving,,,,,,Restricted Area,0-8 Center,2.1,Made,Hachimura,R. Hachimura,,,,,,,,,,10.0,,,,,,,,
379,PT05M43.00S,2022-10-26T00:34:20.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,86.5473061760841,59.80392156862745,1610612765,78,63,2022-10-26T00:34:25Z,3760000,49.0,74.0,1,right,C. Cunningham 8' floating Jump Shot (13 PTS),[1630595],1610612765.0,DET,floating,,,,,,In The Paint (Non-RA),8-16 Right,8.88,Made,Cunningham,C. Cunningham,,,,,,,,,,13.0,,,,,,,,
380,PT05M20.00S,2022-10-26T00:34:43.0Z,3,REGULAR,3pt,Jump Shot,[],1630166,35.29894875164258,52.450980392156865,1610612764,78,63,2022-10-26T00:34:48Z,3770000,-12.0,279.0,1,left,MISS D. Avdija 27' step back 3PT,[1630166],1610612764.0,WAS,step back,,,,,,Above the Break 3,24+ Center,27.96,Missed,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,
381,PT05M19.00S,2022-10-26T00:34:44.0Z,3,REGULAR,rebound,defensive,[],1630587,,,1610612765,78,63,2022-10-26T00:34:48Z,3780000,,,0,,I. Livers REBOUND (Off:1 Def:1),[1630587],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,Livers,I. Livers,380.0,2.0,1.0,1.0,,,,,,,,,,,,,,
382,PT05M12.00S,2022-10-26T00:34:51.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202711,91.67214191852825,63.970588235294116,1610612765,78,65,2022-10-26T00:35:08Z,3790000,70.0,26.0,1,right,B. Bogdanovic 7' driving Layup (19 PTS) (I. Livers 1 AST),"[202711, 1630587]",1610612765.0,DET,driving,,,,,,In The Paint (Non-RA),0-8 Center,7.45,Made,Bogdanovic,B. Bogdanovic,,,,,,,,,,19.0,I. Livers,1630587.0,1.0,,,,,
384,PT04M51.00S,2022-10-26T00:35:12.8Z,3,REGULAR,3pt,Jump Shot,[],1628420,35.29894875164258,53.67647058823529,1610612764,78,65,2022-10-26T00:35:18Z,3810000,-18.0,279.0,1,left,MISS M. Morris 27' 3PT,[1628420],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Center,27.99,Missed,Morris,M. Morris,,,,,,,,,,,,,,,,,,
385,PT04M50.00S,2022-10-26T00:35:16.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612765,78,65,2022-10-26T00:35:16Z,3820000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,Above the Break 3,24+ Center,,,,,384.0,,,,,,,,,,,,,,,,,
387,PT04M50.00S,2022-10-26T00:35:19.6Z,3,REGULAR,substitution,out,[],1628420,,,1610612765,78,65,2022-10-26T00:35:24Z,3840000,,,0,,SUB out: M. Morris,[1628420],1610612764.0,WAS,,,,,,,,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,
388,PT04M50.00S,2022-10-26T00:35:19.6Z,3,REGULAR,substitution,in,[],1626153,,,1610612765,78,65,2022-10-26T00:35:24Z,3850000,,,0,,SUB in: D. Wright,[1626153],1610612764.0,WAS,,,,,,,,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,
389,PT04M36.00S,2022-10-26T00:35:43.9Z,3,REGULAR,2pt,Jump Shot,[],1630595,76.5604467805519,46.568627450980394,1610612765,78,65,2022-10-26T00:35:53Z,3860000,-17.0,168.0,1,right,MISS C. Cunningham 16' pullup Shot,[1630595],1610612765.0,DET,pullup,,,,,,Mid-Range,16-24 Center,16.87,Missed,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
390,PT04M34.00S,2022-10-26T00:35:45.9Z,3,REGULAR,rebound,defensive,[],1626153,,,1610612764,78,65,2022-10-26T00:35:53Z,3870000,,,0,,D. Wright REBOUND (Off:0 Def:1),[1626153],1610612764.0,WAS,,,,,,,Mid-Range,16-24 Center,,,Wright,D. Wright,389.0,1.0,1.0,0.0,,,,,,,,,,,,,,
391,PT04M28.00S,2022-10-26T00:35:53.5Z,3,REGULAR,foul,personal,[],1630587,,,1610612764,78,65,2022-10-26T00:35:59Z,3880000,,,0,,I. Livers personal FOUL (1 PF),"[1630587, 204001]",1610612765.0,DET,,,,,,,Mid-Range,16-24 Center,,,Livers,I. Livers,,,,,1627519.0,1.0,0.0,Porzingis,204001.0,,,,,,,,,
393,PT04M28.00S,2022-10-26T00:35:58.9Z,3,REGULAR,substitution,out,[],1630166,,,1610612764,78,65,2022-10-26T00:36:01Z,3900000,,,0,,SUB out: D. Avdija,[1630166],1610612764.0,WAS,,,,,,,,,,,Avdija,D. Avdija,,,,,,,,,,,,,,,,,,
394,PT04M28.00S,2022-10-26T00:35:58.9Z,3,REGULAR,substitution,in,[],1628398,,,1610612764,78,65,2022-10-26T00:36:01Z,3910000,,,0,,SUB in: K. Kuzma,[1628398],1610612764.0,WAS,,,,,,,,,,,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,
396,PT04M25.00S,2022-10-26T00:36:23.1Z,3,REGULAR,foul,offensive,[],204001,,,1610612764,78,65,2022-10-26T00:37:08Z,3930000,,,0,,K. Porzingis offensive FOUL (4 PF),"[204001, 1630587]",1610612764.0,WAS,,,,,,,Above the Break 3,24+ Center,,,Porzingis,K. Porzingis,,,,,202007.0,4.0,1.0,Livers,1630587.0,,,,,,,,,
398,PT04M25.00S,2022-10-26T00:36:23.1Z,3,REGULAR,turnover,offensive foul,[],204001,,,1610612764,78,65,2022-10-26T00:37:08Z,3950000,,,0,,K. Porzingis offensive foul TURNOVER (3 TO),[204001],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Center,,,Porzingis,K. Porzingis,,,,,202007.0,,,,,,,,,3.0,,,,
399,PT04M25.00S,2022-10-26T00:36:33.8Z,3,REGULAR,substitution,out,[],204001,,,1610612765,78,65,2022-10-26T00:36:38Z,3960000,,,0,,SUB out: K. Porzingis,[204001],1610612764.0,WAS,,,,,,,,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,
400,PT04M25.00S,2022-10-26T00:36:33.8Z,3,REGULAR,substitution,in,[],1629655,,,1610612765,78,65,2022-10-26T00:36:38Z,3970000,,,0,,SUB in: D. Gafford,[1629655],1610612764.0,WAS,,,,,,,,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,
401,PT04M15.00S,2022-10-26T00:36:55.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],202711,68.9388961892247,20.098039215686274,1610612765,78,65,2022-10-26T00:37:03Z,3980000,-150.0,239.0,1,right,MISS B. Bogdanovic 28' step back 3PT,[202711],1610612765.0,DET,step back,,,,,,Above the Break 3,24+ Left Center,28.23,Missed,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,
402,PT04M12.00S,2022-10-26T00:37:02.3Z,3,REGULAR,rebound,offensive,[],1631105,,,1610612765,78,65,2022-10-26T00:37:02Z,3990000,,,0,,J. Duren REBOUND (Off:3 Def:1),[1631105],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,Duren,J. Duren,401.0,4.0,1.0,3.0,,,,,,,,,,,,,,
403,PT04M12.00S,2022-10-26T00:37:09.9Z,3,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612765,78,65,2022-10-26T00:37:50Z,4000000,,,0,,D. Gafford shooting personal FOUL (2 PF) (Bogdanovic 2 FT),"[1629655, 202711]",1610612764.0,WAS,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,Gafford,D. Gafford,,,,,202007.0,2.0,0.0,Bogdanovic,202711.0,,,,,,,,,
405,PT04M12.00S,2022-10-26T00:37:39.7Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",202711,,,1610612765,78,66,2022-10-26T00:37:39Z,4020000,,,0,,B. Bogdanovic Free Throw 1 of 2 (20 PTS),[202711],1610612765.0,DET,,,,,,,,,,Made,Bogdanovic,B. Bogdanovic,,,,,,,,,,20.0,,,,,,,,
406,PT04M12.00S,2022-10-26T00:37:41.4Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",202711,,,1610612765,78,67,2022-10-26T00:37:41Z,4030000,,,0,,B. Bogdanovic Free Throw 2 of 2 (21 PTS),[202711],1610612765.0,DET,,,,,,,,,,Made,Bogdanovic,B. Bogdanovic,,,,,,,,,,21.0,,,,,,,,
407,PT03M48.00S,2022-10-26T00:38:07.4Z,3,REGULAR,2pt,Jump Shot,[],1629060,18.2161629434954,27.450980392156865,1610612764,78,67,2022-10-26T00:38:16Z,4040000,113.0,119.0,1,left,MISS R. Hachimura 16' turnaround fadeaway Shot,[1629060],1610612764.0,WAS,turnaround fadeaway,,,,,,Mid-Range,16-24 Right Center,16.37,Missed,Hachimura,R. Hachimura,,,,,,,,,,,,,,,,,,
408,PT03M45.00S,2022-10-26T00:38:10.4Z,3,REGULAR,rebound,offensive,[],1626153,,,1610612764,78,67,2022-10-26T00:38:16Z,4050000,,,0,,D. Wright REBOUND (Off:1 Def:1),[1626153],1610612764.0,WAS,,,,,,,Mid-Range,16-24 Right Center,,,Wright,D. Wright,407.0,2.0,1.0,1.0,,,,,,,,,,,,,,
409,PT03M42.00S,2022-10-26T00:38:13.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626153,23.866622864651774,92.64705882352942,1610612764,81,67,2022-10-26T00:38:19Z,4060000,-213.0,172.0,1,left,D. Wright 27' 3PT  (5 PTS) (D. Gafford 1 AST),"[1626153, 1629655]",1610612764.0,WAS,,,,,,,Above the Break 3,24+ Left Center,27.38,Made,Wright,D. Wright,,,,,,,,,,5.0,D. Gafford,1629655.0,1.0,,,,,
411,PT03M28.00S,2022-10-26T00:38:27.7Z,3,REGULAR,turnover,bad pass,[],1630165,,,1610612765,81,67,2022-10-26T00:38:39Z,4080000,,,0,,K. Hayes bad pass TURNOVER (4 TO),"[1630165, 1626153]",1610612765.0,DET,,,,,,,Mid-Range,8-16 Right,,,Hayes,K. Hayes,,,,,,,,,,,,,,4.0,Wright,1626153.0,,
412,PT03M28.00S,2022-10-26T00:38:27.7Z,3,REGULAR,steal,,[],1626153,,,1610612764,81,67,2022-10-26T00:38:29Z,4090000,,,0,,D. Wright STEAL (3 STL),[1626153],1610612764.0,WAS,,,,,,,Mid-Range,8-16 Right,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,
413,PT03M24.00S,2022-10-26T00:38:32.7Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628398,6.652431011826544,48.03921568627451,1610612764,83,67,2022-10-26T00:38:43Z,4100000,10.0,10.0,1,left,K. Kuzma cutting DUNK (15 PTS) (R. Hachimura 1 AST),"[1628398, 1629060]",1610612764.0,WAS,cutting,,,,,,Restricted Area,0-8 Center,1.4,Made,Kuzma,K. Kuzma,,,,,,,,,,15.0,R. Hachimura,1629060.0,1.0,,,,,
415,PT03M07.00S,2022-10-26T00:38:49.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,88.25558475689881,38.23529411764706,1610612765,83,69,2022-10-26T00:43:05Z,4120000,-59.0,58.0,1,right,C. Cunningham 8' driving Layup (15 PTS),[1630595],1610612765.0,DET,driving,,,,,,In The Paint (Non-RA),8-16 Left,8.25,Made,Cunningham,C. Cunningham,,,,,,,,,,15.0,,,,,,,,
416,PT03M05.00S,2022-10-26T00:38:57.4Z,3,REGULAR,timeout,full,['team'],0,,,1610612764,83,69,2022-10-26T00:38:57Z,4130000,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT03M05.00S,2022-10-26T00:39:04.0Z,3,REGULAR,substitution,out,[],203115,,,1610612764,83,69,2022-10-26T00:40:19Z,4140000,,,0,,SUB out: W. Barton,[203115],1610612764.0,WAS,,,,,,,,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,
418,PT03M05.00S,2022-10-26T00:39:04.0Z,3,REGULAR,substitution,out,[],1630595,,,1610612764,83,69,2022-10-26T00:40:19Z,4150000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,,,,,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,
419,PT03M05.00S,2022-10-26T00:39:04.0Z,3,REGULAR,substitution,out,[],202711,,,1610612764,83,69,2022-10-26T00:40:19Z,4160000,,,0,,SUB out: B. Bogdanovic,[202711],1610612765.0,DET,,,,,,,,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,
421,PT03M05.00S,2022-10-26T00:39:04.0Z,3,REGULAR,substitution,in,[],202709,,,1610612764,83,69,2022-10-26T00:40:19Z,4180000,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,,,,,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,
422,PT03M05.00S,2022-10-26T00:39:04.0Z,3,REGULAR,substitution,in,[],1628977,,,1610612764,83,69,2022-10-26T00:40:19Z,4190000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,,,,,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,
424,PT03M05.00S,2022-10-26T00:39:04.0Z,3,REGULAR,substitution,in,[],203078,,,1610612764,83,69,2022-10-26T00:40:54Z,4195000,,,0,,SUB in: B. Beal,[203078],1610612764.0,WAS,,,,,,,,,,,Beal,B. Beal,,,,,,,,,,,,,,,,,,
423,PT02M53.00S,2022-10-26T00:40:39.8Z,3,REGULAR,turnover,out-of-bounds,[],203078,,,1610612764,83,69,2022-10-26T00:40:57Z,4200000,,,0,,B. Beal lost ball out-of-bounds TURNOVER (2 TO),[203078],1610612764.0,WAS,lost ball,,,,,,Above the Break 3,24+ Right Center,,,Beal,B. Beal,,,,,,,,,,,,,,2.0,,,,
425,PT02M41.00S,2022-10-26T00:40:58.8Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630165,81.42247043363994,34.31372549019608,1610612765,83,69,2022-10-26T00:41:09Z,4210000,-78.0,122.0,1,right,MISS K. Hayes 14' pullup Shot,[1630165],1610612765.0,DET,pullup,,,,,,In The Paint (Non-RA),8-16 Left,14.51,Missed,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,
426,PT02M39.00S,2022-10-26T00:41:00.9Z,3,REGULAR,rebound,defensive,[],1628398,,,1610612764,83,69,2022-10-26T00:41:00Z,4220000,,,0,,K. Kuzma REBOUND (Off:0 Def:5),[1628398],1610612764.0,WAS,,,,,,,In The Paint (Non-RA),8-16 Left,,,Kuzma,K. Kuzma,425.0,5.0,5.0,0.0,,,,,,,,,,,,,,
427,PT02M34.00S,2022-10-26T00:41:05.8Z,3,REGULAR,3pt,Jump Shot,[],1626153,20.318659658344284,96.07843137254902,1610612764,83,69,2022-10-26T00:41:30Z,4230000,-230.0,138.0,1,left,MISS D. Wright 26' 3PT,[1626153],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Left Center,26.88,Missed,Wright,D. Wright,,,,,,,,,,,,,,,,,,
428,PT02M34.00S,2022-10-26T00:41:05.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612764,83,69,2022-10-26T00:41:12Z,4240000,,,0,,TEAM offensive REBOUND,[],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Left Center,,,,,427.0,,,,,,,,,,,,,,,,,
429,PT02M32.00S,2022-10-26T00:41:12.6Z,3,REGULAR,foul,personal,[],1628977,,,1610612764,83,69,2022-10-26T00:41:27Z,4250000,,,0,,H. Diallo loose ball personal FOUL (2 PF),"[1628977, 1629655]",1610612765.0,DET,loose ball,,,,,,In The Paint (Non-RA),0-8 Center,,,Diallo,H. Diallo,,,,,202007.0,2.0,0.0,Gafford,1629655.0,,,,,,,,,
431,PT02M20.00S,2022-10-26T00:41:43.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628398,19.793035479632064,94.36274509803921,1610612764,83,69,2022-10-26T00:41:48Z,4270000,-222.0,134.0,1,left,MISS K. Kuzma 25' 3PT,[1628398],1610612764.0,WAS,,,,,,,Above the Break 3,24+ Left Center,25.89,Missed,Kuzma,K. Kuzma,,,,,,,,,,,,,,,,,,
432,PT02M16.00S,2022-10-26T00:41:47.0Z,3,REGULAR,rebound,defensive,[],1630587,,,1610612765,83,69,2022-10-26T00:41:48Z,4280000,,,0,,I. Livers REBOUND (Off:1 Def:2),[1630587],1610612765.0,DET,,,,,,,Above the Break 3,24+ Left Center,,,Livers,I. Livers,431.0,3.0,2.0,1.0,,,,,,,,,,,,,,
433,PT02M09.00S,2022-10-26T00:41:57.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203078,,,1610612765,83,69,2022-10-26T00:42:08Z,4290000,,,0,,B. Beal shooting personal FOUL (2 PF) (Diallo 2 FT),"[203078, 1628977]",1610612764.0,WAS,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,Beal,B. Beal,,,,,204059.0,2.0,0.0,Diallo,1628977.0,,,,,,,,,
435,PT02M09.00S,2022-10-26T00:42:25.9Z,3,REGULAR,freethrow,1 of 2,[],1628977,,,1610612765,83,70,2022-10-26T00:42:44Z,4310000,,,0,,H. Diallo Free Throw 1 of 2 (3 PTS),[1628977],1610612765.0,DET,,,,,,,,,,Made,Diallo,H. Diallo,,,,,,,,,,3.0,,,,,,,,
