actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
589,PT09M28.00S,2025-12-21T03:01:31.5Z,4,REGULAR,rebound,offensive,[],1628963,,,1610612764,103,95,2025-12-21T03:01:32Z,5800000,False,,,0,,M. Bagley III REBOUND (Off:4 Def:1),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Right Center,,,,,,588.0,5.0,1.0,4.0,,,,,,,,,,,
590,PT09M27.00S,2025-12-21T03:01:31.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628963,7.046649145860711,54.65686274509803,1610612764,103,95,2025-12-21T03:01:36Z,5810000,False,-23.0,14.0,1,left,MISS M. Bagley III putback Layup,[1628963],1610612764.0,WAS,putback,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,2.7,Missed,,,,,,,,,,,,,,,,,,
591,PT09M23.00S,2025-12-21T03:01:35.9Z,4,REGULAR,rebound,offensive,[],1628963,,,1610612764,103,95,2025-12-21T03:01:36Z,5820000,False,,,0,,M. Bagley III REBOUND (Off:5 Def:1),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,,,,,,590.0,6.0,1.0,5.0,,,,,,,,,,,
592,PT09M23.00S,2025-12-21T03:01:36.4Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628963,5.590000152587891,50.0,1610612764,103,97,2025-12-21T03:01:45Z,5830000,False,0.0,0.0,1,left,M. Bagley III tip Layup (14 PTS),[1628963],1610612764.0,WAS,tip,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,0.0,Made,14.0,,,,,,,,,,,,,,,,,
593,PT09M21.00S,2025-12-21T03:01:38.7Z,4,REGULAR,turnover,lost ball,[],1642907,,,1610612763,103,97,2025-12-21T03:01:41Z,5840000,False,,,0,,C. Coward lost ball TURNOVER (2 TO),"[1642907, 203114]",1610612763.0,MEM,,,,Coward,C. Coward,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,2.0,Middleton,203114.0,,,,,,,
594,PT09M21.00S,2025-12-21T03:01:38.7Z,4,REGULAR,steal,,[],203114,,,1610612764,103,97,2025-12-21T03:01:40Z,5850000,False,,,0,,K. Middleton STEAL (2 STL),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
595,PT09M06.00S,2025-12-21T03:01:52.9Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],203114,21.23850197109067,31.61764705882353,1610612764,103,97,2025-12-21T03:01:56Z,5860000,False,92.0,147.0,1,left,MISS K. Middleton 17' pullup Shot,[203114],1610612764.0,WAS,pullup,,,Middleton,K. Middleton,,,,,Mid-Range,16-24 Right Center,17.34,Missed,,,,,,,,,,,,,,,,,,
596,PT09M04.00S,2025-12-21T03:01:54.9Z,4,REGULAR,rebound,offensive,[],1630551,,,1610612764,103,97,2025-12-21T03:01:54Z,5870000,False,,,0,,J. Champagnie REBOUND (Off:4 Def:5),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Mid-Range,16-24 Right Center,,,,,,595.0,9.0,5.0,4.0,,,,,,,,,,,
597,PT08M59.00S,2025-12-21T03:01:59.9Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1642267,18.610381077529567,63.725490196078425,1610612764,103,99,2025-12-21T03:02:03Z,5880000,False,-69.0,122.0,1,left,B. Carrington 14' fadeaway Jump Shot (10 PTS) (K. George 7 AST),"[1642267, 1642273]",1610612764.0,WAS,fadeaway,,,Carrington,B. Carrington,,,,,In The Paint (Non-RA),8-16 Center,14.03,Made,10.0,,,,,,,,,,,K. George,1642273.0,7.0,,,,
599,PT08M42.00S,2025-12-21T03:02:19.1Z,4,REGULAR,turnover,out-of-bounds,[],1642285,,,1610612763,103,99,2025-12-21T03:02:24Z,5900000,False,,,0,,C. Spencer lost ball out-of-bounds TURNOVER (1 TO),[1642285],1610612763.0,MEM,lost ball,,,Spencer,C. Spencer,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1151.0,1.0,,,,,,,,,
600,PT08M42.00S,2025-12-21T03:02:22.4Z,4,REGULAR,substitution,out,[],1642267,,,1610612764,103,99,2025-12-21T03:02:27Z,5910000,False,,,0,,SUB out: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT08M42.00S,2025-12-21T03:02:22.4Z,4,REGULAR,substitution,in,[],203468,,,1610612764,103,99,2025-12-21T03:02:27Z,5920000,False,,,0,,SUB in: C. McCollum,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT08M31.00S,2025-12-21T03:02:43.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628963,12.959921156373195,57.35294117647059,1610612764,103,99,2025-12-21T03:16:00Z,5930000,False,-37.0,69.0,1,left,MISS M. Bagley III 7' driving floating bank Shot,[1628963],1610612764.0,WAS,driving floating bank,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,7.85,Missed,,,,,,,,,,,,,,,,,,
603,PT08M29.00S,2025-12-21T03:02:45.0Z,4,REGULAR,rebound,defensive,[],1630583,,,1610612763,103,99,2025-12-21T03:16:00Z,5940000,False,,,0,,S. Aldama REBOUND (Off:6 Def:4),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,602.0,10.0,4.0,6.0,,,,,,,,,,,
672,PT08M28.00S,2025-12-21T03:02:45.6Z,4,REGULAR,turnover,lost ball,[],1630583,,,1610612763,103,99,2025-12-21T03:16:08Z,5945000,False,,,0,,S. Aldama lost ball TURNOVER (2 TO),"[1630583, 1630551]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,2.0,Champagnie,1630551.0,,,,,,,
673,PT08M28.00S,2025-12-21T03:02:45.6Z,4,REGULAR,steal,,[],1630551,,,1610612764,103,99,2025-12-21T03:14:14Z,5947500,False,,,0,,J. Champagnie STEAL (1 STL),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
604,PT08M24.00S,2025-12-21T03:02:48.2Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1642273,31.61957950065703,62.5,1610612764,103,102,2025-12-21T03:14:14Z,5950000,False,-62.0,245.0,1,left,K. George 25' 3PT  (20 PTS) (J. Champagnie 2 AST),"[1642273, 1630551]",1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Center,25.26,Made,20.0,,,,,,,,,,,J. Champagnie,1630551.0,2.0,,,,
606,PT08M09.00S,2025-12-21T03:03:03.1Z,4,REGULAR,3pt,Jump Shot,[],1641765,74.06373193166885,16.176470588235293,1610612763,106,102,2025-12-21T03:03:06Z,5970000,False,-169.0,191.0,1,right,O. Prosper 25' 3PT  (8 PTS) (C. Spencer 11 AST),"[1641765, 1642285]",1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,Above the Break 3,24+ Left Center,25.53,Made,8.0,,,,,,,,,,,C. Spencer,1642285.0,11.0,,,,
608,PT07M54.00S,2025-12-21T03:03:18.0Z,4,REGULAR,turnover,lost ball,[],1642273,,,1610612764,106,102,2025-12-21T03:07:17Z,5990000,False,,,0,,K. George lost ball TURNOVER (4 TO),"[1642273, 1642907]",1610612764.0,WAS,,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,4.0,Coward,1642907.0,,,,,,,
609,PT07M54.00S,2025-12-21T03:03:18.0Z,4,REGULAR,steal,,[],1642907,,,1610612763,106,102,2025-12-21T03:07:17Z,6000000,False,,,0,,C. Coward STEAL (1 STL),[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
611,PT07M50.00S,2025-12-21T03:03:26.4Z,4,REGULAR,substitution,out,[],1628991,,,1610612763,106,102,2025-12-21T03:03:47Z,6020000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT07M50.00S,2025-12-21T03:03:26.4Z,4,REGULAR,substitution,out,[],1641765,,,1610612763,106,102,2025-12-21T03:03:47Z,6030000,False,,,0,,SUB out: O. Prosper,[1641765],1610612763.0,MEM,,,,Prosper,O. Prosper,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT07M50.00S,2025-12-21T03:03:26.4Z,4,REGULAR,substitution,out,[],1642907,,,1610612763,106,102,2025-12-21T03:03:47Z,6040000,False,,,0,,SUB out: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT07M50.00S,2025-12-21T03:03:26.4Z,4,REGULAR,substitution,in,[],203484,,,1610612763,106,102,2025-12-21T03:03:47Z,6050000,False,,,0,,SUB in: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT07M50.00S,2025-12-21T03:03:26.4Z,4,REGULAR,substitution,in,[],1642377,,,1610612763,106,102,2025-12-21T03:03:47Z,6060000,False,,,0,,SUB in: J. Wells,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT07M50.00S,2025-12-21T03:03:26.4Z,4,REGULAR,substitution,in,[],1629111,,,1610612763,106,102,2025-12-21T03:03:47Z,6070000,False,,,0,,SUB in: J. Landale,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT07M43.00S,2025-12-21T03:03:57.8Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],203484,78.40013140604468,90.68627450980392,1610612763,106,102,2025-12-21T03:04:03Z,6080000,False,203.0,151.0,1,right,MISS K. Caldwell-Pope 25' 3PT,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Right Center,25.3,Missed,,,,,,,,,,,,,,,,,,
618,PT07M37.00S,2025-12-21T03:04:03.8Z,4,REGULAR,rebound,offensive,[],1629111,,,1610612763,106,102,2025-12-21T03:04:03Z,6090000,False,,,0,,J. Landale REBOUND (Off:3 Def:1),[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,Above the Break 3,24+ Right Center,,,,,,617.0,4.0,1.0,3.0,,,,,,,,,,,
619,PT07M37.00S,2025-12-21T03:04:02.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629111,94.40999984741211,50.0,1610612763,108,102,2025-12-21T03:04:02Z,6100000,False,0.0,0.0,1,right,J. Landale tip Layup (5 PTS),[1629111],1610612763.0,MEM,tip,,,Landale,J. Landale,,,,,Mid-Range,8-16 Left,0.0,Made,5.0,,,,,,,,,,,,,,,,,
620,PT07M26.00S,2025-12-21T03:04:14.4Z,4,REGULAR,turnover,bad pass,[],1630551,,,1610612764,108,102,2025-12-21T03:04:22Z,6110000,False,,,0,,J. Champagnie bad pass TURNOVER (1 TO),"[1630551, 203484]",1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1.0,Caldwell-Pope,203484.0,,,,,,,
621,PT07M26.00S,2025-12-21T03:04:14.4Z,4,REGULAR,steal,,[],203484,,,1610612763,108,102,2025-12-21T03:04:16Z,6120000,False,,,0,,K. Caldwell-Pope STEAL (1 STL),[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
622,PT07M25.00S,2025-12-21T03:04:18.8Z,4,REGULAR,foul,personal,['2freethrow'],203468,,,1610612763,108,102,2025-12-21T03:04:28Z,6130000,False,,,0,,C. McCollum shooting personal FOUL (3 PF) (Caldwell-Pope 2 FT),"[203468, 203484]",1610612764.0,WAS,shooting,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,,,,,,,,,,1151.0,,,,,,,3.0,0.0,Caldwell-Pope,203484.0
624,PT07M25.00S,2025-12-21T03:04:47.2Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203484,,,1610612763,109,102,2025-12-21T03:04:47Z,6150000,False,,,0,,K. Caldwell-Pope Free Throw 1 of 2 (10 PTS),[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
625,PT07M25.00S,2025-12-21T03:05:04.4Z,4,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203484,,,1610612763,110,102,2025-12-21T03:05:04Z,6160000,False,,,0,,K. Caldwell-Pope Free Throw 2 of 2 (11 PTS),[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
626,PT07M09.00S,2025-12-21T03:05:23.3Z,4,REGULAR,3pt,Jump Shot,[],203468,3.3672798948751645,4.411764705882353,1610612764,110,102,2025-12-21T03:05:28Z,6170000,False,228.0,-21.0,1,left,MISS C. McCollum 3PT,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Right Corner 3,24+ Right,22.88,Missed,,,,,,,,,,,,,,,,,,
627,PT07M06.00S,2025-12-21T03:05:25.6Z,4,REGULAR,rebound,offensive,[],1630551,,,1610612764,110,102,2025-12-21T03:05:25Z,6180000,False,,,0,,J. Champagnie REBOUND (Off:5 Def:5),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Right Corner 3,24+ Right,,,,,,626.0,10.0,5.0,5.0,,,,,,,,,,,
628,PT07M05.00S,2025-12-21T03:05:26.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630551,6.783837056504599,50.73529411764706,1610612764,110,102,2025-12-21T03:05:29Z,6190000,False,-4.0,11.0,1,left,MISS J. Champagnie putback Layup - blocked,"[1630551, 1630583]",1610612764.0,WAS,putback,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,1.19,Missed,,Aldama,1630583.0,,,,,,,,,,,,,,,
629,PT07M05.00S,2025-12-21T03:05:26.7Z,4,REGULAR,block,,[],1630583,,,1610612764,110,102,2025-12-21T03:05:28Z,6200000,False,,,0,,S. Aldama BLOCK (1 BLK),[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
630,PT07M05.00S,2025-12-21T03:05:26.7Z,4,REGULAR,rebound,offensive,[],1642273,,,1610612764,110,102,2025-12-21T03:05:29Z,6210000,False,,,0,,K. George REBOUND (Off:2 Def:4),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,628.0,6.0,4.0,2.0,,,,,,,,,,,
631,PT06M59.00S,2025-12-21T03:05:32.5Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642273,18.084756898817346,47.794117647058826,1610612764,110,104,2025-12-21T03:05:35Z,6220000,False,11.0,117.0,1,left,K. George 11' pullup Jump Shot (22 PTS),[1642273],1610612764.0,WAS,pullup,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,11.8,Made,22.0,,,,,,,,,,,,,,,,,
632,PT06M47.00S,2025-12-21T03:05:44.0Z,4,REGULAR,3pt,Jump Shot,[],1642285,67.88764783180025,32.35294117647059,1610612763,110,104,2025-12-21T03:05:49Z,6230000,False,-88.0,249.0,1,right,MISS C. Spencer 26' 3PT,[1642285],1610612763.0,MEM,,,,Spencer,C. Spencer,,,,,Above the Break 3,24+ Left Center,26.45,Missed,,,,,,,,,,,,,,,,,,
633,PT06M46.00S,2025-12-21T03:05:45.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612763,110,104,2025-12-21T03:05:49Z,6240000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,632.0,,,,,,,,,,,,,,
635,PT06M46.00S,2025-12-21T03:05:54.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,110,104,2025-12-21T03:05:54Z,6260000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT06M46.00S,2025-12-21T03:07:48.8Z,4,REGULAR,substitution,out,[],1630583,,,1610612763,110,104,2025-12-21T03:08:27Z,6270000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT06M46.00S,2025-12-21T03:07:48.8Z,4,REGULAR,substitution,out,[],203114,,,1610612763,110,104,2025-12-21T03:08:27Z,6280000,False,,,0,,SUB out: K. Middleton,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT06M46.00S,2025-12-21T03:07:48.8Z,4,REGULAR,substitution,in,[],1628991,,,1610612763,110,104,2025-12-21T03:08:27Z,6290000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT06M46.00S,2025-12-21T03:07:48.8Z,4,REGULAR,substitution,in,[],1642267,,,1610612763,110,104,2025-12-21T03:08:27Z,6300000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT06M39.00S,2025-12-21T03:09:07.6Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1642285,82.21090670170827,60.29411764705882,1610612763,112,104,2025-12-21T03:09:11Z,6310000,False,51.0,115.0,1,right,C. Spencer 12' driving floating Jump Shot (17 PTS) (K. Caldwell-Pope 5 AST),"[1642285, 203484]",1610612763.0,MEM,driving floating,,,Spencer,C. Spencer,,,,,In The Paint (Non-RA),8-16 Center,12.57,Made,17.0,,,,,,,,,,,K. Caldwell-Pope,203484.0,5.0,,,,
643,PT06M17.00S,2025-12-21T03:09:34.9Z,4,REGULAR,3pt,Jump Shot,[],203468,14.4053876478318,93.87254901960785,1610612764,112,107,2025-12-21T03:09:39Z,6340000,False,-219.0,83.0,1,left,C. McCollum 3PT pullup (22 PTS) (J. Champagnie 3 AST),"[203468, 1630551]",1610612764.0,WAS,pullup,,,McCollum,C. McCollum,,,,,Left Corner 3,24+ Left,23.45,Made,22.0,,,,,,,,,,,J. Champagnie,1630551.0,3.0,,,,
645,PT06M00.00S,2025-12-21T03:09:51.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628991,92.85479632063075,46.568627450980394,1610612763,112,107,2025-12-21T03:09:56Z,6360000,False,-17.0,15.0,1,right,MISS J. Jackson Jr. driving reverse Layup,[1628991],1610612763.0,MEM,driving reverse,,,Jackson Jr.,J. Jackson Jr.,,,,,Restricted Area,0-8 Center,2.26,Missed,,,,,,,,,,,,,,,,,,
646,PT05M56.00S,2025-12-21T03:09:55.7Z,4,REGULAR,rebound,defensive,[],1630551,,,1610612764,112,107,2025-12-21T03:09:56Z,6370000,False,,,0,,J. Champagnie REBOUND (Off:5 Def:6),[1630551],1610612764.0,WAS,,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,,,,,,645.0,11.0,6.0,5.0,,,,,,,,,,,
647,PT05M52.00S,2025-12-21T03:10:00.0Z,4,REGULAR,3pt,Jump Shot,[],1642273,4.812746386333772,94.6078431372549,1610612764,112,110,2025-12-21T03:10:04Z,6380000,False,-223.0,-7.0,1,left,K. George 3PT  (25 PTS) (J. Champagnie 4 AST),"[1642273, 1630551]",1610612764.0,WAS,,,,George,K. George,,,,,Left Corner 3,24+ Left,22.31,Made,25.0,,,,,,,,,,,J. Champagnie,1630551.0,4.0,,,,
649,PT05M32.00S,2025-12-21T03:10:20.0Z,4,REGULAR,3pt,Jump Shot,[],1642285,66.5735873850197,67.64705882352942,1610612763,112,110,2025-12-21T03:10:23Z,6400000,False,88.0,262.0,1,right,MISS C. Spencer 27' pullup 3PT,[1642285],1610612763.0,MEM,pullup,,,Spencer,C. Spencer,,,,,Above the Break 3,24+ Right Center,27.62,Missed,,,,,,,,,,,,,,,,,,
650,PT05M29.00S,2025-12-21T03:10:23.0Z,4,REGULAR,rebound,defensive,[],1642267,,,1610612764,112,110,2025-12-21T03:10:23Z,6410000,False,,,0,,B. Carrington REBOUND (Off:0 Def:6),[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,,,,,,649.0,6.0,6.0,0.0,,,,,,,,,,,
651,PT05M17.00S,2025-12-21T03:10:34.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,6.389618922470433,46.81372549019608,1610612764,112,112,2025-12-21T03:10:38Z,6420000,False,16.0,8.0,1,left,M. Bagley III Layup (16 PTS),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,1.76,Made,16.0,,,,,,,,,,,,,,,,,
653,PT04M57.00S,2025-12-21T03:10:55.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642285,84.05059132720105,50.49019607843137,1610612763,112,112,2025-12-21T03:11:04Z,6440000,False,2.0,97.0,1,right,MISS C. Spencer 9' driving floating Shot,[1642285],1610612763.0,MEM,driving floating,,,Spencer,C. Spencer,,,,,In The Paint (Non-RA),8-16 Center,9.74,Missed,,,,,,,,,,,,,,,,,,
654,PT04M57.00S,2025-12-21T03:10:55.2Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612763,112,112,2025-12-21T03:11:10Z,6450000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,653.0,,,,,,,,,,,,,,
655,PT04M57.00S,2025-12-21T03:11:11.2Z,4,REGULAR,substitution,out,[],203484,,,1610612763,112,112,2025-12-21T03:11:23Z,6460000,False,,,0,,SUB out: K. Caldwell-Pope,[203484],1610612763.0,MEM,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,,,,,,,,,,,,,,,,,,,
656,PT04M57.00S,2025-12-21T03:11:11.2Z,4,REGULAR,substitution,out,[],1629111,,,1610612763,112,112,2025-12-21T03:11:23Z,6470000,False,,,0,,SUB out: J. Landale,[1629111],1610612763.0,MEM,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT04M57.00S,2025-12-21T03:11:11.2Z,4,REGULAR,substitution,out,[],1628963,,,1610612763,112,112,2025-12-21T03:11:23Z,6480000,False,,,0,,SUB out: M. Bagley III,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
658,PT04M57.00S,2025-12-21T03:11:11.2Z,4,REGULAR,substitution,in,[],1642907,,,1610612763,112,112,2025-12-21T03:11:23Z,6490000,False,,,0,,SUB in: C. Coward,[1642907],1610612763.0,MEM,,,,Coward,C. Coward,,,,,,,,,,,,,,,,,,,,,,,,,,
659,PT04M57.00S,2025-12-21T03:11:11.2Z,4,REGULAR,substitution,in,[],1630583,,,1610612763,112,112,2025-12-21T03:11:23Z,6500000,False,,,0,,SUB in: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
660,PT04M57.00S,2025-12-21T03:11:11.2Z,4,REGULAR,substitution,in,[],1642259,,,1610612763,112,112,2025-12-21T03:11:23Z,6510000,False,,,0,,SUB in: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT04M51.00S,2025-12-21T03:11:28.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1642377,76.42904073587385,12.5,1610612763,112,112,2025-12-21T03:11:32Z,6520000,False,-188.0,169.0,1,right,MISS J. Wells 25' 3PT,[1642377],1610612763.0,MEM,,,,Wells,J. Wells,,,,,Above the Break 3,24+ Left Center,25.25,Missed,,,,,,,,,,,,,,,,,,
662,PT04M47.00S,2025-12-21T03:11:32.6Z,4,REGULAR,rebound,defensive,[],203468,,,1610612764,112,112,2025-12-21T03:11:32Z,6530000,False,,,0,,C. McCollum REBOUND (Off:1 Def:4),[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,,,,,,661.0,5.0,4.0,1.0,,,,,,,,,,,
663,PT04M41.00S,2025-12-21T03:11:37.8Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],203468,31.488173455978973,59.068627450980394,1610612764,112,115,2025-12-21T03:14:59Z,6540000,False,-45.0,243.0,1,left,C. McCollum 24' 3PT running pullup (25 PTS),[203468],1610612764.0,WAS,running pullup,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,24.77,Made,25.0,,,,,,,,,,,,,,,,,
664,PT04M32.00S,2025-12-21T03:11:47.0Z,4,REGULAR,3pt,Jump Shot,[],1630583,92.85479632063075,95.58823529411765,1610612763,115,115,2025-12-21T03:11:50Z,6550000,False,228.0,15.0,1,right,S. Aldama 3PT  (37 PTS) (C. Coward 3 AST),"[1630583, 1642907]",1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Right Corner 3,24+ Right,22.84,Made,37.0,,,,,,,,,,,C. Coward,1642907.0,3.0,,,,
666,PT04M16.00S,2025-12-21T03:12:05.6Z,4,REGULAR,3pt,Jump Shot,[],1642259,28.86005256241787,73.2843137254902,1610612764,115,115,2025-12-21T03:18:25Z,6570000,False,-116.0,219.0,1,left,MISS A. Sarr 24' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Left Center,24.78,Missed,,,,,,,,,,,,,,,,,,
667,PT04M13.00S,2025-12-21T03:12:08.6Z,4,REGULAR,rebound,defensive,[],1628991,,,1610612763,115,115,2025-12-21T03:18:25Z,6580000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:6),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,666.0,7.0,6.0,1.0,,,,,,,,,,,
668,PT04M07.00S,2025-12-21T03:12:13.9Z,4,REGULAR,foul,personal,['2freethrow'],1642273,,,1610612763,115,115,2025-12-21T03:12:24Z,6590000,False,,,0,,K. George shooting personal FOUL (4 PF) (Coward 2 FT),"[1642273, 1642907]",1610612764.0,WAS,shooting,,,George,K. George,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,1628159.0,,,,,,,4.0,0.0,Coward,1642907.0
