actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
267,PT02M15.00S,2024-04-13T00:59:14.0Z,2,REGULAR,3pt,Jump Shot,[],1628997,79.31997371879106,92.64705882352942,1610612748,60,42,2024-04-13T00:59:20Z,2620000,False,213.0,142.0,1,right,MISS C. Martin 25' 3PT,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,25.61,Missed,,,,,,,,,,,,,,,,,,
268,PT02M12.00S,2024-04-13T00:59:17.0Z,2,REGULAR,rebound,defensive,[],203482,,,1610612761,60,42,2024-04-13T00:59:20Z,2630000,False,,,0,,K. Olynyk REBOUND (Off:2 Def:4),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,,,,,,267.0,6.0,4.0,2.0,,,,,,,,,,,
269,PT02M03.00S,2024-04-13T00:59:25.6Z,2,REGULAR,turnover,bad pass,[],203482,,,1610612761,60,42,2024-04-13T01:04:39Z,2640000,False,,,0,,K. Olynyk bad pass TURNOVER (2 TO),"[203482, 1628997]",1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Right Center,,,,,2.0,,,,,,,,,,,,Martin,1628997.0,,
270,PT02M03.00S,2024-04-13T00:59:25.6Z,2,REGULAR,steal,,[],1628997,,,1610612748,60,42,2024-04-13T00:59:27Z,2650000,False,,,0,,C. Martin STEAL (1 STL),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
271,PT01M54.00S,2024-04-13T00:59:35.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1631107,77.34888304862024,90.44117647058823,1610612748,60,42,2024-04-13T00:59:40Z,2660000,False,202.0,160.0,1,right,MISS N. Jovic 25' 3PT,[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Right Center,25.81,Missed,,,,,,,,,,,,,,,,,,
272,PT01M51.00S,2024-04-13T00:59:38.2Z,2,REGULAR,rebound,defensive,[],1641711,,,1610612761,60,42,2024-04-13T00:59:40Z,2670000,False,,,0,,G. Dick REBOUND (Off:0 Def:1),[1641711],1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,,,,,,271.0,1.0,1.0,0.0,,,,,,,,,,,
273,PT01M44.00S,2024-04-13T00:59:49.5Z,2,REGULAR,foul,personal,['2freethrow'],1629639,,,1610612761,60,42,2024-04-13T01:02:57Z,2680000,False,,,0,,T. Herro shooting personal FOUL (2 PF) (Barrett 2 FT),"[1629639, 1629628]",1610612748.0,MIA,shooting,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,,,,1193.0,,,,,,,,,2.0,0.0,Barrett,1629628.0,,,,
275,PT01M44.00S,2024-04-13T01:00:01.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,60,42,2024-04-13T01:00:01Z,2700000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT01M44.00S,2024-04-13T01:02:22.8Z,2,REGULAR,substitution,out,[],1631170,,,1610612761,60,42,2024-04-13T01:02:48Z,2710000,False,,,0,,SUB out: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT01M44.00S,2024-04-13T01:02:22.8Z,2,REGULAR,substitution,in,[],202710,,,1610612761,60,42,2024-04-13T01:02:48Z,2720000,False,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT01M44.00S,2024-04-13T01:03:09.5Z,2,REGULAR,freethrow,1 of 2,[],1629628,,,1610612761,60,42,2024-04-13T01:03:09Z,2730000,False,,,0,,MISS R. Barrett Free Throw 1 of 2,[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
279,PT01M44.00S,2024-04-13T01:03:09.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,60,42,2024-04-13T01:03:09Z,2740000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,278.0,,,,,,,,,,,,,,
280,PT01M44.00S,2024-04-13T01:03:26.4Z,2,REGULAR,freethrow,2 of 2,[],1629628,,,1610612761,60,43,2024-04-13T01:03:26Z,2750000,False,,,0,,R. Barrett Free Throw 2 of 2 (10 PTS),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
281,PT01M29.00S,2024-04-13T01:03:44.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631107,93.77463863337714,50.245098039215684,1610612748,62,43,2024-04-13T01:03:52Z,2760000,False,1.0,6.0,1,right,N. Jovic cutting Layup (11 PTS) (B. Adebayo 3 AST),"[1631107, 1628389]",1610612748.0,MIA,cutting,,,Jovic,N. Jovic,,,,,Restricted Area,0-8 Center,0.61,Made,11.0,,,,,,,B. Adebayo,1628389.0,3.0,,,,,,,,
283,PT01M11.00S,2024-04-13T01:04:02.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,6.1268068331143235,49.754901960784316,1610612761,62,45,2024-04-13T01:04:08Z,2780000,False,1.0,5.0,1,left,R. Barrett reverse Layup (12 PTS) (K. Olynyk 2 AST),"[1629628, 203482]",1610612761.0,TOR,reverse,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,0.52,Made,12.0,,,,,,,K. Olynyk,203482.0,2.0,,,,,,,,
285,PT00M50.80S,2024-04-13T01:04:24.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628389,94.30026281208936,48.77450980392157,1610612748,64,45,2024-04-13T01:04:34Z,2800000,False,-6.0,1.0,1,right,B. Adebayo cutting DUNK (14 PTS) (C. Martin 2 AST),"[1628389, 1628997]",1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,0.62,Made,14.0,,,,,,,C. Martin,1628997.0,2.0,,,,,,,,
287,PT00M38.10S,2024-04-13T01:04:38.7Z,2,REGULAR,3pt,Jump Shot,[],1641711,27.54599211563732,17.15686274509804,1610612761,64,48,2024-04-13T01:04:43Z,2820000,False,164.0,206.0,1,left,G. Dick 26' 3PT  (5 PTS) (R. Barrett 2 AST),"[1641711, 1629628]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,26.37,Made,5.0,,,,,,,R. Barrett,1629628.0,2.0,,,,,,,,
289,PT00M21.50S,2024-04-13T01:05:00.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631107,94.56307490144546,49.754901960784316,1610612748,66,48,2024-04-13T01:05:07Z,2840000,False,-1.0,-1.0,1,right,N. Jovic cutting Layup (13 PTS) (J. Butler 6 AST),"[1631107, 202710]",1610612748.0,MIA,cutting,,,Jovic,N. Jovic,,,,,Restricted Area,0-8 Center,0.18,Made,13.0,,,,,,,J. Butler,202710.0,6.0,,,,,,,,
291,PT00M00.60S,2024-04-13T01:05:25.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629628,9.017739816031538,49.50980392156863,1610612761,66,50,2024-04-13T01:05:29Z,2860000,False,2.0,32.0,1,left,R. Barrett driving Hook (14 PTS) (I. Quickley 3 AST),"[1629628, 1630193]",1610612761.0,TOR,driving,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,3.24,Made,14.0,,,,,,,I. Quickley,1630193.0,3.0,,,,,,,,
292,PT00M00.00S,2024-04-13T01:05:32.3Z,2,REGULAR,period,end,[],0,,,1610612748,66,50,2024-04-13T01:05:32Z,2870000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT12M00.00S,2024-04-13T01:20:53.5Z,3,REGULAR,period,start,[],0,,,1610612761,66,50,2024-04-13T01:20:53Z,2880000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT11M41.00S,2024-04-13T01:21:11.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203482,93.64323258869908,49.50980392156863,1610612761,66,50,2024-04-13T01:21:18Z,2890000,False,-2.0,7.0,1,right,MISS K. Olynyk Layup,[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,0.77,Missed,,,,,,,,,,,,,,,,,,
296,PT11M39.00S,2024-04-13T01:21:13.8Z,3,REGULAR,rebound,defensive,[],202710,,,1610612748,66,50,2024-04-13T01:21:18Z,2900000,False,,,0,,J. Butler REBOUND (Off:1 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,,,,,,295.0,2.0,1.0,1.0,,,,,,,,,,,
297,PT11M28.00S,2024-04-13T01:21:24.9Z,3,REGULAR,3pt,Jump Shot,[],1631107,25.57490144546649,13.23529411764706,1610612748,69,50,2024-04-13T01:21:30Z,2910000,False,184.0,188.0,1,left,N. Jovic 26' 3PT  (16 PTS) (J. Butler 7 AST),"[1631107, 202710]",1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Right Center,26.28,Made,16.0,,,,,,,J. Butler,202710.0,7.0,,,,,,,,
299,PT11M09.00S,2024-04-13T01:21:44.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629628,93.64323258869908,49.754901960784316,1610612761,69,52,2024-04-13T01:22:12Z,2930000,False,-1.0,7.0,1,right,R. Barrett cutting DUNK (16 PTS) (K. Olynyk 3 AST),"[1629628, 203482]",1610612761.0,TOR,cutting,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,0.74,Made,16.0,,,,,,,K. Olynyk,203482.0,3.0,,,,,,,,
301,PT10M52.00S,2024-04-13T01:22:00.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,16.770696452036795,57.59803921568627,1610612748,71,52,2024-04-13T01:22:33Z,2950000,False,-38.0,105.0,1,left,B. Adebayo 11' Jump Shot (16 PTS) (T. Herro 4 AST),"[1628389, 1629639]",1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Center,11.18,Made,16.0,,,,,,,T. Herro,1629639.0,4.0,,,,,,,,
303,PT10M40.00S,2024-04-13T01:22:12.5Z,3,REGULAR,2pt,Jump Shot,[],1629018,72.7496714848883,53.92156862745098,1610612761,71,52,2024-04-13T01:23:03Z,2970000,False,20.0,204.0,1,right,MISS G. Trent Jr. 20' step back Shot,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Center,20.46,Missed,,,,,,,,,,,,,,,,,,
304,PT10M36.00S,2024-04-13T01:22:16.5Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,71,52,2024-04-13T01:23:03Z,2980000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Mid-Range,16-24 Center,,,,,,303.0,5.0,4.0,1.0,,,,,,,,,,,
306,PT10M23.00S,2024-04-13T01:22:34.3Z,3,REGULAR,foul,personal,[],203482,,,1610612748,71,52,2024-04-13T01:22:46Z,3000000,False,,,0,,K. Olynyk personal FOUL (2 PF),"[203482, 1628389]",1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,,,,1155.0,,,,,,,,,2.0,0.0,Adebayo,1628389.0,,,,
308,PT10M09.00S,2024-04-13T01:23:03.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202710,7.30946123521682,57.84313725490197,1610612748,73,52,2024-04-13T01:23:09Z,3020000,False,-39.0,16.0,1,left,J. Butler driving Layup (11 PTS),[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,4.24,Made,11.0,,,,,,,,,,,,,,,,,
309,PT09M57.00S,2024-04-13T01:23:14.1Z,3,REGULAR,2pt,Jump Shot,[],1630193,92.9862023653088,71.81372549019608,1610612761,73,52,2024-04-13T01:23:20Z,3030000,False,109.0,13.0,1,right,MISS I. Quickley 10' driving floating Shot,[1630193],1610612761.0,TOR,driving floating,,,Quickley,I. Quickley,,,,,Mid-Range,8-16 Right,10.99,Missed,,,,,,,,,,,,,,,,,,
310,PT09M55.00S,2024-04-13T01:23:16.1Z,3,REGULAR,rebound,offensive,[],1629628,,,1610612761,73,52,2024-04-13T01:23:16Z,3040000,False,,,0,,R. Barrett REBOUND (Off:1 Def:3),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Mid-Range,8-16 Right,,,,,,309.0,4.0,3.0,1.0,,,,,,,,,,,
311,PT09M52.00S,2024-04-13T01:23:19.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629628,94.56307490144546,50.73529411764706,1610612761,73,54,2024-04-13T01:23:26Z,3050000,False,4.0,-1.0,1,right,R. Barrett putback Layup (18 PTS),[1629628],1610612761.0,TOR,putback,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,0.4,Made,18.0,,,,,,,,,,,,,,,,,
312,PT09M33.00S,2024-04-13T01:23:41.6Z,3,REGULAR,foul,personal,['2freethrow'],203482,,,1610612748,73,54,2024-04-13T01:24:06Z,3060000,False,,,0,,K. Olynyk shooting personal FOUL (3 PF) (Butler 2 FT),"[203482, 202710]",1610612761.0,TOR,shooting,,,Olynyk,K. Olynyk,,,,,In The Paint (Non-RA),0-8 Center,,,,1193.0,,,,,,,,,3.0,0.0,Butler,202710.0,,,,
314,PT09M33.00S,2024-04-13T01:24:16.4Z,3,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,73,54,2024-04-13T01:24:39Z,3080000,False,,,0,,MISS J. Butler Free Throw 1 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
315,PT09M33.00S,2024-04-13T01:24:16.4Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612748,73,54,2024-04-13T01:24:39Z,3090000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,314.0,,,,,,,,,,,,,,
316,PT09M33.00S,2024-04-13T01:24:16.4Z,3,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,73,54,2024-04-13T01:24:39Z,3100000,False,,,0,,MISS J. Butler Free Throw 2 of 2,[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
317,PT09M30.00S,2024-04-13T01:24:19.4Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612761,73,54,2024-04-13T01:24:39Z,3110000,False,,,0,,R. Barrett REBOUND (Off:1 Def:4),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,,,,,,,,316.0,5.0,4.0,1.0,,,,,,,,,,,
318,PT09M15.00S,2024-04-13T01:24:53.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629018,92.72339027595268,48.03921568627451,1610612761,73,56,2024-04-13T01:24:57Z,3120000,False,-10.0,16.0,1,right,G. Trent Jr. driving Layup (4 PTS) (I. Quickley 4 AST),"[1629018, 1630193]",1610612761.0,TOR,driving,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,1.87,Made,4.0,,,,,,,I. Quickley,1630193.0,4.0,,,,,,,,
320,PT09M02.00S,2024-04-13T01:25:07.2Z,3,REGULAR,3pt,Jump Shot,[],1628389,8.229303547963205,2.2058823529411766,1610612748,73,56,2024-04-13T01:25:13Z,3140000,False,239.0,25.0,1,left,MISS B. Adebayo 24' 3PT,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Right Corner 3,24+ Right,24.03,Missed,,,,,,,,,,,,,,,,,,
321,PT08M59.00S,2024-04-13T01:25:10.2Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612761,73,56,2024-04-13T01:25:13Z,3150000,False,,,0,,R. Barrett REBOUND (Off:1 Def:5),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Right Corner 3,24+ Right,,,,,,320.0,6.0,5.0,1.0,,,,,,,,,,,
322,PT08M55.00S,2024-04-13T01:25:14.9Z,3,REGULAR,turnover,bad pass,[],1629628,,,1610612761,73,56,2024-04-13T01:25:20Z,3160000,False,,,0,,R. Barrett bad pass TURNOVER (3 TO),"[1629628, 1631107]",1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Above the Break 3,24+ Center,,,,,3.0,,,,,,,,,,,,Jovic,1631107.0,,
323,PT08M55.00S,2024-04-13T01:25:14.9Z,3,REGULAR,steal,,[],1631107,,,1610612748,73,56,2024-04-13T01:25:17Z,3170000,False,,,0,,N. Jovic STEAL (1 STL),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
324,PT08M36.00S,2024-04-13T01:25:32.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629639,14.14257555847569,53.67647058823529,1610612748,73,56,2024-04-13T01:25:36Z,3180000,False,-18.0,80.0,1,left,MISS T. Herro 8' driving floating Shot,[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,8.25,Missed,,,,,,,,,,,,,,,,,,
325,PT08M34.00S,2024-04-13T01:25:34.7Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612761,73,56,2024-04-13T01:25:36Z,3190000,False,,,0,,R. Barrett REBOUND (Off:1 Def:6),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Center,,,,,,324.0,7.0,6.0,1.0,,,,,,,,,,,
326,PT08M34.00S,2024-04-13T01:25:37.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,88.91261498028909,95.09803921568627,1610612761,73,56,2024-04-13T01:26:08Z,3200000,False,225.0,52.0,1,right,MISS G. Trent Jr. running 3PT,[1629018],1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Right Corner 3,24+ Right,23.14,Missed,,,,,,,,,,,,,,,,,,
327,PT08M32.00S,2024-04-13T01:25:39.7Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612748,73,56,2024-04-13T01:26:52Z,3210000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Right Corner 3,24+ Right,,,,,,326.0,,,,,,,,,,,,,,
328,PT08M19.00S,2024-04-13T01:26:27.2Z,3,REGULAR,foul,personal,['2freethrow'],1630193,,,1610612748,73,56,2024-04-13T01:26:50Z,3220000,False,,,0,,I. Quickley shooting personal FOUL (3 PF) (Herro 2 FT),"[1630193, 1629639]",1610612761.0,TOR,shooting,,,Quickley,I. Quickley,,,,,In The Paint (Non-RA),8-16 Center,,,,1155.0,,,,,,,,,3.0,0.0,Herro,1629639.0,,,,
331,PT08M19.00S,2024-04-13T01:26:51.5Z,3,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,74,56,2024-04-13T01:26:51Z,3240000,False,,,0,,T. Herro Free Throw 1 of 2 (9 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
332,PT08M19.00S,2024-04-13T01:27:06.1Z,3,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,75,56,2024-04-13T01:27:06Z,3250000,False,,,0,,T. Herro Free Throw 2 of 2 (10 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
333,PT07M59.00S,2024-04-13T01:27:29.7Z,3,REGULAR,3pt,Jump Shot,[],1629018,78.53153745072274,94.11764705882352,1610612761,75,56,2024-04-13T01:27:34Z,3260000,False,221.0,149.0,1,right,MISS G. Trent Jr. 26' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,26.64,Missed,,,,,,,,,,,,,,,,,,
334,PT07M58.00S,2024-04-13T01:27:30.7Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,75,56,2024-04-13T01:27:34Z,3270000,False,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Right Center,,,,,,333.0,2.0,2.0,0.0,,,,,,,,,,,
335,PT07M53.00S,2024-04-13T01:27:36.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628997,10.33180026281209,1.4705882352941175,1610612748,75,56,2024-04-13T01:28:15Z,3280000,False,243.0,45.0,1,left,MISS C. Martin 24' running 3PT,[1628997],1610612748.0,MIA,running,,,Martin,C. Martin,,,,,Right Corner 3,24+ Right,24.67,Missed,,,,,,,,,,,,,,,,,,
336,PT07M50.00S,2024-04-13T01:27:39.2Z,3,REGULAR,rebound,defensive,[],203482,,,1610612761,75,56,2024-04-13T01:27:43Z,3290000,False,,,0,,K. Olynyk REBOUND (Off:2 Def:5),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Right Corner 3,24+ Right,,,,,,335.0,7.0,5.0,2.0,,,,,,,,,,,
337,PT07M44.00S,2024-04-13T01:27:45.2Z,3,REGULAR,3pt,Jump Shot,[],1641711,69.99014454664915,76.22549019607843,1610612761,75,59,2024-04-13T01:27:54Z,3300000,False,131.0,230.0,1,right,G. Dick 26' 3PT  (8 PTS) (K. Olynyk 4 AST),"[1641711, 203482]",1610612761.0,TOR,,,,Dick,G. Dick,,,,,Above the Break 3,24+ Right Center,26.44,Made,8.0,,,,,,,K. Olynyk,203482.0,4.0,,,,,,,,
348,PT07M24.00S,2024-04-13T01:28:11.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,17.47700394218134,34.94944852941176,1610612748,75,59,2024-04-13T01:34:12Z,3330000,False,75.0,112.0,1,left,MISS T. Herro 13' fadeaway Shot,[1629639],1610612748.0,MIA,fadeaway,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Right,13.48,Missed,,,,,,,,,,,,,,,,,,
349,PT07M22.00S,2024-04-13T01:28:13.0Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612761,75,59,2024-04-13T01:38:10Z,3340000,False,,,0,,R. Barrett REBOUND (Off:1 Def:7),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,In The Paint (Non-RA),8-16 Right,,,,,,348.0,8.0,7.0,1.0,,,,,,,,,,,
342,PT07M22.00S,2024-04-13T01:28:36.9Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,75,59,2024-04-13T01:33:07Z,3350000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
345,PT07M13.00S,2024-04-13T01:32:55.0Z,3,REGULAR,3pt,Jump Shot,[],1629018,73.40670170827858,12.009803921568627,1610612761,75,59,2024-04-13T01:33:13Z,3370000,False,-190.0,197.0,1,right,MISS G. Trent Jr. 27' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Left Center,27.41,Missed,,,,,,,,,,,,,,,,,,
346,PT07M07.00S,2024-04-13T01:33:00.9Z,3,REGULAR,rebound,offensive,[],203482,,,1610612761,75,59,2024-04-13T01:33:00Z,3380000,False,,,0,,K. Olynyk REBOUND (Off:3 Def:5),[203482],1610612761.0,TOR,,,,Olynyk,K. Olynyk,,,,,Above the Break 3,24+ Left Center,,,,,,345.0,8.0,5.0,3.0,,,,,,,,,,,
347,PT07M07.00S,2024-04-13T01:33:00.9Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203482,94.40999984741211,50.0,1610612761,75,61,2024-04-13T01:33:22Z,3390000,False,0.0,0.0,1,right,K. Olynyk tip Layup (8 PTS),[203482],1610612761.0,TOR,tip,,,Olynyk,K. Olynyk,,,,,Restricted Area,0-8 Center,0.0,Made,8.0,,,,,,,,,,,,,,,,,
350,PT06M56.00S,2024-04-13T01:33:17.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202710,6.83311432325887,63.4765625,1610612748,75,61,2024-04-13T01:46:47Z,3400000,False,-67.0,12.0,1,left,MISS J. Butler 6' pullup Shot,[202710],1610612748.0,MIA,pullup,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,6.84,Missed,,,,,,,,,,,,,,,,,,
352,PT06M55.00S,2024-04-13T01:33:18.0Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612761,75,61,2024-04-13T01:46:47Z,3420000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,350.0,,,,,,,,,,,,,,
354,PT06M41.00S,2024-04-13T01:33:59.3Z,3,REGULAR,turnover,out-of-bounds,[],203482,,,1610612761,75,61,2024-04-13T01:34:21Z,3440000,False,,,0,,K. Olynyk lost ball out-of-bounds TURNOVER (3 TO),[203482],1610612761.0,TOR,lost ball,,,Olynyk,K. Olynyk,,,,,Mid-Range,8-16 Center,,,,201639.0,3.0,,,,,,,,,,,,,,,
355,PT06M20.00S,2024-04-13T01:34:30.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631107,7.046649145860711,50.73529411764706,1610612748,75,61,2024-04-13T01:34:38Z,3450000,False,-4.0,14.0,1,left,MISS N. Jovic driving finger roll Layup,[1631107],1610612748.0,MIA,driving finger roll,,,Jovic,N. Jovic,,,,,Restricted Area,0-8 Center,1.42,Missed,,,,,,,,,,,,,,,,,,
356,PT06M18.00S,2024-04-13T01:34:33.3Z,3,REGULAR,rebound,defensive,[],1629628,,,1610612761,75,61,2024-04-13T01:34:33Z,3460000,False,,,0,,R. Barrett REBOUND (Off:1 Def:8),[1629628],1610612761.0,TOR,,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,,,,,,355.0,9.0,8.0,1.0,,,,,,,,,,,
357,PT06M11.00S,2024-04-13T01:34:39.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629628,93.24901445466492,49.26470588235294,1610612761,75,63,2024-04-13T01:34:44Z,3470000,False,-4.0,11.0,1,right,R. Barrett running Layup (20 PTS),[1629628],1610612761.0,TOR,running,,,Barrett,R. Barrett,,,,,Restricted Area,0-8 Center,1.16,Made,20.0,,,,,,,,,,,,,,,,,
