actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,blockPlayerName,blockPersonId,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
260,PT02M13.00S,2024-01-11T01:30:16.8Z,2,REGULAR,3pt,Jump Shot,[],1629130,22.28975032851511,89.4607843137255,1610612748,61,59,2024-01-11T01:30:22Z,2560000,False,-197.0,157.0,1,left,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,25.21,Missed,,,,,,,,,,,,,,,,,,
261,PT02M11.00S,2024-01-11T01:30:19.5Z,2,REGULAR,rebound,defensive,[],1631096,,,1610612760,61,59,2024-01-11T01:30:19Z,2570000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:3),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Above the Break 3,24+ Left Center,,,260.0,3.0,3.0,0.0,,,,,,,,,,,,,,
262,PT01M51.00S,2024-01-11T01:30:39.4Z,2,REGULAR,turnover,bad pass,[],1641717,,,1610612760,61,59,2024-01-11T01:30:50Z,2580000,False,,,0,,C. Wallace bad pass TURNOVER (1 TO),"[1641717, 1629130]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,1.0,,,,,,,Robinson,1629130.0
263,PT01M51.00S,2024-01-11T01:30:39.4Z,2,REGULAR,steal,,[],1629130,,,1610612748,61,59,2024-01-11T01:30:41Z,2590000,False,,,0,,D. Robinson STEAL (1 STL),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
264,PT01M37.00S,2024-01-11T01:30:55.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628983,,,1610612748,61,59,2024-01-11T01:31:03Z,2600000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (1 PF) (Jovic 2 FT),"[1628983, 1631107]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202007.0,,1.0,1.0,,,Jovic,1631107.0,,
266,PT01M37.00S,2024-01-11T01:31:31.6Z,2,REGULAR,substitution,out,[],1629130,,,1610612748,61,59,2024-01-11T01:31:49Z,2620000,False,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT01M37.00S,2024-01-11T01:31:31.6Z,2,REGULAR,substitution,out,[],201567,,,1610612748,61,59,2024-01-11T01:31:49Z,2630000,False,,,0,,SUB out: K. Love,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT01M37.00S,2024-01-11T01:31:31.6Z,2,REGULAR,substitution,out,[],1629026,,,1610612748,61,59,2024-01-11T01:31:49Z,2640000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT01M37.00S,2024-01-11T01:31:31.6Z,2,REGULAR,substitution,in,[],1628389,,,1610612748,61,59,2024-01-11T01:31:49Z,2650000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT01M37.00S,2024-01-11T01:31:31.6Z,2,REGULAR,substitution,in,[],1631170,,,1610612748,61,59,2024-01-11T01:31:49Z,2660000,False,,,0,,SUB in: J. Jaquez Jr.,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT01M37.00S,2024-01-11T01:31:31.6Z,2,REGULAR,substitution,in,[],1631114,,,1610612748,61,59,2024-01-11T01:31:49Z,2670000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT01M37.00S,2024-01-11T01:31:53.4Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1631107,,,1610612748,62,59,2024-01-11T01:32:34Z,2680000,False,,,0,,N. Jovic Free Throw 1 of 2 (11 PTS),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
273,PT01M37.00S,2024-01-11T01:31:53.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1631107,,,1610612748,63,59,2024-01-11T01:32:34Z,2690000,False,,,0,,N. Jovic Free Throw 2 of 2 (12 PTS),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
274,PT01M26.00S,2024-01-11T01:32:04.3Z,2,REGULAR,3pt,Jump Shot,[],1641717,94.26741130091985,95.58823529411765,1610612760,63,62,2024-01-11T01:33:04Z,2700000,False,228.0,1.0,1,right,C. Wallace 3PT  (5 PTS) (S. Gilgeous-Alexander 4 AST),"[1641717, 1628983]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Right Corner 3,24+ Right,22.79,Made,,,,,5.0,S. Gilgeous-Alexander,1628983.0,4.0,,,,,,,,,,
276,PT01M16.00S,2024-01-11T01:32:16.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641717,,,1610612748,63,62,2024-01-11T01:32:38Z,2720000,False,,,0,,C. Wallace shooting personal FOUL (2 PF) (Herro 2 FT),"[1641717, 1629639]",1610612760.0,OKC,shooting,,,Wallace,C. Wallace,,,,,Mid-Range,8-16 Center,,,,,,,,,,,202041.0,,2.0,0.0,,,Herro,1629639.0,,
278,PT01M16.00S,2024-01-11T01:32:49.2Z,2,REGULAR,freethrow,1 of 2,[],1629639,,,1610612748,64,62,2024-01-11T01:33:20Z,2740000,False,,,0,,T. Herro Free Throw 1 of 2 (12 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
279,PT01M16.00S,2024-01-11T01:32:49.2Z,2,REGULAR,freethrow,2 of 2,[],1629639,,,1610612748,64,62,2024-01-11T01:33:20Z,2750000,False,,,0,,MISS T. Herro Free Throw 2 of 2,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
280,PT01M13.00S,2024-01-11T01:32:52.2Z,2,REGULAR,rebound,defensive,[],1631096,,,1610612760,64,62,2024-01-11T01:33:20Z,2760000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:4),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,279.0,4.0,4.0,0.0,,,,,,,,,,,,,,
281,PT01M00.00S,2024-01-11T01:33:14.1Z,2,REGULAR,3pt,Jump Shot,[],1630198,72.88107752956637,81.37254901960785,1610612760,64,65,2024-01-11T01:33:23Z,2770000,False,157.0,202.0,1,right,I. Joe 25' 3PT  (11 PTS) (J. Williams 7 AST),"[1630198, 1631114]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Right Center,25.61,Made,,,,,11.0,J. Williams,1631114.0,7.0,,,,,,,,,,
283,PT00M49.60S,2024-01-11T01:33:27.8Z,2,REGULAR,3pt,Jump Shot,[],1629639,33.98488830486202,47.794117647058826,1610612748,64,65,2024-01-11T01:34:11Z,2790000,False,11.0,267.0,1,left,MISS T. Herro 26' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,Above the Break 3,24+ Center,26.72,Missed,,,,,,,,,,,,,,,,,,
284,PT00M47.30S,2024-01-11T01:33:30.1Z,2,REGULAR,rebound,offensive,[],1628389,,,1610612748,64,65,2024-01-11T01:33:30Z,2800000,False,,,0,,B. Adebayo REBOUND (Off:3 Def:1),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Above the Break 3,24+ Center,,,283.0,4.0,1.0,3.0,,,,,,,,,,,,,,
285,PT00M42.90S,2024-01-11T01:33:36.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629312,18.74178712220762,3.431372549019608,1610612748,67,65,2024-01-11T01:33:41Z,2810000,False,233.0,124.0,1,left,H. Highsmith 26' 3PT  (13 PTS) (J. Jaquez Jr. 2 AST),"[1629312, 1631170]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Right Center,26.36,Made,,,,,13.0,J. Jaquez Jr.,1631170.0,2.0,,,,,,,,,,
287,PT00M32.70S,2024-01-11T01:33:46.7Z,2,REGULAR,3pt,Jump Shot,[],1641717,91.67214191852825,93.87254901960785,1610612760,67,65,2024-01-11T01:33:52Z,2830000,False,219.0,26.0,1,right,MISS C. Wallace 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Right Corner 3,24+ Right,22.09,Missed,,,,,,,,,,,,,,,,,,
288,PT00M29.80S,2024-01-11T01:33:49.6Z,2,REGULAR,rebound,defensive,[],1631170,,,1610612748,67,65,2024-01-11T01:33:52Z,2840000,False,,,0,,J. Jaquez Jr. REBOUND (Off:0 Def:2),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Right Corner 3,24+ Right,,,287.0,2.0,2.0,0.0,,,,,,,,,,,,,,
289,PT00M27.40S,2024-01-11T01:33:53.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631170,11.777266754270697,43.872549019607845,1610612748,69,65,2024-01-11T01:34:00Z,2850000,False,31.0,58.0,1,left,J. Jaquez Jr. 6' running finger roll Layup (7 PTS),[1631170],1610612748.0,MIA,running finger roll,,,Jaquez Jr.,J. Jaquez Jr.,,,,,In The Paint (Non-RA),0-8 Center,6.58,Made,,,,,7.0,,,,,,,,,,,,,
290,PT00M09.00S,2024-01-11T01:34:16.9Z,2,REGULAR,foul,personal,[],1629312,,,1610612760,69,65,2024-01-11T01:34:30Z,2860000,False,,,0,,H. Highsmith personal FOUL (1 PF),"[1629312, 1628983]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,202007.0,,1.0,0.0,,,Gilgeous-Alexander,1628983.0,,
292,PT00M09.00S,2024-01-11T01:34:28.7Z,2,REGULAR,substitution,out,[],1641717,,,1610612760,69,65,2024-01-11T01:34:44Z,2880000,False,,,0,,SUB out: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT00M09.00S,2024-01-11T01:34:28.7Z,2,REGULAR,substitution,in,[],1630581,,,1610612760,69,65,2024-01-11T01:34:44Z,2890000,False,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT00M01.50S,2024-01-11T01:34:55.7Z,2,REGULAR,turnover,bad pass,[],1630198,,,1610612760,69,65,2024-01-11T01:35:01Z,2900000,False,,,0,,I. Joe bad pass TURNOVER (1 TO),"[1630198, 1629639]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,,,,,,,Herro,1629639.0
295,PT00M01.50S,2024-01-11T01:34:55.7Z,2,REGULAR,steal,,[],1629639,,,1610612748,69,65,2024-01-11T01:34:57Z,2910000,False,,,0,,T. Herro STEAL (1 STL),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
296,PT00M00.00S,2024-01-11T01:35:04.9Z,2,REGULAR,period,end,[],0,,,1610612748,69,65,2024-01-11T01:35:04Z,2920000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT12M00.00S,2024-01-11T01:48:56.8Z,3,REGULAR,substitution,out,['startperiod'],1630198,,,1610612748,69,65,2024-01-11T01:50:05Z,2930000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT12M00.00S,2024-01-11T01:48:56.8Z,3,REGULAR,substitution,in,['startperiod'],1641717,,,1610612748,69,65,2024-01-11T01:50:05Z,2940000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT12M00.00S,2024-01-11T01:50:14.4Z,3,REGULAR,period,start,[],0,,,1610612760,69,65,2024-01-11T01:50:14Z,2950000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT11M38.00S,2024-01-11T01:50:34.6Z,3,REGULAR,3pt,Jump Shot,[],1641717,7.046649145860711,95.58823529411765,1610612760,69,68,2024-01-11T01:50:38Z,2960000,False,-228.0,14.0,1,left,C. Wallace 3PT  (8 PTS) (J. Williams 8 AST),"[1641717, 1631114]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Left Corner 3,24+ Left,22.83,Made,,,,,8.0,J. Williams,1631114.0,8.0,,,,,,,,,,
302,PT11M19.00S,2024-01-11T01:50:54.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,84.97043363994744,62.745098039215684,1610612748,69,68,2024-01-11T01:50:59Z,2980000,False,64.0,89.0,1,right,MISS B. Adebayo 10' turnaround fadeaway Shot,[1628389],1610612748.0,MIA,turnaround fadeaway,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),8-16 Right,10.93,Missed,,,,,,,,,,,,,,,,,,
303,PT11M15.00S,2024-01-11T01:50:58.1Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,69,68,2024-01-11T01:50:59Z,2990000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Right,,,302.0,2.0,2.0,0.0,,,,,,,,,,,,,,
304,PT11M10.00S,2024-01-11T01:51:03.4Z,3,REGULAR,3pt,Jump Shot,[],1631114,10.85742444152431,1.9607843137254901,1610612760,69,68,2024-01-11T01:51:40Z,3000000,False,240.0,50.0,1,left,MISS J. Williams 24' 3PT,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Right Corner 3,24+ Right,24.53,Missed,,,,,,,,,,,,,,,,,,
305,PT11M07.00S,2024-01-11T01:51:06.4Z,3,REGULAR,rebound,offensive,[],1641717,,,1610612760,69,68,2024-01-11T01:51:40Z,3010000,False,,,0,,C. Wallace REBOUND (Off:1 Def:0),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Right Corner 3,24+ Right,,,304.0,1.0,0.0,1.0,,,,,,,,,,,,,,
306,PT11M00.00S,2024-01-11T01:51:13.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1641717,9.017739816031538,1.2254901960784315,1610612760,69,68,2024-01-11T01:51:18Z,3020000,False,244.0,32.0,1,left,MISS C. Wallace 24' 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Right Corner 3,24+ Right,24.6,Missed,,,,,,,,,,,,,,,,,,
307,PT10M58.00S,2024-01-11T01:51:15.0Z,3,REGULAR,rebound,defensive,[],1629639,,,1610612748,69,68,2024-01-11T01:51:18Z,3030000,False,,,0,,T. Herro REBOUND (Off:0 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Right Corner 3,24+ Right,,,306.0,3.0,3.0,0.0,,,,,,,,,,,,,,
308,PT10M43.00S,2024-01-11T01:51:30.3Z,3,REGULAR,3pt,Jump Shot,[],1631170,92.32917214191852,95.09803921568627,1610612748,69,68,2024-01-11T01:51:36Z,3040000,False,225.0,20.0,1,right,MISS J. Jaquez Jr. 3PT,[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Right Corner 3,24+ Right,22.64,Missed,,,,,,,,,,,,,,,,,,
309,PT10M41.00S,2024-01-11T01:51:32.3Z,3,REGULAR,rebound,defensive,[],1631096,,,1610612760,69,68,2024-01-11T01:51:36Z,3050000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:5),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Right Corner 3,24+ Right,,,308.0,5.0,5.0,0.0,,,,,,,,,,,,,,
310,PT10M34.00S,2024-01-11T01:51:42.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631096,12.040078843626807,54.65686274509803,1610612760,69,70,2024-01-11T01:52:23Z,3060000,False,-23.0,61.0,1,left,C. Holmgren 6' driving Layup (11 PTS),[1631096],1610612760.0,OKC,driving,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,6.5,Made,,,,,11.0,,,,,,,,,,,,,
311,PT10M34.00S,2024-01-11T01:51:45.9Z,3,REGULAR,foul,personal,['1freethrow'],1631107,,,1610612760,69,70,2024-01-11T01:51:52Z,3070000,False,,,0,,N. Jovic shooting personal FOUL (3 PF) (Holmgren 1 FT),"[1631107, 1631096]",1610612748.0,MIA,shooting,,,Jovic,N. Jovic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,202007.0,,3.0,0.0,,,Holmgren,1631096.0,,
313,PT10M34.00S,2024-01-11T01:52:15.7Z,3,REGULAR,freethrow,1 of 1,[],1631096,,,1610612760,69,71,2024-01-11T01:52:15Z,3090000,False,,,0,,C. Holmgren Free Throw 1 of 1 (12 PTS),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
314,PT10M26.00S,2024-01-11T01:52:29.3Z,3,REGULAR,turnover,traveling,[],1631170,,,1610612748,69,71,2024-01-11T01:52:34Z,3100000,False,,,0,,J. Jaquez Jr. traveling TURNOVER (1 TO),[1631170],1610612748.0,MIA,,,,Jaquez Jr.,J. Jaquez Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,1630886.0,1.0,,,,,,,,
315,PT10M16.00S,2024-01-11T01:52:44.6Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630581,27.808804204993432,78.18627450980392,1610612760,69,74,2024-01-11T01:52:48Z,3110000,False,-141.0,209.0,1,left,J. Giddey 25' 3PT  (5 PTS) (S. Gilgeous-Alexander 5 AST),"[1630581, 1628983]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,25.2,Made,,,,,5.0,S. Gilgeous-Alexander,1628983.0,5.0,,,,,,,,,,
317,PT10M00.00S,2024-01-11T01:53:00.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,87.72996057818659,49.754901960784316,1610612748,69,74,2024-01-11T01:54:04Z,3130000,False,-1.0,63.0,1,right,MISS T. Herro 6' pullup Shot - blocked,"[1629639, 1628983]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,6.28,Missed,,,,,,,,,,,,,Gilgeous-Alexander,1628983.0,,,,
318,PT10M00.00S,2024-01-11T01:53:00.4Z,3,REGULAR,block,,[],1628983,,,1610612748,69,74,2024-01-11T01:53:03Z,3140000,False,,,0,,S. Gilgeous-Alexander BLOCK (1 BLK),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
319,PT09M57.00S,2024-01-11T01:53:03.4Z,3,REGULAR,rebound,defensive,[],1641717,,,1610612760,69,74,2024-01-11T01:53:09Z,3150000,False,,,0,,C. Wallace REBOUND (Off:1 Def:1),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,In The Paint (Non-RA),0-8 Center,,,317.0,2.0,1.0,1.0,,,,,,,,,,,,,,
320,PT09M46.00S,2024-01-11T01:53:15.6Z,3,REGULAR,2pt,Jump Shot,[],1628983,17.559132720105126,25.0,1610612760,69,76,2024-01-11T01:53:39Z,3160000,False,125.0,113.0,1,left,S. Gilgeous-Alexander 16' step back Jump Shot (14 PTS),[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,16-24 Right Center,16.82,Made,,,,,14.0,,,,,,,,,,,,,
321,PT09M44.00S,2024-01-11T01:53:22.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,69,76,2024-01-11T01:53:26Z,3170000,False,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT09M29.00S,2024-01-11T01:56:23.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,86.41590013140605,53.67647058823529,1610612748,69,76,2024-01-11T01:56:27Z,3180000,False,18.0,75.0,1,right,MISS T. Herro 7' driving floating Shot,[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,7.74,Missed,,,,,,,,,,,,,,,,,,
323,PT09M26.00S,2024-01-11T01:56:26.1Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,69,76,2024-01-11T01:56:26Z,3190000,False,,,0,,J. Giddey REBOUND (Off:0 Def:3),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,322.0,3.0,3.0,0.0,,,,,,,,,,,,,,
324,PT09M16.00S,2024-01-11T01:56:36.3Z,3,REGULAR,3pt,Jump Shot,[],1628983,24.917871222076215,85.7843137254902,1610612760,69,76,2024-01-11T01:56:41Z,3200000,False,-179.0,182.0,1,left,MISS S. Gilgeous-Alexander 25' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,25.5,Missed,,,,,,,,,,,,,,,,,,
325,PT09M14.00S,2024-01-11T01:56:38.3Z,3,REGULAR,rebound,defensive,[],1631107,,,1610612748,69,76,2024-01-11T01:56:41Z,3210000,False,,,0,,N. Jovic REBOUND (Off:0 Def:2),[1631107],1610612748.0,MIA,,,,Jovic,N. Jovic,,,,,Above the Break 3,24+ Left Center,,,324.0,2.0,2.0,0.0,,,,,,,,,,,,,,
326,PT09M05.00S,2024-01-11T01:56:48.2Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1631107,87.59855453350855,44.36274509803921,1610612748,69,76,2024-01-11T04:03:56Z,3220000,False,-28.0,64.0,1,right,MISS N. Jovic 7' driving Hook,[1631107],1610612748.0,MIA,driving,,,Jovic,N. Jovic,,,,,In The Paint (Non-RA),0-8 Center,7.0,Missed,,,,,,,,,,,,,,,,,,
327,PT09M02.00S,2024-01-11T01:56:51.2Z,3,REGULAR,rebound,defensive,[],1631096,,,1610612760,69,76,2024-01-11T01:56:54Z,3230000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:6),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,326.0,6.0,6.0,0.0,,,,,,,,,,,,,,
328,PT08M59.00S,2024-01-11T01:56:54.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631114,10.85742444152431,52.94117647058824,1610612760,69,78,2024-01-11T01:57:00Z,3240000,False,-15.0,50.0,1,left,J. Williams running alley-oop DUNK (11 PTS) (C. Wallace 1 AST),"[1631114, 1641717]",1610612760.0,OKC,running alley-oop,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,5.17,Made,,,,,11.0,C. Wallace,1641717.0,1.0,,,,,,,,,,
330,PT08M41.00S,2024-01-11T01:57:11.3Z,3,REGULAR,3pt,Jump Shot,[],1629312,75.50919842312747,8.823529411764707,1610612748,72,78,2024-01-11T01:57:15Z,3260000,False,-206.0,178.0,1,right,H. Highsmith 27' 3PT  (16 PTS) (T. Herro 3 AST),"[1629312, 1629639]",1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,Above the Break 3,24+ Left Center,27.2,Made,,,,,16.0,T. Herro,1629639.0,3.0,,,,,,,,,,
332,PT08M23.00S,2024-01-11T01:57:29.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,12.171484888304862,52.69607843137255,1610612760,72,78,2024-01-11T01:57:33Z,3280000,False,-13.0,62.0,1,left,MISS J. Giddey 6' driving finger roll Layup,[1630581],1610612760.0,OKC,driving finger roll,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,6.34,Missed,,,,,,,,,,,,,,,,,,
333,PT08M20.00S,2024-01-11T01:57:32.9Z,3,REGULAR,rebound,defensive,[],1628389,,,1610612748,72,78,2024-01-11T01:57:33Z,3290000,False,,,0,,B. Adebayo REBOUND (Off:3 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,In The Paint (Non-RA),0-8 Center,,,332.0,5.0,2.0,3.0,,,,,,,,,,,,,,
334,PT08M11.00S,2024-01-11T01:57:41.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,91.27792378449409,46.32352941176471,1610612748,72,78,2024-01-11T01:59:22Z,3300000,False,-18.0,29.0,1,right,MISS T. Herro driving Layup,[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,3.48,Missed,,,,,,,,,,,,,,,,,,
335,PT08M06.00S,2024-01-11T01:57:46.8Z,3,REGULAR,rebound,offensive,[],1628389,,,1610612748,72,78,2024-01-11T01:57:46Z,3310000,False,,,0,,B. Adebayo REBOUND (Off:4 Def:2),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,334.0,6.0,2.0,4.0,,,,,,,,,,,,,,
336,PT08M06.00S,2024-01-11T01:57:46.8Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628389,94.40999984741211,50.0,1610612748,72,78,2024-01-11T01:57:55Z,3320000,False,0.0,0.0,1,right,MISS B. Adebayo tip DUNK,[1628389],1610612748.0,MIA,tip,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
337,PT08M06.00S,2024-01-11T01:57:46.8Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,72,78,2024-01-11T01:57:55Z,3330000,False,,,0,,J. Giddey REBOUND (Off:0 Def:4),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,336.0,4.0,4.0,0.0,,,,,,,,,,,,,,
338,PT08M02.00S,2024-01-11T01:57:50.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,9.674770039421814,42.40196078431372,1610612760,72,80,2024-01-11T02:01:31Z,3340000,False,38.0,38.0,1,left,J. Williams reverse Layup (13 PTS) (S. Gilgeous-Alexander 6 AST),"[1631114, 1628983]",1610612760.0,OKC,reverse,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,5.4,Made,,,,,13.0,S. Gilgeous-Alexander,1628983.0,6.0,,,,,,,,,,
