actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
253,PT05M52.00S,2023-02-09T01:21:07.5Z,2,REGULAR,3pt,Jump Shot,[],1626196,30.699737187910642,28.431372549019606,1610612759,45,41,2023-02-09T01:21:12Z,2470000,False,108.0,236.0,1,left,MISS J. Richardson 25' 3PT,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Right Center,25.95,Missed,,,,,,,,,,,,,,,,,,
254,PT05M49.00S,2023-02-09T01:21:10.5Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,45,41,2023-02-09T01:21:12Z,2480000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:2),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,,,253.0,2.0,2.0,0.0,,,,,,,,,,,,,,
255,PT05M39.00S,2023-02-09T01:21:20.3Z,2,REGULAR,3pt,Jump Shot,[],1630173,69.46452036793693,26.225490196078432,1610612761,45,41,2023-02-09T01:21:25Z,2490000,False,-119.0,235.0,1,right,MISS P. Achiuwa 26' 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,26.29,Missed,,,,,,,,,,,,,,,,,,
256,PT05M36.00S,2023-02-09T01:21:23.3Z,2,REGULAR,rebound,defensive,[],1628966,,,1610612759,45,41,2023-02-09T01:21:25Z,2500000,False,,,0,,K. Bates-Diop REBOUND (Off:0 Def:2),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,Above the Break 3,24+ Left Center,,,255.0,2.0,2.0,0.0,,,,,,,,,,,,,,
257,PT05M19.00S,2023-02-09T01:21:40.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628966,15.062417871222076,41.911764705882355,1610612759,45,43,2023-02-09T01:21:45Z,2510000,False,40.0,89.0,1,left,K. Bates-Diop 9' driving floating Jump Shot (6 PTS) (J. Poeltl 1 AST),"[1628966, 1627751]",1610612759.0,SAS,driving floating,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),8-16 Center,9.78,Made,,,,,,,6.0,J. Poeltl,1627751.0,1.0,,,,,,,,
258,PT05M02.00S,2023-02-09T01:21:57.4Z,2,REGULAR,3pt,Jump Shot,[],1630567,93.38042049934296,2.941176470588235,1610612761,45,43,2023-02-09T01:22:02Z,2520000,False,-235.0,10.0,1,right,MISS S. Barnes 3PT,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Left Corner 3,24+ Left,23.55,Missed,,,,,,,,,,,,,,,,,,
259,PT04M59.00S,2023-02-09T01:22:00.4Z,2,REGULAR,rebound,defensive,[],1626196,,,1610612759,45,43,2023-02-09T01:22:02Z,2530000,False,,,0,,J. Richardson REBOUND (Off:0 Def:3),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Left Corner 3,24+ Left,,,258.0,3.0,3.0,0.0,,,,,,,,,,,,,,
260,PT04M54.00S,2023-02-09T01:22:05.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626196,6.783837056504599,50.0,1610612759,45,45,2023-02-09T01:22:11Z,2540000,False,0.0,11.0,1,left,J. Richardson running Layup (5 PTS),[1626196],1610612759.0,SAS,running,,,Richardson,J. Richardson,,,,,Restricted Area,0-8 Center,1.13,Made,,,,,,,5.0,,,,,,,,,,,
261,PT04M54.00S,2023-02-09T01:22:09.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612761,45,45,2023-02-09T01:22:09Z,2550000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT04M54.00S,2023-02-09T01:24:20.1Z,2,REGULAR,substitution,out,[],1630173,,,1610612761,45,45,2023-02-09T01:24:41Z,2560000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT04M54.00S,2023-02-09T01:24:20.1Z,2,REGULAR,substitution,out,[],1630201,,,1610612761,45,45,2023-02-09T01:24:41Z,2570000,False,,,0,,SUB out: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT04M54.00S,2023-02-09T01:24:20.1Z,2,REGULAR,substitution,out,[],1628966,,,1610612761,45,45,2023-02-09T01:24:41Z,2580000,False,,,0,,SUB out: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT04M54.00S,2023-02-09T01:24:20.1Z,2,REGULAR,substitution,in,[],1631132,,,1610612761,45,45,2023-02-09T01:24:41Z,2590000,False,,,0,,SUB in: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT04M54.00S,2023-02-09T01:24:20.1Z,2,REGULAR,substitution,in,[],1629018,,,1610612761,45,45,2023-02-09T01:24:41Z,2600000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M54.00S,2023-02-09T01:24:20.1Z,2,REGULAR,substitution,in,[],1629640,,,1610612761,45,45,2023-02-09T01:24:41Z,2610000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M51.00S,2023-02-09T01:25:01.5Z,2,REGULAR,turnover,bad pass,[],1627832,,,1610612761,45,45,2023-02-09T01:25:06Z,2630000,False,,,0,,F. VanVleet bad pass TURNOVER (2 TO),"[1627832, 1626169]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,2.0,Johnson,1626169.0,,,,
271,PT04M51.00S,2023-02-09T01:25:01.5Z,2,REGULAR,steal,,[],1626169,,,1610612759,45,45,2023-02-09T01:25:04Z,2640000,False,,,0,,S. Johnson STEAL (2 STL),[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
272,PT04M47.00S,2023-02-09T01:25:05.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631103,8.09789750328515,49.01960784313725,1610612759,45,47,2023-02-09T01:25:21Z,2650000,False,5.0,24.0,1,left,M. Branham bank Jump Shot (2 PTS) (S. Johnson 1 AST),"[1631103, 1626169]",1610612759.0,SAS,bank,,,Branham,M. Branham,,,,,Restricted Area,0-8 Center,2.41,Made,,,,,,,2.0,S. Johnson,1626169.0,1.0,,,,,,,,
274,PT04M25.00S,2023-02-09T01:25:28.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,89.70105124835742,55.88235294117647,1610612761,47,47,2023-02-09T01:25:34Z,2670000,False,29.0,44.0,1,right,P. Siakam driving bank Hook (20 PTS),[1627783],1610612761.0,TOR,driving bank,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,5.32,Made,,,,,,,20.0,,,,,,,,,,,
275,PT04M12.00S,2023-02-09T01:25:40.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,7.835085413929041,52.69607843137255,1610612759,47,47,2023-02-09T01:25:48Z,2680000,False,-13.0,21.0,1,left,MISS J. Poeltl Hook - blocked,"[1627751, 1631132]",1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,2.5,Missed,,,,,Koloko,1631132.0,,,,,,,,,,,,
276,PT04M12.00S,2023-02-09T01:25:40.4Z,2,REGULAR,block,,[],1631132,,,1610612759,47,47,2023-02-09T01:25:43Z,2690000,False,,,0,,C. Koloko BLOCK (1 BLK),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
277,PT04M07.00S,2023-02-09T01:25:45.4Z,2,REGULAR,rebound,offensive,[],1627751,,,1610612759,47,47,2023-02-09T01:25:48Z,2700000,False,,,0,,J. Poeltl REBOUND (Off:2 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,275.0,5.0,3.0,2.0,,,,,,,,,,,,,,
278,PT04M07.00S,2023-02-09T01:25:46.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627751,5.590000152587891,50.0,1610612759,47,47,2023-02-09T01:26:32Z,2710000,False,0.0,0.0,1,left,MISS J. Poeltl putback Layup,[1627751],1610612759.0,SAS,putback,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
279,PT04M06.00S,2023-02-09T01:25:47.2Z,2,REGULAR,rebound,defensive,[],1629018,,,1610612761,47,47,2023-02-09T01:49:56Z,2720000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,,,278.0,1.0,1.0,0.0,,,,,,,,,,,,,,
280,PT04M03.00S,2023-02-09T01:25:49.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631132,94.69448094612353,47.794117647058826,1610612761,47,47,2023-02-09T01:25:55Z,2730000,False,-11.0,-3.0,1,right,MISS C. Koloko running DUNK,[1631132],1610612761.0,TOR,running,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,1.13,Missed,,,,,,,,,,,,,,,,,,
281,PT04M01.00S,2023-02-09T01:25:51.8Z,2,REGULAR,rebound,defensive,[],1626196,,,1610612759,47,47,2023-02-09T01:25:55Z,2740000,False,,,0,,J. Richardson REBOUND (Off:0 Def:4),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Restricted Area,0-8 Center,,,280.0,4.0,4.0,0.0,,,,,,,,,,,,,,
282,PT03M56.00S,2023-02-09T01:25:57.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1626169,13.87976346911958,52.69607843137255,1610612759,47,47,2023-02-09T01:26:03Z,2750000,False,-13.0,78.0,1,left,MISS S. Johnson 7' running Shot,[1626169],1610612759.0,SAS,running,,,Johnson,S. Johnson,,,,,In The Paint (Non-RA),0-8 Center,7.92,Missed,,,,,,,,,,,,,,,,,,
283,PT03M53.00S,2023-02-09T01:26:00.4Z,2,REGULAR,rebound,defensive,[],1629018,,,1610612761,47,47,2023-02-09T01:26:03Z,2760000,False,,,0,,G. Trent Jr. REBOUND (Off:0 Def:2),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,282.0,2.0,2.0,0.0,,,,,,,,,,,,,,
284,PT03M43.00S,2023-02-09T01:26:10.4Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630567,91.80354796320631,54.166666666666664,1610612761,49,47,2023-02-09T01:26:17Z,2770000,False,21.0,25.0,1,right,S. Barnes turnaround bank Hook (3 PTS),[1630567],1610612761.0,TOR,turnaround bank,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,3.21,Made,,,,,,,3.0,,,,,,,,,,,
285,PT03M33.00S,2023-02-09T01:26:19.9Z,2,REGULAR,3pt,Jump Shot,[],1626196,16.507884362680684,94.6078431372549,1610612759,49,47,2023-02-09T01:26:24Z,2780000,False,-223.0,103.0,1,left,MISS J. Richardson 24' 3PT,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,24.55,Missed,,,,,,,,,,,,,,,,,,
286,PT03M30.00S,2023-02-09T01:26:22.9Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,49,47,2023-02-09T01:26:24Z,2790000,False,,,0,,S. Barnes REBOUND (Off:0 Def:5),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,285.0,5.0,5.0,0.0,,,,,,,,,,,,,,
287,PT03M18.00S,2023-02-09T01:26:34.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630567,93.77463863337714,49.50980392156863,1610612761,51,47,2023-02-09T01:28:31Z,2800000,False,-2.0,6.0,1,right,S. Barnes driving Layup (5 PTS) (P. Siakam 3 AST),"[1630567, 1627783]",1610612761.0,TOR,driving,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,0.65,Made,,,,,,,5.0,P. Siakam,1627783.0,3.0,,,,,,,,
289,PT03M07.00S,2023-02-09T01:26:48.5Z,2,REGULAR,foul,personal,[],1627832,,,1610612759,51,47,2023-02-09T01:27:14Z,2820000,False,,,0,,F. VanVleet personal FOUL (1 PF),"[1627832, 1627751]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,203592.0,,,,1.0,0.0,Poeltl,1627751.0
291,PT03M07.00S,2023-02-09T01:26:56.9Z,2,REGULAR,substitution,out,[],1626169,,,1610612759,51,47,2023-02-09T01:27:00Z,2840000,False,,,0,,SUB out: S. Johnson,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M07.00S,2023-02-09T01:26:56.9Z,2,REGULAR,substitution,in,[],1628966,,,1610612759,51,47,2023-02-09T01:27:00Z,2850000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M05.00S,2023-02-09T01:27:24.5Z,2,REGULAR,turnover,bad pass,[],1629640,,,1610612759,51,47,2023-02-09T01:27:40Z,2860000,False,,,0,,K. Johnson bad pass TURNOVER (1 TO),"[1629640, 1629018]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,1.0,Trent Jr.,1629018.0,,,,
294,PT03M05.00S,2023-02-09T01:27:24.5Z,2,REGULAR,steal,,[],1629018,,,1610612761,51,47,2023-02-09T01:27:26Z,2870000,False,,,0,,G. Trent Jr. STEAL (2 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
295,PT02M49.00S,2023-02-09T01:27:39.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627783,84.31340341655716,55.14705882352941,1610612761,51,47,2023-02-09T01:27:45Z,2880000,False,26.0,95.0,1,right,MISS P. Siakam 9' step back Shot,[1627783],1610612761.0,TOR,step back,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,9.84,Missed,,,,,,,,,,,,,,,,,,
296,PT02M46.00S,2023-02-09T01:27:42.8Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,51,47,2023-02-09T01:27:45Z,2890000,False,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,295.0,2.0,2.0,0.0,,,,,,,,,,,,,,
297,PT02M34.00S,2023-02-09T01:27:55.1Z,2,REGULAR,2pt,Jump Shot,[],1626196,6.783837056504599,72.30392156862744,1610612759,51,47,2023-02-09T01:30:04Z,2900000,False,-112.0,11.0,1,left,MISS J. Richardson 11' driving floating Shot,[1626196],1610612759.0,SAS,driving floating,,,Richardson,J. Richardson,,,,,Mid-Range,8-16 Left,11.21,Missed,,,,,,,,,,,,,,,,,,
298,PT02M32.00S,2023-02-09T01:27:57.1Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,51,47,2023-02-09T01:28:06Z,2910000,False,,,0,,S. Barnes REBOUND (Off:0 Def:6),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Left,,,297.0,6.0,6.0,0.0,,,,,,,,,,,,,,
299,PT02M28.00S,2023-02-09T01:28:02.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629018,91.01511169513797,49.50980392156863,1610612761,53,47,2023-02-09T01:28:14Z,2920000,False,-2.0,32.0,1,right,G. Trent Jr. running Layup (9 PTS) (P. Siakam 4 AST),"[1629018, 1627783]",1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Restricted Area,0-8 Center,3.21,Made,,,,,,,9.0,P. Siakam,1627783.0,4.0,,,,,,,,
301,PT02M16.00S,2023-02-09T01:28:13.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,17.296320630749015,46.32352941176471,1610612759,53,49,2023-02-09T01:30:37Z,2940000,False,18.0,110.0,1,left,J. Poeltl 11' floating Jump Shot (6 PTS) (M. Branham 2 AST),"[1627751, 1631103]",1610612759.0,SAS,floating,,,Poeltl,J. Poeltl,,,,,In The Paint (Non-RA),8-16 Center,11.16,Made,,,,,,,6.0,M. Branham,1631103.0,2.0,,,,,,,,
303,PT01M57.00S,2023-02-09T01:28:31.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,87.72996057818659,45.588235294117645,1610612761,53,49,2023-02-09T01:28:38Z,2960000,False,-22.0,63.0,1,right,MISS P. Siakam 6' turnaround Shot,[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,6.66,Missed,,,,,,,,,,,,,,,,,,
304,PT01M55.00S,2023-02-09T01:28:33.8Z,2,REGULAR,rebound,defensive,[],1628966,,,1610612759,53,49,2023-02-09T01:28:38Z,2970000,False,,,0,,K. Bates-Diop REBOUND (Off:0 Def:3),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,In The Paint (Non-RA),0-8 Center,,,303.0,3.0,3.0,0.0,,,,,,,,,,,,,,
305,PT01M45.00S,2023-02-09T01:28:45.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628966,6.783837056504599,49.50980392156863,1610612759,53,51,2023-02-09T01:28:51Z,2980000,False,2.0,11.0,1,left,K. Bates-Diop cutting Layup (8 PTS) (J. Poeltl 2 AST),"[1628966, 1627751]",1610612759.0,SAS,cutting,,,Bates-Diop,K. Bates-Diop,,,,,Restricted Area,0-8 Center,1.16,Made,,,,,,,8.0,J. Poeltl,1627751.0,2.0,,,,,,,,
307,PT01M30.00S,2023-02-09T01:28:59.1Z,2,REGULAR,2pt,Jump Shot,[],1629018,77.4802890932983,46.568627450980394,1610612761,53,51,2023-02-09T01:29:03Z,3000000,False,-17.0,159.0,1,right,MISS G. Trent Jr. 16' pullup Shot - blocked,"[1629018, 1626196]",1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Center,16.01,Missed,,,,,Richardson,1626196.0,,,,,,,,,,,,
308,PT01M30.00S,2023-02-09T01:28:59.1Z,2,REGULAR,block,,[],1626196,,,1610612761,53,51,2023-02-09T01:29:01Z,3010000,False,,,0,,J. Richardson BLOCK (2 BLK),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
309,PT01M27.00S,2023-02-09T01:29:02.1Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,53,51,2023-02-09T01:29:03Z,3020000,False,,,0,,K. Johnson REBOUND (Off:0 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Center,,,307.0,3.0,3.0,0.0,,,,,,,,,,,,,,
310,PT01M24.00S,2023-02-09T01:29:05.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631103,11.383048620236531,47.794117647058826,1610612759,53,51,2023-02-09T01:31:36Z,3030000,False,11.0,55.0,1,left,MISS M. Branham running Layup,[1631103],1610612759.0,SAS,running,,,Branham,M. Branham,,,,,In The Paint (Non-RA),0-8 Center,5.56,Missed,,,,,,,,,,,,,,,,,,
311,PT01M21.00S,2023-02-09T01:29:08.5Z,2,REGULAR,rebound,offensive,[],1626196,,,1610612759,53,51,2023-02-09T01:31:36Z,3040000,False,,,0,,J. Richardson REBOUND (Off:1 Def:4),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),0-8 Center,,,310.0,5.0,4.0,1.0,,,,,,,,,,,,,,
312,PT01M21.00S,2023-02-09T01:29:08.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626196,5.590000152587891,50.0,1610612759,53,51,2023-02-09T01:29:08Z,3050000,False,0.0,0.0,1,left,MISS J. Richardson tip Layup,[1626196],1610612759.0,SAS,tip,,,Richardson,J. Richardson,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
313,PT01M20.00S,2023-02-09T01:29:09.2Z,2,REGULAR,rebound,defensive,[],1627832,,,1610612761,53,51,2023-02-09T01:29:09Z,3060000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Mid-Range,8-16 Left,,,312.0,1.0,1.0,0.0,,,,,,,,,,,,,,
314,PT01M15.00S,2023-02-09T01:29:15.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631132,93.51182654402102,49.50980392156863,1610612761,55,51,2023-02-09T01:29:26Z,3070000,False,-2.0,8.0,1,right,C. Koloko running alley-oop DUNK (2 PTS) (F. VanVleet 3 AST),"[1631132, 1627832]",1610612761.0,TOR,running alley-oop,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,,,2.0,F. VanVleet,1627832.0,3.0,,,,,,,,
317,PT00M46.40S,2023-02-09T01:30:09.3Z,2,REGULAR,foul,personal,['2freethrow'],1630567,,,1610612759,55,51,2023-02-09T01:30:15Z,3100000,False,,,0,,S. Barnes shooting personal FOUL (1 PF) (Bates-Diop 2 FT),"[1630567, 1628966]",1610612761.0,TOR,shooting,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1628171.0,,,,1.0,0.0,Bates-Diop,1628966.0
319,PT00M46.40S,2023-02-09T01:30:32.1Z,2,REGULAR,freethrow,1 of 2,[],1628966,,,1610612759,55,51,2023-02-09T01:30:51Z,3120000,False,,,0,,MISS K. Bates-Diop Free Throw 1 of 2,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
320,PT00M46.40S,2023-02-09T01:30:32.1Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612759,55,51,2023-02-09T01:30:51Z,3130000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,319.0,,,,,,,,,,,,,,,,,
321,PT00M46.40S,2023-02-09T01:30:32.1Z,2,REGULAR,freethrow,2 of 2,[],1628966,,,1610612759,55,51,2023-02-09T01:30:51Z,3140000,False,,,0,,MISS K. Bates-Diop Free Throw 2 of 2,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
322,PT00M44.60S,2023-02-09T01:30:33.9Z,2,REGULAR,rebound,defensive,[],1631132,,,1610612761,55,51,2023-02-09T01:30:51Z,3150000,False,,,0,,C. Koloko REBOUND (Off:0 Def:1),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,321.0,1.0,1.0,0.0,,,,,,,,,,,,,,
323,PT00M28.00S,2023-02-09T01:31:06.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,90.22667542706965,40.931372549019606,1610612761,55,51,2023-02-09T01:31:11Z,3160000,False,-45.0,39.0,1,right,MISS P. Siakam 6' turnaround Shot - blocked,"[1627783, 1626196]",1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,6.0,Missed,,,,,Richardson,1626196.0,,,,,,,,,,,,
324,PT00M28.00S,2023-02-09T01:31:06.0Z,2,REGULAR,block,,[],1626196,,,1610612761,55,51,2023-02-09T01:31:09Z,3170000,False,,,0,,J. Richardson BLOCK (3 BLK),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
325,PT00M24.50S,2023-02-09T01:31:09.5Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,55,51,2023-02-09T01:31:11Z,3180000,False,,,0,,K. Johnson REBOUND (Off:0 Def:4),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,323.0,4.0,4.0,0.0,,,,,,,,,,,,,,
326,PT00M22.50S,2023-02-09T01:31:11.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626196,29.25427069645204,78.18627450980392,1610612759,55,54,2023-02-09T01:31:18Z,3190000,False,-141.0,222.0,1,left,J. Richardson 26' 3PT running (8 PTS) (K. Johnson 2 AST),"[1626196, 1629640]",1610612759.0,SAS,running,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,26.34,Made,,,,,,,8.0,K. Johnson,1629640.0,2.0,,,,,,,,
328,PT00M09.70S,2023-02-09T01:31:30.3Z,2,REGULAR,foul,personal,[],1631103,,,1610612761,55,54,2023-02-09T01:31:37Z,3210000,False,,,0,,M. Branham take personal FOUL (1 PF),"[1631103, 1627832]",1610612759.0,SAS,take,,,Branham,M. Branham,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,200834.0,,,,1.0,0.0,VanVleet,1627832.0
330,PT00M02.20S,2023-02-09T01:31:53.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627832,93.11760840998686,53.67647058823529,1610612761,57,54,2023-02-09T01:31:58Z,3230000,False,18.0,12.0,1,right,F. VanVleet driving finger roll Layup (10 PTS),[1627832],1610612761.0,TOR,driving finger roll,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,,,10.0,,,,,,,,,,,
331,PT00M00.30S,2023-02-09T01:32:00.9Z,2,REGULAR,3pt,Jump Shot,[],1629640,55.27266754270697,18.137254901960784,1610612759,57,54,2023-02-09T01:34:10Z,3240000,False,159.0,467.0,1,left,MISS K. Johnson 49' running 3PT,[1629640],1610612759.0,SAS,running,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Left Center,49.35,Missed,,,,,,,,,,,,,,,,,,
332,PT00M00.10S,2023-02-09T01:32:01.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,57,54,2023-02-09T01:32:16Z,3250000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,331.0,,,,,,,,,,,,,,,,,
