actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
591,PT03M26.00S,2023-01-11T02:37:10.1Z,4,REGULAR,3pt,Jump Shot,[],1627832,25.837713534822605,17.15686274509804,1610612761,122,107,2023-01-11T02:37:26Z,5890000,False,164.0,190.0,1,left,F. VanVleet 25' 3PT  (11 PTS) (S. Barnes 6 AST),"[1627832, 1630567]",1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Right Center,25.14,Made,,,,,,11.0,S. Barnes,1630567.0,6.0,,,,,,,,,
593,PT03M24.00S,2023-01-11T02:37:17.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612766,122,107,2023-01-11T02:37:17Z,5910000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594,PT03M08.00S,2023-01-11T02:38:54.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1626179,92.72339027595268,50.98039215686274,1610612766,122,109,2023-01-11T02:38:59Z,5920000,False,5.0,16.0,1,right,T. Rozier driving finger roll Layup (28 PTS) (L. Ball 13 AST),"[1626179, 1630163]",1610612766.0,CHA,driving finger roll,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,1.66,Made,,,,,,28.0,L. Ball,1630163.0,13.0,,,,,,,,,
596,PT02M55.00S,2023-01-11T02:39:10.2Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203486,,,1610612761,122,109,2023-01-11T02:39:17Z,5940000,False,,,0,,M. Plumlee personal FOUL (2 PF) (Barnes 2 FT),"[203486, 1630567]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Center,,,,,,,201246.0,,,,,2.0,0.0,Barnes,1630567.0,,,,,
598,PT02M55.00S,2023-01-11T02:39:34.6Z,4,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,122,109,2023-01-11T02:39:34Z,5960000,False,,,0,,MISS S. Barnes Free Throw 1 of 2,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
599,PT02M55.00S,2023-01-11T02:39:34.6Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,122,109,2023-01-11T02:39:34Z,5970000,False,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,598.0,,,,,,,,,,,,,,,,,
600,PT02M55.00S,2023-01-11T02:39:50.1Z,4,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,123,109,2023-01-11T02:39:50Z,5980000,False,,,0,,S. Barnes Free Throw 2 of 2 (5 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,,,,,5.0,,,,,,,,,,,,
601,PT02M45.00S,2023-01-11T02:40:05.1Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,94.30026281208936,48.77450980392157,1610612766,123,111,2023-01-11T02:40:10Z,5990000,False,-6.0,1.0,1,right,M. Plumlee alley-oop DUNK (21 PTS) (L. Ball 14 AST),"[203486, 1630163]",1610612766.0,CHA,alley-oop,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,0.62,Made,,,,,,21.0,L. Ball,1630163.0,14.0,,,,,,,,,
603,PT02M21.00S,2023-01-11T02:40:29.4Z,4,REGULAR,3pt,Jump Shot,[],1629018,33.98488830486202,47.30392156862745,1610612761,123,111,2023-01-11T02:40:34Z,6010000,False,13.0,267.0,1,left,MISS G. Trent Jr. 26' 3PT,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,26.73,Missed,,,,,,,,,,,,,,,,,,
604,PT02M19.00S,2023-01-11T02:40:31.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612766,123,111,2023-01-11T02:40:34Z,6020000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Center,,,603.0,,,,,,,,,,,,,,,,,
606,PT02M15.00S,2023-01-11T02:40:50.3Z,4,REGULAR,foul,personal,['2freethrow'],1628384,,,1610612766,123,111,2023-01-11T02:40:57Z,6040000,False,,,0,,O. Anunoby shooting personal FOUL (5 PF) (Ball 2 FT),"[1628384, 1630163]",1610612761.0,TOR,shooting,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,201246.0,,,,,5.0,0.0,Ball,1630163.0,,,,,
608,PT02M15.00S,2023-01-11T02:41:19.4Z,4,REGULAR,freethrow,1 of 2,[],1630163,,,1610612766,123,112,2023-01-11T02:41:19Z,6060000,False,,,0,,L. Ball Free Throw 1 of 2 (21 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,Made,,,,,,21.0,,,,,,,,,,,,
609,PT02M15.00S,2023-01-11T02:41:37.6Z,4,REGULAR,freethrow,2 of 2,[],1630163,,,1610612766,123,113,2023-01-11T02:41:37Z,6070000,False,,,0,,L. Ball Free Throw 2 of 2 (22 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,Made,,,,,,22.0,,,,,,,,,,,,
611,PT01M52.00S,2023-01-11T02:42:28.8Z,4,REGULAR,3pt,Jump Shot,[],1627783,33.85348226018397,47.549019607843135,1610612761,123,113,2023-01-11T02:42:34Z,6090000,False,12.0,266.0,1,left,MISS P. Siakam 26' pullup 3PT,[1627783],1610612761.0,TOR,pullup,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Center,26.6,Missed,,,,,,,,,,,,,,,,,,
612,PT01M48.00S,2023-01-11T02:42:32.8Z,4,REGULAR,rebound,offensive,[],1629018,,,1610612761,123,113,2023-01-11T02:42:34Z,6100000,False,,,0,,G. Trent Jr. REBOUND (Off:1 Def:1),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Center,,,611.0,2.0,1.0,1.0,,,,,,,,,,,,,,
613,PT01M39.00S,2023-01-11T02:42:41.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1629018,31.09395532194481,30.392156862745097,1610612761,123,113,2023-01-11T02:42:46Z,6110000,False,98.0,240.0,1,left,MISS G. Trent Jr. 25' step back 3PT,[1629018],1610612761.0,TOR,step back,,,Trent Jr.,G. Trent Jr.,,,,,Above the Break 3,24+ Right Center,25.91,Missed,,,,,,,,,,,,,,,,,,
614,PT01M35.00S,2023-01-11T02:42:45.6Z,4,REGULAR,rebound,offensive,[],1627783,,,1610612761,123,113,2023-01-11T02:42:46Z,6120000,False,,,0,,P. Siakam REBOUND (Off:3 Def:5),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,613.0,8.0,5.0,3.0,,,,,,,,,,,,,,
615,PT01M35.00S,2023-01-11T02:42:46.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627783,5.601182654402102,47.05882352941176,1610612761,125,113,2023-01-11T02:43:11Z,6130000,False,15.0,0.0,1,left,P. Siakam putback Layup (28 PTS),[1627783],1610612761.0,TOR,putback,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,,28.0,,,,,,,,,,,,
616,PT01M29.00S,2023-01-11T02:42:55.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,93.64323258869908,51.225490196078425,1610612766,125,115,2023-01-11T02:43:05Z,6140000,False,6.0,7.0,1,right,L. Ball driving reverse Layup (24 PTS),[1630163],1610612766.0,CHA,driving reverse,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,0.95,Made,,,,,,24.0,,,,,,,,,,,,
617,PT01M10.00S,2023-01-11T02:43:17.8Z,4,REGULAR,3pt,Jump Shot,[],1629018,6.1268068331143235,95.34313725490196,1610612761,128,115,2023-01-11T02:43:22Z,6150000,False,-227.0,5.0,1,left,G. Trent Jr. 3PT  (24 PTS) (S. Barnes 7 AST),"[1629018, 1630567]",1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Left Corner 3,24+ Left,22.68,Made,,,,,,24.0,S. Barnes,1630567.0,7.0,,,,,,,,,
619,PT00M59.00S,2023-01-11T02:43:32.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,84.1819973718791,46.568627450980394,1610612766,128,117,2023-01-11T02:43:39Z,6170000,False,-17.0,96.0,1,right,T. Rozier 9' turnaround fadeaway Jump Shot (30 PTS),[1626179],1610612766.0,CHA,turnaround fadeaway,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,9.77,Made,,,,,,30.0,,,,,,,,,,,,
620,PT00M46.90S,2023-01-11T02:43:47.7Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1628384,6.521024967148489,50.245098039215684,1610612761,130,117,2023-01-11T02:43:53Z,6180000,False,-1.0,9.0,1,left,O. Anunoby driving DUNK (22 PTS),[1628384],1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.89,Made,,,,,,22.0,,,,,,,,,,,,
623,PT00M37.70S,2023-01-11T02:44:29.5Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612766,130,117,2023-01-11T02:48:47Z,6210000,False,,,0,,TOR Timeout,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT00M32.10S,2023-01-11T02:49:05.6Z,4,REGULAR,3pt,Jump Shot,[],1626179,87.99277266754271,97.05882352941177,1610612766,130,120,2023-01-11T02:49:10Z,6230000,False,235.0,60.0,1,right,T. Rozier 24' 3PT step back (33 PTS) (M. Plumlee 3 AST),"[1626179, 203486]",1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,Right Corner 3,24+ Right,24.29,Made,,,,,,33.0,M. Plumlee,203486.0,3.0,,,,,,,,,
627,PT00M27.90S,2023-01-11T02:49:15.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629667,,,1610612761,130,120,2023-01-11T02:49:22Z,6250000,False,,,0,,J. McDaniels personal FOUL (5 PF) (Barnes 2 FT),"[1629667, 1630567]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,,,,,201246.0,,,,,5.0,0.0,Barnes,1630567.0,,,,,
629,PT00M27.90S,2023-01-11T02:49:39.3Z,4,REGULAR,freethrow,1 of 2,[],1630567,,,1610612761,131,120,2023-01-11T02:49:39Z,6270000,False,,,0,,S. Barnes Free Throw 1 of 2 (6 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,,,,,6.0,,,,,,,,,,,,
630,PT00M27.90S,2023-01-11T02:49:52.6Z,4,REGULAR,freethrow,2 of 2,[],1630567,,,1610612761,132,120,2023-01-11T02:49:52Z,6280000,False,,,0,,S. Barnes Free Throw 2 of 2 (7 PTS),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,Made,,,,,,7.0,,,,,,,,,,,,
631,PT00M22.60S,2023-01-11T02:50:01.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,82.21090670170827,46.07843137254902,1610612766,132,120,2023-01-11T02:50:07Z,6290000,False,-20.0,115.0,1,right,MISS L. Ball 11' driving floating Shot,[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,11.64,Missed,,,,,,,,,,,,,,,,,,
632,PT00M20.30S,2023-01-11T02:50:05.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612761,132,120,2023-01-11T02:50:05Z,6300000,False,,,0,,TEAM defensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,631.0,,,,,,,,,,,,,,,,,
634,PT00M00.00S,2023-01-11T02:50:32.8Z,4,REGULAR,period,end,[],0,,,1610612761,132,120,2023-01-11T02:50:32Z,6320000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT00M00.00S,2023-01-11T02:52:24.2Z,4,REGULAR,game,end,[],0,,,0,132,120,2023-01-11T02:52:24Z,6330000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
