actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
262,PT02M25.00S,2022-10-29T00:29:00.5Z,2,REGULAR,freethrow,1 of 2,[],1627783,,,1610612761,43,60,2022-10-29T00:29:00Z,2600000,,,0,,P. Siakam Free Throw 1 of 2 (15 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,
263,PT02M25.00S,2022-10-29T00:29:02.3Z,2,REGULAR,substitution,out,[],200782,,,1610612761,43,60,2022-10-29T00:29:05Z,2610000,,,0,,SUB out: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT02M25.00S,2022-10-29T00:29:02.3Z,2,REGULAR,substitution,in,[],1627777,,,1610612761,43,60,2022-10-29T00:29:05Z,2620000,,,0,,SUB in: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT02M25.00S,2022-10-29T00:29:24.0Z,2,REGULAR,freethrow,2 of 2,[],1627783,,,1610612761,44,60,2022-10-29T00:29:24Z,2630000,,,0,,P. Siakam Free Throw 2 of 2 (16 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,Made,16.0,,,,,,,,,,,,,,
266,PT02M07.00S,2022-10-29T00:29:46.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201935,13.748357424441524,49.01960784313725,1610612755,44,62,2022-10-29T00:29:50Z,2640000,5.0,77.0,1,left,J. Harden 7' driving floating Jump Shot (7 PTS),[201935],1610612755.0,PHI,driving floating,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,7.69,Made,7.0,,,,,,,,,,,,,,
267,PT02M07.00S,2022-10-29T00:29:49.6Z,2,REGULAR,foul,personal,['1freethrow'],1630201,,,1610612755,44,62,2022-10-29T00:30:03Z,2650000,,,0,,M. Flynn shooting personal FOUL (1 PF) (Harden 1 FT),"[1630201, 201935]",1610612761.0,TOR,shooting,,,Flynn,M. Flynn,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2715.0,1.0,0.0,Harden,201935.0,,
269,PT02M07.00S,2022-10-29T00:29:56.6Z,2,REGULAR,substitution,out,[],1630201,,,1610612755,44,62,2022-10-29T00:30:01Z,2670000,,,0,,SUB out: M. Flynn,[1630201],1610612761.0,TOR,,,,Flynn,M. Flynn,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT02M07.00S,2022-10-29T00:29:56.6Z,2,REGULAR,substitution,in,[],1628449,,,1610612755,44,62,2022-10-29T00:30:01Z,2680000,,,0,,SUB in: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT02M07.00S,2022-10-29T00:30:18.5Z,2,REGULAR,freethrow,1 of 1,[],201935,,,1610612755,44,63,2022-10-29T00:30:18Z,2690000,,,0,,J. Harden Free Throw 1 of 1 (8 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,Made,8.0,,,,,,,,,,,,,,
272,PT01M51.00S,2022-10-29T00:30:36.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629018,82.21090670170827,47.549019607843135,1610612761,44,63,2022-10-29T00:37:03Z,2700000,-12.0,115.0,1,right,MISS G. Trent Jr. 11' Jump Shot,[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,11.54,Missed,,,,,,,,,,,,,,,
273,PT01M50.00S,2022-10-29T00:30:37.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,44,63,2022-10-29T00:30:56Z,2710000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,272.0,,,,,,,,,,
274,PT01M50.00S,2022-10-29T00:30:49.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630178,,,1610612761,44,63,2022-10-29T00:31:07Z,2720000,,,0,,T. Maxey loose ball personal FOUL (2 PF) (Boucher 2 FT),"[1630178, 1628449]",1610612755.0,PHI,loose ball,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,201245.0,2.0,0.0,Boucher,1628449.0,,
276,PT01M50.00S,2022-10-29T00:31:06.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628449,,,1610612761,44,63,2022-10-29T00:31:06Z,2740000,,,0,,MISS C. Boucher Free Throw 1 of 2,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
277,PT01M50.00S,2022-10-29T00:31:06.9Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612761,44,63,2022-10-29T00:31:06Z,2750000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,,,,,,,,,,,,276.0,,,,,,,,,,
278,PT01M50.00S,2022-10-29T00:31:06.9Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628449,,,1610612761,44,63,2022-10-29T00:31:27Z,2760000,,,0,,MISS C. Boucher Free Throw 2 of 2,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,Missed,,,,,,,,,,,,,,,
279,PT01M48.00S,2022-10-29T00:31:08.9Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612755,44,63,2022-10-29T00:31:27Z,2770000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,278.0,,,,,,,,,,
281,PT01M38.00S,2022-10-29T00:31:42.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,11.251642575558476,51.9607843137255,1610612755,44,63,2022-10-29T00:31:48Z,2790000,-10.0,53.0,1,left,MISS J. Harden driving Layup - blocked,"[201935, 1628449]",1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,5.42,Missed,,,,,,,,,,,,,,Boucher,1628449.0
282,PT01M38.00S,2022-10-29T00:31:42.5Z,2,REGULAR,block,,[],1628449,,,1610612755,44,63,2022-10-29T00:31:45Z,2800000,,,0,,C. Boucher BLOCK (2 BLK),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
283,PT01M34.00S,2022-10-29T00:31:46.5Z,2,REGULAR,rebound,defensive,[],1628384,,,1610612761,44,63,2022-10-29T00:31:48Z,2810000,,,0,,O. Anunoby REBOUND (Off:1 Def:4),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,281.0,5.0,4.0,1.0,,,,,,,
284,PT01M22.00S,2022-10-29T00:31:58.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,94.03745072273325,49.50980392156863,1610612761,46,63,2022-10-29T00:32:07Z,2820000,-2.0,4.0,1,right,P. Siakam cutting finger roll Layup (18 PTS) (O. Anunoby 1 AST),"[1627783, 1628384]",1610612761.0,TOR,cutting finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,0.43,Made,18.0,O. Anunoby,1628384.0,1.0,,,,,,,,,,,
288,PT00M59.40S,2022-10-29T00:32:55.0Z,2,REGULAR,violation,kicked ball,[],1628384,,,1610612755,46,63,2022-10-29T00:35:28Z,2852500,,,0,,O. Anunoby kicked ball VIOLATION,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,2715.0,,,,,,
289,PT00M59.40S,2022-10-29T00:33:05.2Z,2,REGULAR,substitution,out,[],1630178,,,1610612755,46,63,2022-10-29T00:33:12Z,2855000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT00M59.40S,2022-10-29T00:33:05.2Z,2,REGULAR,substitution,in,[],1629680,,,1610612755,46,63,2022-10-29T00:33:12Z,2857500,,,0,,SUB in: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT00M57.30S,2022-10-29T00:33:21.2Z,2,REGULAR,3pt,Jump Shot,[],202699,6.652431011826544,97.30392156862744,1610612755,46,63,2022-10-29T00:33:28Z,2890000,-237.0,10.0,1,left,MISS T. Harris 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Left Corner 3,24+ Left,,,,23.67,Missed,,,,,,,,,,,,,,,
292,PT00M54.20S,2022-10-29T00:33:24.4Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,46,63,2022-10-29T00:33:24Z,2900000,,,0,,P. Siakam REBOUND (Off:1 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Left Corner 3,24+ Left,,,,,,,,,,291.0,5.0,4.0,1.0,,,,,,,
293,PT00M40.30S,2022-10-29T00:33:38.2Z,2,REGULAR,turnover,lost ball,[],1627783,,,1610612761,46,63,2022-10-29T00:33:44Z,2910000,,,0,,P. Siakam lost ball TURNOVER (3 TO),"[1627783, 1629001]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,3.0,Melton,1629001.0,,,,,,,,,,,,,,,,,
294,PT00M40.30S,2022-10-29T00:33:38.2Z,2,REGULAR,steal,,[],1629001,,,1610612755,46,63,2022-10-29T00:53:01Z,2920000,,,0,,D. Melton STEAL (3 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
295,PT00M35.70S,2022-10-29T00:33:43.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629001,7.966491458607096,43.872549019607845,1610612755,46,63,2022-10-29T00:33:48Z,2930000,31.0,22.0,1,left,MISS D. Melton running Layup,[1629001],1610612755.0,PHI,running,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,3.79,Missed,,,,,,,,,,,,,,,
296,PT00M35.70S,2022-10-29T00:33:43.1Z,2,REGULAR,rebound,offensive,[],202699,,,1610612755,46,63,2022-10-29T00:33:48Z,2940000,,,0,,T. Harris REBOUND (Off:1 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,295.0,3.0,2.0,1.0,,,,,,,
297,PT00M35.70S,2022-10-29T00:33:46.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",202699,5.590000152587891,50.0,1610612755,46,65,2022-10-29T00:33:46Z,2950000,0.0,0.0,1,left,T. Harris tip Layup (8 PTS),[202699],1610612755.0,PHI,tip,,,Harris,T. Harris,,,,,Mid-Range,8-16 Left,,,,0.0,Made,8.0,,,,,,,,,,,,,,
298,PT00M29.30S,2022-10-29T00:33:55.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628384,93.24901445466492,47.30392156862745,1610612761,48,65,2022-10-29T00:34:01Z,2960000,-13.0,11.0,1,right,O. Anunoby driving Layup (14 PTS),[1628384],1610612761.0,TOR,driving,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,1.74,Made,14.0,,,,,,,,,,,,,,
299,PT00M19.50S,2022-10-29T00:34:12.3Z,2,REGULAR,foul,personal,[],1630567,,,1610612755,48,65,2022-10-29T00:34:23Z,2970000,,,0,,S. Barnes personal FOUL (1 PF),"[1630567, 201935]",1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,1629183.0,1.0,0.0,Harden,201935.0,,
301,PT00M19.50S,2022-10-29T00:34:33.3Z,2,REGULAR,substitution,out,[],1629680,,,1610612755,48,65,2022-10-29T00:34:37Z,2990000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT00M19.50S,2022-10-29T00:34:33.3Z,2,REGULAR,substitution,in,[],1630178,,,1610612755,48,65,2022-10-29T00:34:37Z,3000000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT00M04.00S,2022-10-29T00:34:53.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629001,7.703679369250986,55.14705882352941,1610612755,48,65,2022-10-29T00:34:57Z,3010000,-26.0,20.0,1,left,MISS D. Melton Hook,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,,,,3.25,Missed,,,,,,,,,,,,,,,
304,PT00M02.30S,2022-10-29T00:34:55.1Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,48,65,2022-10-29T00:34:55Z,3020000,,,0,,S. Barnes REBOUND (Off:1 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,,,,,,303.0,2.0,1.0,1.0,,,,,,,
305,PT00M00.20S,2022-10-29T00:34:58.7Z,2,REGULAR,2pt,Jump Shot,[],1629018,96.20975689881735,90.21905637254902,1610612761,48,65,2022-10-29T00:36:42Z,3030000,201.0,-17.0,1,right,MISS G. Trent Jr. 20' pullup Shot - blocked,"[1629018, 201935]",1610612761.0,TOR,pullup,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,16-24 Right,,,,20.18,Missed,,,,,,,,,,,,,,Harden,201935.0
306,PT00M00.20S,2022-10-29T00:34:58.7Z,2,REGULAR,block,,[],201935,,,1610612761,48,65,2022-10-29T00:35:04Z,3040000,,,0,,J. Harden BLOCK (1 BLK),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,,,,,,
307,PT00M00.10S,2022-10-29T00:34:58.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612761,48,65,2022-10-29T00:36:42Z,3050000,,,0,,TEAM offensive REBOUND,[],1610612761.0,TOR,,,,,,,,,,Mid-Range,16-24 Right,,,,,,,,,,305.0,,,,,,,,,,
308,PT00M00.00S,2022-10-29T00:35:15.2Z,2,REGULAR,period,end,[],0,,,1610612761,48,65,2022-10-29T00:35:15Z,3060000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT12M00.00S,2022-10-29T00:49:11.1Z,3,REGULAR,substitution,out,['startperiod'],1628449,,,1610612761,48,65,2022-10-29T00:50:06Z,3070000,,,0,,SUB out: C. Boucher,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT12M00.00S,2022-10-29T00:49:11.1Z,3,REGULAR,substitution,out,['startperiod'],1627777,,,1610612761,48,65,2022-10-29T00:50:06Z,3080000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT12M00.00S,2022-10-29T00:49:11.1Z,3,REGULAR,substitution,in,['startperiod'],1627832,,,1610612761,48,65,2022-10-29T00:50:06Z,3090000,,,0,,SUB in: F. VanVleet,[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2022-10-29T00:49:11.1Z,3,REGULAR,substitution,in,['startperiod'],200782,,,1610612761,48,65,2022-10-29T00:50:06Z,3100000,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2022-10-29T00:50:18.1Z,3,REGULAR,period,start,[],0,,,1610612755,48,65,2022-10-29T00:50:18Z,3110000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT11M41.00S,2022-10-29T00:50:40.2Z,3,REGULAR,foul,personal,[],1627783,,,1610612755,48,65,2022-10-29T00:51:04Z,3120000,,,0,,P. Siakam personal FOUL (1 PF),"[1627783, 200782]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,201245.0,1.0,0.0,Tucker,200782.0,,
316,PT11M32.00S,2022-10-29T00:51:30.1Z,3,REGULAR,foul,personal,[],1627783,,,1610612755,48,65,2022-10-29T00:51:43Z,3140000,,,0,,P. Siakam personal FOUL (2 PF),"[1627783, 201935]",1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,2715.0,2.0,0.0,Harden,201935.0,,
318,PT11M21.00S,2022-10-29T00:51:56.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],200782,93.11760840998686,45.83333333333333,1610612755,48,65,2022-10-29T00:52:05Z,3160000,-21.0,12.0,1,right,MISS P. Tucker reverse Layup,[200782],1610612755.0,PHI,reverse,,,Tucker,P. Tucker,,,,,Restricted Area,0-8 Center,,,,2.41,Missed,,,,,,,,,,,,,,,
319,PT11M19.00S,2022-10-29T00:51:58.5Z,3,REGULAR,rebound,defensive,[],1628384,,,1610612761,48,65,2022-10-29T00:52:05Z,3170000,,,0,,O. Anunoby REBOUND (Off:1 Def:5),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,318.0,6.0,5.0,1.0,,,,,,,
320,PT11M13.00S,2022-10-29T00:52:04.0Z,3,REGULAR,turnover,bad pass,[],1628384,,,1610612761,48,65,2022-10-29T00:52:08Z,3180000,,,0,,O. Anunoby bad pass TURNOVER (2 TO),"[1628384, 1629001]",1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,2.0,Melton,1629001.0,,,,,,,,,,,,,,,,,
321,PT11M13.00S,2022-10-29T00:52:04.0Z,3,REGULAR,steal,,[],1629001,,,1610612755,48,65,2022-10-29T00:52:06Z,3190000,,,0,,D. Melton STEAL (4 STL),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
322,PT11M08.00S,2022-10-29T00:52:08.7Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629001,94.1688567674113,4.411764705882353,1610612755,48,65,2022-10-29T00:52:14Z,3200000,-228.0,2.0,1,right,MISS D. Melton running 3PT,[1629001],1610612755.0,PHI,running,,,Melton,D. Melton,,,,,Left Corner 3,24+ Left,,,,22.79,Missed,,,,,,,,,,,,,,,
323,PT11M05.00S,2022-10-29T00:52:11.7Z,3,REGULAR,rebound,defensive,[],1627832,,,1610612761,48,65,2022-10-29T00:52:14Z,3210000,,,0,,F. VanVleet REBOUND (Off:0 Def:2),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Left Corner 3,24+ Left,,,,,,,,,,322.0,2.0,2.0,0.0,,,,,,,
324,PT10M59.00S,2022-10-29T00:52:17.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627783,7.966491458607096,56.61764705882353,1610612761,50,65,2022-10-29T00:52:25Z,3220000,-33.0,22.0,1,left,P. Siakam running finger roll Layup (20 PTS),[1627783],1610612761.0,TOR,running finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,4.0,Made,20.0,,,,,,,,,,,,,,
325,PT10M35.00S,2022-10-29T00:52:41.7Z,3,REGULAR,turnover,bad pass,[],201935,,,1610612755,50,65,2022-10-29T00:53:02Z,3230000,,,0,,J. Harden bad pass TURNOVER (3 TO),"[201935, 1627832]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,3.0,VanVleet,1627832.0,,,,,,,,,,,,,,,,,
326,PT10M35.00S,2022-10-29T00:52:41.7Z,3,REGULAR,steal,,[],1627832,,,1610612761,50,65,2022-10-29T00:52:44Z,3240000,,,0,,F. VanVleet STEAL (1 STL),[1627832],1610612761.0,TOR,,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
327,PT10M30.00S,2022-10-29T00:52:47.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627832,7.30946123521682,52.450980392156865,1610612761,50,65,2022-10-29T00:52:54Z,3250000,-12.0,16.0,1,left,MISS F. VanVleet running Layup,[1627832],1610612761.0,TOR,running,,,VanVleet,F. VanVleet,,,,,Restricted Area,0-8 Center,,,,2.03,Missed,,,,,,,,,,,,,,,
328,PT10M30.00S,2022-10-29T00:52:47.2Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612755,50,65,2022-10-29T00:52:54Z,3260000,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,327.0,,,,,,,,,,
330,PT10M08.00S,2022-10-29T00:53:14.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,88.12417871222075,58.333333333333336,1610612755,50,65,2022-10-29T00:53:22Z,3280000,42.0,59.0,1,right,MISS T. Harris 7' floating Shot,[202699],1610612755.0,PHI,floating,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,,7.23,Missed,,,,,,,,,,,,,,,
331,PT10M06.00S,2022-10-29T00:53:16.4Z,3,REGULAR,rebound,defensive,[],1630567,,,1610612761,50,65,2022-10-29T00:53:22Z,3290000,,,0,,S. Barnes REBOUND (Off:1 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,330.0,3.0,2.0,1.0,,,,,,,
332,PT10M00.00S,2022-10-29T00:53:22.3Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1629018,6.389618922470433,4.166666666666666,1610612761,53,65,2022-10-29T00:53:29Z,3300000,229.0,8.0,1,left,G. Trent Jr. 3PT running (8 PTS) (P. Siakam 3 AST),"[1629018, 1627783]",1610612761.0,TOR,running,,,Trent Jr.,G. Trent Jr.,,,,,Right Corner 3,24+ Right,,,,22.93,Made,8.0,P. Siakam,1627783.0,3.0,,,,,,,,,,,
334,PT10M00.00S,2022-10-29T00:53:27.5Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,53,65,2022-10-29T00:53:27Z,3320000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
335,PT09M40.00S,2022-10-29T00:56:37.0Z,3,REGULAR,turnover,bad pass,[],1630178,,,1610612755,53,65,2022-10-29T00:56:43Z,3330000,,,0,,T. Maxey bad pass TURNOVER (1 TO),"[1630178, 1629018]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Right,1.0,Trent Jr.,1629018.0,,,,,,,,,,,,,,,,,
336,PT09M40.00S,2022-10-29T00:56:37.0Z,3,REGULAR,steal,,[],1629018,,,1610612761,53,65,2022-10-29T00:56:39Z,3340000,,,0,,G. Trent Jr. STEAL (1 STL),[1629018],1610612761.0,TOR,,,,Trent Jr.,G. Trent Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
338,PT09M21.00S,2022-10-29T00:57:09.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1627832,29.122864651773984,82.1078431372549,1610612761,53,65,2022-10-29T00:57:14Z,3360000,-161.0,221.0,1,left,MISS F. VanVleet 27' step back 3PT,[1627832],1610612761.0,TOR,step back,,,VanVleet,F. VanVleet,,,,,Above the Break 3,24+ Left Center,,,,27.34,Missed,,,,,,,,,,,,,,,
339,PT09M18.00S,2022-10-29T00:57:12.0Z,3,REGULAR,rebound,defensive,[],1629001,,,1610612755,53,65,2022-10-29T00:57:14Z,3370000,,,0,,D. Melton REBOUND (Off:1 Def:1),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,338.0,2.0,1.0,1.0,,,,,,,
340,PT09M02.00S,2022-10-29T00:57:30.5Z,3,REGULAR,turnover,out-of-bounds,[],202699,,,1610612755,53,65,2022-10-29T00:57:38Z,3380000,,,0,,T. Harris step out-of-bounds TURNOVER (1 TO),[202699],1610612755.0,PHI,step,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,1.0,,,,,,,,,,,,,2715.0,,,,,,
341,PT08M46.00S,2022-10-29T00:57:53.4Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628384,15.456636005256241,97.05882352941177,1610612761,53,65,2022-10-29T00:57:57Z,3390000,-235.0,93.0,1,left,MISS O. Anunoby 25' 3PT,[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left,,,,25.29,Missed,,,,,,,,,,,,,,,
342,PT08M43.00S,2022-10-29T00:57:56.4Z,3,REGULAR,rebound,defensive,[],1630178,,,1610612755,53,65,2022-10-29T00:57:57Z,3400000,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left,,,,,,,,,,341.0,2.0,2.0,0.0,,,,,,,
343,PT08M36.00S,2022-10-29T00:58:03.7Z,3,REGULAR,3pt,Jump Shot,[],1630178,74.19513797634691,11.27450980392157,1610612755,53,65,2022-10-29T00:58:08Z,3410000,-194.0,190.0,1,right,MISS T. Maxey 27' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,27.13,Missed,,,,,,,,,,,,,,,
344,PT08M32.00S,2022-10-29T00:58:07.7Z,3,REGULAR,rebound,defensive,[],1627783,,,1610612761,53,65,2022-10-29T00:58:08Z,3420000,,,0,,P. Siakam REBOUND (Off:1 Def:5),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,343.0,6.0,5.0,1.0,,,,,,,
345,PT08M22.00S,2022-10-29T00:58:16.7Z,3,REGULAR,2pt,Jump Shot,[],1630567,12.040078843626807,86.02941176470588,1610612761,53,65,2022-10-29T00:58:20Z,3430000,-180.0,61.0,1,left,MISS S. Barnes 19' pullup Shot,[1630567],1610612761.0,TOR,pullup,,,Barnes,S. Barnes,,,,,Mid-Range,16-24 Left,,,,19.01,Missed,,,,,,,,,,,,,,,
346,PT08M20.00S,2022-10-29T00:58:18.7Z,3,REGULAR,rebound,defensive,[],1630178,,,1610612755,53,65,2022-10-29T00:58:20Z,3440000,,,0,,T. Maxey REBOUND (Off:0 Def:3),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,16-24 Left,,,,,,,,,,345.0,3.0,3.0,0.0,,,,,,,
