actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
264,PT03M19.00S,2023-04-07T02:52:47.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,92.9862023653088,51.470588235294116,1610612756,49,45,2023-04-07T02:52:52Z,2590000,False,7.0,13.0,1,right,D. Ayton Hook (8 PTS),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,1.53,Made,,,,,,,,,,,8.0,,,,,,,
265,PT03M09.00S,2023-04-07T02:52:57.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,6.389618922470433,50.49019607843137,1610612743,49,47,2023-04-07T02:53:03Z,2600000,False,-2.0,8.0,1,left,D. Jordan alley-oop DUNK (6 PTS) (I. Smith 2 AST),"[201599, 202397]",1610612743.0,DEN,alley-oop,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,,,,,,,6.0,,,I. Smith,202397.0,2.0,,
267,PT02M47.00S,2023-04-07T02:53:18.9Z,2,REGULAR,2pt,Jump Shot,[],1626164,75.64060446780552,44.6078431372549,1610612756,49,47,2023-04-07T02:53:28Z,2620000,False,-27.0,176.0,1,right,MISS D. Booker 17' pullup Shot,[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,16-24 Center,17.86,Missed,,,,,,,,,,,,,,,,,,
268,PT02M46.00S,2023-04-07T02:53:19.9Z,2,REGULAR,rebound,defensive,[],1631212,,,1610612743,49,47,2023-04-07T02:53:28Z,2630000,False,,,0,,P. Watson REBOUND (Off:0 Def:2),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Mid-Range,16-24 Center,,,267.0,,,2.0,2.0,0.0,,,,,,,,,,,,
269,PT02M33.00S,2023-04-07T02:53:34.4Z,2,REGULAR,2pt,Jump Shot,[],202397,22.421156373193167,28.431372549019606,1610612743,49,47,2023-04-07T02:53:40Z,2640000,False,108.0,158.0,1,left,MISS I. Smith 19' pullup Shot,[202397],1610612743.0,DEN,pullup,,,Smith,I. Smith,,,,,Mid-Range,16-24 Right Center,19.15,Missed,,,,,,,,,,,,,,,,,,
270,PT02M30.00S,2023-04-07T02:53:37.4Z,2,REGULAR,rebound,defensive,[],101108,,,1610612756,49,47,2023-04-07T02:53:40Z,2650000,False,,,0,,C. Paul REBOUND (Off:0 Def:3),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Mid-Range,16-24 Right Center,,,269.0,,,3.0,3.0,0.0,,,,,,,,,,,,
271,PT02M24.00S,2023-04-07T02:53:42.6Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1626164,88.17345597897503,50.34466911764706,1610612756,49,47,2023-04-07T03:03:21Z,2660000,False,2.0,59.0,1,right,MISS D. Booker running Shot,[1626164],1610612756.0,PHX,running,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,5.87,Missed,,,,,,,,,,,,,,,,,,
272,PT02M22.00S,2023-04-07T02:53:44.6Z,2,REGULAR,rebound,defensive,[],202397,,,1610612743,49,47,2023-04-07T03:03:21Z,2670000,False,,,0,,I. Smith REBOUND (Off:0 Def:3),[202397],1610612743.0,DEN,,,,Smith,I. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,271.0,,,3.0,3.0,0.0,,,,,,,,,,,,
273,PT02M16.00S,2023-04-07T02:53:53.0Z,2,REGULAR,turnover,traveling,[],1631128,,,1610612743,49,47,2023-04-07T02:53:59Z,2680000,False,,,0,,C. Braun traveling TURNOVER (1 TO),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Center,,,,203591.0,1.0,,,,,,,,,,,,,,,
274,PT02M16.00S,2023-04-07T02:53:56.5Z,2,REGULAR,substitution,out,[],202397,,,1610612756,49,47,2023-04-07T02:54:01Z,2690000,False,,,0,,SUB out: I. Smith,[202397],1610612743.0,DEN,,,,Smith,I. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT02M16.00S,2023-04-07T02:53:56.5Z,2,REGULAR,substitution,in,[],202704,,,1610612756,49,47,2023-04-07T02:54:01Z,2700000,False,,,0,,SUB in: R. Jackson,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT02M01.00S,2023-04-07T02:54:27.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],101108,67.36202365308804,59.31372549019608,1610612756,52,47,2023-04-07T02:54:32Z,2710000,False,47.0,254.0,1,right,C. Paul 25' 3PT  (9 PTS) (K. Durant 2 AST),"[101108, 201142]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Center,25.85,Made,,,,,,,,,,,9.0,,,K. Durant,201142.0,2.0,,
278,PT01M42.00S,2023-04-07T02:54:44.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628971,11.777266754270697,41.42156862745098,1610612743,52,49,2023-04-07T02:55:02Z,2730000,False,43.0,58.0,1,left,B. Brown 7' driving finger roll Layup (8 PTS) (D. Jordan 1 AST),"[1628971, 201599]",1610612743.0,DEN,driving finger roll,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,7.23,Made,,,,,,,,,,,8.0,,,D. Jordan,201599.0,1.0,,
279,PT01M28.00S,2023-04-07T02:55:01.7Z,2,REGULAR,foul,personal,['2freethrow'],202704,,,1610612756,52,49,2023-04-07T02:55:06Z,2740000,False,,,0,,R. Jackson shooting personal FOUL (2 PF) (Okogie 2 FT),"[202704, 1629006]",1610612743.0,DEN,shooting,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,203591.0,,,,,2.0,0.0,Okogie,1629006.0,,,,,,,,
281,PT01M28.00S,2023-04-07T02:55:33.4Z,2,REGULAR,freethrow,1 of 2,[],1629006,,,1610612756,53,49,2023-04-07T02:55:33Z,2760000,False,,,0,,J. Okogie Free Throw 1 of 2 (4 PTS),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,Made,,,,,,,,,,,4.0,,,,,,,
282,PT01M28.00S,2023-04-07T02:55:51.2Z,2,REGULAR,freethrow,2 of 2,[],1629006,,,1610612756,54,49,2023-04-07T02:55:51Z,2770000,False,,,0,,J. Okogie Free Throw 2 of 2 (5 PTS),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,Made,,,,,,,,,,,5.0,,,,,,,
283,PT01M03.00S,2023-04-07T02:56:18.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],202704,12.614980289093296,50.57061887254902,1610612743,54,51,2023-04-07T03:06:01Z,2780000,False,-3.0,66.0,1,left,R. Jackson 6' driving finger roll Layup (11 PTS),[202704],1610612743.0,DEN,driving finger roll,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,6.62,Made,,,,,,,,,,,11.0,,,,,,,
284,PT00M57.30S,2023-04-07T02:56:24.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629006,94.21813403416557,47.2579656862745,1610612756,54,51,2023-04-07T03:07:55Z,2790000,False,-14.0,2.0,1,right,MISS J. Okogie driving Layup,[1629006],1610612756.0,PHX,driving,,,Okogie,J. Okogie,,,,,Restricted Area,0-8 Center,1.38,Missed,,,,,,,,,,,,,,,,,,
285,PT00M55.80S,2023-04-07T02:56:25.6Z,2,REGULAR,rebound,defensive,[],202704,,,1610612743,54,51,2023-04-07T02:56:30Z,2800000,False,,,0,,R. Jackson REBOUND (Off:0 Def:3),[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Restricted Area,0-8 Center,,,284.0,,,3.0,3.0,0.0,,,,,,,,,,,,
286,PT00M50.30S,2023-04-07T02:56:32.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631212,5.075558475689881,50.245098039215684,1610612743,54,51,2023-04-07T02:56:46Z,2810000,False,-1.0,-5.0,1,left,MISS P. Watson running Layup,[1631212],1610612743.0,DEN,running,,,Watson,P. Watson,,,,,Restricted Area,0-8 Center,0.49,Missed,,,,,,,,,,,,,,,,,,
287,PT00M48.50S,2023-04-07T02:56:34.0Z,2,REGULAR,rebound,offensive,[],1628971,,,1610612743,54,51,2023-04-07T02:56:46Z,2820000,False,,,0,,B. Brown REBOUND (Off:1 Def:1),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,,,286.0,,,2.0,1.0,1.0,,,,,,,,,,,,
288,PT00M48.50S,2023-04-07T02:56:35.8Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628971,5.590000152587891,50.0,1610612743,54,53,2023-04-07T02:56:35Z,2830000,False,0.0,0.0,1,left,B. Brown tip DUNK (10 PTS),[1628971],1610612743.0,DEN,tip,,,Brown,B. Brown,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,10.0,,,,,,,
289,PT00M39.50S,2023-04-07T02:56:45.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628971,,,1610612756,54,53,2023-04-07T02:57:08Z,2840000,False,,,0,,B. Brown personal FOUL (1 PF) (Booker 2 FT),"[1628971, 1626164]",1610612743.0,DEN,,,,Brown,B. Brown,,,,,Above the Break 3,24+ Right Center,,,,203591.0,,,,,1.0,0.0,Booker,1626164.0,,,,,,,,
291,PT00M39.50S,2023-04-07T02:57:11.3Z,2,REGULAR,freethrow,1 of 2,[],1626164,,,1610612756,55,53,2023-04-07T02:57:11Z,2860000,False,,,0,,D. Booker Free Throw 1 of 2 (6 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,,,,,,,6.0,,,,,,,
292,PT00M39.50S,2023-04-07T02:57:28.8Z,2,REGULAR,freethrow,2 of 2,[],1626164,,,1610612756,56,53,2023-04-07T02:57:28Z,2870000,False,,,0,,D. Booker Free Throw 2 of 2 (7 PTS),[1626164],1610612756.0,PHX,,,,Booker,D. Booker,,,,,,,,Made,,,,,,,,,,,7.0,,,,,,,
293,PT00M33.60S,2023-04-07T02:57:36.4Z,2,REGULAR,3pt,Jump Shot,[],202704,31.225361366622867,66.17647058823529,1610612743,56,53,2023-04-07T02:57:42Z,2880000,False,-81.0,241.0,1,left,MISS R. Jackson 25' pullup 3PT,[202704],1610612743.0,DEN,pullup,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Left Center,25.42,Missed,,,,,,,,,,,,,,,,,,
294,PT00M30.40S,2023-04-07T02:57:39.5Z,2,REGULAR,rebound,offensive,[],201599,,,1610612743,56,53,2023-04-07T02:57:39Z,2890000,False,,,0,,D. Jordan REBOUND (Off:1 Def:5),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Above the Break 3,24+ Left Center,,,293.0,,,6.0,5.0,1.0,,,,,,,,,,,,
295,PT00M23.40S,2023-04-07T02:57:46.5Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202704,5.995400788436268,58.57843137254902,1610612743,56,53,2023-04-07T03:09:30Z,2900000,False,-43.0,4.0,1,left,MISS R. Jackson driving floating Shot,[202704],1610612743.0,DEN,driving floating,,,Jackson,R. Jackson,,,,,In The Paint (Non-RA),0-8 Center,4.31,Missed,,,,,,,,,,,,,,,,,,
296,PT00M22.50S,2023-04-07T02:57:49.9Z,2,REGULAR,rebound,offensive,[],201599,,,1610612743,56,53,2023-04-07T02:57:49Z,2910000,False,,,0,,D. Jordan REBOUND (Off:2 Def:5),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,In The Paint (Non-RA),0-8 Center,,,295.0,,,7.0,5.0,2.0,,,,,,,,,,,,
297,PT00M22.50S,2023-04-07T02:57:49.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201599,5.590000152587891,50.0,1610612743,56,55,2023-04-07T02:57:49Z,2920000,False,0.0,0.0,1,left,D. Jordan tip Layup (8 PTS),[201599],1610612743.0,DEN,tip,,,Jordan,D. Jordan,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,8.0,,,,,,,
298,PT00M02.30S,2023-04-07T02:58:14.2Z,2,REGULAR,3pt,Jump Shot,[],201142,66.5735873850197,57.59803921568627,1610612756,56,55,2023-04-07T02:59:24Z,2930000,False,38.0,262.0,1,right,MISS K. Durant 26' 3PT,[201142],1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,26.44,Missed,,,,,,,,,,,,,,,,,,
299,PT00M00.20S,2023-04-07T02:58:16.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,56,55,2023-04-07T02:59:30Z,2940000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,Above the Break 3,24+ Center,,,298.0,,,,,,,,,,,,,,,,,
300,PT00M00.00S,2023-04-07T02:58:19.2Z,2,REGULAR,period,end,[],0,,,1610612756,56,55,2023-04-07T02:59:30Z,2950000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT12M00.00S,2023-04-07T03:15:06.4Z,3,REGULAR,period,start,[],0,,,1610612756,56,55,2023-04-07T03:15:06Z,2960000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT11M50.00S,2023-04-07T03:15:16.3Z,3,REGULAR,2pt,Jump Shot,[],201142,22.552562417871222,46.07843137254902,1610612756,56,55,2023-04-07T03:17:03Z,2970000,False,20.0,159.0,1,left,MISS K. Durant 16' pullup Shot,[201142],1610612756.0,PHX,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Center,16.07,Missed,,,,,,,,,,,,,,,,,,
304,PT11M45.00S,2023-04-07T03:15:21.3Z,3,REGULAR,rebound,defensive,[],1631212,,,1610612743,56,55,2023-04-07T03:15:23Z,2980000,False,,,0,,P. Watson REBOUND (Off:0 Def:3),[1631212],1610612743.0,DEN,,,,Watson,P. Watson,,,,,Mid-Range,16-24 Center,,,303.0,,,3.0,3.0,0.0,,,,,,,,,,,,
305,PT11M27.00S,2023-04-07T03:15:38.2Z,3,REGULAR,3pt,Jump Shot,[],202704,94.56307490144546,95.58823529411765,1610612743,56,58,2023-04-07T03:15:42Z,2990000,False,228.0,-1.0,1,right,R. Jackson 3PT  (14 PTS) (C. Braun 2 AST),"[202704, 1631128]",1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Right Corner 3,24+ Right,22.79,Made,,,,,,,,,,,14.0,,,C. Braun,1631128.0,2.0,,
307,PT11M14.00S,2023-04-07T03:15:51.0Z,3,REGULAR,3pt,Jump Shot,[],101108,32.40801576872536,27.205882352941174,1610612756,59,58,2023-04-07T03:17:44Z,3010000,False,114.0,252.0,1,left,C. Paul 27' 3PT pullup (12 PTS) (D. Booker 2 AST),"[101108, 1626164]",1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,Above the Break 3,24+ Right Center,27.67,Made,,,,,,,,,,,12.0,,,D. Booker,1626164.0,2.0,,
309,PT10M50.00S,2023-04-07T03:16:15.8Z,3,REGULAR,3pt,Jump Shot,[],202704,68.9388961892247,27.941176470588236,1610612743,59,58,2023-04-07T03:18:08Z,3030000,False,-110.0,239.0,1,right,MISS R. Jackson 26' step back 3PT,[202704],1610612743.0,DEN,step back,,,Jackson,R. Jackson,,,,,Above the Break 3,24+ Left Center,26.37,Missed,,,,,,,,,,,,,,,,,,
310,PT10M46.00S,2023-04-07T03:16:19.8Z,3,REGULAR,rebound,defensive,[],1629028,,,1610612756,59,58,2023-04-07T03:16:21Z,3040000,False,,,0,,D. Ayton REBOUND (Off:2 Def:2),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Above the Break 3,24+ Left Center,,,309.0,,,4.0,2.0,2.0,,,,,,,,,,,,
311,PT10M26.00S,2023-04-07T03:16:39.0Z,3,REGULAR,turnover,bad pass,[],201142,,,1610612756,59,58,2023-04-07T03:16:42Z,3050000,False,,,0,,K. Durant bad pass TURNOVER (4 TO),"[201142, 1631128]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Mid-Range,8-16 Left,,,,,4.0,,,,,,,,,Braun,1631128.0,,,,,
312,PT10M26.00S,2023-04-07T03:16:39.0Z,3,REGULAR,steal,,[],1631128,,,1610612743,59,58,2023-04-07T03:17:46Z,3060000,False,,,0,,C. Braun STEAL (1 STL),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
313,PT10M23.00S,2023-04-07T03:16:42.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628971,93.11760840998686,50.0,1610612743,59,60,2023-04-07T03:16:50Z,3070000,False,0.0,12.0,1,right,B. Brown running DUNK (12 PTS) (P. Watson 2 AST),"[1628971, 1631212]",1610612743.0,DEN,running,,,Brown,B. Brown,,,,,Restricted Area,0-8 Center,1.22,Made,,,,,,,,,,,12.0,,,P. Watson,1631212.0,2.0,,
315,PT10M09.00S,2023-04-07T03:16:55.9Z,3,REGULAR,3pt,Jump Shot,[],101108,23.866622864651774,15.441176470588236,1610612756,62,60,2023-04-07T03:17:01Z,3090000,False,173.0,172.0,1,left,C. Paul 24' 3PT  (15 PTS) (D. Booker 3 AST),"[101108, 1626164]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Right Center,24.37,Made,,,,,,,,,,,15.0,,,D. Booker,1626164.0,3.0,,
317,PT09M45.00S,2023-04-07T03:17:21.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628971,88.5676741130092,38.99356617647059,1610612743,62,60,2023-04-07T03:20:57Z,3110000,False,-55.0,55.0,1,right,MISS B. Brown 7' driving floating Shot - blocked,"[1628971, 1629006]",1610612743.0,DEN,driving floating,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,7.78,Missed,,,,,,,,,,,,,,,,,Okogie,1629006.0
361,PT09M45.00S,2023-04-07T03:17:21.0Z,3,REGULAR,block,,[],1629006,,,1610612743,62,60,2023-04-07T03:25:33Z,3115000,False,,,0,,J. Okogie BLOCK (1 BLK),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
318,PT09M45.00S,2023-04-07T03:17:21.0Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612743,62,60,2023-04-07T03:20:57Z,3120000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,317.0,,,,,,,,,,,,,,,,,
321,PT09M45.00S,2023-04-07T03:17:47.2Z,3,REGULAR,violation,kicked ball,[],1629006,,,1610612743,62,60,2023-04-07T03:20:19Z,3150000,False,,,0,,J. Okogie kicked ball VIOLATION,[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,,,,,,1626300.0,,,,,,,,,,,,,,,,
322,PT09M36.00S,2023-04-07T03:18:07.2Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628971,91.98423127463863,59.229473039215684,1610612743,62,60,2023-04-07T03:22:35Z,3160000,False,46.0,23.0,1,right,MISS B. Brown driving floating Shot - blocked,"[1628971, 1629028]",1610612743.0,DEN,driving floating,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,5.14,Missed,,,,,,,,,,,,,,,,,Ayton,1629028.0
323,PT09M36.00S,2023-04-07T03:18:07.2Z,3,REGULAR,block,,[],1629028,,,1610612743,62,60,2023-04-07T03:18:09Z,3170000,False,,,0,,D. Ayton BLOCK (1 BLK),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
324,PT09M33.00S,2023-04-07T03:18:10.2Z,3,REGULAR,rebound,offensive,[],1628971,,,1610612743,62,60,2023-04-07T03:18:30Z,3180000,False,,,0,,B. Brown REBOUND (Off:2 Def:1),[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,322.0,,,3.0,1.0,2.0,,,,,,,,,,,,
325,PT09M29.00S,2023-04-07T03:18:13.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1628971,88.43626806833115,57.57506127450981,1610612743,62,62,2023-04-07T03:23:19Z,3190000,False,38.0,56.0,1,right,B. Brown 6' driving floating Jump Shot (14 PTS),[1628971],1610612743.0,DEN,driving floating,,,Brown,B. Brown,,,,,In The Paint (Non-RA),0-8 Center,6.78,Made,,,,,,,,,,,14.0,,,,,,,
326,PT09M18.00S,2023-04-07T03:18:24.7Z,3,REGULAR,3pt,Jump Shot,[],201142,27.677398160315374,81.37254901960785,1610612756,65,62,2023-04-07T03:18:36Z,3200000,False,-157.0,208.0,1,left,K. Durant 26' 3PT  (14 PTS) (D. Ayton 2 AST),"[201142, 1629028]",1610612756.0,PHX,,,,Durant,K. Durant,,,,,Above the Break 3,24+ Left Center,26.03,Made,,,,,,,,,,,14.0,,,D. Ayton,1629028.0,2.0,,
328,PT08M56.00S,2023-04-07T03:18:46.6Z,3,REGULAR,2pt,Jump Shot,[],202704,73.9323258869908,35.294117647058826,1610612743,65,62,2023-04-07T03:23:53Z,3220000,False,-74.0,193.0,1,right,MISS R. Jackson 20' pullup Shot,[202704],1610612743.0,DEN,pullup,,,Jackson,R. Jackson,,,,,Mid-Range,16-24 Left Center,20.61,Missed,,,,,,,,,,,,,,,,,,
329,PT08M51.00S,2023-04-07T03:18:51.6Z,3,REGULAR,rebound,offensive,[],201599,,,1610612743,65,62,2023-04-07T03:18:56Z,3230000,False,,,0,,D. Jordan REBOUND (Off:3 Def:5),[201599],1610612743.0,DEN,,,,Jordan,D. Jordan,,,,,Mid-Range,16-24 Left Center,,,328.0,,,8.0,5.0,3.0,,,,,,,,,,,,
330,PT08M51.00S,2023-04-07T03:18:51.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201599,94.40999984741211,50.0,1610612743,65,64,2023-04-07T03:18:51Z,3240000,False,0.0,0.0,1,right,D. Jordan tip Layup (10 PTS),[201599],1610612743.0,DEN,tip,,,Jordan,D. Jordan,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,10.0,,,,,,,
331,PT08M39.00S,2023-04-07T03:19:03.6Z,3,REGULAR,3pt,Jump Shot,[],101108,2.447437582128778,94.85294117647058,1610612756,65,64,2023-04-07T03:24:18Z,3250000,False,-224.0,-29.0,1,left,MISS C. Paul pullup 3PT,[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,Left Corner 3,24+ Left,22.62,Missed,,,,,,,,,,,,,,,,,,
332,PT08M36.00S,2023-04-07T03:19:06.6Z,3,REGULAR,rebound,offensive,[],1629006,,,1610612756,65,64,2023-04-07T03:19:08Z,3260000,False,,,0,,J. Okogie REBOUND (Off:1 Def:1),[1629006],1610612756.0,PHX,,,,Okogie,J. Okogie,,,,,Left Corner 3,24+ Left,,,331.0,,,2.0,1.0,1.0,,,,,,,,,,,,
333,PT08M34.00S,2023-04-07T03:19:09.7Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1629028,22.158344283837057,49.50980392156863,1610612756,67,64,2023-04-07T03:19:14Z,3270000,False,2.0,156.0,1,left,D. Ayton 15' Jump Shot (10 PTS) (J. Okogie 2 AST),"[1629028, 1629006]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Mid-Range,8-16 Center,15.58,Made,,,,,,,,,,,10.0,,,J. Okogie,1629006.0,2.0,,
335,PT08M15.00S,2023-04-07T03:19:27.8Z,3,REGULAR,3pt,Jump Shot,[],202704,96.00854139290408,95.83333333333334,1610612743,67,64,2023-04-07T03:19:34Z,3290000,False,229.0,-15.0,1,right,MISS R. Jackson 3PT,[202704],1610612743.0,DEN,,,,Jackson,R. Jackson,,,,,Right Corner 3,24+ Right,22.97,Missed,,,,,,,,,,,,,,,,,,
336,PT08M11.00S,2023-04-07T03:19:31.8Z,3,REGULAR,rebound,offensive,[],1631128,,,1610612743,67,64,2023-04-07T03:19:34Z,3300000,False,,,0,,C. Braun REBOUND (Off:2 Def:1),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Right Corner 3,24+ Right,,,335.0,,,3.0,1.0,2.0,,,,,,,,,,,,
337,PT08M10.00S,2023-04-07T03:19:32.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631128,92.32917214191852,52.20588235294118,1610612743,67,64,2023-04-07T03:24:53Z,3310000,False,11.0,20.0,1,right,MISS C. Braun reverse Layup - blocked,"[1631128, 1629028]",1610612743.0,DEN,reverse,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,,,,Ayton,1629028.0
338,PT08M10.00S,2023-04-07T03:19:32.5Z,3,REGULAR,block,,[],1629028,,,1610612743,67,64,2023-04-07T03:19:34Z,3320000,False,,,0,,D. Ayton BLOCK (2 BLK),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
339,PT08M10.00S,2023-04-07T03:19:32.5Z,3,REGULAR,rebound,defensive,[],101108,,,1610612756,67,64,2023-04-07T03:19:41Z,3330000,False,,,0,,C. Paul REBOUND (Off:0 Def:4),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,,,337.0,,,4.0,4.0,0.0,,,,,,,,,,,,
340,PT08M08.00S,2023-04-07T03:19:39.4Z,3,REGULAR,foul,personal,['1freethrow'],201599,,,1610612756,67,64,2023-04-07T03:20:58Z,3340000,False,,,0,,D. Jordan transition take personal FOUL (1 PF) (Durant 1 FT),"[201599, 201142]",1610612743.0,DEN,transition take,,,Jordan,D. Jordan,,,,,Restricted Area,0-8 Center,,,,203591.0,,,,,1.0,0.0,Durant,201142.0,,,,,,,,
351,PT08M08.00S,2023-04-07T03:20:09.4Z,3,REGULAR,freethrow,1 of 1,[],201142,,,1610612756,67,64,2023-04-07T03:22:16Z,3360000,False,,,0,,MISS K. Durant transition take Free Throw 1 of 1,[201142],1610612756.0,PHX,transition take,,,Durant,K. Durant,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
352,PT08M08.00S,2023-04-07T03:20:09.4Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612756,67,64,2023-04-07T03:22:16Z,3365000,False,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,351.0,,,,,,,,,,,,,,,,,
343,PT07M56.00S,2023-04-07T03:20:39.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],201142,33.722076215505915,48.28431372549019,1610612756,70,64,2023-04-07T03:26:28Z,3370000,False,9.0,264.0,1,left,K. Durant 26' 3PT pullup bank (17 PTS),[201142],1610612756.0,PHX,pullup bank,,,Durant,K. Durant,,,,,Above the Break 3,24+ Center,26.46,Made,,,,,,,,,,,17.0,,,,,,,
