actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
613,PT04M32.00S,2022-10-20T04:20:55.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,92.06636005256242,53.431372549019606,1610612742,94,99,2022-10-20T04:20:59Z,6000000,17.0,22.0,1,right,L. Doncic driving floating Jump Shot (29 PTS) (S. Dinwiddie 3 AST),"[1629029, 203915]",1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,,Restricted Area,0-8 Center,2.8,Made,,,,,29.0,,,,,,,,S. Dinwiddie,203915.0,3.0,,
615,PT04M32.00S,2022-10-20T04:20:58.9Z,4,REGULAR,foul,personal,['1freethrow'],1627814,,,1610612742,94,99,2022-10-20T04:21:05Z,6020000,,,0,,D. Lee shooting personal FOUL (1 PF) (Doncic 1 FT),"[1627814, 1629029]",1610612756.0,PHX,shooting,,,Lee,D. Lee,,,,,1204.0,Restricted Area,0-8 Center,,,,,,,,,,,1.0,0.0,Doncic,1629029.0,,,,,
617,PT04M32.00S,2022-10-20T04:21:29.2Z,4,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,94,100,2022-10-20T04:21:29Z,6040000,,,0,,L. Doncic Free Throw 1 of 1 (30 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,Made,,,,,30.0,,,,,,,,,,,,
618,PT04M23.00S,2022-10-20T04:21:39.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629028,13.222733245729303,47.30392156862745,1610612756,96,100,2022-10-20T04:40:18Z,6050000,13.0,72.0,1,left,D. Ayton 7' floating Jump Shot (18 PTS) (D. Booker 7 AST),"[1629028, 1626164]",1610612756.0,PHX,floating,,,Ayton,D. Ayton,,,,,,In The Paint (Non-RA),0-8 Center,7.31,Made,,,,,18.0,,,,,,,,D. Booker,1626164.0,7.0,,
620,PT04M05.00S,2022-10-20T04:22:00.0Z,4,REGULAR,foul,personal,['2freethrow'],1626164,,,1610612742,96,100,2022-10-20T04:22:10Z,6070000,,,0,,D. Booker shooting personal FOUL (3 PF) (Dinwiddie 2 FT),"[1626164, 203915]",1610612756.0,PHX,shooting,,,Booker,D. Booker,,,,,204058.0,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,3.0,0.0,Dinwiddie,203915.0,,,,,
622,PT04M05.00S,2022-10-20T04:22:30.3Z,4,REGULAR,freethrow,1 of 2,[],203915,,,1610612742,96,100,2022-10-20T04:22:48Z,6090000,,,0,,MISS S. Dinwiddie Free Throw 1 of 2,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
623,PT04M05.00S,2022-10-20T04:22:30.3Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612742,96,100,2022-10-20T04:22:48Z,6100000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,622.0,,,,,,,,,,,,,,,,
624,PT04M05.00S,2022-10-20T04:22:30.3Z,4,REGULAR,freethrow,2 of 2,[],203915,,,1610612742,96,100,2022-10-20T04:22:48Z,6110000,,,0,,MISS S. Dinwiddie Free Throw 2 of 2,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
625,PT04M03.00S,2022-10-20T04:22:32.3Z,4,REGULAR,rebound,defensive,[],1628969,,,1610612756,96,100,2022-10-20T04:22:48Z,6120000,,,0,,M. Bridges REBOUND (Off:3 Def:8),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,624.0,11.0,8.0,3.0,,,,,,,,,,,,,
626,PT03M49.00S,2022-10-20T04:23:02.0Z,4,REGULAR,3pt,Jump Shot,[],1627814,3.892904073587385,95.83333333333334,1610612756,99,100,2022-10-20T04:23:06Z,6130000,-229.0,-16.0,1,left,D. Lee 3PT  (6 PTS) (C. Payne 1 AST),"[1627814, 1626166]",1610612756.0,PHX,,,,Lee,D. Lee,,,,,,Left Corner 3,24+ Left,22.98,Made,,,,,6.0,,,,,,,,C. Payne,1626166.0,1.0,,
628,PT03M31.00S,2022-10-20T04:23:19.1Z,4,REGULAR,2pt,Jump Shot,[],1629029,77.08607095926413,53.67647058823529,1610612742,99,100,2022-10-20T04:40:30Z,6150000,18.0,163.0,1,right,MISS L. Doncic 16' turnaround fadeaway Shot,[1629029],1610612742.0,DAL,turnaround fadeaway,,,Doncic,L. Doncic,,,,,,Mid-Range,16-24 Center,16.39,Missed,,,,,,,,,,,,,,,,,
629,PT03M31.00S,2022-10-20T04:23:19.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612756,99,100,2022-10-20T04:29:01Z,6160000,,,0,,TEAM defensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,Mid-Range,16-24 Center,,,628.0,,,,,,,,,,,,,,,,
630,PT03M31.00S,2022-10-20T04:23:24.7Z,4,REGULAR,foul,personal,[],1627827,,,1610612756,99,100,2022-10-20T04:23:55Z,6170000,,,0,,D. Finney-Smith loose ball personal FOUL (4 PF),"[1627827, 1627814]",1610612742.0,DAL,loose ball,,,Finney-Smith,D. Finney-Smith,,,,,1204.0,Restricted Area,0-8 Center,,,,,,,,,,,4.0,1.0,Lee,1627814.0,,,,,
633,PT03M14.00S,2022-10-20T04:24:06.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,11.12023653088042,48.529411764705884,1610612756,99,100,2022-10-20T04:29:14Z,6200000,7.0,52.0,1,left,MISS D. Ayton Hook,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,In The Paint (Non-RA),0-8 Center,5.25,Missed,,,,,,,,,,,,,,,,,
634,PT03M14.00S,2022-10-20T04:24:06.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612756,99,100,2022-10-20T04:24:11Z,6210000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,633.0,,,,,,,,,,,,,,,,
636,PT03M10.00S,2022-10-20T04:24:25.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626166,6.389618922470433,50.49019607843137,1610612756,101,100,2022-10-20T04:29:14Z,6230000,-2.0,8.0,1,left,C. Payne cutting Layup (7 PTS) (D. Booker 8 AST),"[1626166, 1626164]",1610612756.0,PHX,cutting,,,Payne,C. Payne,,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,7.0,,,,,,,,D. Booker,1626164.0,8.0,,
638,PT02M46.00S,2022-10-20T04:24:50.1Z,4,REGULAR,turnover,out-of-bounds,[],203493,,,1610612742,101,100,2022-10-20T04:24:55Z,6250000,,,0,,R. Bullock bad pass out-of-bounds TURNOVER (2 TO),[203493],1610612742.0,DAL,bad pass,,,Bullock,R. Bullock,,,,,1204.0,Above the Break 3,24+ Center,,,,,,,,2.0,,,,,,,,,,,
639,PT02M30.00S,2022-10-20T04:25:14.7Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1626164,19.004599211563733,28.186274509803923,1610612756,101,100,2022-10-20T04:25:21Z,6260000,109.0,126.0,1,left,MISS D. Booker 16' step back Shot,[1626164],1610612756.0,PHX,step back,,,Booker,D. Booker,,,,,,Mid-Range,16-24 Right Center,16.67,Missed,,,,,,,,,,,,,,,,,
640,PT02M25.00S,2022-10-20T04:25:19.7Z,4,REGULAR,rebound,defensive,[],203915,,,1610612742,101,100,2022-10-20T04:25:21Z,6270000,,,0,,S. Dinwiddie REBOUND (Off:0 Def:3),[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,Mid-Range,16-24 Right Center,,,639.0,3.0,3.0,0.0,,,,,,,,,,,,,
641,PT02M19.00S,2022-10-20T04:25:30.7Z,4,REGULAR,foul,personal,[],1626166,,,1610612742,101,100,2022-10-20T04:25:40Z,6280000,,,0,,C. Payne personal FOUL (2 PF),"[1626166, 203915]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,1204.0,Mid-Range,16-24 Left,,,,,,,,,,,2.0,0.0,Dinwiddie,203915.0,,,,,
643,PT02M19.00S,2022-10-20T04:25:48.3Z,4,REGULAR,substitution,out,[],203915,,,1610612742,101,100,2022-10-20T04:25:51Z,6300000,,,0,,SUB out: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT02M19.00S,2022-10-20T04:25:48.3Z,4,REGULAR,substitution,in,[],1626174,,,1610612742,101,100,2022-10-20T04:25:51Z,6310000,,,0,,SUB in: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT02M02.00S,2022-10-20T04:26:12.3Z,4,REGULAR,3pt,Jump Shot,[],1629029,71.96123521681997,16.176470588235293,1610612742,101,100,2022-10-20T04:26:17Z,6320000,-169.0,211.0,1,right,MISS L. Doncic 27' step back 3PT,[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,,Above the Break 3,24+ Left Center,27.05,Missed,,,,,,,,,,,,,,,,,
646,PT01M58.00S,2022-10-20T04:26:16.2Z,4,REGULAR,rebound,defensive,[],1629028,,,1610612756,101,100,2022-10-20T04:26:16Z,6330000,,,0,,D. Ayton REBOUND (Off:1 Def:9),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,Above the Break 3,24+ Left Center,,,645.0,10.0,9.0,1.0,,,,,,,,,,,,,
647,PT01M38.00S,2022-10-20T04:26:36.6Z,4,REGULAR,3pt,Jump Shot,[],1627814,32.802233902759525,34.80392156862745,1610612756,104,100,2022-10-20T04:27:27Z,6340000,76.0,256.0,1,left,D. Lee 26' 3PT  (9 PTS) (D. Booker 9 AST),"[1627814, 1626164]",1610612756.0,PHX,,,,Lee,D. Lee,,,,,,Above the Break 3,24+ Center,26.69,Made,,,,,9.0,,,,,,,,D. Booker,1626164.0,9.0,,
649,PT01M38.00S,2022-10-20T04:26:47.5Z,4,REGULAR,timeout,full,['team'],0,,,1610612742,104,100,2022-10-20T04:26:47Z,6360000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT01M38.00S,2022-10-20T04:27:06.9Z,4,REGULAR,foul,technical,['1freethrow'],1629029,,,1610612742,104,100,2022-10-20T04:28:38Z,6370000,,,0,,L. Doncic technical FOUL (1 Tech),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,2715.0,Mid-Range,16-24 Center,,,,,,,,,,,3.0,1.0,,,,,,,
651,PT01M38.00S,2022-10-20T04:28:56.3Z,4,REGULAR,freethrow,1 of 1,[],1626164,,,1610612742,105,100,2022-10-20T04:28:56Z,6380000,,,0,,D. Booker technical Free Throw 1 of 1 (28 PTS),[1626164],1610612756.0,PHX,technical,,,Booker,D. Booker,,,,,,,,,Made,,,,,28.0,,,,,,,,,,,,
652,PT01M21.00S,2022-10-20T04:29:36.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626166,,,1610612742,105,100,2022-10-20T04:29:47Z,6390000,,,0,,C. Payne personal FOUL (3 PF) (Doncic 2 FT),"[1626166, 1629029]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,2715.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,3.0,0.0,Doncic,1629029.0,,,,,
654,PT01M21.00S,2022-10-20T04:30:17.1Z,4,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,105,101,2022-10-20T04:30:17Z,6410000,,,0,,L. Doncic Free Throw 1 of 2 (31 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,Made,,,,,31.0,,,,,,,,,,,,
655,PT01M21.00S,2022-10-20T04:30:40.3Z,4,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,105,102,2022-10-20T04:30:40Z,6420000,,,0,,L. Doncic Free Throw 2 of 2 (32 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,Made,,,,,32.0,,,,,,,,,,,,
656,PT01M06.00S,2022-10-20T04:30:58.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627814,12.302890932982917,53.67647058823529,1610612756,105,102,2022-10-20T04:31:04Z,6430000,-18.0,63.0,1,left,MISS D. Lee 6' driving floating Shot,[1627814],1610612756.0,PHX,driving floating,,,Lee,D. Lee,,,,,,In The Paint (Non-RA),0-8 Center,6.57,Missed,,,,,,,,,,,,,,,,,
657,PT01M04.00S,2022-10-20T04:31:00.9Z,4,REGULAR,rebound,offensive,[],1626166,,,1610612756,105,102,2022-10-20T04:31:04Z,6440000,,,0,,C. Payne REBOUND (Off:1 Def:0),[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,In The Paint (Non-RA),0-8 Center,,,656.0,1.0,0.0,1.0,,,,,,,,,,,,,
658,PT00M51.40S,2022-10-20T04:31:14.9Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1627814,33.196452036793694,65.19607843137256,1610612756,105,102,2022-10-20T04:31:25Z,6450000,-76.0,260.0,1,left,MISS D. Lee 27' 3PT,[1627814],1610612756.0,PHX,,,,Lee,D. Lee,,,,,,Above the Break 3,24+ Center,27.04,Missed,,,,,,,,,,,,,,,,,
659,PT00M46.20S,2022-10-20T04:31:20.1Z,4,REGULAR,rebound,defensive,[],1626174,,,1610612742,105,102,2022-10-20T04:31:25Z,6460000,,,0,,C. Wood REBOUND (Off:1 Def:7),[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,Above the Break 3,24+ Center,,,658.0,8.0,7.0,1.0,,,,,,,,,,,,,
660,PT00M46.20S,2022-10-20T04:31:31.8Z,4,REGULAR,timeout,full,['team'],0,,,1610612742,105,102,2022-10-20T04:31:31Z,6470000,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M46.20S,2022-10-20T04:32:29.3Z,4,REGULAR,substitution,out,[],1626166,,,1610612742,105,102,2022-10-20T04:32:59Z,6480000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M46.20S,2022-10-20T04:32:29.3Z,4,REGULAR,substitution,out,[],1626174,,,1610612742,105,102,2022-10-20T04:32:59Z,6490000,,,0,,SUB out: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT00M46.20S,2022-10-20T04:32:29.3Z,4,REGULAR,substitution,in,[],1628470,,,1610612742,105,102,2022-10-20T04:32:59Z,6500000,,,0,,SUB in: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT00M46.20S,2022-10-20T04:32:29.3Z,4,REGULAR,substitution,in,[],203915,,,1610612742,105,102,2022-10-20T04:32:59Z,6510000,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT00M32.80S,2022-10-20T04:33:33.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,92.32917214191852,50.0,1610612742,105,104,2022-10-20T04:33:36Z,6520000,0.0,20.0,1,right,L. Doncic driving Layup (34 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,,Restricted Area,0-8 Center,1.96,Made,,,,,34.0,,,,,,,,,,,,
666,PT00M32.80S,2022-10-20T04:33:37.2Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627814,,,1610612742,105,104,2022-10-20T04:33:56Z,6530000,,,0,,D. Lee shooting personal FOUL (2 PF) (Doncic 1 FT),"[1627814, 1629029]",1610612756.0,PHX,shooting,,,Lee,D. Lee,,,,,1204.0,Restricted Area,0-8 Center,,,,,,,,,,,2.0,0.0,Doncic,1629029.0,,,,,
668,PT00M32.80S,2022-10-20T04:34:13.5Z,4,REGULAR,freethrow,1 of 1,[],1629029,,,1610612742,105,105,2022-10-20T04:34:13Z,6550000,,,0,,L. Doncic Free Throw 1 of 1 (35 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,Made,,,,,35.0,,,,,,,,,,,,
669,PT00M32.80S,2022-10-20T04:34:17.9Z,4,REGULAR,timeout,full,['team'],0,,,1610612756,105,105,2022-10-20T04:34:17Z,6560000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M32.80S,2022-10-20T04:35:16.3Z,4,REGULAR,substitution,out,[],1628470,,,1610612756,105,105,2022-10-20T04:35:29Z,6570000,,,0,,SUB out: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT00M32.80S,2022-10-20T04:35:16.3Z,4,REGULAR,substitution,in,[],1626166,,,1610612756,105,105,2022-10-20T04:35:29Z,6580000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT00M09.70S,2022-10-20T04:36:15.8Z,4,REGULAR,2pt,Jump Shot,[],1627814,6.521024967148489,29.411764705882355,1610612756,107,105,2022-10-20T04:36:20Z,6590000,103.0,9.0,1,left,D. Lee 10' fadeaway Jump Shot (11 PTS),[1627814],1610612756.0,PHX,fadeaway,,,Lee,D. Lee,,,,,,Mid-Range,8-16 Right,10.33,Made,,,,,11.0,,,,,,,,,,,,
673,PT00M01.20S,2022-10-20T04:36:25.3Z,4,REGULAR,3pt,Jump Shot,[],1629029,62.10578186596584,20.34313725490196,1610612742,107,105,2022-10-20T04:36:31Z,6600000,-148.0,304.0,1,right,MISS L. Doncic 33' pullup 3PT,[1629029],1610612742.0,DAL,pullup,,,Doncic,L. Doncic,,,,,,Above the Break 3,24+ Left Center,33.8,Missed,,,,,,,,,,,,,,,,,
674,PT00M01.20S,2022-10-20T04:36:25.3Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612742,107,105,2022-10-20T04:38:09Z,6610000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,Above the Break 3,24+ Left Center,,,673.0,,,,,,,,,,,,,,,,
675,PT00M00.00S,2022-10-20T04:36:33.9Z,4,REGULAR,period,end,[],0,,,1610612742,107,105,2022-10-20T04:36:33Z,6620000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT00M00.00S,2022-10-20T04:36:37.2Z,4,REGULAR,game,end,[],0,,,0,107,105,2022-10-20T04:36:37Z,6630000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
