actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
257,PT04M04.00S,2022-10-29T03:00:38.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630631,,,1610612756,41,40,2022-10-29T03:02:01Z,2500000,,,0,,J. Alvarado shooting personal FOUL (3 PF) (Paul 2 FT),"[1630631, 101108]",1610612740.0,NOP,shooting,,,Alvarado,J. Alvarado,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2534.0,3.0,0.0,Paul,101108.0,,,,,,,,
259,PT04M04.00S,2022-10-29T03:01:02.7Z,2,REGULAR,freethrow,1 of 2,[],101108,,,1610612756,42,40,2022-10-29T03:01:02Z,2520000,,,0,,C. Paul Free Throw 1 of 2 (1 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
260,PT04M04.00S,2022-10-29T03:01:03.6Z,2,REGULAR,substitution,out,[],1630631,,,1610612756,42,40,2022-10-29T03:01:06Z,2530000,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT04M04.00S,2022-10-29T03:01:03.6Z,2,REGULAR,substitution,in,[],202066,,,1610612756,42,40,2022-10-29T03:01:06Z,2540000,,,0,,SUB in: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT04M04.00S,2022-10-29T03:01:17.3Z,2,REGULAR,freethrow,2 of 2,[],101108,,,1610612756,43,40,2022-10-29T03:01:17Z,2550000,,,0,,C. Paul Free Throw 2 of 2 (2 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
263,PT03M49.00S,2022-10-29T03:01:35.4Z,2,REGULAR,foul,personal,['2freethrow'],202687,,,1610612740,43,40,2022-10-29T03:01:41Z,2560000,,,0,,B. Biyombo shooting personal FOUL (1 PF) (Marshall 2 FT),"[202687, 1630230]",1610612756.0,PHX,shooting,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2534.0,1.0,0.0,Marshall,1630230.0,,,,,,,,
265,PT03M49.00S,2022-10-29T03:02:05.8Z,2,REGULAR,freethrow,1 of 2,[],1630230,,,1610612740,43,40,2022-10-29T03:02:05Z,2580000,,,0,,MISS N. Marshall Free Throw 1 of 2,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
266,PT03M49.00S,2022-10-29T03:02:05.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,43,40,2022-10-29T03:02:05Z,2590000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,265.0,,,,,,,,,,,,,,,,
267,PT03M49.00S,2022-10-29T03:02:20.5Z,2,REGULAR,freethrow,2 of 2,[],1630230,,,1610612740,43,41,2022-10-29T03:02:20Z,2600000,,,0,,N. Marshall Free Throw 2 of 2 (6 PTS),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
268,PT03M32.00S,2022-10-29T03:02:37.9Z,2,REGULAR,turnover,bad pass,[],1626164,,,1610612756,43,41,2022-10-29T03:02:43Z,2610000,,,0,,D. Booker bad pass TURNOVER (3 TO),"[1626164, 202685]",1610612756.0,PHX,,,,Booker,D. Booker,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,3.0,Valanciunas,202685.0,,,,,
269,PT03M32.00S,2022-10-29T03:02:37.9Z,2,REGULAR,steal,,[],202685,,,1610612740,43,41,2022-10-29T03:02:40Z,2620000,,,0,,J. Valanciunas STEAL (1 STL),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
270,PT03M23.00S,2022-10-29T03:02:47.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203468,89.83245729303549,60.29411764705882,1610612740,43,41,2022-10-29T03:03:01Z,2630000,51.0,43.0,1,right,MISS C. McCollum 6' driving Layup - blocked,"[203468, 202687]",1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,6.72,Missed,,,,,,,,,,,,,,,,,Biyombo,202687.0
272,PT03M23.00S,2022-10-29T03:02:47.2Z,2,REGULAR,block,,[],202687,,,1610612740,43,41,2022-10-29T03:03:01Z,2635000,,,0,,B. Biyombo BLOCK (1 BLK),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
271,PT03M20.00S,2022-10-29T03:02:50.2Z,2,REGULAR,rebound,defensive,[],202687,,,1610612756,43,41,2022-10-29T03:03:01Z,2640000,,,0,,B. Biyombo REBOUND (Off:0 Def:3),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,,,,270.0,3.0,3.0,0.0,,,,,,,,,,,,,
273,PT03M17.00S,2022-10-29T03:03:02.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202685,,,1610612756,43,41,2022-10-29T03:03:17Z,2650000,,,0,,J. Valanciunas personal FOUL (1 PF) (Paul 2 FT),"[202685, 101108]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Mid-Range,16-24 Center,,,,,,,,1627963.0,1.0,0.0,Paul,101108.0,,,,,,,,
275,PT03M17.00S,2022-10-29T03:03:19.6Z,2,REGULAR,freethrow,1 of 2,[],101108,,,1610612756,43,41,2022-10-29T03:03:19Z,2670000,,,0,,MISS C. Paul Free Throw 1 of 2,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
276,PT03M17.00S,2022-10-29T03:03:19.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,43,41,2022-10-29T03:03:19Z,2680000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,275.0,,,,,,,,,,,,,,,,
277,PT03M17.00S,2022-10-29T03:03:32.9Z,2,REGULAR,freethrow,2 of 2,[],101108,,,1610612756,44,41,2022-10-29T03:03:32Z,2690000,,,0,,C. Paul Free Throw 2 of 2 (3 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
278,PT03M04.00S,2022-10-29T03:03:46.5Z,2,REGULAR,3pt,Jump Shot,[],203468,67.09921156373193,73.0392156862745,1610612740,44,41,2022-10-29T03:03:52Z,2700000,115.0,257.0,1,right,MISS C. McCollum 28' step back 3PT,[203468],1610612740.0,NOP,step back,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,28.15,Missed,,,,,,,,,,,,,,,,,,
279,PT03M01.00S,2022-10-29T03:03:49.5Z,2,REGULAR,rebound,defensive,[],202687,,,1610612756,44,41,2022-10-29T03:03:52Z,2710000,,,0,,B. Biyombo REBOUND (Off:0 Def:4),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Above the Break 3,24+ Right Center,,,,278.0,4.0,4.0,0.0,,,,,,,,,,,,,
280,PT03M00.00S,2022-10-29T03:03:54.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203468,,,1610612756,44,41,2022-10-29T03:04:35Z,2720000,,,0,,C. McCollum personal FOUL (1 PF) (Bridges 2 FT),"[203468, 1628969]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Center,,,,,,,,203591.0,1.0,0.0,Bridges,1628969.0,,,,,,,,
282,PT03M00.00S,2022-10-29T03:04:36.0Z,2,REGULAR,freethrow,1 of 2,[],1628969,,,1610612756,45,41,2022-10-29T03:04:36Z,2740000,,,0,,M. Bridges Free Throw 1 of 2 (9 PTS),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
283,PT03M00.00S,2022-10-29T03:04:53.0Z,2,REGULAR,freethrow,2 of 2,[],1628969,,,1610612756,46,41,2022-10-29T03:04:53Z,2750000,,,0,,M. Bridges Free Throw 2 of 2 (10 PTS),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
284,PT02M51.00S,2022-10-29T03:05:06.0Z,2,REGULAR,foul,personal,[],202687,,,1610612740,46,41,2022-10-29T03:05:19Z,2760000,,,0,,B. Biyombo personal FOUL (2 PF),"[202687, 202685]",1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Mid-Range,8-16 Right,,,,,,,,2534.0,2.0,0.0,Valanciunas,202685.0,,,,,,,,
286,PT02M51.00S,2022-10-29T03:05:16.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,46,41,2022-10-29T03:05:16Z,2780000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M46.00S,2022-10-29T03:08:47.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,92.72339027595268,46.81372549019608,1610612740,46,43,2022-10-29T03:08:55Z,2790000,-16.0,16.0,1,right,C. McCollum driving Layup (14 PTS) (J. Valanciunas 2 AST),"[203468, 202685]",1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,2.25,Made,14.0,,,,,,,,,,,,,J. Valanciunas,202685.0,2.0,,
289,PT02M28.00S,2022-10-29T03:09:05.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628969,6.652431011826544,46.568627450980394,1610612756,48,43,2022-10-29T03:09:10Z,2810000,17.0,10.0,1,left,M. Bridges cutting Layup (12 PTS) (C. Paul 2 AST),"[1628969, 101108]",1610612756.0,PHX,cutting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,1.99,Made,12.0,,,,,,,,,,,,,C. Paul,101108.0,2.0,,
291,PT02M20.00S,2022-10-29T03:09:13.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,92.59198423127464,64.95098039215686,1610612740,48,43,2022-10-29T03:09:20Z,2830000,75.0,17.0,1,right,MISS C. McCollum 7' driving Layup - blocked,"[203468, 1628969]",1610612740.0,NOP,driving,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,7.67,Missed,,,,,,,,,,,,,,,,,Bridges,1628969.0
292,PT02M20.00S,2022-10-29T03:09:13.2Z,2,REGULAR,block,,[],1628969,,,1610612740,48,43,2022-10-29T03:09:16Z,2840000,,,0,,M. Bridges BLOCK (1 BLK),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
293,PT02M16.00S,2022-10-29T03:09:17.2Z,2,REGULAR,rebound,defensive,[],202687,,,1610612756,48,43,2022-10-29T03:09:20Z,2850000,,,0,,B. Biyombo REBOUND (Off:0 Def:5),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,,,,291.0,5.0,5.0,0.0,,,,,,,,,,,,,
294,PT02M11.00S,2022-10-29T03:09:22.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,9.017739816031538,62.5,1610612756,48,43,2022-10-29T03:10:29Z,2860000,-62.0,32.0,1,left,MISS M. Bridges 7' fadeaway Shot,[1628969],1610612756.0,PHX,fadeaway,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,7.04,Missed,,,,,,,,,,,,,,,,,,
295,PT02M06.00S,2022-10-29T03:09:27.5Z,2,REGULAR,rebound,offensive,[],202687,,,1610612756,48,43,2022-10-29T03:09:48Z,2870000,,,0,,B. Biyombo REBOUND (Off:1 Def:5),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,In The Paint (Non-RA),0-8 Center,,,,294.0,6.0,5.0,1.0,,,,,,,,,,,,,
296,PT02M05.00S,2022-10-29T03:09:27.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628969,7.5722733245729295,96.32352941176471,1610612756,51,43,2022-10-29T03:09:44Z,2880000,-232.0,19.0,1,left,M. Bridges 3PT  (15 PTS) (B. Biyombo 1 AST),"[1628969, 202687]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,23.24,Made,15.0,,,,,,,,,,,,,B. Biyombo,202687.0,1.0,,
298,PT01M47.00S,2022-10-29T03:09:47.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],202685,87.07293035479631,51.71568627450981,1610612740,51,43,2022-10-29T03:11:01Z,2900000,9.0,69.0,1,right,MISS J. Valanciunas 6' Hook,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,6.95,Missed,,,,,,,,,,,,,,,,,,
299,PT01M47.00S,2022-10-29T03:09:47.0Z,2,REGULAR,rebound,offensive,[],1630230,,,1610612740,51,43,2022-10-29T03:09:53Z,2910000,,,0,,N. Marshall REBOUND (Off:2 Def:2),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,298.0,4.0,2.0,2.0,,,,,,,,,,,,,
300,PT01M43.00S,2022-10-29T03:09:50.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630230,91.01511169513797,44.6078431372549,1610612740,51,43,2022-10-29T03:10:47Z,2920000,-27.0,32.0,1,right,MISS N. Marshall putback Layup,[1630230],1610612740.0,NOP,putback,,,Marshall,N. Marshall,,,,,Restricted Area,0-8 Center,4.19,Missed,,,,,,,,,,,,,,,,,,
301,PT01M41.00S,2022-10-29T03:09:52.3Z,2,REGULAR,rebound,defensive,[],202687,,,1610612756,51,43,2022-10-29T03:09:56Z,2930000,,,0,,B. Biyombo REBOUND (Off:1 Def:6),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,300.0,7.0,6.0,1.0,,,,,,,,,,,,,
302,PT01M36.00S,2022-10-29T03:09:57.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,15.719448094612352,55.63725490196079,1610612756,53,43,2022-10-29T03:10:07Z,2940000,-28.0,95.0,1,left,C. Paul 9' pullup Jump Shot (5 PTS),[101108],1610612756.0,PHX,pullup,,,Paul,C. Paul,,,,,In The Paint (Non-RA),8-16 Center,9.94,Made,5.0,,,,,,,,,,,,,,,,,
304,PT01M24.00S,2022-10-29T03:10:08.4Z,2,REGULAR,3pt,Jump Shot,[],1628984,71.04139290407359,82.1078431372549,1610612740,53,46,2022-10-29T03:10:34Z,2960000,161.0,220.0,1,right,D. Graham 27' 3PT  (6 PTS) (C. McCollum 4 AST),"[1628984, 203468]",1610612740.0,NOP,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Right Center,27.21,Made,6.0,,,,,,,,,,,,,C. McCollum,203468.0,4.0,,
306,PT01M02.00S,2022-10-29T03:10:30.8Z,2,REGULAR,2pt,Jump Shot,[],1626164,7.703679369250986,24.019607843137255,1610612756,55,46,2022-10-29T03:10:37Z,2980000,130.0,20.0,1,left,D. Booker 13' pullup Jump Shot (6 PTS),[1626164],1610612756.0,PHX,pullup,,,Booker,D. Booker,,,,,Mid-Range,8-16 Right,13.14,Made,6.0,,,,,,,,,,,,,,,,,
308,PT00M51.10S,2022-10-29T03:10:45.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,80.3712220762155,63.725490196078425,1610612740,55,48,2022-10-29T03:10:55Z,3000000,69.0,132.0,1,right,J. Valanciunas 14' Jump Shot (6 PTS) (N. Marshall 3 AST),"[202685, 1630230]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Center,14.88,Made,6.0,,,,,,,,,,,,,N. Marshall,1630230.0,3.0,,
310,PT00M51.10S,2022-10-29T03:10:49.3Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629661,,,1610612740,55,48,2022-10-29T03:10:59Z,3020000,,,0,,C. Johnson shooting personal FOUL (1 PF) (Valanciunas 1 FT),"[1629661, 202685]",1610612756.0,PHX,shooting,,,Johnson,C. Johnson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,1627963.0,1.0,0.0,Valanciunas,202685.0,,,,,,,,
312,PT00M51.10S,2022-10-29T03:11:19.8Z,2,REGULAR,freethrow,1 of 1,[],202685,,,1610612740,55,49,2022-10-29T03:11:19Z,3040000,,,0,,J. Valanciunas Free Throw 1 of 1 (7 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
313,PT00M39.60S,2022-10-29T03:11:37.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202066,,,1610612756,55,49,2022-10-29T03:11:51Z,3050000,,,0,,G. Temple personal FOUL (1 PF) (Paul 2 FT),"[202066, 101108]",1610612740.0,NOP,,,,Temple,G. Temple,,,,,Above the Break 3,24+ Center,,,,,,,,203591.0,1.0,0.0,Paul,101108.0,,,,,,,,
315,PT00M39.60S,2022-10-29T03:12:05.8Z,2,REGULAR,freethrow,1 of 2,[],101108,,,1610612756,56,49,2022-10-29T03:12:05Z,3070000,,,0,,C. Paul Free Throw 1 of 2 (6 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
316,PT00M39.60S,2022-10-29T03:12:21.4Z,2,REGULAR,freethrow,2 of 2,[],101108,,,1610612756,57,49,2022-10-29T03:12:21Z,3080000,,,0,,C. Paul Free Throw 2 of 2 (7 PTS),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
319,PT00M23.00S,2022-10-29T03:13:19.6Z,2,REGULAR,3pt,Jump Shot,[],202066,73.9323258869908,10.294117647058822,1610612740,57,52,2022-10-29T03:13:25Z,3110000,-199.0,193.0,1,right,G. Temple 27' 3PT  (6 PTS) (C. McCollum 5 AST),"[202066, 203468]",1610612740.0,NOP,,,,Temple,G. Temple,,,,,Above the Break 3,24+ Left Center,27.65,Made,6.0,,,,,,,,,,,,,C. McCollum,203468.0,5.0,,
321,PT00M01.50S,2022-10-29T03:13:44.3Z,2,REGULAR,turnover,bad pass,[],101108,,,1610612756,57,52,2022-10-29T03:13:50Z,3130000,,,0,,C. Paul bad pass TURNOVER (3 TO),"[101108, 202066]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,3.0,Temple,202066.0,,,,,
322,PT00M01.50S,2022-10-29T03:13:44.3Z,2,REGULAR,steal,,[],202066,,,1610612740,57,52,2022-10-29T03:16:31Z,3140000,,,0,,G. Temple STEAL (1 STL),[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
323,PT00M00.20S,2022-10-29T03:13:50.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630230,41.606438896189225,45.83333333333333,1610612740,57,52,2022-10-29T03:14:45Z,3150000,-21.0,496.0,1,right,MISS N. Marshall 49' 3PT,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,49.68,Missed,,,,,,,,,,,,,,,,,,
324,PT00M00.10S,2022-10-29T03:13:50.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612740,57,52,2022-10-29T03:14:45Z,3160000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Above the Break 3,24+ Center,,,,323.0,,,,,,,,,,,,,,,,
325,PT00M00.00S,2022-10-29T03:13:53.9Z,2,REGULAR,period,end,[],0,,,1610612740,57,52,2022-10-29T03:13:53Z,3170000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT12M00.00S,2022-10-29T03:29:42.5Z,3,REGULAR,substitution,out,['startperiod'],1628984,,,1610612740,57,52,2022-10-29T03:29:54Z,3180000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT12M00.00S,2022-10-29T03:29:42.5Z,3,REGULAR,substitution,out,['startperiod'],202066,,,1610612740,57,52,2022-10-29T03:29:54Z,3190000,,,0,,SUB out: G. Temple,[202066],1610612740.0,NOP,,,,Temple,G. Temple,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT12M00.00S,2022-10-29T03:29:42.5Z,3,REGULAR,substitution,in,['startperiod'],1630631,,,1610612740,57,52,2022-10-29T03:29:54Z,3200000,,,0,,SUB in: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT12M00.00S,2022-10-29T03:29:42.5Z,3,REGULAR,substitution,in,['startperiod'],1630530,,,1610612740,57,52,2022-10-29T03:29:54Z,3210000,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2022-10-29T03:29:49.8Z,3,REGULAR,period,start,[],0,,,1610612740,57,52,2022-10-29T03:29:54Z,3220000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT11M35.00S,2022-10-29T03:30:35.0Z,3,REGULAR,3pt,Jump Shot,[],203468,33.98488830486202,66.91176470588235,1610612740,57,52,2022-10-29T03:30:41Z,3240000,-85.0,267.0,1,left,MISS C. McCollum 28' 3PT,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,28.01,Missed,,,,,,,,,,,,,,,,,,
333,PT11M30.00S,2022-10-29T03:30:39.2Z,3,REGULAR,rebound,offensive,[],1630230,,,1610612740,57,52,2022-10-29T03:30:39Z,3250000,,,0,,N. Marshall REBOUND (Off:3 Def:2),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,Above the Break 3,24+ Center,,,,332.0,5.0,2.0,3.0,,,,,,,,,,,,,
334,PT11M30.00S,2022-10-29T03:30:39.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",202685,5.469776609724048,51.71568627450981,1610612740,57,54,2022-10-29T03:32:37Z,3260000,-9.0,-1.0,1,left,J. Valanciunas DUNK (9 PTS) (N. Marshall 4 AST),"[202685, 1630230]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,0.87,Made,9.0,,,,,,,,,,,,,N. Marshall,1630230.0,4.0,,
336,PT11M03.00S,2022-10-29T03:31:06.3Z,3,REGULAR,3pt,Jump Shot,[],1628969,95.3515111695138,3.9215686274509802,1610612756,60,54,2022-10-29T03:31:09Z,3280000,-230.0,-9.0,1,right,M. Bridges 3PT  (18 PTS) (B. Biyombo 2 AST),"[1628969, 202687]",1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,Left Corner 3,24+ Left,23.06,Made,18.0,,,,,,,,,,,,,B. Biyombo,202687.0,2.0,,
338,PT10M47.00S,2022-10-29T03:31:22.4Z,3,REGULAR,2pt,Jump Shot,[],203468,8.360709592641262,23.03921568627451,1610612740,60,54,2022-10-29T03:31:27Z,3300000,135.0,26.0,1,left,MISS C. McCollum 13' fadeaway Shot,[203468],1610612740.0,NOP,fadeaway,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Right,13.73,Missed,,,,,,,,,,,,,,,,,,
339,PT10M45.00S,2022-10-29T03:31:24.4Z,3,REGULAR,rebound,defensive,[],101108,,,1610612756,60,54,2022-10-29T03:31:27Z,3310000,,,0,,C. Paul REBOUND (Off:0 Def:3),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,Mid-Range,8-16 Right,,,,338.0,3.0,3.0,0.0,,,,,,,,,,,,,
340,PT10M35.00S,2022-10-29T03:31:35.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],101108,88.12417871222075,44.85294117647059,1610612756,60,54,2022-10-29T03:33:55Z,3320000,-26.0,59.0,1,right,MISS C. Paul 6' driving floating Shot,[101108],1610612756.0,PHX,driving floating,,,Paul,C. Paul,,,,,In The Paint (Non-RA),0-8 Center,6.44,Missed,,,,,,,,,,,,,,,,,,
341,PT10M34.00S,2022-10-29T03:31:36.4Z,3,REGULAR,rebound,offensive,[],101108,,,1610612756,60,54,2022-10-29T03:31:36Z,3330000,,,0,,C. Paul REBOUND (Off:1 Def:3),[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,In The Paint (Non-RA),0-8 Center,,,,340.0,4.0,3.0,1.0,,,,,,,,,,,,,
342,PT10M31.00S,2022-10-29T03:31:38.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",101108,91.93495400788436,45.588235294117645,1610612756,60,54,2022-10-29T03:34:08Z,3340000,-22.0,23.0,1,right,MISS C. Paul putback Layup,[101108],1610612756.0,PHX,putback,,,Paul,C. Paul,,,,,Restricted Area,0-8 Center,3.21,Missed,,,,,,,,,,,,,,,,,,
343,PT10M29.00S,2022-10-29T03:31:39.9Z,3,REGULAR,rebound,offensive,[],202687,,,1610612756,60,54,2022-10-29T03:31:39Z,3350000,,,0,,B. Biyombo REBOUND (Off:2 Def:6),[202687],1610612756.0,PHX,,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,,,,342.0,8.0,6.0,2.0,,,,,,,,,,,,,
344,PT10M29.00S,2022-10-29T03:31:40.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202687,92.32917214191852,47.30392156862745,1610612756,60,54,2022-10-29T03:34:59Z,3360000,-13.0,20.0,1,right,MISS B. Biyombo tip Layup,[202687],1610612756.0,PHX,tip,,,Biyombo,B. Biyombo,,,,,Restricted Area,0-8 Center,2.38,Missed,,,,,,,,,,,,,,,,,,
345,PT10M28.00S,2022-10-29T03:31:41.5Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,60,54,2022-10-29T03:31:41Z,3370000,,,0,,J. Valanciunas REBOUND (Off:0 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,344.0,4.0,4.0,0.0,,,,,,,,,,,,,
346,PT10M24.00S,2022-10-29T03:31:45.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630530,10.33180026281209,4.901960784313726,1610612740,60,57,2022-10-29T03:35:31Z,3380000,225.0,45.0,1,left,T. Murphy III 3PT running (8 PTS) (J. Alvarado 1 AST),"[1630530, 1630631]",1610612740.0,NOP,running,,,Murphy III,T. Murphy III,,,,,Right Corner 3,24+ Right,22.99,Made,8.0,,,,,,,,,,,,,J. Alvarado,1630631.0,1.0,,
