actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
339,PT10M38.00S,2023-12-21T01:30:19.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,5.732588699080158,51.9607843137255,1610612750,66,64,2023-12-21T01:30:25Z,3350000,False,-10.0,1.0,1,left,A. Edwards driving Layup (14 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,0.99,Made,,,,,,,,,,,14.0,,,,,,,
340,PT10M38.00S,2023-12-21T01:30:22.1Z,3,REGULAR,foul,personal,['1freethrow'],203954,,,1610612750,66,64,2023-12-21T01:30:37Z,3360000,False,,,0,,J. Embiid shooting personal FOUL (3 PF) (Edwards 1 FT),"[203954, 1630162]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,202056.0,3.0,0.0,Edwards,1630162.0,,,,,,,,,,,,
342,PT10M38.00S,2023-12-21T01:30:45.3Z,3,REGULAR,freethrow,1 of 1,[],1630162,,,1610612750,66,65,2023-12-21T01:30:45Z,3380000,False,,,0,,A. Edwards Free Throw 1 of 1 (15 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,,,,,,,,,,,15.0,,,,,,,
343,PT10M26.00S,2023-12-21T01:31:02.6Z,3,REGULAR,3pt,Jump Shot,[],1630178,76.82325886990802,5.392156862745098,1610612755,66,65,2023-12-21T01:32:40Z,3390000,False,-223.0,165.0,1,right,MISS T. Maxey 27' step back 3PT,[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,27.76,Missed,,,,,,,,,,,,,,,,,,
344,PT10M23.00S,2023-12-21T01:31:05.6Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612750,66,65,2023-12-21T01:31:06Z,3400000,False,,,0,,K. Towns REBOUND (Off:2 Def:6),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,,,343.0,,,,,,8.0,6.0,2.0,,,,,,,,,
345,PT10M11.00S,2023-12-21T01:31:18.0Z,3,REGULAR,2pt,Jump Shot,[],1630162,17.0335085413929,68.62745098039215,1610612750,66,67,2023-12-21T01:31:26Z,3410000,False,-93.0,108.0,1,left,A. Edwards 14' pullup bank Jump Shot (17 PTS) (K. Towns 2 AST),"[1630162, 1626157]",1610612750.0,MIN,pullup bank,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Left,14.23,Made,,,,,,,,,,,17.0,K. Towns,1626157.0,2.0,,,,
347,PT09M52.00S,2023-12-21T01:31:38.1Z,3,REGULAR,turnover,lost ball,[],1626162,,,1610612755,66,67,2023-12-21T01:31:42Z,3430000,False,,,0,,K. Oubre Jr. lost ball TURNOVER (1 TO),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,1.0,,,,,,,,
349,PT09M52.00S,2023-12-21T01:31:40.6Z,3,REGULAR,foul,personal,[],1626162,,,1610612750,66,67,2023-12-21T01:31:52Z,3450000,False,,,0,,K. Oubre Jr. loose ball personal FOUL (3 PF),"[1626162, 1630183]",1610612755.0,PHI,loose ball,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,,,,1179.0,3.0,0.0,McDaniels,1630183.0,,,,,,,,,,,,
351,PT09M36.00S,2023-12-21T01:32:09.0Z,3,REGULAR,turnover,out-of-bounds,[],1626157,,,1610612750,66,67,2023-12-21T01:32:14Z,3470000,False,,,0,,K. Towns lost ball out-of-bounds TURNOVER (2 TO),[1626157],1610612750.0,MIN,lost ball,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Center,,,,1179.0,,,,,,,,2.0,,,,,,,,
352,PT09M21.00S,2023-12-21T01:32:26.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630178,92.9862023653088,50.73529411764706,1610612755,66,67,2023-12-21T01:32:32Z,3480000,False,4.0,13.0,1,right,MISS T. Maxey driving finger roll Layup,[1630178],1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,1.39,Missed,,,,,,,,,,,,,,,,,,
353,PT09M18.00S,2023-12-21T01:32:29.8Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,66,67,2023-12-21T01:32:32Z,3490000,False,,,0,,A. Edwards REBOUND (Off:1 Def:3),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,352.0,,,,,,4.0,3.0,1.0,,,,,,,,,
354,PT09M17.00S,2023-12-21T01:32:31.5Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,33.722076215505915,46.32352941176471,1610612750,66,67,2023-12-21T01:32:43Z,3500000,False,18.0,264.0,1,left,MISS A. Edwards 26' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,26.51,Missed,,,,,,,,,,,,,,,,,,
355,PT09M13.00S,2023-12-21T01:32:35.5Z,3,REGULAR,rebound,offensive,[],203497,,,1610612750,66,67,2023-12-21T01:32:43Z,3510000,False,,,0,,R. Gobert REBOUND (Off:2 Def:5),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,354.0,,,,,,7.0,5.0,2.0,,,,,,,,,
356,PT09M12.00S,2023-12-21T01:32:35.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203497,6.1268068331143235,37.99019607843137,1610612750,66,69,2023-12-21T01:32:51Z,3520000,False,60.0,5.0,1,left,R. Gobert 6' putback Layup (2 PTS),[203497],1610612750.0,MIN,putback,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,6.02,Made,,,,,,,,,,,2.0,,,,,,,
357,PT08M48.00S,2023-12-21T01:32:59.3Z,3,REGULAR,3pt,Jump Shot,[],1626162,91.27792378449409,3.9215686274509802,1610612755,66,69,2023-12-21T01:33:10Z,3530000,False,-230.0,29.0,1,right,MISS K. Oubre Jr. 3PT,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,23.23,Missed,,,,,,,,,,,,,,,,,,
358,PT08M46.00S,2023-12-21T01:33:01.3Z,3,REGULAR,rebound,defensive,[],203497,,,1610612750,66,69,2023-12-21T01:33:04Z,3540000,False,,,0,,R. Gobert REBOUND (Off:2 Def:6),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Left,,,357.0,,,,,,8.0,6.0,2.0,,,,,,,,,
359,PT08M34.00S,2023-12-21T01:33:13.9Z,3,REGULAR,2pt,Jump Shot,[],1630162,8.623521681997373,31.61764705882353,1610612750,66,69,2023-12-21T01:33:24Z,3550000,False,92.0,29.0,1,left,MISS A. Edwards 9' turnaround fadeaway bank Shot,[1630162],1610612750.0,MIN,turnaround fadeaway bank,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Right,9.62,Missed,,,,,,,,,,,,,,,,,,
360,PT08M33.00S,2023-12-21T01:33:14.9Z,3,REGULAR,rebound,offensive,[],1626157,,,1610612750,66,69,2023-12-21T01:33:24Z,3560000,False,,,0,,K. Towns REBOUND (Off:3 Def:6),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Right,,,359.0,,,,,,9.0,6.0,3.0,,,,,,,,,
361,PT08M33.00S,2023-12-21T01:33:17.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,5.590000152587891,50.0,1610612750,66,71,2023-12-21T01:33:17Z,3570000,False,0.0,0.0,1,left,K. Towns tip Layup (20 PTS),[1626157],1610612750.0,MIN,tip,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,20.0,,,,,,,
362,PT08M33.00S,2023-12-21T01:33:19.6Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,66,71,2023-12-21T01:33:19Z,3580000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT08M33.00S,2023-12-21T01:36:08.4Z,3,REGULAR,substitution,out,[],201976,,,1610612755,66,71,2023-12-21T01:36:15Z,3590000,False,,,0,,SUB out: P. Beverley,[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
364,PT08M33.00S,2023-12-21T01:36:08.4Z,3,REGULAR,substitution,in,[],1627863,,,1610612755,66,71,2023-12-21T01:36:15Z,3600000,False,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT08M11.00S,2023-12-21T01:36:29.3Z,3,REGULAR,turnover,bad pass,[],1630178,,,1610612755,66,71,2023-12-21T01:36:32Z,3610000,False,,,0,,T. Maxey bad pass TURNOVER (3 TO),"[1630178, 203497]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,3.0,,,,,,,Gobert,203497.0
366,PT08M11.00S,2023-12-21T01:36:29.3Z,3,REGULAR,steal,,[],203497,,,1610612750,66,71,2023-12-21T01:36:30Z,3620000,False,,,0,,R. Gobert STEAL (1 STL),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
367,PT08M07.00S,2023-12-21T01:36:33.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",201144,5.863994743758213,49.50980392156863,1610612750,66,71,2023-12-21T01:36:42Z,3630000,False,2.0,3.0,1,left,MISS M. Conley running Layup,[201144],1610612750.0,MIN,running,,,Conley,M. Conley,,,,,Restricted Area,0-8 Center,0.36,Missed,,,,,,,,,,,,,,,,,,
368,PT08M02.00S,2023-12-21T01:36:38.1Z,3,REGULAR,rebound,offensive,[],1630183,,,1610612750,66,71,2023-12-21T01:36:38Z,3640000,False,,,0,,J. McDaniels REBOUND (Off:1 Def:2),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,367.0,,,,,,3.0,2.0,1.0,,,,,,,,,
369,PT08M02.00S,2023-12-21T01:36:38.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630183,5.590000152587891,50.0,1610612750,66,73,2023-12-21T01:36:38Z,3650000,False,0.0,0.0,1,left,J. McDaniels tip Layup (21 PTS),[1630183],1610612750.0,MIN,tip,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,21.0,,,,,,,
370,PT07M44.00S,2023-12-21T01:36:57.6Z,3,REGULAR,2pt,Jump Shot,[],203954,73.01248357424441,47.30392156862745,1610612755,68,73,2023-12-21T01:37:02Z,3660000,False,-13.0,201.0,1,right,J. Embiid 20' fadeaway Jump Shot (24 PTS),[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,20.17,Made,,,,,,,,,,,24.0,,,,,,,
371,PT07M25.00S,2023-12-21T01:37:16.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,10.200394218134035,36.76470588235294,1610612750,68,75,2023-12-21T01:37:21Z,3670000,False,66.0,43.0,1,left,M. Conley 7' driving floating Jump Shot (7 PTS) (A. Edwards 3 AST),"[201144, 1630162]",1610612750.0,MIN,driving floating,,,Conley,M. Conley,,,,,In The Paint (Non-RA),0-8 Center,7.92,Made,,,,,,,,,,,7.0,A. Edwards,1630162.0,3.0,,,,
373,PT07M01.00S,2023-12-21T01:37:39.0Z,3,REGULAR,2pt,Jump Shot,[],203954,76.69185282522996,35.294117647058826,1610612755,68,75,2023-12-21T01:39:30Z,3690000,False,-74.0,167.0,1,right,MISS J. Embiid 18' step back Shot,[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Left Center,18.21,Missed,,,,,,,,,,,,,,,,,,
374,PT06M59.00S,2023-12-21T01:37:41.0Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,68,75,2023-12-21T01:37:43Z,3700000,False,,,0,,A. Edwards REBOUND (Off:1 Def:4),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,16-24 Left Center,,,373.0,,,,,,5.0,4.0,1.0,,,,,,,,,
375,PT06M53.00S,2023-12-21T01:37:47.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630162,5.863994743758213,45.83333333333333,1610612750,68,75,2023-12-21T01:37:53Z,3710000,False,21.0,3.0,1,left,MISS A. Edwards running Layup,[1630162],1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,2.1,Missed,,,,,,,,,,,,,,,,,,
376,PT06M52.00S,2023-12-21T01:37:48.3Z,3,REGULAR,rebound,defensive,[],1626162,,,1610612755,68,75,2023-12-21T01:37:53Z,3720000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:2),[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,375.0,,,,,,2.0,2.0,0.0,,,,,,,,,
377,PT06M43.00S,2023-12-21T01:37:58.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],202699,93.64323258869908,52.20588235294118,1610612755,70,75,2023-12-21T01:38:05Z,3730000,False,11.0,7.0,1,right,T. Harris driving DUNK (7 PTS) (J. Embiid 3 AST),"[202699, 203954]",1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,1.32,Made,,,,,,,,,,,7.0,J. Embiid,203954.0,3.0,,,,
380,PT06M14.00S,2023-12-21T01:38:35.5Z,3,REGULAR,substitution,out,[],1626162,,,1610612750,70,75,2023-12-21T01:38:46Z,3760000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612755.0,PHI,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT06M14.00S,2023-12-21T01:38:35.5Z,3,REGULAR,substitution,out,[],201144,,,1610612750,70,75,2023-12-21T01:38:46Z,3770000,False,,,0,,SUB out: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT06M14.00S,2023-12-21T01:38:35.5Z,3,REGULAR,substitution,in,[],202694,,,1610612750,70,75,2023-12-21T01:38:46Z,3780000,False,,,0,,SUB in: M. Morris Sr.,[202694],1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT06M14.00S,2023-12-21T01:38:35.5Z,3,REGULAR,substitution,in,[],1629638,,,1610612750,70,75,2023-12-21T01:38:46Z,3790000,False,,,0,,SUB in: N. Alexander-Walker,[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT06M10.00S,2023-12-21T01:38:56.0Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612750,70,75,2023-12-21T01:39:02Z,3800000,False,,,0,,MIN shot clock Team TURNOVER,[],1610612750.0,MIN,,,,,,,,,,Mid-Range,16-24 Right Center,,,,202056.0,,,,,,,,,,,,,,,,
385,PT05M57.00S,2023-12-21T01:39:18.7Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202699,88.78120893561103,64.4607843137255,1610612755,70,75,2023-12-21T01:39:24Z,3810000,False,72.0,53.0,1,right,MISS T. Harris 8' turnaround fadeaway Shot,[202699],1610612755.0,PHI,turnaround fadeaway,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Right,8.96,Missed,,,,,,,,,,,,,,,,,,
386,PT05M55.00S,2023-12-21T01:39:20.7Z,3,REGULAR,rebound,defensive,[],1626157,,,1610612750,70,75,2023-12-21T01:39:24Z,3820000,False,,,0,,K. Towns REBOUND (Off:3 Def:7),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,In The Paint (Non-RA),8-16 Right,,,385.0,,,,,,10.0,7.0,3.0,,,,,,,,,
387,PT05M38.00S,2023-12-21T01:39:37.2Z,3,REGULAR,3pt,Jump Shot,[],1630162,31.488173455978973,24.754901960784316,1610612750,70,75,2023-12-21T01:39:41Z,3830000,False,126.0,243.0,1,left,MISS A. Edwards 27' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,27.43,Missed,,,,,,,,,,,,,,,,,,
388,PT05M36.00S,2023-12-21T01:39:39.2Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,70,75,2023-12-21T01:39:41Z,3840000,False,,,0,,J. Embiid REBOUND (Off:1 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,387.0,,,,,,7.0,6.0,1.0,,,,,,,,,
389,PT05M26.00S,2023-12-21T01:39:49.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203954,91.93495400788436,47.30392156862745,1610612755,72,75,2023-12-21T01:39:56Z,3850000,False,-13.0,23.0,1,right,J. Embiid driving finger roll Layup (26 PTS),[203954],1610612755.0,PHI,driving finger roll,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,2.69,Made,,,,,,,,,,,26.0,,,,,,,
390,PT05M25.00S,2023-12-21T01:40:14.2Z,3,REGULAR,foul,technical,['1freethrow'],202694,,,1610612750,72,75,2023-12-21T01:40:20Z,3860000,False,,,0,,M. Morris Sr. technical FOUL (1 Tech),[202694],1610612755.0,PHI,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,202056.0,1.0,1.0,,,,,,,,,,,,,,
391,PT05M25.00S,2023-12-21T01:40:24.7Z,3,REGULAR,freethrow,1 of 1,[],1630162,,,1610612750,72,76,2023-12-21T01:40:24Z,3870000,False,,,0,,A. Edwards technical Free Throw 1 of 1 (18 PTS),[1630162],1610612750.0,MIN,technical,,,Edwards,A. Edwards,,,,,,,,Made,,,,,,,,,,,18.0,,,,,,,
392,PT05M05.00S,2023-12-21T01:41:00.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,5.732588699080158,52.20588235294118,1610612750,72,78,2023-12-21T01:41:04Z,3880000,False,-11.0,1.0,1,left,R. Gobert DUNK (4 PTS) (A. Edwards 4 AST),"[203497, 1630162]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,,,,,,,4.0,A. Edwards,1630162.0,4.0,,,,
394,PT04M51.00S,2023-12-21T01:41:14.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202699,92.72339027595268,47.794117647058826,1610612755,72,78,2023-12-21T01:41:18Z,3900000,False,-11.0,16.0,1,right,MISS T. Harris driving Layup,[202699],1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,1.93,Missed,,,,,,,,,,,,,,,,,,
395,PT04M48.00S,2023-12-21T01:41:17.4Z,3,REGULAR,rebound,offensive,[],203954,,,1610612755,72,78,2023-12-21T01:41:18Z,3910000,False,,,0,,J. Embiid REBOUND (Off:2 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,394.0,,,,,,8.0,6.0,2.0,,,,,,,,,
396,PT04M48.00S,2023-12-21T01:41:17.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203954,94.40999984741211,50.0,1610612755,74,78,2023-12-21T01:41:17Z,3920000,False,0.0,0.0,1,right,J. Embiid tip Layup (28 PTS),[203954],1610612755.0,PHI,tip,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,28.0,,,,,,,
397,PT04M39.00S,2023-12-21T01:41:31.6Z,3,REGULAR,foul,personal,[],1630178,,,1610612750,74,78,2023-12-21T01:41:47Z,3930000,False,,,0,,T. Maxey personal FOUL (4 PF),"[1630178, 1629638]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),0-8 Center,,,,202056.0,4.0,0.0,Alexander-Walker,1629638.0,,,,,,,,,,,,
399,PT04M39.00S,2023-12-21T01:41:48.8Z,3,REGULAR,substitution,out,[],1626157,,,1610612750,74,78,2023-12-21T01:41:59Z,3950000,False,,,0,,SUB out: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT04M39.00S,2023-12-21T01:41:48.8Z,3,REGULAR,substitution,in,[],1629675,,,1610612750,74,78,2023-12-21T01:41:59Z,3960000,False,,,0,,SUB in: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT04M30.00S,2023-12-21T01:42:06.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,15.062417871222076,62.5,1610612750,74,80,2023-12-21T01:42:17Z,3970000,False,-62.0,89.0,1,left,A. Edwards 10' turnaround fadeaway Jump Shot (20 PTS),[1630162],1610612750.0,MIN,turnaround fadeaway,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Left,10.88,Made,,,,,,,,,,,20.0,,,,,,,
403,PT04M16.00S,2023-12-21T01:42:22.5Z,3,REGULAR,2pt,Jump Shot,[],203954,75.64060446780552,60.049019607843135,1610612755,76,80,2023-12-21T01:42:33Z,3990000,False,50.0,176.0,1,right,J. Embiid 18' pullup Jump Shot (30 PTS),[203954],1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Center,18.35,Made,,,,,,,,,,,30.0,,,,,,,
404,PT04M16.00S,2023-12-21T01:42:26.8Z,3,REGULAR,foul,personal,['1freethrow'],203497,,,1610612755,76,80,2023-12-21T01:42:31Z,4000000,False,,,0,,R. Gobert shooting personal FOUL (4 PF) (Embiid 1 FT),"[203497, 203954]",1610612750.0,MIN,shooting,,,Gobert,R. Gobert,,,,,Mid-Range,16-24 Right Center,,,,1179.0,4.0,0.0,Embiid,203954.0,,,,,,,,,,,,
406,PT04M16.00S,2023-12-21T01:42:41.9Z,3,REGULAR,substitution,out,[],1630178,,,1610612755,76,80,2023-12-21T01:42:54Z,4020000,False,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT04M16.00S,2023-12-21T01:42:41.9Z,3,REGULAR,substitution,out,[],1630183,,,1610612755,76,80,2023-12-21T01:42:54Z,4030000,False,,,0,,SUB out: J. McDaniels,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT04M16.00S,2023-12-21T01:42:41.9Z,3,REGULAR,substitution,out,[],203497,,,1610612755,76,80,2023-12-21T01:42:54Z,4040000,False,,,0,,SUB out: R. Gobert,[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT04M16.00S,2023-12-21T01:42:41.9Z,3,REGULAR,substitution,in,[],201976,,,1610612755,76,80,2023-12-21T01:42:54Z,4050000,False,,,0,,SUB in: P. Beverley,[201976],1610612755.0,PHI,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT04M16.00S,2023-12-21T01:42:41.9Z,3,REGULAR,substitution,in,[],203937,,,1610612755,76,80,2023-12-21T01:42:54Z,4060000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
411,PT04M16.00S,2023-12-21T01:42:41.9Z,3,REGULAR,substitution,in,[],1626157,,,1610612755,76,80,2023-12-21T01:42:54Z,4070000,False,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT04M16.00S,2023-12-21T01:43:09.9Z,3,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,77,80,2023-12-21T01:43:09Z,4080000,False,,,0,,J. Embiid Free Throw 1 of 1 (31 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,,,31.0,,,,,,,
413,PT04M03.00S,2023-12-21T01:43:26.4Z,3,REGULAR,2pt,Jump Shot,[],1626157,12.959921156373195,72.05882352941177,1610612750,77,80,2023-12-21T01:43:52Z,4090000,False,-110.0,69.0,1,left,MISS K. Towns 13' step back Shot,[1626157],1610612750.0,MIN,step back,,,Towns,K. Towns,,,,,Mid-Range,8-16 Left,13.03,Missed,,,,,,,,,,,,,,,,,,
414,PT04M01.00S,2023-12-21T01:43:28.4Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,77,80,2023-12-21T01:43:39Z,4100000,False,,,0,,J. Embiid REBOUND (Off:2 Def:7),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,,,413.0,,,,,,9.0,7.0,2.0,,,,,,,,,
415,PT03M55.00S,2023-12-21T01:43:34.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627863,93.11760840998686,46.81372549019608,1610612755,77,80,2023-12-21T01:44:14Z,4110000,False,-16.0,12.0,1,right,MISS D. House Jr. running finger roll Layup - blocked,"[1627863, 1629675]",1610612755.0,PHI,running finger roll,,,House Jr.,D. House Jr.,,,,,Restricted Area,0-8 Center,2.0,Missed,,,,,,,,,,,,,,,Reid,1629675.0,,
416,PT03M55.00S,2023-12-21T01:43:34.5Z,3,REGULAR,block,,[],1629675,,,1610612755,77,80,2023-12-21T01:43:36Z,4120000,False,,,0,,N. Reid BLOCK (1 BLK),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
417,PT03M52.00S,2023-12-21T01:43:37.5Z,3,REGULAR,rebound,defensive,[],1629638,,,1610612750,77,80,2023-12-21T01:43:45Z,4130000,False,,,0,,N. Alexander-Walker REBOUND (Off:0 Def:2),[1629638],1610612750.0,MIN,,,,Alexander-Walker,N. Alexander-Walker,,,,,Restricted Area,0-8 Center,,,415.0,,,,,,2.0,2.0,0.0,,,,,,,,,
418,PT03M49.00S,2023-12-21T01:43:40.7Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630162,29.122864651773984,81.12745098039215,1610612750,77,83,2023-12-21T01:44:02Z,4140000,False,-156.0,221.0,1,left,A. Edwards 27' 3PT running (23 PTS) (N. Alexander-Walker 2 AST),"[1630162, 1629638]",1610612750.0,MIN,running,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,27.05,Made,,,,,,,,,,,23.0,N. Alexander-Walker,1629638.0,2.0,,,,
