actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
254,PT05M30.00S,2026-03-18T02:56:09.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631207,16.770696452036795,50.245098039215684,1610612755,55,31,2026-03-18T02:56:14Z,2540000,False,-1.0,105.0,1,left,D. Terry 10' driving floating Jump Shot (4 PTS) (J. Edwards 2 AST),"[1631207, 1642348]",1610612755.0,PHI,driving floating,,,Terry,D. Terry,,,,,In The Paint (Non-RA),8-16 Center,10.51,Made,4.0,J. Edwards,1642348.0,2.0,,,,,,,,,,,,,,
256,PT05M18.00S,2026-03-18T02:56:22.0Z,2,REGULAR,3pt,Jump Shot,[],1627750,69.46452036793693,73.2843137254902,1610612743,55,31,2026-03-18T03:05:54Z,2560000,False,116.0,235.0,1,right,MISS J. Murray 26' pullup 3PT,[1627750],1610612743.0,DEN,pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Right Center,26.18,Missed,,,,,,,,,,,,,,,,,,
257,PT05M14.00S,2026-03-18T02:56:26.0Z,2,REGULAR,rebound,defensive,[],1629656,,,1610612755,55,31,2026-03-18T02:56:29Z,2570000,False,,,0,,Q. Grimes REBOUND (Off:1 Def:1),[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,256.0,2.0,1.0,1.0,,,,,,,,
258,PT05M06.00S,2026-03-18T02:56:37.6Z,2,REGULAR,violation,kicked ball,[],1631128,,,1610612755,55,31,2026-03-18T02:56:45Z,2580000,False,,,0,,C. Braun kicked ball VIOLATION,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,,,,,,201245.0,,,,,,,,,,,,,
259,PT05M06.00S,2026-03-18T02:56:41.1Z,2,REGULAR,substitution,out,[],202685,,,1610612755,55,31,2026-03-18T02:56:57Z,2590000,False,,,0,,SUB out: J. Valančiūnas,[202685],1610612743.0,DEN,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M06.00S,2026-03-18T02:56:41.1Z,2,REGULAR,substitution,out,[],1642461,,,1610612755,55,31,2026-03-18T02:56:57Z,2600000,False,,,0,,SUB out: S. Jones,[1642461],1610612743.0,DEN,,,,Jones,S. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT05M06.00S,2026-03-18T02:56:41.1Z,2,REGULAR,substitution,out,[],200768,,,1610612755,55,31,2026-03-18T02:56:57Z,2610000,False,,,0,,SUB out: K. Lowry,[200768],1610612755.0,PHI,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M06.00S,2026-03-18T02:56:41.1Z,2,REGULAR,substitution,out,[],1642348,,,1610612755,55,31,2026-03-18T02:56:57Z,2620000,False,,,0,,SUB out: J. Edwards,[1642348],1610612755.0,PHI,,,,Edwards,J. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT05M06.00S,2026-03-18T02:56:41.1Z,2,REGULAR,substitution,in,[],203999,,,1610612755,55,31,2026-03-18T02:56:57Z,2630000,False,,,0,,SUB in: N. Jokić,[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M06.00S,2026-03-18T02:56:41.1Z,2,REGULAR,substitution,in,[],203932,,,1610612755,55,31,2026-03-18T02:56:57Z,2640000,False,,,0,,SUB in: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT05M06.00S,2026-03-18T02:56:41.1Z,2,REGULAR,substitution,in,[],1642845,,,1610612755,55,31,2026-03-18T02:56:57Z,2650000,False,,,0,,SUB in: V. Edgecombe,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M06.00S,2026-03-18T02:56:41.1Z,2,REGULAR,substitution,in,[],1631230,,,1610612755,55,31,2026-03-18T02:56:57Z,2660000,False,,,0,,SUB in: D. Barlow,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M00.00S,2026-03-18T02:57:08.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629656,4.681340341655716,51.225490196078425,1610612755,55,33,2026-03-18T02:57:12Z,2670000,False,-6.0,-8.0,1,left,Q. Grimes alley-oop DUNK (7 PTS) (V. Edgecombe 2 AST),"[1629656, 1642845]",1610612755.0,PHI,alley-oop,,,Grimes,Q. Grimes,,,,,Restricted Area,0-8 Center,1.05,Made,7.0,V. Edgecombe,1642845.0,2.0,,,,,,,,,,,,,,
269,PT04M48.00S,2026-03-18T02:57:20.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631128,94.1688567674113,50.73529411764706,1610612743,57,33,2026-03-18T02:57:24Z,2690000,False,4.0,2.0,1,right,C. Braun cutting Layup (12 PTS) (N. Jokić 9 AST),"[1631128, 203999]",1610612743.0,DEN,cutting,,,Braun,C. Braun,,,,,Restricted Area,0-8 Center,0.44,Made,12.0,N. Jokić,203999.0,9.0,,,,,,,,,,,,,,
271,PT04M40.00S,2026-03-18T02:57:28.9Z,2,REGULAR,turnover,bad pass,[],1629656,,,1610612755,57,33,2026-03-18T02:57:33Z,2710000,False,,,0,,Q. Grimes bad pass TURNOVER (2 TO),"[1629656, 203932]",1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Mid-Range,8-16 Left,,,,,,,,2.0,,,,,,,Gordon,203932.0,,,,
272,PT04M40.00S,2026-03-18T02:57:28.9Z,2,REGULAR,steal,,[],203932,,,1610612743,57,33,2026-03-18T02:57:30Z,2720000,False,,,0,,A. Gordon STEAL (1 STL),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
273,PT04M36.00S,2026-03-18T02:57:35.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1627750,94.1688567674113,46.32352941176471,1610612743,59,33,2026-03-18T03:09:17Z,2730000,False,-18.0,2.0,1,right,J. Murray running Layup (9 PTS) (C. Braun 3 AST),"[1627750, 1631128]",1610612743.0,DEN,running,,,Murray,J. Murray,,,,,Restricted Area,0-8 Center,1.85,Made,9.0,C. Braun,1631128.0,3.0,,,,,,,,,,,,,,
275,PT04M36.00S,2026-03-18T02:57:38.1Z,2,REGULAR,foul,personal,['1freethrow'],1631207,,,1610612743,59,33,2026-03-18T02:57:51Z,2750000,False,,,0,,D. Terry shooting personal FOUL (2 PF) (Murray 1 FT),"[1631207, 1627750]",1610612755.0,PHI,shooting,,,Terry,D. Terry,,,,,Restricted Area,0-8 Center,,,,,,,1626302.0,,,,,,,,,,2.0,0.0,Murray,1627750.0
277,PT04M36.00S,2026-03-18T02:57:57.9Z,2,REGULAR,substitution,out,[],1629656,,,1610612743,59,33,2026-03-18T02:58:04Z,2770000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT04M36.00S,2026-03-18T02:57:57.9Z,2,REGULAR,substitution,in,[],1626166,,,1610612743,59,33,2026-03-18T02:58:04Z,2780000,False,,,0,,SUB in: C. Payne,[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT04M36.00S,2026-03-18T02:58:18.9Z,2,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1627750,,,1610612743,60,33,2026-03-18T02:58:18Z,2790000,False,,,0,,J. Murray Free Throw 1 of 1 (10 PTS),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
280,PT04M23.00S,2026-03-18T02:58:33.0Z,2,REGULAR,3pt,Jump Shot,[],1642845,22.026938239159,9.068627450980392,1610612755,60,33,2026-03-18T02:58:40Z,2800000,False,205.0,155.0,1,left,MISS V. Edgecombe 25' 3PT,[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Right Center,25.65,Missed,,,,,,,,,,,,,,,,,,
281,PT04M21.00S,2026-03-18T02:58:35.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612743,60,33,2026-03-18T02:58:40Z,2810000,False,,,0,,TEAM defensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,280.0,,,,,,,,,,,
283,PT04M02.00S,2026-03-18T02:59:02.2Z,2,REGULAR,turnover,bad pass,[],203999,,,1610612743,60,33,2026-03-18T02:59:05Z,2830000,False,,,0,,N. Jokić bad pass TURNOVER (3 TO),"[203999, 1626166]",1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,3.0,,,,,,,Payne,1626166.0,,,,
284,PT04M02.00S,2026-03-18T02:59:02.2Z,2,REGULAR,steal,,[],1626166,,,1610612755,60,33,2026-03-18T02:59:03Z,2840000,False,,,0,,C. Payne STEAL (1 STL),[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
293,PT03M58.00S,2026-03-18T02:59:10.8Z,2,REGULAR,turnover,bad pass,[],1631230,,,1610612755,60,33,2026-03-18T02:59:54Z,2875000,False,,,0,,D. Barlow bad pass TURNOVER (1 TO),"[1631230, 1631128]",1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1.0,,,,,,,Braun,1631128.0,,,,
294,PT03M58.00S,2026-03-18T02:59:10.8Z,2,REGULAR,steal,,[],1631128,,,1610612743,60,33,2026-03-18T02:59:54Z,2877500,False,,,0,,C. Braun STEAL (1 STL),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
288,PT03M54.00S,2026-03-18T02:59:14.7Z,2,REGULAR,turnover,out-of-bounds,[],203999,,,1610612743,60,33,2026-03-18T02:59:20Z,2880000,False,,,0,,N. Jokić bad pass out-of-bounds TURNOVER (4 TO),[203999],1610612743.0,DEN,bad pass,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Left Center,,,,,,,201245.0,4.0,,,,,,,,,,,,
289,PT03M40.00S,2026-03-18T02:59:34.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1642845,13.748357424441524,43.872549019607845,1610612755,60,33,2026-03-18T03:11:38Z,2890000,False,31.0,77.0,1,left,MISS V. Edgecombe 8' driving floating Shot,[1642845],1610612755.0,PHI,driving floating,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),8-16 Center,8.26,Missed,,,,,,,,,,,,,,,,,,
290,PT03M37.00S,2026-03-18T02:59:37.3Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,60,33,2026-03-18T02:59:37Z,2900000,False,,,0,,A. Gordon REBOUND (Off:0 Def:3),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,289.0,3.0,3.0,0.0,,,,,,,,
291,PT03M31.00S,2026-03-18T02:59:49.2Z,2,REGULAR,foul,personal,[],203083,,,1610612743,60,33,2026-03-18T02:59:51Z,2910000,False,,,0,,A. Drummond personal FOUL (1 PF),"[203083, 203999]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Mid-Range,16-24 Center,,,,,,,202041.0,,,,,,,,,,1.0,0.0,Jokić,203999.0
295,PT03M31.00S,2026-03-18T02:59:53.1Z,2,REGULAR,substitution,out,[],1628971,,,1610612743,60,33,2026-03-18T02:59:58Z,2930000,False,,,0,,SUB out: B. Brown,[1628971],1610612743.0,DEN,,,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M31.00S,2026-03-18T02:59:53.1Z,2,REGULAR,substitution,in,[],1629661,,,1610612743,60,33,2026-03-18T02:59:58Z,2940000,False,,,0,,SUB in: C. Johnson,[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT03M27.00S,2026-03-18T03:00:29.6Z,2,REGULAR,foul,personal,[],203083,,,1610612743,60,33,2026-03-18T03:00:33Z,2950000,False,,,0,,A. Drummond personal FOUL (2 PF),"[203083, 1627750]",1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,Mid-Range,16-24 Right Center,,,,,,,202041.0,,,,,,,,,,2.0,0.0,Murray,1627750.0
299,PT03M21.00S,2026-03-18T03:01:01.9Z,2,REGULAR,3pt,Jump Shot,[],1629661,79.31997371879106,9.313725490196079,1610612743,63,33,2026-03-18T03:01:06Z,2970000,False,-203.0,142.0,1,right,C. Johnson 24' 3PT  (9 PTS) (J. Murray 2 AST),"[1629661, 1627750]",1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,Above the Break 3,24+ Left Center,24.8,Made,9.0,J. Murray,1627750.0,2.0,,,,,,,,,,,,,,
301,PT03M04.00S,2026-03-18T03:01:18.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642845,17.559132720105126,54.41176470588235,1610612755,63,33,2026-03-18T03:01:24Z,2990000,False,-22.0,113.0,1,left,MISS V. Edgecombe 11' driving floating Shot,[1642845],1610612755.0,PHI,driving floating,,,Edgecombe,V. Edgecombe,,,,,In The Paint (Non-RA),8-16 Center,11.47,Missed,,,,,,,,,,,,,,,,,,
302,PT03M01.00S,2026-03-18T03:01:21.6Z,2,REGULAR,rebound,offensive,[],1631230,,,1610612755,63,33,2026-03-18T03:01:21Z,3000000,False,,,0,,D. Barlow REBOUND (Off:2 Def:1),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,301.0,3.0,1.0,2.0,,,,,,,,
303,PT02M59.00S,2026-03-18T03:01:23.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626166,22.815374507227332,12.009803921568627,1610612755,63,36,2026-03-18T03:01:27Z,3010000,False,190.0,162.0,1,left,C. Payne 24' 3PT  (3 PTS) (D. Barlow 2 AST),"[1626166, 1631230]",1610612755.0,PHI,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,24.97,Made,3.0,D. Barlow,1631230.0,2.0,,,,,,,,,,,,,,
307,PT02M43.00S,2026-03-18T03:01:38.9Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642845,,,1610612743,63,36,2026-03-18T03:28:53Z,3050000,False,,,0,,V. Edgecombe shooting personal FOUL (2 PF) (Johnson 1 FT),"[1642845, 1629661]",1610612755.0,PHI,shooting,,,Edgecombe,V. Edgecombe,,,,,Right Corner 3,24+ Right,,,,,,,201245.0,,,,,,,,,,2.0,0.0,Johnson,1629661.0
305,PT02M43.00S,2026-03-18T03:01:39.9Z,2,REGULAR,3pt,Jump Shot,[],1629661,91.27792378449409,95.34313725490196,1610612743,66,36,2026-03-18T03:16:00Z,3065000,False,227.0,29.0,1,right,C. Johnson 3PT  (12 PTS) (N. Jokić 10 AST),"[1629661, 203999]",1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,Right Corner 3,24+ Right,22.86,Made,12.0,N. Jokić,203999.0,10.0,,,,,,,,,,,,,,
309,PT02M43.00S,2026-03-18T03:01:54.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,66,36,2026-03-18T03:14:54Z,3070000,False,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M43.00S,2026-03-18T03:04:28.1Z,2,REGULAR,substitution,out,[],1631207,,,1610612755,66,36,2026-03-18T03:14:54Z,3080000,False,,,0,,SUB out: D. Terry,[1631207],1610612755.0,PHI,,,,Terry,D. Terry,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT02M43.00S,2026-03-18T03:04:28.1Z,2,REGULAR,substitution,in,[],1629656,,,1610612755,66,36,2026-03-18T03:14:54Z,3090000,False,,,0,,SUB in: Q. Grimes,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT02M43.00S,2026-03-18T03:05:36.5Z,2,REGULAR,freethrow,1 of 1,[],1629661,,,1610612743,66,36,2026-03-18T03:05:44Z,3100000,False,,,0,,MISS C. Johnson Free Throw 1 of 1,[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
313,PT02M40.00S,2026-03-18T03:05:39.5Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,66,36,2026-03-18T03:05:44Z,3110000,False,,,0,,A. Drummond REBOUND (Off:0 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,312.0,2.0,2.0,0.0,,,,,,,,
314,PT02M30.00S,2026-03-18T03:05:48.2Z,2,REGULAR,3pt,Jump Shot,[],1629656,4.28712220762155,95.83333333333334,1610612755,66,36,2026-03-18T03:05:53Z,3120000,False,-229.0,-12.0,1,left,MISS Q. Grimes 3PT,[1629656],1610612755.0,PHI,,,,Grimes,Q. Grimes,,,,,Left Corner 3,24+ Left,22.95,Missed,,,,,,,,,,,,,,,,,,
315,PT02M27.00S,2026-03-18T03:05:51.2Z,2,REGULAR,rebound,defensive,[],203932,,,1610612743,66,36,2026-03-18T03:05:53Z,3130000,False,,,0,,A. Gordon REBOUND (Off:0 Def:4),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,Left Corner 3,24+ Left,,,,,,,,,314.0,4.0,4.0,0.0,,,,,,,,
316,PT02M20.00S,2026-03-18T03:05:58.8Z,2,REGULAR,2pt,Jump Shot,[],203932,87.07293035479631,22.54901960784314,1610612743,66,36,2026-03-18T03:06:05Z,3140000,False,-137.0,69.0,1,right,MISS A. Gordon 15' step back Shot,[203932],1610612743.0,DEN,step back,,,Gordon,A. Gordon,,,,,Mid-Range,8-16 Left,15.37,Missed,,,,,,,,,,,,,,,,,,
317,PT02M16.00S,2026-03-18T03:06:02.8Z,2,REGULAR,rebound,defensive,[],1631230,,,1610612755,66,36,2026-03-18T03:06:05Z,3150000,False,,,0,,D. Barlow REBOUND (Off:2 Def:2),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Mid-Range,8-16 Left,,,,,,,,,316.0,4.0,2.0,2.0,,,,,,,,
318,PT02M12.00S,2026-03-18T03:06:06.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1642845,5.075558475689881,50.245098039215684,1610612755,66,38,2026-03-18T03:06:12Z,3160000,False,-1.0,-5.0,1,left,V. Edgecombe running DUNK (7 PTS) (A. Drummond 2 AST),"[1642845, 203083]",1610612755.0,PHI,running,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,0.49,Made,7.0,A. Drummond,203083.0,2.0,,,,,,,,,,,,,,
320,PT01M56.00S,2026-03-18T03:06:23.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629661,93.24901445466492,51.71568627450981,1610612743,68,38,2026-03-18T03:17:28Z,3180000,False,9.0,11.0,1,right,C. Johnson driving Layup (14 PTS) (A. Gordon 1 AST),"[1629661, 203932]",1610612743.0,DEN,driving,,,Johnson,C. Johnson,,,,,Restricted Area,0-8 Center,1.4,Made,14.0,A. Gordon,203932.0,1.0,,,,,,,,,,,,,,
322,PT01M56.00S,2026-03-18T03:06:26.4Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1626166,,,1610612743,68,38,2026-03-18T03:06:34Z,3200000,False,,,0,,C. Payne shooting personal FOUL (1 PF) (Johnson 1 FT),"[1626166, 1629661]",1610612755.0,PHI,shooting,,,Payne,C. Payne,,,,,Restricted Area,0-8 Center,,,,,,,202041.0,,,,,,,,,,1.0,0.0,Johnson,1629661.0
324,PT01M56.00S,2026-03-18T03:06:49.0Z,2,REGULAR,freethrow,1 of 1,[],1629661,,,1610612743,69,38,2026-03-18T03:06:49Z,3220000,False,,,0,,C. Johnson Free Throw 1 of 1 (15 PTS),[1629661],1610612743.0,DEN,,,,Johnson,C. Johnson,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
325,PT01M53.00S,2026-03-18T03:07:02.0Z,2,REGULAR,3pt,Jump Shot,[],1642845,32.013797634691194,63.23529411764706,1610612755,69,38,2026-03-18T03:18:02Z,3230000,False,-66.0,248.0,1,left,MISS V. Edgecombe 25' pullup 3PT,[1642845],1610612755.0,PHI,pullup,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Center,25.71,Missed,,,,,,,,,,,,,,,,,,
326,PT01M50.00S,2026-03-18T03:07:05.0Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,69,38,2026-03-18T03:07:13Z,3240000,False,,,0,,N. Jokić REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Center,,,,,,,,,325.0,3.0,3.0,0.0,,,,,,,,
327,PT01M49.00S,2026-03-18T03:07:14.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642845,,,1610612743,69,38,2026-03-18T03:07:20Z,3250000,False,,,0,,V. Edgecombe shooting personal FOUL (3 PF) (Braun 2 FT),"[1642845, 1631128]",1610612755.0,PHI,shooting,,,Edgecombe,V. Edgecombe,,,,,Restricted Area,0-8 Center,,,,,,,1626302.0,,,,,,,,,,3.0,0.0,Braun,1631128.0
329,PT01M49.00S,2026-03-18T03:07:38.2Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1631128,,,1610612743,70,38,2026-03-18T03:07:38Z,3270000,False,,,0,,C. Braun Free Throw 1 of 2 (13 PTS),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
330,PT01M49.00S,2026-03-18T03:07:52.3Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1631128,,,1610612743,71,38,2026-03-18T03:07:52Z,3280000,False,,,0,,C. Braun Free Throw 2 of 2 (14 PTS),[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
331,PT01M33.00S,2026-03-18T03:08:10.3Z,2,REGULAR,3pt,Jump Shot,[],1631230,4.418528252299605,95.34313725490196,1610612755,71,38,2026-03-18T03:08:16Z,3290000,False,-227.0,-11.0,1,left,MISS D. Barlow 3PT,[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Left Corner 3,24+ Left,22.7,Missed,,,,,,,,,,,,,,,,,,
332,PT01M30.00S,2026-03-18T03:08:13.3Z,2,REGULAR,rebound,defensive,[],1627750,,,1610612743,71,38,2026-03-18T03:08:16Z,3300000,False,,,0,,J. Murray REBOUND (Off:2 Def:4),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,Left Corner 3,24+ Left,,,,,,,,,331.0,6.0,4.0,2.0,,,,,,,,
333,PT01M25.00S,2026-03-18T03:08:18.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627750,68.54467805519053,26.96078431372549,1610612743,71,38,2026-03-18T03:19:37Z,3310000,False,-115.0,243.0,1,right,MISS J. Murray 26' running pullup 3PT,[1627750],1610612743.0,DEN,running pullup,,,Murray,J. Murray,,,,,Above the Break 3,24+ Left Center,26.91,Missed,,,,,,,,,,,,,,,,,,
334,PT01M20.00S,2026-03-18T03:08:23.2Z,2,REGULAR,rebound,defensive,[],1631230,,,1610612755,71,38,2026-03-18T03:08:29Z,3320000,False,,,0,,D. Barlow REBOUND (Off:2 Def:3),[1631230],1610612755.0,PHI,,,,Barlow,D. Barlow,,,,,Above the Break 3,24+ Left Center,,,,,,,,,333.0,5.0,3.0,2.0,,,,,,,,
335,PT01M07.00S,2026-03-18T03:08:36.0Z,2,REGULAR,3pt,Jump Shot,[],1626166,33.196452036793694,28.186274509803923,1610612755,71,38,2026-03-18T03:20:06Z,3330000,False,109.0,260.0,1,left,MISS C. Payne 28' 3PT,[1626166],1610612755.0,PHI,,,,Payne,C. Payne,,,,,Above the Break 3,24+ Right Center,28.15,Missed,,,,,,,,,,,,,,,,,,
336,PT01M05.00S,2026-03-18T03:08:38.0Z,2,REGULAR,rebound,defensive,[],203999,,,1610612743,71,38,2026-03-18T03:08:42Z,3340000,False,,,0,,N. Jokić REBOUND (Off:0 Def:4),[203999],1610612743.0,DEN,,,,Jokić,N. Jokić,,,,,Above the Break 3,24+ Right Center,,,,,,,,,335.0,4.0,4.0,0.0,,,,,,,,
337,PT00M59.90S,2026-03-18T03:08:44.4Z,2,REGULAR,3pt,Jump Shot,[],1631128,67.09921156373193,30.14705882352941,1610612743,71,38,2026-03-18T03:08:51Z,3350000,False,-99.0,257.0,1,right,MISS C. Braun 27' 3PT,[1631128],1610612743.0,DEN,,,,Braun,C. Braun,,,,,Above the Break 3,24+ Left Center,27.53,Missed,,,,,,,,,,,,,,,,,,
338,PT00M56.50S,2026-03-18T03:08:47.8Z,2,REGULAR,rebound,defensive,[],1642845,,,1610612755,71,38,2026-03-18T03:08:51Z,3360000,False,,,0,,V. Edgecombe REBOUND (Off:0 Def:2),[1642845],1610612755.0,PHI,,,,Edgecombe,V. Edgecombe,,,,,Above the Break 3,24+ Left Center,,,,,,,,,337.0,2.0,2.0,0.0,,,,,,,,
340,PT00M48.40S,2026-03-18T03:09:17.8Z,2,REGULAR,turnover,out-of-bounds,[],1626166,,,1610612755,71,38,2026-03-18T03:09:33Z,3380000,False,,,0,,C. Payne bad pass out-of-bounds TURNOVER (2 TO),[1626166],1610612755.0,PHI,bad pass,,,Payne,C. Payne,,,,,Mid-Range,16-24 Left Center,,,,,,,201245.0,2.0,,,,,,,,,,,,
341,PT00M41.20S,2026-03-18T03:09:32.5Z,2,REGULAR,foul,offensive,[],1627750,,,1610612743,71,38,2026-03-18T03:22:38Z,3390000,False,,,0,,J. Murray offensive FOUL (1 PF),"[1627750, 1626166]",1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,201245.0,,,,,,,,,,1.0,0.0,Payne,1626166.0
343,PT00M41.20S,2026-03-18T03:09:32.5Z,2,REGULAR,turnover,offensive foul,[],1627750,,,1610612743,71,38,2026-03-18T03:09:32Z,3410000,False,,,0,,J. Murray offensive foul TURNOVER (2 TO),[1627750],1610612743.0,DEN,,,,Murray,J. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,201245.0,2.0,,,,,,,,,,,,
