actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
614,PT03M22.00S,2022-10-19T02:01:09.6Z,4,REGULAR,3pt,Jump Shot,[],1627759,30.17411300919842,78.67647058823529,1610612738,118,103,2022-10-19T02:01:17Z,6120000,-143.0,231.0,1,left,J. Brown 27' 3PT  (32 PTS) (M. Smart 6 AST),"[1627759, 203935]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,27.2,Made,,,,,,,,,32.0,M. Smart,203935.0,6.0,,,,,,
616,PT03M19.00S,2022-10-19T02:01:26.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612755,118,103,2022-10-19T02:01:26Z,6140000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT03M01.00S,2022-10-19T02:03:02.7Z,4,REGULAR,3pt,Jump Shot,[],201935,71.82982917214193,18.627450980392158,1610612755,118,106,2022-10-19T02:03:09Z,6150000,-157.0,212.0,1,right,J. Harden 26' 3PT  (35 PTS) (J. Embiid 4 AST),"[201935, 203954]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Left Center,26.4,Made,,,,,,,,,35.0,J. Embiid,203954.0,4.0,,,,,,
620,PT02M41.00S,2022-10-19T02:03:22.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628369,8.09789750328515,46.568627450980394,1610612738,120,106,2022-10-19T02:03:35Z,6170000,17.0,24.0,1,left,J. Tatum cutting Layup (35 PTS) (M. Smart 7 AST),"[1628369, 203935]",1610612738.0,BOS,cutting,,,Tatum,J. Tatum,,,,,Restricted Area,0-8 Center,2.92,Made,,,,,,,,,35.0,M. Smart,203935.0,7.0,,,,,,
622,PT02M14.00S,2022-10-19T02:03:49.4Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],200782,87.33574244415243,61.274509803921575,1610612755,120,108,2022-10-19T02:03:59Z,6190000,56.0,67.0,1,right,P. Tucker 8' turnaround Hook (6 PTS),[200782],1610612755.0,PHI,turnaround,,,Tucker,P. Tucker,,,,,In The Paint (Non-RA),8-16 Right,8.72,Made,,,,,,,,,6.0,,,,,,,,,
624,PT01M58.00S,2022-10-19T02:04:04.9Z,4,REGULAR,3pt,Jump Shot,[],201143,9.674770039421814,3.431372549019608,1610612738,123,108,2022-10-19T02:04:09Z,6210000,233.0,38.0,1,left,A. Horford 3PT  (6 PTS) (J. Tatum 3 AST),"[201143, 1628369]",1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,23.59,Made,,,,,,,,,6.0,J. Tatum,1628369.0,3.0,,,,,,
626,PT01M44.00S,2022-10-19T02:04:22.6Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],203954,93.9060446780552,49.754901960784316,1610612755,123,110,2022-10-19T02:04:28Z,6230000,-1.0,5.0,1,right,J. Embiid driving DUNK (23 PTS),[203954],1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,0.49,Made,,,,,,,,,23.0,,,,,,,,,
627,PT01M26.00S,2022-10-19T02:04:42.3Z,4,REGULAR,3pt,Jump Shot,[],1627759,28.465834428383708,83.82352941176471,1610612738,126,110,2022-10-19T02:04:46Z,6240000,-169.0,215.0,1,left,J. Brown 27' 3PT  (35 PTS) (J. Tatum 4 AST),"[1627759, 1628369]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,27.36,Made,,,,,,,,,35.0,J. Tatum,1628369.0,4.0,,,,,,
629,PT01M10.00S,2022-10-19T02:05:09.9Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],203954,84.1819973718791,43.13725490196079,1610612755,126,112,2022-10-19T02:05:21Z,6260000,-34.0,96.0,1,right,J. Embiid 10' turnaround Hook (25 PTS),[203954],1610612755.0,PHI,turnaround,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,10.21,Made,,,,,,,,,25.0,,,,,,,,,
630,PT01M10.00S,2022-10-19T02:05:13.0Z,4,REGULAR,foul,personal,['1freethrow'],203935,,,1610612755,126,112,2022-10-19T02:05:20Z,6270000,,,0,,M. Smart shooting personal FOUL (3 PF) (Embiid 1 FT),"[203935, 203954]",1610612738.0,BOS,shooting,,,Smart,M. Smart,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1148.0,,,,,,3.0,1.0,Embiid,203954.0,,
632,PT01M10.00S,2022-10-19T02:05:37.4Z,4,REGULAR,freethrow,1 of 1,[],203954,,,1610612755,126,113,2022-10-19T02:05:37Z,6290000,,,0,,J. Embiid Free Throw 1 of 1 (26 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,Made,,,,,,,,,26.0,,,,,,,,,
633,PT00M58.70S,2022-10-19T02:05:52.5Z,4,REGULAR,turnover,bad pass,[],203935,,,1610612738,126,113,2022-10-19T02:05:56Z,6300000,,,0,,M. Smart bad pass TURNOVER (1 TO),"[203935, 1630178]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Above the Break 3,24+ Center,,,,,,,,,,1.0,,,,,,,,,Maxey,1630178.0
634,PT00M58.70S,2022-10-19T02:05:52.5Z,4,REGULAR,steal,,[],1630178,,,1610612755,126,113,2022-10-19T02:05:54Z,6310000,,,0,,T. Maxey STEAL (2 STL),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
635,PT00M48.70S,2022-10-19T02:06:02.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202699,83.52496714848883,55.88235294117647,1610612755,126,115,2022-10-19T02:06:15Z,6320000,29.0,102.0,1,right,T. Harris 10' driving Layup (16 PTS) (J. Embiid 5 AST),"[202699, 203954]",1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,10.65,Made,,,,,,,,,16.0,J. Embiid,203954.0,5.0,,,,,,
637,PT00M32.10S,2022-10-19T02:06:22.2Z,4,REGULAR,turnover,lost ball,[],1627759,,,1610612738,126,115,2022-10-19T02:06:26Z,6340000,,,0,,J. Brown lost ball TURNOVER (4 TO),"[1627759, 202699]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,,4.0,,,,,,,,,Harris,202699.0
638,PT00M32.10S,2022-10-19T02:06:22.2Z,4,REGULAR,steal,,[],202699,,,1610612755,126,115,2022-10-19T02:06:23Z,6350000,,,0,,T. Harris STEAL (3 STL),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
639,PT00M29.80S,2022-10-19T02:06:25.1Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",202699,93.9060446780552,50.0,1610612755,126,117,2022-10-19T02:06:32Z,6360000,0.0,5.0,1,right,T. Harris running DUNK (18 PTS),[202699],1610612755.0,PHI,running,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,0.48,Made,,,,,,,,,18.0,,,,,,,,,
640,PT00M06.90S,2022-10-19T02:06:54.3Z,4,REGULAR,3pt,Jump Shot,[],201143,28.728646517739815,23.774509803921568,1610612738,126,117,2022-10-19T02:06:59Z,6370000,131.0,218.0,1,left,MISS A. Horford 25' 3PT,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Above the Break 3,24+ Right Center,25.4,Missed,,,,,,,,,,,,,,,,,,
641,PT00M04.20S,2022-10-19T02:06:57.0Z,4,REGULAR,rebound,defensive,[],201935,,,1610612755,126,117,2022-10-19T02:06:59Z,6380000,,,0,,J. Harden REBOUND (Off:0 Def:8),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Above the Break 3,24+ Right Center,,,,,640.0,8.0,8.0,0.0,,,,,,,,,,,,
642,PT00M00.00S,2022-10-19T02:07:03.7Z,4,REGULAR,period,end,[],0,,,1610612755,126,117,2022-10-19T02:07:03Z,6390000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT00M00.00S,2022-10-19T02:09:38.9Z,4,REGULAR,game,end,[],0,,,0,126,117,2022-10-19T02:09:38Z,6400000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
