actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId
595,PT04M14.00S,2022-10-31T00:04:07.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628401,7.440867279894875,42.15686274509804,1610612738,104,80,2022-10-31T00:17:50Z,5880000,39.0,17.0,1,left,D. White cutting Layup (5 PTS) (S. Hauser 2 AST),"[1628401, 1630573]",1610612738.0,BOS,cutting,,,White,D. White,,,,,Restricted Area,0-8 Center,4.29,Made,5.0,S. Hauser,1630573.0,2.0,,,,,,,,,,,,,,
597,PT03M56.00S,2022-10-31T00:04:24.9Z,4,REGULAR,3pt,Jump Shot,[],1630225,73.01248357424441,82.1078431372549,1610612764,104,80,2022-10-31T00:04:29Z,5900000,161.0,201.0,1,right,MISS I. Todd 25' 3PT,[1630225],1610612764.0,WAS,,,,Todd,I. Todd,,,,,Above the Break 3,24+ Right Center,25.74,Missed,,,,,,,,,,,,,,,,,,
598,PT03M52.00S,2022-10-31T00:04:28.9Z,4,REGULAR,rebound,defensive,[],203943,,,1610612738,104,80,2022-10-31T00:04:29Z,5910000,,,0,,N. Vonleh REBOUND (Off:0 Def:2),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Above the Break 3,24+ Right Center,,,,,,,597.0,2.0,2.0,0.0,,,,,,,,,,
599,PT03M41.00S,2022-10-31T00:04:43.7Z,4,REGULAR,turnover,out-of-bounds,[],1630202,,,1610612738,104,80,2022-10-31T00:04:52Z,5920000,,,0,,P. Pritchard step out-of-bounds TURNOVER (1 TO),[1630202],1610612738.0,BOS,step,,,Pritchard,P. Pritchard,,,,,Right Corner 3,24+ Right,,,,,,,,,,,1627964.0,,,,,,,1.0,,
600,PT03M41.00S,2022-10-31T00:04:46.5Z,4,REGULAR,substitution,out,[],1628401,,,1610612764,104,80,2022-10-31T00:04:49Z,5930000,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT03M41.00S,2022-10-31T00:04:46.5Z,4,REGULAR,substitution,in,[],1628382,,,1610612764,104,80,2022-10-31T00:04:49Z,5940000,,,0,,SUB in: J. Jackson,[1628382],1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT03M30.00S,2022-10-31T00:05:04.2Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630692,79.84559789750328,34.55882352941176,1610612764,104,82,2022-10-31T00:05:10Z,5950000,-77.0,137.0,1,right,J. Goodwin 15' floating Jump Shot (6 PTS),[1630692],1610612764.0,WAS,floating,,,Goodwin,J. Goodwin,,,,,In The Paint (Non-RA),8-16 Center,15.73,Made,6.0,,,,,,,,,,,,,,,,,
603,PT03M08.00S,2022-10-31T00:05:31.8Z,4,REGULAR,turnover,3-second-violation,[],1630202,,,1610612738,104,82,2022-10-31T00:05:38Z,5960000,,,0,,P. Pritchard 3-second-violation TURNOVER (2 TO),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,,,,,,,,,,,204059.0,,,,,,,2.0,,
604,PT02M52.00S,2022-10-31T00:05:57.9Z,4,REGULAR,foul,personal,[],1628382,,,1610612764,104,82,2022-10-31T00:06:06Z,5970000,,,0,,J. Jackson personal FOUL (1 PF),"[1628382, 1630648]",1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,204059.0,1.0,0.0,Schakel,1630648.0,,,,,
606,PT02M43.00S,2022-10-31T00:06:22.4Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],201959,89.56964520367937,28.676470588235293,1610612764,104,84,2022-10-31T00:06:27Z,5990000,-107.0,46.0,1,right,T. Gibson 11' turnaround Jump Shot (2 PTS),[201959],1610612764.0,WAS,turnaround,,,Gibson,T. Gibson,,,,,Mid-Range,8-16 Left,11.59,Made,2.0,,,,,,,,,,,,,,,,,
607,PT02M31.00S,2022-10-31T00:06:46.2Z,4,REGULAR,foul,personal,[],1630648,,,1610612738,104,84,2022-10-31T00:06:53Z,6000000,,,0,,J. Schakel personal FOUL (1 PF),"[1630648, 1629684]",1610612764.0,WAS,,,,Schakel,J. Schakel,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,1627964.0,1.0,0.0,Williams,1629684.0,,,,,
609,PT02M20.00S,2022-10-31T00:07:05.6Z,4,REGULAR,foul,personal,['2freethrow'],1631098,,,1610612738,104,84,2022-10-31T00:07:13Z,6020000,,,0,,J. Davis shooting personal FOUL (4 PF) (Pritchard 2 FT),"[1631098, 1630202]",1610612764.0,WAS,shooting,,,Davis,J. Davis,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,204059.0,4.0,0.0,Pritchard,1630202.0,,,,,
611,PT02M20.00S,2022-10-31T00:07:26.1Z,4,REGULAR,freethrow,1 of 2,[],1630202,,,1610612738,105,84,2022-10-31T00:07:41Z,6040000,,,0,,P. Pritchard Free Throw 1 of 2 (1 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
613,PT02M20.00S,2022-10-31T00:07:26.1Z,4,REGULAR,freethrow,2 of 2,[],1630202,,,1610612738,105,84,2022-10-31T00:07:41Z,6050000,,,0,,MISS P. Pritchard Free Throw 2 of 2,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
614,PT02M20.00S,2022-10-31T00:07:26.1Z,4,REGULAR,rebound,defensive,[],1631098,,,1610612764,105,84,2022-10-31T00:08:16Z,6060000,,,0,,J. Davis REBOUND (Off:0 Def:1),[1631098],1610612764.0,WAS,,,,Davis,J. Davis,,,,,,,,,,,,,613.0,1.0,1.0,0.0,,,,,,,,,,
615,PT02M07.00S,2022-10-31T00:07:55.9Z,4,REGULAR,foul,personal,[],1630202,,,1610612764,105,84,2022-10-31T00:08:11Z,6070000,,,0,,P. Pritchard personal FOUL (1 PF),"[1630202, 1631098]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,203593.0,1.0,0.0,Davis,1631098.0,,,,,
617,PT01M54.00S,2022-10-31T00:08:25.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201959,80.50262812089356,59.80392156862745,1610612764,105,86,2022-10-31T00:08:30Z,6090000,49.0,131.0,1,right,T. Gibson 13' fadeaway Jump Shot (4 PTS),[201959],1610612764.0,WAS,fadeaway,,,Gibson,T. Gibson,,,,,In The Paint (Non-RA),8-16 Center,13.97,Made,4.0,,,,,,,,,,,,,,,,,
618,PT01M34.00S,2022-10-31T00:08:48.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203943,9.543363994743759,56.61764705882353,1610612738,107,86,2022-10-31T00:20:46Z,6100000,-33.0,37.0,1,left,N. Vonleh reverse Layup (2 PTS) (P. Pritchard 1 AST),"[203943, 1630202]",1610612738.0,BOS,reverse,,,Vonleh,N. Vonleh,,,,,In The Paint (Non-RA),0-8 Center,4.98,Made,2.0,P. Pritchard,1630202.0,1.0,,,,,,,,,,,,,,
620,PT01M22.00S,2022-10-31T00:09:01.0Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1630225,90.75229960578186,58.82352941176471,1610612764,107,88,2022-10-31T00:21:06Z,6120000,44.0,34.0,1,right,I. Todd driving Hook (2 PTS) (J. Goodwin 1 AST),"[1630225, 1630692]",1610612764.0,WAS,driving,,,Todd,I. Todd,,,,,In The Paint (Non-RA),0-8 Center,5.59,Made,2.0,J. Goodwin,1630692.0,1.0,,,,,,,,,,,,,,
622,PT01M11.00S,2022-10-31T00:09:17.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1629684,7.703679369250986,53.92156862745098,1610612738,109,88,2022-10-31T00:09:21Z,6140000,-20.0,20.0,1,left,G. Williams cutting Layup (7 PTS) (N. Vonleh 1 AST),"[1629684, 203943]",1610612738.0,BOS,cutting,,,Williams,G. Williams,,,,,Restricted Area,0-8 Center,2.79,Made,7.0,N. Vonleh,203943.0,1.0,,,,,,,,,,,,,,
624,PT01M01.00S,2022-10-31T00:09:28.0Z,4,REGULAR,3pt,Jump Shot,[],201959,67.62483574244416,58.82352941176471,1610612764,109,88,2022-10-31T00:09:33Z,6160000,44.0,252.0,1,right,MISS T. Gibson 25' 3PT,[201959],1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,Above the Break 3,24+ Center,25.56,Missed,,,,,,,,,,,,,,,,,,
625,PT00M58.10S,2022-10-31T00:09:30.9Z,4,REGULAR,rebound,defensive,[],203943,,,1610612738,109,88,2022-10-31T00:09:33Z,6170000,,,0,,N. Vonleh REBOUND (Off:0 Def:3),[203943],1610612738.0,BOS,,,,Vonleh,N. Vonleh,,,,,Above the Break 3,24+ Center,,,,,,,624.0,3.0,3.0,0.0,,,,,,,,,,
626,PT00M45.90S,2022-10-31T00:09:43.8Z,4,REGULAR,3pt,Jump Shot,[],1628382,33.327858081471746,25.735294117647058,1610612738,109,88,2022-10-31T00:09:49Z,6180000,121.0,261.0,1,left,MISS J. Jackson 28' 3PT,[1628382],1610612738.0,BOS,,,,Jackson,J. Jackson,,,,,Above the Break 3,24+ Right Center,28.76,Missed,,,,,,,,,,,,,,,,,,
627,PT00M43.10S,2022-10-31T00:09:46.6Z,4,REGULAR,rebound,defensive,[],201959,,,1610612764,109,88,2022-10-31T00:09:49Z,6190000,,,0,,T. Gibson REBOUND (Off:0 Def:1),[201959],1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,Above the Break 3,24+ Right Center,,,,,,,626.0,1.0,1.0,0.0,,,,,,,,,,
628,PT00M38.40S,2022-10-31T00:09:51.4Z,4,REGULAR,3pt,Jump Shot,[],1630648,71.43561103810775,19.362745098039216,1610612764,109,91,2022-10-31T00:10:02Z,6200000,-153.0,216.0,1,right,J. Schakel 26' 3PT pullup (3 PTS) (J. Goodwin 2 AST),"[1630648, 1630692]",1610612764.0,WAS,pullup,,,Schakel,J. Schakel,,,,,Above the Break 3,24+ Left Center,26.48,Made,3.0,J. Goodwin,1630692.0,2.0,,,,,,,,,,,,,,
630,PT00M18.60S,2022-10-31T00:10:12.9Z,4,REGULAR,3pt,Jump Shot,[],1629684,29.517082785808146,26.47058823529412,1610612738,112,91,2022-10-31T00:10:17Z,6220000,118.0,225.0,1,left,G. Williams 25' 3PT  (10 PTS) (P. Pritchard 2 AST),"[1629684, 1630202]",1610612738.0,BOS,,,,Williams,G. Williams,,,,,Above the Break 3,24+ Right Center,25.39,Made,10.0,P. Pritchard,1630202.0,2.0,,,,,,,,,,,,,,
632,PT00M08.00S,2022-10-31T00:10:27.8Z,4,REGULAR,3pt,Jump Shot,[],201959,71.69842312746385,78.67647058823529,1610612764,112,94,2022-10-31T00:10:33Z,6240000,143.0,214.0,1,right,T. Gibson 25' 3PT  (7 PTS) (J. Schakel 1 AST),"[201959, 1630648]",1610612764.0,WAS,,,,Gibson,T. Gibson,,,,,Above the Break 3,24+ Right Center,25.72,Made,7.0,J. Schakel,1630648.0,1.0,,,,,,,,,,,,,,
634,PT00M00.00S,2022-10-31T00:10:41.8Z,4,REGULAR,period,end,[],0,,,1610612738,112,94,2022-10-31T00:10:41Z,6260000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT00M00.00S,2022-10-31T00:12:43.7Z,4,REGULAR,game,end,[],0,,,0,112,94,2022-10-31T00:12:43Z,6270000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
