actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
263,PT05M26.00S,2023-03-26T22:52:08.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,7.966491458607096,54.65686274509803,1610612759,45,47,2023-03-26T22:52:18Z,2550000,False,-23.0,22.0,1,left,Z. Collins driving Layup (14 PTS) (D. McDermott 1 AST),"[1628380, 203926]",1610612759.0,SAS,driving,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,3.23,Made,14.0,D. McDermott,203926.0,1.0,,,,,,,,,,,,,
265,PT05M26.00S,2023-03-26T22:52:13.0Z,2,REGULAR,foul,personal,['1freethrow'],1627763,,,1610612759,45,47,2023-03-26T22:52:19Z,2570000,False,,,0,,M. Brogdon shooting personal FOUL (1 PF) (Collins 1 FT),"[1627763, 1628380]",1610612738.0,BOS,shooting,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1626301.0,1.0,0.0,Collins,1628380.0,,,,
267,PT05M26.00S,2023-03-26T22:52:29.5Z,2,REGULAR,freethrow,1 of 1,[],1628380,,,1610612759,45,47,2023-03-26T22:52:33Z,2590000,False,,,0,,MISS Z. Collins Free Throw 1 of 1,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
268,PT05M26.00S,2023-03-26T22:52:29.5Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,45,47,2023-03-26T22:52:33Z,2600000,False,,,0,,J. Brown REBOUND (Off:0 Def:3),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,267.0,3.0,3.0,0.0,,,,,,,,,
269,PT05M16.00S,2023-03-26T22:52:39.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,95.22010512483574,54.65686274509803,1610612738,47,47,2023-03-26T22:52:42Z,2610000,False,23.0,-8.0,1,right,J. Brown driving Layup (17 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,2.45,Made,17.0,,,,,,,,,,,,,,,,
270,PT05M03.00S,2023-03-26T22:52:52.3Z,2,REGULAR,2pt,Jump Shot,[],1630170,25.18068331143233,67.40196078431373,1610612759,47,47,2023-03-26T23:00:18Z,2620000,False,-87.0,184.0,1,left,MISS D. Vassell 20' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Left Center,,20.37,Missed,,,,,,,,,,,,,,,,,
271,PT05M02.00S,2023-03-26T22:52:53.3Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,47,47,2023-03-26T22:52:59Z,2630000,False,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,16-24 Left Center,,,,,,,,270.0,4.0,4.0,0.0,,,,,,,,,
272,PT04M55.00S,2023-03-26T22:52:59.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203935,92.9862023653088,3.9215686274509802,1610612738,50,47,2023-03-26T23:00:44Z,2640000,False,-230.0,13.0,1,right,M. Smart 3PT running (9 PTS) (J. Brown 1 AST),"[203935, 1627759]",1610612738.0,BOS,running,,,Smart,M. Smart,,,,,Left Corner 3,24+ Left,,23.08,Made,9.0,J. Brown,1627759.0,1.0,,,,,,,,,,,,,
274,PT04M38.00S,2023-03-26T22:53:16.9Z,2,REGULAR,turnover,lost ball,[],1628380,,,1610612759,50,47,2023-03-26T22:53:20Z,2660000,False,,,0,,Z. Collins lost ball TURNOVER (1 TO),"[1628380, 201143]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,8-16 Right,1.0,,,,,,,,,,,,,,,,,,Horford,201143.0
275,PT04M38.00S,2023-03-26T22:53:16.9Z,2,REGULAR,steal,,[],201143,,,1610612738,50,47,2023-03-26T22:53:18Z,2670000,False,,,0,,A. Horford STEAL (1 STL),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
276,PT04M34.00S,2023-03-26T22:53:21.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,93.11760840998686,53.92156862745098,1610612738,52,47,2023-03-26T22:53:26Z,2680000,False,20.0,12.0,1,right,J. Brown running Layup (19 PTS) (M. Brogdon 4 AST),"[1627759, 1627763]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,2.31,Made,19.0,M. Brogdon,1627763.0,4.0,,,,,,,,,,,,,
279,PT04M25.00S,2023-03-26T22:53:30.1Z,2,REGULAR,3pt,Jump Shot,[],203926,11.383048620236531,95.83333333333334,1610612759,52,47,2023-03-26T22:53:37Z,2710000,False,-229.0,55.0,1,left,MISS D. McDermott 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Left Corner 3,24+ Left,,23.56,Missed,,,,,,,,,,,,,,,,,
280,PT04M22.00S,2023-03-26T22:53:33.1Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,52,47,2023-03-26T22:53:37Z,2720000,False,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Left Corner 3,24+ Left,,,,,,,,279.0,5.0,5.0,0.0,,,,,,,,,
281,PT04M18.00S,2023-03-26T22:53:39.5Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627763,95.0886990801577,41.42156862745098,1610612738,52,47,2023-03-26T22:53:50Z,2730000,False,-43.0,-6.0,1,right,MISS M. Brogdon running Layup,[1627763],1610612738.0,BOS,running,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,4.34,Missed,,,,,,,,,,,,,,,,,
282,PT04M17.00S,2023-03-26T22:53:40.5Z,2,REGULAR,rebound,offensive,[],1627763,,,1610612738,52,47,2023-03-26T22:53:50Z,2740000,False,,,0,,M. Brogdon REBOUND (Off:2 Def:1),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,281.0,3.0,1.0,2.0,,,,,,,,,
283,PT04M16.00S,2023-03-26T22:53:43.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203926,,,1610612738,52,47,2023-03-26T22:53:52Z,2750000,False,,,0,,D. McDermott shooting personal FOUL (2 PF) (Brogdon 2 FT),"[203926, 1627763]",1610612759.0,SAS,shooting,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1626301.0,2.0,0.0,Brogdon,1627763.0,,,,
285,PT04M16.00S,2023-03-26T22:54:07.6Z,2,REGULAR,freethrow,1 of 2,"['2ndchance', 'fastbreak']",1627763,,,1610612738,53,47,2023-03-26T22:54:07Z,2770000,False,,,0,,M. Brogdon Free Throw 1 of 2 (8 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,
286,PT04M16.00S,2023-03-26T22:54:09.4Z,2,REGULAR,substitution,out,[],203926,,,1610612738,53,47,2023-03-26T22:54:17Z,2780000,False,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M16.00S,2023-03-26T22:54:09.4Z,2,REGULAR,substitution,out,[],1630170,,,1610612738,53,47,2023-03-26T22:54:17Z,2790000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M16.00S,2023-03-26T22:54:09.4Z,2,REGULAR,substitution,out,[],1630200,,,1610612738,53,47,2023-03-26T22:54:17Z,2800000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT04M16.00S,2023-03-26T22:54:09.4Z,2,REGULAR,substitution,in,[],1628984,,,1610612738,53,47,2023-03-26T22:54:17Z,2810000,False,,,0,,SUB in: D. Graham,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT04M16.00S,2023-03-26T22:54:09.4Z,2,REGULAR,substitution,in,[],1629641,,,1610612738,53,47,2023-03-26T22:54:17Z,2820000,False,,,0,,SUB in: R. Langford,[1629641],1610612759.0,SAS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT04M16.00S,2023-03-26T22:54:09.4Z,2,REGULAR,substitution,in,[],1630572,,,1610612738,53,47,2023-03-26T22:54:17Z,2830000,False,,,0,,SUB in: S. Mamukelashvili,[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT04M16.00S,2023-03-26T22:54:25.7Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', '2ndchance']",1627763,,,1610612738,54,47,2023-03-26T22:54:25Z,2840000,False,,,0,,M. Brogdon Free Throw 2 of 2 (9 PTS),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,
293,PT04M03.00S,2023-03-26T22:54:41.1Z,2,REGULAR,turnover,lost ball,[],1628380,,,1610612759,54,47,2023-03-26T22:54:44Z,2850000,False,,,0,,Z. Collins lost ball TURNOVER (2 TO),"[1628380, 1627763]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,2.0,,,,,,,,,,,,,,,,,,Brogdon,1627763.0
294,PT04M03.00S,2023-03-26T22:54:41.1Z,2,REGULAR,steal,,[],1627763,,,1610612738,54,47,2023-03-26T22:54:43Z,2860000,False,,,0,,M. Brogdon STEAL (1 STL),[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
295,PT03M57.00S,2023-03-26T22:54:46.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,93.38042049934296,56.127450980392155,1610612738,56,47,2023-03-26T22:54:51Z,2870000,False,31.0,10.0,1,right,J. Brown running DUNK (21 PTS) (M. Brogdon 5 AST),"[1627759, 1627763]",1610612738.0,BOS,running,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,3.21,Made,21.0,M. Brogdon,1627763.0,5.0,,,,,,,,,,,,,
297,PT03M49.00S,2023-03-26T22:54:58.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203935,,,1610612759,56,47,2023-03-26T22:55:07Z,2890000,False,,,0,,M. Smart personal FOUL (2 PF) (Collins 2 FT),"[203935, 1628380]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1626301.0,2.0,0.0,Collins,1628380.0,,,,
299,PT03M49.00S,2023-03-26T22:55:23.7Z,2,REGULAR,freethrow,1 of 2,[],1628380,,,1610612759,56,48,2023-03-26T22:55:23Z,2910000,False,,,0,,Z. Collins Free Throw 1 of 2 (15 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,
300,PT03M49.00S,2023-03-26T22:55:39.2Z,2,REGULAR,freethrow,2 of 2,[],1628380,,,1610612759,56,49,2023-03-26T22:55:39Z,2920000,False,,,0,,Z. Collins Free Throw 2 of 2 (16 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,
301,PT03M27.00S,2023-03-26T22:56:04.6Z,2,REGULAR,2pt,Jump Shot,[],1628401,84.70762155059133,30.392156862745097,1610612738,58,49,2023-03-26T22:56:09Z,2930000,False,-98.0,91.0,1,right,D. White 13' pullup Jump Shot (6 PTS),[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Mid-Range,8-16 Left,,13.39,Made,6.0,,,,,,,,,,,,,,,,
302,PT03M08.00S,2023-03-26T22:56:23.9Z,2,REGULAR,2pt,Jump Shot,[],1631103,24.392247043363994,64.2156862745098,1610612759,58,51,2023-03-26T22:56:27Z,2940000,False,-71.0,177.0,1,left,M. Branham 19' pullup Jump Shot (7 PTS) (S. Mamukelashvili 3 AST),"[1631103, 1630572]",1610612759.0,SAS,pullup,,,Branham,M. Branham,,,,,Mid-Range,16-24 Left Center,,19.06,Made,7.0,S. Mamukelashvili,1630572.0,3.0,,,,,,,,,,,,,
304,PT02M57.00S,2023-03-26T22:56:34.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203935,89.17542706964521,40.19607843137255,1610612738,58,51,2023-03-26T22:56:40Z,2960000,False,-49.0,49.0,1,right,MISS M. Smart 6' turnaround bank Shot,[203935],1610612738.0,BOS,turnaround bank,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,6.95,Missed,,,,,,,,,,,,,,,,,
305,PT02M56.00S,2023-03-26T22:56:35.7Z,2,REGULAR,rebound,defensive,[],1628984,,,1610612759,58,51,2023-03-26T22:56:44Z,2970000,False,,,0,,D. Graham REBOUND (Off:0 Def:2),[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,304.0,2.0,2.0,0.0,,,,,,,,,
306,PT02M50.00S,2023-03-26T22:56:43.3Z,2,REGULAR,turnover,lost ball,[],1628984,,,1610612759,58,51,2023-03-26T22:56:55Z,2980000,False,,,0,,D. Graham lost ball TURNOVER (1 TO),"[1628984, 1627759]",1610612759.0,SAS,,,,Graham,D. Graham,,,,,Above the Break 3,24+ Center,1.0,,,,,,,,,,,,,,,,,,Brown,1627759.0
307,PT02M50.00S,2023-03-26T22:56:43.3Z,2,REGULAR,steal,,[],1627759,,,1610612738,58,51,2023-03-26T22:56:45Z,2990000,False,,,0,,J. Brown STEAL (1 STL),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
308,PT02M48.00S,2023-03-26T22:56:49.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628984,,,1610612738,58,51,2023-03-26T22:57:03Z,3000000,False,,,0,,D. Graham shooting personal FOUL (2 PF) (Brown 2 FT),"[1628984, 1627759]",1610612759.0,SAS,shooting,,,Graham,D. Graham,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,101284.0,2.0,0.0,Brown,1627759.0,,,,
310,PT02M48.00S,2023-03-26T22:56:59.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,58,51,2023-03-26T22:56:59Z,3020000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT02M48.00S,2023-03-26T22:59:11.0Z,2,REGULAR,substitution,out,[],201143,,,1610612738,58,51,2023-03-26T22:59:54Z,3030000,False,,,0,,SUB out: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT02M48.00S,2023-03-26T22:59:11.0Z,2,REGULAR,substitution,out,[],1631103,,,1610612738,58,51,2023-03-26T22:59:54Z,3040000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT02M48.00S,2023-03-26T22:59:11.0Z,2,REGULAR,substitution,in,[],1629057,,,1610612738,58,51,2023-03-26T22:59:54Z,3050000,False,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT02M48.00S,2023-03-26T22:59:11.0Z,2,REGULAR,substitution,in,[],1628966,,,1610612738,58,51,2023-03-26T22:59:54Z,3060000,False,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT02M48.00S,2023-03-26T23:00:10.6Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1627759,,,1610612738,59,51,2023-03-26T23:00:10Z,3070000,False,,,0,,J. Brown Free Throw 1 of 2 (22 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,
316,PT02M48.00S,2023-03-26T23:00:27.6Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1627759,,,1610612738,60,51,2023-03-26T23:00:27Z,3080000,False,,,0,,J. Brown Free Throw 2 of 2 (23 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,Made,23.0,,,,,,,,,,,,,,,,
317,PT02M36.00S,2023-03-26T23:00:41.8Z,2,REGULAR,turnover,bad pass,[],1628380,,,1610612759,60,51,2023-03-26T23:00:44Z,3090000,False,,,0,,Z. Collins bad pass TURNOVER (3 TO),"[1628380, 1628401]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,3.0,,,,,,,,,,,,,,,,,,White,1628401.0
318,PT02M36.00S,2023-03-26T23:00:41.8Z,2,REGULAR,steal,,[],1628401,,,1610612738,60,51,2023-03-26T23:00:43Z,3100000,False,,,0,,D. White STEAL (1 STL),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
319,PT02M26.00S,2023-03-26T23:00:51.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627763,92.46057818659659,4.901960784313726,1610612738,63,51,2023-03-26T23:00:56Z,3110000,False,-225.0,18.0,1,right,M. Brogdon 3PT  (12 PTS) (J. Brown 2 AST),"[1627763, 1627759]",1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,Left Corner 3,24+ Left,,22.62,Made,12.0,J. Brown,1627759.0,2.0,,,,,,,,,,,,,
321,PT02M09.00S,2023-03-26T23:01:07.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628380,14.931011826544022,55.88235294117647,1610612759,63,53,2023-03-26T23:01:12Z,3130000,False,-29.0,88.0,1,left,Z. Collins 9' turnaround Hook (18 PTS),[1628380],1610612759.0,SAS,turnaround,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),8-16 Center,,9.27,Made,18.0,,,,,,,,,,,,,,,,
322,PT01M56.00S,2023-03-26T23:01:20.8Z,2,REGULAR,3pt,Jump Shot,[],1627759,73.80091984231275,15.931372549019606,1610612738,63,53,2023-03-26T23:01:25Z,3140000,False,-170.0,194.0,1,right,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,25.8,Missed,,,,,,,,,,,,,,,,,
323,PT01M54.00S,2023-03-26T23:01:22.8Z,2,REGULAR,rebound,defensive,[],1630572,,,1610612759,63,53,2023-03-26T23:01:25Z,3150000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:2),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Left Center,,,,,,,,322.0,2.0,2.0,0.0,,,,,,,,,
324,PT01M48.00S,2023-03-26T23:01:36.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629057,,,1610612759,63,53,2023-03-26T23:01:42Z,3160000,False,,,0,,R. Williams III personal FOUL (1 PF) (Graham 2 FT),"[1629057, 1628984]",1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,101284.0,1.0,0.0,Graham,1628984.0,,,,
326,PT01M48.00S,2023-03-26T23:01:54.7Z,2,REGULAR,freethrow,1 of 2,[],1628984,,,1610612759,63,54,2023-03-26T23:01:54Z,3180000,False,,,0,,D. Graham Free Throw 1 of 2 (1 PTS),[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,
327,PT01M48.00S,2023-03-26T23:02:10.2Z,2,REGULAR,freethrow,2 of 2,[],1628984,,,1610612759,63,55,2023-03-26T23:02:10Z,3190000,False,,,0,,D. Graham Free Throw 2 of 2 (2 PTS),[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,
328,PT01M32.00S,2023-03-26T23:02:28.8Z,2,REGULAR,3pt,Jump Shot,[],1628401,68.54467805519053,21.07843137254902,1610612738,63,55,2023-03-26T23:02:36Z,3200000,False,-145.0,243.0,1,right,MISS D. White 28' 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,28.29,Missed,,,,,,,,,,,,,,,,,
329,PT01M31.00S,2023-03-26T23:02:29.8Z,2,REGULAR,rebound,defensive,[],1630572,,,1610612759,63,55,2023-03-26T23:02:36Z,3210000,False,,,0,,S. Mamukelashvili REBOUND (Off:0 Def:3),[1630572],1610612759.0,SAS,,,,Mamukelashvili,S. Mamukelashvili,,,,,Above the Break 3,24+ Left Center,,,,,,,,328.0,3.0,3.0,0.0,,,,,,,,,
330,PT01M23.00S,2023-03-26T23:02:40.5Z,2,REGULAR,turnover,out-of-bounds,[],1628984,,,1610612759,63,55,2023-03-26T23:02:47Z,3220000,False,,,0,,D. Graham bad pass out-of-bounds TURNOVER (2 TO),[1628984],1610612759.0,SAS,bad pass,,,Graham,D. Graham,,,,,Mid-Range,16-24 Right Center,2.0,,,,,,,,,,,203177.0,,,,,,,,
331,PT01M12.00S,2023-03-26T23:02:54.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627759,71.17279894875165,19.11764705882353,1610612738,66,55,2023-03-26T23:02:59Z,3230000,False,-154.0,218.0,1,right,J. Brown 26' 3PT  (26 PTS) (M. Brogdon 6 AST),"[1627759, 1627763]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,,26.75,Made,26.0,M. Brogdon,1627763.0,6.0,,,,,,,,,,,,,
333,PT00M52.20S,2023-03-26T23:03:14.4Z,2,REGULAR,3pt,Jump Shot,[],1629641,29.6484888304862,20.588235294117645,1610612759,66,58,2023-03-26T23:03:19Z,3250000,False,147.0,226.0,1,left,R. Langford 26' 3PT  (5 PTS) (Z. Collins 3 AST),"[1629641, 1628380]",1610612759.0,SAS,,,,Langford,R. Langford,,,,,Above the Break 3,24+ Right Center,,26.98,Made,5.0,Z. Collins,1628380.0,3.0,,,,,,,,,,,,,
335,PT00M45.40S,2023-03-26T23:03:29.5Z,2,REGULAR,foul,offensive,['inpenalty'],203935,,,1610612738,66,58,2023-03-26T23:03:42Z,3270000,False,,,0,,M. Smart offensive FOUL (3 PF),"[203935, 1628984]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,1626301.0,3.0,0.0,Graham,1628984.0,,,,
337,PT00M45.40S,2023-03-26T23:03:29.5Z,2,REGULAR,turnover,offensive foul,[],203935,,,1610612738,66,58,2023-03-26T23:03:29Z,3290000,False,,,0,,M. Smart offensive foul TURNOVER (3 TO),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,Mid-Range,16-24 Center,3.0,,,,,,,,,,,1626301.0,,,,,,,,
338,PT00M32.50S,2023-03-26T23:03:56.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628984,35.167542706964525,61.51960784313726,1610612759,66,58,2023-03-26T23:07:17Z,3300000,False,-58.0,278.0,1,left,MISS D. Graham 28' pullup 3PT,[1628984],1610612759.0,SAS,pullup,,,Graham,D. Graham,,,,,Above the Break 3,24+ Center,,28.4,Missed,,,,,,,,,,,,,,,,,
339,PT00M29.20S,2023-03-26T23:03:59.7Z,2,REGULAR,rebound,defensive,[],1628401,,,1610612738,66,58,2023-03-26T23:04:04Z,3310000,False,,,0,,D. White REBOUND (Off:0 Def:5),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Center,,,,,,,,338.0,5.0,5.0,0.0,,,,,,,,,
340,PT00M16.70S,2023-03-26T23:04:12.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627763,86.5473061760841,39.21568627450981,1610612738,68,58,2023-03-26T23:04:15Z,3320000,False,-54.0,74.0,1,right,M. Brogdon 9' fadeaway Jump Shot (14 PTS),[1627763],1610612738.0,BOS,fadeaway,,,Brogdon,M. Brogdon,,,,,In The Paint (Non-RA),8-16 Left,,9.15,Made,14.0,,,,,,,,,,,,,,,,
342,PT00M00.00S,2023-03-26T23:04:33.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628984,9.674770039421814,39.46078431372549,1610612759,68,58,2023-03-26T23:04:55Z,3340000,False,53.0,38.0,1,left,MISS D. Graham 6' driving Layup - blocked,"[1628984, 203935]",1610612759.0,SAS,driving,,,Graham,D. Graham,,,,,In The Paint (Non-RA),0-8 Center,,6.52,Missed,,,,,,,,,,,,,,Smart,203935.0,,
343,PT00M00.00S,2023-03-26T23:04:33.7Z,2,REGULAR,block,,[],203935,,,1610612759,68,58,2023-03-26T23:04:37Z,3350000,False,,,0,,M. Smart BLOCK (1 BLK),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
344,PT00M00.00S,2023-03-26T23:04:33.7Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,68,58,2023-03-26T23:04:55Z,3360000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,342.0,,,,,,,,,,,,
345,PT00M00.00S,2023-03-26T23:04:44.0Z,2,REGULAR,period,end,[],0,,,1610612759,68,58,2023-03-26T23:04:44Z,3370000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2023-03-26T23:19:25.0Z,3,REGULAR,substitution,out,['startperiod'],1627763,,,1610612759,68,58,2023-03-26T23:19:37Z,3380000,False,,,0,,SUB out: M. Brogdon,[1627763],1610612738.0,BOS,,,,Brogdon,M. Brogdon,,,,,,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2023-03-26T23:19:25.0Z,3,REGULAR,substitution,out,['startperiod'],1629057,,,1610612759,68,58,2023-03-26T23:19:37Z,3390000,False,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2023-03-26T23:19:25.0Z,3,REGULAR,substitution,out,['startperiod'],1628984,,,1610612759,68,58,2023-03-26T23:19:37Z,3400000,False,,,0,,SUB out: D. Graham,[1628984],1610612759.0,SAS,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,,
