actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,turnoverTotal,stealPlayerName,stealPersonId,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
350,PT11M35.00S,2024-02-11T00:24:25.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629651,80.50262812089356,53.18627450980392,1610612751,60,50,2024-02-11T00:24:36Z,3330000,False,16.0,131.0,1,right,MISS N. Claxton 13' pullup Shot,[1629651],1610612751.0,BKN,pullup,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),8-16 Center,13.18,Missed,,,,,,,,,,,,,,,,,,
351,PT11M35.00S,2024-02-11T00:24:25.5Z,3,REGULAR,rebound,defensive,[],1641705,,,1610612759,60,50,2024-02-11T00:24:36Z,3340000,False,,,0,,V. Wembanyama REBOUND (Off:0 Def:1),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,,,,350.0,1.0,1.0,0.0,,,,,,,,,,,,,
354,PT11M18.00S,2024-02-11T00:25:39.7Z,3,REGULAR,jumpball,recovered,[],0,,,1610612759,60,50,2024-02-11T00:25:39Z,3370000,False,,,0,,Jump Ball B. Simmons vs. J. Sochan: Tip to Team (BKN),"[1627732, 1631110]",1610612751.0,BKN,heldball,Team (BKN),,,,Simmons,1627732.0,Sochan,1631110.0,,,,,,,,,,,,,,,,,,,,,,
357,PT11M18.00S,2024-02-11T00:25:39.7Z,3,REGULAR,turnover,bad pass,[],1641705,,,1610612759,60,50,2024-02-11T00:27:08Z,3400000,False,,,0,,V. Wembanyama bad pass TURNOVER (1 TO),"[1641705, 1627732]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,Simmons,1627732.0,,,,,,,
358,PT11M18.00S,2024-02-11T00:25:39.7Z,3,REGULAR,steal,,[],1627732,,,1610612751,60,50,2024-02-11T00:25:39Z,3410000,False,,,0,,B. Simmons STEAL (3 STL),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
359,PT10M58.00S,2024-02-11T00:26:12.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1629651,94.30026281208936,3.9215686274509802,1610612751,60,50,2024-02-11T00:26:19Z,3420000,False,-230.0,1.0,1,right,MISS N. Claxton 3PT,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Left Corner 3,24+ Left,23.04,Missed,,,,,,,,,,,,,,,,,,
360,PT10M51.00S,2024-02-11T00:26:19.5Z,3,REGULAR,rebound,defensive,[],1630200,,,1610612759,60,50,2024-02-11T00:26:19Z,3430000,False,,,0,,T. Jones REBOUND (Off:0 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Left Corner 3,24+ Left,,,,359.0,1.0,1.0,0.0,,,,,,,,,,,,,
361,PT10M51.00S,2024-02-11T00:26:20.6Z,3,REGULAR,foul,personal,['2freethrow'],1627827,,,1610612759,60,50,2024-02-11T00:26:37Z,3440000,False,,,0,,D. Finney-Smith shooting personal FOUL (3 PF) (Jones 2 FT),"[1627827, 1630200]",1610612751.0,BKN,shooting,,,Finney-Smith,D. Finney-Smith,,,,,Restricted Area,0-8 Center,,,,,,,,1628159.0,3.0,0.0,,,,Jones,1630200.0,,,,,
363,PT10M51.00S,2024-02-11T00:26:47.6Z,3,REGULAR,freethrow,1 of 2,['fastbreak'],1630200,,,1610612759,60,51,2024-02-11T00:26:47Z,3460000,False,,,0,,T. Jones Free Throw 1 of 2 (1 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
364,PT10M51.00S,2024-02-11T00:27:04.1Z,3,REGULAR,freethrow,2 of 2,['fastbreak'],1630200,,,1610612759,60,52,2024-02-11T00:27:04Z,3470000,False,,,0,,T. Jones Free Throw 2 of 2 (2 PTS),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
366,PT10M37.00S,2024-02-11T00:27:21.2Z,3,REGULAR,foul,personal,['2freethrow'],1641705,,,1610612751,60,52,2024-02-11T00:27:33Z,3480000,False,,,0,,V. Wembanyama shooting personal FOUL (1 PF) (Thomas 2 FT),"[1641705, 1630560]",1610612759.0,SAS,shooting,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1628159.0,1.0,0.0,,,,Thomas,1630560.0,,,,,
368,PT10M37.00S,2024-02-11T00:27:54.2Z,3,REGULAR,freethrow,1 of 2,[],1630560,,,1610612751,61,52,2024-02-11T00:27:54Z,3500000,False,,,0,,C. Thomas Free Throw 1 of 2 (11 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
369,PT10M37.00S,2024-02-11T00:27:55.1Z,3,REGULAR,substitution,out,[],1629651,,,1610612751,61,52,2024-02-11T00:28:02Z,3510000,False,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT10M37.00S,2024-02-11T00:27:55.1Z,3,REGULAR,substitution,in,[],1629022,,,1610612751,61,52,2024-02-11T00:28:02Z,3520000,False,,,0,,SUB in: L. Walker IV,[1629022],1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT10M37.00S,2024-02-11T00:28:20.1Z,3,REGULAR,freethrow,2 of 2,[],1630560,,,1610612751,62,52,2024-02-11T00:28:20Z,3530000,False,,,0,,C. Thomas Free Throw 2 of 2 (12 PTS),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
372,PT10M26.00S,2024-02-11T00:28:34.1Z,3,REGULAR,3pt,Jump Shot,[],1641705,29.517082785808146,28.921568627450984,1610612759,62,55,2024-02-11T00:28:39Z,3540000,False,105.0,225.0,1,left,V. Wembanyama 24' 3PT  (13 PTS) (D. Vassell 3 AST),"[1641705, 1630170]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Right Center,24.85,Made,13.0,,,,,,,,,,,,,D. Vassell,1630170.0,3.0,,
374,PT10M04.00S,2024-02-11T00:28:56.5Z,3,REGULAR,3pt,Jump Shot,[],1627827,66.96780551905388,43.627450980392155,1610612751,65,55,2024-02-11T00:29:01Z,3560000,False,-32.0,258.0,1,right,D. Finney-Smith 26' 3PT  (3 PTS) (B. Simmons 3 AST),"[1627827, 1627732]",1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,Above the Break 3,24+ Center,26.0,Made,3.0,,,,,,,,,,,,,B. Simmons,1627732.0,3.0,,
377,PT09M38.00S,2024-02-11T00:29:42.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630170,6.521024967148489,50.0,1610612759,65,57,2024-02-11T00:29:48Z,3590000,False,0.0,9.0,1,left,D. Vassell cutting DUNK (12 PTS) (V. Wembanyama 1 AST),"[1630170, 1641705]",1610612759.0,SAS,cutting,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,0.88,Made,12.0,,,,,,,,,,,,,V. Wembanyama,1641705.0,1.0,,
379,PT09M20.00S,2024-02-11T00:29:59.9Z,3,REGULAR,2pt,Jump Shot,[],1630560,75.77201051248358,59.31372549019608,1610612751,67,57,2024-02-11T00:30:06Z,3610000,False,47.0,175.0,1,right,C. Thomas 18' pullup Jump Shot (14 PTS) (B. Simmons 4 AST),"[1630560, 1627732]",1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,Mid-Range,16-24 Center,18.13,Made,14.0,,,,,,,,,,,,,B. Simmons,1627732.0,4.0,,
381,PT09M04.00S,2024-02-11T00:30:16.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641705,13.87976346911958,41.17647058823529,1610612759,67,57,2024-02-11T00:30:23Z,3630000,False,44.0,78.0,1,left,MISS V. Wembanyama 8' turnaround Shot,[1641705],1610612759.0,SAS,turnaround,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),8-16 Center,8.96,Missed,,,,,,,,,,,,,,,,,,
382,PT08M59.00S,2024-02-11T00:30:21.6Z,3,REGULAR,rebound,offensive,[],1630200,,,1610612759,67,57,2024-02-11T00:30:23Z,3640000,False,,,0,,T. Jones REBOUND (Off:1 Def:1),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,381.0,2.0,1.0,1.0,,,,,,,,,,,,,
383,PT08M57.00S,2024-02-11T00:30:23.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1641705,37.92706964520368,37.254901960784316,1610612759,67,60,2024-02-11T00:30:27Z,3650000,False,64.0,304.0,1,left,V. Wembanyama 31' 3PT  (16 PTS) (D. Vassell 4 AST),"[1641705, 1630170]",1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,31.06,Made,16.0,,,,,,,,,,,,,D. Vassell,1630170.0,4.0,,
385,PT08M49.00S,2024-02-11T00:30:37.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,67,60,2024-02-11T00:30:37Z,3670000,False,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
386,PT08M45.00S,2024-02-11T00:33:42.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1627732,94.1688567674113,53.67647058823529,1610612751,69,60,2024-02-11T00:33:46Z,3680000,False,18.0,2.0,1,right,B. Simmons cutting DUNK (9 PTS) (D. Finney-Smith 1 AST),"[1627732, 1627827]",1610612751.0,BKN,cutting,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,1.85,Made,9.0,,,,,,,,,,,,,D. Finney-Smith,1627827.0,1.0,,
388,PT08M30.00S,2024-02-11T00:33:57.2Z,3,REGULAR,3pt,Jump Shot,[],1641705,22.946780551905388,87.00980392156863,1610612759,69,63,2024-02-11T00:34:09Z,3700000,False,-185.0,163.0,1,left,V. Wembanyama 24' 3PT pullup (19 PTS) (J. Sochan 3 AST),"[1641705, 1631110]",1610612759.0,SAS,pullup,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Left Center,24.67,Made,19.0,,,,,,,,,,,,,J. Sochan,1631110.0,3.0,,
390,PT08M15.00S,2024-02-11T00:34:11.6Z,3,REGULAR,3pt,Jump Shot,[],1630560,73.66951379763469,83.08823529411765,1610612751,72,63,2024-02-11T00:34:38Z,3720000,False,165.0,195.0,1,right,C. Thomas 25' 3PT  (17 PTS) (M. Bridges 2 AST),"[1630560, 1628969]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,Above the Break 3,24+ Right Center,25.57,Made,17.0,,,,,,,,,,,,,M. Bridges,1628969.0,2.0,,
392,PT07M59.00S,2024-02-11T00:34:27.8Z,3,REGULAR,3pt,Jump Shot,[],1630577,27.54599211563732,77.45098039215686,1610612759,72,63,2024-02-11T00:34:40Z,3740000,False,-137.0,206.0,1,left,MISS J. Champagnie 24' 3PT,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,Above the Break 3,24+ Left Center,24.79,Missed,,,,,,,,,,,,,,,,,,
393,PT07M59.00S,2024-02-11T00:34:27.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612759,72,63,2024-02-11T00:34:40Z,3750000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Above the Break 3,24+ Left Center,,,,392.0,,,,,,,,,,,,,,,,
394,PT07M58.00S,2024-02-11T00:34:34.0Z,3,REGULAR,foul,personal,[],1627827,,,1610612759,72,63,2024-02-11T00:34:38Z,3760000,False,,,0,,D. Finney-Smith loose ball personal FOUL (4 PF),"[1627827, 1641705]",1610612751.0,BKN,loose ball,,,Finney-Smith,D. Finney-Smith,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,1662.0,4.0,0.0,,,,Wembanyama,1641705.0,,,,,
396,PT07M58.00S,2024-02-11T00:34:40.3Z,3,REGULAR,substitution,out,[],1627732,,,1610612759,72,63,2024-02-11T00:34:46Z,3780000,False,,,0,,SUB out: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT07M58.00S,2024-02-11T00:34:40.3Z,3,REGULAR,substitution,out,[],1627827,,,1610612759,72,63,2024-02-11T00:34:46Z,3790000,False,,,0,,SUB out: D. Finney-Smith,[1627827],1610612751.0,BKN,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT07M58.00S,2024-02-11T00:34:40.3Z,3,REGULAR,substitution,in,[],1629651,,,1610612759,72,63,2024-02-11T00:34:46Z,3800000,False,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT07M58.00S,2024-02-11T00:34:40.3Z,3,REGULAR,substitution,in,[],203471,,,1610612759,72,63,2024-02-11T00:34:46Z,3810000,False,,,0,,SUB in: D. Schroder,[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT07M49.00S,2024-02-11T00:35:08.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630577,5.995400788436268,55.14705882352941,1610612759,72,63,2024-02-11T00:35:21Z,3820000,False,-26.0,4.0,1,left,MISS J. Champagnie driving Layup - blocked,"[1630577, 1629651]",1610612759.0,SAS,driving,,,Champagnie,J. Champagnie,,,,,Restricted Area,0-8 Center,2.6,Missed,,,,,,,,,,,,,,,,,Claxton,1629651.0
401,PT07M49.00S,2024-02-11T00:35:08.5Z,3,REGULAR,block,,[],1629651,,,1610612759,72,63,2024-02-11T00:35:12Z,3830000,False,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
402,PT07M48.00S,2024-02-11T00:35:09.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612759,72,63,2024-02-11T00:35:21Z,3840000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Restricted Area,0-8 Center,,,,400.0,,,,,,,,,,,,,,,,
404,PT07M48.00S,2024-02-11T00:35:18.8Z,3,REGULAR,substitution,out,[],1630560,,,1610612759,72,63,2024-02-11T00:35:25Z,3860000,False,,,0,,SUB out: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT07M48.00S,2024-02-11T00:35:18.8Z,3,REGULAR,substitution,in,[],1630592,,,1610612759,72,63,2024-02-11T00:35:25Z,3870000,False,,,0,,SUB in: J. Wilson,[1630592],1610612751.0,BKN,,,,Wilson,J. Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT07M43.00S,2024-02-11T00:35:43.0Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1641705,7.966491458607096,84.06862745098039,1610612759,72,63,2024-02-11T00:35:47Z,3880000,False,-170.0,22.0,1,left,MISS V. Wembanyama 17' Jump Shot,[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,Mid-Range,16-24 Left,17.18,Missed,,,,,,,,,,,,,,,,,,
407,PT07M40.00S,2024-02-11T00:35:45.7Z,3,REGULAR,rebound,defensive,[],1628969,,,1610612751,72,63,2024-02-11T00:35:45Z,3890000,False,,,0,,M. Bridges REBOUND (Off:0 Def:4),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Mid-Range,16-24 Left,,,,406.0,4.0,4.0,0.0,,,,,,,,,,,,,
408,PT07M35.00S,2024-02-11T00:35:50.2Z,3,REGULAR,turnover,lost ball,[],1629022,,,1610612751,72,63,2024-02-11T00:35:54Z,3900000,False,,,0,,L. Walker IV lost ball TURNOVER (1 TO),"[1629022, 1630200]",1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1.0,Jones,1630200.0,,,,,,,
409,PT07M35.00S,2024-02-11T00:35:50.2Z,3,REGULAR,steal,,[],1630200,,,1610612759,72,63,2024-02-11T00:35:52Z,3910000,False,,,0,,T. Jones STEAL (2 STL),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
410,PT07M31.00S,2024-02-11T00:35:54.6Z,3,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630200,18.2161629434954,47.549019607843135,1610612759,72,65,2024-02-11T00:36:05Z,3920000,False,12.0,119.0,1,left,T. Jones 11' running pullup Jump Shot (4 PTS),[1630200],1610612759.0,SAS,running pullup,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,11.93,Made,4.0,,,,,,,,,,,,,,,,,
411,PT07M16.00S,2024-02-11T00:36:09.4Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629651,92.59198423127464,49.754901960784316,1610612751,74,65,2024-02-11T00:36:34Z,3930000,False,-1.0,17.0,1,right,N. Claxton cutting DUNK (10 PTS) (D. Schroder 7 AST),"[1629651, 203471]",1610612751.0,BKN,cutting,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.71,Made,10.0,,,,,,,,,,,,,D. Schroder,203471.0,7.0,,
413,PT06M51.00S,2024-02-11T00:36:34.6Z,3,REGULAR,2pt,Jump Shot,[],1630170,24.392247043363994,48.03921568627451,1610612759,74,65,2024-02-11T00:36:38Z,3950000,False,10.0,177.0,1,left,MISS D. Vassell 17' pullup Shot,[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Mid-Range,16-24 Center,17.71,Missed,,,,,,,,,,,,,,,,,,
414,PT06M47.00S,2024-02-11T00:36:38.6Z,3,REGULAR,rebound,defensive,[],203471,,,1610612751,74,65,2024-02-11T00:36:38Z,3960000,False,,,0,,D. Schroder REBOUND (Off:0 Def:2),[203471],1610612751.0,BKN,,,,Schroder,D. Schroder,,,,,Mid-Range,16-24 Center,,,,413.0,2.0,2.0,0.0,,,,,,,,,,,,,
415,PT06M44.00S,2024-02-11T00:36:40.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628969,68.9388961892247,68.13725490196079,1610612751,77,65,2024-02-11T00:36:46Z,3970000,False,91.0,239.0,1,right,M. Bridges 25' 3PT running pullup (11 PTS),[1628969],1610612751.0,BKN,running pullup,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,25.61,Made,11.0,,,,,,,,,,,,,,,,,
416,PT06M43.00S,2024-02-11T00:36:45.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612759,77,65,2024-02-11T00:36:45Z,3980000,False,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT06M43.00S,2024-02-11T00:36:46.1Z,3,REGULAR,substitution,out,[],1630577,,,1610612759,77,65,2024-02-11T00:39:41Z,3990000,False,,,0,,SUB out: J. Champagnie,[1630577],1610612759.0,SAS,,,,Champagnie,J. Champagnie,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT06M43.00S,2024-02-11T00:36:46.1Z,3,REGULAR,substitution,out,[],1630200,,,1610612759,77,65,2024-02-11T00:39:41Z,4000000,False,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT06M43.00S,2024-02-11T00:36:46.1Z,3,REGULAR,substitution,in,[],1629640,,,1610612759,77,65,2024-02-11T00:39:41Z,4010000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT06M43.00S,2024-02-11T00:36:46.1Z,3,REGULAR,substitution,in,[],1631103,,,1610612759,77,65,2024-02-11T00:39:41Z,4020000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
421,PT06M21.00S,2024-02-11T00:40:12.4Z,3,REGULAR,3pt,Jump Shot,[],1629640,3.235873850197109,96.56862745098039,1610612759,77,65,2024-02-11T00:40:16Z,4030000,False,-233.0,-22.0,1,left,MISS K. Johnson 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Left Corner 3,24+ Left,23.38,Missed,,,,,,,,,,,,,,,,,,
422,PT06M19.00S,2024-02-11T00:40:14.4Z,3,REGULAR,rebound,offensive,[],1631110,,,1610612759,77,65,2024-02-11T00:40:16Z,4040000,False,,,0,,J. Sochan REBOUND (Off:1 Def:3),[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,Left Corner 3,24+ Left,,,,421.0,4.0,3.0,1.0,,,,,,,,,,,,,
423,PT06M05.00S,2024-02-11T00:40:28.1Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1631103,26.757555847568987,77.69607843137256,1610612759,77,65,2024-02-11T00:40:32Z,4050000,False,-138.0,199.0,1,left,MISS M. Branham 24' 3PT,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,Above the Break 3,24+ Left Center,24.25,Missed,,,,,,,,,,,,,,,,,,
424,PT06M02.00S,2024-02-11T00:40:31.7Z,3,REGULAR,rebound,defensive,[],1629651,,,1610612751,77,65,2024-02-11T00:40:31Z,4060000,False,,,0,,N. Claxton REBOUND (Off:0 Def:5),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Left Center,,,,423.0,5.0,5.0,0.0,,,,,,,,,,,,,
425,PT05M54.00S,2024-02-11T00:40:39.1Z,3,REGULAR,3pt,Jump Shot,[],1629022,66.96780551905388,59.31372549019608,1610612751,77,65,2024-02-11T00:40:43Z,4070000,False,47.0,258.0,1,right,MISS L. Walker IV 26' 3PT,[1629022],1610612751.0,BKN,,,,Walker IV,L. Walker IV,,,,,Above the Break 3,24+ Center,26.22,Missed,,,,,,,,,,,,,,,,,,
426,PT05M52.00S,2024-02-11T00:40:41.7Z,3,REGULAR,rebound,offensive,[],1629651,,,1610612751,77,65,2024-02-11T00:40:41Z,4080000,False,,,0,,N. Claxton REBOUND (Off:1 Def:5),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,,,,425.0,6.0,5.0,1.0,,,,,,,,,,,,,
427,PT05M43.00S,2024-02-11T00:40:49.9Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203471,93.77463863337714,78.43137254901961,1610612751,79,65,2024-02-11T00:40:53Z,4090000,False,142.0,6.0,1,right,D. Schroder 14' pullup Jump Shot (12 PTS),[203471],1610612751.0,BKN,pullup,,,Schroder,D. Schroder,,,,,Mid-Range,8-16 Right,14.23,Made,12.0,,,,,,,,,,,,,,,,,
428,PT05M33.00S,2024-02-11T00:40:59.9Z,3,REGULAR,3pt,Jump Shot,[],1629640,33.459264126149804,51.470588235294116,1610612759,79,68,2024-02-11T00:42:25Z,4100000,False,-7.0,262.0,1,left,K. Johnson 26' 3PT pullup (15 PTS),[1629640],1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,26.21,Made,15.0,,,,,,,,,,,,,,,,,
429,PT05M13.00S,2024-02-11T00:41:19.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630592,81.2910643889619,47.549019607843135,1610612751,81,68,2024-02-11T00:41:25Z,4110000,False,-12.0,123.0,1,right,J. Wilson 12' floating Jump Shot (8 PTS) (M. Bridges 3 AST),"[1630592, 1628969]",1610612751.0,BKN,floating,,,Wilson,J. Wilson,,,,,In The Paint (Non-RA),8-16 Center,12.4,Made,8.0,,,,,,,,,,,,,M. Bridges,1628969.0,3.0,,
431,PT04M57.00S,2024-02-11T00:41:35.7Z,3,REGULAR,3pt,Jump Shot,[],1641705,32.933639947437584,51.9607843137255,1610612759,81,68,2024-02-11T00:42:04Z,4130000,False,-10.0,257.0,1,left,MISS V. Wembanyama 25' step back 3PT,[1641705],1610612759.0,SAS,step back,,,Wembanyama,V. Wembanyama,,,,,Above the Break 3,24+ Center,25.73,Missed,,,,,,,,,,,,,,,,,,
432,PT04M53.00S,2024-02-11T00:41:39.7Z,3,REGULAR,rebound,defensive,[],1628969,,,1610612751,81,68,2024-02-11T00:41:40Z,4140000,False,,,0,,M. Bridges REBOUND (Off:0 Def:5),[1628969],1610612751.0,BKN,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Center,,,,431.0,5.0,5.0,0.0,,,,,,,,,,,,,
433,PT04M38.00S,2024-02-11T00:41:55.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203471,92.85479632063075,45.34313725490196,1610612751,81,68,2024-02-11T00:42:00Z,4150000,False,-23.0,15.0,1,right,MISS D. Schroder driving Layup - blocked,"[203471, 1629640]",1610612751.0,BKN,driving,,,Schroder,D. Schroder,,,,,Restricted Area,0-8 Center,2.75,Missed,,,,,,,,,,,,,,,,,Johnson,1629640.0
434,PT04M38.00S,2024-02-11T00:41:55.4Z,3,REGULAR,block,,[],1629640,,,1610612751,81,68,2024-02-11T00:41:57Z,4160000,False,,,0,,K. Johnson BLOCK (1 BLK),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
435,PT04M35.00S,2024-02-11T00:41:58.4Z,3,REGULAR,rebound,offensive,[],1629651,,,1610612751,81,68,2024-02-11T00:42:00Z,4170000,False,,,0,,N. Claxton REBOUND (Off:2 Def:5),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,433.0,7.0,5.0,2.0,,,,,,,,,,,,,
436,PT04M33.00S,2024-02-11T00:41:59.4Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629651,90.22667542706965,38.72549019607843,1610612751,81,68,2024-02-11T00:42:29Z,4180000,False,-56.0,39.0,1,right,MISS N. Claxton 6' Hook - blocked,"[1629651, 1641705]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,In The Paint (Non-RA),0-8 Center,6.88,Missed,,,,,,,,,,,,,,,,,Wembanyama,1641705.0
491,PT04M33.00S,2024-02-11T00:41:59.4Z,3,REGULAR,block,,[],1641705,,,1610612751,81,68,2024-02-11T00:49:15Z,4190000,False,,,0,,V. Wembanyama BLOCK (1 BLK),[1641705],1610612759.0,SAS,,,,Wembanyama,V. Wembanyama,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
