actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,jumpBallRecoverdPersonId,value
364,PT10M44.00S,2022-04-07T01:02:13.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,71,52,2022-04-07T01:02:13Z,3360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,PT10M39.00S,2022-04-07T01:02:31.8Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630167,11.777266754270697,46.568627450980394,1610612752,71,52,2022-04-07T01:03:46Z,3370000,17.0,58.0,1,left,MISS O. Toppin 6' driving Layup - blocked,"[1630167, 201142]",1610612752.0,NYK,driving,,,,,,6.07,Missed,,Toppin,O. Toppin,,,,,,,,,,,,,,,,Durant,201142.0,,
366,PT10M39.00S,2022-04-07T01:02:31.8Z,3,REGULAR,block,,[],201142,,,1610612752,71,52,2022-04-07T01:02:33Z,3380000,,,0,,K. Durant BLOCK (1 BLK),[201142],1610612751.0,BKN,,,,,,,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
367,PT10M38.00S,2022-04-07T01:02:32.8Z,3,REGULAR,rebound,defensive,[],201142,,,1610612751,71,52,2022-04-07T01:02:44Z,3390000,,,0,,K. Durant REBOUND (Off:0 Def:1),[201142],1610612751.0,BKN,,,,,,,,,,Durant,K. Durant,,,,365.0,1.0,1.0,0.0,,,,,,,,,,,,
368,PT10M36.00S,2022-04-07T01:02:36.3Z,3,REGULAR,foul,personal,[],202692,,,1610612751,71,52,2022-04-07T01:02:41Z,3400000,,,0,,A. Burks take personal FOUL (2 PF),"[202692, 201142]",1610612752.0,NYK,take,,,,,,,,,Burks,A. Burks,,,,,,,,200832.0,2.0,0.0,Durant,201142.0,,,,,,,
370,PT10M25.00S,2022-04-07T01:03:07.7Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],203083,93.51182654402102,50.245098039215684,1610612751,71,54,2022-04-07T01:03:11Z,3420000,1.0,8.0,1,right,A. Drummond DUNK (2 PTS) (K. Durant 5 AST),"[203083, 201142]",1610612751.0,BKN,,,,,,,0.86,Made,2.0,Drummond,A. Drummond,K. Durant,201142.0,5.0,,,,,,,,,,,,,,,,
372,PT10M25.00S,2022-04-07T01:03:11.9Z,3,REGULAR,timeout,full,['team'],0,,,1610612752,71,54,2022-04-07T01:03:11Z,3440000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
373,PT10M12.00S,2022-04-07T01:06:53.3Z,3,REGULAR,3pt,Jump Shot,[],1629628,31.61957950065703,57.59803921568627,1610612752,71,54,2022-04-07T01:06:59Z,3450000,-38.0,245.0,1,left,MISS R. Barrett 24' 3PT,[1629628],1610612752.0,NYK,,,,,,,24.76,Missed,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,
374,PT10M10.00S,2022-04-07T01:06:55.3Z,3,REGULAR,rebound,defensive,[],203083,,,1610612751,71,54,2022-04-07T01:07:11Z,3460000,,,0,,A. Drummond REBOUND (Off:1 Def:4),[203083],1610612751.0,BKN,,,,,,,,,,Drummond,A. Drummond,,,,373.0,5.0,4.0,1.0,,,,,,,,,,,,
375,PT10M03.00S,2022-04-07T01:07:03.0Z,3,REGULAR,2pt,Jump Shot,[],201142,79.45137976346912,67.15686274509804,1610612751,71,56,2022-04-07T01:07:15Z,3470000,86.0,141.0,1,right,K. Durant 16' pullup Jump Shot (11 PTS),[201142],1610612751.0,BKN,pullup,,,,,,16.48,Made,11.0,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
376,PT09M42.00S,2022-04-07T01:07:26.7Z,3,REGULAR,2pt,Jump Shot,[],203095,13.748357424441524,67.15686274509804,1610612752,71,56,2022-04-07T01:07:34Z,3480000,-86.0,77.0,1,left,MISS E. Fournier 11' fadeaway Shot,[203095],1610612752.0,NYK,fadeaway,,,,,,11.51,Missed,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,
377,PT09M40.00S,2022-04-07T01:07:28.7Z,3,REGULAR,rebound,offensive,[],1630579,,,1610612752,71,56,2022-04-07T01:07:34Z,3490000,,,0,,J. Sims REBOUND (Off:2 Def:4),[1630579],1610612752.0,NYK,,,,,,,,,,Sims,J. Sims,,,,376.0,6.0,4.0,2.0,,,,,,,,,,,,
378,PT09M40.00S,2022-04-07T01:07:34.6Z,3,REGULAR,foul,personal,['2freethrow'],201142,,,1610612752,71,56,2022-04-07T01:07:40Z,3500000,,,0,,K. Durant shooting personal FOUL (1 PF) (Sims 2 FT),"[201142, 1630579]",1610612751.0,BKN,shooting,,,,,,,,,Durant,K. Durant,,,,,,,,2882.0,1.0,0.0,Sims,1630579.0,,,,,,,
380,PT09M40.00S,2022-04-07T01:08:02.6Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1630579,,,1610612752,71,56,2022-04-07T01:08:02Z,3520000,,,0,,MISS J. Sims Free Throw 1 of 2,[1630579],1610612752.0,NYK,,,,,,,,Missed,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,
381,PT09M40.00S,2022-04-07T01:08:02.6Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,71,56,2022-04-07T01:08:02Z,3530000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,380.0,,,,,,,,,,,,,,,
382,PT09M40.00S,2022-04-07T01:08:20.5Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1630579,,,1610612752,72,56,2022-04-07T01:08:20Z,3540000,,,0,,J. Sims Free Throw 2 of 2 (5 PTS),[1630579],1610612752.0,NYK,,,,,,,,Made,5.0,Sims,J. Sims,,,,,,,,,,,,,,,,,,,
383,PT09M27.00S,2022-04-07T01:08:35.2Z,3,REGULAR,3pt,Jump Shot,[],201142,74.32654402102497,16.176470588235293,1610612751,72,56,2022-04-07T01:08:42Z,3550000,-169.0,189.0,1,right,MISS K. Durant 25' 3PT,[201142],1610612751.0,BKN,,,,,,,25.35,Missed,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
384,PT09M25.00S,2022-04-07T01:08:37.2Z,3,REGULAR,rebound,defensive,[],1630579,,,1610612752,72,56,2022-04-07T01:08:42Z,3560000,,,0,,J. Sims REBOUND (Off:2 Def:5),[1630579],1610612752.0,NYK,,,,,,,,,,Sims,J. Sims,,,,383.0,7.0,5.0,2.0,,,,,,,,,,,,
385,PT09M16.00S,2022-04-07T01:08:45.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202692,9.149145860709593,42.40196078431372,1610612752,72,56,2022-04-07T01:08:51Z,3570000,38.0,34.0,1,left,MISS A. Burks driving Layup,[202692],1610612752.0,NYK,driving,,,,,,5.07,Missed,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,
386,PT09M14.00S,2022-04-07T01:08:47.7Z,3,REGULAR,rebound,defensive,[],202681,,,1610612751,72,56,2022-04-07T01:08:51Z,3580000,,,0,,K. Irving REBOUND (Off:1 Def:2),[202681],1610612751.0,BKN,,,,,,,,,,Irving,K. Irving,,,,385.0,3.0,2.0,1.0,,,,,,,,,,,,
387,PT08M55.00S,2022-04-07T01:09:07.2Z,3,REGULAR,foul,personal,['3freethrow'],203095,,,1610612751,72,56,2022-04-07T01:09:16Z,3590000,,,0,,E. Fournier shooting personal FOUL (1 PF) (Curry 3 FT),"[203095, 203552]",1610612752.0,NYK,shooting,,,,,,,,,Fournier,E. Fournier,,,,,,,,2882.0,1.0,0.0,Curry,203552.0,,,,,,,
389,PT08M55.00S,2022-04-07T01:09:38.1Z,3,REGULAR,freethrow,1 of 3,[],203552,,,1610612751,72,57,2022-04-07T01:09:38Z,3610000,,,0,,S. Curry Free Throw 1 of 3 (11 PTS),[203552],1610612751.0,BKN,,,,,,,,Made,11.0,Curry,S. Curry,,,,,,,,,,,,,,,,,,,
390,PT08M55.00S,2022-04-07T01:10:03.4Z,3,REGULAR,freethrow,2 of 3,[],203552,,,1610612751,72,57,2022-04-07T01:10:06Z,3620000,,,0,,MISS S. Curry Free Throw 2 of 3,[203552],1610612751.0,BKN,,,,,,,,Missed,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,
391,PT08M55.00S,2022-04-07T01:10:03.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612751,72,57,2022-04-07T01:10:06Z,3630000,,,0,,TEAM offensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,390.0,,,,,,,,,,,,,,,
392,PT08M55.00S,2022-04-07T01:10:07.1Z,3,REGULAR,freethrow,3 of 3,[],203552,,,1610612751,72,58,2022-04-07T01:10:07Z,3640000,,,0,,S. Curry Free Throw 3 of 3 (12 PTS),[203552],1610612751.0,BKN,,,,,,,,Made,12.0,Curry,S. Curry,,,,,,,,,,,,,,,,,,,
393,PT08M41.00S,2022-04-07T01:10:20.4Z,3,REGULAR,3pt,Jump Shot,[],202692,5.338370565045992,95.58823529411765,1610612752,72,58,2022-04-07T01:10:26Z,3650000,-228.0,-2.0,1,left,MISS A. Burks 3PT,[202692],1610612752.0,NYK,,,,,,,22.79,Missed,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,
394,PT08M40.00S,2022-04-07T01:10:21.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612751,72,58,2022-04-07T01:10:26Z,3660000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,,,,393.0,,,,,,,,,,,,,,,
395,PT08M40.00S,2022-04-07T01:10:26.5Z,3,REGULAR,foul,personal,[],1630579,,,1610612751,72,58,2022-04-07T01:10:40Z,3670000,,,0,,J. Sims loose ball personal FOUL (3 PF),"[1630579, 201142]",1610612752.0,NYK,loose ball,,,,,,,,,Sims,J. Sims,,,,,,,,1626301.0,3.0,0.0,Durant,201142.0,,,,,,,
397,PT08M22.00S,2022-04-07T01:10:54.3Z,3,REGULAR,3pt,Jump Shot,[],202681,69.59592641261499,26.47058823529412,1610612751,72,58,2022-04-07T01:11:01Z,3690000,-118.0,233.0,1,right,MISS K. Irving 26' 3PT,[202681],1610612751.0,BKN,,,,,,,26.13,Missed,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
398,PT08M20.00S,2022-04-07T01:10:56.3Z,3,REGULAR,rebound,defensive,[],1630579,,,1610612752,72,58,2022-04-07T01:11:01Z,3700000,,,0,,J. Sims REBOUND (Off:2 Def:6),[1630579],1610612752.0,NYK,,,,,,,,,,Sims,J. Sims,,,,397.0,8.0,6.0,2.0,,,,,,,,,,,,
399,PT08M09.00S,2022-04-07T01:11:07.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629628,6.521024967148489,53.431372549019606,1610612752,72,58,2022-04-07T01:11:11Z,3710000,-17.0,9.0,1,left,MISS R. Barrett driving Layup,[1629628],1610612752.0,NYK,driving,,,,,,1.93,Missed,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,
400,PT08M07.00S,2022-04-07T01:11:09.1Z,3,REGULAR,rebound,defensive,[],203083,,,1610612751,72,58,2022-04-07T01:11:11Z,3720000,,,0,,A. Drummond REBOUND (Off:1 Def:5),[203083],1610612751.0,BKN,,,,,,,,,,Drummond,A. Drummond,,,,399.0,6.0,5.0,1.0,,,,,,,,,,,,
401,PT08M03.00S,2022-04-07T01:11:13.1Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628971,94.30026281208936,53.431372549019606,1610612751,72,58,2022-04-07T01:12:36Z,3730000,17.0,1.0,1,right,MISS B. Brown running Layup - blocked,"[1628971, 1630167]",1610612751.0,BKN,running,,,,,,1.72,Missed,,Brown,B. Brown,,,,,,,,,,,,,,,,Toppin,1630167.0,,
402,PT08M03.00S,2022-04-07T01:11:13.1Z,3,REGULAR,block,,[],1630167,,,1610612751,72,58,2022-04-07T01:11:20Z,3740000,,,0,,O. Toppin BLOCK (2 BLK),[1630167],1610612752.0,NYK,,,,,,,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,
403,PT08M01.00S,2022-04-07T01:11:15.1Z,3,REGULAR,rebound,offensive,[],202681,,,1610612751,72,58,2022-04-07T01:11:24Z,3750000,,,0,,K. Irving REBOUND (Off:2 Def:2),[202681],1610612751.0,BKN,,,,,,,,,,Irving,K. Irving,,,,401.0,4.0,2.0,2.0,,,,,,,,,,,,
404,PT07M52.00S,2022-04-07T01:11:23.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],203552,91.67214191852825,2.450980392156863,1610612751,72,58,2022-04-07T01:11:29Z,3760000,-238.0,26.0,1,right,MISS S. Curry 3PT,[203552],1610612751.0,BKN,,,,,,,23.91,Missed,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,
405,PT07M50.00S,2022-04-07T01:11:25.8Z,3,REGULAR,rebound,defensive,[],1630579,,,1610612752,72,58,2022-04-07T01:14:24Z,3770000,,,0,,J. Sims REBOUND (Off:2 Def:7),[1630579],1610612752.0,NYK,,,,,,,,,,Sims,J. Sims,,,,404.0,9.0,7.0,2.0,,,,,,,,,,,,
430,PT07M49.00S,2022-04-07T01:11:27.3Z,3,REGULAR,turnover,bad pass,[],202692,,,1610612752,72,58,2022-04-07T01:15:56Z,3775000,,,0,,A. Burks bad pass TURNOVER (1 TO),"[202692, 203083]",1610612752.0,NYK,,,,,,,,,,Burks,A. Burks,,,,,,,,,,,,,1.0,Drummond,203083.0,,,,
431,PT07M49.00S,2022-04-07T01:11:27.3Z,3,REGULAR,steal,,[],203083,,,1610612751,72,58,2022-04-07T01:15:56Z,3777500,,,0,,A. Drummond STEAL (1 STL),[203083],1610612751.0,BKN,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,
406,PT07M45.00S,2022-04-07T01:11:30.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203083,92.06636005256242,45.34313725490196,1610612751,72,58,2022-04-07T01:17:10Z,3780000,-23.0,22.0,1,right,MISS A. Drummond driving Layup,[203083],1610612751.0,BKN,driving,,,,,,3.21,Missed,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,
407,PT07M43.00S,2022-04-07T01:11:32.9Z,3,REGULAR,rebound,offensive,[],203083,,,1610612751,72,58,2022-04-07T01:11:39Z,3790000,,,0,,A. Drummond REBOUND (Off:2 Def:5),[203083],1610612751.0,BKN,,,,,,,,,,Drummond,A. Drummond,,,,406.0,7.0,5.0,2.0,,,,,,,,,,,,
408,PT07M40.00S,2022-04-07T01:11:36.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'fromturnover']",201142,92.72339027595268,45.588235294117645,1610612751,72,58,2022-04-07T01:18:30Z,3800000,-22.0,16.0,1,right,MISS K. Durant driving Layup - blocked,"[201142, 1630579]",1610612751.0,BKN,driving,,,,,,2.72,Missed,,Durant,K. Durant,,,,,,,,,,,,,,,,Sims,1630579.0,,
409,PT07M40.00S,2022-04-07T01:11:36.0Z,3,REGULAR,block,,[],1630579,,,1610612751,72,58,2022-04-07T01:11:38Z,3810000,,,0,,J. Sims BLOCK (2 BLK),[1630579],1610612752.0,NYK,,,,,,,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,
410,PT07M40.00S,2022-04-07T01:11:36.0Z,3,REGULAR,rebound,defensive,[],1630579,,,1610612752,72,58,2022-04-07T01:14:24Z,3820000,,,0,,J. Sims REBOUND (Off:2 Def:8),[1630579],1610612752.0,NYK,,,,,,,,,,Sims,J. Sims,,,,408.0,10.0,8.0,2.0,,,,,,,,,,,,
411,PT07M40.00S,2022-04-07T01:11:46.9Z,3,REGULAR,turnover,out-of-bounds,[],203095,,,1610612752,72,58,2022-04-07T01:11:53Z,3830000,,,0,,E. Fournier bad pass out-of-bounds TURNOVER (2 TO),[203095],1610612752.0,NYK,bad pass,,,,,,,,,Fournier,E. Fournier,,,,,,,,200832.0,,,,,2.0,,,,,,
412,PT07M29.00S,2022-04-07T01:12:07.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628971,92.9862023653088,55.63725490196079,1610612751,72,58,2022-04-07T01:12:15Z,3840000,28.0,13.0,1,right,MISS B. Brown Layup,[1628971],1610612751.0,BKN,,,,,,,3.12,Missed,,Brown,B. Brown,,,,,,,,,,,,,,,,,,,
413,PT07M27.00S,2022-04-07T01:12:09.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612752,72,58,2022-04-07T01:12:15Z,3850000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,412.0,,,,,,,,,,,,,,,
414,PT07M23.00S,2022-04-07T01:12:27.0Z,3,REGULAR,foul,personal,[],203083,,,1610612752,72,58,2022-04-07T01:13:46Z,3860000,,,0,,A. Drummond loose ball personal FOUL (2 PF),"[203083, 1630579]",1610612751.0,BKN,loose ball,,,,,,,,,Drummond,A. Drummond,,,,,,,,200832.0,2.0,0.0,Sims,1630579.0,,,,,,,
417,PT07M16.00S,2022-04-07T01:12:43.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202681,,,1610612752,72,58,2022-04-07T01:14:05Z,3890000,,,0,,K. Irving personal FOUL (3 PF) (Burks 2 FT),"[202681, 202692]",1610612751.0,BKN,,,,,,,,,,Irving,K. Irving,,,,,,,,2882.0,3.0,0.0,Burks,202692.0,,,,,,,
419,PT07M16.00S,2022-04-07T01:14:13.0Z,3,REGULAR,freethrow,1 of 2,[],202692,,,1610612752,72,58,2022-04-07T01:14:13Z,3910000,,,0,,MISS A. Burks Free Throw 1 of 2,[202692],1610612752.0,NYK,,,,,,,,Missed,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,
420,PT07M16.00S,2022-04-07T01:14:13.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,72,58,2022-04-07T01:14:13Z,3920000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,419.0,,,,,,,,,,,,,,,
421,PT07M16.00S,2022-04-07T01:14:27.3Z,3,REGULAR,freethrow,2 of 2,[],202692,,,1610612752,73,58,2022-04-07T01:14:27Z,3930000,,,0,,A. Burks Free Throw 2 of 2 (22 PTS),[202692],1610612752.0,NYK,,,,,,,,Made,22.0,Burks,A. Burks,,,,,,,,,,,,,,,,,,,
422,PT06M54.00S,2022-04-07T01:14:51.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,84.1819973718791,57.84313725490197,1610612751,73,58,2022-04-07T01:21:57Z,3940000,39.0,96.0,1,right,MISS K. Irving 10' pullup Shot,[202681],1610612751.0,BKN,pullup,,,,,,10.39,Missed,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
423,PT06M52.00S,2022-04-07T01:14:53.1Z,3,REGULAR,rebound,offensive,[],203083,,,1610612751,73,58,2022-04-07T01:14:57Z,3950000,,,0,,A. Drummond REBOUND (Off:3 Def:5),[203083],1610612751.0,BKN,,,,,,,,,,Drummond,A. Drummond,,,,422.0,8.0,5.0,3.0,,,,,,,,,,,,
424,PT06M47.00S,2022-04-07T01:14:57.6Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203083,89.96386333771353,49.50980392156863,1610612751,73,60,2022-04-07T01:15:01Z,3960000,-2.0,42.0,1,right,A. Drummond Hook (4 PTS),[203083],1610612751.0,BKN,,,,,,,4.19,Made,4.0,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,
425,PT06M34.00S,2022-04-07T01:15:09.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202692,17.16491458607096,50.245098039215684,1610612752,73,60,2022-04-07T01:22:49Z,3970000,-1.0,109.0,1,left,MISS A. Burks 10' fadeaway Shot,[202692],1610612752.0,NYK,fadeaway,,,,,,10.89,Missed,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,
426,PT06M32.00S,2022-04-07T01:15:11.7Z,3,REGULAR,rebound,defensive,[],203083,,,1610612751,73,60,2022-04-07T01:15:15Z,3980000,,,0,,A. Drummond REBOUND (Off:3 Def:6),[203083],1610612751.0,BKN,,,,,,,,,,Drummond,A. Drummond,,,,425.0,9.0,6.0,3.0,,,,,,,,,,,,
427,PT06M24.00S,2022-04-07T01:15:23.6Z,3,REGULAR,turnover,traveling,[],203083,,,1610612751,73,60,2022-04-07T01:15:29Z,3990000,,,0,,A. Drummond traveling TURNOVER (1 TO),[203083],1610612751.0,BKN,,,,,,,,,,Drummond,A. Drummond,,,,,,,,2882.0,,,,,1.0,,,,,,
428,PT06M12.00S,2022-04-07T01:15:48.8Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1630579,5.863994743758213,48.529411764705884,1610612752,75,60,2022-04-07T01:15:52Z,4000000,7.0,3.0,1,left,J. Sims alley-oop DUNK (7 PTS) (A. Burks 1 AST),"[1630579, 202692]",1610612752.0,NYK,alley-oop,,,,,,0.78,Made,7.0,Sims,J. Sims,A. Burks,202692.0,1.0,,,,,,,,,,,,,,,,
432,PT05M57.00S,2022-04-07T01:16:03.3Z,3,REGULAR,3pt,Jump Shot,[],201142,70.51576872536137,21.568627450980394,1610612751,75,60,2022-04-07T01:16:07Z,4020000,-142.0,225.0,1,right,MISS K. Durant 26' 3PT,[201142],1610612751.0,BKN,,,,,,,26.59,Missed,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,
433,PT05M55.00S,2022-04-07T01:16:05.3Z,3,REGULAR,rebound,defensive,[],203095,,,1610612752,75,60,2022-04-07T01:16:07Z,4030000,,,0,,E. Fournier REBOUND (Off:1 Def:3),[203095],1610612752.0,NYK,,,,,,,,,,Fournier,E. Fournier,,,,432.0,4.0,3.0,1.0,,,,,,,,,,,,
434,PT05M52.00S,2022-04-07T01:16:11.1Z,3,REGULAR,turnover,out-of-bounds,[],1629628,,,1610612752,75,60,2022-04-07T01:16:15Z,4040000,,,0,,R. Barrett lost ball out-of-bounds TURNOVER (3 TO),[1629628],1610612752.0,NYK,lost ball,,,,,,,,,Barrett,R. Barrett,,,,,,,,200832.0,,,,,3.0,,,,,,
435,PT05M39.00S,2022-04-07T01:16:29.6Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],202681,75.3777923784494,36.76470588235294,1610612751,75,60,2022-04-07T01:24:00Z,4050000,-66.0,179.0,1,right,MISS K. Irving 19' pullup Shot,[202681],1610612751.0,BKN,pullup,,,,,,19.08,Missed,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
436,PT05M37.00S,2022-04-07T01:16:31.6Z,3,REGULAR,rebound,defensive,[],1630579,,,1610612752,75,60,2022-04-07T01:16:35Z,4060000,,,0,,J. Sims REBOUND (Off:2 Def:9),[1630579],1610612752.0,NYK,,,,,,,,,,Sims,J. Sims,,,,435.0,11.0,9.0,2.0,,,,,,,,,,,,
437,PT05M30.00S,2022-04-07T01:16:38.4Z,3,REGULAR,3pt,Jump Shot,[],1629628,10.726018396846255,4.166666666666666,1610612752,75,60,2022-04-07T01:16:46Z,4070000,229.0,48.0,1,left,MISS R. Barrett 3PT,[1629628],1610612752.0,NYK,,,,,,,23.42,Missed,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,
438,PT05M28.00S,2022-04-07T01:16:40.4Z,3,REGULAR,rebound,offensive,[],1630579,,,1610612752,75,60,2022-04-07T01:16:46Z,4080000,,,0,,J. Sims REBOUND (Off:3 Def:9),[1630579],1610612752.0,NYK,,,,,,,,,,Sims,J. Sims,,,,437.0,12.0,9.0,3.0,,,,,,,,,,,,
439,PT05M28.00S,2022-04-07T01:16:43.5Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630579,5.590000152587891,50.0,1610612752,77,60,2022-04-07T01:16:49Z,4090000,0.0,0.0,1,left,J. Sims tip Layup (9 PTS),[1630579],1610612752.0,NYK,tip,,,,,,0.0,Made,9.0,Sims,J. Sims,,,,,,,,,,,,,,,,,,,
440,PT05M18.00S,2022-04-07T01:16:52.8Z,3,REGULAR,foul,personal,[],1629628,,,1610612751,77,60,2022-04-07T01:17:02Z,4100000,,,0,,R. Barrett personal FOUL (1 PF),"[1629628, 201142]",1610612752.0,NYK,,,,,,,,,,Barrett,R. Barrett,,,,,,,,1626301.0,1.0,0.0,Durant,201142.0,,,,,,,
442,PT05M18.00S,2022-04-07T01:16:52.9Z,3,REGULAR,substitution,out,[],203083,,,1610612751,77,60,2022-04-07T01:17:10Z,4120000,,,0,,SUB out: A. Drummond,[203083],1610612751.0,BKN,,,,,,,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,
443,PT05M18.00S,2022-04-07T01:16:52.9Z,3,REGULAR,substitution,in,[],1629651,,,1610612751,77,60,2022-04-07T01:17:10Z,4130000,,,0,,SUB in: N. Claxton,[1629651],1610612751.0,BKN,,,,,,,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,
444,PT05M10.00S,2022-04-07T01:17:21.9Z,3,REGULAR,2pt,Jump Shot,[],202681,85.49605781865965,12.990196078431374,1610612751,77,60,2022-04-07T01:25:24Z,4140000,-185.0,84.0,1,right,MISS K. Irving 20' pullup Shot,[202681],1610612751.0,BKN,pullup,,,,,,20.31,Missed,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,
445,PT05M08.00S,2022-04-07T01:17:23.9Z,3,REGULAR,rebound,offensive,[],1629651,,,1610612751,77,60,2022-04-07T01:17:28Z,4150000,,,0,,N. Claxton REBOUND (Off:3 Def:4),[1629651],1610612751.0,BKN,,,,,,,,,,Claxton,N. Claxton,,,,444.0,7.0,4.0,3.0,,,,,,,,,,,,
446,PT05M05.00S,2022-04-07T01:17:27.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629651,93.38042049934296,49.754901960784316,1610612751,77,60,2022-04-07T01:18:22Z,4160000,-1.0,10.0,1,right,MISS N. Claxton Layup - blocked,"[1629651, 1630579]",1610612751.0,BKN,,,,,,,0.98,Missed,,Claxton,N. Claxton,,,,,,,,,,,,,,,,Sims,1630579.0,,
447,PT05M05.00S,2022-04-07T01:17:27.6Z,3,REGULAR,block,,[],1630579,,,1610612751,77,60,2022-04-07T01:17:30Z,4170000,,,0,,J. Sims BLOCK (3 BLK),[1630579],1610612752.0,NYK,,,,,,,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,
451,PT05M02.00S,2022-04-07T01:17:30.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612752,77,60,2022-04-07T01:18:22Z,4180000,,,0,,TEAM defensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,446.0,,,,,,,,,,,,,,,
448,PT05M02.00S,2022-04-07T01:18:20.7Z,3,REGULAR,jumpball,recovered,[],1629628,,,1610612752,77,60,2022-04-07T01:18:20Z,4190000,,,0,,Jump Ball O. Toppin vs. N. Claxton: Tip to R. Barrett,"[1629628, 1630167, 1629651]",1610612752.0,NYK,heldball,R. Barrett,Toppin,1630167.0,Claxton,1629651.0,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,1629628.0,
