actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value
267,PT02M29.00S,2021-11-16T01:23:46.3Z,2,REGULAR,substitution,in,[],1627747,,,1610612754,43,39,2021-11-16T01:26:21Z,2630000,,,0,,SUB in: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT02M19.00S,2021-11-16T01:26:58.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,16.113666228646515,49.26470588235294,1610612754,43,39,2021-11-16T01:29:24Z,2640000,4.0,99.0,1,left,MISS C. LeVert 9' pullup Shot,[1627747],1610612754.0,IND,pullup,,,LeVert,C. LeVert,,,,,9.91,Missed,,,,,,,,,,,,,,,,,,,
269,PT02M17.00S,2021-11-16T01:27:00.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612754,43,39,2021-11-16T01:27:05Z,2650000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,268.0,,,,,,,,,,,,,,,,,
270,PT02M17.00S,2021-11-16T01:27:03.0Z,2,REGULAR,foul,personal,[],201959,,,1610612754,43,39,2021-11-16T01:27:11Z,2660000,,,0,,T. Gibson loose ball personal FOUL (2 PF),"[201959, 1627734]",1610612752.0,NYK,loose ball,,,Gibson,T. Gibson,,,,,,,,,,,,1151.0,,,,2.0,0.0,Sabonis,1627734.0,,,,,,
272,PT02M14.00S,2021-11-16T01:27:26.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627763,7.046649145860711,48.77450980392157,1610612754,43,41,2021-11-16T01:27:32Z,2680000,6.0,14.0,1,left,M. Brogdon alley-oop Layup (8 PTS) (J. Holiday 2 AST),"[1627763, 203200]",1610612754.0,IND,alley-oop,,,Brogdon,M. Brogdon,,,,,1.5,Made,8.0,,,,,,,,,,,,,J. Holiday,203200.0,2.0,,,
274,PT02M06.00S,2021-11-16T01:27:34.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629628,84.83902759526939,45.34313725490196,1610612752,43,41,2021-11-16T01:30:08Z,2700000,-23.0,90.0,1,right,MISS R. Barrett 9' driving floating Shot,[1629628],1610612752.0,NYK,driving floating,,,Barrett,R. Barrett,,,,,9.3,Missed,,,,,,,,,,,,,,,,,,,
275,PT02M04.00S,2021-11-16T01:27:36.4Z,2,REGULAR,rebound,offensive,[],203944,,,1610612752,43,41,2021-11-16T01:27:41Z,2710000,,,0,,J. Randle REBOUND (Off:1 Def:3),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,274.0,4.0,3.0,1.0,,,,,,,,,,,,,,
276,PT02M01.00S,2021-11-16T01:27:39.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1629628,94.56307490144546,2.450980392156863,1610612752,43,41,2021-11-16T01:27:46Z,2720000,-238.0,-1.0,1,right,MISS R. Barrett 3PT,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,23.77,Missed,,,,,,,,,,,,,,,,,,,
277,PT01M59.00S,2021-11-16T01:27:41.3Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612754,43,41,2021-11-16T01:27:46Z,2730000,,,0,,D. Sabonis REBOUND (Off:1 Def:6),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,276.0,7.0,6.0,1.0,,,,,,,,,,,,,,
278,PT01M43.00S,2021-11-16T01:27:57.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,8.886333771353483,61.029411764705884,1610612754,43,41,2021-11-16T01:28:04Z,2740000,-55.0,31.0,1,left,MISS C. LeVert 6' turnaround bank Shot,[1627747],1610612754.0,IND,turnaround bank,,,LeVert,C. LeVert,,,,,6.32,Missed,,,,,,,,,,,,,,,,,,,
279,PT01M41.00S,2021-11-16T01:27:59.3Z,2,REGULAR,rebound,defensive,[],203944,,,1610612752,43,41,2021-11-16T01:28:04Z,2750000,,,0,,J. Randle REBOUND (Off:1 Def:4),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,278.0,5.0,4.0,1.0,,,,,,,,,,,,,,
280,PT01M35.00S,2021-11-16T01:28:05.9Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],202689,89.30683311432325,81.12745098039215,1610612752,45,41,2021-11-16T01:28:13Z,2760000,156.0,48.0,1,right,K. Walker 16' pullup Jump Shot (12 PTS) (J. Randle 2 AST),"[202689, 203944]",1610612752.0,NYK,pullup,,,Walker,K. Walker,,,,,16.28,Made,12.0,,,,,,,,,,,,,J. Randle,203944.0,2.0,,,
282,PT01M13.00S,2021-11-16T01:28:26.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,7.5722733245729295,47.794117647058826,1610612754,45,41,2021-11-16T01:28:32Z,2780000,11.0,19.0,1,left,MISS M. Brogdon driving Layup - blocked,"[1627763, 203944]",1610612754.0,IND,driving,,,Brogdon,M. Brogdon,,,,,2.17,Missed,,,,,,,,Randle,203944.0,,,,,,,,,,
283,PT01M13.00S,2021-11-16T01:28:26.5Z,2,REGULAR,block,,[],203944,,,1610612754,45,41,2021-11-16T01:28:29Z,2790000,,,0,,J. Randle BLOCK (1 BLK),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT01M11.00S,2021-11-16T01:28:28.5Z,2,REGULAR,rebound,offensive,[],1627763,,,1610612754,45,41,2021-11-16T01:28:32Z,2800000,,,0,,M. Brogdon REBOUND (Off:1 Def:3),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,282.0,4.0,3.0,1.0,,,,,,,,,,,,,,
285,PT01M09.00S,2021-11-16T01:28:31.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627763,6.915243101182654,47.794117647058826,1610612754,45,43,2021-11-16T01:28:35Z,2810000,11.0,13.0,1,left,M. Brogdon Layup (10 PTS),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,1.67,Made,10.0,,,,,,,,,,,,,,,,,,
286,PT01M04.00S,2021-11-16T01:28:35.9Z,2,REGULAR,turnover,bad pass,[],203944,,,1610612752,45,43,2021-11-16T01:28:39Z,2820000,,,0,,J. Randle bad pass TURNOVER (2 TO),"[203944, 1627747]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,2.0,,,,,,,,,,LeVert,1627747.0,
287,PT01M04.00S,2021-11-16T01:28:35.9Z,2,REGULAR,steal,,[],1627747,,,1610612754,45,43,2021-11-16T01:28:38Z,2830000,,,0,,C. LeVert STEAL (1 STL),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT01M01.00S,2021-11-16T01:28:39.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627734,9.017739816031538,52.20588235294118,1610612754,45,43,2021-11-16T01:28:44Z,2840000,-11.0,32.0,1,left,MISS D. Sabonis Layup - blocked,"[1627734, 201959]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,3.41,Missed,,,,,,,,Gibson,201959.0,,,,,,,,,,
289,PT01M01.00S,2021-11-16T01:28:39.2Z,2,REGULAR,block,,[],201959,,,1610612754,45,43,2021-11-16T01:28:41Z,2850000,,,0,,T. Gibson BLOCK (1 BLK),[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT00M58.70S,2021-11-16T01:28:41.5Z,2,REGULAR,rebound,defensive,[],203095,,,1610612752,45,43,2021-11-16T01:28:44Z,2860000,,,0,,E. Fournier REBOUND (Off:0 Def:2),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,288.0,2.0,2.0,0.0,,,,,,,,,,,,,,
291,PT00M55.60S,2021-11-16T01:28:44.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203095,72.61826544021025,17.15686274509804,1610612752,48,43,2021-11-16T01:29:22Z,2870000,-164.0,205.0,1,right,E. Fournier 26' 3PT  (5 PTS) (K. Walker 2 AST),"[203095, 202689]",1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,26.26,Made,5.0,,,,,,,,,,,,,K. Walker,202689.0,2.0,,,
293,PT00M36.10S,2021-11-16T01:29:11.1Z,2,REGULAR,3pt,Jump Shot,[],1627763,32.276609724047304,43.13725490196079,1610612754,48,46,2021-11-16T01:32:29Z,2890000,34.0,251.0,1,left,M. Brogdon 25' 3PT pullup (13 PTS),[1627763],1610612754.0,IND,pullup,,,Brogdon,M. Brogdon,,,,,25.32,Made,13.0,,,,,,,,,,,,,,,,,,
294,PT00M31.60S,2021-11-16T01:29:23.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203944,69.20170827858082,30.14705882352941,1610612752,48,46,2021-11-16T01:32:53Z,2900000,-99.0,237.0,1,right,MISS J. Randle 25' pullup 3PT,[203944],1610612752.0,NYK,pullup,,,Randle,J. Randle,,,,,25.7,Missed,,,,,,,,,,,,,,,,,,,
295,PT00M27.90S,2021-11-16T01:29:26.9Z,2,REGULAR,rebound,defensive,[],1626167,,,1610612754,48,46,2021-11-16T01:29:26Z,2910000,,,0,,M. Turner REBOUND (Off:0 Def:1),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,294.0,1.0,1.0,0.0,,,,,,,,,,,,,,
296,PT00M12.80S,2021-11-16T01:29:42.1Z,2,REGULAR,3pt,Jump Shot,[],1627734,31.61957950065703,49.26470588235294,1610612754,48,49,2021-11-16T01:29:46Z,2920000,4.0,245.0,1,left,D. Sabonis 24' 3PT  (14 PTS) (M. Brogdon 5 AST),"[1627734, 1627763]",1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,24.47,Made,14.0,,,,,,,,,,,,,M. Brogdon,1627763.0,5.0,,,
298,PT00M05.40S,2021-11-16T01:29:54.2Z,2,REGULAR,foul,personal,[],1627747,,,1610612752,48,49,2021-11-16T01:30:02Z,2940000,,,0,,C. LeVert take personal FOUL (1 PF),"[1627747, 202689]",1610612754.0,IND,take,,,LeVert,C. LeVert,,,,,,,,,,,,203177.0,,,,1.0,0.0,Walker,202689.0,,,,,,
300,PT00M05.40S,2021-11-16T01:29:54.3Z,2,REGULAR,substitution,out,[],1627734,,,1610612752,48,49,2021-11-16T01:30:07Z,2960000,,,0,,SUB out: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT00M05.40S,2021-11-16T01:29:54.3Z,2,REGULAR,substitution,in,[],1628470,,,1610612752,48,49,2021-11-16T01:30:07Z,2970000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT00M01.40S,2021-11-16T01:30:24.5Z,2,REGULAR,3pt,Jump Shot,[],203944,76.42904073587385,86.02941176470588,1610612752,48,49,2021-11-16T01:30:30Z,2980000,180.0,169.0,1,right,MISS J. Randle 24' step back 3PT,[203944],1610612752.0,NYK,step back,,,Randle,J. Randle,,,,,24.7,Missed,,,,,,,,,,,,,,,,,,,
303,PT00M01.40S,2021-11-16T01:30:24.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612752,48,49,2021-11-16T01:30:30Z,2990000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,302.0,,,,,,,,,,,,,,,,,
304,PT00M00.00S,2021-11-16T01:30:30.8Z,2,REGULAR,period,end,[],0,,,1610612752,48,49,2021-11-16T01:30:30Z,3000000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2021-11-16T01:45:17.4Z,3,REGULAR,substitution,out,['startperiod'],201959,,,1610612752,48,49,2021-11-16T01:45:44Z,3010000,,,0,,SUB out: T. Gibson,[201959],1610612752.0,NYK,,,,Gibson,T. Gibson,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT12M00.00S,2021-11-16T01:45:17.4Z,3,REGULAR,substitution,out,['startperiod'],1628470,,,1610612752,48,49,2021-11-16T01:45:44Z,3020000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT12M00.00S,2021-11-16T01:45:17.4Z,3,REGULAR,substitution,in,['startperiod'],1629011,,,1610612752,48,49,2021-11-16T01:45:44Z,3030000,,,0,,SUB in: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT12M00.00S,2021-11-16T01:45:17.4Z,3,REGULAR,substitution,in,['startperiod'],1627734,,,1610612752,48,49,2021-11-16T01:45:44Z,3040000,,,0,,SUB in: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT12M00.00S,2021-11-16T01:45:44.7Z,3,REGULAR,period,start,[],0,,,1610612754,48,49,2021-11-16T01:45:44Z,3050000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT11M48.00S,2021-11-16T01:45:58.6Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612754,48,49,2021-11-16T01:45:58Z,3060000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT11M47.00S,2021-11-16T01:46:14.2Z,3,REGULAR,turnover,out-of-bounds,[],1627747,,,1610612754,48,49,2021-11-16T01:46:21Z,3070000,,,0,,C. LeVert step out-of-bounds TURNOVER (1 TO),[1627747],1610612754.0,IND,step,,,LeVert,C. LeVert,,,,,,,,,,,,1151.0,1.0,,,,,,,,,,,,
312,PT11M36.00S,2021-11-16T01:46:30.7Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203095,23.866622864651774,51.225490196078425,1610612752,50,49,2021-11-16T01:46:50Z,3080000,-6.0,172.0,1,left,E. Fournier 17' pullup Jump Shot (7 PTS) (J. Randle 3 AST),"[203095, 203944]",1610612752.0,NYK,pullup,,,Fournier,E. Fournier,,,,,17.19,Made,7.0,,,,,,,,,,,,,J. Randle,203944.0,3.0,,,
314,PT11M11.00S,2021-11-16T01:46:57.6Z,3,REGULAR,foul,personal,[],1629011,,,1610612754,50,49,2021-11-16T01:47:01Z,3100000,,,0,,M. Robinson personal FOUL (2 PF),"[1629011, 1627734]",1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,203177.0,,,,2.0,0.0,Sabonis,1627734.0,,,,,,
316,PT10M56.00S,2021-11-16T01:47:27.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,94.43166885676742,44.85294117647059,1610612754,50,51,2021-11-16T01:47:32Z,3120000,-26.0,0.0,1,right,D. Sabonis Layup (16 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,2.57,Made,16.0,,,,,,,,,,,,,,,,,,
318,PT10M38.00S,2021-11-16T01:47:46.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202689,16.113666228646515,44.36274509803921,1610612752,52,51,2021-11-16T01:47:51Z,3140000,28.0,99.0,1,left,K. Walker 10' driving floating Jump Shot (14 PTS) (E. Fournier 3 AST),"[202689, 203095]",1610612752.0,NYK,driving floating,,,Walker,K. Walker,,,,,10.29,Made,14.0,,,,,,,,,,,,,E. Fournier,203095.0,3.0,,,
320,PT10M25.00S,2021-11-16T01:47:58.6Z,3,REGULAR,3pt,Jump Shot,[],1627763,67.62483574244416,41.42156862745098,1610612754,52,54,2021-11-16T01:48:02Z,3160000,-43.0,252.0,1,right,M. Brogdon 25' 3PT  (16 PTS) (C. LeVert 3 AST),"[1627763, 1627747]",1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,25.54,Made,16.0,,,,,,,,,,,,,C. LeVert,1627747.0,3.0,,,
322,PT10M01.00S,2021-11-16T01:48:22.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203095,9.280551905387648,46.81372549019608,1610612752,52,54,2021-11-16T01:48:27Z,3180000,16.0,35.0,1,left,MISS E. Fournier driving Layup,[203095],1610612752.0,NYK,driving,,,Fournier,E. Fournier,,,,,3.82,Missed,,,,,,,,,,,,,,,,,,,
323,PT09M59.00S,2021-11-16T01:48:24.6Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612754,52,54,2021-11-16T01:48:24Z,3190000,,,0,,D. Sabonis REBOUND (Off:1 Def:7),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,322.0,8.0,7.0,1.0,,,,,,,,,,,,,,
324,PT09M48.00S,2021-11-16T01:48:35.9Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1627734,93.9060446780552,40.19607843137255,1610612754,52,56,2021-11-16T01:48:40Z,3200000,-49.0,5.0,1,right,D. Sabonis Hook (18 PTS),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,4.92,Made,18.0,,,,,,,,,,,,,,,,,,
325,PT09M30.00S,2021-11-16T01:48:54.4Z,3,REGULAR,turnover,bad pass,[],203944,,,1610612752,52,56,2021-11-16T01:49:00Z,3210000,,,0,,J. Randle bad pass TURNOVER (3 TO),"[203944, 1626167]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,3.0,,,,,,,,,,Turner,1626167.0,
326,PT09M30.00S,2021-11-16T01:48:54.4Z,3,REGULAR,steal,,[],1626167,,,1610612754,52,56,2021-11-16T01:48:58Z,3220000,,,0,,M. Turner STEAL (1 STL),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT09M24.00S,2021-11-16T01:49:00.2Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1627747,93.9060446780552,48.03921568627451,1610612754,52,58,2021-11-16T01:49:04Z,3230000,-10.0,5.0,1,right,C. LeVert DUNK (8 PTS) (M. Brogdon 6 AST),"[1627747, 1627763]",1610612754.0,IND,,,,LeVert,C. LeVert,,,,,1.09,Made,8.0,,,,,,,,,,,,,M. Brogdon,1627763.0,6.0,,,
329,PT09M24.00S,2021-11-16T01:49:05.9Z,3,REGULAR,timeout,full,['team'],0,,,1610612752,52,58,2021-11-16T01:49:05Z,3250000,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT09M13.00S,2021-11-16T01:52:12.4Z,3,REGULAR,3pt,Jump Shot,[],203944,30.305519053876477,29.65686274509804,1610612752,52,58,2021-11-16T01:52:19Z,3260000,102.0,232.0,1,left,MISS J. Randle 25' 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,25.37,Missed,,,,,,,,,,,,,,,,,,,
331,PT09M11.00S,2021-11-16T01:52:14.4Z,3,REGULAR,rebound,defensive,[],1627763,,,1610612754,52,58,2021-11-16T01:52:19Z,3270000,,,0,,M. Brogdon REBOUND (Off:1 Def:4),[1627763],1610612754.0,IND,,,,Brogdon,M. Brogdon,,,,,,,,330.0,5.0,4.0,1.0,,,,,,,,,,,,,,
332,PT09M00.00S,2021-11-16T01:52:26.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,93.9060446780552,49.754901960784316,1610612754,52,60,2021-11-16T01:52:32Z,3280000,-1.0,5.0,1,right,C. LeVert driving Layup (10 PTS),[1627747],1610612754.0,IND,driving,,,LeVert,C. LeVert,,,,,0.49,Made,10.0,,,,,,,,,,,,,,,,,,
333,PT09M00.00S,2021-11-16T01:52:31.5Z,3,REGULAR,foul,personal,['1freethrow'],1629011,,,1610612754,52,60,2021-11-16T01:52:37Z,3290000,,,0,,M. Robinson shooting personal FOUL (3 PF) (LeVert 1 FT),"[1629011, 1627747]",1610612752.0,NYK,shooting,,,Robinson,M. Robinson,,,,,,,,,,,,1151.0,,,,3.0,0.0,LeVert,1627747.0,,,,,,
335,PT09M00.00S,2021-11-16T01:52:50.9Z,3,REGULAR,freethrow,1 of 1,[],1627747,,,1610612754,52,61,2021-11-16T01:52:50Z,3310000,,,0,,C. LeVert Free Throw 1 of 1 (11 PTS),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
336,PT08M50.00S,2021-11-16T01:53:02.3Z,3,REGULAR,3pt,Jump Shot,[],203095,27.151773981603156,77.69607843137256,1610612752,52,61,2021-11-16T01:53:09Z,3320000,-138.0,203.0,1,left,MISS E. Fournier 24' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,24.55,Missed,,,,,,,,,,,,,,,,,,,
337,PT08M48.00S,2021-11-16T01:53:04.3Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612754,52,61,2021-11-16T01:53:09Z,3330000,,,0,,D. Sabonis REBOUND (Off:1 Def:8),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,336.0,9.0,8.0,1.0,,,,,,,,,,,,,,
338,PT08M33.00S,2021-11-16T01:53:19.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203200,84.1819973718791,62.99019607843137,1610612754,52,61,2021-11-16T01:53:47Z,3340000,65.0,96.0,1,right,MISS J. Holiday 11' pullup Shot,[203200],1610612754.0,IND,pullup,,,Holiday,J. Holiday,,,,,11.61,Missed,,,,,,,,,,,,,,,,,,,
339,PT08M31.00S,2021-11-16T01:53:21.2Z,3,REGULAR,rebound,defensive,[],203095,,,1610612752,52,61,2021-11-16T01:53:26Z,3350000,,,0,,E. Fournier REBOUND (Off:0 Def:3),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,338.0,3.0,3.0,0.0,,,,,,,,,,,,,,
340,PT08M24.00S,2021-11-16T01:53:30.8Z,3,REGULAR,foul,personal,[],1626167,,,1610612752,52,61,2021-11-16T01:53:47Z,3360000,,,0,,M. Turner personal FOUL (2 PF),"[1626167, 1629628]",1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,1151.0,,,,2.0,0.0,Barrett,1629628.0,,,,,,
342,PT08M20.00S,2021-11-16T01:54:03.0Z,3,REGULAR,foul,personal,[],203200,,,1610612752,52,61,2021-11-16T01:54:07Z,3380000,,,0,,J. Holiday personal FOUL (2 PF),"[203200, 203944]",1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,1151.0,,,,2.0,0.0,Randle,203944.0,,,,,,
344,PT08M09.00S,2021-11-16T01:54:26.4Z,3,REGULAR,2pt,Jump Shot,[],202689,27.151773981603156,60.049019607843135,1610612752,52,61,2021-11-16T02:48:32Z,3400000,-50.0,203.0,1,left,MISS K. Walker 20' pullup Shot,[202689],1610612752.0,NYK,pullup,,,Walker,K. Walker,,,,,20.88,Missed,,,,,,,,,,,,,,,,,,,
345,PT08M07.00S,2021-11-16T01:54:28.4Z,3,REGULAR,rebound,defensive,[],1627747,,,1610612754,52,61,2021-11-16T01:54:31Z,3410000,,,0,,C. LeVert REBOUND (Off:0 Def:2),[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,344.0,2.0,2.0,0.0,,,,,,,,,,,,,,
346,PT07M50.00S,2021-11-16T01:54:44.9Z,3,REGULAR,3pt,Jump Shot,[],1626167,94.43166885676742,94.36274509803921,1610612754,52,64,2021-11-16T01:54:49Z,3420000,222.0,0.0,1,right,M. Turner 3PT  (3 PTS) (M. Brogdon 7 AST),"[1626167, 1627763]",1610612754.0,IND,,,,Turner,M. Turner,,,,,22.18,Made,3.0,,,,,,,,,,,,,M. Brogdon,1627763.0,7.0,,,
348,PT07M30.00S,2021-11-16T01:55:04.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202689,5.995400788436268,47.794117647058826,1610612752,54,64,2021-11-16T01:55:08Z,3440000,11.0,4.0,1,left,K. Walker driving Layup (16 PTS),[202689],1610612752.0,NYK,driving,,,Walker,K. Walker,,,,,1.17,Made,16.0,,,,,,,,,,,,,,,,,,
349,PT07M30.00S,2021-11-16T01:55:18.1Z,3,REGULAR,foul,technical,['1freethrow'],202689,,,1610612754,54,64,2021-11-16T01:55:30Z,3450000,,,0,,K. Walker technical FOUL (1 Tech),[202689],1610612752.0,NYK,,,,Walker,K. Walker,,,,,,,,,,,,1155.0,,,,0.0,1.0,,,,,,,,
350,PT07M30.00S,2021-11-16T01:55:32.7Z,3,REGULAR,freethrow,1 of 1,[],1627763,,,1610612754,54,64,2021-11-16T01:55:32Z,3460000,,,0,,MISS M. Brogdon technical Free Throw 1 of 1,[1627763],1610612754.0,IND,technical,,,Brogdon,M. Brogdon,,,,,,Missed,,,,,,,,,,,,,,,,,,,
351,PT07M30.00S,2021-11-16T01:55:32.7Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,54,64,2021-11-16T01:55:32Z,3470000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,350.0,,,,,,,,,,,,,,,,,
352,PT07M10.00S,2021-11-16T01:56:02.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627763,93.11760840998686,55.14705882352941,1610612754,54,66,2021-11-16T01:56:08Z,3480000,26.0,12.0,1,right,M. Brogdon driving Layup (18 PTS),[1627763],1610612754.0,IND,driving,,,Brogdon,M. Brogdon,,,,,2.84,Made,18.0,,,,,,,,,,,,,,,,,,
353,PT06M46.00S,2021-11-16T01:56:29.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203944,6.521024967148489,49.26470588235294,1610612752,56,66,2021-11-16T01:56:35Z,3490000,4.0,9.0,1,left,J. Randle driving Layup (11 PTS) (R. Barrett 1 AST),"[203944, 1629628]",1610612752.0,NYK,driving,,,Randle,J. Randle,,,,,0.95,Made,11.0,,,,,,,,,,,,,R. Barrett,1629628.0,1.0,,,
355,PT06M46.00S,2021-11-16T01:56:32.3Z,3,REGULAR,foul,personal,['1freethrow'],1626167,,,1610612752,56,66,2021-11-16T01:56:53Z,3510000,,,0,,M. Turner shooting personal FOUL (3 PF) (Randle 1 FT),"[1626167, 203944]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,,,,,,,,203177.0,,,,3.0,0.0,Randle,203944.0,,,,,,
357,PT06M46.00S,2021-11-16T01:56:58.0Z,3,REGULAR,freethrow,1 of 1,[],203944,,,1610612752,56,66,2021-11-16T01:57:01Z,3530000,,,0,,MISS J. Randle Free Throw 1 of 1,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Missed,,,,,,,,,,,,,,,,,,,
358,PT06M44.00S,2021-11-16T01:57:00.0Z,3,REGULAR,rebound,defensive,[],1627734,,,1610612754,56,66,2021-11-16T01:57:01Z,3540000,,,0,,D. Sabonis REBOUND (Off:1 Def:9),[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,357.0,10.0,9.0,1.0,,,,,,,,,,,,,,
