actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
91,PT03M51.00S,2021-10-21T00:01:16.0Z,1,REGULAR,substitution,out,[],1629011,,,1610612752,20,24,2021-10-21T00:01:27Z,910000,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT03M51.00S,2021-10-21T00:01:16.0Z,1,REGULAR,substitution,in,[],1630579,,,1610612752,20,24,2021-10-21T00:01:27Z,920000,,,0,,SUB in: J. Sims,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT03M42.00S,2021-10-21T00:01:51.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203095,26.888961892247043,18.627450980392158,1610612752,20,24,2021-10-21T00:01:57Z,930000,157.0,200.0,1,left,MISS E. Fournier 25' 3PT,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,25.44,Missed,,,,,,,,,,,,,,,,,,,
94,PT03M40.00S,2021-10-21T00:01:53.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,20,24,2021-10-21T00:01:57Z,940000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,93.0,,,,,,,,,,,,,,
95,PT03M40.00S,2021-10-21T00:01:57.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612752,20,24,2021-10-21T00:01:57Z,950000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M33.00S,2021-10-21T00:02:22.1Z,1,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612752,20,24,2021-10-21T00:02:31Z,960000,,,0,,A. Nesmith shooting personal FOUL (1 PF) (Sims 2 FT),"[1630174, 1630579]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,203177.0,1.0,0.0,Sims,1630579.0,,,,,,
100,PT03M33.00S,2021-10-21T00:02:36.9Z,1,REGULAR,substitution,out,[],1629628,,,1610612752,20,24,2021-10-21T00:02:59Z,975000,,,0,,SUB out: R. Barrett,[1629628],1610612752.0,NYK,,,,Barrett,R. Barrett,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M33.00S,2021-10-21T00:02:36.9Z,1,REGULAR,substitution,in,[],202692,,,1610612752,20,24,2021-10-21T00:02:59Z,977500,,,0,,SUB in: A. Burks,[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M33.00S,2021-10-21T00:02:51.8Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1630579,,,1610612752,20,24,2021-10-21T00:02:51Z,980000,,,0,,MISS J. Sims Free Throw 1 of 2,[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,Missed,,,,,,,,,,,,,,,,,,,
99,PT03M33.00S,2021-10-21T00:02:51.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612752,20,24,2021-10-21T00:02:51Z,990000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,98.0,,,,,,,,,,,,,,
102,PT03M33.00S,2021-10-21T00:03:16.7Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1630579,,,1610612752,21,24,2021-10-21T00:03:16Z,1000000,,,0,,J. Sims Free Throw 2 of 2 (1 PTS),[1630579],1610612752.0,NYK,,,,Sims,J. Sims,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
103,PT03M17.00S,2021-10-21T00:03:34.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203471,82.7365308804205,49.50980392156863,1610612738,21,24,2021-10-21T00:03:38Z,1010000,-2.0,110.0,1,right,MISS D. Schroder 10' pullup Shot,[203471],1610612738.0,BOS,pullup,,,Schroder,D. Schroder,,,,,10.98,Missed,,,,,,,,,,,,,,,,,,,
104,PT03M15.00S,2021-10-21T00:03:36.9Z,1,REGULAR,rebound,defensive,[],203095,,,1610612752,21,24,2021-10-21T00:03:38Z,1020000,,,0,,E. Fournier REBOUND (Off:0 Def:1),[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,103.0,1.0,1.0,0.0,,,,,,,,,,,
105,PT03M10.00S,2021-10-21T00:03:44.7Z,1,REGULAR,foul,personal,['2freethrow'],1629641,,,1610612752,21,24,2021-10-21T00:03:49Z,1030000,,,0,,R. Langford shooting personal FOUL (2 PF) (Randle 2 FT),"[1629641, 203944]",1610612738.0,BOS,shooting,,,Langford,R. Langford,,,,,,,,,,,,,,,2530.0,2.0,0.0,Randle,203944.0,,,,,,
107,PT03M10.00S,2021-10-21T00:04:12.8Z,1,REGULAR,freethrow,1 of 2,[],203944,,,1610612752,22,24,2021-10-21T00:04:12Z,1050000,,,0,,J. Randle Free Throw 1 of 2 (7 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
108,PT03M10.00S,2021-10-21T00:04:34.6Z,1,REGULAR,freethrow,2 of 2,[],203944,,,1610612752,23,24,2021-10-21T00:04:34Z,1060000,,,0,,J. Randle Free Throw 2 of 2 (8 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
109,PT02M59.00S,2021-10-21T00:04:53.1Z,1,REGULAR,2pt,Jump Shot,[],1628369,77.61169513797634,53.431372549019606,1610612738,23,26,2021-10-21T00:06:23Z,1070000,17.0,158.0,1,right,J. Tatum 15' pullup Jump Shot (2 PTS) (G. Williams 2 AST),"[1628369, 1629684]",1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,15.89,Made,2.0,,,,,,,,,,,,,,,G. Williams,1629684.0,2.0,
111,PT02M44.00S,2021-10-21T00:05:08.7Z,1,REGULAR,2pt,Jump Shot,[],203944,7.5722733245729295,67.15686274509804,1610612752,23,26,2021-10-21T00:05:12Z,1090000,-86.0,19.0,1,left,MISS J. Randle 8' turnaround Shot,[203944],1610612752.0,NYK,turnaround,,,Randle,J. Randle,,,,,8.78,Missed,,,,,,,,,,,,,,,,,,,
112,PT02M42.00S,2021-10-21T00:05:10.7Z,1,REGULAR,rebound,defensive,[],1630174,,,1610612738,23,26,2021-10-21T00:05:12Z,1100000,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,111.0,1.0,1.0,0.0,,,,,,,,,,,
113,PT02M39.00S,2021-10-21T00:05:13.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629641,78.0059132720105,91.17647058823529,1610612738,23,29,2021-10-21T00:05:17Z,1110000,206.0,154.0,1,right,R. Langford 25' 3PT  (3 PTS) (D. Schroder 2 AST),"[1629641, 203471]",1610612738.0,BOS,,,,Langford,R. Langford,,,,,25.72,Made,3.0,,,,,,,,,,,,,,,D. Schroder,203471.0,2.0,
115,PT02M17.00S,2021-10-21T00:05:37.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203944,7.966491458607096,50.98039215686274,1610612752,25,29,2021-10-21T00:05:40Z,1130000,-5.0,22.0,1,left,J. Randle Layup (10 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,2.29,Made,10.0,,,,,,,,,,,,,,,,,,
116,PT02M17.00S,2021-10-21T00:05:40.5Z,1,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629684,,,1610612752,25,29,2021-10-21T00:05:49Z,1140000,,,0,,G. Williams shooting personal FOUL (2 PF) (Randle 1 FT),"[1629684, 203944]",1610612738.0,BOS,shooting,,,Williams,G. Williams,,,,,,,,,,,,,,,1162.0,2.0,0.0,Randle,203944.0,,,,,,
118,PT02M17.00S,2021-10-21T00:05:55.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,25,29,2021-10-21T00:05:55Z,1160000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M17.00S,2021-10-21T00:05:55.8Z,1,REGULAR,substitution,out,[],203095,,,1610612752,25,29,2021-10-21T00:08:50Z,1170000,,,0,,SUB out: E. Fournier,[203095],1610612752.0,NYK,,,,Fournier,E. Fournier,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M17.00S,2021-10-21T00:05:55.8Z,1,REGULAR,substitution,out,[],1628369,,,1610612752,25,29,2021-10-21T00:08:50Z,1180000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M17.00S,2021-10-21T00:05:55.8Z,1,REGULAR,substitution,out,[],1629684,,,1610612752,25,29,2021-10-21T00:08:50Z,1190000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M17.00S,2021-10-21T00:05:55.8Z,1,REGULAR,substitution,in,[],1630193,,,1610612752,25,29,2021-10-21T00:08:50Z,1200000,,,0,,SUB in: I. Quickley,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M17.00S,2021-10-21T00:05:55.8Z,1,REGULAR,substitution,in,[],1627759,,,1610612752,25,29,2021-10-21T00:08:50Z,1210000,,,0,,SUB in: J. Brown,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M17.00S,2021-10-21T00:05:55.8Z,1,REGULAR,substitution,in,[],1629057,,,1610612752,25,29,2021-10-21T00:08:50Z,1220000,,,0,,SUB in: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M17.00S,2021-10-21T00:09:27.3Z,1,REGULAR,freethrow,1 of 1,[],203944,,,1610612752,26,29,2021-10-21T00:09:27Z,1230000,,,0,,J. Randle Free Throw 1 of 1 (11 PTS),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
126,PT02M08.00S,2021-10-21T00:09:41.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203471,93.51182654402102,52.450980392156865,1610612738,26,29,2021-10-21T00:09:48Z,1240000,12.0,8.0,1,right,MISS D. Schroder driving Layup - blocked,"[203471, 201565]",1610612738.0,BOS,driving,,,Schroder,D. Schroder,,,,,1.5,Missed,,,,,,,,,,,,,,Rose,201565.0,,,,
127,PT02M08.00S,2021-10-21T00:09:41.4Z,1,REGULAR,block,,[],201565,,,1610612738,26,29,2021-10-21T00:09:44Z,1250000,,,0,,D. Rose BLOCK (1 BLK),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M06.00S,2021-10-21T00:09:43.4Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,26,29,2021-10-21T00:09:48Z,1260000,,,0,,J. Randle REBOUND (Off:0 Def:1),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,126.0,1.0,1.0,0.0,,,,,,,,,,,
129,PT02M02.00S,2021-10-21T00:09:47.0Z,1,REGULAR,turnover,bad pass,[],203944,,,1610612752,26,29,2021-10-21T00:10:17Z,1270000,,,0,,J. Randle bad pass TURNOVER (1 TO),"[203944, 1629057]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,1.0,Williams III,1629057.0,,,,,,,,,,,,,,,
130,PT02M02.00S,2021-10-21T00:09:47.0Z,1,REGULAR,steal,,[],1629057,,,1610612738,26,29,2021-10-21T00:09:49Z,1280000,,,0,,R. Williams III STEAL (1 STL),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT01M56.00S,2021-10-21T00:09:53.3Z,1,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",203471,80.89684625492772,12.990196078431374,1610612738,26,29,2021-10-21T00:09:58Z,1290000,-185.0,127.0,1,right,MISS D. Schroder 22' Jump Shot,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,22.45,Missed,,,,,,,,,,,,,,,,,,,
132,PT01M54.00S,2021-10-21T00:09:55.3Z,1,REGULAR,rebound,defensive,[],203944,,,1610612752,26,29,2021-10-21T00:09:58Z,1300000,,,0,,J. Randle REBOUND (Off:0 Def:2),[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,131.0,2.0,2.0,0.0,,,,,,,,,,,
133,PT01M42.00S,2021-10-21T00:10:07.3Z,1,REGULAR,3pt,Jump Shot,[],203944,9.806176084099869,5.147058823529411,1610612752,26,29,2021-10-21T00:10:13Z,1310000,224.0,40.0,1,left,MISS J. Randle 3PT,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,22.78,Missed,,,,,,,,,,,,,,,,,,,
134,PT01M40.00S,2021-10-21T00:10:09.3Z,1,REGULAR,rebound,defensive,[],203471,,,1610612738,26,29,2021-10-21T00:10:13Z,1320000,,,0,,D. Schroder REBOUND (Off:0 Def:1),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,,,,
135,PT01M31.00S,2021-10-21T00:10:18.8Z,1,REGULAR,2pt,Jump Shot,[],1627759,72.22404730617609,45.588235294117645,1610612738,26,29,2021-10-21T00:10:23Z,1330000,-22.0,209.0,1,right,MISS J. Brown 20' Jump Shot,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,20.98,Missed,,,,,,,,,,,,,,,,,,,
136,PT01M29.00S,2021-10-21T00:10:20.8Z,1,REGULAR,rebound,defensive,[],202692,,,1610612752,26,29,2021-10-21T00:10:23Z,1340000,,,0,,A. Burks REBOUND (Off:0 Def:1),[202692],1610612752.0,NYK,,,,Burks,A. Burks,,,,,,,,,,,135.0,1.0,1.0,0.0,,,,,,,,,,,
137,PT01M23.00S,2021-10-21T00:10:27.3Z,1,REGULAR,3pt,Jump Shot,[],202692,31.882391590013142,37.254901960784316,1610612752,29,29,2021-10-21T00:10:32Z,1350000,64.0,247.0,1,left,A. Burks 25' 3PT  (3 PTS) (J. Randle 1 AST),"[202692, 203944]",1610612752.0,NYK,,,,Burks,A. Burks,,,,,25.53,Made,3.0,,,,,,,,,,,,,,,J. Randle,203944.0,1.0,
139,PT01M01.00S,2021-10-21T00:10:48.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,89.83245729303549,50.49019607843137,1610612738,29,31,2021-10-21T00:11:27Z,1370000,2.0,43.0,1,right,J. Brown driving floating Jump Shot (16 PTS),[1627759],1610612738.0,BOS,driving floating,,,Brown,J. Brown,,,,,4.32,Made,16.0,,,,,,,,,,,,,,,,,,
140,PT00M48.10S,2021-10-21T00:11:05.6Z,1,REGULAR,turnover,lost ball,[],203944,,,1610612752,29,31,2021-10-21T00:11:09Z,1380000,,,0,,J. Randle lost ball TURNOVER (2 TO),"[203944, 203471]",1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,2.0,Schroder,203471.0,,,,,,,,,,,,,,,
141,PT00M48.10S,2021-10-21T00:11:05.6Z,1,REGULAR,steal,,[],203471,,,1610612738,29,31,2021-10-21T00:15:50Z,1390000,,,0,,D. Schroder STEAL (1 STL),[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M43.80S,2021-10-21T00:11:10.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627759,94.1688567674113,47.30392156862745,1610612738,29,33,2021-10-21T00:11:16Z,1400000,-13.0,2.0,1,right,J. Brown driving Layup (18 PTS) (A. Nesmith 1 AST),"[1627759, 1630174]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,1.37,Made,18.0,,,,,,,,,,,,,,,A. Nesmith,1630174.0,1.0,
144,PT00M43.80S,2021-10-21T00:11:14.3Z,1,REGULAR,foul,personal,['1freethrow'],202692,,,1610612738,29,33,2021-10-21T00:11:21Z,1420000,,,0,,A. Burks shooting personal FOUL (1 PF) (Brown 1 FT),"[202692, 1627759]",1610612752.0,NYK,shooting,,,Burks,A. Burks,,,,,,,,,,,,,,,1162.0,1.0,0.0,Brown,1627759.0,,,,,,
146,PT00M43.80S,2021-10-21T00:11:14.3Z,1,REGULAR,substitution,out,[],203944,,,1610612738,29,33,2021-10-21T00:11:26Z,1440000,,,0,,SUB out: J. Randle,[203944],1610612752.0,NYK,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M43.80S,2021-10-21T00:11:14.3Z,1,REGULAR,substitution,in,[],1630167,,,1610612738,29,33,2021-10-21T00:11:26Z,1450000,,,0,,SUB in: O. Toppin,[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M43.80S,2021-10-21T00:11:14.3Z,1,REGULAR,substitution,out,[],1629641,,,1610612738,29,33,2021-10-21T00:11:46Z,1460000,,,0,,SUB out: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M43.80S,2021-10-21T00:11:14.3Z,1,REGULAR,substitution,in,[],1628369,,,1610612738,29,33,2021-10-21T00:11:46Z,1470000,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M43.80S,2021-10-21T00:12:02.7Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1627759,,,1610612738,29,33,2021-10-21T00:12:02Z,1480000,,,0,,MISS J. Brown Free Throw 1 of 1,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Missed,,,,,,,,,,,,,,,,,,,
151,PT00M42.00S,2021-10-21T00:12:04.5Z,1,REGULAR,rebound,offensive,[],1630174,,,1610612738,29,33,2021-10-21T00:12:10Z,1490000,,,0,,A. Nesmith REBOUND (Off:1 Def:1),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,150.0,2.0,1.0,1.0,,,,,,,,,,,
152,PT00M37.10S,2021-10-21T00:12:09.7Z,1,REGULAR,turnover,bad pass,[],1628369,,,1610612738,29,33,2021-10-21T00:12:12Z,1500000,,,0,,J. Tatum bad pass TURNOVER (2 TO),"[1628369, 201565]",1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,2.0,Rose,201565.0,,,,,,,,,,,,,,,
153,PT00M37.10S,2021-10-21T00:12:09.7Z,1,REGULAR,steal,,[],201565,,,1610612752,29,33,2021-10-21T00:12:11Z,1510000,,,0,,D. Rose STEAL (1 STL),[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M31.60S,2021-10-21T00:12:15.1Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",201565,30.831143232588698,63.970588235294116,1610612752,29,33,2021-10-21T00:12:21Z,1520000,-70.0,237.0,1,left,MISS D. Rose 24' 3PT,[201565],1610612752.0,NYK,,,,Rose,D. Rose,,,,,24.74,Missed,,,,,,,,,,,,,,,,,,,
155,PT00M29.00S,2021-10-21T00:12:17.7Z,1,REGULAR,rebound,offensive,[],1630167,,,1610612752,29,33,2021-10-21T00:12:17Z,1530000,,,0,,O. Toppin REBOUND (Off:1 Def:0),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,154.0,1.0,0.0,1.0,,,,,,,,,,,
156,PT00M26.30S,2021-10-21T00:12:20.4Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630193,29.25427069645204,72.30392156862744,1610612752,29,33,2021-10-21T00:12:27Z,1540000,-112.0,222.0,1,left,MISS I. Quickley 24' 3PT,[1630193],1610612752.0,NYK,,,,Quickley,I. Quickley,,,,,24.89,Missed,,,,,,,,,,,,,,,,,,,
157,PT00M23.70S,2021-10-21T00:12:23.0Z,1,REGULAR,rebound,defensive,[],1629057,,,1610612738,29,33,2021-10-21T00:12:27Z,1550000,,,0,,R. Williams III REBOUND (Off:1 Def:1),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,156.0,2.0,1.0,1.0,,,,,,,,,,,
158,PT00M04.20S,2021-10-21T00:12:45.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630167,,,1610612738,29,33,2021-10-21T00:12:53Z,1560000,,,0,,O. Toppin personal FOUL (1 PF) (Brown 2 FT),"[1630167, 1627759]",1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,1162.0,1.0,0.0,Brown,1627759.0,,,,,,
160,PT00M04.20S,2021-10-21T00:13:11.7Z,1,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,29,34,2021-10-21T00:13:11Z,1580000,,,0,,J. Brown Free Throw 1 of 2 (19 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,19.0,,,,,,,,,,,,,,,,,,
161,PT00M04.20S,2021-10-21T00:13:26.8Z,1,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,29,35,2021-10-21T00:13:26Z,1590000,,,0,,J. Brown Free Throw 2 of 2 (20 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,Made,20.0,,,,,,,,,,,,,,,,,,
162,PT00M01.00S,2021-10-21T00:13:43.5Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201565,7.30946123521682,54.41176470588235,1610612752,29,35,2021-10-21T00:13:50Z,1600000,-22.0,16.0,1,left,MISS D. Rose driving Layup,[201565],1610612752.0,NYK,driving,,,Rose,D. Rose,,,,,2.74,Missed,,,,,,,,,,,,,,,,,,,
163,PT00M01.00S,2021-10-21T00:13:43.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612752,29,35,2021-10-21T00:13:50Z,1610000,,,0,,TEAM offensive REBOUND,[],1610612752.0,NYK,,,,,,,,,,,,,,,,162.0,,,,,,,,,,,,,,
164,PT00M00.00S,2021-10-21T00:13:47.7Z,1,REGULAR,period,end,[],0,,,1610612752,29,35,2021-10-21T00:13:47Z,1620000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2021-10-21T00:16:54.2Z,2,REGULAR,substitution,out,['startperiod'],1630174,,,1610612752,29,35,2021-10-21T00:17:29Z,1630000,,,0,,SUB out: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-10-21T00:16:54.2Z,2,REGULAR,substitution,out,['startperiod'],1628369,,,1610612752,29,35,2021-10-21T00:17:29Z,1640000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-10-21T00:16:54.2Z,2,REGULAR,substitution,in,['startperiod'],1629641,,,1610612752,29,35,2021-10-21T00:17:29Z,1650000,,,0,,SUB in: R. Langford,[1629641],1610612738.0,BOS,,,,Langford,R. Langford,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-10-21T00:16:54.2Z,2,REGULAR,substitution,in,['startperiod'],1630202,,,1610612752,29,35,2021-10-21T00:17:29Z,1660000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-10-21T00:17:29.3Z,2,REGULAR,period,start,[],0,,,1610612738,29,35,2021-10-21T00:17:29Z,1670000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M35.00S,2021-10-21T00:17:53.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629641,87.20433639947439,50.49019607843137,1610612738,29,37,2021-10-21T00:18:14Z,1680000,2.0,68.0,1,right,R. Langford 6' driving floating Jump Shot (5 PTS) (D. Schroder 3 AST),"[1629641, 203471]",1610612738.0,BOS,driving floating,,,Langford,R. Langford,,,,,6.78,Made,5.0,,,,,,,,,,,,,,,D. Schroder,203471.0,3.0,
172,PT11M14.00S,2021-10-21T00:18:16.6Z,2,REGULAR,turnover,traveling,[],1630167,,,1610612752,29,37,2021-10-21T00:18:21Z,1700000,,,0,,O. Toppin traveling TURNOVER (1 TO),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,1.0,,,,,,,1162.0,,,,,,,,,,
173,PT10M54.00S,2021-10-21T00:18:47.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,84.97043363994744,94.11764705882352,1610612738,29,37,2021-10-21T00:18:53Z,1710000,221.0,89.0,1,right,MISS P. Pritchard 3PT,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,23.78,Missed,,,,,,,,,,,,,,,,,,,
174,PT10M52.00S,2021-10-21T00:18:49.2Z,2,REGULAR,rebound,defensive,[],1630167,,,1610612752,29,37,2021-10-21T00:18:53Z,1720000,,,0,,O. Toppin REBOUND (Off:1 Def:1),[1630167],1610612752.0,NYK,,,,Toppin,O. Toppin,,,,,,,,,,,173.0,2.0,1.0,1.0,,,,,,,,,,,
175,PT10M45.00S,2021-10-21T00:18:56.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201565,5.863994743758213,49.26470588235294,1610612752,29,37,2021-10-21T00:19:01Z,1730000,4.0,3.0,1,left,MISS D. Rose driving Layup,[201565],1610612752.0,NYK,driving,,,Rose,D. Rose,,,,,0.45,Missed,,,,,,,,,,,,,,,,,,,
176,PT10M43.00S,2021-10-21T00:18:58.1Z,2,REGULAR,rebound,defensive,[],1630202,,,1610612738,29,37,2021-10-21T00:19:01Z,1740000,,,0,,P. Pritchard REBOUND (Off:0 Def:1),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,175.0,1.0,1.0,0.0,,,,,,,,,,,
177,PT10M30.00S,2021-10-21T00:19:14.1Z,2,REGULAR,foul,personal,['2freethrow'],202692,,,1610612738,29,37,2021-10-21T00:19:45Z,1750000,,,0,,A. Burks shooting personal FOUL (2 PF) (Williams III 2 FT),"[202692, 1629057]",1610612752.0,NYK,shooting,,,Burks,A. Burks,,,,,,,,,,,,,,,2530.0,2.0,0.0,Williams III,1629057.0,,,,,,
181,PT10M30.00S,2021-10-21T00:19:29.9Z,2,REGULAR,substitution,out,[],203471,,,1610612738,29,37,2021-10-21T00:19:52Z,1765000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
