actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
424,PT07M04.00S,2024-11-18T01:40:58.1Z,3,REGULAR,3pt,Jump Shot,[],1629652,79.97700394218134,93.13725490196079,1610612760,73,78,2024-11-18T01:43:39Z,4190000,False,216.0,136.0,1,right,MISS L. Dort 25' 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Right Center,25.48,Missed,,,,,,,,,,,,,,,,,,
425,PT07M00.00S,2024-11-18T01:41:02.1Z,3,REGULAR,rebound,defensive,[],1629656,,,1610612742,73,78,2024-11-18T01:41:03Z,4200000,False,,,0,,Q. Grimes REBOUND (Off:0 Def:3),[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,Above the Break 3,24+ Right Center,,,,424.0,3.0,3.0,0.0,,,,,,,,,,,,,
426,PT06M55.00S,2024-11-18T01:41:09.3Z,3,REGULAR,foul,personal,['2freethrow'],1628983,,,1610612742,73,78,2024-11-18T01:41:16Z,4210000,False,,,0,,S. Gilgeous-Alexander shooting personal FOUL (1 PF) (Irving 2 FT),"[1628983, 202681]",1610612760.0,OKC,shooting,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627526.0,,1.0,0.0,Irving,202681.0,,
429,PT06M55.00S,2024-11-18T01:41:41.6Z,3,REGULAR,freethrow,1 of 2,[],202681,,,1610612742,73,79,2024-11-18T01:41:41Z,4230000,False,,,0,,K. Irving Free Throw 1 of 2 (14 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
430,PT06M55.00S,2024-11-18T01:41:42.2Z,3,REGULAR,substitution,out,[],202691,,,1610612742,73,79,2024-11-18T01:41:50Z,4240000,False,,,0,,SUB out: K. Thompson,[202691],1610612742.0,DAL,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT06M55.00S,2024-11-18T01:41:42.2Z,3,REGULAR,substitution,out,[],1629656,,,1610612742,73,79,2024-11-18T01:41:50Z,4250000,False,,,0,,SUB out: Q. Grimes,[1629656],1610612742.0,DAL,,,,Grimes,Q. Grimes,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT06M55.00S,2024-11-18T01:41:42.2Z,3,REGULAR,substitution,in,[],1630702,,,1610612742,73,79,2024-11-18T01:41:50Z,4260000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT06M55.00S,2024-11-18T01:41:42.2Z,3,REGULAR,substitution,in,[],1630230,,,1610612742,73,79,2024-11-18T01:41:50Z,4270000,False,,,0,,SUB in: N. Marshall,[1630230],1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT06M55.00S,2024-11-18T01:42:08.6Z,3,REGULAR,freethrow,2 of 2,[],202681,,,1610612742,73,80,2024-11-18T01:42:08Z,4280000,False,,,0,,K. Irving Free Throw 2 of 2 (15 PTS),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,Made,15.0,,,,,,,,,,,,,,,,,
435,PT06M39.00S,2024-11-18T01:42:26.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,91.67214191852825,56.127450980392155,1610612760,75,80,2024-11-18T01:44:22Z,4290000,False,31.0,26.0,1,right,J. Williams driving finger roll Layup (10 PTS) (I. Joe 2 AST),"[1631114, 1630198]",1610612760.0,OKC,driving finger roll,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,4.0,Made,10.0,,,,,I. Joe,1630198.0,2.0,,,,,,,,,,
437,PT06M23.00S,2024-11-18T01:42:41.8Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1641726,9.149145860709593,38.23529411764706,1610612742,75,82,2024-11-18T01:42:45Z,4310000,False,59.0,34.0,1,left,D. Lively II 6' Hook (4 PTS) (K. Irving 6 AST),"[1641726, 202681]",1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,In The Paint (Non-RA),0-8 Center,6.77,Made,4.0,,,,,K. Irving,202681.0,6.0,,,,,,,,,,
439,PT06M07.00S,2024-11-18T01:42:58.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,92.19776609724047,53.431372549019606,1610612760,75,82,2024-11-18T01:44:51Z,4330000,False,17.0,21.0,1,right,MISS S. Gilgeous-Alexander driving floating bank Shot,[1628983],1610612760.0,OKC,driving floating bank,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.7,Missed,,,,,,,,,,,,,,,,,,
440,PT06M05.00S,2024-11-18T01:43:00.7Z,3,REGULAR,rebound,defensive,[],1629023,,,1610612742,75,82,2024-11-18T01:43:03Z,4340000,False,,,0,,P. Washington REBOUND (Off:5 Def:9),[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,439.0,14.0,9.0,5.0,,,,,,,,,,,,,
441,PT06M03.00S,2024-11-18T01:43:05.0Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",202681,6.915243101182654,48.529411764705884,1610612742,75,82,2024-11-18T01:45:39Z,4350000,False,7.0,13.0,1,left,MISS K. Irving running Layup - blocked,"[202681, 1630598]",1610612742.0,DAL,running,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,1.45,Missed,,,,,,,,,Wiggins,1630598.0,,,,,,,,
442,PT06M03.00S,2024-11-18T01:43:05.0Z,3,REGULAR,block,,[],1630598,,,1610612742,75,82,2024-11-18T01:43:07Z,4360000,False,,,0,,A. Wiggins BLOCK (1 BLK),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
443,PT06M02.00S,2024-11-18T01:43:06.0Z,3,REGULAR,rebound,offensive,[],202681,,,1610612742,75,82,2024-11-18T01:45:39Z,4370000,False,,,0,,K. Irving REBOUND (Off:1 Def:0),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,,441.0,1.0,0.0,1.0,,,,,,,,,,,,,
444,PT05M59.00S,2024-11-18T01:43:08.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202681,6.258212877792378,50.73529411764706,1610612742,75,84,2024-11-18T01:45:49Z,4380000,False,-4.0,6.0,1,left,K. Irving putback Layup (17 PTS),[202681],1610612742.0,DAL,putback,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,0.73,Made,17.0,,,,,,,,,,,,,,,,,
445,PT05M39.00S,2024-11-18T01:43:25.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,92.72339027595268,50.73529411764706,1610612760,77,84,2024-11-18T01:43:29Z,4390000,False,4.0,16.0,1,right,L. Dort cutting Layup (18 PTS) (S. Gilgeous-Alexander 5 AST),"[1629652, 1628983]",1610612760.0,OKC,cutting,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,1.63,Made,18.0,,,,,S. Gilgeous-Alexander,1628983.0,5.0,,,,,,,,,,
447,PT05M29.00S,2024-11-18T01:43:39.7Z,3,REGULAR,foul,personal,[],1630198,,,1610612742,77,84,2024-11-18T01:43:52Z,4410000,False,,,0,,I. Joe personal FOUL (4 PF),"[1630198, 1630230]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,200834.0,,4.0,0.0,Marshall,1630230.0,,
449,PT05M29.00S,2024-11-18T01:43:55.5Z,3,REGULAR,substitution,out,[],1631114,,,1610612742,77,84,2024-11-18T01:44:08Z,4430000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT05M29.00S,2024-11-18T01:43:55.5Z,3,REGULAR,substitution,out,[],1630598,,,1610612742,77,84,2024-11-18T01:44:08Z,4440000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT05M29.00S,2024-11-18T01:43:55.5Z,3,REGULAR,substitution,out,[],1641726,,,1610612742,77,84,2024-11-18T01:44:08Z,4450000,False,,,0,,SUB out: D. Lively II,[1641726],1610612742.0,DAL,,,,Lively II,D. Lively II,,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT05M29.00S,2024-11-18T01:43:55.5Z,3,REGULAR,substitution,out,[],1629023,,,1610612742,77,84,2024-11-18T01:44:08Z,4460000,False,,,0,,SUB out: P. Washington,[1629023],1610612742.0,DAL,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT05M29.00S,2024-11-18T01:43:55.5Z,3,REGULAR,substitution,in,[],1641717,,,1610612742,77,84,2024-11-18T01:44:08Z,4470000,False,,,0,,SUB in: C. Wallace,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT05M29.00S,2024-11-18T01:43:55.5Z,3,REGULAR,substitution,in,[],1641794,,,1610612742,77,84,2024-11-18T01:44:08Z,4480000,False,,,0,,SUB in: D. Jones,[1641794],1610612760.0,OKC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
455,PT05M29.00S,2024-11-18T01:43:55.5Z,3,REGULAR,substitution,in,[],1628467,,,1610612742,77,84,2024-11-18T01:44:08Z,4490000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
456,PT05M29.00S,2024-11-18T01:43:55.5Z,3,REGULAR,substitution,in,[],1629655,,,1610612742,77,84,2024-11-18T01:44:08Z,4500000,False,,,0,,SUB in: D. Gafford,[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,,,,,,,,,,,,,,,,,,,
457,PT05M14.00S,2024-11-18T01:44:29.5Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628467,6.1268068331143235,50.0,1610612742,77,86,2024-11-18T01:44:38Z,4510000,False,0.0,5.0,1,left,M. Kleber driving DUNK (2 PTS) (N. Marshall 2 AST),"[1628467, 1630230]",1610612742.0,DAL,driving,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,0.51,Made,2.0,,,,,N. Marshall,1630230.0,2.0,,,,,,,,,,
459,PT05M00.00S,2024-11-18T01:44:43.3Z,3,REGULAR,3pt,Jump Shot,[],1630198,73.53810775295663,14.950980392156863,1610612760,77,86,2024-11-18T01:44:57Z,4530000,False,-175.0,196.0,1,right,MISS I. Joe 26' 3PT,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,26.3,Missed,,,,,,,,,,,,,,,,,,
460,PT04M58.00S,2024-11-18T01:44:45.3Z,3,REGULAR,rebound,offensive,[],1629652,,,1610612760,77,86,2024-11-18T01:44:57Z,4540000,False,,,0,,L. Dort REBOUND (Off:1 Def:3),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Above the Break 3,24+ Left Center,,,,459.0,4.0,3.0,1.0,,,,,,,,,,,,,
462,PT04M58.00S,2024-11-18T01:44:56.1Z,3,REGULAR,substitution,out,[],1630198,,,1610612760,77,86,2024-11-18T01:45:00Z,4560000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
463,PT04M58.00S,2024-11-18T01:44:56.1Z,3,REGULAR,substitution,in,[],1629026,,,1610612760,77,86,2024-11-18T01:45:00Z,4570000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
464,PT04M50.00S,2024-11-18T01:45:24.8Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629026,73.14388961892247,15.931372549019606,1610612760,77,86,2024-11-18T01:45:29Z,4580000,False,-170.0,200.0,1,right,MISS K. Williams 26' 3PT - blocked,"[1629026, 1629655]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Left Center,26.26,Missed,,,,,,,,,Gafford,1629655.0,,,,,,,,
465,PT04M50.00S,2024-11-18T01:45:24.8Z,3,REGULAR,block,,[],1629655,,,1610612760,77,86,2024-11-18T01:45:28Z,4590000,False,,,0,,D. Gafford BLOCK (1 BLK),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
466,PT04M48.00S,2024-11-18T01:45:26.8Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612760,77,86,2024-11-18T01:45:29Z,4600000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,464.0,,,,,,,,,,,,,,,,
468,PT04M46.00S,2024-11-18T01:45:46.5Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1641794,75.50919842312747,14.950980392156863,1610612760,80,86,2024-11-18T01:45:51Z,4620000,False,-175.0,178.0,1,right,D. Jones 24' 3PT  (10 PTS) (S. Gilgeous-Alexander 6 AST),"[1641794, 1628983]",1610612760.0,OKC,,,,Jones,D. Jones,,,,,Above the Break 3,24+ Left Center,24.95,Made,10.0,,,,,S. Gilgeous-Alexander,1628983.0,6.0,,,,,,,,,,
470,PT04M20.00S,2024-11-18T01:46:11.2Z,3,REGULAR,3pt,Jump Shot,[],1630702,2.8416557161629434,95.58823529411765,1610612742,80,86,2024-11-18T01:46:27Z,4640000,False,-228.0,-26.0,1,left,MISS J. Hardy 3PT,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Left Corner 3,24+ Left,22.94,Missed,,,,,,,,,,,,,,,,,,
471,PT04M19.00S,2024-11-18T01:46:12.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612742,80,86,2024-11-18T01:46:27Z,4650000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Left Corner 3,24+ Left,,,,470.0,,,,,,,,,,,,,,,,
472,PT04M19.00S,2024-11-18T01:46:22.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629026,,,1610612742,80,86,2024-11-18T01:46:32Z,4660000,False,,,0,,K. Williams loose ball personal FOUL (2 PF) (Gafford 2 FT),"[1629026, 1629655]",1610612760.0,OKC,loose ball,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627526.0,,2.0,0.0,Gafford,1629655.0,,
474,PT04M19.00S,2024-11-18T01:46:47.3Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629655,,,1610612742,80,87,2024-11-18T01:46:47Z,4680000,False,,,0,,D. Gafford Free Throw 1 of 2 (8 PTS),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
475,PT04M19.00S,2024-11-18T01:47:06.2Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629655,,,1610612742,80,88,2024-11-18T01:47:06Z,4690000,False,,,0,,D. Gafford Free Throw 2 of 2 (9 PTS),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
476,PT04M04.00S,2024-11-18T01:47:27.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,93.51182654402102,47.794117647058826,1610612760,82,88,2024-11-18T01:47:32Z,4700000,False,-11.0,8.0,1,right,S. Gilgeous-Alexander driving Layup (26 PTS) (D. Jones 2 AST),"[1628983, 1641794]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.39,Made,26.0,,,,,D. Jones,1641794.0,2.0,,,,,,,,,,
478,PT04M04.00S,2024-11-18T01:47:32.8Z,3,REGULAR,foul,personal,['1freethrow'],1629655,,,1610612760,82,88,2024-11-18T01:47:39Z,4720000,False,,,0,,D. Gafford shooting personal FOUL (2 PF) (Gilgeous-Alexander 1 FT),"[1629655, 1628983]",1610612742.0,DAL,shooting,,,Gafford,D. Gafford,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,200834.0,,2.0,0.0,Gilgeous-Alexander,1628983.0,,
480,PT04M04.00S,2024-11-18T01:48:01.0Z,3,REGULAR,freethrow,1 of 1,[],1628983,,,1610612760,83,88,2024-11-18T01:48:01Z,4740000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 1 (27 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,27.0,,,,,,,,,,,,,,,,,
481,PT03M52.00S,2024-11-18T01:48:15.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630230,19.136005256241788,59.31372549019608,1610612742,83,90,2024-11-18T01:49:48Z,4750000,False,-47.0,127.0,1,left,N. Marshall 13' pullup Jump Shot (13 PTS),[1630230],1610612742.0,DAL,pullup,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),8-16 Center,13.57,Made,13.0,,,,,,,,,,,,,,,,,
482,PT03M32.00S,2024-11-18T01:48:34.9Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629026,86.5473061760841,64.70588235294117,1610612760,83,90,2024-11-18T01:50:21Z,4760000,False,74.0,74.0,1,right,MISS K. Williams 10' fadeaway Shot,[1629026],1610612760.0,OKC,fadeaway,,,Williams,K. Williams,,,,,In The Paint (Non-RA),8-16 Right,10.43,Missed,,,,,,,,,,,,,,,,,,
483,PT03M30.00S,2024-11-18T01:48:36.9Z,3,REGULAR,rebound,defensive,[],1629655,,,1610612742,83,90,2024-11-18T01:48:38Z,4770000,False,,,0,,D. Gafford REBOUND (Off:6 Def:2),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),8-16 Right,,,,482.0,8.0,2.0,6.0,,,,,,,,,,,,,
484,PT03M11.00S,2024-11-18T01:48:56.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630702,4.944152431011826,40.19607843137255,1610612742,83,90,2024-11-18T01:50:37Z,4780000,False,49.0,-6.0,1,left,MISS J. Hardy driving finger roll Layup,[1630702],1610612742.0,DAL,driving finger roll,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),0-8 Center,4.94,Missed,,,,,,,,,,,,,,,,,,
485,PT03M03.00S,2024-11-18T01:49:04.4Z,3,REGULAR,rebound,offensive,[],1629655,,,1610612742,83,90,2024-11-18T01:49:07Z,4790000,False,,,0,,D. Gafford REBOUND (Off:7 Def:2),[1629655],1610612742.0,DAL,,,,Gafford,D. Gafford,,,,,In The Paint (Non-RA),0-8 Center,,,,484.0,9.0,2.0,7.0,,,,,,,,,,,,,
486,PT03M03.00S,2024-11-18T01:49:04.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629655,5.590000152587891,50.0,1610612742,83,92,2024-11-18T01:49:04Z,4800000,False,0.0,0.0,1,left,D. Gafford tip Layup (11 PTS),[1629655],1610612742.0,DAL,tip,,,Gafford,D. Gafford,,,,,Mid-Range,8-16 Left,0.0,Made,11.0,,,,,,,,,,,,,,,,,
487,PT02M55.00S,2024-11-18T01:49:11.7Z,3,REGULAR,3pt,Jump Shot,[],1641717,79.97700394218134,4.6568627450980395,1610612760,83,92,2024-11-18T01:49:16Z,4810000,False,-227.0,136.0,1,right,MISS C. Wallace 26' 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,26.42,Missed,,,,,,,,,,,,,,,,,,
488,PT02M54.00S,2024-11-18T01:49:12.7Z,3,REGULAR,rebound,offensive,[],1641794,,,1610612760,83,92,2024-11-18T01:49:16Z,4820000,False,,,0,,D. Jones REBOUND (Off:1 Def:1),[1641794],1610612760.0,OKC,,,,Jones,D. Jones,,,,,Above the Break 3,24+ Left Center,,,,487.0,2.0,1.0,1.0,,,,,,,,,,,,,
489,PT02M41.00S,2024-11-18T01:49:26.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1641717,78.79434954007884,5.637254901960785,1610612760,83,92,2024-11-18T01:49:31Z,4830000,False,-222.0,147.0,1,right,MISS C. Wallace 26' 3PT,[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Left Center,26.6,Missed,,,,,,,,,,,,,,,,,,
490,PT02M39.00S,2024-11-18T01:49:28.4Z,3,REGULAR,rebound,defensive,[],1630702,,,1610612742,83,92,2024-11-18T01:51:45Z,4840000,False,,,0,,J. Hardy REBOUND (Off:0 Def:2),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Above the Break 3,24+ Left Center,,,,489.0,2.0,2.0,0.0,,,,,,,,,,,,,
491,PT02M30.00S,2024-11-18T01:49:40.3Z,3,REGULAR,turnover,out-of-bounds,[],1628467,,,1610612742,83,92,2024-11-18T01:49:48Z,4850000,False,,,0,,M. Kleber step out-of-bounds TURNOVER (1 TO),[1628467],1610612742.0,DAL,step,,,Kleber,M. Kleber,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,200834.0,1.0,,,,,,
492,PT02M30.00S,2024-11-18T01:49:42.8Z,3,REGULAR,substitution,out,[],1629026,,,1610612760,83,92,2024-11-18T01:50:03Z,4860000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT02M30.00S,2024-11-18T01:49:42.8Z,3,REGULAR,substitution,out,[],202681,,,1610612760,83,92,2024-11-18T01:50:03Z,4870000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
494,PT02M30.00S,2024-11-18T01:49:42.8Z,3,REGULAR,substitution,in,[],1631114,,,1610612760,83,92,2024-11-18T01:50:03Z,4880000,False,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
495,PT02M30.00S,2024-11-18T01:49:42.8Z,3,REGULAR,substitution,in,[],203915,,,1610612760,83,92,2024-11-18T01:50:03Z,4890000,False,,,0,,SUB in: S. Dinwiddie,[203915],1610612742.0,DAL,,,,Dinwiddie,S. Dinwiddie,,,,,,,,,,,,,,,,,,,,,,,,,,
496,PT02M20.00S,2024-11-18T01:50:17.2Z,3,REGULAR,foul,personal,['2freethrow'],1628467,,,1610612760,83,92,2024-11-18T01:50:25Z,4900000,False,,,0,,M. Kleber shooting personal FOUL (3 PF) (Williams 2 FT),"[1628467, 1631114]",1610612742.0,DAL,shooting,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202027.0,,3.0,0.0,Williams,1631114.0,,
498,PT02M20.00S,2024-11-18T01:50:44.9Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],1631114,,,1610612760,84,92,2024-11-18T01:50:44Z,4920000,False,,,0,,J. Williams Free Throw 1 of 2 (11 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
499,PT02M20.00S,2024-11-18T01:50:45.7Z,3,REGULAR,substitution,out,[],1629652,,,1610612760,84,92,2024-11-18T01:50:49Z,4930000,False,,,0,,SUB out: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT02M20.00S,2024-11-18T01:50:45.7Z,3,REGULAR,substitution,in,[],1642349,,,1610612760,84,92,2024-11-18T01:50:49Z,4940000,False,,,0,,SUB in: A. Mitchell,[1642349],1610612760.0,OKC,,,,Mitchell,A. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
501,PT02M20.00S,2024-11-18T01:51:02.2Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],1631114,,,1610612760,85,92,2024-11-18T01:51:02Z,4950000,False,,,0,,J. Williams Free Throw 2 of 2 (12 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
502,PT02M03.00S,2024-11-18T01:51:20.1Z,3,REGULAR,turnover,lost ball,[],1630230,,,1610612742,85,92,2024-11-18T01:51:26Z,4960000,False,,,0,,N. Marshall lost ball TURNOVER (2 TO),"[1630230, 1628983]",1610612742.0,DAL,,,,Marshall,N. Marshall,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,2.0,,,,,Gilgeous-Alexander,1628983.0
503,PT02M03.00S,2024-11-18T01:51:20.1Z,3,REGULAR,steal,,[],1628983,,,1610612760,85,92,2024-11-18T01:51:22Z,4970000,False,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
504,PT01M59.00S,2024-11-18T01:51:24.0Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1631114,93.51182654402102,50.98039215686274,1610612760,87,92,2024-11-18T01:53:49Z,4980000,False,5.0,8.0,1,right,J. Williams running alley-oop DUNK (14 PTS) (D. Jones 3 AST),"[1631114, 1641794]",1610612760.0,OKC,running alley-oop,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,0.98,Made,14.0,,,,,D. Jones,1641794.0,3.0,,,,,,,,,,
506,PT01M47.00S,2024-11-18T01:51:37.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630702,5.732588699080158,47.05882352941176,1610612742,87,94,2024-11-18T01:51:42Z,5000000,False,15.0,1.0,1,left,J. Hardy driving Layup (10 PTS),[1630702],1610612742.0,DAL,driving,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,1.48,Made,10.0,,,,,,,,,,,,,,,,,
507,PT01M47.00S,2024-11-18T01:51:39.5Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1631114,,,1610612742,87,94,2024-11-18T01:51:45Z,5010000,False,,,0,,J. Williams shooting personal FOUL (3 PF) (Hardy 1 FT),"[1631114, 1630702]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,200834.0,,3.0,0.0,Hardy,1630702.0,,
509,PT01M47.00S,2024-11-18T01:52:06.1Z,3,REGULAR,freethrow,1 of 1,[],1630702,,,1610612742,87,95,2024-11-18T01:52:06Z,5030000,False,,,0,,J. Hardy Free Throw 1 of 1 (11 PTS),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
