actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
242,PT05M35.00S,2025-02-04T01:48:40.5Z,2,REGULAR,substitution,in,[],1629652,,,1610612749,58,34,2025-02-04T01:48:53Z,2420000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT05M24.00S,2025-02-04T01:49:08.4Z,2,REGULAR,3pt,Jump Shot,[],1631119,29.25427069645204,76.7156862745098,1610612760,61,34,2025-02-04T01:49:12Z,2430000,False,-134.0,222.0,1,left,J. Williams 25' 3PT  (3 PTS) (A. Wiggins 2 AST),"[1631119, 1630598]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,25.95,Made,3.0,,A. Wiggins,1630598.0,2.0,,,,,,,,,,,,,
245,PT05M11.00S,2025-02-04T01:49:19.6Z,2,REGULAR,3pt,Jump Shot,[],1627752,81.94809461235218,5.147058823529411,1610612749,61,37,2025-02-04T01:49:23Z,2450000,False,-224.0,117.0,1,right,T. Prince 25' 3PT  (6 PTS) (P. Connaughton 1 AST),"[1627752, 1626192]",1610612749.0,MIL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,25.31,Made,6.0,,P. Connaughton,1626192.0,1.0,,,,,,,,,,,,,
247,PT04M54.00S,2025-02-04T01:49:36.7Z,2,REGULAR,3pt,Jump Shot,[],1631119,32.276609724047304,48.529411764705884,1610612760,61,37,2025-02-04T01:49:41Z,2470000,False,7.0,251.0,1,left,MISS J. Williams 25' 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,25.1,Missed,,,,,,,,,,,,,,,,,,
248,PT04M52.00S,2025-02-04T01:49:38.7Z,2,REGULAR,rebound,defensive,[],1627752,,,1610612749,61,37,2025-02-04T01:49:41Z,2480000,False,,,0,,T. Prince REBOUND (Off:0 Def:2),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Center,,,,247.0,,,,2.0,2.0,0.0,,,,,,,,,,
249,PT04M43.00S,2025-02-04T01:49:48.5Z,2,REGULAR,3pt,Jump Shot,[],1627752,74.98357424441524,13.480392156862745,1610612749,61,37,2025-02-04T01:49:53Z,2490000,False,-183.0,183.0,1,right,MISS T. Prince 25' 3PT,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,25.83,Missed,,,,,,,,,,,,,,,,,,
250,PT04M41.00S,2025-02-04T01:49:50.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612749,61,37,2025-02-04T01:49:53Z,2500000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Above the Break 3,24+ Left Center,,,,249.0,,,,,,,,,,,,,,,,
252,PT04M41.00S,2025-02-04T01:49:53.7Z,2,REGULAR,substitution,out,[],1641794,,,1610612749,61,37,2025-02-04T01:49:59Z,2520000,False,,,0,,SUB out: D. Jones,[1641794],1610612760.0,OKC,,,,Jones,D. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT04M41.00S,2025-02-04T01:49:53.7Z,2,REGULAR,substitution,out,[],1630598,,,1610612749,61,37,2025-02-04T01:49:59Z,2530000,False,,,0,,SUB out: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT04M41.00S,2025-02-04T01:49:53.7Z,2,REGULAR,substitution,in,[],1628983,,,1610612749,61,37,2025-02-04T01:49:59Z,2540000,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT04M41.00S,2025-02-04T01:49:53.7Z,2,REGULAR,substitution,in,[],1629026,,,1610612749,61,37,2025-02-04T01:49:59Z,2550000,False,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT04M26.00S,2025-02-04T01:50:24.4Z,2,REGULAR,turnover,traveling,[],1627752,,,1610612749,61,37,2025-02-04T01:50:36Z,2560000,False,,,0,,T. Prince traveling TURNOVER (1 TO),[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1.0,,,,,,,
258,PT04M07.00S,2025-02-04T01:51:08.1Z,2,REGULAR,turnover,bad pass,[],1629652,,,1610612760,61,37,2025-02-04T01:51:14Z,2580000,False,,,0,,L. Dort bad pass TURNOVER (1 TO),"[1629652, 1626153]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Wright,1626153.0,,,,,
259,PT04M07.00S,2025-02-04T01:51:08.1Z,2,REGULAR,steal,,[],1626153,,,1610612749,61,37,2025-02-04T01:51:09Z,2590000,False,,,0,,D. Wright STEAL (1 STL),[1626153],1610612749.0,MIL,,,,Wright,D. Wright,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
260,PT03M55.00S,2025-02-04T01:51:22.4Z,2,REGULAR,foul,personal,['2freethrow'],1629026,,,1610612749,61,37,2025-02-04T01:51:30Z,2600000,False,,,0,,K. Williams shooting personal FOUL (2 PF) (Wright 2 FT),"[1629026, 1626153]",1610612760.0,OKC,shooting,,,Williams,K. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,202901.0,2.0,0.0,Wright,1626153.0
262,PT03M55.00S,2025-02-04T01:51:44.5Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1626153,,,1610612749,61,38,2025-02-04T01:52:01Z,2620000,False,,,0,,D. Wright Free Throw 1 of 2 (1 PTS),[1626153],1610612749.0,MIL,,,,Wright,D. Wright,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
263,PT03M55.00S,2025-02-04T01:51:44.5Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1626153,,,1610612749,61,38,2025-02-04T01:52:01Z,2630000,False,,,0,,MISS D. Wright Free Throw 2 of 2,[1626153],1610612749.0,MIL,,,,Wright,D. Wright,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
264,PT03M54.00S,2025-02-04T01:51:45.5Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,61,38,2025-02-04T01:52:01Z,2640000,False,,,0,,K. Williams REBOUND (Off:0 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,263.0,,,,1.0,1.0,0.0,,,,,,,,,,
265,PT03M42.00S,2025-02-04T01:52:12.3Z,2,REGULAR,3pt,Jump Shot,[],1630198,21.107095926412615,89.95098039215686,1610612760,64,38,2025-02-04T01:52:16Z,2650000,False,-200.0,146.0,1,left,I. Joe 24' 3PT  (12 PTS) (S. Gilgeous-Alexander 3 AST),"[1630198, 1628983]",1610612760.0,OKC,,,,Joe,I. Joe,,,,,Above the Break 3,24+ Left Center,24.74,Made,12.0,,S. Gilgeous-Alexander,1628983.0,3.0,,,,,,,,,,,,,
267,PT03M21.00S,2025-02-04T01:52:32.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626192,93.11760840998686,63.48039215686274,1610612749,64,38,2025-02-04T01:53:01Z,2670000,False,67.0,12.0,1,right,MISS P. Connaughton 6' driving finger roll Layup,[1626192],1610612749.0,MIL,driving finger roll,,,Connaughton,P. Connaughton,,,,,In The Paint (Non-RA),0-8 Center,6.85,Missed,,,,,,,,,,,,,,,,,,
268,PT03M20.00S,2025-02-04T01:52:33.5Z,2,REGULAR,rebound,defensive,[],1631119,,,1610612760,64,38,2025-02-04T01:52:37Z,2680000,False,,,0,,J. Williams REBOUND (Off:0 Def:3),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,267.0,,,,3.0,3.0,0.0,,,,,,,,,,
270,PT03M10.00S,2025-02-04T01:52:55.8Z,2,REGULAR,3pt,Jump Shot,[],1628983,32.670827858081466,36.029411764705884,1610612760,67,38,2025-02-04T01:52:59Z,2700000,False,70.0,255.0,1,left,S. Gilgeous-Alexander 26' 3PT pullup (24 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,26.4,Made,24.0,,,,,,,,,,,,,,,,,
271,PT02M59.00S,2025-02-04T01:53:07.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631260,93.9060446780552,47.549019607843135,1610612749,67,40,2025-02-04T01:53:10Z,2710000,False,-12.0,5.0,1,right,A. Green cutting Layup (2 PTS) (A. Jackson Jr. 2 AST),"[1631260, 1641748]",1610612749.0,MIL,cutting,,,Green,A. Green,,,,,Restricted Area,0-8 Center,1.32,Made,2.0,,A. Jackson Jr.,1641748.0,2.0,,,,,,,,,,,,,
273,PT02M35.00S,2025-02-04T01:53:30.9Z,2,REGULAR,turnover,bad pass,[],1629026,,,1610612760,67,40,2025-02-04T01:53:37Z,2730000,False,,,0,,K. Williams bad pass TURNOVER (1 TO),"[1629026, 1626153]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Wright,1626153.0,,,,,
274,PT02M35.00S,2025-02-04T01:53:30.9Z,2,REGULAR,steal,,[],1626153,,,1610612749,67,40,2025-02-04T01:53:32Z,2740000,False,,,0,,D. Wright STEAL (2 STL),[1626153],1610612749.0,MIL,,,,Wright,D. Wright,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
275,PT02M30.00S,2025-02-04T01:53:36.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641748,93.64323258869908,50.98039215686274,1610612749,67,42,2025-02-04T01:53:40Z,2750000,False,5.0,7.0,1,right,A. Jackson Jr. running DUNK (9 PTS),[1641748],1610612749.0,MIL,running,,,Jackson Jr.,A. Jackson Jr.,,,,,Restricted Area,0-8 Center,0.88,Made,9.0,,,,,,,,,,,,,,,,,
276,PT02M18.00S,2025-02-04T01:53:47.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,5.863994743758213,47.30392156862745,1610612760,69,42,2025-02-04T02:07:15Z,2760000,False,13.0,3.0,1,left,S. Gilgeous-Alexander driving finger roll Layup (26 PTS),[1628983],1610612760.0,OKC,driving finger roll,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.37,Made,26.0,,,,,,,,,,,,,,,,,
277,PT01M58.00S,2025-02-04T01:54:08.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626192,93.64323258869908,47.30392156862745,1610612749,69,42,2025-02-04T01:54:16Z,2770000,False,-13.0,7.0,1,right,MISS P. Connaughton driving reverse Layup,[1626192],1610612749.0,MIL,driving reverse,,,Connaughton,P. Connaughton,,,,,Restricted Area,0-8 Center,1.53,Missed,,,,,,,,,,,,,,,,,,
278,PT01M55.00S,2025-02-04T01:54:11.1Z,2,REGULAR,rebound,defensive,[],1628983,,,1610612760,69,42,2025-02-04T01:54:16Z,2780000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:0 Def:2),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,277.0,,,,2.0,2.0,0.0,,,,,,,,,,
279,PT01M48.00S,2025-02-04T01:54:18.4Z,2,REGULAR,3pt,Jump Shot,[],1629026,33.065045992115635,50.98039215686274,1610612760,69,42,2025-02-04T01:54:22Z,2790000,False,-5.0,258.0,1,left,MISS K. Williams 25' 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Center,25.83,Missed,,,,,,,,,,,,,,,,,,
280,PT01M45.00S,2025-02-04T01:54:21.4Z,2,REGULAR,rebound,defensive,[],1631260,,,1610612749,69,42,2025-02-04T01:54:22Z,2800000,False,,,0,,A. Green REBOUND (Off:0 Def:1),[1631260],1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Center,,,,279.0,,,,1.0,1.0,0.0,,,,,,,,,,
281,PT01M37.00S,2025-02-04T01:54:29.7Z,2,REGULAR,turnover,bad pass,[],1631260,,,1610612749,69,42,2025-02-04T01:54:33Z,2810000,False,,,0,,A. Green bad pass TURNOVER (2 TO),"[1631260, 1629026]",1610612749.0,MIL,,,,Green,A. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2.0,Williams,1629026.0,,,,,
282,PT01M37.00S,2025-02-04T01:54:29.7Z,2,REGULAR,steal,,[],1629026,,,1610612760,69,42,2025-02-04T01:54:31Z,2820000,False,,,0,,K. Williams STEAL (2 STL),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
283,PT01M31.00S,2025-02-04T01:54:35.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1628983,4.28712220762155,47.30392156862745,1610612760,71,42,2025-02-04T01:54:52Z,2830000,False,13.0,-12.0,1,left,S. Gilgeous-Alexander running Layup (28 PTS) (K. Williams 3 AST),"[1628983, 1629026]",1610612760.0,OKC,running,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,1.82,Made,28.0,,K. Williams,1629026.0,3.0,,,,,,,,,,,,,
285,PT01M18.00S,2025-02-04T01:54:47.0Z,2,REGULAR,3pt,Jump Shot,[],1626153,68.54467805519053,32.35294117647059,1610612749,71,42,2025-02-04T01:54:54Z,2850000,False,-88.0,243.0,1,right,MISS D. Wright 25' pullup 3PT,[1626153],1610612749.0,MIL,pullup,,,Wright,D. Wright,,,,,Above the Break 3,24+ Left Center,25.87,Missed,,,,,,,,,,,,,,,,,,
286,PT01M18.00S,2025-02-04T01:54:49.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612760,71,42,2025-02-04T01:54:49Z,2860000,False,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Above the Break 3,24+ Left Center,,,,285.0,,,,,,,,,,,,,,,,
288,PT01M18.00S,2025-02-04T01:54:59.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,71,42,2025-02-04T01:57:17Z,2880000,False,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT01M18.00S,2025-02-04T01:57:19.3Z,2,REGULAR,substitution,out,[],1630198,,,1610612760,71,42,2025-02-04T01:57:36Z,2890000,False,,,0,,SUB out: I. Joe,[1630198],1610612760.0,OKC,,,,Joe,I. Joe,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT01M18.00S,2025-02-04T01:57:19.3Z,2,REGULAR,substitution,out,[],1626192,,,1610612760,71,42,2025-02-04T01:57:36Z,2900000,False,,,0,,SUB out: P. Connaughton,[1626192],1610612749.0,MIL,,,,Connaughton,P. Connaughton,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT01M18.00S,2025-02-04T01:57:19.3Z,2,REGULAR,substitution,in,[],1642505,,,1610612760,71,42,2025-02-04T01:57:36Z,2910000,False,,,0,,SUB in: A. Ducas,[1642505],1610612760.0,OKC,,,,Ducas,A. Ducas,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT01M18.00S,2025-02-04T01:57:19.3Z,2,REGULAR,substitution,in,[],1629018,,,1610612760,71,42,2025-02-04T01:57:36Z,2920000,False,,,0,,SUB in: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT00M55.80S,2025-02-04T01:58:09.3Z,2,REGULAR,3pt,Jump Shot,[],1628983,32.276609724047304,43.13725490196079,1610612760,71,42,2025-02-04T01:58:14Z,2930000,False,34.0,251.0,1,left,MISS S. Gilgeous-Alexander 25' step back 3PT,[1628983],1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Center,25.32,Missed,,,,,,,,,,,,,,,,,,
294,PT00M53.00S,2025-02-04T01:58:12.1Z,2,REGULAR,rebound,offensive,[],1629026,,,1610612760,71,42,2025-02-04T01:58:14Z,2940000,False,,,0,,K. Williams REBOUND (Off:1 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Center,,,,293.0,,,,2.0,1.0,1.0,,,,,,,,,,
295,PT00M52.30S,2025-02-04T01:58:13.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629026,6.783837056504599,46.32352941176471,1610612760,73,42,2025-02-04T01:58:15Z,2950000,False,18.0,11.0,1,left,K. Williams putback Layup (2 PTS),[1629026],1610612760.0,OKC,putback,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,2.16,Made,2.0,,,,,,,,,,,,,,,,,
296,PT00M42.60S,2025-02-04T01:58:25.2Z,2,REGULAR,3pt,Jump Shot,[],1626153,67.36202365308804,64.4607843137255,1610612749,73,42,2025-02-04T01:58:30Z,2960000,False,72.0,254.0,1,right,MISS D. Wright 26' pullup 3PT,[1626153],1610612749.0,MIL,pullup,,,Wright,D. Wright,,,,,Above the Break 3,24+ Center,26.44,Missed,,,,,,,,,,,,,,,,,,
297,PT00M38.80S,2025-02-04T01:58:29.0Z,2,REGULAR,rebound,defensive,[],1642505,,,1610612760,73,42,2025-02-04T01:58:30Z,2970000,False,,,0,,A. Ducas REBOUND (Off:1 Def:1),[1642505],1610612760.0,OKC,,,,Ducas,A. Ducas,,,,,Above the Break 3,24+ Center,,,,296.0,,,,2.0,1.0,1.0,,,,,,,,,,
298,PT00M31.30S,2025-02-04T01:58:36.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,5.469776609724048,62.254901960784316,1610612760,73,42,2025-02-04T01:58:42Z,2980000,False,-61.0,-1.0,1,left,MISS S. Gilgeous-Alexander 6' pullup Shot - blocked,"[1628983, 1626153]",1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,6.13,Missed,,,,,,,,,Wright,1626153.0,,,,,,,,
299,PT00M31.30S,2025-02-04T01:58:36.6Z,2,REGULAR,block,,[],1626153,,,1610612760,73,42,2025-02-04T01:58:39Z,2990000,False,,,0,,D. Wright BLOCK (1 BLK),[1626153],1610612749.0,MIL,,,,Wright,D. Wright,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
300,PT00M31.30S,2025-02-04T01:58:36.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612760,73,42,2025-02-04T01:58:42Z,3000000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,298.0,,,,,,,,,,,,,,,,
302,PT00M27.50S,2025-02-04T01:58:54.3Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628983,4.155716162943495,79.41176470588235,1610612760,75,42,2025-02-04T01:58:59Z,3020000,False,-147.0,-13.0,1,left,S. Gilgeous-Alexander 14' step back Jump Shot (30 PTS) (K. Williams 4 AST),"[1628983, 1629026]",1610612760.0,OKC,step back,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,14.77,Made,30.0,,K. Williams,1629026.0,4.0,,,,,,,,,,,,,
304,PT00M08.20S,2025-02-04T01:59:17.1Z,2,REGULAR,2pt,Jump Shot,[],1627752,96.27135348226018,80.63725490196079,1610612749,75,44,2025-02-04T01:59:39Z,3040000,False,153.0,-17.0,1,right,T. Prince 15' step back Jump Shot (8 PTS) (D. Wright 1 AST),"[1627752, 1626153]",1610612749.0,MIL,step back,,,Prince,T. Prince,,,,,Mid-Range,8-16 Right,15.42,Made,8.0,,D. Wright,1626153.0,1.0,,,,,,,,,,,,,
306,PT00M00.50S,2025-02-04T01:59:27.7Z,2,REGULAR,3pt,Jump Shot,[],1631119,29.6484888304862,26.47058823529412,1610612760,78,44,2025-02-04T01:59:31Z,3060000,False,118.0,226.0,1,left,J. Williams 25' 3PT  (6 PTS) (S. Gilgeous-Alexander 4 AST),"[1631119, 1628983]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,25.49,Made,6.0,,S. Gilgeous-Alexander,1628983.0,4.0,,,,,,,,,,,,,
309,PT00M00.00S,2025-02-04T02:00:01.3Z,2,REGULAR,period,end,[],0,,,1610612749,78,44,2025-02-04T02:00:01Z,3090000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT12M00.00S,2025-02-04T02:14:41.0Z,3,REGULAR,substitution,out,['startperiod'],1631119,,,1610612749,78,44,2025-02-04T02:15:01Z,3100000,False,,,0,,SUB out: J. Williams,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT12M00.00S,2025-02-04T02:14:41.0Z,3,REGULAR,substitution,out,['startperiod'],1642505,,,1610612749,78,44,2025-02-04T02:15:01Z,3110000,False,,,0,,SUB out: A. Ducas,[1642505],1610612760.0,OKC,,,,Ducas,A. Ducas,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT12M00.00S,2025-02-04T02:14:41.0Z,3,REGULAR,substitution,out,['startperiod'],1627752,,,1610612749,78,44,2025-02-04T02:15:01Z,3120000,False,,,0,,SUB out: T. Prince,[1627752],1610612749.0,MIL,,,,Prince,T. Prince,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT12M00.00S,2025-02-04T02:14:41.0Z,3,REGULAR,substitution,out,['startperiod'],1626153,,,1610612749,78,44,2025-02-04T02:15:01Z,3130000,False,,,0,,SUB out: D. Wright,[1626153],1610612749.0,MIL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT12M00.00S,2025-02-04T02:14:41.0Z,3,REGULAR,substitution,out,['startperiod'],1629018,,,1610612749,78,44,2025-02-04T02:15:01Z,3140000,False,,,0,,SUB out: G. Trent Jr.,[1629018],1610612749.0,MIL,,,,Trent Jr.,G. Trent Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT12M00.00S,2025-02-04T02:14:41.0Z,3,REGULAR,substitution,in,['startperiod'],1628392,,,1610612749,78,44,2025-02-04T02:15:01Z,3150000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT12M00.00S,2025-02-04T02:14:41.0Z,3,REGULAR,substitution,in,['startperiod'],1630598,,,1610612749,78,44,2025-02-04T02:15:01Z,3160000,False,,,0,,SUB in: A. Wiggins,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT12M00.00S,2025-02-04T02:14:41.0Z,3,REGULAR,substitution,in,['startperiod'],1631157,,,1610612749,78,44,2025-02-04T02:15:01Z,3170000,False,,,0,,SUB in: R. Rollins,[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT12M00.00S,2025-02-04T02:14:41.0Z,3,REGULAR,substitution,in,['startperiod'],1630699,,,1610612749,78,44,2025-02-04T02:15:01Z,3180000,False,,,0,,SUB in: M. Beauchamp,[1630699],1610612749.0,MIL,,,,Beauchamp,M. Beauchamp,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT12M00.00S,2025-02-04T02:14:41.0Z,3,REGULAR,substitution,in,['startperiod'],1641753,,,1610612749,78,44,2025-02-04T02:15:01Z,3190000,False,,,0,,SUB in: C. Livingston,[1641753],1610612749.0,MIL,,,,Livingston,C. Livingston,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT12M00.00S,2025-02-04T02:15:05.9Z,3,REGULAR,period,start,[],0,,,1610612749,78,44,2025-02-04T02:15:05Z,3200000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT11M38.00S,2025-02-04T02:15:27.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641748,12.171484888304862,58.333333333333336,1610612749,78,44,2025-02-04T02:15:46Z,3210000,False,-42.0,62.0,1,left,MISS A. Jackson Jr. 7' turnaround bank Shot,[1641748],1610612749.0,MIL,turnaround bank,,,Jackson Jr.,A. Jackson Jr.,,,,,In The Paint (Non-RA),0-8 Center,7.46,Missed,,,,,,,,,,,,,,,,,,
322,PT11M35.00S,2025-02-04T02:15:30.4Z,3,REGULAR,rebound,defensive,[],1628392,,,1610612760,78,44,2025-02-04T02:15:31Z,3220000,False,,,0,,I. Hartenstein REBOUND (Off:2 Def:6),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,In The Paint (Non-RA),0-8 Center,,,,321.0,,,,8.0,6.0,2.0,,,,,,,,,,
323,PT11M26.00S,2025-02-04T02:15:39.4Z,3,REGULAR,turnover,bad pass,[],1630598,,,1610612760,78,44,2025-02-04T02:15:42Z,3230000,False,,,0,,A. Wiggins bad pass TURNOVER (1 TO),"[1630598, 1631157]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Rollins,1631157.0,,,,,
324,PT11M26.00S,2025-02-04T02:15:39.4Z,3,REGULAR,steal,,[],1631157,,,1610612749,78,44,2025-02-04T02:15:41Z,3240000,False,,,0,,R. Rollins STEAL (1 STL),[1631157],1610612749.0,MIL,,,,Rollins,R. Rollins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
325,PT11M22.00S,2025-02-04T02:15:45.5Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641753,5.206964520367937,52.69607843137255,1610612749,78,46,2025-02-04T02:16:22Z,3250000,False,-13.0,-4.0,1,left,C. Livingston running reverse Layup (7 PTS) (A. Green 2 AST),"[1641753, 1631260]",1610612749.0,MIL,running reverse,,,Livingston,C. Livingston,,,,,Restricted Area,0-8 Center,1.4,Made,7.0,,A. Green,1631260.0,2.0,,,,,,,,,,,,,
327,PT11M22.00S,2025-02-04T02:15:47.8Z,3,REGULAR,foul,personal,['1freethrow'],1629026,,,1610612749,78,46,2025-02-04T02:15:57Z,3270000,False,,,0,,K. Williams shooting personal FOUL (3 PF) (Livingston 1 FT),"[1629026, 1641753]",1610612760.0,OKC,shooting,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1628172.0,3.0,0.0,Livingston,1641753.0
