actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
245,PT07M06.00S,2025-03-04T01:49:13.0Z,2,REGULAR,rebound,defensive,[],1629026,,,1610612760,43,44,2025-03-04T01:55:23Z,2410000,False,,,0,,K. Williams REBOUND (Off:4 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,243.0,,,,,,5.0,1.0,4.0,,
246,PT07M02.00S,2025-03-04T01:49:17.7Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631114,90.14454664914587,43.19852941176471,1610612760,45,44,2025-03-04T01:55:42Z,2420000,False,-34.0,40.0,1,right,J. Williams running DUNK (4 PTS) (K. Williams 2 AST),"[1631114, 1629026]",1610612760.0,OKC,running,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,,4.0,5.26,K. Williams,1629026.0,2.0,,,,,
248,PT07M01.00S,2025-03-04T01:49:22.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612745,45,44,2025-03-04T01:49:22Z,2440000,False,,,0,,HOU Timeout,[],1610612745.0,HOU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT07M01.00S,2025-03-04T01:51:30.0Z,2,REGULAR,substitution,out,[],1642368,,,1610612745,45,44,2025-03-04T01:51:53Z,2450000,False,,,0,,SUB out: N. Dante,[1642368],1610612745.0,HOU,,,,Dante,N. Dante,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT07M01.00S,2025-03-04T01:51:30.0Z,2,REGULAR,substitution,out,[],1631466,,,1610612745,45,44,2025-03-04T01:51:53Z,2460000,False,,,0,,SUB out: N. Williams,[1631466],1610612745.0,HOU,,,,Williams,N. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M01.00S,2025-03-04T01:51:30.0Z,2,REGULAR,substitution,in,[],1629111,,,1610612745,45,44,2025-03-04T01:51:53Z,2470000,False,,,0,,SUB in: J. Landale,[1629111],1610612745.0,HOU,,,,Landale,J. Landale,,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M01.00S,2025-03-04T01:51:30.0Z,2,REGULAR,substitution,in,[],1630224,,,1610612745,45,44,2025-03-04T01:51:53Z,2480000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT06M44.00S,2025-03-04T01:52:28.1Z,2,REGULAR,2pt,Jump Shot,[],1631095,22.207621550591327,44.194240196078425,1610612745,45,44,2025-03-04T01:56:03Z,2490000,False,29.0,156.0,1,left,MISS J. Smith Jr. 15' pullup Shot,[1631095],1610612745.0,HOU,pullup,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,8-16 Center,,,,,,,,,Missed,,,15.9,,,,,,,,
254,PT06M40.00S,2025-03-04T01:52:32.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612745,45,44,2025-03-04T02:53:43Z,2500000,False,,,0,,TEAM offensive REBOUND,[],1610612745.0,HOU,,,,,,,,,,Mid-Range,8-16 Center,,,,,,,,,,253.0,,,,,,,,,,
256,PT06M37.00S,2025-03-04T01:52:53.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630224,5.913272010512486,96.79074754901961,1610612745,45,44,2025-03-04T01:57:14Z,2520000,False,-234.0,3.0,1,left,MISS J. Green step back 3PT,[1630224],1610612745.0,HOU,step back,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,,,,,,,Missed,,,23.4,,,,,,,,
257,PT06M33.00S,2025-03-04T01:52:57.6Z,2,REGULAR,rebound,defensive,[],1631096,,,1610612760,45,44,2025-03-04T01:57:14Z,2530000,False,,,0,,C. Holmgren REBOUND (Off:0 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,Left Corner 3,24+ Left,,,,,,,,,,256.0,,,,,,1.0,1.0,0.0,,
258,PT06M30.00S,2025-03-04T01:53:00.3Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631114,90.93298291721419,42.1798406862745,1610612760,45,44,2025-03-04T01:57:31Z,2540000,False,-39.0,33.0,1,right,MISS J. Williams running Layup,[1631114],1610612760.0,OKC,running,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,5.1,,,,,,,,
259,PT06M29.00S,2025-03-04T01:53:01.3Z,2,REGULAR,rebound,offensive,[],1629026,,,1610612760,45,44,2025-03-04T01:57:31Z,2550000,False,,,0,,K. Williams REBOUND (Off:5 Def:1),[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,258.0,,,,,,6.0,1.0,5.0,,
260,PT06M27.00S,2025-03-04T01:53:02.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', '2ndchance']",1629026,92.77266754270697,44.66911764705882,1610612760,47,44,2025-03-04T01:57:47Z,2560000,False,-27.0,15.0,1,right,K. Williams putback Layup (7 PTS),[1629026],1610612760.0,OKC,putback,,,Williams,K. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,7.0,3.08,,,,,,,,
261,PT06M09.00S,2025-03-04T01:53:21.6Z,2,REGULAR,foul,personal,[],1630598,,,1610612745,47,44,2025-03-04T01:58:02Z,2570000,False,,,0,,A. Wiggins personal FOUL (1 PF),"[1630598, 1628988]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Mid-Range,16-24 Center,,,,203593.0,1.0,0.0,Holiday,1628988.0,,,,,,,,,,,,
263,PT05M59.00S,2025-03-04T01:53:54.6Z,2,REGULAR,foul,personal,['2freethrow'],1631114,,,1610612745,47,44,2025-03-04T01:58:17Z,2590000,False,,,0,,J. Williams shooting personal FOUL (1 PF) (Green 2 FT),"[1631114, 1630224]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,2530.0,1.0,0.0,Green,1630224.0,,,,,,,,,,,,
266,PT05M59.00S,2025-03-04T01:54:21.6Z,2,REGULAR,freethrow,1 of 2,[],1630224,,,1610612745,47,45,2025-03-04T01:54:21Z,2610000,False,,,0,,J. Green Free Throw 1 of 2 (7 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,Made,,7.0,,,,,,,,,
267,PT05M59.00S,2025-03-04T01:54:35.4Z,2,REGULAR,freethrow,2 of 2,[],1630224,,,1610612745,47,46,2025-03-04T01:54:35Z,2620000,False,,,0,,J. Green Free Throw 2 of 2 (8 PTS),[1630224],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,Made,,8.0,,,,,,,,,
268,PT05M47.00S,2025-03-04T01:54:47.8Z,2,REGULAR,3pt,Jump Shot,[],1631114,65.80363009198423,41.15349264705882,1610612760,50,46,2025-03-04T01:58:35Z,2630000,False,-44.0,269.0,1,right,J. Williams 27' 3PT  (7 PTS) (A. Wiggins 2 AST),"[1631114, 1630598]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,,Made,,7.0,27.25,A. Wiggins,1630598.0,2.0,,,,,
270,PT05M28.00S,2025-03-04T01:55:07.0Z,2,REGULAR,turnover,bad pass,[],1628988,,,1610612745,50,46,2025-03-04T02:04:17Z,2650000,False,,,0,,A. Holiday bad pass TURNOVER (2 TO),"[1628988, 1630598]",1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,In The Paint (Non-RA),8-16 Center,2.0,Wiggins,1630598.0,,,,,,,,,,,,,,,,,
271,PT05M28.00S,2025-03-04T01:55:07.0Z,2,REGULAR,steal,,[],1630598,,,1610612760,50,46,2025-03-04T01:55:08Z,2660000,False,,,0,,A. Wiggins STEAL (1 STL),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
272,PT05M23.00S,2025-03-04T01:55:13.6Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1630598,91.06438896189225,39.928002450980394,1610612760,50,46,2025-03-04T01:59:27Z,2670000,False,-50.0,31.0,1,right,MISS A. Wiggins turnaround Hook,[1630598],1610612760.0,OKC,turnaround,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,5.94,,,,,,,,
273,PT05M21.00S,2025-03-04T01:55:15.6Z,2,REGULAR,rebound,offensive,[],1631096,,,1610612760,50,46,2025-03-04T01:59:27Z,2680000,False,,,0,,C. Holmgren REBOUND (Off:1 Def:1),[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,272.0,,,,,,2.0,1.0,1.0,,
274,PT05M20.00S,2025-03-04T01:55:16.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631096,94.48094612352168,49.325980392156865,1610612760,50,46,2025-03-04T02:00:01Z,2690000,False,-3.0,-1.0,1,right,MISS C. Holmgren putback Layup,[1631096],1610612760.0,OKC,putback,,,Holmgren,C. Holmgren,,,,,Restricted Area,0-8 Center,,,,,,,,,Missed,,,0.35,,,,,,,,
275,PT05M18.00S,2025-03-04T01:55:18.6Z,2,REGULAR,rebound,offensive,[],1630598,,,1610612760,50,46,2025-03-04T02:00:01Z,2700000,False,,,0,,A. Wiggins REBOUND (Off:1 Def:2),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Restricted Area,0-8 Center,,,,,,,,,,274.0,,,,,,3.0,2.0,1.0,,
276,PT05M15.00S,2025-03-04T01:55:22.3Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631114,72.35545335085413,19.11764705882353,1610612760,50,46,2025-03-04T02:00:18Z,2710000,False,-154.0,207.0,1,right,MISS J. Williams 25' 3PT,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,,25.86,,,,,,,,
277,PT05M12.00S,2025-03-04T01:55:25.3Z,2,REGULAR,rebound,defensive,[],1641715,,,1610612745,50,46,2025-03-04T02:00:18Z,2720000,False,,,0,,C. Whitmore REBOUND (Off:3 Def:1),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,276.0,,,,,,4.0,1.0,3.0,,
278,PT05M07.00S,2025-03-04T01:55:28.4Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628988,22.421156373193167,9.313725490196079,1610612745,50,49,2025-03-04T02:00:37Z,2730000,False,203.0,158.0,1,left,A. Holiday 25' 3PT running (8 PTS) (C. Whitmore 1 AST),"[1628988, 1641715]",1610612745.0,HOU,running,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,,8.0,25.77,C. Whitmore,1641715.0,1.0,,,,,
280,PT04M56.00S,2025-03-04T01:55:40.9Z,2,REGULAR,2pt,Jump Shot,[],1631114,75.29566360052563,59.36734068627451,1610612760,50,49,2025-03-04T02:01:09Z,2750000,False,47.0,180.0,1,right,MISS J. Williams 18' pullup Shot,[1631114],1610612760.0,OKC,pullup,,,Williams,J. Williams,,,,,Mid-Range,16-24 Center,,,,,,,,,Missed,,,18.57,,,,,,,,
281,PT04M54.00S,2025-03-04T01:55:42.9Z,2,REGULAR,rebound,defensive,[],1631095,,,1610612745,50,49,2025-03-04T02:00:59Z,2760000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:4),[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,280.0,,,,,,5.0,4.0,1.0,,
282,PT04M41.00S,2025-03-04T01:55:58.8Z,2,REGULAR,foul,personal,[],1641717,,,1610612745,50,49,2025-03-04T02:01:25Z,2770000,False,,,0,,C. Wallace personal FOUL (1 PF),"[1641717, 1630224]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Mid-Range,8-16 Right,,,,202901.0,1.0,0.0,Green,1630224.0,,,,,,,,,,,,
284,PT04M41.00S,2025-03-04T01:56:06.9Z,2,REGULAR,substitution,out,[],1631096,,,1610612745,50,49,2025-03-04T01:56:26Z,2790000,False,,,0,,SUB out: C. Holmgren,[1631096],1610612760.0,OKC,,,,Holmgren,C. Holmgren,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M41.00S,2025-03-04T01:56:06.9Z,2,REGULAR,substitution,out,[],1631114,,,1610612745,50,49,2025-03-04T01:56:26Z,2800000,False,,,0,,SUB out: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT04M41.00S,2025-03-04T01:56:06.9Z,2,REGULAR,substitution,out,[],1629026,,,1610612745,50,49,2025-03-04T01:56:26Z,2810000,False,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M41.00S,2025-03-04T01:56:06.9Z,2,REGULAR,substitution,out,[],1631095,,,1610612745,50,49,2025-03-04T01:56:26Z,2820000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M41.00S,2025-03-04T01:56:06.9Z,2,REGULAR,substitution,in,[],1629652,,,1610612745,50,49,2025-03-04T01:56:26Z,2830000,False,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
289,PT04M41.00S,2025-03-04T01:56:06.9Z,2,REGULAR,substitution,in,[],1628392,,,1610612745,50,49,2025-03-04T01:56:26Z,2840000,False,,,0,,SUB in: I. Hartenstein,[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT04M41.00S,2025-03-04T01:56:06.9Z,2,REGULAR,substitution,in,[],1628983,,,1610612745,50,49,2025-03-04T01:56:26Z,2850000,False,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT04M41.00S,2025-03-04T01:56:06.9Z,2,REGULAR,substitution,in,[],201145,,,1610612745,50,49,2025-03-04T01:56:26Z,2860000,False,,,0,,SUB in: J. Green,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT04M31.00S,2025-03-04T01:56:53.0Z,2,REGULAR,2pt,Jump Shot,[],1630224,22.207621550591327,63.85569852941176,1610612745,50,49,2025-03-04T02:01:55Z,2870000,False,-69.0,156.0,1,left,MISS J. Green 17' pullup Shot,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Mid-Range,16-24 Left Center,,,,,,,,,Missed,,,17.1,,,,,,,,
293,PT04M29.00S,2025-03-04T01:56:55.0Z,2,REGULAR,rebound,defensive,[],1641717,,,1610612760,50,49,2025-03-04T02:01:55Z,2880000,False,,,0,,C. Wallace REBOUND (Off:0 Def:1),[1641717],1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,292.0,,,,,,1.0,1.0,0.0,,
294,PT04M12.00S,2025-03-04T01:57:13.8Z,2,REGULAR,foul,personal,['2freethrow'],1630224,,,1610612760,50,49,2025-03-04T02:02:18Z,2890000,False,,,0,,J. Green shooting personal FOUL (1 PF) (Gilgeous-Alexander 2 FT),"[1630224, 1628983]",1610612745.0,HOU,shooting,,,Green,J. Green,,,,,Mid-Range,8-16 Right,,,,202901.0,1.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,
296,PT04M12.00S,2025-03-04T01:57:33.9Z,2,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,51,49,2025-03-04T01:57:33Z,2910000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (21 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,Made,,21.0,,,,,,,,,
297,PT04M12.00S,2025-03-04T01:57:49.1Z,2,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,52,49,2025-03-04T01:57:49Z,2920000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (22 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,Made,,22.0,,,,,,,,,
299,PT03M50.00S,2025-03-04T01:58:33.4Z,2,REGULAR,3pt,Jump Shot,[],201145,14.323258869908017,96.30055147058823,1610612745,52,49,2025-03-04T02:02:41Z,2940000,False,-232.0,82.0,1,left,MISS J. Green 24' 3PT,[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,Left Corner 3,24+ Left,,,,,,,,,Missed,,,24.56,,,,,,,,
300,PT03M46.00S,2025-03-04T01:58:37.4Z,2,REGULAR,rebound,offensive,[],1641715,,,1610612745,52,49,2025-03-04T02:02:41Z,2950000,False,,,0,,C. Whitmore REBOUND (Off:4 Def:1),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Left Corner 3,24+ Left,,,,,,,,,,299.0,,,,,,5.0,1.0,4.0,,
301,PT03M42.00S,2025-03-04T01:58:39.9Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1641715,20.581471747700395,47.30392156862745,1610612745,52,51,2025-03-04T02:03:09Z,2960000,False,13.0,141.0,1,left,C. Whitmore 14' pullup Jump Shot (8 PTS),[1641715],1610612745.0,HOU,pullup,,,Whitmore,C. Whitmore,,,,,Mid-Range,8-16 Center,,,,,,,,,Made,,8.0,14.16,,,,,,,,
302,PT03M28.00S,2025-03-04T01:58:55.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630598,88.30486202365309,49.7970281862745,1610612760,52,51,2025-03-04T02:05:17Z,2970000,False,-1.0,57.0,1,right,MISS A. Wiggins fadeaway Shot - blocked,"[1630598, 1641715]",1610612760.0,OKC,fadeaway,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Missed,,,5.74,,,,,,,Whitmore,1641715.0
303,PT03M28.00S,2025-03-04T01:58:55.4Z,2,REGULAR,block,,[],1641715,,,1610612760,52,51,2025-03-04T01:58:58Z,2980000,False,,,0,,C. Whitmore BLOCK (2 BLK),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
304,PT03M27.00S,2025-03-04T01:58:56.4Z,2,REGULAR,rebound,defensive,[],201145,,,1610612745,52,51,2025-03-04T02:05:17Z,2990000,False,,,0,,J. Green REBOUND (Off:0 Def:2),[201145],1610612745.0,HOU,,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,302.0,,,,,,2.0,2.0,0.0,,
305,PT03M19.00S,2025-03-04T01:59:03.6Z,2,REGULAR,turnover,bad pass,[],1628988,,,1610612745,52,51,2025-03-04T02:05:36Z,3000000,False,,,0,,A. Holiday bad pass TURNOVER (3 TO),"[1628988, 1628983]",1610612745.0,HOU,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Left Center,3.0,Gilgeous-Alexander,1628983.0,,,,,,,,,,,,,,,,,
306,PT03M19.00S,2025-03-04T01:59:03.6Z,2,REGULAR,steal,,[],1628983,,,1610612760,52,51,2025-03-04T01:59:05Z,3010000,False,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
307,PT03M14.00S,2025-03-04T01:59:09.1Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1641717,91.98423127463863,3.653492647058826,1610612760,52,51,2025-03-04T02:05:56Z,3020000,False,-232.0,23.0,1,right,MISS C. Wallace running 3PT,[1641717],1610612760.0,OKC,running,,,Wallace,C. Wallace,,,,,Left Corner 3,24+ Left,,,,,,,,,Missed,,,23.28,,,,,,,,
308,PT03M12.00S,2025-03-04T01:59:11.1Z,2,REGULAR,rebound,offensive,[],1630598,,,1610612760,52,51,2025-03-04T02:05:56Z,3030000,False,,,0,,A. Wiggins REBOUND (Off:2 Def:2),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,,,,,,,,,,307.0,,,,,,4.0,2.0,2.0,,
309,PT03M08.00S,2025-03-04T01:59:15.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630598,88.17345597897503,49.364276960784316,1610612760,54,51,2025-03-04T02:06:09Z,3040000,False,-3.0,59.0,1,right,A. Wiggins Layup (2 PTS),[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,,2.0,5.88,,,,,,,,
310,PT02M53.00S,2025-03-04T01:59:29.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,12.746386333771355,55.04365808823529,1610612745,54,53,2025-03-04T02:06:26Z,3050000,False,-25.0,67.0,1,left,J. Green 7' driving Layup (10 PTS),[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,,10.0,7.19,,,,,,,,
311,PT02M41.00S,2025-03-04T01:59:41.1Z,2,REGULAR,2pt,Jump Shot,[],1628983,83.18002628120894,66.796875,1610612760,56,53,2025-03-04T02:06:39Z,3060000,False,84.0,106.0,1,right,S. Gilgeous-Alexander 13' pullup Jump Shot (24 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Right,,,,,,,,,Made,,24.0,13.49,,,,,,,,
312,PT02M21.00S,2025-03-04T02:00:01.3Z,2,REGULAR,3pt,Jump Shot,[],201145,34.43249014454665,60.61197916666667,1610612745,56,56,2025-03-04T02:06:52Z,3070000,False,-53.0,271.0,1,left,J. Green 27' 3PT  (3 PTS) (J. Landale 1 AST),"[201145, 1629111]",1610612745.0,HOU,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,Made,,3.0,27.63,J. Landale,1629111.0,1.0,,,,,
314,PT02M03.00S,2025-03-04T02:00:20.7Z,2,REGULAR,3pt,Jump Shot,[],1630598,89.22470433639947,4.633884803921575,1610612760,56,56,2025-03-04T02:07:08Z,3090000,False,-227.0,49.0,1,right,MISS A. Wiggins 3PT,[1630598],1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,Left Corner 3,24+ Left,,,,,,,,,Missed,,,23.2,,,,,,,,
315,PT02M01.00S,2025-03-04T02:00:22.7Z,2,REGULAR,rebound,defensive,[],1641715,,,1610612745,56,56,2025-03-04T02:07:08Z,3100000,False,,,0,,C. Whitmore REBOUND (Off:4 Def:2),[1641715],1610612745.0,HOU,,,,Whitmore,C. Whitmore,,,,,Left Corner 3,24+ Left,,,,,,,,,,314.0,,,,,,6.0,2.0,4.0,,
316,PT01M41.00S,2025-03-04T02:00:40.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629111,17.871222076215503,41.3985906862745,1610612745,56,58,2025-03-04T02:07:17Z,3110000,False,43.0,115.0,1,left,J. Landale 12' Jump Shot (6 PTS) (J. Green 3 AST),"[1629111, 1630224]",1610612745.0,HOU,,,,Landale,J. Landale,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Made,,6.0,12.32,J. Green,1630224.0,3.0,,,,,
318,PT01M26.00S,2025-03-04T02:00:56.3Z,2,REGULAR,3pt,Jump Shot,[],1641717,81.34034165571616,93.60447303921569,1610612760,59,58,2025-03-04T02:07:28Z,3130000,False,218.0,123.0,1,right,C. Wallace 25' 3PT  (10 PTS) (I. Hartenstein 2 AST),"[1641717, 1628392]",1610612760.0,OKC,,,,Wallace,C. Wallace,,,,,Above the Break 3,24+ Right Center,,,,,,,,,Made,,10.0,25.03,I. Hartenstein,1628392.0,2.0,,,,,
320,PT01M14.00S,2025-03-04T02:01:08.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630224,14.323258869908017,50.63189338235294,1610612745,59,60,2025-03-04T02:07:38Z,3150000,False,-3.0,82.0,1,left,J. Green 8' driving Layup (12 PTS),[1630224],1610612745.0,HOU,driving,,,Green,J. Green,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Made,,12.0,8.22,,,,,,,,
321,PT01M00.00S,2025-03-04T02:01:22.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628983,94.34954007884363,41.82751225490197,1610612760,61,60,2025-03-04T02:07:50Z,3160000,False,-41.0,1.0,1,right,S. Gilgeous-Alexander driving reverse Layup (26 PTS),[1628983],1610612760.0,OKC,driving reverse,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,Made,,26.0,4.09,,,,,,,,
322,PT00M51.90S,2025-03-04T02:01:35.5Z,2,REGULAR,3pt,Jump Shot,[],1630224,29.280962549277262,84.29074754901961,1610612745,61,60,2025-03-04T02:08:27Z,3170000,False,-171.0,223.0,1,left,MISS J. Green 28' pullup 3PT,[1630224],1610612745.0,HOU,pullup,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,,,,,,Missed,,,28.11,,,,,,,,
323,PT00M49.50S,2025-03-04T02:01:37.9Z,2,REGULAR,rebound,defensive,[],1628392,,,1610612760,61,60,2025-03-04T02:08:22Z,3180000,False,,,0,,I. Hartenstein REBOUND (Off:0 Def:2),[1628392],1610612760.0,OKC,,,,Hartenstein,I. Hartenstein,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,322.0,,,,,,2.0,2.0,0.0,,
324,PT00M40.20S,2025-03-04T02:01:45.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,82.34231274638634,62.00980392156863,1610612760,63,60,2025-03-04T02:08:42Z,3190000,False,60.0,113.0,1,right,S. Gilgeous-Alexander 12' pullup Jump Shot (28 PTS),[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,Made,,28.0,12.84,,,,,,,,
325,PT00M31.10S,2025-03-04T02:01:58.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641715,11.672552562417877,41.888786764705884,1610612745,63,62,2025-03-04T02:08:56Z,3200000,False,41.0,57.0,1,left,C. Whitmore 7' driving floating Jump Shot (10 PTS),[1641715],1610612745.0,HOU,driving floating,,,Whitmore,C. Whitmore,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,Made,,10.0,7.01,,,,,,,,
