actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
253,PT07M12.00S,2022-11-08T01:14:19.6Z,2,REGULAR,3pt,Jump Shot,[],1629026,8.09789750328515,96.07843137254902,1610612760,35,48,2022-11-08T01:14:24Z,2530000,-230.0,24.0,1,left,K. Williams 3PT  (7 PTS) (J. Giddey 1 AST),"[1629026, 1630581]",1610612760.0,OKC,,,,Williams,K. Williams,,,,,Left Corner 3,24+ Left,23.16,Made,,,,,7.0,,,,,,,,,,,J. Giddey,1630581.0,1.0
255,PT06M54.00S,2022-11-08T01:14:38.1Z,2,REGULAR,turnover,bad pass,[],1631093,,,1610612765,35,48,2022-11-08T01:14:44Z,2550000,,,0,,J. Ivey bad pass TURNOVER (1 TO),"[1631093, 1629647]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,Bazley,1629647.0,,,
256,PT06M54.00S,2022-11-08T01:14:38.1Z,2,REGULAR,steal,,[],1629647,,,1610612760,35,48,2022-11-08T01:18:15Z,2560000,,,0,,D. Bazley STEAL (2 STL),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
257,PT06M47.00S,2022-11-08T01:14:47.0Z,2,REGULAR,foul,personal,['2freethrow'],1630191,,,1610612760,35,48,2022-11-08T01:14:59Z,2570000,,,0,,I. Stewart shooting personal FOUL (2 PF) (Bazley 2 FT),"[1630191, 1629647]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,203592.0,2.0,0.0,Bazley,1629647.0,,,,,,
259,PT06M47.00S,2022-11-08T01:15:11.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629647,,,1610612760,35,49,2022-11-08T01:15:37Z,2590000,,,0,,D. Bazley Free Throw 1 of 2 (3 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,Made,,,,,3.0,,,,,,,,,,,,,
260,PT06M47.00S,2022-11-08T01:15:12.3Z,2,REGULAR,substitution,out,[],1630165,,,1610612760,35,49,2022-11-08T01:15:24Z,2600000,,,0,,SUB out: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT06M47.00S,2022-11-08T01:15:12.3Z,2,REGULAR,substitution,out,[],1631172,,,1610612760,35,49,2022-11-08T01:15:24Z,2610000,,,0,,SUB out: O. Dieng,[1631172],1610612760.0,OKC,,,,Dieng,O. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT06M47.00S,2022-11-08T01:15:12.3Z,2,REGULAR,substitution,in,[],1630595,,,1610612760,35,49,2022-11-08T01:15:24Z,2620000,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M47.00S,2022-11-08T01:15:12.3Z,2,REGULAR,substitution,in,[],1629652,,,1610612760,35,49,2022-11-08T01:15:24Z,2630000,,,0,,SUB in: L. Dort,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M47.00S,2022-11-08T01:15:11.6Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629647,,,1610612760,35,49,2022-11-08T01:15:37Z,2640000,,,0,,MISS D. Bazley Free Throw 2 of 2,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
265,PT06M47.00S,2022-11-08T01:15:11.6Z,2,REGULAR,rebound,defensive,[],1630191,,,1610612765,35,49,2022-11-08T01:15:37Z,2650000,,,0,,I. Stewart REBOUND (Off:3 Def:3),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,264.0,6.0,3.0,3.0,,,,,,,,,,,,,,
266,PT06M30.00S,2022-11-08T01:15:46.1Z,2,REGULAR,3pt,Jump Shot,[],1631093,89.83245729303549,4.901960784313726,1610612765,35,49,2022-11-08T01:15:50Z,2660000,-225.0,43.0,1,right,MISS J. Ivey 3PT,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Left Corner 3,24+ Left,22.96,Missed,,,,,,,,,,,,,,,,,,
267,PT06M27.00S,2022-11-08T01:15:49.1Z,2,REGULAR,rebound,defensive,[],1630544,,,1610612760,35,49,2022-11-08T01:15:50Z,2670000,,,0,,T. Mann REBOUND (Off:1 Def:2),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Left Corner 3,24+ Left,,,266.0,3.0,2.0,1.0,,,,,,,,,,,,,,
268,PT06M20.00S,2022-11-08T01:15:56.2Z,2,REGULAR,3pt,Jump Shot,[],1629026,21.632720105124836,91.42156862745098,1610612760,35,49,2022-11-08T01:16:00Z,2680000,-207.0,151.0,1,left,MISS K. Williams 25' 3PT,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,Above the Break 3,24+ Left Center,25.62,Missed,,,,,,,,,,,,,,,,,,
269,PT06M15.00S,2022-11-08T01:16:01.2Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612765,35,49,2022-11-08T01:16:00Z,2690000,,,0,,S. Bey REBOUND (Off:0 Def:1),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,,,268.0,1.0,1.0,0.0,,,,,,,,,,,,,,
270,PT06M09.00S,2022-11-08T01:16:06.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630180,90.48948751642575,53.431372549019606,1610612765,37,49,2022-11-08T01:16:12Z,2700000,17.0,37.0,1,right,S. Bey driving floating Jump Shot (7 PTS),[1630180],1610612765.0,DET,driving floating,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,4.07,Made,,,,,7.0,,,,,,,,,,,,,
271,PT05M55.00S,2022-11-08T01:16:20.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,7.5722733245729295,50.98039215686274,1610612760,37,49,2022-11-08T01:16:25Z,2710000,-5.0,19.0,1,left,MISS J. Giddey driving finger roll Layup,[1630581],1610612760.0,OKC,driving finger roll,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,1.93,Missed,,,,,,,,,,,,,,,,,,
272,PT05M53.00S,2022-11-08T01:16:22.9Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,37,49,2022-11-08T01:16:25Z,2720000,,,0,,C. Cunningham REBOUND (Off:0 Def:4),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,271.0,4.0,4.0,0.0,,,,,,,,,,,,,,
273,PT05M46.00S,2022-11-08T01:16:30.9Z,2,REGULAR,turnover,backcourt,[],1631093,,,1610612765,37,49,2022-11-08T01:16:42Z,2730000,,,0,,J. Ivey backcourt TURNOVER (2 TO),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Center,,,,,,,,,,201246.0,,,,,2.0,,,,,
274,PT05M34.00S,2022-11-08T01:16:55.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629647,29.517082785808146,27.205882352941174,1610612760,37,49,2022-11-08T01:16:59Z,2740000,114.0,225.0,1,left,MISS D. Bazley 25' 3PT,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Above the Break 3,24+ Right Center,25.22,Missed,,,,,,,,,,,,,,,,,,
275,PT05M31.00S,2022-11-08T01:16:58.0Z,2,REGULAR,rebound,defensive,[],1631093,,,1610612765,37,49,2022-11-08T01:16:59Z,2750000,,,0,,J. Ivey REBOUND (Off:1 Def:2),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Right Center,,,274.0,3.0,2.0,1.0,,,,,,,,,,,,,,
276,PT05M23.00S,2022-11-08T01:17:05.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,92.9862023653088,53.18627450980392,1610612765,37,49,2022-11-08T01:17:08Z,2760000,16.0,13.0,1,right,MISS C. Cunningham Layup - blocked,"[1630595, 1629647]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.08,Missed,,,,,,Bazley,1629647.0,,,,,,,,,,,
277,PT05M23.00S,2022-11-08T01:17:05.7Z,2,REGULAR,block,,[],1629647,,,1610612765,37,49,2022-11-08T01:17:07Z,2770000,,,0,,D. Bazley BLOCK (2 BLK),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
278,PT05M20.00S,2022-11-08T01:17:08.7Z,2,REGULAR,rebound,defensive,[],1630544,,,1610612760,37,49,2022-11-08T01:17:08Z,2780000,,,0,,T. Mann REBOUND (Off:1 Def:3),[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,Restricted Area,0-8 Center,,,276.0,4.0,3.0,1.0,,,,,,,,,,,,,,
279,PT05M14.00S,2022-11-08T01:17:14.8Z,2,REGULAR,3pt,Jump Shot,[],1629652,12.697109067017081,4.166666666666666,1610612760,37,49,2022-11-08T01:17:19Z,2790000,229.0,67.0,1,left,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Right Corner 3,24+ Right,23.88,Missed,,,,,,,,,,,,,,,,,,
280,PT05M14.00S,2022-11-08T01:17:14.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,37,49,2022-11-08T01:17:19Z,2800000,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Right Corner 3,24+ Right,,,279.0,,,,,,,,,,,,,,,,,
282,PT05M00.00S,2022-11-08T01:17:46.1Z,2,REGULAR,foul,personal,[],1630544,,,1610612765,37,49,2022-11-08T01:17:54Z,2820000,,,0,,T. Mann personal FOUL (1 PF),"[1630544, 202711]",1610612760.0,OKC,,,,Mann,T. Mann,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,1627961.0,1.0,0.0,Bogdanovic,202711.0,,,,,,
284,PT05M00.00S,2022-11-08T01:17:53.7Z,2,REGULAR,substitution,out,[],1630581,,,1610612765,37,49,2022-11-08T01:18:00Z,2840000,,,0,,SUB out: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT05M00.00S,2022-11-08T01:17:53.7Z,2,REGULAR,substitution,out,[],1629026,,,1610612765,37,49,2022-11-08T01:18:00Z,2850000,,,0,,SUB out: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT05M00.00S,2022-11-08T01:17:53.7Z,2,REGULAR,substitution,in,[],1628983,,,1610612765,37,49,2022-11-08T01:18:00Z,2860000,,,0,,SUB in: S. Gilgeous-Alexander,[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT05M00.00S,2022-11-08T01:17:53.7Z,2,REGULAR,substitution,in,[],1631114,,,1610612765,37,49,2022-11-08T01:18:00Z,2870000,,,0,,SUB in: J. Williams,[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M55.00S,2022-11-08T01:18:14.3Z,2,REGULAR,foul,personal,['2freethrow'],1631114,,,1610612765,37,49,2022-11-08T01:18:28Z,2880000,,,0,,J. Williams shooting personal FOUL (3 PF) (Bey 2 FT),"[1631114, 1630180]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,203592.0,3.0,0.0,Bey,1630180.0,,,,,,
290,PT04M55.00S,2022-11-08T01:18:44.4Z,2,REGULAR,freethrow,1 of 2,[],1630180,,,1610612765,38,49,2022-11-08T01:18:44Z,2900000,,,0,,S. Bey Free Throw 1 of 2 (8 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,Made,,,,,8.0,,,,,,,,,,,,,
291,PT04M55.00S,2022-11-08T01:19:01.4Z,2,REGULAR,freethrow,2 of 2,[],1630180,,,1610612765,39,49,2022-11-08T01:19:01Z,2910000,,,0,,S. Bey Free Throw 2 of 2 (9 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
292,PT04M41.00S,2022-11-08T01:19:16.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629647,7.30946123521682,46.81372549019608,1610612760,39,49,2022-11-08T01:20:49Z,2920000,16.0,16.0,1,left,MISS D. Bazley cutting Layup - blocked,"[1629647, 1631093]",1610612760.0,OKC,cutting,,,Bazley,D. Bazley,,,,,Restricted Area,0-8 Center,2.27,Missed,,,,,,Ivey,1631093.0,,,,,,,,,,,
293,PT04M41.00S,2022-11-08T01:19:16.3Z,2,REGULAR,block,,[],1631093,,,1610612760,39,49,2022-11-08T01:19:18Z,2930000,,,0,,J. Ivey BLOCK (1 BLK),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
294,PT04M37.00S,2022-11-08T01:19:20.3Z,2,REGULAR,rebound,offensive,[],1629652,,,1610612760,39,49,2022-11-08T01:19:25Z,2940000,,,0,,L. Dort REBOUND (Off:2 Def:1),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,,,292.0,3.0,1.0,2.0,,,,,,,,,,,,,,
295,PT04M37.00S,2022-11-08T01:19:21.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629652,5.732588699080158,49.50980392156863,1610612760,39,49,2022-11-08T01:19:28Z,2950000,2.0,1.0,1,left,MISS L. Dort Layup - blocked,"[1629652, 1630595]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,0.29,Missed,,,,,,Cunningham,1630595.0,,,,,,,,,,,
296,PT04M37.00S,2022-11-08T01:19:21.3Z,2,REGULAR,block,,[],1630595,,,1610612760,39,49,2022-11-08T01:25:16Z,2960000,,,0,,C. Cunningham BLOCK (1 BLK),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
297,PT04M37.00S,2022-11-08T01:19:21.3Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,39,49,2022-11-08T01:19:28Z,2970000,,,0,,C. Cunningham REBOUND (Off:0 Def:5),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,295.0,5.0,5.0,0.0,,,,,,,,,,,,,,
298,PT04M37.00S,2022-11-08T01:19:27.9Z,2,REGULAR,foul,personal,[],1629647,,,1610612765,39,49,2022-11-08T01:19:37Z,2980000,,,0,,D. Bazley personal FOUL (3 PF),"[1629647, 1630595]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,Mid-Range,16-24 Center,,,,,,,,,,201246.0,3.0,0.0,Cunningham,1630595.0,,,,,,
300,PT04M28.00S,2022-11-08T01:19:57.3Z,2,REGULAR,foul,offensive,[],1630191,,,1610612765,39,49,2022-11-08T01:20:14Z,3000000,,,0,,I. Stewart offensive FOUL (3 PF),"[1630191, 1629652]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Right,,,,,,,,,,203592.0,3.0,0.0,Dort,1629652.0,,,,,,
302,PT04M28.00S,2022-11-08T01:19:57.3Z,2,REGULAR,turnover,offensive foul,[],1630191,,,1610612765,39,49,2022-11-08T01:19:57Z,3020000,,,0,,I. Stewart offensive foul TURNOVER (1 TO),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,8-16 Right,,,,,,,,,,203592.0,,,,,1.0,,,,,
303,PT04M28.00S,2022-11-08T01:20:09.7Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612760,39,49,2022-11-08T01:20:09Z,3030000,,,0,,OKC Timeout,[],1610612760.0,OKC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT04M28.00S,2022-11-08T01:22:29.5Z,2,REGULAR,substitution,out,[],1630191,,,1610612760,39,49,2022-11-08T01:23:03Z,3040000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT04M28.00S,2022-11-08T01:22:29.5Z,2,REGULAR,substitution,out,[],1629647,,,1610612760,39,49,2022-11-08T01:23:03Z,3050000,,,0,,SUB out: D. Bazley,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT04M28.00S,2022-11-08T01:22:29.5Z,2,REGULAR,substitution,in,[],1631105,,,1610612760,39,49,2022-11-08T01:23:03Z,3060000,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT04M28.00S,2022-11-08T01:22:29.5Z,2,REGULAR,substitution,in,[],1630526,,,1610612760,39,49,2022-11-08T01:23:03Z,3070000,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT04M17.00S,2022-11-08T01:23:11.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629652,6.652431011826544,48.77450980392157,1610612760,39,49,2022-11-08T01:23:16Z,3080000,6.0,10.0,1,left,MISS L. Dort driving Layup,[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,1.17,Missed,,,,,,,,,,,,,,,,,,
309,PT04M15.00S,2022-11-08T01:23:13.9Z,2,REGULAR,rebound,defensive,[],1631093,,,1610612765,39,49,2022-11-08T01:23:16Z,3090000,,,0,,J. Ivey REBOUND (Off:1 Def:3),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,,,308.0,4.0,3.0,1.0,,,,,,,,,,,,,,
310,PT04M10.00S,2022-11-08T01:23:19.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631093,89.83245729303549,47.05882352941176,1610612765,39,49,2022-11-08T01:23:26Z,3100000,-15.0,43.0,1,right,MISS J. Ivey driving Layup - blocked,"[1631093, 1630526]",1610612765.0,DET,driving,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,4.55,Missed,,,,,,Robinson-Earl,1630526.0,,,,,,,,,,,
311,PT04M10.00S,2022-11-08T01:23:19.7Z,2,REGULAR,block,,[],1630526,,,1610612765,39,49,2022-11-08T01:23:22Z,3110000,,,0,,J. Robinson-Earl BLOCK (1 BLK),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
312,PT04M07.00S,2022-11-08T01:23:22.7Z,2,REGULAR,rebound,offensive,[],1631093,,,1610612765,39,49,2022-11-08T01:36:17Z,3120000,,,0,,J. Ivey REBOUND (Off:2 Def:3),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,,,310.0,5.0,3.0,2.0,,,,,,,,,,,,,,
313,PT04M06.00S,2022-11-08T01:23:23.2Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1631105,92.19776609724047,48.529411764705884,1610612765,41,49,2022-11-08T01:23:30Z,3130000,-7.0,21.0,1,right,J. Duren DUNK (4 PTS) (J. Ivey 3 AST),"[1631105, 1631093]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,4.0,,,,,,,,,,,J. Ivey,1631093.0,3.0
314,PT03M48.00S,2022-11-08T01:23:41.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631114,6.258212877792378,46.32352941176471,1610612760,41,51,2022-11-08T01:23:51Z,3140000,18.0,6.0,1,left,J. Williams reverse Layup (2 PTS) (S. Gilgeous-Alexander 1 AST),"[1631114, 1628983]",1610612760.0,OKC,reverse,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,1.94,Made,,,,,2.0,,,,,,,,,,,S. Gilgeous-Alexander,1628983.0,1.0
316,PT03M32.00S,2022-11-08T01:23:56.7Z,2,REGULAR,3pt,Jump Shot,[],1631093,93.11760840998686,96.81372549019608,1610612765,44,51,2022-11-08T01:24:02Z,3160000,234.0,12.0,1,right,J. Ivey 3PT  (5 PTS) (C. Cunningham 3 AST),"[1631093, 1630595]",1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Right Corner 3,24+ Right,23.44,Made,,,,,5.0,,,,,,,,,,,C. Cunningham,1630595.0,3.0
318,PT03M13.00S,2022-11-08T01:24:16.7Z,2,REGULAR,2pt,Jump Shot,[],1630544,5.601182654402102,32.59803921568628,1610612760,44,51,2022-11-08T01:24:24Z,3180000,87.0,0.0,1,left,MISS T. Mann 8' driving floating Shot,[1630544],1610612760.0,OKC,driving floating,,,Mann,T. Mann,,,,,Mid-Range,8-16 Right,8.7,Missed,,,,,,,,,,,,,,,,,,
319,PT03M11.00S,2022-11-08T01:24:18.7Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,44,51,2022-11-08T01:24:24Z,3190000,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Mid-Range,8-16 Right,,,318.0,1.0,1.0,0.0,,,,,,,,,,,,,,
320,PT03M04.00S,2022-11-08T01:24:25.3Z,2,REGULAR,3pt,Jump Shot,[],1630180,93.24901445466492,95.83333333333334,1610612765,44,51,2022-11-08T01:24:30Z,3200000,229.0,11.0,1,right,MISS S. Bey 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Right Corner 3,24+ Right,22.95,Missed,,,,,,,,,,,,,,,,,,
321,PT03M00.00S,2022-11-08T01:24:29.3Z,2,REGULAR,rebound,defensive,[],1630526,,,1610612760,44,51,2022-11-08T01:24:30Z,3210000,,,0,,J. Robinson-Earl REBOUND (Off:1 Def:2),[1630526],1610612760.0,OKC,,,,Robinson-Earl,J. Robinson-Earl,,,,,Right Corner 3,24+ Right,,,320.0,3.0,2.0,1.0,,,,,,,,,,,,,,
322,PT02M52.00S,2022-11-08T01:24:37.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628983,17.821944809461236,38.23529411764706,1610612760,44,51,2022-11-08T01:24:41Z,3220000,59.0,115.0,1,left,MISS S. Gilgeous-Alexander 12' fadeaway Shot,[1628983],1610612760.0,OKC,fadeaway,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),8-16 Center,12.92,Missed,,,,,,,,,,,,,,,,,,
323,PT02M50.00S,2022-11-08T01:24:39.5Z,2,REGULAR,rebound,defensive,[],1631093,,,1610612765,44,51,2022-11-08T01:24:41Z,3230000,,,0,,J. Ivey REBOUND (Off:2 Def:4),[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),8-16 Center,,,322.0,6.0,4.0,2.0,,,,,,,,,,,,,,
324,PT02M44.00S,2022-11-08T01:24:44.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631093,93.11760840998686,44.85294117647059,1610612765,44,51,2022-11-08T01:24:56Z,3240000,-26.0,12.0,1,right,MISS J. Ivey running reverse Layup,[1631093],1610612765.0,DET,running reverse,,,Ivey,J. Ivey,,,,,Restricted Area,0-8 Center,2.84,Missed,,,,,,,,,,,,,,,,,,
325,PT02M44.00S,2022-11-08T01:24:47.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,44,51,2022-11-08T01:24:47Z,3250000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,324.0,,,,,,,,,,,,,,,,,
327,PT02M44.00S,2022-11-08T01:24:50.6Z,2,REGULAR,substitution,out,[],1630180,,,1610612765,44,51,2022-11-08T01:25:00Z,3270000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT02M44.00S,2022-11-08T01:24:50.6Z,2,REGULAR,substitution,out,[],1630544,,,1610612765,44,51,2022-11-08T01:25:00Z,3280000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT02M44.00S,2022-11-08T01:24:50.6Z,2,REGULAR,substitution,in,[],1630587,,,1610612765,44,51,2022-11-08T01:25:00Z,3290000,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT02M44.00S,2022-11-08T01:24:50.6Z,2,REGULAR,substitution,in,[],1630581,,,1610612765,44,51,2022-11-08T01:25:00Z,3300000,,,0,,SUB in: J. Giddey,[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT02M32.00S,2022-11-08T01:25:31.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202711,89.04402102496715,42.15686274509804,1610612765,44,51,2022-11-08T01:25:38Z,3310000,-39.0,50.0,1,right,MISS B. Bogdanovic 6' turnaround Shot,[202711],1610612765.0,DET,turnaround,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,6.39,Missed,,,,,,,,,,,,,,,,,,
332,PT02M28.00S,2022-11-08T01:25:34.1Z,2,REGULAR,rebound,defensive,[],1629652,,,1610612760,44,51,2022-11-08T01:25:34Z,3320000,,,0,,L. Dort REBOUND (Off:2 Def:2),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,331.0,4.0,2.0,2.0,,,,,,,,,,,,,,
333,PT02M25.00S,2022-11-08T01:25:38.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630581,9.543363994743759,43.13725490196079,1610612760,44,53,2022-11-08T01:25:47Z,3330000,34.0,37.0,1,left,J. Giddey driving Layup (7 PTS),[1630581],1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,5.06,Made,,,,,7.0,,,,,,,,,,,,,
334,PT02M10.00S,2022-11-08T01:25:53.2Z,2,REGULAR,3pt,Jump Shot,[],202711,72.88107752956637,19.607843137254903,1610612765,44,53,2022-11-08T01:25:58Z,3340000,-152.0,202.0,1,right,MISS B. Bogdanovic 25' 3PT,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,25.31,Missed,,,,,,,,,,,,,,,,,,
