actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
269,PT06M59.00S,2023-03-12T00:55:42.7Z,2,REGULAR,substitution,in,[],1628963,,,1610612765,45,50,2023-03-12T00:56:08Z,2660000,False,,,0,,SUB in: M. Bagley III,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT06M44.00S,2023-03-12T00:56:29.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630165,66.83639947437582,37.254901960784316,1610612765,45,50,2023-03-12T00:56:35Z,2670000,False,-64.0,259.0,1,right,MISS K. Hayes 26' 3PT,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Center,26.69,Missed,,,,,,,,,,,,,,,,,,
271,PT06M39.00S,2023-03-12T00:56:34.8Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612754,45,50,2023-03-12T00:56:35Z,2680000,False,,,0,,J. Smith REBOUND (Off:1 Def:2),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,270.0,3.0,2.0,1.0,,,,
272,PT06M33.00S,2023-03-12T00:56:41.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630543,6.258212877792378,54.166666666666664,1610612754,45,52,2023-03-12T00:59:45Z,2690000,False,-21.0,6.0,1,left,I. Jackson cutting Layup (11 PTS) (A. Nembhard 6 AST),"[1630543, 1629614]",1610612754.0,IND,cutting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,2.17,Made,11.0,,,,,,,A. Nembhard,1629614.0,6.0,,,,,,,,
274,PT06M33.00S,2023-03-12T00:56:45.5Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630647,,,1610612754,45,52,2023-03-12T00:56:53Z,2710000,False,,,0,,E. Omoruyi shooting personal FOUL (3 PF) (Jackson 1 FT),"[1630647, 1630543]",1610612765.0,DET,shooting,,,Omoruyi,E. Omoruyi,,,,,Restricted Area,0-8 Center,,,,2715.0,3.0,0.0,Jackson,1630543.0,,,,,,,,,,,,
276,PT06M33.00S,2023-03-12T00:57:04.7Z,2,REGULAR,substitution,out,[],1630647,,,1610612754,45,52,2023-03-12T00:57:48Z,2730000,False,,,0,,SUB out: E. Omoruyi,[1630647],1610612765.0,DET,,,,Omoruyi,E. Omoruyi,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT06M33.00S,2023-03-12T00:57:04.7Z,2,REGULAR,substitution,in,[],1630587,,,1610612754,45,52,2023-03-12T00:57:48Z,2740000,False,,,0,,SUB in: I. Livers,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT06M33.00S,2023-03-12T00:57:25.4Z,2,REGULAR,freethrow,1 of 1,[],1630543,,,1610612754,45,53,2023-03-12T00:57:25Z,2750000,False,,,0,,I. Jackson Free Throw 1 of 1 (12 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
279,PT06M17.00S,2023-03-12T00:57:45.9Z,2,REGULAR,3pt,Jump Shot,[],1630587,75.1149802890933,12.254901960784313,1610612765,45,53,2023-03-12T00:57:50Z,2760000,False,-189.0,181.0,1,right,MISS I. Livers 26' 3PT,[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Above the Break 3,24+ Left Center,26.18,Missed,,,,,,,,,,,,,,,,,,
280,PT06M14.00S,2023-03-12T00:57:48.9Z,2,REGULAR,rebound,defensive,[],1630543,,,1610612754,45,53,2023-03-12T00:57:50Z,2770000,False,,,0,,I. Jackson REBOUND (Off:3 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,279.0,4.0,1.0,3.0,,,,
281,PT06M05.00S,2023-03-12T00:57:58.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,14.799605781865965,41.66666666666667,1610612754,45,55,2023-03-12T00:58:04Z,2780000,False,42.0,87.0,1,left,A. Nembhard 9' turnaround fadeaway Jump Shot (9 PTS),[1629614],1610612754.0,IND,turnaround fadeaway,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,9.61,Made,9.0,,,,,,,,,,,,,,,,,
282,PT05M48.00S,2023-03-12T00:58:14.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630165,92.85479632063075,64.70588235294117,1610612765,45,55,2023-03-12T00:58:19Z,2790000,False,74.0,15.0,1,right,MISS K. Hayes 7' fadeaway Shot,[1630165],1610612765.0,DET,fadeaway,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,7.5,Missed,,,,,,,,,,,,,,,,,,
283,PT05M46.00S,2023-03-12T00:58:16.8Z,2,REGULAR,rebound,defensive,[],1629614,,,1610612754,45,55,2023-03-12T00:58:19Z,2800000,False,,,0,,A. Nembhard REBOUND (Off:0 Def:3),[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,282.0,3.0,3.0,0.0,,,,
284,PT05M42.00S,2023-03-12T00:58:21.7Z,2,REGULAR,3pt,Jump Shot,[],1630537,23.73521681997372,86.27450980392157,1610612754,45,55,2023-03-12T01:03:04Z,2810000,False,-181.0,171.0,1,left,MISS C. Duarte 24' running 3PT,[1630537],1610612754.0,IND,running,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Left Center,24.9,Missed,,,,,,,,,,,,,,,,,,
285,PT05M37.00S,2023-03-12T00:58:25.3Z,2,REGULAR,rebound,offensive,[],1630537,,,1610612754,45,55,2023-03-12T00:58:25Z,2820000,False,,,0,,C. Duarte REBOUND (Off:1 Def:0),[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,284.0,1.0,0.0,1.0,,,,
286,PT05M35.00S,2023-03-12T00:58:27.9Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630537,25.18068331143233,68.87254901960785,1610612754,45,55,2023-03-12T00:58:36Z,2830000,False,-94.0,184.0,1,left,MISS C. Duarte 20' Jump Shot,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Mid-Range,16-24 Left Center,20.7,Missed,,,,,,,,,,,,,,,,,,
287,PT05M33.00S,2023-03-12T00:58:29.9Z,2,REGULAR,rebound,offensive,[],1629052,,,1610612754,45,55,2023-03-12T00:58:36Z,2840000,False,,,0,,O. Brissett REBOUND (Off:2 Def:2),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,286.0,4.0,2.0,2.0,,,,
288,PT05M30.00S,2023-03-12T00:58:32.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629052,5.863994743758213,50.98039215686274,1610612754,45,57,2023-03-12T01:04:37Z,2850000,False,-5.0,3.0,1,left,O. Brissett putback Layup (3 PTS),[1629052],1610612754.0,IND,putback,,,Brissett,O. Brissett,,,,,Restricted Area,0-8 Center,0.55,Made,3.0,,,,,,,,,,,,,,,,,
289,PT05M16.00S,2023-03-12T00:58:48.8Z,2,REGULAR,foul,offensive,['inpenalty'],1628963,,,1610612765,45,57,2023-03-12T00:59:01Z,2860000,False,,,0,,M. Bagley III charge offensive FOUL (1 PF),"[1628963, 1630188]",1610612765.0,DET,charge,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,,203593.0,1.0,0.0,Smith,1630188.0,,,,,,,,,,,,
291,PT05M16.00S,2023-03-12T00:58:48.8Z,2,REGULAR,turnover,offensive foul,[],1628963,,,1610612765,45,57,2023-03-12T00:58:48Z,2880000,False,,,0,,M. Bagley III offensive foul TURNOVER (1 TO),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,,203593.0,,,,,1.0,,,,,,,,,,,
292,PT05M16.00S,2023-03-12T00:58:59.5Z,2,REGULAR,substitution,out,[],202709,,,1610612754,45,57,2023-03-12T00:59:02Z,2890000,False,,,0,,SUB out: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT05M16.00S,2023-03-12T00:58:59.5Z,2,REGULAR,substitution,in,[],1631105,,,1610612754,45,57,2023-03-12T00:59:02Z,2900000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT05M00.00S,2023-03-12T00:59:27.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630188,25.969119579500656,16.42156862745098,1610612754,45,57,2023-03-12T00:59:32Z,2910000,False,168.0,192.0,1,left,MISS J. Smith 25' 3PT,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,25.48,Missed,,,,,,,,,,,,,,,,,,
295,PT04M58.00S,2023-03-12T00:59:29.6Z,2,REGULAR,rebound,defensive,[],1630165,,,1610612765,45,57,2023-03-12T00:59:32Z,2920000,False,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,294.0,1.0,1.0,0.0,,,,
296,PT04M49.00S,2023-03-12T00:59:38.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,93.24901445466492,51.71568627450981,1610612765,47,57,2023-03-12T00:59:42Z,2930000,False,9.0,11.0,1,right,J. Duren Layup (10 PTS) (K. Hayes 4 AST),"[1631105, 1630165]",1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.4,Made,10.0,,,,,,,K. Hayes,1630165.0,4.0,,,,,,,,
298,PT04M38.00S,2023-03-12T00:59:49.0Z,2,REGULAR,3pt,Jump Shot,[],1629614,28.991458607095925,27.205882352941174,1610612754,47,57,2023-03-12T01:07:22Z,2950000,False,114.0,220.0,1,left,MISS A. Nembhard 24' step back 3PT,[1629614],1610612754.0,IND,step back,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Right Center,24.78,Missed,,,,,,,,,,,,,,,,,,
299,PT04M35.00S,2023-03-12T00:59:52.0Z,2,REGULAR,rebound,offensive,[],1629052,,,1610612754,47,57,2023-03-12T00:59:56Z,2960000,False,,,0,,O. Brissett REBOUND (Off:3 Def:2),[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,298.0,5.0,2.0,3.0,,,,
300,PT04M35.00S,2023-03-12T00:59:53.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629052,6.915243101182654,49.50980392156863,1610612754,47,59,2023-03-12T01:07:43Z,2970000,False,2.0,13.0,1,left,O. Brissett putback Layup (5 PTS),[1629052],1610612754.0,IND,putback,,,Brissett,O. Brissett,,,,,Restricted Area,0-8 Center,1.27,Made,5.0,,,,,,,,,,,,,,,,,
301,PT04M19.00S,2023-03-12T01:00:11.4Z,2,REGULAR,foul,personal,['2freethrow'],1630543,,,1610612765,47,59,2023-03-12T01:00:19Z,2980000,False,,,0,,I. Jackson shooting personal FOUL (3 PF) (Duren 2 FT),"[1630543, 1631105]",1610612754.0,IND,shooting,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,2715.0,3.0,0.0,Duren,1631105.0,,,,,,,,,,,,
303,PT04M19.00S,2023-03-12T01:00:44.5Z,2,REGULAR,freethrow,1 of 2,[],1631105,,,1610612765,48,59,2023-03-12T01:00:44Z,3000000,False,,,0,,J. Duren Free Throw 1 of 2 (11 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
304,PT04M19.00S,2023-03-12T01:00:45.6Z,2,REGULAR,substitution,out,[],1629052,,,1610612765,48,59,2023-03-12T01:00:53Z,3010000,False,,,0,,SUB out: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT04M19.00S,2023-03-12T01:00:45.6Z,2,REGULAR,substitution,out,[],1630543,,,1610612765,48,59,2023-03-12T01:00:53Z,3020000,False,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT04M19.00S,2023-03-12T01:00:45.6Z,2,REGULAR,substitution,in,[],1630174,,,1610612765,48,59,2023-03-12T01:00:53Z,3030000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
307,PT04M19.00S,2023-03-12T01:00:45.6Z,2,REGULAR,substitution,in,[],1627741,,,1610612765,48,59,2023-03-12T01:00:53Z,3040000,False,,,0,,SUB in: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
308,PT04M19.00S,2023-03-12T01:01:12.0Z,2,REGULAR,freethrow,2 of 2,[],1631105,,,1610612765,49,59,2023-03-12T01:01:12Z,3050000,False,,,0,,J. Duren Free Throw 2 of 2 (12 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,Made,12.0,,,,,,,,,,,,,,,,,
309,PT04M07.00S,2023-03-12T01:01:26.3Z,2,REGULAR,turnover,bad pass,[],1627741,,,1610612754,49,59,2023-03-12T01:01:30Z,3060000,False,,,0,,B. Hield bad pass TURNOVER (1 TO),"[1627741, 1630587]",1610612754.0,IND,,,,Hield,B. Hield,,,,,Mid-Range,16-24 Center,,,,,,,,,1.0,,,,,,,,,,Livers,1630587.0
310,PT04M07.00S,2023-03-12T01:01:26.3Z,2,REGULAR,steal,,[],1630587,,,1610612765,49,59,2023-03-12T01:01:28Z,3070000,False,,,0,,I. Livers STEAL (2 STL),[1630587],1610612765.0,DET,,,,Livers,I. Livers,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
311,PT04M02.00S,2023-03-12T01:01:30.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630181,93.77463863337714,52.450980392156865,1610612765,51,59,2023-03-12T01:01:39Z,3080000,False,12.0,6.0,1,right,R. Hampton running Layup (6 PTS) (I. Livers 1 AST),"[1630181, 1630587]",1610612765.0,DET,running,,,Hampton,R. Hampton,,,,,Restricted Area,0-8 Center,1.37,Made,6.0,,,,,,,I. Livers,1630587.0,1.0,,,,,,,,
313,PT03M39.00S,2023-03-12T01:01:53.7Z,2,REGULAR,3pt,Jump Shot,[],1629614,32.276609724047304,35.049019607843135,1610612754,51,62,2023-03-12T01:09:11Z,3100000,False,75.0,251.0,1,left,A. Nembhard 26' 3PT step back (12 PTS),[1629614],1610612754.0,IND,step back,,,Nembhard,A. Nembhard,,,,,Above the Break 3,24+ Center,26.18,Made,12.0,,,,,,,,,,,,,,,,,
314,PT03M28.00S,2023-03-12T01:02:04.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,92.9862023653088,49.50980392156863,1610612765,53,62,2023-03-12T01:02:08Z,3110000,False,-2.0,13.0,1,right,J. Duren cutting DUNK (14 PTS) (M. Bagley III 1 AST),"[1631105, 1628963]",1610612765.0,DET,cutting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,1.36,Made,14.0,,,,,,,M. Bagley III,1628963.0,1.0,,,,,,,,
316,PT03M18.00S,2023-03-12T01:02:14.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,18.347568988173457,39.21568627450981,1610612754,53,64,2023-03-12T01:02:19Z,3130000,False,54.0,120.0,1,left,A. Nembhard 13' pullup Jump Shot (14 PTS),[1629614],1610612754.0,IND,pullup,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),8-16 Center,13.15,Made,14.0,,,,,,,,,,,,,,,,,
317,PT03M01.00S,2023-03-12T01:02:31.7Z,2,REGULAR,turnover,bad pass,[],1630165,,,1610612765,53,64,2023-03-12T01:02:35Z,3140000,False,,,0,,K. Hayes bad pass TURNOVER (3 TO),"[1630165, 1627741]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,3.0,,,,,,,,,,Hield,1627741.0
318,PT03M01.00S,2023-03-12T01:02:31.7Z,2,REGULAR,steal,,[],1627741,,,1610612754,53,64,2023-03-12T01:02:33Z,3150000,False,,,0,,B. Hield STEAL (2 STL),[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
319,PT02M57.00S,2023-03-12T01:02:38.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631105,,,1610612754,53,64,2023-03-12T01:05:34Z,3160000,False,,,0,,J. Duren shooting personal FOUL (1 PF) (Nesmith 2 FT),"[1631105, 1630174]",1610612765.0,DET,shooting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,2715.0,1.0,0.0,Nesmith,1630174.0,,,,,,,,,,,,
321,PT02M57.00S,2023-03-12T01:02:51.3Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,53,64,2023-03-12T01:02:51Z,3180000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT02M57.00S,2023-03-12T01:05:57.8Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630174,,,1610612754,53,65,2023-03-12T01:05:57Z,3190000,False,,,0,,A. Nesmith Free Throw 1 of 2 (2 PTS),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
323,PT02M57.00S,2023-03-12T01:06:14.2Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630174,,,1610612754,53,66,2023-03-12T01:06:14Z,3200000,False,,,0,,A. Nesmith Free Throw 2 of 2 (3 PTS),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
324,PT02M42.00S,2023-03-12T01:06:30.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,93.24901445466492,53.92156862745098,1610612765,53,66,2023-03-12T01:11:33Z,3210000,False,20.0,11.0,1,right,MISS M. Bagley III driving reverse Layup - blocked,"[1628963, 1630188]",1610612765.0,DET,driving reverse,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,,Smith,1630188.0,,
325,PT02M42.00S,2023-03-12T01:06:30.5Z,2,REGULAR,block,,[],1630188,,,1610612765,53,66,2023-03-12T01:06:32Z,3220000,False,,,0,,J. Smith BLOCK (1 BLK),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
326,PT02M40.00S,2023-03-12T01:06:32.5Z,2,REGULAR,rebound,defensive,[],1630188,,,1610612754,53,66,2023-03-12T01:06:34Z,3230000,False,,,0,,J. Smith REBOUND (Off:1 Def:3),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,324.0,4.0,3.0,1.0,,,,
327,PT02M33.00S,2023-03-12T01:06:39.7Z,2,REGULAR,3pt,Jump Shot,[],1630537,4.5499342969776615,1.715686274509804,1610612754,53,69,2023-03-12T01:06:50Z,3240000,False,241.0,-10.0,1,left,C. Duarte 24' 3PT  (3 PTS) (A. Nembhard 7 AST),"[1630537, 1629614]",1610612754.0,IND,,,,Duarte,C. Duarte,,,,,Right Corner 3,24+ Right,24.16,Made,3.0,,,,,,,A. Nembhard,1629614.0,7.0,,,,,,,,
329,PT02M20.00S,2023-03-12T01:06:52.6Z,2,REGULAR,3pt,Jump Shot,[],1628963,69.33311432325887,68.87254901960785,1610612765,53,69,2023-03-12T01:06:57Z,3260000,False,94.0,236.0,1,right,MISS M. Bagley III 25' 3PT,[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,Above the Break 3,24+ Right Center,25.4,Missed,,,,,,,,,,,,,,,,,,
330,PT02M17.00S,2023-03-12T01:06:55.7Z,2,REGULAR,rebound,offensive,[],1631105,,,1610612765,53,69,2023-03-12T01:06:55Z,3270000,False,,,0,,J. Duren REBOUND (Off:3 Def:4),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,329.0,7.0,4.0,3.0,,,,
331,PT02M12.00S,2023-03-12T01:07:01.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628963,92.46057818659659,46.32352941176471,1610612765,53,69,2023-03-12T01:12:12Z,3280000,False,-18.0,18.0,1,right,MISS M. Bagley III driving Layup,[1628963],1610612765.0,DET,driving,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,2.6,Missed,,,,,,,,,,,,,,,,,,
332,PT02M12.00S,2023-03-12T01:07:01.0Z,2,REGULAR,rebound,offensive,[],1631105,,,1610612765,53,69,2023-03-12T01:09:12Z,3290000,False,,,0,,J. Duren REBOUND (Off:4 Def:4),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,331.0,8.0,4.0,4.0,,,,
333,PT02M10.00S,2023-03-12T01:07:03.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631105,91.5407358738502,49.26470588235294,1610612765,53,69,2023-03-12T01:13:24Z,3300000,False,-4.0,27.0,1,right,MISS J. Duren putback Layup - blocked,"[1631105, 1630188]",1610612765.0,DET,putback,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,2.73,Missed,,,,,,,,,,,,,,,Smith,1630188.0,,
334,PT02M10.00S,2023-03-12T01:07:03.5Z,2,REGULAR,block,,[],1630188,,,1610612765,53,69,2023-03-12T01:07:05Z,3310000,False,,,0,,J. Smith BLOCK (2 BLK),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
335,PT02M10.00S,2023-03-12T01:07:03.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,53,69,2023-03-12T01:07:40Z,3320000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,333.0,,,,,,,
337,PT02M04.00S,2023-03-12T01:07:26.9Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630165,86.67871222076215,50.73529411764706,1610612765,53,69,2023-03-12T01:07:42Z,3340000,False,4.0,73.0,1,right,MISS K. Hayes 7' pullup Shot,[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,In The Paint (Non-RA),0-8 Center,7.28,Missed,,,,,,,,,,,,,,,,,,
338,PT01M58.00S,2023-03-12T01:07:32.9Z,2,REGULAR,rebound,offensive,[],1628963,,,1610612765,53,69,2023-03-12T01:07:34Z,3350000,False,,,0,,M. Bagley III REBOUND (Off:2 Def:1),[1628963],1610612765.0,DET,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,337.0,3.0,1.0,2.0,,,,
339,PT01M58.00S,2023-03-12T01:07:32.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628963,94.40999984741211,50.0,1610612765,55,69,2023-03-12T01:07:42Z,3360000,False,0.0,0.0,1,right,M. Bagley III tip Layup (6 PTS),[1628963],1610612765.0,DET,tip,,,Bagley III,M. Bagley III,,,,,Mid-Range,8-16 Left,0.0,Made,6.0,,,,,,,,,,,,,,,,,
340,PT01M41.00S,2023-03-12T01:07:50.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,13.748357424441524,45.83333333333333,1610612754,55,69,2023-03-12T01:13:58Z,3370000,False,21.0,77.0,1,left,MISS A. Nembhard 7' driving floating Shot,[1629614],1610612754.0,IND,driving floating,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,7.95,Missed,,,,,,,,,,,,,,,,,,
341,PT01M39.00S,2023-03-12T01:07:52.5Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,55,69,2023-03-12T01:07:52Z,3380000,False,,,0,,J. Duren REBOUND (Off:4 Def:5),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,340.0,9.0,5.0,4.0,,,,
343,PT01M22.00S,2023-03-12T01:08:08.7Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628963,92.85479632063075,39.950980392156865,1610612765,55,69,2023-03-12T01:08:20Z,3390000,False,-50.0,15.0,1,right,MISS M. Bagley III turnaround Hook,[1628963],1610612765.0,DET,turnaround,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,5.23,Missed,,,,,,,,,,,,,,,,,,
344,PT01M19.00S,2023-03-12T01:08:11.7Z,2,REGULAR,rebound,defensive,[],1630174,,,1610612754,55,69,2023-03-12T01:08:20Z,3400000,False,,,0,,A. Nesmith REBOUND (Off:0 Def:1),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,343.0,1.0,1.0,0.0,,,,
345,PT01M11.00S,2023-03-12T01:08:22.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630174,8.360709592641262,36.76470588235294,1610612754,55,69,2023-03-12T01:14:25Z,3410000,False,66.0,26.0,1,left,MISS A. Nesmith 7' driving floating Shot,[1630174],1610612754.0,IND,driving floating,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,7.12,Missed,,,,,,,,,,,,,,,,,,
346,PT01M10.00S,2023-03-12T01:08:23.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612765,55,69,2023-03-12T01:08:47Z,3420000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,345.0,,,,,,,
347,PT01M10.00S,2023-03-12T01:08:33.6Z,2,REGULAR,foul,personal,[],1630188,,,1610612765,55,69,2023-03-12T01:08:54Z,3430000,False,,,0,,J. Smith loose ball personal FOUL (1 PF),"[1630188, 1628963]",1610612754.0,IND,loose ball,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,2715.0,1.0,0.0,Bagley III,1628963.0,,,,,,,,,,,,
349,PT01M10.00S,2023-03-12T01:08:49.1Z,2,REGULAR,substitution,out,[],1630188,,,1610612765,55,69,2023-03-12T01:08:51Z,3450000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
