actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
603,PT06M46.00S,2022-10-29T01:06:51.9Z,4,REGULAR,foul,personal,[],1628988,,,1610612765,98,119,2022-10-29T01:06:59Z,5970000,,,0,,A. Holiday personal FOUL (4 PF),"[1628988, 1631093]",1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,202035.0,4.0,0.0,Ivey,1631093.0,,,
605,PT06M46.00S,2022-10-29T01:07:09.2Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,98,119,2022-10-29T01:07:09Z,5990000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606,PT06M46.00S,2022-10-29T01:07:10.6Z,4,REGULAR,substitution,out,[],1631093,,,1610612765,98,119,2022-10-29T01:09:46Z,6000000,,,0,,SUB out: J. Ivey,[1631093],1610612765.0,DET,,,,Ivey,J. Ivey,,,,,,,,,,,,,,,,,,,,,,,,,,
607,PT06M46.00S,2022-10-29T01:07:10.6Z,4,REGULAR,substitution,in,[],1630595,,,1610612765,98,119,2022-10-29T01:09:46Z,6010000,,,0,,SUB in: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
608,PT06M31.00S,2022-10-29T01:10:11.3Z,4,REGULAR,3pt,Jump Shot,[],202711,89.53679369250986,96.81372549019608,1610612765,98,119,2022-10-29T01:10:29Z,6020000,234.0,46.0,1,right,MISS B. Bogdanovic step back 3PT,[202711],1610612765.0,DET,step back,,,Bogdanovic,B. Bogdanovic,,,,,Right Corner 3,24+ Right,23.86,Missed,,,,,,,,,,,,,,,,,,
609,PT06M28.00S,2022-10-29T01:10:13.6Z,4,REGULAR,rebound,defensive,[],1630168,,,1610612737,98,119,2022-10-29T01:10:13Z,6030000,,,0,,O. Okongwu REBOUND (Off:5 Def:2),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Right Corner 3,24+ Right,,,,,,608.0,7.0,2.0,5.0,,,,,,,,,,,
610,PT06M16.00S,2022-10-29T01:10:26.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627749,12.532851511169525,59.55882352941176,1610612737,98,121,2022-10-29T01:10:29Z,6040000,-48.0,65.0,1,left,D. Murray 8' turnaround Jump Shot (24 PTS),[1627749],1610612737.0,ATL,turnaround,,,Murray,D. Murray,,,,,In The Paint (Non-RA),8-16 Left,8.09,Made,24.0,,,,,,,,,,,,,,,,,
611,PT05M56.00S,2022-10-29T01:10:46.9Z,4,REGULAR,3pt,Jump Shot,[],1630180,68.77463863337714,27.450980392156865,1610612765,98,121,2022-10-29T01:10:51Z,6050000,-113.0,241.0,1,right,MISS S. Bey 26' 3PT,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,Above the Break 3,24+ Left Center,26.6,Missed,,,,,,,,,,,,,,,,,,
612,PT05M54.00S,2022-10-29T01:10:48.9Z,4,REGULAR,rebound,defensive,[],1630552,,,1610612737,98,121,2022-10-29T01:10:51Z,6060000,,,0,,J. Johnson REBOUND (Off:0 Def:4),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Above the Break 3,24+ Left Center,,,,,,611.0,4.0,4.0,0.0,,,,,,,,,,,
613,PT05M33.00S,2022-10-29T01:11:08.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630168,8.459264126149804,49.26470588235294,1610612737,98,123,2022-10-29T01:11:13Z,6070000,4.0,27.0,1,left,O. Okongwu DUNK (16 PTS) (D. Murray 4 AST),"[1630168, 1627749]",1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,2.73,Made,16.0,,,,,,,D. Murray,1627749.0,4.0,,,,,,,,
615,PT05M19.00S,2022-10-29T01:11:23.5Z,4,REGULAR,3pt,Jump Shot,[],202711,74.03088042049934,84.06862745098039,1610612765,101,123,2022-10-29T01:11:29Z,6090000,170.0,192.0,1,right,B. Bogdanovic 25' 3PT  (22 PTS) (C. Cunningham 8 AST),"[202711, 1630595]",1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,25.63,Made,22.0,,,,,,,C. Cunningham,1630595.0,8.0,,,,,,,,
617,PT05M01.00S,2022-10-29T01:11:41.5Z,4,REGULAR,2pt,Jump Shot,[],203200,15.029566360052556,81.37254901960785,1610612737,101,125,2022-10-29T01:11:45Z,6110000,-157.0,89.0,1,left,J. Holiday 18' pullup Jump Shot (4 PTS) (D. Murray 5 AST),"[203200, 1627749]",1610612737.0,ATL,pullup,,,Holiday,J. Holiday,,,,,Mid-Range,16-24 Left,18.03,Made,4.0,,,,,,,D. Murray,1627749.0,5.0,,,,,,,,
619,PT04M48.00S,2022-10-29T01:11:54.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630595,94.53022339027595,55.14705882352941,1610612765,103,125,2022-10-29T01:11:58Z,6130000,26.0,-1.0,1,right,C. Cunningham driving Layup (33 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,2.57,Made,33.0,,,,,,,,,,,,,,,,,
620,PT04M25.00S,2022-10-29T01:12:17.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,8.065045992115643,36.76470588235294,1610612737,103,127,2022-10-29T01:12:23Z,6140000,66.0,23.0,1,left,J. Johnson 7' turnaround fadeaway bank Jump Shot (7 PTS),[1630552],1610612737.0,ATL,turnaround fadeaway bank,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,7.02,Made,7.0,,,,,,,,,,,,,,,,,
621,PT04M06.00S,2022-10-29T01:12:36.2Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630595,91.37647831800263,47.30392156862745,1610612765,105,127,2022-10-29T01:13:22Z,6150000,-13.0,29.0,1,right,C. Cunningham driving DUNK (35 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,3.16,Made,35.0,,,,,,,,,,,,,,,,,
622,PT03M46.00S,2022-10-29T01:12:55.8Z,4,REGULAR,3pt,Jump Shot,[],203200,31.45532194480947,30.637254901960787,1610612737,105,127,2022-10-29T01:13:00Z,6160000,97.0,243.0,1,left,MISS J. Holiday 26' 3PT,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,Above the Break 3,24+ Right Center,26.18,Missed,,,,,,,,,,,,,,,,,,
623,PT03M43.00S,2022-10-29T01:12:58.8Z,4,REGULAR,rebound,defensive,[],1630595,,,1610612765,105,127,2022-10-29T01:13:00Z,6170000,,,0,,C. Cunningham REBOUND (Off:1 Def:8),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,,,,,,622.0,9.0,8.0,1.0,,,,,,,,,,,
624,PT03M36.00S,2022-10-29T01:13:10.6Z,4,REGULAR,foul,personal,[],203200,,,1610612765,105,127,2022-10-29T01:13:25Z,6180000,,,0,,J. Holiday personal FOUL (5 PF),"[203200, 1630595]",1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,202035.0,5.0,0.0,Cunningham,1630595.0,,,
626,PT03M21.00S,2022-10-29T01:13:52.6Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612765,105,127,2022-10-29T01:14:00Z,6200000,,,0,,DET shot clock Team TURNOVER,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201638.0,,,,,,,
627,PT03M05.00S,2022-10-29T01:14:17.8Z,4,REGULAR,2pt,Jump Shot,['fromturnover'],1627749,23.833771353482263,71.07843137254902,1610612737,105,129,2022-10-29T01:14:21Z,6210000,-105.0,172.0,1,left,D. Murray 20' pullup Jump Shot (26 PTS),[1627749],1610612737.0,ATL,pullup,,,Murray,D. Murray,,,,,Mid-Range,16-24 Left Center,20.13,Made,26.0,,,,,,,,,,,,,,,,,
628,PT03M03.00S,2022-10-29T01:14:26.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,105,129,2022-10-29T01:14:26Z,6220000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
629,PT03M03.00S,2022-10-29T01:14:27.7Z,4,REGULAR,substitution,out,[],1631105,,,1610612765,105,129,2022-10-29T01:17:00Z,6230000,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
630,PT03M03.00S,2022-10-29T01:14:27.7Z,4,REGULAR,substitution,out,[],1630180,,,1610612765,105,129,2022-10-29T01:17:00Z,6240000,,,0,,SUB out: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT03M03.00S,2022-10-29T01:14:27.7Z,4,REGULAR,substitution,out,[],202711,,,1610612765,105,129,2022-10-29T01:17:00Z,6250000,,,0,,SUB out: B. Bogdanovic,[202711],1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,,
632,PT03M03.00S,2022-10-29T01:14:27.7Z,4,REGULAR,substitution,out,[],1630595,,,1610612765,105,129,2022-10-29T01:17:00Z,6260000,,,0,,SUB out: C. Cunningham,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,,,,,,,,,,,,,,
633,PT03M03.00S,2022-10-29T01:14:27.7Z,4,REGULAR,substitution,out,[],1627749,,,1610612765,105,129,2022-10-29T01:17:00Z,6270000,,,0,,SUB out: D. Murray,[1627749],1610612737.0,ATL,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
634,PT03M03.00S,2022-10-29T01:14:27.7Z,4,REGULAR,substitution,out,[],1630168,,,1610612765,105,129,2022-10-29T01:17:00Z,6280000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT03M03.00S,2022-10-29T01:14:27.7Z,4,REGULAR,substitution,in,[],1628995,,,1610612765,105,129,2022-10-29T01:17:00Z,6290000,,,0,,SUB in: K. Knox II,[1628995],1610612765.0,DET,,,,Knox II,K. Knox II,,,,,,,,,,,,,,,,,,,,,,,,,,
636,PT03M03.00S,2022-10-29T01:14:27.7Z,4,REGULAR,substitution,in,[],1630165,,,1610612765,105,129,2022-10-29T01:17:00Z,6300000,,,0,,SUB in: K. Hayes,[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
637,PT03M03.00S,2022-10-29T01:14:27.7Z,4,REGULAR,substitution,in,[],203585,,,1610612765,105,129,2022-10-29T01:17:00Z,6310000,,,0,,SUB in: R. McGruder,[203585],1610612765.0,DET,,,,McGruder,R. McGruder,,,,,,,,,,,,,,,,,,,,,,,,,,
638,PT03M03.00S,2022-10-29T01:14:27.7Z,4,REGULAR,substitution,in,[],202709,,,1610612765,105,129,2022-10-29T01:17:00Z,6320000,,,0,,SUB in: C. Joseph,[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,,,,,,,,,,,,,,,,,,,
639,PT03M03.00S,2022-10-29T01:14:27.7Z,4,REGULAR,substitution,in,[],1626163,,,1610612765,105,129,2022-10-29T01:17:00Z,6330000,,,0,,SUB in: F. Kaminsky,[1626163],1610612737.0,ATL,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,,
640,PT03M03.00S,2022-10-29T01:14:27.7Z,4,REGULAR,substitution,in,[],1631100,,,1610612765,105,129,2022-10-29T01:17:00Z,6340000,,,0,,SUB in: A. Griffin,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,,
641,PT02M48.00S,2022-10-29T01:17:28.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1630191,93.34756898817345,46.07843137254902,1610612765,105,129,2022-10-29T01:17:58Z,6350000,-20.0,10.0,1,right,MISS I. Stewart alley-oop DUNK,[1630191],1610612765.0,DET,alley-oop,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,2.2,Missed,,,,,,,,,,,,,,,,,,
642,PT02M47.00S,2022-10-29T01:17:29.8Z,4,REGULAR,rebound,offensive,[],1630191,,,1610612765,105,129,2022-10-29T01:17:46Z,6360000,,,0,,I. Stewart REBOUND (Off:4 Def:4),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,641.0,8.0,4.0,4.0,,,,,,,,,,,
643,PT02M47.00S,2022-10-29T01:17:33.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630191,93.87319316688567,47.30392156862745,1610612765,107,129,2022-10-29T01:17:49Z,6370000,-13.0,5.0,1,right,I. Stewart Layup (12 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,1.44,Made,12.0,,,,,,,,,,,,,,,,,
644,PT02M47.00S,2022-10-29T01:17:36.4Z,4,REGULAR,foul,personal,['1freethrow'],1626163,,,1610612765,107,129,2022-10-29T01:17:44Z,6380000,,,0,,F. Kaminsky shooting personal FOUL (1 PF) (Stewart 1 FT),"[1626163, 1630191]",1610612737.0,ATL,shooting,,,Kaminsky,F. Kaminsky,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,201638.0,1.0,0.0,Stewart,1630191.0,,,
646,PT02M47.00S,2022-10-29T01:17:46.0Z,4,REGULAR,substitution,out,[],203200,,,1610612765,107,129,2022-10-29T01:17:50Z,6400000,,,0,,SUB out: J. Holiday,[203200],1610612737.0,ATL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT02M47.00S,2022-10-29T01:17:46.0Z,4,REGULAR,substitution,in,[],1631213,,,1610612765,107,129,2022-10-29T01:17:50Z,6410000,,,0,,SUB in: T. Martin,[1631213],1610612737.0,ATL,,,,Martin,T. Martin,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT02M47.00S,2022-10-29T01:18:01.6Z,4,REGULAR,freethrow,1 of 1,['2ndchance'],1630191,,,1610612765,107,129,2022-10-29T01:18:04Z,6420000,,,0,,MISS I. Stewart Free Throw 1 of 1,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
649,PT02M44.00S,2022-10-29T01:18:04.6Z,4,REGULAR,rebound,defensive,[],1630552,,,1610612737,107,129,2022-10-29T01:18:04Z,6430000,,,0,,J. Johnson REBOUND (Off:0 Def:5),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,648.0,5.0,5.0,0.0,,,,,,,,,,,
650,PT02M24.00S,2022-10-29T01:18:22.5Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631100,6.093955321944804,37.745098039215684,1610612737,107,131,2022-10-29T01:18:35Z,6440000,61.0,5.0,1,left,A. Griffin 6' floating Jump Shot (7 PTS) (J. Johnson 1 AST),"[1631100, 1630552]",1610612737.0,ATL,floating,,,Griffin,A. Griffin,,,,,In The Paint (Non-RA),0-8 Center,6.15,Made,7.0,,,,,,,J. Johnson,1630552.0,1.0,,,,,,,,
652,PT02M09.00S,2022-10-29T01:18:38.7Z,4,REGULAR,3pt,Jump Shot,[],1628995,91.50788436268068,97.54901960784314,1610612765,107,131,2022-10-29T01:18:42Z,6460000,238.0,27.0,1,right,MISS K. Knox II 3PT - blocked,"[1628995, 1630552]",1610612765.0,DET,,,,Knox II,K. Knox II,,,,,Right Corner 3,24+ Right,23.93,Missed,,Johnson,1630552.0,,,,,,,,,,,,,,,
687,PT02M09.00S,2022-10-29T01:18:38.7Z,4,REGULAR,block,,[],1630552,,,1610612765,107,131,2022-10-29T01:25:44Z,6465000,,,0,,J. Johnson BLOCK (1 BLK),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,,,,,,,,
653,PT02M06.00S,2022-10-29T01:18:41.7Z,4,REGULAR,rebound,defensive,[],1626163,,,1610612737,107,131,2022-10-29T01:18:42Z,6470000,,,0,,F. Kaminsky REBOUND (Off:0 Def:1),[1626163],1610612737.0,ATL,,,,Kaminsky,F. Kaminsky,,,,,Right Corner 3,24+ Right,,,,,,652.0,1.0,1.0,0.0,,,,,,,,,,,
654,PT01M51.00S,2022-10-29T01:18:57.4Z,4,REGULAR,3pt,Jump Shot,[],1631100,24.753613666228645,12.25490196078431,1610612737,107,134,2022-10-29T01:19:01Z,6480000,189.0,180.0,1,left,A. Griffin 26' 3PT  (10 PTS) (J. Johnson 2 AST),"[1631100, 1630552]",1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Above the Break 3,24+ Right Center,26.09,Made,10.0,,,,,,,J. Johnson,1630552.0,2.0,,,,,,,,
656,PT01M40.00S,2022-10-29T01:19:11.2Z,4,REGULAR,3pt,Jump Shot,[],1630191,66.5407358738502,59.31372549019608,1610612765,110,134,2022-10-29T01:19:18Z,6500000,47.0,262.0,1,right,I. Stewart 26' 3PT bank (15 PTS) (K. Hayes 4 AST),"[1630191, 1630165]",1610612765.0,DET,bank,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Center,26.61,Made,15.0,,,,,,,K. Hayes,1630165.0,4.0,,,,,,,,
658,PT01M40.00S,2022-10-29T01:19:19.3Z,4,REGULAR,timeout,full,['team'],0,,,1610612737,110,134,2022-10-29T01:19:19Z,6520000,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
662,PT01M40.00S,2022-10-29T01:19:20.1Z,4,REGULAR,substitution,out,[],1630552,,,1610612737,110,134,2022-10-29T01:20:35Z,6530000,,,0,,SUB out: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
663,PT01M40.00S,2022-10-29T01:19:20.1Z,4,REGULAR,substitution,out,[],1628988,,,1610612737,110,134,2022-10-29T01:20:35Z,6540000,,,0,,SUB out: A. Holiday,[1628988],1610612737.0,ATL,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
664,PT01M40.00S,2022-10-29T01:19:20.1Z,4,REGULAR,substitution,in,[],1630249,,,1610612737,110,134,2022-10-29T01:20:35Z,6550000,,,0,,SUB in: V. Krejci,[1630249],1610612737.0,ATL,,,,Krejci,V. Krejci,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT01M40.00S,2022-10-29T01:19:20.1Z,4,REGULAR,substitution,in,[],1630235,,,1610612737,110,134,2022-10-29T01:20:35Z,6560000,,,0,,SUB in: T. Forrest,[1630235],1610612737.0,ATL,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT01M20.00S,2022-10-29T01:20:56.6Z,4,REGULAR,3pt,Jump Shot,[],1631100,7.013797634691201,3.1862745098039227,1610612737,110,134,2022-10-29T01:21:00Z,6570000,234.0,13.0,1,left,MISS A. Griffin 3PT,[1631100],1610612737.0,ATL,,,,Griffin,A. Griffin,,,,,Right Corner 3,24+ Right,23.45,Missed,,,,,,,,,,,,,,,,,,
667,PT01M17.00S,2022-10-29T01:20:58.8Z,4,REGULAR,rebound,defensive,[],1630165,,,1610612765,110,134,2022-10-29T01:20:58Z,6580000,,,0,,K. Hayes REBOUND (Off:1 Def:2),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Right Corner 3,24+ Right,,,,,,666.0,3.0,2.0,1.0,,,,,,,,,,,
668,PT01M08.00S,2022-10-29T01:21:11.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630249,,,1610612765,110,134,2022-10-29T01:21:46Z,6590000,,,0,,V. Krejci shooting personal FOUL (1 PF) (Stewart 2 FT),"[1630249, 1630191]",1610612737.0,ATL,shooting,,,Krejci,V. Krejci,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,202035.0,1.0,0.0,Stewart,1630191.0,,,
670,PT01M08.00S,2022-10-29T01:21:32.9Z,4,REGULAR,freethrow,1 of 2,[],1630191,,,1610612765,111,134,2022-10-29T01:21:32Z,6610000,,,0,,I. Stewart Free Throw 1 of 2 (16 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
671,PT01M08.00S,2022-10-29T01:21:45.4Z,4,REGULAR,freethrow,2 of 2,[],1630191,,,1610612765,112,134,2022-10-29T01:21:45Z,6620000,,,0,,I. Stewart Free Throw 2 of 2 (17 PTS),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
672,PT00M52.30S,2022-10-29T01:22:05.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631213,9.510512483574246,48.28431372549019,1610612737,112,136,2022-10-29T01:22:10Z,6630000,9.0,37.0,1,left,T. Martin cutting DUNK (2 PTS) (F. Kaminsky 1 AST),"[1631213, 1626163]",1610612737.0,ATL,cutting,,,Martin,T. Martin,,,,,Restricted Area,0-8 Center,3.79,Made,2.0,,,,,,,F. Kaminsky,1626163.0,1.0,,,,,,,,
674,PT00M37.90S,2022-10-29T01:22:21.8Z,4,REGULAR,2pt,Jump Shot,[],1630165,86.90867279894876,66.17647058823529,1610612765,112,136,2022-10-29T01:22:28Z,6650000,81.0,71.0,1,right,MISS K. Hayes 10' pullup Shot,[1630165],1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,Mid-Range,8-16 Right,10.74,Missed,,,,,,,,,,,,,,,,,,
675,PT00M37.10S,2022-10-29T01:22:25.5Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612765,112,136,2022-10-29T01:22:25Z,6660000,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Mid-Range,8-16 Right,,,,,,674.0,,,,,,,,,,,,,,
677,PT00M30.40S,2022-10-29T01:22:49.7Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630191,70.08869908015768,83.57843137254902,1610612765,112,136,2022-10-29T01:22:56Z,6680000,168.0,229.0,1,right,MISS I. Stewart 28' 3PT,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Right Center,28.37,Missed,,,,,,,,,,,,,,,,,,
678,PT00M27.10S,2022-10-29T01:22:53.1Z,4,REGULAR,rebound,offensive,[],1630165,,,1610612765,112,136,2022-10-29T01:22:53Z,6690000,,,0,,K. Hayes REBOUND (Off:2 Def:2),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Right Center,,,,,,677.0,4.0,2.0,2.0,,,,,,,,,,,
679,PT00M25.90S,2022-10-29T01:22:54.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630165,93.47897503285151,47.79411764705882,1610612765,112,136,2022-10-29T01:22:59Z,6700000,-11.0,9.0,1,right,MISS K. Hayes tip Layup,[1630165],1610612765.0,DET,tip,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,1.41,Missed,,,,,,,,,,,,,,,,,,
680,PT00M25.90S,2022-10-29T01:22:54.3Z,4,REGULAR,rebound,defensive,[],1626163,,,1610612737,112,136,2022-10-29T01:22:59Z,6710000,,,0,,F. Kaminsky REBOUND (Off:0 Def:2),[1626163],1610612737.0,ATL,,,,Kaminsky,F. Kaminsky,,,,,Restricted Area,0-8 Center,,,,,,679.0,2.0,2.0,0.0,,,,,,,,,,,
681,PT00M07.90S,2022-10-29T01:23:12.2Z,4,REGULAR,2pt,Jump Shot,[],1631100,28.43298291721419,56.127450980392155,1610612737,112,136,2022-10-29T01:23:18Z,6720000,-31.0,215.0,1,left,MISS A. Griffin 21' step back Shot,[1631100],1610612737.0,ATL,step back,,,Griffin,A. Griffin,,,,,Mid-Range,16-24 Center,21.7,Missed,,,,,,,,,,,,,,,,,,
682,PT00M05.20S,2022-10-29T01:23:14.9Z,4,REGULAR,rebound,defensive,[],1630165,,,1610612765,112,136,2022-10-29T01:23:14Z,6730000,,,0,,K. Hayes REBOUND (Off:2 Def:3),[1630165],1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Mid-Range,16-24 Center,,,,,,681.0,5.0,3.0,2.0,,,,,,,,,,,
683,PT00M02.50S,2022-10-29T01:23:17.6Z,4,REGULAR,turnover,bad pass,[],1630165,,,1610612765,112,136,2022-10-29T01:23:21Z,6740000,,,0,,K. Hayes bad pass TURNOVER (2 TO),"[1630165, 1631213]",1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,2.0,Martin,1631213.0
684,PT00M02.50S,2022-10-29T01:23:17.6Z,4,REGULAR,steal,,[],1631213,,,1610612737,112,136,2022-10-29T01:23:19Z,6750000,,,0,,T. Martin STEAL (1 STL),[1631213],1610612737.0,ATL,,,,Martin,T. Martin,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
685,PT00M00.00S,2022-10-29T01:23:27.9Z,4,REGULAR,period,end,[],0,,,1610612737,112,136,2022-10-29T01:23:27Z,6760000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,PT00M00.00S,2022-10-29T01:23:29.7Z,4,REGULAR,game,end,[],0,,,0,112,136,2022-10-29T01:23:29Z,6770000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
