actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
268,PT07M11.00S,2026-03-26T23:53:08.9Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612740,48,46,2026-03-27T00:01:40Z,2630000,False,,,0,,D. Murray REBOUND (Off:0 Def:5),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Left Center,,,,,,,,,267.0,5.0,5.0,0.0,,,,,,,,
269,PT07M00.00S,2026-03-26T23:53:16.7Z,2,REGULAR,3pt,Jump Shot,[],1642847,74.81931668856767,10.294117647058826,1610612740,48,46,2026-03-26T23:53:23Z,2640000,False,-199.0,184.0,1,right,MISS J. Fears 27' 3PT,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,Above the Break 3,24+ Left Center,,,27.08,Missed,,,,,,,,,,,,,,,,
270,PT06M59.00S,2026-03-26T23:53:17.7Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,48,46,2026-03-26T23:53:23Z,2650000,False,,,0,,J. Duren REBOUND (Off:1 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,,,,,,269.0,4.0,3.0,1.0,,,,,,,,
271,PT06M55.00S,2026-03-26T23:53:22.1Z,2,REGULAR,turnover,out-of-bounds,[],1631105,,,1610612765,48,46,2026-03-26T23:53:26Z,2660000,False,,,0,,J. Duren bad pass out-of-bounds TURNOVER (2 TO),[1631105],1610612765.0,DET,bad pass,,,Duren,J. Duren,,,,,Mid-Range,8-16 Right,204059.0,2.0,,,,,,,,,,,,,,,,,,
272,PT06M55.00S,2026-03-26T23:53:25.4Z,2,REGULAR,substitution,out,[],1631105,,,1610612740,48,46,2026-03-26T23:53:47Z,2670000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT06M55.00S,2026-03-26T23:53:25.4Z,2,REGULAR,substitution,out,[],1642404,,,1610612740,48,46,2026-03-26T23:53:47Z,2680000,False,,,0,,SUB out: C. Lanier,[1642404],1610612765.0,DET,,,,Lanier,C. Lanier,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT06M55.00S,2026-03-26T23:53:25.4Z,2,REGULAR,substitution,out,[],1642847,,,1610612740,48,46,2026-03-26T23:53:47Z,2690000,False,,,0,,SUB out: J. Fears,[1642847],1610612740.0,NOP,,,,Fears,J. Fears,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT06M55.00S,2026-03-26T23:53:25.4Z,2,REGULAR,substitution,out,[],1629627,,,1610612740,48,46,2026-03-26T23:53:47Z,2700000,False,,,0,,SUB out: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT06M55.00S,2026-03-26T23:53:25.4Z,2,REGULAR,substitution,in,[],1630194,,,1610612740,48,46,2026-03-26T23:53:47Z,2710000,False,,,0,,SUB in: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT06M55.00S,2026-03-26T23:53:25.4Z,2,REGULAR,substitution,in,[],1628989,,,1610612740,48,46,2026-03-26T23:53:47Z,2720000,False,,,0,,SUB in: K. Huerter,[1628989],1610612765.0,DET,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT06M55.00S,2026-03-26T23:53:25.4Z,2,REGULAR,substitution,in,[],1641722,,,1610612740,48,46,2026-03-26T23:53:47Z,2730000,False,,,0,,SUB in: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT06M55.00S,2026-03-26T23:53:25.4Z,2,REGULAR,substitution,in,[],1630180,,,1610612740,48,46,2026-03-26T23:53:47Z,2740000,False,,,0,,SUB in: S. Bey,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT06M40.00S,2026-03-26T23:54:05.1Z,2,REGULAR,turnover,out-of-bounds,[],1630180,,,1610612740,48,46,2026-03-26T23:54:11Z,2750000,False,,,0,,S. Bey bad pass out-of-bounds TURNOVER (2 TO),[1630180],1610612740.0,NOP,bad pass,,,Bey,S. Bey,,,,,Above the Break 3,24+ Right Center,1627526.0,2.0,,,,,,,,,,,,,,,,,,
281,PT06M23.00S,2026-03-26T23:54:29.9Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",202699,9.116294349540084,56.86274509803921,1610612765,48,46,2026-03-27T00:02:45Z,2760000,False,-34.0,33.0,1,left,MISS T. Harris driving Hook,[202699],1610612765.0,DET,driving,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,4.77,Missed,,,,,,,,,,,,,,,,
282,PT06M22.00S,2026-03-26T23:54:30.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612765,48,46,2026-03-26T23:54:36Z,2770000,False,,,0,,TEAM offensive REBOUND,[],1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,281.0,,,,,,,,,,,
284,PT06M20.00S,2026-03-26T23:54:49.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631204,5.305519053876466,3.9215686274509807,1610612765,48,46,2026-03-26T23:55:07Z,2790000,False,230.0,-3.0,1,left,MISS M. Sasser 3PT,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Right Corner 3,24+ Right,,,23.04,Missed,,,,,,,,,,,,,,,,
285,PT06M19.00S,2026-03-26T23:54:50.2Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612740,48,46,2026-03-26T23:55:19Z,2800000,False,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,284.0,,,,,,,,,,,
287,PT06M12.00S,2026-03-26T23:55:06.4Z,2,REGULAR,turnover,lost ball,[],1627749,,,1610612740,48,46,2026-03-27T00:04:01Z,2820000,False,,,0,,D. Murray lost ball TURNOVER (2 TO),"[1627749, 1641709]",1610612740.0,NOP,,,,Murray,D. Murray,,,,,Above the Break 3,24+ Center,,2.0,,,,,,,,,,,,,Thompson,1641709.0,,,,
288,PT06M12.00S,2026-03-26T23:55:06.4Z,2,REGULAR,steal,,[],1641709,,,1610612765,48,46,2026-03-26T23:55:08Z,2830000,False,,,0,,A. Thompson STEAL (2 STL),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
289,PT06M10.00S,2026-03-26T23:55:09.3Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1641709,5.699737187910642,55.88235294117647,1610612765,50,46,2026-03-27T00:04:08Z,2840000,False,-29.0,1.0,1,left,A. Thompson driving DUNK (4 PTS),[1641709],1610612765.0,DET,driving,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,2.94,Made,4.0,,,,,,,,,,,,,,,
290,PT05M50.00S,2026-03-26T23:55:26.8Z,2,REGULAR,3pt,Jump Shot,[],1631255,81.52102496714849,2.6960784313725554,1610612740,50,46,2026-03-26T23:55:32Z,2850000,False,-237.0,121.0,1,right,MISS K. Matković 26' 3PT,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,Above the Break 3,24+ Left Center,,,26.57,Missed,,,,,,,,,,,,,,,,
291,PT05M49.00S,2026-03-26T23:55:27.8Z,2,REGULAR,rebound,defensive,[],1631204,,,1610612765,50,46,2026-03-26T23:55:32Z,2860000,False,,,0,,M. Sasser REBOUND (Off:0 Def:2),[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,Above the Break 3,24+ Left Center,,,,,,,,,290.0,2.0,2.0,0.0,,,,,,,,
292,PT05M44.00S,2026-03-26T23:55:32.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631204,5.962549277266746,58.33333333333333,1610612765,50,46,2026-03-26T23:55:40Z,2870000,False,-42.0,4.0,1,left,MISS M. Sasser running Layup - blocked,"[1631204, 1641722]",1610612765.0,DET,running,,,Sasser,M. Sasser,,,,,Restricted Area,0-8 Center,,,4.18,Missed,,,,,,,,,Hawkins,1641722.0,,,,,,
293,PT05M44.00S,2026-03-26T23:55:32.6Z,2,REGULAR,block,,[],1641722,,,1610612765,50,46,2026-03-26T23:55:36Z,2880000,False,,,0,,J. Hawkins BLOCK (1 BLK),[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
294,PT05M43.00S,2026-03-26T23:55:33.6Z,2,REGULAR,rebound,offensive,[],1630194,,,1610612765,50,46,2026-03-26T23:55:40Z,2890000,False,,,0,,P. Reed REBOUND (Off:1 Def:0),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,292.0,1.0,0.0,1.0,,,,,,,,
295,PT05M42.00S,2026-03-26T23:55:37.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630194,6.619579500657039,57.1078431372549,1610612765,52,46,2026-03-27T00:06:10Z,2900000,False,-36.0,10.0,1,left,P. Reed putback Layup (4 PTS),[1630194],1610612765.0,DET,putback,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,3.68,Made,4.0,,,,,,,,,,,,,,,
296,PT05M35.00S,2026-03-26T23:55:44.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630194,,,1610612740,52,46,2026-03-26T23:56:32Z,2910000,False,,,0,,P. Reed shooting personal FOUL (3 PF) (Queen 2 FT),"[1630194, 1642852]",1610612765.0,DET,shooting,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,1628953.0,,,,,,,,,,,,,,,,3.0,0.0,Queen,1642852.0
298,PT05M35.00S,2026-03-26T23:56:11.7Z,2,REGULAR,freethrow,1 of 2,[],1642852,,,1610612740,52,46,2026-03-26T23:56:34Z,2930000,False,,,0,,MISS D. Queen Free Throw 1 of 2,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
299,PT05M35.00S,2026-03-26T23:56:11.7Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612740,52,46,2026-03-26T23:56:34Z,2940000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,298.0,,,,,,,,,,,
300,PT05M35.00S,2026-03-26T23:56:11.7Z,2,REGULAR,freethrow,2 of 2,[],1642852,,,1610612740,52,46,2026-03-26T23:56:34Z,2950000,False,,,0,,MISS D. Queen Free Throw 2 of 2,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
301,PT05M33.00S,2026-03-26T23:56:13.7Z,2,REGULAR,rebound,defensive,[],202699,,,1610612765,52,46,2026-03-26T23:56:34Z,2960000,False,,,0,,T. Harris REBOUND (Off:0 Def:6),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,,,,,,,,,,,300.0,6.0,6.0,0.0,,,,,,,,
303,PT05M17.00S,2026-03-26T23:57:08.2Z,2,REGULAR,turnover,offensive goaltending,[],1641709,,,1610612765,52,46,2026-03-27T00:07:06Z,2980000,False,,,0,,A. Thompson offensive goaltending TURNOVER (1 TO),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,204059.0,1.0,,,,,,,,,,,,,,,,,,
309,PT05M17.00S,2026-03-26T23:57:14.0Z,2,REGULAR,substitution,out,[],1642852,,,1610612740,52,46,2026-03-26T23:58:06Z,2985000,False,,,0,,SUB out: D. Queen,[1642852],1610612740.0,NOP,,,,Queen,D. Queen,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT05M17.00S,2026-03-26T23:57:14.0Z,2,REGULAR,substitution,in,[],1630529,,,1610612740,52,46,2026-03-26T23:58:06Z,2987500,False,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT05M03.00S,2026-03-26T23:57:19.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630529,93.87319316688567,54.65686274509804,1610612740,52,46,2026-03-27T00:08:02Z,2990000,False,23.0,5.0,1,right,MISS H. Jones driving reverse Layup,[1630529],1610612740.0,NOP,driving reverse,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,2.39,Missed,,,,,,,,,,,,,,,,
305,PT05M02.00S,2026-03-26T23:57:20.9Z,2,REGULAR,rebound,defensive,[],1630194,,,1610612765,52,46,2026-03-27T00:08:02Z,3000000,False,,,0,,P. Reed REBOUND (Off:1 Def:1),[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,Restricted Area,0-8 Center,,,,,,,,,304.0,2.0,1.0,1.0,,,,,,,,
306,PT04M52.00S,2026-03-26T23:57:29.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,13.058475689881732,45.34313725490197,1610612765,54,46,2026-03-26T23:57:34Z,3010000,False,23.0,70.0,1,left,T. Harris 7' turnaround Jump Shot (5 PTS),[202699],1610612765.0,DET,turnaround,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,,,7.4,Made,5.0,,,,,,,,,,,,,,,
313,PT04M40.00S,2026-03-26T23:57:36.5Z,2,REGULAR,turnover,out-of-bounds,[],1627749,,,1610612740,54,46,2026-03-27T00:00:04Z,3015000,False,,,0,,D. Murray lost ball out-of-bounds TURNOVER (3 TO),[1627749],1610612740.0,NOP,lost ball,,,Murray,D. Murray,,,,,In The Paint (Non-RA),0-8 Center,204059.0,3.0,,,,,,,,,,,,,,,,,,
311,PT04M40.00S,2026-03-26T23:58:12.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612765,54,46,2026-03-27T00:00:08Z,3040000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT04M40.00S,2026-03-26T23:59:39.8Z,2,REGULAR,substitution,out,[],1631204,,,1610612765,54,46,2026-03-27T00:00:57Z,3060000,False,,,0,,SUB out: M. Sasser,[1631204],1610612765.0,DET,,,,Sasser,M. Sasser,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT04M40.00S,2026-03-26T23:59:39.8Z,2,REGULAR,substitution,out,[],1631255,,,1610612765,54,46,2026-03-27T00:00:57Z,3070000,False,,,0,,SUB out: K. Matković,[1631255],1610612740.0,NOP,,,,Matković,K. Matković,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT04M40.00S,2026-03-26T23:59:39.8Z,2,REGULAR,substitution,in,[],1642450,,,1610612765,54,46,2026-03-27T00:00:57Z,3080000,False,,,0,,SUB in: D. Jenkins,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT04M40.00S,2026-03-26T23:59:39.8Z,2,REGULAR,substitution,in,[],1642274,,,1610612765,54,46,2026-03-27T00:00:57Z,3090000,False,,,0,,SUB in: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT04M17.00S,2026-03-27T00:01:28.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628989,25.279237844940866,91.17647058823529,1610612765,57,46,2026-03-27T00:01:33Z,3100000,False,-206.0,185.0,1,left,K. Huerter 27' 3PT step back (10 PTS) (T. Harris 3 AST),"[1628989, 202699]",1610612765.0,DET,step back,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,,27.69,Made,10.0,T. Harris,202699.0,3.0,,,,,,,,,,,,
320,PT04M05.00S,2026-03-27T00:01:40.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627749,93.61038107752957,42.15686274509803,1610612740,57,48,2026-03-27T00:01:46Z,3120000,False,-39.0,8.0,1,right,D. Murray driving reverse Layup (4 PTS),[1627749],1610612740.0,NOP,driving reverse,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,3.99,Made,4.0,,,,,,,,,,,,,,,
321,PT03M47.00S,2026-03-27T00:01:58.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641709,12.00722733245729,43.627450980392155,1610612765,59,48,2026-03-27T00:02:03Z,3130000,False,32.0,60.0,1,left,A. Thompson 6' turnaround Jump Shot (6 PTS) (T. Harris 4 AST),"[1641709, 202699]",1610612765.0,DET,turnaround,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,6.83,Made,6.0,T. Harris,202699.0,4.0,,,,,,,,,,,,
323,PT03M41.00S,2026-03-27T00:02:12.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641709,,,1610612740,59,48,2026-03-27T00:02:28Z,3150000,False,,,0,,A. Thompson personal FOUL (1 PF) (Murray 2 FT),"[1641709, 1627749]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,1627526.0,,,,,,,,,,,,,,,,1.0,0.0,Murray,1627749.0
325,PT03M41.00S,2026-03-27T00:02:38.4Z,2,REGULAR,freethrow,1 of 2,[],1627749,,,1610612740,59,49,2026-03-27T00:05:30Z,3170000,False,,,0,,D. Murray Free Throw 1 of 2 (5 PTS),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
326,PT03M41.00S,2026-03-27T00:02:39.6Z,2,REGULAR,substitution,out,[],1630194,,,1610612740,59,49,2026-03-27T00:02:52Z,3180000,False,,,0,,SUB out: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT03M41.00S,2026-03-27T00:02:39.6Z,2,REGULAR,substitution,out,[],1641722,,,1610612740,59,49,2026-03-27T00:02:52Z,3190000,False,,,0,,SUB out: J. Hawkins,[1641722],1610612740.0,NOP,,,,Hawkins,J. Hawkins,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT03M41.00S,2026-03-27T00:02:39.6Z,2,REGULAR,substitution,in,[],1631105,,,1610612740,59,49,2026-03-27T00:02:52Z,3200000,False,,,0,,SUB in: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT03M41.00S,2026-03-27T00:02:39.6Z,2,REGULAR,substitution,in,[],1629627,,,1610612740,59,49,2026-03-27T00:02:52Z,3210000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT03M41.00S,2026-03-27T00:02:38.4Z,2,REGULAR,freethrow,2 of 2,[],1627749,,,1610612740,59,50,2026-03-27T00:05:30Z,3220000,False,,,0,,D. Murray Free Throw 2 of 2 (6 PTS),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,,,,,,Made,6.0,,,,,,,,,,,,,,,
383,PT03M28.00S,2026-03-27T00:02:39.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1642450,6.225361366622863,41.666666666666664,1610612765,59,50,2026-03-27T00:13:50Z,3235000,False,42.0,6.0,1,left,MISS D. Jenkins driving bank Hook,[1642450],1610612765.0,DET,driving bank,,,Jenkins,D. Jenkins,,,,,In The Paint (Non-RA),0-8 Center,,,4.21,Missed,,,,,,,,,,,,,,,,
384,PT03M27.00S,2026-03-27T00:02:40.0Z,2,REGULAR,rebound,offensive,[],1631105,,,1610612765,59,50,2026-03-27T00:13:03Z,3242500,False,,,0,,J. Duren REBOUND (Off:2 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,383.0,5.0,3.0,2.0,,,,,,,,
333,PT03M26.00S,2026-03-27T00:03:24.2Z,2,REGULAR,foul,personal,['2freethrow'],1642274,,,1610612765,59,50,2026-03-27T00:03:41Z,3250000,False,,,0,,Y. Missi shooting personal FOUL (2 PF) (Duren 2 FT),"[1642274, 1631105]",1610612740.0,NOP,shooting,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,204059.0,,,,,,,,,,,,,,,,2.0,0.0,Duren,1631105.0
335,PT03M26.00S,2026-03-27T00:03:54.9Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1631105,,,1610612765,60,50,2026-03-27T00:13:03Z,3270000,False,,,0,,J. Duren Free Throw 1 of 2 (14 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,,
336,PT03M26.00S,2026-03-27T00:04:21.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1631105,,,1610612765,61,50,2026-03-27T00:13:03Z,3280000,False,,,0,,J. Duren Free Throw 2 of 2 (15 PTS),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,Made,15.0,,,,,,,,,,,,,,,
337,PT03M10.00S,2026-03-27T00:04:37.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,91.63929040735874,39.70588235294118,1610612740,61,50,2026-03-27T00:04:42Z,3290000,False,-51.0,26.0,1,right,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,In The Paint (Non-RA),0-8 Center,,,5.77,Missed,,,,,,,,,,,,,,,,
338,PT03M08.00S,2026-03-27T00:04:39.9Z,2,REGULAR,rebound,defensive,[],1641709,,,1610612765,61,50,2026-03-27T00:04:42Z,3300000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,337.0,1.0,1.0,0.0,,,,,,,,
339,PT03M04.00S,2026-03-27T00:04:45.0Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1628989,24.096583442838366,91.66666666666667,1610612765,61,50,2026-03-27T00:15:33Z,3310000,False,-208.0,174.0,1,left,MISS K. Huerter 27' running 3PT,[1628989],1610612765.0,DET,running,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,,,27.14,Missed,,,,,,,,,,,,,,,,
340,PT03M01.00S,2026-03-27T00:04:47.1Z,2,REGULAR,rebound,offensive,[],1631105,,,1610612765,61,50,2026-03-27T00:04:47Z,3320000,False,,,0,,J. Duren REBOUND (Off:3 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,,,,,,339.0,6.0,3.0,3.0,,,,,,,,
341,PT02M59.00S,2026-03-27T00:04:48.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631105,6.356767411300922,43.38235294117647,1610612765,61,50,2026-03-27T00:15:54Z,3330000,False,33.0,7.0,1,left,MISS J. Duren driving Layup - blocked,"[1631105, 1642274]",1610612765.0,DET,driving,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,3.39,Missed,,,,,,,,,Missi,1642274.0,,,,,,
342,PT02M59.00S,2026-03-27T00:04:48.8Z,2,REGULAR,block,,[],1642274,,,1610612765,61,50,2026-03-27T00:04:51Z,3340000,False,,,0,,Y. Missi BLOCK (2 BLK),[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
343,PT02M58.00S,2026-03-27T00:04:49.8Z,2,REGULAR,rebound,defensive,[],1627749,,,1610612740,61,50,2026-03-27T00:16:11Z,3350000,False,,,0,,D. Murray REBOUND (Off:0 Def:6),[1627749],1610612740.0,NOP,,,,Murray,D. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,341.0,6.0,6.0,0.0,,,,,,,,
344,PT02M55.00S,2026-03-27T00:04:55.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630180,94.00459921156373,42.892156862745104,1610612740,61,50,2026-03-27T00:17:02Z,3360000,False,-36.0,4.0,1,right,MISS S. Bey running Layup - blocked,"[1630180, 1641709]",1610612740.0,NOP,running,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,3.57,Missed,,,,,,,,,Thompson,1641709.0,,,,,,
355,PT02M55.00S,2026-03-27T00:04:55.6Z,2,REGULAR,block,,[],1641709,,,1610612740,61,50,2026-03-27T00:05:59Z,3365000,False,,,0,,A. Thompson BLOCK (1 BLK),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
345,PT02M54.00S,2026-03-27T00:04:56.6Z,2,REGULAR,rebound,offensive,[],1630180,,,1610612740,61,50,2026-03-27T00:05:09Z,3370000,False,,,0,,S. Bey REBOUND (Off:1 Def:0),[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,Restricted Area,0-8 Center,,,,,,,,,344.0,1.0,0.0,1.0,,,,,,,,
346,PT02M53.00S,2026-03-27T00:05:00.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1642450,,,1610612740,61,50,2026-03-27T00:05:16Z,3380000,False,,,0,,D. Jenkins shooting personal FOUL (2 PF) (Bey 2 FT),"[1642450, 1630180]",1610612765.0,DET,shooting,,,Jenkins,D. Jenkins,,,,,Restricted Area,0-8 Center,204059.0,,,,,,,,,,,,,,,,2.0,0.0,Bey,1630180.0
348,PT02M53.00S,2026-03-27T00:05:27.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1630180,,,1610612740,61,50,2026-03-27T00:05:27Z,3400000,False,,,0,,MISS S. Bey Free Throw 1 of 2,[1630180],1610612740.0,NOP,,,,Bey,S. Bey,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
349,PT02M53.00S,2026-03-27T00:05:27.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,61,50,2026-03-27T00:05:27Z,3410000,False,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,348.0,,,,,,,,,,,
350,PT02M53.00S,2026-03-27T00:05:28.6Z,2,REGULAR,substitution,out,[],1642274,,,1610612740,61,50,2026-03-27T00:05:47Z,3420000,False,,,0,,SUB out: Y. Missi,[1642274],1610612740.0,NOP,,,,Missi,Y. Missi,,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT02M53.00S,2026-03-27T00:05:28.6Z,2,REGULAR,substitution,in,[],201599,,,1610612740,61,50,2026-03-27T00:05:47Z,3430000,False,,,0,,SUB in: D. Jordan,[201599],1610612740.0,NOP,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,,,
