actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
257,PT05M43.00S,2025-11-13T00:51:18.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630172,93.11760840998686,45.34313725490196,1610612741,49,38,2025-11-13T01:11:17Z,2520000,False,-23.0,12.0,1,right,P. Williams putback Layup (2 PTS),[1630172],1610612741.0,CHI,putback,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,2.63,Made,2.0,,,,,,,,,,,,,,,
259,PT05M15.00S,2025-11-13T00:52:01.7Z,2,REGULAR,2pt,Jump Shot,[],1642450,22.026938239159,76.9607843137255,1610612765,51,38,2025-11-13T00:52:24Z,2540000,False,-135.0,155.0,1,left,D. Jenkins 20' step back Jump Shot (12 PTS),[1642450],1610612765.0,DET,step back,,,Jenkins,D. Jenkins,,,,,Mid-Range,16-24 Left Center,,,20.51,Made,12.0,,,,,,,,,,,,,,,
260,PT04M49.00S,2025-11-13T00:52:28.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628989,93.24901445466492,39.950980392156865,1610612741,51,40,2025-11-13T00:52:37Z,2550000,False,-50.0,11.0,1,right,K. Huerter floating Jump Shot (6 PTS) (N. Vučević 2 AST),"[1628989, 202696]",1610612741.0,CHI,floating,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,,,5.14,Made,6.0,N. Vučević,202696.0,2.0,,,,,,,,,,,,
262,PT04M39.00S,2025-11-13T00:52:38.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642450,8.492115637319317,49.26470588235294,1610612765,53,40,2025-11-13T00:52:42Z,2570000,False,4.0,27.0,1,left,D. Jenkins driving Layup (14 PTS),[1642450],1610612765.0,DET,driving,,,Jenkins,D. Jenkins,,,,,Restricted Area,0-8 Center,,,2.75,Made,14.0,,,,,,,,,,,,,,,
263,PT04M24.00S,2025-11-13T00:52:53.2Z,2,REGULAR,3pt,Jump Shot,[],1641824,81.8166885676741,4.901960784313726,1610612741,53,43,2025-11-13T00:52:56Z,2580000,False,-225.0,118.0,1,right,M. Buzelis 25' 3PT  (5 PTS) (A. Dosunmu 1 AST),"[1641824, 1630245]",1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Left Center,,,25.47,Made,5.0,A. Dosunmu,1630245.0,1.0,,,,,,,,,,,,
265,PT04M12.00S,2025-11-13T00:53:05.4Z,2,REGULAR,3pt,Jump Shot,[],1630194,33.065045992115635,57.59803921568627,1610612765,56,43,2025-11-13T00:53:09Z,2600000,False,-38.0,258.0,1,left,P. Reed 26' 3PT  (8 PTS) (D. Jenkins 6 AST),"[1630194, 1642450]",1610612765.0,DET,,,,Reed,P. Reed,,,,,Above the Break 3,24+ Center,,,26.11,Made,8.0,D. Jenkins,1642450.0,6.0,,,,,,,,,,,,
267,PT03M51.00S,2025-11-13T00:53:26.2Z,2,REGULAR,3pt,Jump Shot,[],1630245,95.0886990801577,94.85294117647058,1610612741,56,43,2025-11-13T00:53:37Z,2620000,False,224.0,-6.0,1,right,MISS A. Dosunmu 3PT,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Right Corner 3,24+ Right,,,22.44,Missed,,,,,,,,,,,,,,,,
268,PT03M49.00S,2025-11-13T00:53:28.2Z,2,REGULAR,rebound,offensive,[],1641824,,,1610612741,56,43,2025-11-13T00:53:31Z,2630000,False,,,0,,M. Buzelis REBOUND (Off:1 Def:3),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Mid-Range,24+ Right,,,,,,,,,267.0,4.0,3.0,1.0,,,,,,,,
269,PT03M47.00S,2025-11-13T00:53:30.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1641824,91.27792378449409,46.32352941176471,1610612741,56,45,2025-11-13T01:04:53Z,2640000,False,-18.0,29.0,1,right,M. Buzelis putback Layup (7 PTS),[1641824],1610612741.0,CHI,putback,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,3.48,Made,7.0,,,,,,,,,,,,,,,
270,PT03M37.00S,2025-11-13T00:53:43.7Z,2,REGULAR,turnover,out-of-bounds,[],1627747,,,1610612765,56,45,2025-11-13T00:53:50Z,2650000,False,,,0,,C. LeVert bad pass out-of-bounds TURNOVER (1 TO),[1627747],1610612765.0,DET,bad pass,,,LeVert,C. LeVert,,,,,Mid-Range,16-24 Right,1627519.0,1.0,,,,,,,,,,,,,,,,,,
271,PT03M37.00S,2025-11-13T00:54:01.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,56,45,2025-11-13T00:54:01Z,2660000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT03M37.00S,2025-11-13T00:56:29.5Z,2,REGULAR,substitution,out,[],1630194,,,1610612741,56,45,2025-11-13T00:56:43Z,2670000,False,,,0,,SUB out: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT03M37.00S,2025-11-13T00:56:29.5Z,2,REGULAR,substitution,out,[],1631111,,,1610612741,56,45,2025-11-13T00:56:43Z,2680000,False,,,0,,SUB out: W. Moore Jr.,[1631111],1610612765.0,DET,,,,Moore Jr.,W. Moore Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT03M37.00S,2025-11-13T00:56:29.5Z,2,REGULAR,substitution,out,[],1629750,,,1610612741,56,45,2025-11-13T00:56:43Z,2690000,False,,,0,,SUB out: J. Green,[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT03M37.00S,2025-11-13T00:56:29.5Z,2,REGULAR,substitution,out,[],202696,,,1610612741,56,45,2025-11-13T00:56:43Z,2700000,False,,,0,,SUB out: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT03M37.00S,2025-11-13T00:56:29.5Z,2,REGULAR,substitution,out,[],1630245,,,1610612741,56,45,2025-11-13T00:56:43Z,2710000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT03M37.00S,2025-11-13T00:56:29.5Z,2,REGULAR,substitution,out,[],1628989,,,1610612741,56,45,2025-11-13T00:56:43Z,2720000,False,,,0,,SUB out: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT03M37.00S,2025-11-13T00:56:29.5Z,2,REGULAR,substitution,in,[],1642449,,,1610612741,56,45,2025-11-13T00:56:43Z,2730000,False,,,0,,SUB in: T. Smith,[1642449],1610612765.0,DET,,,,Smith,T. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT03M37.00S,2025-11-13T00:56:29.5Z,2,REGULAR,substitution,in,[],1641842,,,1610612741,56,45,2025-11-13T00:56:43Z,2740000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
280,PT03M37.00S,2025-11-13T00:56:29.5Z,2,REGULAR,substitution,in,[],1629130,,,1610612741,56,45,2025-11-13T00:56:43Z,2750000,False,,,0,,SUB in: D. Robinson,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
281,PT03M37.00S,2025-11-13T00:56:29.5Z,2,REGULAR,substitution,in,[],1630200,,,1610612741,56,45,2025-11-13T00:56:43Z,2760000,False,,,0,,SUB in: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT03M37.00S,2025-11-13T00:56:29.5Z,2,REGULAR,substitution,in,[],1630171,,,1610612741,56,45,2025-11-13T00:56:43Z,2770000,False,,,0,,SUB in: I. Okoro,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M37.00S,2025-11-13T00:56:29.5Z,2,REGULAR,substitution,in,[],1630188,,,1610612741,56,45,2025-11-13T00:56:43Z,2780000,False,,,0,,SUB in: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M26.00S,2025-11-13T00:57:02.0Z,2,REGULAR,foul,personal,[],1641842,,,1610612741,56,45,2025-11-13T00:57:10Z,2790000,False,,,0,,R. Holland II personal FOUL (2 PF),"[1641842, 1641824]",1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Mid-Range,16-24 Left Center,1627519.0,,,,,,,,,,,,,,,,2.0,0.0,Buzelis,1641824.0
286,PT03M14.00S,2025-11-13T00:57:27.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630172,91.67214191852825,47.05882352941176,1610612741,56,47,2025-11-13T00:57:32Z,2810000,False,-15.0,26.0,1,right,P. Williams driving Layup (4 PTS),[1630172],1610612741.0,CHI,driving,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,,,2.97,Made,4.0,,,,,,,,,,,,,,,
287,PT02M57.00S,2025-11-13T00:57:43.0Z,2,REGULAR,3pt,Jump Shot,[],1629130,19.530223390275953,93.38235294117648,1610612765,59,47,2025-11-13T00:57:48Z,2820000,False,-217.0,131.0,1,left,D. Robinson 25' 3PT  (17 PTS) (D. Jenkins 7 AST),"[1629130, 1642450]",1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,,,25.34,Made,17.0,D. Jenkins,1642450.0,7.0,,,,,,,,,,,,
289,PT02M46.00S,2025-11-13T00:57:55.7Z,2,REGULAR,3pt,Jump Shot,[],1630188,68.9388961892247,72.30392156862744,1610612741,59,50,2025-11-13T00:57:59Z,2840000,False,112.0,239.0,1,right,J. Smith 26' 3PT  (6 PTS) (M. Buzelis 2 AST),"[1630188, 1641824]",1610612741.0,CHI,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,,,26.42,Made,6.0,M. Buzelis,1641824.0,2.0,,,,,,,,,,,,
291,PT02M35.00S,2025-11-13T00:58:06.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,7.966491458607096,54.90196078431373,1610612765,61,50,2025-11-13T00:58:09Z,2860000,False,-25.0,22.0,1,left,C. LeVert driving Layup (5 PTS),[1627747],1610612765.0,DET,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,3.32,Made,5.0,,,,,,,,,,,,,,,
292,PT02M26.00S,2025-11-13T00:58:18.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629130,,,1610612741,61,50,2025-11-13T00:58:28Z,2870000,False,,,0,,D. Robinson shooting personal FOUL (1 PF) (Jones 2 FT),"[1629130, 1630200]",1610612765.0,DET,shooting,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,1626300.0,,,,,,,,,,,,,,,,1.0,0.0,Jones,1630200.0
294,PT02M26.00S,2025-11-13T00:58:43.2Z,2,REGULAR,freethrow,1 of 2,[],1630200,,,1610612741,61,50,2025-11-13T00:58:43Z,2890000,False,,,0,,MISS T. Jones Free Throw 1 of 2,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
295,PT02M26.00S,2025-11-13T00:58:43.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,61,50,2025-11-13T00:58:43Z,2900000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,294.0,,,,,,,,,,,
296,PT02M26.00S,2025-11-13T00:58:56.3Z,2,REGULAR,freethrow,2 of 2,[],1630200,,,1610612741,61,51,2025-11-13T00:58:56Z,2910000,False,,,0,,T. Jones Free Throw 2 of 2 (4 PTS),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
297,PT02M04.00S,2025-11-13T00:59:21.8Z,2,REGULAR,2pt,Jump Shot,[],1642450,22.552562417871222,57.84313725490197,1610612765,63,51,2025-11-13T00:59:26Z,2920000,False,-39.0,159.0,1,left,D. Jenkins 16' pullup Jump Shot (16 PTS),[1642450],1610612765.0,DET,pullup,,,Jenkins,D. Jenkins,,,,,Mid-Range,16-24 Center,,,16.42,Made,16.0,,,,,,,,,,,,,,,
298,PT01M49.00S,2025-11-13T00:59:37.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630188,90.48948751642575,49.50980392156863,1610612741,63,51,2025-11-13T00:59:42Z,2930000,False,-2.0,37.0,1,right,MISS J. Smith Hook,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,3.7,Missed,,,,,,,,,,,,,,,,
299,PT01M46.00S,2025-11-13T00:59:40.2Z,2,REGULAR,rebound,defensive,[],1629130,,,1610612765,63,51,2025-11-13T00:59:42Z,2940000,False,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Restricted Area,0-8 Center,,,,,,,,,298.0,2.0,2.0,0.0,,,,,,,,
300,PT01M33.00S,2025-11-13T00:59:52.3Z,2,REGULAR,3pt,Jump Shot,[],1641842,33.98488830486202,31.61764705882353,1610612765,63,51,2025-11-13T00:59:59Z,2950000,False,92.0,267.0,1,left,MISS R. Holland II 28' 3PT,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Right Center,,,28.24,Missed,,,,,,,,,,,,,,,,
301,PT01M29.00S,2025-11-13T00:59:56.3Z,2,REGULAR,rebound,offensive,[],1642450,,,1610612765,63,51,2025-11-13T00:59:59Z,2960000,False,,,0,,D. Jenkins REBOUND (Off:2 Def:0),[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,300.0,2.0,0.0,2.0,,,,,,,,
302,PT01M17.00S,2025-11-13T01:00:07.8Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1642450,17.296320630749015,23.52941176470588,1610612765,63,51,2025-11-13T01:00:12Z,2970000,False,132.0,110.0,1,left,MISS D. Jenkins 17' pullup Shot,[1642450],1610612765.0,DET,pullup,,,Jenkins,D. Jenkins,,,,,Mid-Range,16-24 Right Center,,,17.22,Missed,,,,,,,,,,,,,,,,
303,PT01M14.00S,2025-11-13T01:00:10.8Z,2,REGULAR,rebound,defensive,[],1641824,,,1610612741,63,51,2025-11-13T01:00:12Z,2980000,False,,,0,,M. Buzelis REBOUND (Off:1 Def:4),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Mid-Range,16-24 Right Center,,,,,,,,,302.0,5.0,4.0,1.0,,,,,,,,
304,PT01M06.00S,2025-11-13T01:00:19.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,89.43823915900131,62.00980392156863,1610612741,63,51,2025-11-13T01:09:59Z,2990000,False,60.0,47.0,1,right,MISS T. Jones 7' driving floating Shot - blocked,"[1630200, 1627747]",1610612741.0,CHI,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,7.61,Missed,,,,,,,,,LeVert,1627747.0,,,,,,
305,PT01M06.00S,2025-11-13T01:00:19.6Z,2,REGULAR,block,,[],1627747,,,1610612741,63,51,2025-11-13T01:00:27Z,3000000,False,,,0,,C. LeVert BLOCK (1 BLK),[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
306,PT01M00.00S,2025-11-13T01:00:25.6Z,2,REGULAR,rebound,defensive,[],1642449,,,1610612765,63,51,2025-11-13T01:00:27Z,3010000,False,,,0,,T. Smith REBOUND (Off:1 Def:4),[1642449],1610612765.0,DET,,,,Smith,T. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,304.0,5.0,4.0,1.0,,,,,,,,
307,PT00M59.70S,2025-11-13T01:00:27.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,7.703679369250986,51.470588235294116,1610612765,65,51,2025-11-13T01:00:36Z,3020000,False,-7.0,20.0,1,left,C. LeVert driving reverse Layup (7 PTS),[1627747],1610612765.0,DET,driving reverse,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,,,2.12,Made,7.0,,,,,,,,,,,,,,,
309,PT00M54.00S,2025-11-13T01:00:50.0Z,2,REGULAR,foul,offensive,[],1630171,,,1610612741,65,51,2025-11-13T01:00:57Z,3030000,False,,,0,,I. Okoro charge offensive FOUL (1 PF),"[1630171, 1629130]",1610612741.0,CHI,charge,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,2534.0,,,,,,,,,,,,,,,,1.0,0.0,Robinson,1629130.0
311,PT00M54.00S,2025-11-13T01:00:50.0Z,2,REGULAR,turnover,offensive foul,[],1630171,,,1610612741,65,51,2025-11-13T01:00:50Z,3050000,False,,,0,,I. Okoro offensive foul TURNOVER (1 TO),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,2534.0,1.0,,,,,,,,,,,,,,,,,,
312,PT00M54.00S,2025-11-13T01:00:56.0Z,2,REGULAR,substitution,out,[],1627747,,,1610612765,65,51,2025-11-13T01:01:12Z,3060000,False,,,0,,SUB out: C. LeVert,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
313,PT00M54.00S,2025-11-13T01:00:56.0Z,2,REGULAR,substitution,out,[],1630188,,,1610612765,65,51,2025-11-13T01:01:12Z,3070000,False,,,0,,SUB out: J. Smith,[1630188],1610612741.0,CHI,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
314,PT00M54.00S,2025-11-13T01:00:56.0Z,2,REGULAR,substitution,in,[],1629750,,,1610612765,65,51,2025-11-13T01:01:12Z,3080000,False,,,0,,SUB in: J. Green,[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT00M54.00S,2025-11-13T01:00:56.0Z,2,REGULAR,substitution,in,[],1628989,,,1610612765,65,51,2025-11-13T01:01:12Z,3090000,False,,,0,,SUB in: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT00M36.80S,2025-11-13T01:01:40.7Z,2,REGULAR,foul,offensive,['inpenalty'],1629130,,,1610612765,65,51,2025-11-13T01:01:50Z,3100000,False,,,0,,D. Robinson offensive FOUL (2 PF),"[1629130, 1630171]",1610612765.0,DET,,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,1626300.0,,,,,,,,,,,,,,,,2.0,0.0,Okoro,1630171.0
318,PT00M36.80S,2025-11-13T01:01:40.7Z,2,REGULAR,turnover,offensive foul,[],1629130,,,1610612765,65,51,2025-11-13T01:01:40Z,3120000,False,,,0,,D. Robinson offensive foul TURNOVER (1 TO),[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,1626300.0,1.0,,,,,,,,,,,,,,,,,,
319,PT00M28.00S,2025-11-13T01:02:06.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629130,,,1610612741,65,51,2025-11-13T01:02:15Z,3130000,False,,,0,,D. Robinson personal FOUL (3 PF) (Jones 2 FT),"[1629130, 1630200]",1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Above the Break 3,24+ Left Center,1626300.0,,,,,,,,,,,,,,,,3.0,0.0,Jones,1630200.0
321,PT00M28.00S,2025-11-13T01:02:30.0Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630200,,,1610612741,65,52,2025-11-13T01:02:58Z,3150000,False,,,0,,T. Jones Free Throw 1 of 2 (5 PTS),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
322,PT00M28.00S,2025-11-13T01:02:35.8Z,2,REGULAR,substitution,out,[],1629130,,,1610612741,65,52,2025-11-13T01:02:42Z,3160000,False,,,0,,SUB out: D. Robinson,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT00M28.00S,2025-11-13T01:02:35.8Z,2,REGULAR,substitution,in,[],1642404,,,1610612741,65,52,2025-11-13T01:02:42Z,3170000,False,,,0,,SUB in: C. Lanier,[1642404],1610612765.0,DET,,,,Lanier,C. Lanier,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M28.00S,2025-11-13T01:02:30.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630200,,,1610612741,65,52,2025-11-13T01:02:58Z,3180000,False,,,0,,MISS T. Jones Free Throw 2 of 2,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,Missed,,,,,,,,,,,,,,,,
325,PT00M25.20S,2025-11-13T01:02:32.8Z,2,REGULAR,rebound,defensive,[],1642450,,,1610612765,65,52,2025-11-13T01:02:58Z,3190000,False,,,0,,D. Jenkins REBOUND (Off:2 Def:1),[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,324.0,3.0,1.0,2.0,,,,,,,,
326,PT00M10.80S,2025-11-13T01:03:17.0Z,2,REGULAR,foul,personal,[],1628989,,,1610612765,65,52,2025-11-13T01:13:05Z,3200000,False,,,0,,K. Huerter personal FOUL (1 PF),"[1628989, 1642404]",1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,In The Paint (Non-RA),0-8 Center,2534.0,,,,,,,,,,,,,,,,1.0,0.0,Lanier,1642404.0
328,PT00M10.80S,2025-11-13T01:03:23.3Z,2,REGULAR,substitution,out,[],1642449,,,1610612765,65,52,2025-11-13T01:03:29Z,3220000,False,,,0,,SUB out: T. Smith,[1642449],1610612765.0,DET,,,,Smith,T. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT00M10.80S,2025-11-13T01:03:23.3Z,2,REGULAR,substitution,in,[],1629130,,,1610612765,65,52,2025-11-13T01:03:29Z,3230000,False,,,0,,SUB in: D. Robinson,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT00M00.20S,2025-11-13T01:04:07.7Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1628989,,,1610612765,65,52,2025-11-13T01:04:23Z,3240000,False,,,0,,K. Huerter shooting personal FOUL (2 PF) (Lanier 3 FT),"[1628989, 1642404]",1610612741.0,CHI,shooting,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Left Center,1626300.0,,,,,,,,,,,,,,,,2.0,0.0,Lanier,1642404.0
332,PT00M00.20S,2025-11-13T01:04:39.1Z,2,REGULAR,freethrow,1 of 3,[],1642404,,,1610612765,66,52,2025-11-13T01:04:39Z,3260000,False,,,0,,C. Lanier Free Throw 1 of 3 (1 PTS),[1642404],1610612765.0,DET,,,,Lanier,C. Lanier,,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
333,PT00M00.20S,2025-11-13T01:04:49.0Z,2,REGULAR,freethrow,2 of 3,[],1642404,,,1610612765,67,52,2025-11-13T01:04:49Z,3270000,False,,,0,,C. Lanier Free Throw 2 of 3 (2 PTS),[1642404],1610612765.0,DET,,,,Lanier,C. Lanier,,,,,,,,,,Made,2.0,,,,,,,,,,,,,,,
334,PT00M00.20S,2025-11-13T01:05:03.9Z,2,REGULAR,freethrow,3 of 3,[],1642404,,,1610612765,68,52,2025-11-13T01:05:03Z,3280000,False,,,0,,C. Lanier Free Throw 3 of 3 (3 PTS),[1642404],1610612765.0,DET,,,,Lanier,C. Lanier,,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
335,PT00M00.00S,2025-11-13T01:05:11.5Z,2,REGULAR,period,end,[],0,,,1610612741,68,52,2025-11-13T01:05:11Z,3290000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT12M00.00S,2025-11-13T01:20:06.1Z,3,REGULAR,substitution,out,['startperiod'],1642404,,,1610612741,68,52,2025-11-13T01:20:20Z,3300000,False,,,0,,SUB out: C. Lanier,[1642404],1610612765.0,DET,,,,Lanier,C. Lanier,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2025-11-13T01:20:06.1Z,3,REGULAR,substitution,out,['startperiod'],1630172,,,1610612741,68,52,2025-11-13T01:20:20Z,3310000,False,,,0,,SUB out: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2025-11-13T01:20:06.1Z,3,REGULAR,substitution,in,['startperiod'],1630194,,,1610612741,68,52,2025-11-13T01:20:20Z,3320000,False,,,0,,SUB in: P. Reed,[1630194],1610612765.0,DET,,,,Reed,P. Reed,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2025-11-13T01:20:06.1Z,3,REGULAR,substitution,in,['startperiod'],202696,,,1610612741,68,52,2025-11-13T01:20:20Z,3330000,False,,,0,,SUB in: N. Vučević,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2025-11-13T01:20:32.5Z,3,REGULAR,period,start,[],0,,,1610612765,68,52,2025-11-13T01:20:32Z,3340000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT11M50.00S,2025-11-13T01:20:47.2Z,3,REGULAR,violation,kicked ball,[],202696,,,1610612765,68,52,2025-11-13T01:20:53Z,3350000,False,,,0,,N. Vučević kicked ball VIOLATION,[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,2534.0,,,,,,,,,,,,,,,,,,,
342,PT11M45.00S,2025-11-13T01:21:08.5Z,3,REGULAR,turnover,bad pass,[],1641842,,,1610612765,68,52,2025-11-13T01:21:14Z,3360000,False,,,0,,R. Holland II bad pass TURNOVER (1 TO),"[1641842, 1630200]",1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Right Center,,1.0,,,,,,,,,,,,,Jones,1630200.0,,,,
343,PT11M45.00S,2025-11-13T01:21:08.5Z,3,REGULAR,steal,,[],1630200,,,1610612741,68,52,2025-11-13T01:21:09Z,3370000,False,,,0,,T. Jones STEAL (1 STL),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
