actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
600,PT12M00.00S,2025-11-18T02:09:49.9Z,4,REGULAR,substitution,in,['startperiod'],1629130,,,1610612754,93,75,2025-11-18T02:10:35Z,5920000,False,,,0,,SUB in: D. Robinson,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT12M00.00S,2025-11-18T02:09:49.9Z,4,REGULAR,substitution,in,['startperiod'],1642450,,,1610612754,93,75,2025-11-18T02:10:35Z,5930000,False,,,0,,SUB in: D. Jenkins,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,
602,PT12M00.00S,2025-11-18T02:09:49.9Z,4,REGULAR,substitution,in,['startperiod'],1631097,,,1610612754,93,75,2025-11-18T02:10:35Z,5940000,False,,,0,,SUB in: B. Mathurin,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,,,,,,,,,,,,,,,,,,
603,PT12M00.00S,2025-11-18T02:09:49.9Z,4,REGULAR,substitution,in,['startperiod'],1630526,,,1610612754,93,75,2025-11-18T02:10:35Z,5950000,False,,,0,,SUB in: J. Robinson-Earl,[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
604,PT12M00.00S,2025-11-18T02:10:31.4Z,4,REGULAR,period,start,[],0,,,1610612754,93,75,2025-11-18T02:10:36Z,5960000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605,PT11M38.00S,2025-11-18T02:10:52.2Z,4,REGULAR,3pt,Jump Shot,[],1631097,29.38567674113009,81.12745098039215,1610612754,93,78,2025-11-18T02:20:24Z,5970000,False,-156.0,224.0,1,left,B. Mathurin 27' 3PT pullup (14 PTS),[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,27.25,Made,14.0,,,,,,,,,,,,,,,,,
606,PT11M16.00S,2025-11-18T02:11:15.1Z,4,REGULAR,turnover,lost ball,[],1642450,,,1610612765,93,78,2025-11-18T02:11:21Z,5980000,False,,,0,,D. Jenkins lost ball TURNOVER (2 TO),"[1642450, 1630543]",1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,Mid-Range,16-24 Left Center,,,,,,,2.0,,,,,,,,,,Jackson,1630543.0,,
607,PT11M16.00S,2025-11-18T02:11:15.1Z,4,REGULAR,steal,,[],1630543,,,1610612754,93,78,2025-11-18T02:11:17Z,5990000,False,,,0,,I. Jackson STEAL (2 STL),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
608,PT11M10.00S,2025-11-18T02:11:21.0Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631097,27.151773981603156,13.480392156862745,1610612754,93,81,2025-11-18T02:11:28Z,6000000,False,183.0,203.0,1,left,B. Mathurin 27' 3PT  (17 PTS) (T. McConnell 1 AST),"[1631097, 204456]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,27.28,Made,17.0,T. McConnell,204456.0,1.0,,,,,,,,,,,,,,
610,PT10M54.00S,2025-11-18T02:11:36.5Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,90.62089356110381,44.36274509803921,1610612765,95,81,2025-11-18T02:23:45Z,6020000,False,-28.0,36.0,1,right,J. Duren alley-oop DUNK (23 PTS) (D. Robinson 2 AST),"[1631105, 1629130]",1610612765.0,DET,alley-oop,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,4.55,Made,23.0,D. Robinson,1629130.0,2.0,,,,,,,,,,,,,,
612,PT10M42.00S,2025-11-18T02:11:52.1Z,4,REGULAR,foul,personal,['3freethrow'],1629750,,,1610612754,95,81,2025-11-18T02:12:03Z,6040000,False,,,0,,J. Green shooting personal FOUL (3 PF) (Mathurin 3 FT),"[1629750, 1631097]",1610612765.0,DET,shooting,,,Green,J. Green,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,202007.0,3.0,0.0,Mathurin,1631097.0,,,,
614,PT10M42.00S,2025-11-18T02:12:26.3Z,4,REGULAR,freethrow,1 of 3,[],1631097,,,1610612754,95,82,2025-11-18T02:13:24Z,6060000,False,,,0,,B. Mathurin Free Throw 1 of 3 (18 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
615,PT10M42.00S,2025-11-18T02:12:26.3Z,4,REGULAR,freethrow,2 of 3,[],1631097,,,1610612754,95,83,2025-11-18T02:13:24Z,6070000,False,,,0,,B. Mathurin Free Throw 2 of 3 (19 PTS),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Made,19.0,,,,,,,,,,,,,,,,,
616,PT10M42.00S,2025-11-18T02:12:47.3Z,4,REGULAR,substitution,out,[],1642404,,,1610612754,95,83,2025-11-18T02:12:51Z,6080000,False,,,0,,SUB out: C. Lanier,[1642404],1610612765.0,DET,,,,Lanier,C. Lanier,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT10M42.00S,2025-11-18T02:12:47.3Z,4,REGULAR,substitution,in,[],1641842,,,1610612754,95,83,2025-11-18T02:12:51Z,6090000,False,,,0,,SUB in: R. Holland II,[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT10M42.00S,2025-11-18T02:12:26.3Z,4,REGULAR,freethrow,3 of 3,[],1631097,,,1610612754,95,83,2025-11-18T02:13:24Z,6100000,False,,,0,,MISS B. Mathurin Free Throw 3 of 3,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
619,PT10M39.00S,2025-11-18T02:12:29.3Z,4,REGULAR,rebound,offensive,[],1630526,,,1610612754,95,83,2025-11-18T02:13:24Z,6110000,False,,,0,,J. Robinson-Earl REBOUND (Off:3 Def:6),[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,618.0,9.0,6.0,3.0,,,,,,,,,
620,PT10M38.00S,2025-11-18T02:13:20.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630526,7.30946123521682,43.38235294117647,1610612754,95,85,2025-11-18T02:13:29Z,6120000,False,33.0,16.0,1,left,J. Robinson-Earl Layup (4 PTS),[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,Restricted Area,0-8 Center,3.69,Made,4.0,,,,,,,,,,,,,,,,,
621,PT10M25.00S,2025-11-18T02:13:33.9Z,4,REGULAR,foul,personal,['2freethrow'],1630543,,,1610612765,95,85,2025-11-18T02:17:24Z,6122500,False,,,0,,I. Jackson shooting personal FOUL (5 PF) (Green 2 FT),"[1630543, 1629750]",1610612754.0,IND,shooting,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,202007.0,5.0,0.0,Green,1629750.0,,,,
623,PT10M25.00S,2025-11-18T02:14:00.3Z,4,REGULAR,freethrow,1 of 2,[],1629750,,,1610612765,96,85,2025-11-18T02:17:36Z,6124375,False,,,0,,J. Green Free Throw 1 of 2 (17 PTS),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
626,PT10M25.00S,2025-11-18T02:14:00.3Z,4,REGULAR,freethrow,2 of 2,[],1629750,,,1610612765,97,85,2025-11-18T02:17:36Z,6124687,False,,,0,,J. Green Free Throw 2 of 2 (18 PTS),[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
624,PT10M25.00S,2025-11-18T02:14:01.3Z,4,REGULAR,substitution,out,[],1630543,,,1610612754,97,85,2025-11-18T02:17:36Z,6125000,False,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT10M25.00S,2025-11-18T02:14:01.3Z,4,REGULAR,substitution,in,[],1628396,,,1610612754,97,85,2025-11-18T02:17:36Z,6127500,False,,,0,,SUB in: T. Bradley,[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT10M13.00S,2025-11-18T02:14:36.1Z,4,REGULAR,3pt,Jump Shot,[],1631097,31.09395532194481,73.52941176470588,1610612754,97,88,2025-11-18T02:26:42Z,6190000,False,-118.0,240.0,1,left,B. Mathurin 26' 3PT pullup (22 PTS),[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,26.71,Made,22.0,,,,,,,,,,,,,,,,,
628,PT09M54.00S,2025-11-18T02:14:54.4Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1629750,92.72339027595268,56.372549019607845,1610612765,99,88,2025-11-18T02:14:59Z,6200000,False,32.0,16.0,1,right,J. Green cutting DUNK (20 PTS) (D. Jenkins 6 AST),"[1629750, 1642450]",1610612765.0,DET,cutting,,,Green,J. Green,,,,,Restricted Area,0-8 Center,3.56,Made,20.0,D. Jenkins,1642450.0,6.0,,,,,,,,,,,,,,
630,PT09M40.00S,2025-11-18T02:15:09.0Z,4,REGULAR,3pt,Jump Shot,[],1630526,28.465834428383708,16.176470588235293,1610612754,99,88,2025-11-18T02:15:15Z,6220000,False,169.0,215.0,1,left,MISS J. Robinson-Earl 27' 3PT,[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,Above the Break 3,24+ Right Center,27.36,Missed,,,,,,,,,,,,,,,,,,
631,PT09M39.00S,2025-11-18T02:15:10.0Z,4,REGULAR,rebound,defensive,[],1641842,,,1610612765,99,88,2025-11-18T02:48:18Z,6230000,False,,,0,,R. Holland II REBOUND (Off:1 Def:5),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Right Center,,,,,,,,630.0,6.0,5.0,1.0,,,,,,,,,
799,PT09M38.00S,2025-11-18T02:15:13.3Z,4,REGULAR,turnover,lost ball,[],1641842,,,1610612765,99,88,2025-11-18T02:48:25Z,6235000,False,,,0,,R. Holland II lost ball TURNOVER (3 TO),"[1641842, 204456]",1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Restricted Area,0-8 Center,,,,,,,3.0,,,,,,,,,,McConnell,204456.0,,
800,PT09M38.00S,2025-11-18T02:15:13.3Z,4,REGULAR,steal,,[],204456,,,1610612754,99,88,2025-11-18T02:48:08Z,6237500,False,,,0,,T. McConnell STEAL (1 STL),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
632,PT09M31.00S,2025-11-18T02:15:17.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1631097,26.231931668856767,87.25490196078431,1610612754,99,88,2025-11-18T02:48:08Z,6240000,False,-186.0,194.0,1,left,MISS B. Mathurin 26' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,26.9,Missed,,,,,,,,,,,,,,,,,,
633,PT09M29.00S,2025-11-18T02:15:20.0Z,4,REGULAR,rebound,defensive,[],1631105,,,1610612765,99,88,2025-11-18T02:15:20Z,6250000,False,,,0,,J. Duren REBOUND (Off:3 Def:9),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,,,,,632.0,12.0,9.0,3.0,,,,,,,,,
634,PT09M21.00S,2025-11-18T02:15:28.8Z,4,REGULAR,3pt,Jump Shot,[],1629130,93.11760840998686,2.696078431372549,1610612765,99,88,2025-11-18T02:15:46Z,6260000,False,-237.0,12.0,1,right,MISS D. Robinson 3PT,[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,Left Corner 3,24+ Left,23.68,Missed,,,,,,,,,,,,,,,,,,
635,PT09M20.00S,2025-11-18T02:15:29.8Z,4,REGULAR,rebound,defensive,[],1631097,,,1610612754,99,88,2025-11-18T02:15:46Z,6270000,False,,,0,,B. Mathurin REBOUND (Off:0 Def:3),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Left Corner 3,24+ Left,,,,,,,,634.0,3.0,3.0,0.0,,,,,,,,,
636,PT09M16.00S,2025-11-18T02:15:34.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631097,6.783837056504599,56.86274509803921,1610612754,99,88,2025-11-18T02:28:53Z,6280000,False,-34.0,11.0,1,left,MISS B. Mathurin running Layup,[1631097],1610612754.0,IND,running,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,3.61,Missed,,,,,,,,,,,,,,,,,,
637,PT09M15.00S,2025-11-18T02:15:35.9Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612765,99,88,2025-11-18T02:15:53Z,6290000,False,,,0,,TEAM defensive REBOUND,[],1610612765.0,DET,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,636.0,,,,,,,,,,,,
639,PT09M03.00S,2025-11-18T02:16:05.8Z,4,REGULAR,foul,offensive,[],1642450,,,1610612765,99,88,2025-11-18T02:16:26Z,6310000,False,,,0,,D. Jenkins offensive FOUL (4 PF),"[1642450, 204456]",1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,202007.0,4.0,1.0,McConnell,204456.0,,,,
641,PT09M03.00S,2025-11-18T02:16:05.8Z,4,REGULAR,turnover,offensive foul,[],1642450,,,1610612765,99,88,2025-11-18T02:16:26Z,6330000,False,,,0,,D. Jenkins offensive foul TURNOVER (3 TO),[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,Above the Break 3,24+ Right Center,,,,,,,3.0,,,,,202007.0,,,,,,,,
642,PT09M03.00S,2025-11-18T02:16:17.7Z,4,REGULAR,foul,technical,['1freethrow'],2794,,,1610612754,99,88,2025-11-18T02:16:35Z,6340000,False,,,0,,TEAM foul technical,[2794],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,202007.0,,,,,,,,
643,PT09M03.00S,2025-11-18T02:16:41.7Z,4,REGULAR,freethrow,1 of 1,[],1631097,,,1610612754,99,89,2025-11-18T02:16:41Z,6350000,False,,,0,,B. Mathurin technical Free Throw 1 of 1 (23 PTS),[1631097],1610612754.0,IND,technical,,,Mathurin,B. Mathurin,,,,,,,,Made,23.0,,,,,,,,,,,,,,,,,
644,PT09M03.00S,2025-11-18T02:16:44.6Z,4,REGULAR,substitution,out,[],1631105,,,1610612754,99,89,2025-11-18T02:17:02Z,6360000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT09M03.00S,2025-11-18T02:16:44.6Z,4,REGULAR,substitution,out,[],1629750,,,1610612754,99,89,2025-11-18T02:17:02Z,6370000,False,,,0,,SUB out: J. Green,[1629750],1610612765.0,DET,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT09M03.00S,2025-11-18T02:16:44.6Z,4,REGULAR,substitution,in,[],1627747,,,1610612754,99,89,2025-11-18T02:17:02Z,6380000,False,,,0,,SUB in: C. LeVert,[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT09M03.00S,2025-11-18T02:16:44.6Z,4,REGULAR,substitution,in,[],1630191,,,1610612754,99,89,2025-11-18T02:17:02Z,6390000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT08M52.00S,2025-11-18T02:17:10.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1631097,8.623521681997373,48.03921568627451,1610612754,99,91,2025-11-18T02:17:17Z,6400000,False,10.0,29.0,1,left,B. Mathurin driving Layup (25 PTS) (T. McConnell 2 AST),"[1631097, 204456]",1610612754.0,IND,driving,,,Mathurin,B. Mathurin,,,,,Restricted Area,0-8 Center,3.02,Made,25.0,T. McConnell,204456.0,2.0,,,,,,,,,,,,,,
650,PT08M36.00S,2025-11-18T02:17:25.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1642450,88.91261498028909,52.20588235294118,1610612765,101,91,2025-11-18T02:17:31Z,6420000,False,11.0,52.0,1,right,D. Jenkins driving floating Jump Shot (15 PTS),[1642450],1610612765.0,DET,driving floating,,,Jenkins,D. Jenkins,,,,,In The Paint (Non-RA),0-8 Center,5.29,Made,15.0,,,,,,,,,,,,,,,,,
651,PT08M27.00S,2025-11-18T02:17:35.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630526,7.5722733245729295,41.42156862745098,1610612754,101,91,2025-11-18T02:31:03Z,6430000,False,43.0,19.0,1,left,MISS J. Robinson-Earl driving Layup - blocked,"[1630526, 1630191]",1610612754.0,IND,driving,,,Robinson-Earl,J. Robinson-Earl,,,,,In The Paint (Non-RA),0-8 Center,4.68,Missed,,,,,,,,,,,,,,,,,Stewart,1630191.0
652,PT08M27.00S,2025-11-18T02:17:35.6Z,4,REGULAR,block,,[],1630191,,,1610612754,101,91,2025-11-18T02:17:38Z,6440000,False,,,0,,I. Stewart BLOCK (3 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
653,PT08M24.00S,2025-11-18T02:17:38.6Z,4,REGULAR,rebound,defensive,[],1629130,,,1610612765,101,91,2025-11-18T02:17:43Z,6450000,False,,,0,,D. Robinson REBOUND (Off:1 Def:1),[1629130],1610612765.0,DET,,,,Robinson,D. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,651.0,2.0,1.0,1.0,,,,,,,,,
654,PT08M24.00S,2025-11-18T02:17:43.2Z,4,REGULAR,foul,personal,['2freethrow'],204456,,,1610612765,101,91,2025-11-18T02:17:58Z,6460000,False,,,0,,T. McConnell shooting personal FOUL (2 PF) (Jenkins 2 FT),"[204456, 1642450]",1610612754.0,IND,shooting,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,201245.0,2.0,0.0,Jenkins,1642450.0,,,,
656,PT08M24.00S,2025-11-18T02:18:11.4Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1642450,,,1610612765,102,91,2025-11-18T02:18:11Z,6480000,False,,,0,,D. Jenkins Free Throw 1 of 2 (16 PTS),[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
657,PT08M24.00S,2025-11-18T02:18:32.8Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1642450,,,1610612765,103,91,2025-11-18T02:18:32Z,6490000,False,,,0,,D. Jenkins Free Throw 2 of 2 (17 PTS),[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
658,PT08M06.00S,2025-11-18T02:18:50.7Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628396,10.068988173455978,54.41176470588235,1610612754,103,91,2025-11-18T02:20:25Z,6500000,False,-22.0,42.0,1,left,MISS T. Bradley floating Shot - blocked,"[1628396, 1630191]",1610612754.0,IND,floating,,,Bradley,T. Bradley,,,,,In The Paint (Non-RA),0-8 Center,4.75,Missed,,,,,,,,,,,,,,,,,Stewart,1630191.0
659,PT08M06.00S,2025-11-18T02:18:50.7Z,4,REGULAR,block,,[],1630191,,,1610612754,103,91,2025-11-18T02:18:54Z,6510000,False,,,0,,I. Stewart BLOCK (4 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
660,PT08M02.00S,2025-11-18T02:18:54.7Z,4,REGULAR,rebound,offensive,[],1628396,,,1610612754,103,91,2025-11-18T02:18:54Z,6520000,False,,,0,,T. Bradley REBOUND (Off:2 Def:2),[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,658.0,4.0,2.0,2.0,,,,,,,,,
661,PT08M01.00S,2025-11-18T02:18:55.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628396,8.360709592641262,54.166666666666664,1610612754,103,91,2025-11-18T02:19:09Z,6530000,False,-21.0,26.0,1,left,MISS T. Bradley Layup - blocked,"[1628396, 1630191]",1610612754.0,IND,,,,Bradley,T. Bradley,,,,,Restricted Area,0-8 Center,3.34,Missed,,,,,,,,,,,,,,,,,Stewart,1630191.0
662,PT08M01.00S,2025-11-18T02:18:55.3Z,4,REGULAR,block,,[],1630191,,,1610612754,103,91,2025-11-18T02:18:57Z,6540000,False,,,0,,I. Stewart BLOCK (5 BLK),[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
663,PT07M58.00S,2025-11-18T02:18:58.3Z,4,REGULAR,rebound,offensive,[],1628396,,,1610612754,103,91,2025-11-18T02:18:58Z,6550000,False,,,0,,T. Bradley REBOUND (Off:3 Def:2),[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,Restricted Area,0-8 Center,,,,,,,,661.0,5.0,2.0,3.0,,,,,,,,,
664,PT07M57.00S,2025-11-18T02:18:58.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628396,9.674770039421814,56.86274509803921,1610612754,103,91,2025-11-18T02:19:11Z,6560000,False,-34.0,38.0,1,left,MISS T. Bradley Layup,[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,In The Paint (Non-RA),0-8 Center,5.15,Missed,,,,,,,,,,,,,,,,,,
665,PT07M57.00S,2025-11-18T02:18:58.7Z,4,REGULAR,rebound,defensive,[],1627747,,,1610612765,103,91,2025-11-18T02:19:11Z,6570000,False,,,0,,C. LeVert REBOUND (Off:1 Def:4),[1627747],1610612765.0,DET,,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,664.0,5.0,4.0,1.0,,,,,,,,,
666,PT07M57.00S,2025-11-18T02:19:02.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642450,92.72339027595268,55.392156862745104,1610612765,105,91,2025-11-18T02:35:20Z,6580000,False,27.0,16.0,1,right,D. Jenkins running Layup (19 PTS) (C. LeVert 8 AST),"[1642450, 1627747]",1610612765.0,DET,running,,,Jenkins,D. Jenkins,,,,,Restricted Area,0-8 Center,3.13,Made,19.0,C. LeVert,1627747.0,8.0,,,,,,,,,,,,,,
668,PT07M57.00S,2025-11-18T02:19:13.4Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,105,91,2025-11-18T02:19:13Z,6600000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
669,PT07M57.00S,2025-11-18T02:19:14.0Z,4,REGULAR,substitution,out,[],1642450,,,1610612754,105,91,2025-11-18T02:21:41Z,6610000,False,,,0,,SUB out: D. Jenkins,[1642450],1610612765.0,DET,,,,Jenkins,D. Jenkins,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT07M57.00S,2025-11-18T02:19:14.0Z,4,REGULAR,substitution,out,[],1641716,,,1610612754,105,91,2025-11-18T02:21:41Z,6620000,False,,,0,,SUB out: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
671,PT07M57.00S,2025-11-18T02:19:14.0Z,4,REGULAR,substitution,out,[],204456,,,1610612754,105,91,2025-11-18T02:21:41Z,6630000,False,,,0,,SUB out: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
672,PT07M57.00S,2025-11-18T02:19:14.0Z,4,REGULAR,substitution,out,[],1628396,,,1610612754,105,91,2025-11-18T02:21:41Z,6640000,False,,,0,,SUB out: T. Bradley,[1628396],1610612754.0,IND,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,,
673,PT07M57.00S,2025-11-18T02:19:14.0Z,4,REGULAR,substitution,out,[],1630526,,,1610612754,105,91,2025-11-18T02:21:41Z,6650000,False,,,0,,SUB out: J. Robinson-Earl,[1630526],1610612754.0,IND,,,,Robinson-Earl,J. Robinson-Earl,,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT07M57.00S,2025-11-18T02:19:14.0Z,4,REGULAR,substitution,in,[],1631111,,,1610612754,105,91,2025-11-18T02:21:41Z,6660000,False,,,0,,SUB in: W. Moore Jr.,[1631111],1610612765.0,DET,,,,Moore Jr.,W. Moore Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
675,PT07M57.00S,2025-11-18T02:19:14.0Z,4,REGULAR,substitution,in,[],1641767,,,1610612754,105,91,2025-11-18T02:21:41Z,6670000,False,,,0,,SUB in: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
676,PT07M57.00S,2025-11-18T02:19:14.0Z,4,REGULAR,substitution,in,[],1630543,,,1610612754,105,91,2025-11-18T02:21:41Z,6680000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
677,PT07M57.00S,2025-11-18T02:19:14.0Z,4,REGULAR,substitution,in,[],1629614,,,1610612754,105,91,2025-11-18T02:21:41Z,6690000,False,,,0,,SUB in: A. Nembhard,[1629614],1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,,,,,,,,,,,,,,,,,,,,,,
678,PT07M57.00S,2025-11-18T02:19:14.0Z,4,REGULAR,substitution,in,[],1627783,,,1610612754,105,91,2025-11-18T02:21:41Z,6700000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
679,PT07M43.00S,2025-11-18T02:22:05.8Z,4,REGULAR,3pt,Jump Shot,[],1631097,15.719448094612352,3.6764705882352944,1610612754,105,91,2025-11-18T02:22:11Z,6710000,False,232.0,95.0,1,left,MISS B. Mathurin 25' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,25.04,Missed,,,,,,,,,,,,,,,,,,
680,PT07M40.00S,2025-11-18T02:22:08.8Z,4,REGULAR,rebound,defensive,[],1641842,,,1610612765,105,91,2025-11-18T02:22:11Z,6720000,False,,,0,,R. Holland II REBOUND (Off:1 Def:6),[1641842],1610612765.0,DET,,,,Holland II,R. Holland II,,,,,Above the Break 3,24+ Right Center,,,,,,,,679.0,7.0,6.0,1.0,,,,,,,,,
