actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,shotResult,pointsTotal,area,areaDetail,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
260,PT05M47.00S,2023-11-02T01:58:10.1Z,2,REGULAR,3pt,Jump Shot,[],1630533,68.9388961892247,31.127450980392158,1610612763,57,35,2023-11-02T01:58:14Z,2600000,False,-94.0,239.0,1,right,Z. Williams 25' 3PT  (6 PTS) (L. Kennard 3 AST),"[1630533, 1628379]",1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,Made,6.0,Above the Break 3,24+ Left Center,25.74,L. Kennard,1628379.0,3.0,,,,,,,,,,,
262,PT05M39.00S,2023-11-02T01:58:20.9Z,2,REGULAR,turnover,traveling,[],203903,,,1610612762,57,35,2023-11-02T01:58:26Z,2620000,False,,,0,,J. Clarkson traveling TURNOVER (2 TO),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,1146.0,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,2.0,,
263,PT05M20.00S,2023-11-02T01:58:55.3Z,2,REGULAR,foul,personal,['2freethrow'],1627739,,,1610612763,57,35,2023-11-02T01:58:59Z,2630000,False,,,0,,K. Dunn shooting personal FOUL (1 PF) (Williams 2 FT),"[1627739, 1630533]",1610612762.0,UTA,shooting,,,Dunn,K. Dunn,,,,,1146.0,1.0,0.0,,,In The Paint (Non-RA),0-8 Center,,,,,Williams,1630533.0,,,,,,,,,
265,PT05M20.00S,2023-11-02T01:59:22.7Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630533,,,1610612763,57,36,2023-11-02T01:59:22Z,2650000,False,,,0,,Z. Williams Free Throw 1 of 2 (7 PTS),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
266,PT05M20.00S,2023-11-02T01:59:40.9Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630533,,,1610612763,57,37,2023-11-02T01:59:40Z,2660000,False,,,0,,Z. Williams Free Throw 2 of 2 (8 PTS),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
267,PT05M10.00S,2023-11-02T01:59:53.8Z,2,REGULAR,2pt,Jump Shot,[],203903,13.091327201051248,33.82352941176471,1610612762,57,37,2023-11-02T01:59:59Z,2670000,False,81.0,71.0,1,left,MISS J. Clarkson 10' driving floating Shot - blocked,"[203903, 1630533]",1610612762.0,UTA,driving floating,,,Clarkson,J. Clarkson,,,,,,,,Missed,,Mid-Range,8-16 Right,10.74,,,,,,Williams,1630533.0,,,,,,,
268,PT05M10.00S,2023-11-02T01:59:53.8Z,2,REGULAR,block,,[],1630533,,,1610612762,57,37,2023-11-02T02:00:00Z,2680000,False,,,0,,Z. Williams BLOCK (2 BLK),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,
269,PT05M06.00S,2023-11-02T01:59:57.8Z,2,REGULAR,rebound,defensive,[],1631254,,,1610612763,57,37,2023-11-02T01:59:59Z,2690000,False,,,0,,K. Lofton Jr. REBOUND (Off:0 Def:1),[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,267.0,1.0,1.0,0.0,,,
270,PT04M55.00S,2023-11-02T02:00:08.1Z,2,REGULAR,3pt,Jump Shot,[],1630533,71.04139290407359,23.03921568627451,1610612763,57,37,2023-11-02T02:00:14Z,2700000,False,-135.0,220.0,1,right,MISS Z. Williams 25' 3PT,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,Missed,,Above the Break 3,24+ Left Center,25.78,,,,,,,,,,,,,,
271,PT04M51.00S,2023-11-02T02:00:12.1Z,2,REGULAR,rebound,defensive,[],203482,,,1610612762,57,37,2023-11-02T02:00:14Z,2710000,False,,,0,,K. Olynyk REBOUND (Off:1 Def:5),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,270.0,6.0,5.0,1.0,,,
272,PT04M43.00S,2023-11-02T02:00:20.1Z,2,REGULAR,3pt,Jump Shot,[],203903,3.7614980289093296,95.09803921568627,1610612762,60,37,2023-11-02T02:00:26Z,2720000,False,-225.0,-17.0,1,left,J. Clarkson 3PT  (13 PTS) (K. Olynyk 3 AST),"[203903, 203482]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Made,13.0,Left Corner 3,24+ Left,22.61,K. Olynyk,203482.0,3.0,,,,,,,,,,,
274,PT04M29.00S,2023-11-02T02:00:36.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203482,,,1610612763,60,37,2023-11-02T02:00:42Z,2740000,False,,,0,,K. Olynyk personal FOUL (1 PF) (Smart 2 FT),"[203482, 203935]",1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,1146.0,1.0,0.0,,,Above the Break 3,24+ Right Center,,,,,Smart,203935.0,,,,,,,,,
276,PT04M29.00S,2023-11-02T02:01:01.8Z,2,REGULAR,freethrow,1 of 2,[],203935,,,1610612763,60,38,2023-11-02T02:01:01Z,2760000,False,,,0,,M. Smart Free Throw 1 of 2 (3 PTS),[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
277,PT04M29.00S,2023-11-02T02:01:21.1Z,2,REGULAR,freethrow,2 of 2,[],203935,,,1610612763,60,39,2023-11-02T02:01:21Z,2770000,False,,,0,,M. Smart Free Throw 2 of 2 (4 PTS),[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
278,PT04M19.00S,2023-11-02T02:01:34.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629659,9.543363994743759,39.705882352941174,1610612762,62,39,2023-11-02T02:01:43Z,2780000,False,51.0,37.0,1,left,T. Horton-Tucker 6' Layup (4 PTS),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Made,4.0,In The Paint (Non-RA),0-8 Center,6.35,,,,,,,,,,,,,,
279,PT04M19.00S,2023-11-02T02:01:36.5Z,2,REGULAR,foul,personal,['1freethrow'],1631254,,,1610612762,62,39,2023-11-02T02:01:47Z,2790000,False,,,0,,K. Lofton Jr. shooting personal FOUL (1 PF) (Horton-Tucker 1 FT),"[1631254, 1629659]",1610612763.0,MEM,shooting,,,Lofton Jr.,K. Lofton Jr.,,,,,1146.0,1.0,0.0,,,In The Paint (Non-RA),0-8 Center,,,,,Horton-Tucker,1629659.0,,,,,,,,,
281,PT04M19.00S,2023-11-02T02:02:02.7Z,2,REGULAR,freethrow,1 of 1,[],1629659,,,1610612762,63,39,2023-11-02T02:02:02Z,2810000,False,,,0,,T. Horton-Tucker Free Throw 1 of 1 (5 PTS),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
282,PT04M07.00S,2023-11-02T02:02:18.5Z,2,REGULAR,3pt,Jump Shot,[],1628379,81.15965834428384,5.637254901960785,1610612763,63,39,2023-11-02T02:02:25Z,2820000,False,-222.0,125.0,1,right,MISS L. Kennard 25' step back 3PT,[1628379],1610612763.0,MEM,step back,,,Kennard,L. Kennard,,,,,,,,Missed,,Above the Break 3,24+ Left Center,25.44,,,,,,,,,,,,,,
283,PT04M04.00S,2023-11-02T02:02:21.5Z,2,REGULAR,rebound,defensive,[],1629659,,,1610612762,63,39,2023-11-02T02:02:25Z,2830000,False,,,0,,T. Horton-Tucker REBOUND (Off:1 Def:1),[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,282.0,2.0,1.0,1.0,,,
284,PT03M57.00S,2023-11-02T02:02:28.1Z,2,REGULAR,3pt,Jump Shot,[],1628381,24.129434954007884,84.06862745098039,1610612762,63,39,2023-11-02T02:02:33Z,2840000,False,-170.0,174.0,1,left,MISS J. Collins 24' 3PT,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,Missed,,Above the Break 3,24+ Left Center,24.37,,,,,,,,,,,,,,
285,PT03M54.00S,2023-11-02T02:02:31.2Z,2,REGULAR,rebound,offensive,[],203482,,,1610612762,63,39,2023-11-02T02:02:31Z,2850000,False,,,0,,K. Olynyk REBOUND (Off:2 Def:5),[203482],1610612762.0,UTA,,,,Olynyk,K. Olynyk,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,284.0,7.0,5.0,2.0,,,
286,PT03M52.00S,2023-11-02T02:02:34.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630533,,,1610612762,63,39,2023-11-02T02:02:40Z,2860000,False,,,0,,Z. Williams shooting personal FOUL (1 PF) (Collins 2 FT),"[1630533, 1628381]",1610612763.0,MEM,shooting,,,Williams,Z. Williams,,,,,1198.0,1.0,0.0,,,Restricted Area,0-8 Center,,,,,Collins,1628381.0,,,,,,,,,
288,PT03M52.00S,2023-11-02T02:02:58.6Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1628381,,,1610612762,64,39,2023-11-02T02:03:24Z,2880000,False,,,0,,J. Collins Free Throw 1 of 2 (7 PTS),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
289,PT03M52.00S,2023-11-02T02:02:59.3Z,2,REGULAR,substitution,out,[],1629723,,,1610612762,64,39,2023-11-02T02:03:03Z,2890000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M52.00S,2023-11-02T02:02:59.3Z,2,REGULAR,substitution,in,[],1630217,,,1610612762,64,39,2023-11-02T02:03:03Z,2900000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M52.00S,2023-11-02T02:02:58.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1628381,,,1610612762,64,39,2023-11-02T02:03:24Z,2910000,False,,,0,,MISS J. Collins Free Throw 2 of 2,[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
292,PT03M51.00S,2023-11-02T02:02:59.6Z,2,REGULAR,rebound,defensive,[],1630533,,,1610612763,64,39,2023-11-02T02:03:24Z,2920000,False,,,0,,Z. Williams REBOUND (Off:0 Def:1),[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,291.0,1.0,1.0,0.0,,,
293,PT03M42.00S,2023-11-02T02:03:31.8Z,2,REGULAR,turnover,bad pass,[],203935,,,1610612763,64,39,2023-11-02T02:03:36Z,2930000,False,,,0,,M. Smart bad pass TURNOVER (4 TO),"[203935, 1628381]",1610612763.0,MEM,,,,Smart,M. Smart,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,4.0,Collins,1628381.0
294,PT03M42.00S,2023-11-02T02:03:31.8Z,2,REGULAR,steal,,[],1628381,,,1610612762,64,39,2023-11-02T02:03:33Z,2940000,False,,,0,,J. Collins STEAL (2 STL),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,
295,PT03M38.00S,2023-11-02T02:03:35.4Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203903,7.835085413929041,44.85294117647059,1610612762,66,39,2023-11-02T02:03:43Z,2950000,False,26.0,21.0,1,left,J. Clarkson running DUNK (15 PTS) (J. Collins 1 AST),"[203903, 1628381]",1610612762.0,UTA,running,,,Clarkson,J. Clarkson,,,,,,,,Made,15.0,Restricted Area,0-8 Center,3.33,J. Collins,1628381.0,1.0,,,,,,,,,,,
297,PT03M38.00S,2023-11-02T02:03:40.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612763,66,39,2023-11-02T02:03:40Z,2970000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT03M38.00S,2023-11-02T02:04:53.9Z,2,REGULAR,substitution,out,[],1629659,,,1610612763,66,39,2023-11-02T02:05:15Z,2980000,False,,,0,,SUB out: T. Horton-Tucker,[1629659],1610612762.0,UTA,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT03M38.00S,2023-11-02T02:04:53.9Z,2,REGULAR,substitution,out,[],1627739,,,1610612763,66,39,2023-11-02T02:05:15Z,2990000,False,,,0,,SUB out: K. Dunn,[1627739],1610612762.0,UTA,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT03M38.00S,2023-11-02T02:04:53.9Z,2,REGULAR,substitution,out,[],1631254,,,1610612763,66,39,2023-11-02T02:05:15Z,3000000,False,,,0,,SUB out: K. Lofton Jr.,[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT03M38.00S,2023-11-02T02:04:53.9Z,2,REGULAR,substitution,out,[],1630533,,,1610612763,66,39,2023-11-02T02:05:15Z,3010000,False,,,0,,SUB out: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT03M38.00S,2023-11-02T02:04:53.9Z,2,REGULAR,substitution,in,[],1629012,,,1610612763,66,39,2023-11-02T02:05:15Z,3020000,False,,,0,,SUB in: C. Sexton,[1629012],1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT03M38.00S,2023-11-02T02:04:53.9Z,2,REGULAR,substitution,in,[],1628374,,,1610612763,66,39,2023-11-02T02:05:15Z,3030000,False,,,0,,SUB in: L. Markkanen,[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT03M38.00S,2023-11-02T02:04:53.9Z,2,REGULAR,substitution,in,[],1628991,,,1610612763,66,39,2023-11-02T02:05:15Z,3040000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT03M38.00S,2023-11-02T02:04:53.9Z,2,REGULAR,substitution,in,[],1631223,,,1610612763,66,39,2023-11-02T02:05:15Z,3050000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT03M15.00S,2023-11-02T02:05:38.4Z,2,REGULAR,3pt,Jump Shot,[],1628991,88.25558475689881,95.58823529411765,1610612763,66,39,2023-11-02T02:05:43Z,3060000,False,228.0,58.0,1,right,MISS J. Jackson Jr. 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Missed,,Right Corner 3,24+ Right,23.51,,,,,,,,,,,,,,
307,PT03M11.00S,2023-11-02T02:05:42.4Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612762,66,39,2023-11-02T02:05:43Z,3070000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:7),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,306.0,7.0,7.0,0.0,,,
308,PT03M06.00S,2023-11-02T02:05:46.6Z,2,REGULAR,turnover,bad pass,[],1629012,,,1610612762,66,39,2023-11-02T02:05:51Z,3080000,False,,,0,,C. Sexton bad pass TURNOVER (2 TO),"[1629012, 203935]",1610612762.0,UTA,,,,Sexton,C. Sexton,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,2.0,Smart,203935.0
309,PT03M06.00S,2023-11-02T02:05:46.6Z,2,REGULAR,steal,,[],203935,,,1610612763,66,39,2023-11-02T02:14:33Z,3090000,False,,,0,,M. Smart STEAL (3 STL),[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,
310,PT02M52.00S,2023-11-02T02:06:00.5Z,2,REGULAR,turnover,bad pass,[],1631223,,,1610612763,66,39,2023-11-02T02:06:04Z,3100000,False,,,0,,D. Roddy bad pass TURNOVER (1 TO),"[1631223, 203903]",1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,1.0,Clarkson,203903.0
311,PT02M52.00S,2023-11-02T02:06:00.5Z,2,REGULAR,steal,,[],203903,,,1610612762,66,39,2023-11-02T02:06:02Z,3110000,False,,,0,,J. Clarkson STEAL (2 STL),[203903],1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,Mid-Range,16-24 Right,,,,,,,,,,,,,,,
312,PT02M50.00S,2023-11-02T02:06:03.2Z,2,REGULAR,turnover,lost ball,[],203903,,,1610612762,66,39,2023-11-02T02:06:08Z,3120000,False,,,0,,J. Clarkson lost ball TURNOVER (3 TO),"[203903, 1628379]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,3.0,Kennard,1628379.0
313,PT02M50.00S,2023-11-02T02:06:03.2Z,2,REGULAR,steal,,[],1628379,,,1610612763,66,39,2023-11-02T02:06:04Z,3130000,False,,,0,,L. Kennard STEAL (2 STL),[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,
314,PT02M45.00S,2023-11-02T02:06:07.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630217,94.43166885676742,2.696078431372549,1610612763,66,39,2023-11-02T02:06:12Z,3140000,False,-237.0,0.0,1,right,MISS D. Bane 3PT,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Missed,,Left Corner 3,24+ Left,23.65,,,,,,,,,,,,,,
315,PT02M42.00S,2023-11-02T02:06:10.7Z,2,REGULAR,rebound,defensive,[],1628374,,,1610612762,66,39,2023-11-02T02:06:12Z,3150000,False,,,0,,L. Markkanen REBOUND (Off:0 Def:8),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,,314.0,8.0,8.0,0.0,,,
316,PT02M29.00S,2023-11-02T02:06:24.3Z,2,REGULAR,3pt,Jump Shot,[],203903,6.783837056504599,3.6764705882352944,1610612762,69,39,2023-11-02T02:06:28Z,3160000,False,232.0,11.0,1,left,J. Clarkson 3PT  (18 PTS) (J. Collins 2 AST),"[203903, 1628381]",1610612762.0,UTA,,,,Clarkson,J. Clarkson,,,,,,,,Made,18.0,Right Corner 3,24+ Right,23.19,J. Collins,1628381.0,2.0,,,,,,,,,,,
318,PT02M12.00S,2023-11-02T02:06:40.8Z,2,REGULAR,3pt,Jump Shot,[],1628379,92.06636005256242,94.85294117647058,1610612763,69,39,2023-11-02T02:06:45Z,3180000,False,224.0,22.0,1,right,MISS L. Kennard 3PT,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,Missed,,Right Corner 3,24+ Right,22.54,,,,,,,,,,,,,,
319,PT02M10.00S,2023-11-02T02:06:42.8Z,2,REGULAR,rebound,defensive,[],1628381,,,1610612762,69,39,2023-11-02T02:06:45Z,3190000,False,,,0,,J. Collins REBOUND (Off:0 Def:2),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,,318.0,2.0,2.0,0.0,,,
320,PT02M05.00S,2023-11-02T02:06:50.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628991,,,1610612762,69,39,2023-11-02T02:07:00Z,3200000,False,,,0,,J. Jackson Jr. shooting personal FOUL (3 PF) (Markkanen 2 FT),"[1628991, 1628374]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,1146.0,3.0,1.0,,,In The Paint (Non-RA),0-8 Center,,,,,Markkanen,1628374.0,,,,,,,,,
322,PT02M05.00S,2023-11-02T02:07:15.7Z,2,REGULAR,freethrow,1 of 2,[],1628374,,,1610612762,70,39,2023-11-02T02:07:15Z,3220000,False,,,0,,L. Markkanen Free Throw 1 of 2 (16 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
323,PT02M05.00S,2023-11-02T02:07:16.4Z,2,REGULAR,substitution,out,[],1628379,,,1610612762,70,39,2023-11-02T02:07:21Z,3230000,False,,,0,,SUB out: L. Kennard,[1628379],1610612763.0,MEM,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT02M05.00S,2023-11-02T02:07:16.4Z,2,REGULAR,substitution,out,[],1628991,,,1610612762,70,39,2023-11-02T02:07:21Z,3240000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT02M05.00S,2023-11-02T02:07:16.4Z,2,REGULAR,substitution,in,[],1631246,,,1610612762,70,39,2023-11-02T02:07:21Z,3250000,False,,,0,,SUB in: V. Williams Jr.,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT02M05.00S,2023-11-02T02:07:16.4Z,2,REGULAR,substitution,in,[],1631254,,,1610612762,70,39,2023-11-02T02:07:21Z,3260000,False,,,0,,SUB in: K. Lofton Jr.,[1631254],1610612763.0,MEM,,,,Lofton Jr.,K. Lofton Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT02M05.00S,2023-11-02T02:07:41.7Z,2,REGULAR,freethrow,2 of 2,[],1628374,,,1610612762,71,39,2023-11-02T02:07:41Z,3270000,False,,,0,,L. Markkanen Free Throw 2 of 2 (17 PTS),[1628374],1610612762.0,UTA,,,,Markkanen,L. Markkanen,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
328,PT01M48.00S,2023-11-02T02:08:04.8Z,2,REGULAR,3pt,Jump Shot,[],203935,79.05716162943496,7.107843137254902,1610612763,71,39,2023-11-02T02:08:11Z,3280000,False,-214.0,144.0,1,right,MISS M. Smart 25' 3PT,[203935],1610612763.0,MEM,,,,Smart,M. Smart,,,,,,,,Missed,,Above the Break 3,24+ Left Center,25.86,,,,,,,,,,,,,,
329,PT01M47.00S,2023-11-02T02:08:05.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,71,39,2023-11-02T02:08:11Z,3290000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,328.0,,,,,,
330,PT01M47.00S,2023-11-02T02:08:10.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628374,,,1610612763,71,39,2023-11-02T02:08:31Z,3300000,False,,,0,,L. Markkanen loose ball personal FOUL (2 PF) (Williams Jr. 2 FT),"[1628374, 1631246]",1610612762.0,UTA,loose ball,,,Markkanen,L. Markkanen,,,,,1146.0,2.0,0.0,,,In The Paint (Non-RA),0-8 Center,,,,,Williams Jr.,1631246.0,,,,,,,,,
332,PT01M47.00S,2023-11-02T02:08:33.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1631246,,,1610612763,71,39,2023-11-02T02:08:33Z,3320000,False,,,0,,MISS V. Williams Jr. Free Throw 1 of 2,[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
333,PT01M47.00S,2023-11-02T02:08:33.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,71,39,2023-11-02T02:08:33Z,3330000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,332.0,,,,,,
334,PT01M47.00S,2023-11-02T02:08:46.7Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1631246,,,1610612763,71,40,2023-11-02T02:08:46Z,3340000,False,,,0,,V. Williams Jr. Free Throw 2 of 2 (1 PTS),[1631246],1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
335,PT01M37.00S,2023-11-02T02:09:14.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631246,,,1610612762,71,40,2023-11-02T02:09:21Z,3350000,False,,,0,,V. Williams Jr. personal FOUL (1 PF) (Collins 2 FT),"[1631246, 1628381]",1610612763.0,MEM,,,,Williams Jr.,V. Williams Jr.,,,,,203593.0,1.0,0.0,,,Mid-Range,16-24 Right Center,,,,,Collins,1628381.0,,,,,,,,,
337,PT01M37.00S,2023-11-02T02:09:29.3Z,2,REGULAR,freethrow,1 of 2,[],1628381,,,1610612762,72,40,2023-11-02T02:09:29Z,3370000,False,,,0,,J. Collins Free Throw 1 of 2 (8 PTS),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
338,PT01M37.00S,2023-11-02T02:09:43.4Z,2,REGULAR,freethrow,2 of 2,[],1628381,,,1610612762,73,40,2023-11-02T02:09:43Z,3380000,False,,,0,,J. Collins Free Throw 2 of 2 (9 PTS),[1628381],1610612762.0,UTA,,,,Collins,J. Collins,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
339,PT01M29.00S,2023-11-02T02:09:54.1Z,2,REGULAR,3pt,Jump Shot,[],1631223,84.83902759526939,2.941176470588235,1610612763,73,40,2023-11-02T02:09:59Z,3390000,False,-235.0,90.0,1,right,MISS D. Roddy 25' 3PT,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,Missed,,Above the Break 3,24+ Left,25.19,,,,,,,,,,,,,,
340,PT01M25.00S,2023-11-02T02:09:58.1Z,2,REGULAR,rebound,offensive,[],1631223,,,1610612763,73,40,2023-11-02T02:09:59Z,3400000,False,,,0,,D. Roddy REBOUND (Off:1 Def:0),[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,Above the Break 3,24+ Left,,,,,,,,,339.0,1.0,0.0,1.0,,,
341,PT01M23.00S,2023-11-02T02:09:59.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630217,69.72733245729303,70.83333333333334,1610612763,73,43,2023-11-02T02:10:04Z,3410000,False,104.0,232.0,1,right,D. Bane 25' 3PT  (16 PTS) (D. Roddy 1 AST),"[1630217, 1631223]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,Made,16.0,Above the Break 3,24+ Right Center,25.44,D. Roddy,1631223.0,1.0,,,,,,,,,,,
