actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
252,PT05M25.00S,2026-01-07T01:56:10.1Z,2,REGULAR,rebound,defensive,[],1642276,,,1610612748,45,39,2026-01-07T01:56:12Z,2500000,False,,,0,,K. Ware REBOUND (Off:1 Def:7),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,Restricted Area,0-8 Center,,,,,250.0,8.0,7.0,1.0,,,,,,,,,,,,
253,PT05M17.00S,2026-01-07T01:56:18.2Z,2,REGULAR,3pt,Jump Shot,[],1641796,87.20433639947439,95.09803921568627,1610612748,45,39,2026-01-07T01:56:24Z,2510000,False,225.0,68.0,1,right,MISS P. Larsson step back 3PT,[1641796],1610612748.0,MIA,step back,,,Larsson,P. Larsson,,,,,Right Corner 3,24+ Right,23.55,Missed,,,,,,,,,,,,,,,,,,
254,PT05M13.00S,2026-01-07T01:56:22.2Z,2,REGULAR,rebound,defensive,[],1641740,,,1610612750,45,39,2026-01-07T01:56:24Z,2520000,False,,,0,,J. Clark REBOUND (Off:0 Def:2),[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,Right Corner 3,24+ Right,,,,,253.0,2.0,2.0,0.0,,,,,,,,,,,,
255,PT05M09.00S,2026-01-07T01:56:26.7Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1630183,13.485545335085414,76.47058823529412,1610612750,45,39,2026-01-07T01:56:40Z,2530000,False,-132.0,74.0,1,left,MISS J. McDaniels 15' running pullup Shot,[1630183],1610612750.0,MIN,running pullup,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,15.18,Missed,,,,,,,,,,,,,,,,,,
256,PT05M06.00S,2026-01-07T01:56:29.7Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612748,45,39,2026-01-07T01:56:40Z,2540000,False,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612748.0,MIA,,,,Powell,N. Powell,,,,,Mid-Range,8-16 Left,,,,,255.0,1.0,1.0,0.0,,,,,,,,,,,,
257,PT05M02.00S,2026-01-07T01:56:33.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1641796,92.85479632063075,54.166666666666664,1610612748,45,41,2026-01-07T01:56:49Z,2550000,False,21.0,15.0,1,right,P. Larsson running Layup (7 PTS) (N. Powell 2 AST),"[1641796, 1626181]",1610612748.0,MIA,running,,,Larsson,P. Larsson,,,,,Restricted Area,0-8 Center,2.55,Made,7.0,,,,,,N. Powell,1626181.0,2.0,,,,,,,,,
259,PT04M53.00S,2026-01-07T01:56:42.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641740,9.017739816031538,46.568627450980394,1610612750,45,41,2026-01-07T02:00:46Z,2570000,False,17.0,32.0,1,left,MISS J. Clark driving floating bank Shot,[1641740],1610612750.0,MIN,driving floating bank,,,Clark,J. Clark,,,,,Restricted Area,0-8 Center,3.66,Missed,,,,,,,,,,,,,,,,,,
260,PT04M53.00S,2026-01-07T01:56:42.7Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,45,41,2026-01-07T01:56:52Z,2580000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:4),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,,,259.0,5.0,4.0,1.0,,,,,,,,,,,,
261,PT04M49.00S,2026-01-07T01:56:47.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,71.96123521681997,75.49019607843137,1610612748,45,44,2026-01-07T01:57:00Z,2590000,False,127.0,211.0,1,right,N. Powell 24' 3PT running (11 PTS) (D. Mitchell 4 AST),"[1626181, 1630558]",1610612748.0,MIA,running,,,Powell,N. Powell,,,,,Above the Break 3,24+ Right Center,24.66,Made,11.0,,,,,,D. Mitchell,1630558.0,4.0,,,,,,,,,
263,PT04M34.00S,2026-01-07T01:57:01.3Z,2,REGULAR,3pt,Jump Shot,[],1630162,30.962549277266753,39.46078431372549,1610612750,48,44,2026-01-07T02:01:17Z,2610000,False,53.0,239.0,1,left,A. Edwards 24' 3PT pullup (15 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Center,24.43,Made,15.0,,,,,,,,,,,,,,,,,
264,PT04M13.00S,2026-01-07T01:57:23.1Z,2,REGULAR,3pt,Jump Shot,[],1626181,69.20170827858082,63.23529411764706,1610612748,48,44,2026-01-07T01:57:27Z,2620000,False,66.0,237.0,1,right,MISS N. Powell 24' pullup 3PT,[1626181],1610612748.0,MIA,pullup,,,Powell,N. Powell,,,,,Above the Break 3,24+ Center,24.61,Missed,,,,,,,,,,,,,,,,,,
265,PT04M09.00S,2026-01-07T01:57:27.1Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,48,44,2026-01-07T01:57:27Z,2630000,False,,,0,,R. Gobert REBOUND (Off:0 Def:1),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Above the Break 3,24+ Center,,,,,264.0,1.0,1.0,0.0,,,,,,,,,,,,
267,PT04M01.00S,2026-01-07T01:57:39.5Z,2,REGULAR,substitution,out,[],1628978,,,1610612750,48,44,2026-01-07T01:57:49Z,2650000,False,,,0,,SUB out: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M01.00S,2026-01-07T01:57:39.5Z,2,REGULAR,substitution,out,[],1642276,,,1610612750,48,44,2026-01-07T01:57:49Z,2660000,False,,,0,,SUB out: K. Ware,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT04M01.00S,2026-01-07T01:57:39.5Z,2,REGULAR,substitution,in,[],201144,,,1610612750,48,44,2026-01-07T01:57:49Z,2670000,False,,,0,,SUB in: M. Conley,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT04M01.00S,2026-01-07T01:57:39.5Z,2,REGULAR,substitution,in,[],1629639,,,1610612750,48,44,2026-01-07T01:57:49Z,2680000,False,,,0,,SUB in: T. Herro,[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT03M54.00S,2026-01-07T01:58:08.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630558,,,1610612750,48,44,2026-01-07T01:58:23Z,2690000,False,,,0,,D. Mitchell personal FOUL (1 PF) (Edwards 2 FT),"[1630558, 1630162]",1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Left,,,,1628480.0,,,,,,,,1.0,0.0,Edwards,1630162.0,,,,,
273,PT03M54.00S,2026-01-07T01:58:33.3Z,2,REGULAR,freethrow,1 of 2,[],1630162,,,1610612750,48,44,2026-01-07T01:58:33Z,2710000,False,,,0,,MISS A. Edwards Free Throw 1 of 2,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
274,PT03M54.00S,2026-01-07T01:58:33.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612750,48,44,2026-01-07T01:58:33Z,2720000,False,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,,,,,273.0,,,,,,,,,,,,,,,
275,PT03M54.00S,2026-01-07T01:58:50.4Z,2,REGULAR,freethrow,2 of 2,[],1630162,,,1610612750,49,44,2026-01-07T01:58:50Z,2730000,False,,,0,,A. Edwards Free Throw 2 of 2 (16 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
276,PT03M44.00S,2026-01-07T01:59:03.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1641796,92.32917214191852,58.333333333333336,1610612748,49,44,2026-01-07T02:03:21Z,2740000,False,42.0,20.0,1,right,MISS P. Larsson driving Hook,[1641796],1610612748.0,MIA,driving,,,Larsson,P. Larsson,,,,,In The Paint (Non-RA),0-8 Center,4.61,Missed,,,,,,,,,,,,,,,,,,
277,PT03M42.00S,2026-01-07T01:59:05.2Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,49,44,2026-01-07T01:59:10Z,2750000,False,,,0,,R. Gobert REBOUND (Off:0 Def:2),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,276.0,2.0,2.0,0.0,,,,,,,,,,,,
278,PT03M26.00S,2026-01-07T01:59:21.0Z,2,REGULAR,3pt,Jump Shot,[],1630162,27.283180026281208,76.22549019607843,1610612750,49,44,2026-01-07T02:05:32Z,2760000,False,-131.0,204.0,1,left,MISS A. Edwards 24' step back 3PT,[1630162],1610612750.0,MIN,step back,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,24.25,Missed,,,,,,,,,,,,,,,,,,
279,PT03M23.00S,2026-01-07T01:59:24.0Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,49,44,2026-01-07T01:59:24Z,2770000,False,,,0,,T. Herro REBOUND (Off:0 Def:5),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,,,278.0,5.0,5.0,0.0,,,,,,,,,,,,
280,PT03M21.00S,2026-01-07T01:59:27.5Z,2,REGULAR,foul,personal,[],1630162,,,1610612748,49,44,2026-01-07T01:59:36Z,2780000,False,,,0,,A. Edwards personal FOUL (3 PF),"[1630162, 1628389]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Left Center,,,,1628480.0,,,,,,,,3.0,0.0,Adebayo,1628389.0,,,,,
282,PT03M21.00S,2026-01-07T01:59:45.0Z,2,REGULAR,substitution,out,[],1630162,,,1610612748,49,44,2026-01-07T02:00:00Z,2800000,False,,,0,,SUB out: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT03M21.00S,2026-01-07T01:59:45.0Z,2,REGULAR,substitution,out,[],1641796,,,1610612748,49,44,2026-01-07T02:00:00Z,2810000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT03M21.00S,2026-01-07T01:59:45.0Z,2,REGULAR,substitution,in,[],203944,,,1610612748,49,44,2026-01-07T02:00:00Z,2820000,False,,,0,,SUB in: J. Randle,[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT03M21.00S,2026-01-07T01:59:45.0Z,2,REGULAR,substitution,in,[],203952,,,1610612748,49,44,2026-01-07T02:00:00Z,2830000,False,,,0,,SUB in: A. Wiggins,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M11.00S,2026-01-07T02:00:14.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,88.51839684625493,35.53921568627451,1610612748,49,44,2026-01-07T02:06:19Z,2840000,False,-72.0,55.0,1,right,MISS D. Mitchell 9' driving floating bank Shot,[1630558],1610612748.0,MIA,driving floating bank,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Left,9.11,Missed,,,,,,,,,,,,,,,,,,
287,PT03M09.00S,2026-01-07T02:00:16.5Z,2,REGULAR,rebound,defensive,[],203944,,,1610612750,49,44,2026-01-07T02:00:19Z,2850000,False,,,0,,J. Randle REBOUND (Off:0 Def:5),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,In The Paint (Non-RA),8-16 Left,,,,,286.0,5.0,5.0,0.0,,,,,,,,,,,,
288,PT02M59.00S,2026-01-07T02:00:28.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203944,11.251642575558476,55.392156862745104,1610612750,49,44,2026-01-07T02:00:44Z,2860000,False,-27.0,53.0,1,left,MISS J. Randle driving Layup - blocked,"[203944, 203952]",1610612750.0,MIN,driving,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,5.97,Missed,,,,,,,,,,,,,,,Wiggins,203952.0,,
289,PT02M59.00S,2026-01-07T02:00:28.1Z,2,REGULAR,block,,[],203952,,,1610612750,49,44,2026-01-07T02:00:30Z,2870000,False,,,0,,A. Wiggins BLOCK (1 BLK),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
290,PT02M58.00S,2026-01-07T02:00:29.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,49,44,2026-01-07T02:00:44Z,2880000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,288.0,,,,,,,,,,,,,,,
291,PT02M58.00S,2026-01-07T02:00:45.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,49,44,2026-01-07T02:00:45Z,2890000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT02M58.00S,2026-01-07T02:03:00.3Z,2,REGULAR,substitution,out,[],1641740,,,1610612748,49,44,2026-01-07T02:03:57Z,2900000,False,,,0,,SUB out: J. Clark,[1641740],1610612750.0,MIN,,,,Clark,J. Clark,,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT02M58.00S,2026-01-07T02:03:00.3Z,2,REGULAR,substitution,in,[],1628978,,,1610612748,49,44,2026-01-07T02:03:57Z,2910000,False,,,0,,SUB in: D. DiVincenzo,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M41.00S,2026-01-07T02:04:27.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,90.88370565045992,55.88235294117647,1610612748,49,44,2026-01-07T02:04:37Z,2920000,False,29.0,33.0,1,right,MISS N. Powell driving Layup - blocked,"[1626181, 203497]",1610612748.0,MIA,driving,,,Powell,N. Powell,,,,,In The Paint (Non-RA),0-8 Center,4.43,Missed,,,,,,,,,,,,,,,Gobert,203497.0,,
295,PT02M41.00S,2026-01-07T02:04:27.6Z,2,REGULAR,block,,[],203497,,,1610612748,49,44,2026-01-07T02:04:29Z,2930000,False,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
296,PT02M40.00S,2026-01-07T02:04:28.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,49,44,2026-01-07T02:04:37Z,2940000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,294.0,,,,,,,,,,,,,,,
298,PT02M35.00S,2026-01-07T02:04:48.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628389,92.46057818659659,56.372549019607845,1610612748,49,44,2026-01-07T02:09:28Z,2960000,False,32.0,18.0,1,right,MISS B. Adebayo driving reverse Layup - blocked,"[1628389, 203497]",1610612748.0,MIA,driving reverse,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,3.68,Missed,,,,,,,,,,,,,,,Gobert,203497.0,,
299,PT02M35.00S,2026-01-07T02:04:48.4Z,2,REGULAR,block,,[],203497,,,1610612748,49,44,2026-01-07T02:04:50Z,2970000,False,,,0,,R. Gobert BLOCK (2 BLK),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
300,PT02M34.00S,2026-01-07T02:04:49.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612748,49,44,2026-01-07T02:05:03Z,2980000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,,,298.0,,,,,,,,,,,,,,,
301,PT02M34.00S,2026-01-07T02:04:54.9Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612748,49,44,2026-01-07T02:05:00Z,2990000,False,,,0,,MIA shot clock Team TURNOVER,[],1610612748.0,MIA,,,,,,,,,,Restricted Area,0-8 Center,,,,1628480.0,,,,,,,,,,,,,,,,
302,PT02M25.00S,2026-01-07T02:05:14.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629639,,,1610612750,49,44,2026-01-07T02:05:19Z,3000000,False,,,0,,T. Herro personal FOUL (1 PF) (Gobert 2 FT),"[1629639, 203497]",1610612748.0,MIA,,,,Herro,T. Herro,,,,,Mid-Range,16-24 Left Center,,,,1628480.0,,,,,,,,1.0,0.0,Gobert,203497.0,,,,,
304,PT02M25.00S,2026-01-07T02:05:43.1Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],203497,,,1610612750,50,44,2026-01-07T02:05:43Z,3020000,False,,,0,,R. Gobert Free Throw 1 of 2 (5 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,5.0,,,,,,,,,,,,,,,,,
305,PT02M25.00S,2026-01-07T02:06:02.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],203497,,,1610612750,51,44,2026-01-07T02:06:02Z,3030000,False,,,0,,R. Gobert Free Throw 2 of 2 (6 PTS),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
306,PT02M15.00S,2026-01-07T02:06:13.4Z,2,REGULAR,3pt,Jump Shot,[],203952,72.61826544021025,18.627450980392158,1610612748,51,47,2026-01-07T02:06:18Z,3040000,False,-157.0,205.0,1,right,A. Wiggins 25' 3PT  (8 PTS) (D. Mitchell 5 AST),"[203952, 1630558]",1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,Above the Break 3,24+ Left Center,25.81,Made,8.0,,,,,,D. Mitchell,1630558.0,5.0,,,,,,,,,
308,PT02M06.00S,2026-01-07T02:06:22.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630183,5.338370565045992,50.73529411764706,1610612750,53,47,2026-01-07T02:12:08Z,3060000,False,-4.0,-2.0,1,left,J. McDaniels cutting DUNK (6 PTS) (M. Conley 3 AST),"[1630183, 201144]",1610612750.0,MIN,cutting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,0.44,Made,6.0,,,,,,M. Conley,201144.0,3.0,,,,,,,,,
310,PT01M55.00S,2026-01-07T02:06:33.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,90.88370565045992,45.588235294117645,1610612748,53,47,2026-01-07T02:06:37Z,3080000,False,-22.0,33.0,1,right,MISS D. Mitchell driving reverse Layup,[1630558],1610612748.0,MIA,driving reverse,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,3.99,Missed,,,,,,,,,,,,,,,,,,
311,PT01M54.00S,2026-01-07T02:06:34.3Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,53,47,2026-01-07T02:06:37Z,3090000,False,,,0,,R. Gobert REBOUND (Off:0 Def:3),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,310.0,3.0,3.0,0.0,,,,,,,,,,,,
312,PT01M47.00S,2026-01-07T02:06:41.7Z,2,REGULAR,3pt,Jump Shot,[],1628978,5.995400788436268,4.6568627450980395,1610612750,53,47,2026-01-07T02:06:48Z,3100000,False,227.0,4.0,1,left,MISS D. DiVincenzo 3PT,[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Right Corner 3,24+ Right,22.67,Missed,,,,,,,,,,,,,,,,,,
313,PT01M44.00S,2026-01-07T02:06:44.7Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,53,47,2026-01-07T02:07:05Z,3110000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:5),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Right Corner 3,24+ Right,,,,,312.0,6.0,5.0,1.0,,,,,,,,,,,,
314,PT01M38.00S,2026-01-07T02:06:50.6Z,2,REGULAR,2pt,Jump Shot,['fastbreak'],1626181,90.48948751642575,25.98039215686275,1610612748,53,47,2026-01-07T02:13:45Z,3120000,False,-120.0,37.0,1,right,MISS N. Powell 12' driving floating Shot,[1626181],1610612748.0,MIA,driving floating,,,Powell,N. Powell,,,,,Mid-Range,8-16 Left,12.56,Missed,,,,,,,,,,,,,,,,,,
315,PT01M36.00S,2026-01-07T02:06:52.6Z,2,REGULAR,rebound,defensive,[],1628978,,,1610612750,53,47,2026-01-07T02:06:58Z,3130000,False,,,0,,D. DiVincenzo REBOUND (Off:1 Def:3),[1628978],1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Mid-Range,8-16 Left,,,,,314.0,4.0,3.0,1.0,,,,,,,,,,,,
316,PT01M29.00S,2026-01-07T02:06:59.5Z,2,REGULAR,3pt,Jump Shot,[],201144,26.363337713534822,78.43137254901961,1610612750,53,47,2026-01-07T02:07:04Z,3140000,False,-142.0,195.0,1,left,MISS M. Conley 24' 3PT,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Left Center,24.16,Missed,,,,,,,,,,,,,,,,,,
317,PT01M27.00S,2026-01-07T02:07:01.5Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,53,47,2026-01-07T02:07:04Z,3150000,False,,,0,,T. Herro REBOUND (Off:0 Def:6),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,Above the Break 3,24+ Left Center,,,,,316.0,6.0,6.0,0.0,,,,,,,,,,,,
319,PT01M18.00S,2026-01-07T02:07:11.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,86.02168199737189,41.911764705882355,1610612748,53,49,2026-01-07T02:14:52Z,3170000,False,-40.0,79.0,1,right,T. Herro 8' driving floating Jump Shot (9 PTS),[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,In The Paint (Non-RA),8-16 Center,8.86,Made,9.0,,,,,,,,,,,,,,,,,
320,PT01M18.00S,2026-01-07T02:07:20.1Z,2,REGULAR,foul,personal,['1freethrow'],201144,,,1610612748,53,49,2026-01-07T02:07:25Z,3180000,False,,,0,,M. Conley shooting personal FOUL (1 PF) (Herro 1 FT),"[201144, 1629639]",1610612750.0,MIN,shooting,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Center,,,,1628480.0,,,,,,,,1.0,0.0,Herro,1629639.0,,,,,
322,PT01M18.00S,2026-01-07T02:07:44.6Z,2,REGULAR,freethrow,1 of 1,[],1629639,,,1610612748,53,50,2026-01-07T02:07:44Z,3200000,False,,,0,,T. Herro Free Throw 1 of 1 (10 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
323,PT01M07.00S,2026-01-07T02:07:59.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630558,,,1610612750,53,50,2026-01-07T02:10:20Z,3210000,False,,,0,,D. Mitchell shooting personal FOUL (2 PF) (Conley 2 FT),"[1630558, 201144]",1610612748.0,MIA,shooting,,,Mitchell,D. Mitchell,,,,,Mid-Range,8-16 Left,,,,1162.0,,,,,,,,2.0,0.0,Conley,201144.0,,,,,
325,PT01M07.00S,2026-01-07T02:08:29.2Z,2,REGULAR,freethrow,1 of 2,[],201144,,,1610612750,54,50,2026-01-07T02:10:31Z,3230000,False,,,0,,M. Conley Free Throw 1 of 2 (1 PTS),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
343,PT01M07.00S,2026-01-07T02:08:42.0Z,2,REGULAR,substitution,out,[],1630558,,,1610612750,54,50,2026-01-07T02:10:59Z,3245000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
344,PT01M07.00S,2026-01-07T02:08:42.0Z,2,REGULAR,substitution,in,[],1641796,,,1610612750,54,50,2026-01-07T02:10:59Z,3252500,False,,,0,,SUB in: P. Larsson,[1641796],1610612748.0,MIA,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,,,,,,,,
328,PT01M07.00S,2026-01-07T02:08:29.2Z,2,REGULAR,freethrow,2 of 2,[],201144,,,1610612750,54,50,2026-01-07T02:10:31Z,3260000,False,,,0,,MISS M. Conley Free Throw 2 of 2,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
329,PT01M04.00S,2026-01-07T02:08:32.2Z,2,REGULAR,rebound,offensive,[],203944,,,1610612750,54,50,2026-01-07T02:10:31Z,3270000,False,,,0,,J. Randle REBOUND (Off:1 Def:5),[203944],1610612750.0,MIN,,,,Randle,J. Randle,,,,,,,,,,,328.0,6.0,5.0,1.0,,,,,,,,,,,,
330,PT01M01.00S,2026-01-07T02:08:54.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1628978,31.225361366622867,37.5,1610612750,57,50,2026-01-07T02:08:58Z,3280000,False,62.0,241.0,1,left,D. DiVincenzo 24' 3PT  (3 PTS) (J. Randle 3 AST),"[1628978, 203944]",1610612750.0,MIN,,,,DiVincenzo,D. DiVincenzo,,,,,Above the Break 3,24+ Center,24.9,Made,3.0,,,,,,J. Randle,203944.0,3.0,,,,,,,,,
332,PT00M46.40S,2026-01-07T02:09:14.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203944,,,1610612748,57,50,2026-01-07T02:09:22Z,3300000,False,,,0,,J. Randle shooting personal FOUL (1 PF) (Wiggins 2 FT),"[203944, 203952]",1610612750.0,MIN,shooting,,,Randle,J. Randle,,,,,In The Paint (Non-RA),0-8 Center,,,,1628480.0,,,,,,,,1.0,0.0,Wiggins,203952.0,,,,,
334,PT00M46.40S,2026-01-07T02:09:44.3Z,2,REGULAR,freethrow,1 of 2,[],203952,,,1610612748,57,51,2026-01-07T02:09:44Z,3320000,False,,,0,,A. Wiggins Free Throw 1 of 2 (9 PTS),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
335,PT00M46.40S,2026-01-07T02:10:03.4Z,2,REGULAR,freethrow,2 of 2,[],203952,,,1610612748,57,52,2026-01-07T02:10:03Z,3330000,False,,,0,,A. Wiggins Free Throw 2 of 2 (10 PTS),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
