actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId
249,PT06M07.00S,2025-01-23T01:20:22.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630700,92.72339027595268,50.49019607843137,1610612737,41,51,2025-01-23T01:20:28Z,2440000,False,2.0,16.0,1,right,D. Daniels cutting Layup (10 PTS) (T. Young 4 AST),"[1630700, 1629027]",1610612737.0,ATL,cutting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,,,,,,1.61,Made,10.0,,T. Young,1629027.0,4.0,,,,,,,,
251,PT05M53.00S,2025-01-23T01:20:37.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,5.863994743758213,49.01960784313725,1610612765,41,53,2025-01-23T01:20:41Z,2460000,False,5.0,3.0,1,left,J. Duren alley-oop DUNK (6 PTS) (C. Cunningham 4 AST),"[1631105, 1630595]",1610612765.0,DET,alley-oop,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,0.55,Made,6.0,,C. Cunningham,1630595.0,4.0,,,,,,,,
253,PT05M42.00S,2025-01-23T01:20:47.5Z,2,REGULAR,3pt,Jump Shot,[],1630700,70.64717477003943,22.54901960784314,1610612737,41,53,2025-01-23T01:20:52Z,2480000,False,-137.0,223.0,1,right,MISS D. Daniels 26' 3PT,[1630700],1610612737.0,ATL,,,,Daniels,D. Daniels,,,,,Above the Break 3,24+ Left Center,,,,,,26.22,Missed,,,,,,,,,,,,,
254,PT05M39.00S,2025-01-23T01:20:50.5Z,2,REGULAR,rebound,defensive,[],1631105,,,1610612765,41,53,2025-01-23T01:20:52Z,2490000,False,,,0,,J. Duren REBOUND (Off:0 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Left Center,,,,,,,,,253.0,,,,,,,3.0,3.0,0.0,,
255,PT05M30.00S,2025-01-23T01:20:59.5Z,2,REGULAR,2pt,Jump Shot,[],1630595,4.418528252299605,23.284313725490197,1610612765,41,53,2025-01-23T01:21:06Z,2500000,False,134.0,-11.0,1,left,MISS C. Cunningham 13' fadeaway Shot,[1630595],1610612765.0,DET,fadeaway,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Right,,,,,,13.41,Missed,,,,,,,,,,,,,
256,PT05M28.00S,2025-01-23T01:21:01.5Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,41,53,2025-01-23T01:21:06Z,2510000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:3),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Right,,,,,,,,,255.0,,,,,,,5.0,3.0,2.0,,
258,PT05M24.00S,2025-01-23T01:21:09.8Z,2,REGULAR,substitution,out,[],1629726,,,1610612737,41,53,2025-01-23T01:21:14Z,2530000,False,,,0,,SUB out: G. Mathews,[1629726],1610612737.0,ATL,,,,Mathews,G. Mathews,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M24.00S,2025-01-23T01:21:09.8Z,2,REGULAR,substitution,in,[],1630552,,,1610612737,41,53,2025-01-23T01:21:14Z,2540000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M07.00S,2025-01-23T01:21:48.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,91.93495400788436,45.34313725490196,1610612737,43,53,2025-01-23T01:21:53Z,2550000,False,-23.0,23.0,1,right,J. Johnson floating Jump Shot (7 PTS) (T. Young 5 AST),"[1630552, 1629027]",1610612737.0,ATL,floating,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,3.3,Made,7.0,,T. Young,1629027.0,5.0,,,,,,,,
262,PT04M57.00S,2025-01-23T01:21:58.5Z,2,REGULAR,3pt,Jump Shot,[],203501,31.488173455978973,54.65686274509803,1610612765,43,53,2025-01-23T01:22:05Z,2570000,False,-23.0,243.0,1,left,MISS T. Hardaway Jr. 24' pullup 3PT,[203501],1610612765.0,DET,pullup,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,,,,,,24.46,Missed,,,,,,,,,,,,,
263,PT04M54.00S,2025-01-23T01:22:02.5Z,2,REGULAR,rebound,offensive,[],1641709,,,1610612765,43,53,2025-01-23T01:22:02Z,2580000,False,,,0,,A. Thompson REBOUND (Off:1 Def:0),[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Above the Break 3,24+ Center,,,,,,,,,262.0,,,,,,,1.0,0.0,1.0,,
264,PT04M52.00S,2025-01-23T01:22:03.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203501,31.61957950065703,53.67647058823529,1610612765,43,56,2025-01-23T01:22:09Z,2590000,False,-18.0,245.0,1,left,T. Hardaway Jr. 24' 3PT  (3 PTS) (A. Thompson 1 AST),"[203501, 1641709]",1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,,,,,,24.54,Made,3.0,,A. Thompson,1641709.0,1.0,,,,,,,,
266,PT04M37.00S,2025-01-23T01:22:18.5Z,2,REGULAR,3pt,Jump Shot,[],1629631,95.3515111695138,3.431372549019608,1610612737,43,56,2025-01-23T01:22:23Z,2610000,False,-233.0,-9.0,1,right,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,,,,,,23.3,Missed,,,,,,,,,,,,,
267,PT04M34.00S,2025-01-23T01:22:21.5Z,2,REGULAR,rebound,defensive,[],203501,,,1610612765,43,56,2025-01-23T01:22:23Z,2620000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:3),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,266.0,,,,,,,3.0,3.0,0.0,,
268,PT04M32.00S,2025-01-23T01:22:25.6Z,2,REGULAR,foul,personal,['2freethrow'],1630700,,,1610612765,43,56,2025-01-23T01:22:51Z,2630000,False,,,0,,D. Daniels shooting personal FOUL (1 PF) (Cunningham 2 FT),"[1630700, 1630595]",1610612737.0,ATL,shooting,,,Daniels,D. Daniels,,,,,Restricted Area,0-8 Center,1199.0,1.0,0.0,Cunningham,1630595.0,,,,,,,,,,,,,,,
270,PT04M32.00S,2025-01-23T01:22:54.2Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1630595,,,1610612765,43,57,2025-01-23T01:22:54Z,2650000,False,,,0,,C. Cunningham Free Throw 1 of 2 (8 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,Made,8.0,,,,,,,,,,,,
271,PT04M32.00S,2025-01-23T01:23:12.6Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1630595,,,1610612765,43,58,2025-01-23T01:23:12Z,2660000,False,,,0,,C. Cunningham Free Throw 2 of 2 (9 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,,,,,Made,9.0,,,,,,,,,,,,
272,PT04M15.00S,2025-01-23T01:23:33.6Z,2,REGULAR,foul,personal,['2freethrow'],202699,,,1610612737,43,58,2025-01-23T01:24:03Z,2670000,False,,,0,,T. Harris shooting personal FOUL (1 PF) (Hunter 2 FT),"[202699, 1629631]",1610612765.0,DET,shooting,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Right,203593.0,1.0,0.0,Hunter,1629631.0,,,,,,,,,,,,,,,
274,PT04M15.00S,2025-01-23T01:24:04.9Z,2,REGULAR,freethrow,1 of 2,[],1629631,,,1610612737,44,58,2025-01-23T01:24:04Z,2690000,False,,,0,,D. Hunter Free Throw 1 of 2 (3 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
275,PT04M15.00S,2025-01-23T01:24:21.1Z,2,REGULAR,freethrow,2 of 2,[],1629631,,,1610612737,45,58,2025-01-23T01:24:21Z,2700000,False,,,0,,D. Hunter Free Throw 2 of 2 (4 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
276,PT04M04.00S,2025-01-23T01:24:33.0Z,2,REGULAR,3pt,Jump Shot,[],202699,12.959921156373195,96.07843137254902,1610612765,45,58,2025-01-23T01:24:40Z,2710000,False,-230.0,69.0,1,left,MISS T. Harris 24' 3PT,[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Left Corner 3,24+ Left,,,,,,24.06,Missed,,,,,,,,,,,,,
277,PT04M01.00S,2025-01-23T01:24:35.8Z,2,REGULAR,rebound,offensive,[],1631105,,,1610612765,45,58,2025-01-23T01:24:35Z,2720000,False,,,0,,J. Duren REBOUND (Off:1 Def:3),[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,Left Corner 3,24+ Left,,,,,,,,,276.0,,,,,,,4.0,3.0,1.0,,
278,PT03M58.00S,2025-01-23T01:24:37.9Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630595,27.020367936925098,19.362745098039216,1610612765,45,58,2025-01-23T01:24:43Z,2730000,False,153.0,201.0,1,left,MISS C. Cunningham 25' 3PT,[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,,,,,,25.31,Missed,,,,,,,,,,,,,
279,PT03M58.00S,2025-01-23T01:24:37.9Z,2,REGULAR,rebound,offensive,[],202699,,,1610612765,45,58,2025-01-23T01:24:43Z,2740000,False,,,0,,T. Harris REBOUND (Off:1 Def:1),[202699],1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,,,,278.0,,,,,,,2.0,1.0,1.0,,
280,PT03M50.00S,2025-01-23T01:24:46.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630595,6.1268068331143235,45.83333333333333,1610612765,45,60,2025-01-23T01:24:51Z,2750000,False,21.0,5.0,1,left,C. Cunningham driving Layup (11 PTS),[1630595],1610612765.0,DET,driving,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,2.14,Made,11.0,,,,,,,,,,,,
281,PT03M41.00S,2025-01-23T01:24:55.0Z,2,REGULAR,turnover,bad pass,[],1629027,,,1610612737,45,60,2025-01-23T01:24:59Z,2760000,False,,,0,,T. Young bad pass TURNOVER (2 TO),"[1629027, 203501]",1610612737.0,ATL,,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,Hardaway Jr.,203501.0,,,,,
282,PT03M41.00S,2025-01-23T01:24:55.0Z,2,REGULAR,steal,,[],203501,,,1610612765,45,60,2025-01-23T01:24:57Z,2770000,False,,,0,,T. Hardaway Jr. STEAL (2 STL),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
283,PT03M38.00S,2025-01-23T01:24:59.0Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1641709,5.732588699080158,48.529411764705884,1610612765,45,62,2025-01-23T01:26:19Z,2780000,False,7.0,1.0,1,left,A. Thompson running alley-oop DUNK (8 PTS) (T. Hardaway Jr. 1 AST),"[1641709, 203501]",1610612765.0,DET,running alley-oop,,,Thompson,A. Thompson,,,,,Restricted Area,0-8 Center,,,,,,0.75,Made,8.0,,T. Hardaway Jr.,203501.0,1.0,,,,,,,,
285,PT03M38.00S,2025-01-23T01:25:07.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,45,62,2025-01-23T01:25:07Z,2800000,False,,,0,,ATL Timeout,[],1610612737.0,ATL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
286,PT03M23.00S,2025-01-23T01:28:18.9Z,2,REGULAR,3pt,Jump Shot,[],1630168,93.9060446780552,95.58823529411765,1610612737,45,62,2025-01-23T01:28:24Z,2810000,False,228.0,5.0,1,right,MISS O. Okongwu 3PT,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Right Corner 3,24+ Right,,,,,,22.8,Missed,,,,,,,,,,,,,
287,PT03M22.00S,2025-01-23T01:28:19.9Z,2,REGULAR,rebound,defensive,[],1630595,,,1610612765,45,62,2025-01-23T01:28:44Z,2820000,False,,,0,,C. Cunningham REBOUND (Off:0 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Right Corner 3,24+ Right,,,,,,,,,286.0,,,,,,,2.0,2.0,0.0,,
288,PT03M14.00S,2025-01-23T01:28:27.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630595,7.703679369250986,46.568627450980394,1610612765,45,62,2025-01-23T01:28:35Z,2830000,False,17.0,20.0,1,left,MISS C. Cunningham running Layup,[1630595],1610612765.0,DET,running,,,Cunningham,C. Cunningham,,,,,Restricted Area,0-8 Center,,,,,,2.63,Missed,,,,,,,,,,,,,
289,PT03M11.00S,2025-01-23T01:28:30.3Z,2,REGULAR,rebound,defensive,[],1630552,,,1610612737,45,62,2025-01-23T01:28:35Z,2840000,False,,,0,,J. Johnson REBOUND (Off:1 Def:2),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,288.0,,,,,,,3.0,2.0,1.0,,
290,PT03M06.00S,2025-01-23T01:28:38.2Z,2,REGULAR,turnover,out-of-bounds,[],1629631,,,1610612737,45,62,2025-01-23T01:28:46Z,2850000,False,,,0,,D. Hunter step out-of-bounds TURNOVER (1 TO),[1629631],1610612737.0,ATL,step,,,Hunter,D. Hunter,,,,,Right Corner 3,24+ Right,203593.0,,,,,,,,,,,,1.0,,,,,,,
291,PT02M47.00S,2025-01-23T01:29:12.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630595,17.427726675427067,56.127450980392155,1610612765,45,64,2025-01-23T01:29:17Z,2860000,False,-31.0,111.0,1,left,C. Cunningham 11' fadeaway Jump Shot (13 PTS),[1630595],1610612765.0,DET,fadeaway,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,,,,,,11.54,Made,13.0,,,,,,,,,,,,
292,PT02M26.00S,2025-01-23T01:29:33.0Z,2,REGULAR,3pt,Jump Shot,[],1629631,97.45400788436268,4.166666666666666,1610612737,45,64,2025-01-23T01:29:38Z,2870000,False,-229.0,-29.0,1,right,MISS D. Hunter 3PT,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Left Corner 3,24+ Left,,,,,,23.1,Missed,,,,,,,,,,,,,
293,PT02M23.00S,2025-01-23T01:29:36.0Z,2,REGULAR,rebound,defensive,[],203501,,,1610612765,45,64,2025-01-23T01:29:38Z,2880000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:4),[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,,292.0,,,,,,,4.0,4.0,0.0,,
294,PT02M00.00S,2025-01-23T01:29:59.1Z,2,REGULAR,3pt,Jump Shot,[],203501,27.94021024967148,74.26470588235294,1610612765,45,64,2025-01-23T01:30:05Z,2890000,False,-121.0,210.0,1,left,MISS T. Hardaway Jr. 24' 3PT,[203501],1610612765.0,DET,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Left Center,,,,,,24.26,Missed,,,,,,,,,,,,,
295,PT01M59.00S,2025-01-23T01:30:00.1Z,2,REGULAR,rebound,offensive,[],1630595,,,1610612765,45,64,2025-01-23T01:30:47Z,2900000,False,,,0,,C. Cunningham REBOUND (Off:1 Def:2),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Left Center,,,,,,,,,294.0,,,,,,,3.0,2.0,1.0,,
296,PT01M51.00S,2025-01-23T01:30:09.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203501,6.1268068331143235,46.81372549019608,1610612765,45,64,2025-01-23T01:30:15Z,2910000,False,16.0,5.0,1,left,MISS T. Hardaway Jr. driving Layup,[203501],1610612765.0,DET,driving,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,,,,,,1.67,Missed,,,,,,,,,,,,,
297,PT01M50.00S,2025-01-23T01:30:10.1Z,2,REGULAR,rebound,defensive,[],1630168,,,1610612737,45,64,2025-01-23T01:32:38Z,2920000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:4),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,Restricted Area,0-8 Center,,,,,,,,,296.0,,,,,,,6.0,4.0,2.0,,
298,PT01M41.00S,2025-01-23T01:30:21.7Z,2,REGULAR,foul,offensive,[],1629631,,,1610612737,45,64,2025-01-23T01:30:28Z,2930000,False,,,0,,D. Hunter off-the-ball offensive FOUL (1 PF),"[1629631, 203501]",1610612737.0,ATL,off-the-ball,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Left Center,203593.0,1.0,0.0,Hardaway Jr.,203501.0,,,,,,,,,,,,,,,
300,PT01M41.00S,2025-01-23T01:30:21.7Z,2,REGULAR,turnover,offensive foul,[],1629631,,,1610612737,45,64,2025-01-23T01:30:21Z,2950000,False,,,0,,D. Hunter offensive foul TURNOVER (2 TO),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,Mid-Range,16-24 Left Center,203593.0,,,,,,,,,,,,2.0,,,,,,,
301,PT01M41.00S,2025-01-23T01:30:28.0Z,2,REGULAR,substitution,out,[],1631105,,,1610612765,45,64,2025-01-23T01:30:31Z,2960000,False,,,0,,SUB out: J. Duren,[1631105],1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT01M41.00S,2025-01-23T01:30:28.0Z,2,REGULAR,substitution,in,[],1630191,,,1610612765,45,64,2025-01-23T01:30:31Z,2970000,False,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT01M22.00S,2025-01-23T01:31:05.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202699,22.28975032851511,11.519607843137255,1610612765,45,67,2025-01-23T01:31:10Z,2980000,False,192.0,157.0,1,left,T. Harris 24' 3PT  (8 PTS) (C. Cunningham 5 AST),"[202699, 1630595]",1610612765.0,DET,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,24.83,Made,8.0,,C. Cunningham,1630595.0,5.0,,,,,,,,
305,PT01M11.00S,2025-01-23T01:31:15.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630552,89.04402102496715,39.21568627450981,1610612737,45,67,2025-01-23T01:31:41Z,3000000,False,-54.0,50.0,1,right,MISS J. Johnson 7' driving floating bank Shot,[1630552],1610612737.0,ATL,driving floating bank,,,Johnson,J. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,7.39,Missed,,,,,,,,,,,,,
306,PT01M10.00S,2025-01-23T01:31:16.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,45,67,2025-01-23T01:31:54Z,3010000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,305.0,,,,,,,,,,,
308,PT01M07.00S,2025-01-23T01:31:46.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629631,92.19776609724047,45.588235294117645,1610612737,45,67,2025-01-23T01:31:54Z,3030000,False,-22.0,21.0,1,right,MISS D. Hunter driving floating Shot,[1629631],1610612737.0,ATL,driving floating,,,Hunter,D. Hunter,,,,,Restricted Area,0-8 Center,,,,,,3.03,Missed,,,,,,,,,,,,,
309,PT01M06.00S,2025-01-23T01:31:47.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612737,45,67,2025-01-23T01:31:51Z,3040000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,308.0,,,,,,,,,,,
311,PT00M53.70S,2025-01-23T01:32:21.8Z,2,REGULAR,foul,personal,[],1630595,,,1610612737,45,67,2025-01-23T01:32:30Z,3060000,False,,,0,,C. Cunningham personal FOUL (1 PF),"[1630595, 1629027]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Above the Break 3,24+ Right Center,1162.0,1.0,0.0,Young,1629027.0,,,,,,,,,,,,,,,
313,PT00M53.70S,2025-01-23T01:32:45.1Z,2,REGULAR,timeout,full,['team'],0,,,1610612737,45,67,2025-01-23T01:32:45Z,3080000,False,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,PT00M50.40S,2025-01-23T01:34:43.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641709,,,1610612737,45,67,2025-01-23T01:35:05Z,3100000,False,,,0,,A. Thompson personal FOUL (1 PF) (Young 2 FT),"[1641709, 1629027]",1610612765.0,DET,,,,Thompson,A. Thompson,,,,,Mid-Range,8-16 Right,203593.0,1.0,0.0,Young,1629027.0,,,,,,,,,,,,,,,
317,PT00M50.40S,2025-01-23T01:35:08.7Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1629027,,,1610612737,46,67,2025-01-23T01:35:08Z,3120000,False,,,0,,T. Young Free Throw 1 of 2 (3 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,
318,PT00M50.40S,2025-01-23T01:35:20.2Z,2,REGULAR,substitution,out,[],1641709,,,1610612737,46,67,2025-01-23T01:35:23Z,3130000,False,,,0,,SUB out: A. Thompson,[1641709],1610612765.0,DET,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT00M50.40S,2025-01-23T01:35:20.2Z,2,REGULAR,substitution,in,[],1627736,,,1610612737,46,67,2025-01-23T01:35:23Z,3140000,False,,,0,,SUB in: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT00M50.40S,2025-01-23T01:35:28.0Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1629027,,,1610612737,47,67,2025-01-23T01:35:28Z,3150000,False,,,0,,T. Young Free Throw 2 of 2 (4 PTS),[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,
321,PT00M32.10S,2025-01-23T01:35:48.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,17.0335085413929,45.83333333333333,1610612765,47,69,2025-01-23T01:36:02Z,3160000,False,21.0,108.0,1,left,C. Cunningham 10' turnaround fadeaway Jump Shot (15 PTS),[1630595],1610612765.0,DET,turnaround fadeaway,,,Cunningham,C. Cunningham,,,,,In The Paint (Non-RA),8-16 Center,,,,,,10.96,Made,15.0,,,,,,,,,,,,
322,PT00M26.90S,2025-01-23T01:35:59.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,92.06636005256242,46.32352941176471,1610612737,49,69,2025-01-23T01:36:05Z,3170000,False,-18.0,22.0,1,right,T. Young driving Layup (6 PTS),[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,,,,,,2.88,Made,6.0,,,,,,,,,,,,
323,PT00M06.00S,2025-01-23T01:36:22.4Z,2,REGULAR,turnover,lost ball,[],1630595,,,1610612765,49,69,2025-01-23T01:36:48Z,3180000,False,,,0,,C. Cunningham lost ball TURNOVER (4 TO),"[1630595, 1630552]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,4.0,Johnson,1630552.0,,,,,
324,PT00M06.00S,2025-01-23T01:36:22.4Z,2,REGULAR,steal,,[],1630552,,,1610612737,49,69,2025-01-23T01:36:25Z,3190000,False,,,0,,J. Johnson STEAL (2 STL),[1630552],1610612737.0,ATL,,,,Johnson,J. Johnson,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
325,PT00M01.30S,2025-01-23T01:36:28.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202699,,,1610612737,49,69,2025-01-23T01:36:57Z,3200000,False,,,0,,T. Harris shooting personal FOUL (2 PF) (Hunter 2 FT),"[202699, 1629631]",1610612765.0,DET,shooting,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,1199.0,2.0,0.0,Hunter,1629631.0,,,,,,,,,,,,,,,
327,PT00M01.30S,2025-01-23T01:36:59.0Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1629631,,,1610612737,50,69,2025-01-23T01:36:59Z,3220000,False,,,0,,D. Hunter Free Throw 1 of 2 (5 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,
328,PT00M01.30S,2025-01-23T01:37:17.4Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1629631,,,1610612737,51,69,2025-01-23T01:37:17Z,3230000,False,,,0,,D. Hunter Free Throw 2 of 2 (6 PTS),[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,Made,6.0,,,,,,,,,,,,
329,PT00M00.00S,2025-01-23T01:37:26.7Z,2,REGULAR,period,end,[],0,,,1610612765,51,69,2025-01-23T01:37:26Z,3240000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
330,PT12M00.00S,2025-01-23T01:49:46.4Z,3,REGULAR,substitution,out,['startperiod'],1629631,,,1610612765,51,69,2025-01-23T01:52:56Z,3250000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,,
331,PT12M00.00S,2025-01-23T01:49:46.4Z,3,REGULAR,substitution,out,['startperiod'],1630191,,,1610612765,51,69,2025-01-23T01:52:56Z,3260000,False,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,,
332,PT12M00.00S,2025-01-23T01:49:46.4Z,3,REGULAR,substitution,out,['startperiod'],1627736,,,1610612765,51,69,2025-01-23T01:52:56Z,3270000,False,,,0,,SUB out: M. Beasley,[1627736],1610612765.0,DET,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,,
333,PT12M00.00S,2025-01-23T01:49:46.4Z,3,REGULAR,substitution,in,['startperiod'],1630249,,,1610612765,51,69,2025-01-23T01:52:56Z,3280000,False,,,0,,SUB in: V. Krejčí,[1630249],1610612737.0,ATL,,,,Krejčí,V. Krejčí,,,,,,,,,,,,,,,,,,,,,,,,,,
