actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,playerName,playerNameI,shotActionNumber,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,jumpBallRecoverdPersonId
268,PT05M48.00S,2024-11-05T02:00:29.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1631099,74.98357424441524,11.029411764705882,1610612758,41,39,2024-11-05T02:00:40Z,2560000,False,-195.0,183.0,1,right,MISS K. Murray 26' running pullup 3PT,[1631099],1610612758.0,SAC,running pullup,,,,,,Above the Break 3,24+ Left Center,26.71,Missed,Murray,K. Murray,,,,,,,,,,,,,,,,,,,
269,PT05M44.00S,2024-11-05T02:00:33.3Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612748,41,39,2024-11-05T02:00:40Z,2570000,False,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,Rozier,T. Rozier,268.0,,,,,,,1.0,1.0,0.0,,,,,,,,,
270,PT05M26.00S,2024-11-05T02:00:51.2Z,2,REGULAR,2pt,Jump Shot,[],1628389,21.895532194480946,45.588235294117645,1610612748,43,39,2024-11-05T02:00:56Z,2580000,False,22.0,153.0,1,left,B. Adebayo 15' pullup Jump Shot (6 PTS),[1628389],1610612748.0,MIA,pullup,,,,,,Mid-Range,8-16 Center,15.49,Made,Adebayo,B. Adebayo,,,,,,,6.0,,,,,,,,,,,,
271,PT05M08.00S,2024-11-05T02:01:08.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,83.52496714848883,46.568627450980394,1610612758,43,41,2024-11-05T02:01:14Z,2590000,False,-17.0,102.0,1,right,D. Fox 10' turnaround fadeaway Jump Shot (6 PTS),[1628368],1610612758.0,SAC,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,10.38,Made,Fox,D. Fox,,,,,,,6.0,,,,,,,,,,,,
272,PT04M54.00S,2024-11-05T02:01:23.3Z,2,REGULAR,3pt,Jump Shot,[],1628389,29.122864651773984,74.01960784313727,1610612748,43,41,2024-11-05T02:01:29Z,2600000,False,-120.0,221.0,1,left,MISS B. Adebayo 25' 3PT,[1628389],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,25.18,Missed,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
273,PT04M51.00S,2024-11-05T02:01:26.3Z,2,REGULAR,rebound,offensive,[],1641796,,,1610612748,43,41,2024-11-05T02:01:29Z,2610000,False,,,0,,P. Larsson REBOUND (Off:1 Def:1),[1641796],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,,,Larsson,P. Larsson,272.0,,,,,,,2.0,1.0,1.0,,,,,,,,,
274,PT04M48.00S,2024-11-05T02:01:29.5Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626196,32.013797634691194,54.90196078431373,1610612748,43,41,2024-11-05T02:01:34Z,2620000,False,-25.0,248.0,1,left,MISS J. Richardson 24' 3PT,[1626196],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Center,24.96,Missed,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,
275,PT04M45.00S,2024-11-05T02:01:32.5Z,2,REGULAR,rebound,defensive,[],1631099,,,1610612758,43,41,2024-11-05T02:01:34Z,2630000,False,,,0,,K. Murray REBOUND (Off:0 Def:3),[1631099],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Center,,,Murray,K. Murray,274.0,,,,,,,3.0,3.0,0.0,,,,,,,,,
276,PT04M39.00S,2024-11-05T02:01:38.7Z,2,REGULAR,turnover,bad pass,[],1627734,,,1610612758,43,41,2024-11-05T02:01:42Z,2640000,False,,,0,,D. Sabonis bad pass TURNOVER (3 TO),"[1627734, 1626196]",1610612758.0,SAC,,,,,,,In The Paint (Non-RA),0-8 Center,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,3.0,Richardson,1626196.0,
277,PT04M39.00S,2024-11-05T02:01:38.7Z,2,REGULAR,steal,,[],1626196,,,1610612748,43,41,2024-11-05T02:01:40Z,2650000,False,,,0,,J. Richardson STEAL (1 STL),[1626196],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,
278,PT04M37.00S,2024-11-05T02:01:44.7Z,2,REGULAR,foul,offensive,[],1626196,,,1610612748,43,41,2024-11-05T02:01:57Z,2660000,False,,,0,,J. Richardson charge offensive FOUL (2 PF),"[1626196, 1631099]",1610612748.0,MIA,charge,,,,,,In The Paint (Non-RA),0-8 Center,,,Richardson,J. Richardson,,1628482.0,2.0,0.0,Murray,1631099.0,,,,,,,,,,,,,
280,PT04M37.00S,2024-11-05T02:01:44.7Z,2,REGULAR,turnover,offensive foul,[],1626196,,,1610612748,43,41,2024-11-05T02:01:44Z,2680000,False,,,0,,J. Richardson offensive foul TURNOVER (1 TO),[1626196],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,Richardson,J. Richardson,,1628482.0,,,,,,,,,,,,,,1.0,,,
281,PT04M37.00S,2024-11-05T02:01:56.1Z,2,REGULAR,substitution,out,[],1626196,,,1610612758,43,41,2024-11-05T02:02:07Z,2690000,False,,,0,,SUB out: J. Richardson,[1626196],1610612748.0,MIA,,,,,,,,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,
282,PT04M37.00S,2024-11-05T02:01:56.1Z,2,REGULAR,substitution,in,[],1629312,,,1610612758,43,41,2024-11-05T02:02:07Z,2700000,False,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,,,,,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,
283,PT04M27.00S,2024-11-05T02:02:17.5Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1631099,92.46057818659659,45.83333333333333,1610612758,43,43,2024-11-05T02:02:25Z,2710000,False,-21.0,18.0,1,right,K. Murray driving DUNK (7 PTS) (K. Ellis 2 AST),"[1631099, 1631165]",1610612758.0,SAC,driving,,,,,,Restricted Area,0-8 Center,2.78,Made,Murray,K. Murray,,,,,,,7.0,,,,,,K. Ellis,1631165.0,2.0,,,,
285,PT04M01.00S,2024-11-05T02:02:41.9Z,2,REGULAR,3pt,Jump Shot,[],1629639,31.09395532194481,67.15686274509804,1610612748,43,43,2024-11-05T02:02:49Z,2730000,False,-86.0,240.0,1,left,MISS T. Herro 25' pullup 3PT,[1629639],1610612748.0,MIA,pullup,,,,,,Above the Break 3,24+ Left Center,25.47,Missed,Herro,T. Herro,,,,,,,,,,,,,,,,,,,
286,PT03M59.00S,2024-11-05T02:02:43.9Z,2,REGULAR,rebound,defensive,[],1627734,,,1610612758,43,43,2024-11-05T02:02:49Z,2740000,False,,,0,,D. Sabonis REBOUND (Off:1 Def:3),[1627734],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Left Center,,,Sabonis,D. Sabonis,285.0,,,,,,,4.0,3.0,1.0,,,,,,,,,
287,PT03M48.00S,2024-11-05T02:02:55.6Z,2,REGULAR,3pt,Jump Shot,[],1631165,91.80354796320631,96.07843137254902,1610612758,43,43,2024-11-05T02:03:03Z,2750000,False,230.0,25.0,1,right,MISS K. Ellis 3PT,[1631165],1610612758.0,SAC,,,,,,,Right Corner 3,24+ Right,23.17,Missed,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,
288,PT03M46.00S,2024-11-05T02:02:57.6Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612748,43,43,2024-11-05T02:03:03Z,2760000,False,,,0,,T. Rozier REBOUND (Off:0 Def:2),[1626179],1610612748.0,MIA,,,,,,,Right Corner 3,24+ Right,,,Rozier,T. Rozier,287.0,,,,,,,2.0,2.0,0.0,,,,,,,,,
289,PT03M42.00S,2024-11-05T02:03:05.5Z,2,REGULAR,foul,personal,[],1631165,,,1610612748,43,43,2024-11-05T02:03:14Z,2770000,False,,,0,,K. Ellis personal FOUL (3 PF),"[1631165, 1626179]",1610612758.0,SAC,,,,,,,Mid-Range,16-24 Left Center,,,Ellis,K. Ellis,,202053.0,3.0,0.0,Rozier,1626179.0,,,,,,,,,,,,,
291,PT03M42.00S,2024-11-05T02:03:12.0Z,2,REGULAR,substitution,out,[],1629312,,,1610612748,43,43,2024-11-05T02:03:22Z,2790000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,,,,,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,
292,PT03M42.00S,2024-11-05T02:03:12.0Z,2,REGULAR,substitution,out,[],1629162,,,1610612748,43,43,2024-11-05T02:03:22Z,2800000,False,,,0,,SUB out: J. McLaughlin,[1629162],1610612758.0,SAC,,,,,,,,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,
293,PT03M42.00S,2024-11-05T02:03:12.0Z,2,REGULAR,substitution,out,[],1631165,,,1610612748,43,43,2024-11-05T02:03:22Z,2810000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,,,,,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,
294,PT03M42.00S,2024-11-05T02:03:12.0Z,2,REGULAR,substitution,in,[],202710,,,1610612748,43,43,2024-11-05T02:03:22Z,2820000,False,,,0,,SUB in: J. Butler,[202710],1610612748.0,MIA,,,,,,,,,,,Butler,J. Butler,,,,,,,,,,,,,,,,,,,
295,PT03M42.00S,2024-11-05T02:03:12.0Z,2,REGULAR,substitution,in,[],1628370,,,1610612748,43,43,2024-11-05T02:03:22Z,2830000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,,,,,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,
296,PT03M42.00S,2024-11-05T02:03:12.0Z,2,REGULAR,substitution,in,[],201942,,,1610612748,43,43,2024-11-05T02:03:22Z,2840000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
297,PT03M31.00S,2024-11-05T02:03:46.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1641796,9.543363994743759,47.794117647058826,1610612748,45,43,2024-11-05T02:03:51Z,2850000,False,11.0,37.0,1,left,P. Larsson driving Layup (5 PTS) (J. Butler 5 AST),"[1641796, 202710]",1610612748.0,MIA,driving,,,,,,Restricted Area,0-8 Center,3.88,Made,Larsson,P. Larsson,,,,,,,5.0,,,,,,J. Butler,202710.0,5.0,,,,
299,PT03M31.00S,2024-11-05T02:03:50.6Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1628370,,,1610612748,45,43,2024-11-05T02:03:58Z,2870000,False,,,0,,M. Monk shooting personal FOUL (4 PF) (Larsson 1 FT),"[1628370, 1641796]",1610612758.0,SAC,shooting,,,,,,Restricted Area,0-8 Center,,,Monk,M. Monk,,1628482.0,4.0,0.0,Larsson,1641796.0,,,,,,,,,,,,,
301,PT03M31.00S,2024-11-05T02:04:02.6Z,2,REGULAR,substitution,out,[],1628370,,,1610612748,45,43,2024-11-05T02:04:15Z,2890000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,,,,,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,
302,PT03M31.00S,2024-11-05T02:04:02.6Z,2,REGULAR,substitution,in,[],1631165,,,1610612748,45,43,2024-11-05T02:04:15Z,2900000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,,,,,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,
303,PT03M31.00S,2024-11-05T02:04:18.4Z,2,REGULAR,freethrow,1 of 1,[],1641796,,,1610612748,46,43,2024-11-05T02:04:18Z,2910000,False,,,0,,P. Larsson Free Throw 1 of 1 (6 PTS),[1641796],1610612748.0,MIA,,,,,,,,,,Made,Larsson,P. Larsson,,,,,,,6.0,,,,,,,,,,,,
304,PT03M11.00S,2024-11-05T02:04:39.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628368,80.1084099868594,39.705882352941174,1610612758,46,43,2024-11-05T02:05:19Z,2920000,False,-51.0,134.0,1,right,MISS D. Fox 14' pullup Shot,[1628368],1610612758.0,SAC,pullup,,,,,,In The Paint (Non-RA),8-16 Center,14.4,Missed,Fox,D. Fox,,,,,,,,,,,,,,,,,,,
305,PT03M07.00S,2024-11-05T02:04:43.3Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612758,46,43,2024-11-05T02:07:46Z,2930000,False,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,304.0,,,,,,,,,,,,,,,,,,
307,PT03M06.00S,2024-11-05T02:04:54.7Z,2,REGULAR,substitution,out,[],1631165,,,1610612758,46,43,2024-11-05T02:06:41Z,2950000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,,,,,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,
308,PT03M06.00S,2024-11-05T02:04:54.7Z,2,REGULAR,substitution,in,[],1629162,,,1610612758,46,43,2024-11-05T02:06:41Z,2960000,False,,,0,,SUB in: J. McLaughlin,[1629162],1610612758.0,SAC,,,,,,,,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,
311,PT02M58.00S,2024-11-05T02:05:23.6Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],201942,72.7496714848883,36.76470588235294,1610612758,46,45,2024-11-05T02:06:41Z,2970000,False,-66.0,204.0,1,right,D. DeRozan 21' pullup Jump Shot (15 PTS),[201942],1610612758.0,SAC,pullup,,,,,,Mid-Range,16-24 Center,21.42,Made,DeRozan,D. DeRozan,,,,,,,15.0,,,,,,,,,,,,
312,PT02M44.00S,2024-11-05T02:05:38.1Z,2,REGULAR,3pt,Jump Shot,[],1641796,29.911300919842315,73.77450980392157,1610612748,49,45,2024-11-05T02:28:27Z,2980000,False,-119.0,229.0,1,left,P. Larsson 25' 3PT  (9 PTS) (B. Adebayo 3 AST),"[1641796, 1628389]",1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,25.78,Made,Larsson,P. Larsson,,,,,,,9.0,,,,,,B. Adebayo,1628389.0,3.0,,,,
314,PT02M32.00S,2024-11-05T02:05:51.1Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627734,90.09526938239159,52.69607843137255,1610612758,49,47,2024-11-05T02:06:33Z,3000000,False,13.0,41.0,1,right,D. Sabonis cutting DUNK (7 PTS) (D. DeRozan 3 AST),"[1627734, 201942]",1610612758.0,SAC,cutting,,,,,,Restricted Area,0-8 Center,4.28,Made,Sabonis,D. Sabonis,,,,,,,7.0,,,,,,D. DeRozan,201942.0,3.0,,,,
315,PT02M20.00S,2024-11-05T02:06:04.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629162,,,1610612748,49,47,2024-11-05T02:06:15Z,3010000,False,,,0,,J. McLaughlin shooting personal FOUL (1 PF) (Butler 2 FT),"[1629162, 202710]",1610612758.0,SAC,shooting,,,,,,Restricted Area,0-8 Center,,,McLaughlin,J. McLaughlin,,202053.0,1.0,0.0,Butler,202710.0,,,,,,,,,,,,,
317,PT02M20.00S,2024-11-05T02:06:18.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612748,49,47,2024-11-05T02:06:18Z,3030000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT02M20.00S,2024-11-05T02:09:20.4Z,2,REGULAR,freethrow,1 of 2,[],202710,,,1610612748,49,47,2024-11-05T02:09:20Z,3040000,False,,,0,,MISS J. Butler Free Throw 1 of 2,[202710],1610612748.0,MIA,,,,,,,,,,Missed,Butler,J. Butler,,,,,,,,,,,,,,,,,,,
321,PT02M20.00S,2024-11-05T02:09:20.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,49,47,2024-11-05T02:09:20Z,3050000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,320.0,,,,,,,,,,,,,,,,,,
322,PT02M20.00S,2024-11-05T02:09:29.4Z,2,REGULAR,freethrow,2 of 2,[],202710,,,1610612748,50,47,2024-11-05T02:09:29Z,3060000,False,,,0,,J. Butler Free Throw 2 of 2 (6 PTS),[202710],1610612748.0,MIA,,,,,,,,,,Made,Butler,J. Butler,,,,,,,6.0,,,,,,,,,,,,
323,PT01M57.00S,2024-11-05T02:09:53.9Z,2,REGULAR,3pt,Jump Shot,[],201942,74.45795006570303,85.7843137254902,1610612758,50,47,2024-11-05T02:09:58Z,3070000,False,179.0,188.0,1,right,MISS D. DeRozan 25' 3PT,[201942],1610612758.0,SAC,,,,,,,Above the Break 3,24+ Right Center,25.92,Missed,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,
324,PT01M54.00S,2024-11-05T02:09:56.9Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612748,50,47,2024-11-05T02:09:58Z,3080000,False,,,0,,T. Rozier REBOUND (Off:0 Def:3),[1626179],1610612748.0,MIA,,,,,,,Above the Break 3,24+ Right Center,,,Rozier,T. Rozier,323.0,,,,,,,3.0,3.0,0.0,,,,,,,,,
325,PT01M49.00S,2024-11-05T02:10:02.5Z,2,REGULAR,3pt,Jump Shot,[],1641796,18.478975032851512,95.34313725490196,1610612748,53,47,2024-11-05T02:28:49Z,3090000,False,-227.0,121.0,1,left,P. Larsson 25' 3PT  (12 PTS) (T. Rozier 3 AST),"[1641796, 1626179]",1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,25.71,Made,Larsson,P. Larsson,,,,,,,12.0,,,,,,T. Rozier,1626179.0,3.0,,,,
327,PT01M42.00S,2024-11-05T02:10:12.1Z,2,REGULAR,foul,offensive,['inpenalty'],201942,,,1610612758,53,47,2024-11-05T02:10:30Z,3110000,False,,,0,,D. DeRozan charge offensive FOUL (1 PF),"[201942, 1626179]",1610612758.0,SAC,charge,,,,,,Mid-Range,8-16 Right,,,DeRozan,D. DeRozan,,202053.0,1.0,0.0,Rozier,1626179.0,,,,,,,,,,,,,
329,PT01M42.00S,2024-11-05T02:10:12.1Z,2,REGULAR,turnover,offensive foul,[],201942,,,1610612758,53,47,2024-11-05T02:10:12Z,3130000,False,,,0,,D. DeRozan offensive foul TURNOVER (1 TO),[201942],1610612758.0,SAC,,,,,,,Mid-Range,8-16 Right,,,DeRozan,D. DeRozan,,202053.0,,,,,,,,,,,,,,1.0,,,
330,PT01M23.00S,2024-11-05T02:10:57.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629639,23.866622864651774,84.80392156862744,1610612748,56,47,2024-11-05T02:11:03Z,3140000,False,-174.0,172.0,1,left,T. Herro 24' 3PT  (16 PTS) (T. Rozier 4 AST),"[1629639, 1626179]",1610612748.0,MIA,,,,,,,Above the Break 3,24+ Left Center,24.45,Made,Herro,T. Herro,,,,,,,16.0,,,,,,T. Rozier,1626179.0,4.0,,,,
332,PT01M02.00S,2024-11-05T02:11:18.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627734,90.3580814717477,45.34313725490196,1610612758,56,47,2024-11-05T04:19:03Z,3160000,False,-23.0,38.0,1,right,MISS D. Sabonis driving Layup,[1627734],1610612758.0,SAC,driving,,,,,,In The Paint (Non-RA),0-8 Center,4.47,Missed,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,
333,PT01M01.00S,2024-11-05T02:11:19.5Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612748,56,47,2024-11-05T02:12:50Z,3170000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,332.0,,,,,,,,,,,,,,,,,,
334,PT01M01.00S,2024-11-05T02:11:23.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627734,,,1610612748,56,47,2024-11-05T02:29:43Z,3180000,False,,,0,,D. Sabonis loose ball personal FOUL (3 PF) (Adebayo 2 FT),"[1627734, 1628389]",1610612758.0,SAC,loose ball,,,,,,In The Paint (Non-RA),0-8 Center,,,Sabonis,D. Sabonis,,1628482.0,3.0,0.0,Adebayo,1628389.0,,,,,,,,,,,,,
336,PT01M01.00S,2024-11-05T02:11:57.6Z,2,REGULAR,freethrow,1 of 2,[],1628389,,,1610612748,56,47,2024-11-05T02:11:57Z,3200000,False,,,0,,MISS B. Adebayo Free Throw 1 of 2,[1628389],1610612748.0,MIA,,,,,,,,,,Missed,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,
337,PT01M01.00S,2024-11-05T02:11:57.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612748,56,47,2024-11-05T02:11:57Z,3210000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,336.0,,,,,,,,,,,,,,,,,,
338,PT01M01.00S,2024-11-05T02:11:58.5Z,2,REGULAR,substitution,out,[],1627734,,,1610612748,56,47,2024-11-05T02:12:03Z,3220000,False,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,,,,,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,
339,PT01M01.00S,2024-11-05T02:11:58.5Z,2,REGULAR,substitution,in,[],203458,,,1610612748,56,47,2024-11-05T02:12:03Z,3230000,False,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,,,,,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,
340,PT01M01.00S,2024-11-05T02:12:16.7Z,2,REGULAR,freethrow,2 of 2,[],1628389,,,1610612748,57,47,2024-11-05T02:12:16Z,3240000,False,,,0,,B. Adebayo Free Throw 2 of 2 (7 PTS),[1628389],1610612748.0,MIA,,,,,,,,,,Made,Adebayo,B. Adebayo,,,,,,,7.0,,,,,,,,,,,,
341,PT00M51.40S,2024-11-05T02:12:32.7Z,2,REGULAR,foul,personal,['2freethrow'],1626179,,,1610612758,57,47,2024-11-05T02:12:38Z,3250000,False,,,0,,T. Rozier shooting personal FOUL (1 PF) (Fox 2 FT),"[1626179, 1628368]",1610612748.0,MIA,shooting,,,,,,In The Paint (Non-RA),8-16 Center,,,Rozier,T. Rozier,,1628482.0,1.0,0.0,Fox,1628368.0,,,,,,,,,,,,,
343,PT00M51.40S,2024-11-05T02:12:55.3Z,2,REGULAR,freethrow,1 of 2,[],1628368,,,1610612758,57,48,2024-11-05T02:13:17Z,3270000,False,,,0,,D. Fox Free Throw 1 of 2 (7 PTS),[1628368],1610612758.0,SAC,,,,,,,,,,Made,Fox,D. Fox,,,,,,,7.0,,,,,,,,,,,,
344,PT00M51.40S,2024-11-05T02:12:55.3Z,2,REGULAR,freethrow,2 of 2,[],1628368,,,1610612758,57,48,2024-11-05T02:13:17Z,3280000,False,,,0,,MISS D. Fox Free Throw 2 of 2,[1628368],1610612758.0,SAC,,,,,,,,,,Missed,Fox,D. Fox,,,,,,,,,,,,,,,,,,,
345,PT00M49.20S,2024-11-05T02:12:57.5Z,2,REGULAR,rebound,defensive,[],1628389,,,1610612748,57,48,2024-11-05T02:13:17Z,3290000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:3),[1628389],1610612748.0,MIA,,,,,,,,,,,Adebayo,B. Adebayo,344.0,,,,,,,4.0,3.0,1.0,,,,,,,,,
346,PT00M36.10S,2024-11-05T02:13:27.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,14.011169513797633,43.872549019607845,1610612748,59,48,2024-11-05T02:13:37Z,3300000,False,31.0,79.0,1,left,B. Adebayo 8' floating Jump Shot (9 PTS) (T. Herro 1 AST),"[1628389, 1629639]",1610612748.0,MIA,floating,,,,,,In The Paint (Non-RA),8-16 Center,8.49,Made,Adebayo,B. Adebayo,,,,,,,9.0,,,,,,T. Herro,1629639.0,1.0,,,,
348,PT00M23.20S,2024-11-05T02:13:42.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631099,84.83902759526939,60.049019607843135,1610612758,59,48,2024-11-05T02:13:49Z,3320000,False,50.0,90.0,1,right,MISS K. Murray 10' turnaround fadeaway Shot,[1631099],1610612758.0,SAC,turnaround fadeaway,,,,,,In The Paint (Non-RA),8-16 Center,10.31,Missed,Murray,K. Murray,,,,,,,,,,,,,,,,,,,
349,PT00M19.70S,2024-11-05T02:13:45.8Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,59,48,2024-11-05T02:13:45Z,3330000,False,,,0,,T. Herro REBOUND (Off:0 Def:2),[1629639],1610612748.0,MIA,,,,,,,In The Paint (Non-RA),8-16 Center,,,Herro,T. Herro,348.0,,,,,,,2.0,2.0,0.0,,,,,,,,,
350,PT00M00.00S,2024-11-05T02:14:06.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628389,15.456636005256241,57.59803921568627,1610612748,61,48,2024-11-05T02:14:13Z,3340000,False,-38.0,93.0,1,left,B. Adebayo 10' step back Jump Shot (11 PTS) (P. Larsson 2 AST),"[1628389, 1641796]",1610612748.0,MIA,step back,,,,,,In The Paint (Non-RA),8-16 Center,10.03,Made,Adebayo,B. Adebayo,,,,,,,11.0,,,,,,P. Larsson,1641796.0,2.0,,,,
353,PT00M00.00S,2024-11-05T02:14:49.5Z,2,REGULAR,period,end,[],0,,,1610612758,61,48,2024-11-05T02:14:49Z,3370000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
354,PT12M00.00S,2024-11-05T02:28:40.1Z,3,REGULAR,substitution,out,['startperiod'],1641796,,,1610612758,61,48,2024-11-05T02:30:10Z,3380000,False,,,0,,SUB out: P. Larsson,[1641796],1610612748.0,MIA,,,,,,,,,,,Larsson,P. Larsson,,,,,,,,,,,,,,,,,,,
355,PT12M00.00S,2024-11-05T02:28:40.1Z,3,REGULAR,substitution,out,['startperiod'],1629162,,,1610612758,61,48,2024-11-05T02:30:10Z,3390000,False,,,0,,SUB out: J. McLaughlin,[1629162],1610612758.0,SAC,,,,,,,,,,,McLaughlin,J. McLaughlin,,,,,,,,,,,,,,,,,,,
356,PT12M00.00S,2024-11-05T02:28:40.1Z,3,REGULAR,substitution,out,['startperiod'],203458,,,1610612758,61,48,2024-11-05T02:30:10Z,3400000,False,,,0,,SUB out: A. Len,[203458],1610612758.0,SAC,,,,,,,,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,
357,PT12M00.00S,2024-11-05T02:28:40.1Z,3,REGULAR,substitution,in,['startperiod'],1631107,,,1610612758,61,48,2024-11-05T02:30:10Z,3410000,False,,,0,,SUB in: N. Jović,[1631107],1610612748.0,MIA,,,,,,,,,,,Jović,N. Jović,,,,,,,,,,,,,,,,,,,
358,PT12M00.00S,2024-11-05T02:28:40.1Z,3,REGULAR,substitution,in,['startperiod'],1631165,,,1610612758,61,48,2024-11-05T02:30:10Z,3420000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,,,,,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,
