actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
253,PT02M54.00S,2025-03-23T23:00:50.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1642276,93.77463863337714,49.26470588235294,1610612748,50,47,2025-03-23T23:00:56Z,2460000,False,-4.0,6.0,1,right,K. Ware alley-oop DUNK (4 PTS) (A. Wiggins 3 AST),"[1642276, 203952]",1610612748.0,MIA,alley-oop,,,Ware,K. Ware,,,,,,Restricted Area,0-8 Center,0.7,Made,4.0,A. Wiggins,203952.0,3.0,,,,,,,,,,,,,
255,PT02M36.00S,2025-03-23T23:01:08.1Z,2,REGULAR,3pt,Jump Shot,[],1628970,32.933639947437584,48.03921568627451,1610612766,50,47,2025-03-23T23:13:34Z,2480000,False,10.0,257.0,1,left,MISS M. Bridges 25' pullup 3PT,[1628970],1610612766.0,CHA,pullup,,,Bridges,M. Bridges,,,,,,Above the Break 3,24+ Center,25.73,Missed,,,,,,,,,,,,,,,,,
256,PT02M35.00S,2025-03-23T23:01:09.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,50,47,2025-03-23T23:01:40Z,2490000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,,255.0,,,,,,,,,,,
257,PT02M35.00S,2025-03-23T23:01:15.2Z,2,REGULAR,foul,personal,[],1642276,,,1610612766,50,47,2025-03-23T23:01:43Z,2500000,False,,,0,,K. Ware loose ball personal FOUL (1 PF),"[1642276, 1631109]",1610612748.0,MIA,loose ball,,,Ware,K. Ware,,,,,1628951.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1.0,0.0,Williams,1631109.0,,
259,PT02M35.00S,2025-03-23T23:01:26.6Z,2,REGULAR,substitution,out,[],1628970,,,1610612766,50,47,2025-03-23T23:01:32Z,2520000,False,,,0,,SUB out: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT02M35.00S,2025-03-23T23:01:26.6Z,2,REGULAR,substitution,out,[],1631109,,,1610612766,50,47,2025-03-23T23:01:32Z,2530000,False,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
261,PT02M35.00S,2025-03-23T23:01:26.6Z,2,REGULAR,substitution,in,[],203994,,,1610612766,50,47,2025-03-23T23:01:32Z,2540000,False,,,0,,SUB in: J. Nurkić,[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT02M35.00S,2025-03-23T23:01:26.6Z,2,REGULAR,substitution,in,[],1642275,,,1610612766,50,47,2025-03-23T23:01:32Z,2550000,False,,,0,,SUB in: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT02M27.00S,2025-03-23T23:02:00.1Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1630163,18.610381077529567,69.85294117647058,1610612766,50,47,2025-03-23T23:02:06Z,2570000,False,-99.0,122.0,1,left,MISS L. Ball 15' step back Shot,[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,,Mid-Range,8-16 Left,15.76,Missed,,,,,,,,,,,,,,,,,
265,PT02M25.00S,2025-03-23T23:02:02.1Z,2,REGULAR,rebound,defensive,[],1642276,,,1610612748,50,47,2025-03-23T23:02:06Z,2580000,False,,,0,,K. Ware REBOUND (Off:0 Def:5),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,Mid-Range,8-16 Left,,,,,,,,264.0,5.0,5.0,0.0,,,,,,,,
266,PT02M09.00S,2025-03-23T23:02:18.6Z,2,REGULAR,3pt,Jump Shot,[],203952,92.85479632063075,4.166666666666666,1610612748,53,47,2025-03-23T23:02:23Z,2590000,False,-229.0,15.0,1,right,A. Wiggins 3PT  (15 PTS) (T. Herro 1 AST),"[203952, 1629639]",1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,Left Corner 3,24+ Left,22.97,Made,15.0,T. Herro,1629639.0,1.0,,,,,,,,,,,,,
268,PT01M53.00S,2025-03-23T23:02:36.5Z,2,REGULAR,turnover,out-of-bounds,[],203994,,,1610612766,53,47,2025-03-23T23:02:50Z,2610000,False,,,0,,J. Nurkić bad pass out-of-bounds TURNOVER (2 TO),[203994],1610612766.0,CHA,bad pass,,,Nurkić,J. Nurkić,,,,,1630886.0,In The Paint (Non-RA),8-16 Right,,,,,,,2.0,,,,,,,,,,,,
269,PT01M53.00S,2025-03-23T23:02:40.7Z,2,REGULAR,substitution,out,[],1642354,,,1610612748,53,47,2025-03-23T23:02:52Z,2620000,False,,,0,,SUB out: K. Simpson,[1642354],1610612766.0,CHA,,,,Simpson,K. Simpson,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT01M53.00S,2025-03-23T23:02:40.7Z,2,REGULAR,substitution,in,[],203552,,,1610612748,53,47,2025-03-23T23:02:52Z,2630000,False,,,0,,SUB in: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT01M37.00S,2025-03-23T23:03:41.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203952,92.32917214191852,48.03921568627451,1610612748,55,47,2025-03-23T23:03:49Z,2650000,False,-10.0,20.0,1,right,A. Wiggins driving Layup (17 PTS) (H. Highsmith 2 AST),"[203952, 1629312]",1610612748.0,MIA,driving,,,Wiggins,A. Wiggins,,,,,,Restricted Area,0-8 Center,2.19,Made,17.0,H. Highsmith,1629312.0,2.0,,,,,,,,,,,,,
274,PT01M18.00S,2025-03-23T23:04:00.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641733,14.668199737187912,50.0,1610612766,55,47,2025-03-23T23:16:00Z,2670000,False,0.0,85.0,1,left,MISS N. Smith Jr. 8' floating Shot,[1641733],1610612766.0,CHA,floating,,,Smith Jr.,N. Smith Jr.,,,,,,In The Paint (Non-RA),8-16 Center,8.54,Missed,,,,,,,,,,,,,,,,,
275,PT01M14.00S,2025-03-23T23:04:04.3Z,2,REGULAR,rebound,defensive,[],1629312,,,1610612748,55,47,2025-03-23T23:04:05Z,2680000,False,,,0,,H. Highsmith REBOUND (Off:2 Def:2),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,274.0,4.0,2.0,2.0,,,,,,,,
276,PT01M09.00S,2025-03-23T23:04:11.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630163,,,1610612748,55,47,2025-03-23T23:04:19Z,2690000,False,,,0,,L. Ball personal FOUL (3 PF) (Wiggins 2 FT),"[1630163, 203952]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,1628951.0,Mid-Range,16-24 Left,,,,,,,,,,,,,,3.0,0.0,Wiggins,203952.0,,
278,PT01M09.00S,2025-03-23T23:04:47.4Z,2,REGULAR,freethrow,1 of 2,[],203952,,,1610612748,55,47,2025-03-23T23:05:10Z,2710000,False,,,0,,MISS A. Wiggins Free Throw 1 of 2,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
279,PT01M09.00S,2025-03-23T23:04:47.4Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612748,55,47,2025-03-23T23:05:10Z,2720000,False,,,0,,TEAM offensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,278.0,,,,,,,,,,,
280,PT01M09.00S,2025-03-23T23:04:47.4Z,2,REGULAR,freethrow,2 of 2,[],203952,,,1610612748,55,47,2025-03-23T23:05:10Z,2730000,False,,,0,,MISS A. Wiggins Free Throw 2 of 2,[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
281,PT01M07.00S,2025-03-23T23:04:49.4Z,2,REGULAR,rebound,defensive,[],203994,,,1610612766,55,47,2025-03-23T23:05:10Z,2740000,False,,,0,,J. Nurkić REBOUND (Off:0 Def:1),[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,280.0,1.0,1.0,0.0,,,,,,,,
282,PT00M45.10S,2025-03-23T23:05:31.6Z,2,REGULAR,2pt,Jump Shot,[],203552,16.245072273324574,73.52941176470588,1610612766,55,47,2025-03-23T23:17:01Z,2750000,False,-118.0,100.0,1,left,MISS S. Curry 15' step back Shot,[203552],1610612766.0,CHA,step back,,,Curry,S. Curry,,,,,,Mid-Range,8-16 Left,15.45,Missed,,,,,,,,,,,,,,,,,
283,PT00M42.40S,2025-03-23T23:05:34.3Z,2,REGULAR,rebound,defensive,[],1642276,,,1610612748,55,47,2025-03-23T23:05:35Z,2760000,False,,,0,,K. Ware REBOUND (Off:0 Def:6),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,Mid-Range,8-16 Left,,,,,,,,282.0,6.0,6.0,0.0,,,,,,,,
284,PT00M37.70S,2025-03-23T23:05:40.2Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629639,90.3580814717477,45.588235294117645,1610612748,57,47,2025-03-23T23:06:16Z,2770000,False,-22.0,38.0,1,right,T. Herro driving floating Jump Shot (14 PTS),[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,,Restricted Area,0-8 Center,4.4,Made,14.0,,,,,,,,,,,,,,,,
285,PT00M15.80S,2025-03-23T23:06:05.2Z,2,REGULAR,3pt,Jump Shot,[],1642275,12.697109067017081,95.34313725490196,1610612766,57,47,2025-03-23T23:06:12Z,2780000,False,-227.0,67.0,1,left,MISS T. Salaün 3PT - blocked,"[1642275, 203952]",1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,Left Corner 3,24+ Left,23.64,Missed,,,,,,,,,,Wiggins,203952.0,,,,,,
286,PT00M15.80S,2025-03-23T23:06:05.2Z,2,REGULAR,block,,[],203952,,,1610612766,57,47,2025-03-23T23:06:08Z,2790000,False,,,0,,A. Wiggins BLOCK (1 BLK),[203952],1610612748.0,MIA,,,,Wiggins,A. Wiggins,,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,,,,,,,
287,PT00M14.70S,2025-03-23T23:06:06.3Z,2,REGULAR,rebound,defensive,[],1629312,,,1610612748,57,47,2025-03-23T23:22:00Z,2800000,False,,,0,,H. Highsmith REBOUND (Off:2 Def:3),[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,Left Corner 3,24+ Left,,,,,,,,285.0,5.0,3.0,2.0,,,,,,,,
288,PT00M02.60S,2025-03-23T23:06:18.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,90.22667542706965,55.63725490196079,1610612748,57,47,2025-03-23T23:20:48Z,2810000,False,28.0,39.0,1,right,MISS T. Herro driving floating Shot,[1629639],1610612748.0,MIA,driving floating,,,Herro,T. Herro,,,,,,In The Paint (Non-RA),0-8 Center,4.85,Missed,,,,,,,,,,,,,,,,,
289,PT00M01.70S,2025-03-23T23:06:19.4Z,2,REGULAR,rebound,defensive,[],1630163,,,1610612766,57,47,2025-03-23T23:07:48Z,2820000,False,,,0,,L. Ball REBOUND (Off:0 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,288.0,2.0,2.0,0.0,,,,,,,,
290,PT00M00.60S,2025-03-23T23:06:25.6Z,2,REGULAR,3pt,Jump Shot,[],1630163,70.25295663600527,53.67647058823529,1610612766,57,47,2025-03-23T23:06:53Z,2830000,False,-18.0,608.0,1,left,MISS L. Ball 60' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Mid-Range,16-24 Center,60.82,Missed,,,,,,,,,,,,,,,,,
291,PT00M00.60S,2025-03-23T23:06:25.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,57,47,2025-03-23T23:06:53Z,2840000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,Mid-Range,16-24 Center,,,,,,,,290.0,,,,,,,,,,,
292,PT00M00.00S,2025-03-23T23:06:34.8Z,2,REGULAR,period,end,[],0,,,1610612766,57,47,2025-03-23T23:06:34Z,2850000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT12M00.00S,2025-03-23T23:21:06.6Z,3,REGULAR,substitution,out,['startperiod'],1629312,,,1610612766,57,47,2025-03-23T23:21:43Z,2870000,False,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT12M00.00S,2025-03-23T23:21:06.6Z,3,REGULAR,substitution,out,['startperiod'],1630558,,,1610612766,57,47,2025-03-23T23:21:43Z,2880000,False,,,0,,SUB out: D. Mitchell,[1630558],1610612748.0,MIA,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT12M00.00S,2025-03-23T23:21:06.6Z,3,REGULAR,substitution,out,['startperiod'],203994,,,1610612766,57,47,2025-03-23T23:21:43Z,2890000,False,,,0,,SUB out: J. Nurkić,[203994],1610612766.0,CHA,,,,Nurkić,J. Nurkić,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT12M00.00S,2025-03-23T23:21:06.6Z,3,REGULAR,substitution,out,['startperiod'],1642275,,,1610612766,57,47,2025-03-23T23:21:43Z,2900000,False,,,0,,SUB out: T. Salaün,[1642275],1610612766.0,CHA,,,,Salaün,T. Salaün,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT12M00.00S,2025-03-23T23:21:06.6Z,3,REGULAR,substitution,out,['startperiod'],203552,,,1610612766,57,47,2025-03-23T23:21:43Z,2910000,False,,,0,,SUB out: S. Curry,[203552],1610612766.0,CHA,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT12M00.00S,2025-03-23T23:21:06.6Z,3,REGULAR,substitution,in,['startperiod'],1628389,,,1610612766,57,47,2025-03-23T23:21:43Z,2920000,False,,,0,,SUB in: B. Adebayo,[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT12M00.00S,2025-03-23T23:21:06.6Z,3,REGULAR,substitution,in,['startperiod'],1629130,,,1610612766,57,47,2025-03-23T23:21:43Z,2930000,False,,,0,,SUB in: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT12M00.00S,2025-03-23T23:21:06.6Z,3,REGULAR,substitution,in,['startperiod'],1628970,,,1610612766,57,47,2025-03-23T23:21:43Z,2940000,False,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT12M00.00S,2025-03-23T23:21:06.6Z,3,REGULAR,substitution,in,['startperiod'],1629610,,,1610612766,57,47,2025-03-23T23:21:43Z,2950000,False,,,0,,SUB in: D. Jeffries,[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT12M00.00S,2025-03-23T23:21:06.6Z,3,REGULAR,substitution,in,['startperiod'],1631109,,,1610612766,57,47,2025-03-23T23:21:43Z,2960000,False,,,0,,SUB in: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT12M00.00S,2025-03-23T23:21:56.3Z,3,REGULAR,period,start,[],0,,,1610612748,57,47,2025-03-23T23:21:56Z,2970000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
306,PT11M42.00S,2025-03-23T23:22:18.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628389,5.995400788436268,57.107843137254896,1610612748,57,47,2025-03-23T23:34:09Z,2980000,False,-36.0,4.0,1,left,MISS B. Adebayo cutting Layup,[1628389],1610612748.0,MIA,cutting,,,Adebayo,B. Adebayo,,,,,,Restricted Area,0-8 Center,3.57,Missed,,,,,,,,,,,,,,,,,
307,PT11M40.00S,2025-03-23T23:22:20.6Z,3,REGULAR,rebound,offensive,[],1628389,,,1610612748,57,47,2025-03-23T23:34:09Z,2990000,False,,,0,,B. Adebayo REBOUND (Off:3 Def:0),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,,Restricted Area,0-8 Center,,,,,,,,306.0,3.0,0.0,3.0,,,,,,,,
308,PT11M38.00S,2025-03-23T23:22:21.6Z,3,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628389,5.590000152587891,50.0,1610612748,57,47,2025-03-23T23:34:25Z,3000000,False,0.0,0.0,1,left,MISS B. Adebayo putback Layup - blocked,"[1628389, 1631109]",1610612748.0,MIA,putback,,,Adebayo,B. Adebayo,,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,Williams,1631109.0,,,,,,
336,PT11M38.00S,2025-03-23T23:22:21.6Z,3,REGULAR,block,,[],1631109,,,1610612748,57,47,2025-03-23T23:26:19Z,3005000,False,,,0,,M. Williams BLOCK (3 BLK),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
309,PT11M37.00S,2025-03-23T23:22:22.6Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,57,47,2025-03-23T23:34:25Z,3010000,False,,,0,,M. Bridges REBOUND (Off:1 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Restricted Area,0-8 Center,,,,,,,,308.0,4.0,3.0,1.0,,,,,,,,
310,PT11M17.00S,2025-03-23T23:22:38.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,94.82588699080158,52.94117647058824,1610612766,57,47,2025-03-23T23:27:27Z,3020000,False,15.0,-4.0,1,right,MISS L. Ball driving Layup,[1630163],1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,,Restricted Area,0-8 Center,1.52,Missed,,,,,,,,,,,,,,,,,
312,PT11M17.00S,2025-03-23T23:22:38.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612748,57,47,2025-03-23T23:22:49Z,3040000,False,,,0,,TEAM defensive REBOUND,[],1610612748.0,MIA,,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,310.0,,,,,,,,,,,
314,PT11M09.00S,2025-03-23T23:22:56.6Z,3,REGULAR,foul,personal,[],1641733,,,1610612748,57,47,2025-03-23T23:23:11Z,3060000,False,,,0,,N. Smith Jr. personal FOUL (1 PF),"[1641733, 1629130]",1610612766.0,CHA,,,,Smith Jr.,N. Smith Jr.,,,,,1630886.0,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,1.0,0.0,Robinson,1629130.0,,
316,PT10M57.00S,2025-03-23T23:23:38.6Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,7.440867279894875,54.90196078431373,1610612748,57,47,2025-03-23T23:29:04Z,3080000,False,-25.0,17.0,1,left,MISS T. Herro driving floating bank Shot,[1629639],1610612748.0,MIA,driving floating bank,,,Herro,T. Herro,,,,,,Restricted Area,0-8 Center,3.01,Missed,,,,,,,,,,,,,,,,,
317,PT10M54.00S,2025-03-23T23:23:41.1Z,3,REGULAR,rebound,offensive,[],1629639,,,1610612748,57,47,2025-03-23T23:23:41Z,3090000,False,,,0,,T. Herro REBOUND (Off:1 Def:3),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Restricted Area,0-8 Center,,,,,,,,316.0,4.0,3.0,1.0,,,,,,,,
318,PT10M52.00S,2025-03-23T23:23:42.9Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1629639,6.258212877792378,71.81372549019608,1610612748,57,47,2025-03-23T23:29:30Z,3100000,False,-109.0,6.0,1,left,MISS T. Herro 10' floating Shot,[1629639],1610612748.0,MIA,floating,,,Herro,T. Herro,,,,,,Mid-Range,8-16 Left,10.93,Missed,,,,,,,,,,,,,,,,,
319,PT10M52.00S,2025-03-23T23:23:42.9Z,3,REGULAR,rebound,defensive,[],1629610,,,1610612766,57,47,2025-03-23T23:23:46Z,3110000,False,,,0,,D. Jeffries REBOUND (Off:0 Def:2),[1629610],1610612766.0,CHA,,,,Jeffries,D. Jeffries,,,,,,Mid-Range,8-16 Left,,,,,,,,318.0,2.0,2.0,0.0,,,,,,,,
320,PT10M35.00S,2025-03-23T23:24:00.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641733,82.7365308804205,59.31372549019608,1610612766,57,49,2025-03-23T23:24:10Z,3120000,False,47.0,110.0,1,right,N. Smith Jr. 11' driving floating Jump Shot (11 PTS) (M. Williams 1 AST),"[1641733, 1631109]",1610612766.0,CHA,driving floating,,,Smith Jr.,N. Smith Jr.,,,,,,In The Paint (Non-RA),8-16 Center,11.93,Made,11.0,M. Williams,1631109.0,1.0,,,,,,,,,,,,,
322,PT10M20.00S,2025-03-23T23:24:18.0Z,3,REGULAR,2pt,Jump Shot,[],1629639,11.251642575558476,67.64705882352942,1610612748,59,49,2025-03-23T23:24:32Z,3140000,False,-88.0,53.0,1,left,T. Herro 10' driving floating bank Jump Shot (16 PTS),[1629639],1610612748.0,MIA,driving floating bank,,,Herro,T. Herro,,,,,,Mid-Range,8-16 Left,10.31,Made,16.0,,,,,,,,,,,,,,,,
323,PT10M20.00S,2025-03-23T23:24:20.9Z,3,REGULAR,foul,personal,['1freethrow'],1641733,,,1610612748,59,49,2025-03-23T23:24:33Z,3150000,False,,,0,,N. Smith Jr. shooting personal FOUL (2 PF) (Herro 1 FT),"[1641733, 1629639]",1610612766.0,CHA,shooting,,,Smith Jr.,N. Smith Jr.,,,,,1630886.0,Mid-Range,8-16 Left,,,,,,,,,,,,,,2.0,0.0,Herro,1629639.0,,
325,PT10M20.00S,2025-03-23T23:24:48.0Z,3,REGULAR,freethrow,1 of 1,[],1629639,,,1610612748,60,49,2025-03-23T23:24:48Z,3170000,False,,,0,,T. Herro Free Throw 1 of 1 (17 PTS),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,
326,PT10M09.00S,2025-03-23T23:25:04.7Z,3,REGULAR,3pt,Jump Shot,[],1630163,70.90998685939553,10.294117647058822,1610612766,60,49,2025-03-23T23:25:09Z,3180000,False,-199.0,221.0,1,right,MISS L. Ball 29' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Above the Break 3,24+ Left Center,29.7,Missed,,,,,,,,,,,,,,,,,
327,PT10M06.00S,2025-03-23T23:25:07.8Z,3,REGULAR,rebound,offensive,[],1628970,,,1610612766,60,49,2025-03-23T23:25:07Z,3190000,False,,,0,,M. Bridges REBOUND (Off:2 Def:3),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Above the Break 3,24+ Left Center,,,,,,,,326.0,5.0,3.0,2.0,,,,,,,,
328,PT10M04.00S,2025-03-23T23:25:09.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630163,81.02825229960578,4.6568627450980395,1610612766,60,52,2025-03-23T23:25:15Z,3200000,False,-227.0,126.0,1,right,L. Ball 25' 3PT  (13 PTS) (M. Bridges 1 AST),"[1630163, 1628970]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Above the Break 3,24+ Left Center,25.93,Made,13.0,M. Bridges,1628970.0,1.0,,,,,,,,,,,,,
330,PT09M45.00S,2025-03-23T23:25:28.4Z,3,REGULAR,3pt,Jump Shot,[],1642276,9.017739816031538,95.09803921568627,1610612748,60,52,2025-03-23T23:25:33Z,3220000,False,-225.0,32.0,1,left,MISS K. Ware 3PT,[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,Left Corner 3,24+ Left,22.78,Missed,,,,,,,,,,,,,,,,,
331,PT09M42.00S,2025-03-23T23:25:31.4Z,3,REGULAR,rebound,defensive,[],1628970,,,1610612766,60,52,2025-03-23T23:25:33Z,3230000,False,,,0,,M. Bridges REBOUND (Off:2 Def:4),[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,Left Corner 3,24+ Left,,,,,,,,330.0,6.0,4.0,2.0,,,,,,,,
332,PT09M39.00S,2025-03-23T23:25:35.2Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1630163,73.01248357424441,7.352941176470589,1610612766,60,52,2025-03-23T23:25:44Z,3240000,False,-213.0,201.0,1,right,MISS L. Ball 29' running pullup 3PT,[1630163],1610612766.0,CHA,running pullup,,,Ball,L. Ball,,,,,,Above the Break 3,24+ Left Center,29.31,Missed,,,,,,,,,,,,,,,,,
333,PT09M35.00S,2025-03-23T23:25:39.2Z,3,REGULAR,rebound,defensive,[],1642276,,,1610612748,60,52,2025-03-23T23:25:44Z,3250000,False,,,0,,K. Ware REBOUND (Off:0 Def:7),[1642276],1610612748.0,MIA,,,,Ware,K. Ware,,,,,,Above the Break 3,24+ Left Center,,,,,,,,332.0,7.0,7.0,0.0,,,,,,,,
334,PT09M27.00S,2025-03-23T23:25:47.3Z,3,REGULAR,2pt,Jump Shot,[],203952,22.552562417871222,29.901960784313726,1610612748,62,52,2025-03-23T23:33:00Z,3260000,False,100.0,159.0,1,left,A. Wiggins 18' step back Jump Shot (19 PTS),[203952],1610612748.0,MIA,step back,,,Wiggins,A. Wiggins,,,,,,Mid-Range,16-24 Right Center,18.85,Made,19.0,,,,,,,,,,,,,,,,
337,PT09M07.00S,2025-03-23T23:26:27.3Z,3,REGULAR,turnover,bad pass,[],1630163,,,1610612766,62,52,2025-03-23T23:26:32Z,3280000,False,,,0,,L. Ball bad pass TURNOVER (3 TO),"[1630163, 1629639]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Above the Break 3,24+ Center,,,,,,,3.0,,,,,,,,,,,Herro,1629639.0
338,PT09M07.00S,2025-03-23T23:26:27.3Z,3,REGULAR,steal,,[],1629639,,,1610612748,62,52,2025-03-23T23:26:28Z,3290000,False,,,0,,T. Herro STEAL (2 STL),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,
339,PT09M04.00S,2025-03-23T23:26:30.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629639,5.995400788436268,50.0,1610612748,64,52,2025-03-23T23:26:38Z,3300000,False,0.0,4.0,1,left,T. Herro running DUNK (19 PTS),[1629639],1610612748.0,MIA,running,,,Herro,T. Herro,,,,,,Restricted Area,0-8 Center,0.39,Made,19.0,,,,,,,,,,,,,,,,
