actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,playerName,playerNameI,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,jumpBallRecoverdPersonId
83,PT05M06.00S,2023-10-28T00:25:37.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630170,8.09789750328515,50.73529411764706,1610612759,11,12,2023-10-28T00:25:43Z,810000,False,-4.0,24.0,1,left,D. Vassell cutting DUNK (2 PTS) (Z. Collins 1 AST),"[1630170, 1628380]",1610612759.0,SAS,cutting,,,,,,Restricted Area,0-8 Center,2.39,Made,2.0,Vassell,D. Vassell,Z. Collins,1628380.0,1.0,,,,,,,,,,,,,,,
85,PT04M48.00S,2023-10-28T00:25:56.2Z,1,REGULAR,3pt,Jump Shot,[],1630224,75.1149802890933,84.80392156862744,1610612745,11,15,2023-10-28T00:26:01Z,830000,False,174.0,181.0,1,right,J. Green 25' 3PT step back (7 PTS),[1630224],1610612745.0,HOU,step back,,,,,,Above the Break 3,24+ Right Center,25.14,Made,7.0,Green,J. Green,,,,,,,,,,,,,,,,,,
86,PT04M37.00S,2023-10-28T00:26:07.4Z,1,REGULAR,3pt,Jump Shot,[],1628380,32.53942181340342,31.372549019607842,1610612759,11,15,2023-10-28T00:26:11Z,840000,False,93.0,253.0,1,left,MISS Z. Collins 27' 3PT,[1628380],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Right Center,27.0,Missed,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,
87,PT04M34.00S,2023-10-28T00:26:10.4Z,1,REGULAR,rebound,defensive,[],1627832,,,1610612745,11,15,2023-10-28T00:26:11Z,850000,False,,,0,,F. VanVleet REBOUND (Off:0 Def:1),[1627832],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,,VanVleet,F. VanVleet,,,,86.0,1.0,1.0,0.0,,,,,,,,,,,
88,PT04M26.00S,2023-10-28T00:26:17.9Z,1,REGULAR,3pt,Jump Shot,[],1631095,70.12155059132719,20.34313725490196,1610612745,11,15,2023-10-28T00:26:23Z,860000,False,-148.0,228.0,1,right,MISS J. Smith Jr. 27' 3PT,[1631095],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Left Center,27.23,Missed,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
89,PT04M25.00S,2023-10-28T00:26:18.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612759,11,15,2023-10-28T00:26:23Z,870000,False,,,0,,TEAM defensive REBOUND,[],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,88.0,,,,,,,,,,,,,,
91,PT04M25.00S,2023-10-28T00:26:24.5Z,1,REGULAR,substitution,out,[],1629640,,,1610612759,11,15,2023-10-28T00:26:38Z,890000,False,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,,,,,,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,
92,PT04M25.00S,2023-10-28T00:26:24.5Z,1,REGULAR,substitution,out,[],1630170,,,1610612759,11,15,2023-10-28T00:26:38Z,900000,False,,,0,,SUB out: D. Vassell,[1630170],1610612759.0,SAS,,,,,,,,,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,
93,PT04M25.00S,2023-10-28T00:26:24.5Z,1,REGULAR,substitution,in,[],1631103,,,1610612759,11,15,2023-10-28T00:26:38Z,910000,False,,,0,,SUB in: M. Branham,[1631103],1610612759.0,SAS,,,,,,,,,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,
94,PT04M25.00S,2023-10-28T00:26:24.5Z,1,REGULAR,substitution,in,[],1630200,,,1610612759,11,15,2023-10-28T00:26:38Z,920000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,,,,,,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,
95,PT04M08.00S,2023-10-28T00:26:58.2Z,1,REGULAR,violation,kicked ball,[],1628415,,,1610612759,11,15,2023-10-28T00:27:05Z,930000,False,,,0,,D. Brooks kicked ball VIOLATION,[1628415],1610612745.0,HOU,,,,,,,,,,,,Brooks,D. Brooks,,,,,,,,,,1627526.0,,,,,,,,
96,PT04M08.00S,2023-10-28T00:27:03.2Z,1,REGULAR,substitution,out,[],1630224,,,1610612759,11,15,2023-10-28T00:27:11Z,940000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
97,PT04M08.00S,2023-10-28T00:27:03.2Z,1,REGULAR,substitution,out,[],1628415,,,1610612759,11,15,2023-10-28T00:27:11Z,950000,False,,,0,,SUB out: D. Brooks,[1628415],1610612745.0,HOU,,,,,,,,,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,
98,PT04M08.00S,2023-10-28T00:27:03.2Z,1,REGULAR,substitution,in,[],1641708,,,1610612759,11,15,2023-10-28T00:27:11Z,960000,False,,,0,,SUB in: A. Thompson,[1641708],1610612745.0,HOU,,,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
99,PT04M08.00S,2023-10-28T00:27:03.2Z,1,REGULAR,substitution,in,[],1630256,,,1610612759,11,15,2023-10-28T00:27:11Z,970000,False,,,0,,SUB in: J. Tate,[1630256],1610612745.0,HOU,,,,,,,,,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,
100,PT04M00.00S,2023-10-28T00:27:25.5Z,1,REGULAR,3pt,Jump Shot,[],1626224,32.40801576872536,38.23529411764706,1610612759,14,15,2023-10-28T00:27:30Z,980000,False,59.0,252.0,1,left,C. Osman 25' 3PT  (3 PTS) (Z. Collins 2 AST),"[1626224, 1628380]",1610612759.0,SAS,,,,,,,Above the Break 3,24+ Center,25.89,Made,3.0,Osman,C. Osman,Z. Collins,1628380.0,2.0,,,,,,,,,,,,,,,
102,PT03M44.00S,2023-10-28T00:27:40.8Z,1,REGULAR,3pt,Jump Shot,[],1630578,67.49342969776609,71.81372549019608,1610612745,14,15,2023-10-28T00:27:45Z,1000000,False,109.0,253.0,1,right,MISS A. Sengun 27' 3PT,[1630578],1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,27.56,Missed,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
103,PT03M42.00S,2023-10-28T00:27:42.8Z,1,REGULAR,rebound,defensive,[],1631103,,,1610612759,14,15,2023-10-28T00:27:45Z,1010000,False,,,0,,M. Branham REBOUND (Off:0 Def:1),[1631103],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Right Center,,,,Branham,M. Branham,,,,102.0,1.0,1.0,0.0,,,,,,,,,,,
104,PT03M35.00S,2023-10-28T00:27:50.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631110,9.543363994743759,48.28431372549019,1610612759,16,15,2023-10-28T00:28:02Z,1020000,False,9.0,37.0,1,left,J. Sochan turnaround Hook (4 PTS) (M. Branham 1 AST),"[1631110, 1631103]",1610612759.0,SAS,turnaround,,,,,,Restricted Area,0-8 Center,3.82,Made,4.0,Sochan,J. Sochan,M. Branham,1631103.0,1.0,,,,,,,,,,,,,,,
106,PT03M22.00S,2023-10-28T00:28:02.6Z,1,REGULAR,3pt,Jump Shot,[],1627832,65.91655716162943,50.245098039215684,1610612745,16,18,2023-10-28T00:28:09Z,1040000,False,1.0,268.0,1,right,F. VanVleet 26' 3PT pullup (3 PTS) (A. Sengun 3 AST),"[1627832, 1630578]",1610612745.0,HOU,pullup,,,,,,Above the Break 3,24+ Center,26.79,Made,3.0,VanVleet,F. VanVleet,A. Sengun,1630578.0,3.0,,,,,,,,,,,,,,,
108,PT03M08.00S,2023-10-28T00:28:18.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631110,14.931011826544022,37.745098039215684,1610612759,18,18,2023-10-28T00:28:23Z,1060000,False,61.0,88.0,1,left,J. Sochan 10' fadeaway Jump Shot (6 PTS),[1631110],1610612759.0,SAS,fadeaway,,,,,,In The Paint (Non-RA),8-16 Right,10.72,Made,6.0,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,
109,PT02M38.00S,2023-10-28T00:28:48.9Z,1,REGULAR,3pt,Jump Shot,[],1630256,89.30683311432325,96.32352941176471,1610612745,18,18,2023-10-28T00:35:03Z,1070000,False,232.0,48.0,1,right,MISS J. Tate 3PT,[1630256],1610612745.0,HOU,,,,,,,Right Corner 3,24+ Right,23.65,Missed,,Tate,J. Tate,,,,,,,,,,,,,,,,,,
110,PT02M37.00S,2023-10-28T00:28:49.9Z,1,REGULAR,rebound,offensive,[],1631095,,,1610612745,18,18,2023-10-28T00:35:03Z,1080000,False,,,0,,J. Smith Jr. REBOUND (Off:1 Def:2),[1631095],1610612745.0,HOU,,,,,,,Right Corner 3,24+ Right,,,,Smith Jr.,J. Smith Jr.,,,,109.0,3.0,2.0,1.0,,,,,,,,,,,
125,PT02M37.00S,2023-10-28T00:28:53.1Z,1,REGULAR,turnover,lost ball,[],1631095,,,1610612745,18,18,2023-10-28T00:30:10Z,1090000,False,,,0,,J. Smith Jr. lost ball TURNOVER (1 TO),"[1631095, 1628380]",1610612745.0,HOU,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,1.0,Collins,1628380.0,,,,,
126,PT02M37.00S,2023-10-28T00:28:53.1Z,1,REGULAR,steal,,[],1628380,,,1610612759,18,18,2023-10-28T00:30:10Z,1095000,False,,,0,,Z. Collins STEAL (1 STL),[1628380],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),0-8 Center,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,
112,PT02M28.00S,2023-10-28T00:28:57.4Z,1,REGULAR,turnover,lost ball,[],1628380,,,1610612759,18,18,2023-10-28T00:40:00Z,1100000,False,,,0,,Z. Collins lost ball TURNOVER (1 TO),"[1628380, 1631095]",1610612759.0,SAS,,,,,,,Mid-Range,8-16 Left,,,,Collins,Z. Collins,,,,,,,,,,,1.0,Smith Jr.,1631095.0,,,,,
113,PT02M28.00S,2023-10-28T00:28:57.4Z,1,REGULAR,steal,,[],1631095,,,1610612745,18,18,2023-10-28T00:29:05Z,1110000,False,,,0,,J. Smith Jr. STEAL (1 STL),[1631095],1610612745.0,HOU,,,,,,,Mid-Range,8-16 Left,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
114,PT02M21.00S,2023-10-28T00:29:08.0Z,1,REGULAR,foul,personal,['2freethrow'],1631110,,,1610612745,18,18,2023-10-28T00:33:57Z,1120000,False,,,0,,J. Sochan shooting personal FOUL (2 PF) (VanVleet 2 FT),"[1631110, 1627832]",1610612759.0,SAS,shooting,,,,,,In The Paint (Non-RA),8-16 Left,,,,Sochan,J. Sochan,,,,,,,,,,202026.0,,,,2.0,0.0,VanVleet,1627832.0,
116,PT02M21.00S,2023-10-28T00:29:32.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1627832,,,1610612745,18,19,2023-10-28T00:30:24Z,1140000,False,,,0,,F. VanVleet Free Throw 1 of 2 (4 PTS),[1627832],1610612745.0,HOU,,,,,,,,,,Made,4.0,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,
128,PT02M21.00S,2023-10-28T00:29:32.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1627832,,,1610612745,18,20,2023-10-28T00:30:24Z,1145000,False,,,0,,F. VanVleet Free Throw 2 of 2 (5 PTS),[1627832],1610612745.0,HOU,,,,,,,,,,Made,5.0,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,
117,PT02M21.00S,2023-10-28T00:29:38.1Z,1,REGULAR,substitution,out,[],1631110,,,1610612759,18,20,2023-10-28T00:30:24Z,1150000,False,,,0,,SUB out: J. Sochan,[1631110],1610612759.0,SAS,,,,,,,,,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,
118,PT02M21.00S,2023-10-28T00:29:38.1Z,1,REGULAR,substitution,out,[],1628380,,,1610612759,18,20,2023-10-28T00:30:24Z,1160000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,,,,,,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,
119,PT02M21.00S,2023-10-28T00:29:38.1Z,1,REGULAR,substitution,out,[],1631095,,,1610612759,18,20,2023-10-28T00:30:24Z,1170000,False,,,0,,SUB out: J. Smith Jr.,[1631095],1610612745.0,HOU,,,,,,,,,,,,Smith Jr.,J. Smith Jr.,,,,,,,,,,,,,,,,,,
120,PT02M21.00S,2023-10-28T00:29:38.1Z,1,REGULAR,substitution,out,[],1630578,,,1610612759,18,20,2023-10-28T00:30:24Z,1180000,False,,,0,,SUB out: A. Sengun,[1630578],1610612745.0,HOU,,,,,,,,,,,,Sengun,A. Sengun,,,,,,,,,,,,,,,,,,
121,PT02M21.00S,2023-10-28T00:29:38.1Z,1,REGULAR,substitution,in,[],1629646,,,1610612759,18,20,2023-10-28T00:30:24Z,1190000,False,,,0,,SUB in: C. Bassey,[1629646],1610612759.0,SAS,,,,,,,,,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,
122,PT02M21.00S,2023-10-28T00:29:38.1Z,1,REGULAR,substitution,in,[],1641705,,,1610612759,18,20,2023-10-28T00:30:24Z,1200000,False,,,0,,SUB in: V. Wembanyama,[1641705],1610612759.0,SAS,,,,,,,,,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
123,PT02M21.00S,2023-10-28T00:29:38.1Z,1,REGULAR,substitution,in,[],201145,,,1610612759,18,20,2023-10-28T00:30:24Z,1210000,False,,,0,,SUB in: J. Green,[201145],1610612745.0,HOU,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
124,PT02M21.00S,2023-10-28T00:29:38.1Z,1,REGULAR,substitution,in,[],1626246,,,1610612759,18,20,2023-10-28T00:30:24Z,1220000,False,,,0,,SUB in: B. Marjanovic,[1626246],1610612745.0,HOU,,,,,,,,,,,,Marjanovic,B. Marjanovic,,,,,,,,,,,,,,,,,,
127,PT02M08.00S,2023-10-28T00:30:13.0Z,1,REGULAR,2pt,Jump Shot,[],1631103,14.536793692509855,70.58823529411765,1610612759,20,20,2023-10-28T00:30:55Z,1230000,False,-103.0,84.0,1,left,M. Branham 13' pullup Jump Shot (2 PTS),[1631103],1610612759.0,SAS,pullup,,,,,,Mid-Range,8-16 Left,13.29,Made,2.0,Branham,M. Branham,,,,,,,,,,,,,,,,,,
129,PT01M52.00S,2023-10-28T00:30:28.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641708,81.8166885676741,43.627450980392155,1610612745,20,20,2023-10-28T00:31:15Z,1240000,False,-32.0,118.0,1,right,MISS A. Thompson 12' pullup Shot,[1641708],1610612745.0,HOU,pullup,,,,,,In The Paint (Non-RA),8-16 Center,12.26,Missed,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
130,PT01M52.00S,2023-10-28T00:30:28.8Z,1,REGULAR,rebound,defensive,[],1631103,,,1610612759,20,20,2023-10-28T00:31:15Z,1250000,False,,,0,,M. Branham REBOUND (Off:0 Def:2),[1631103],1610612759.0,SAS,,,,,,,In The Paint (Non-RA),8-16 Center,,,,Branham,M. Branham,,,,129.0,2.0,2.0,0.0,,,,,,,,,,,
132,PT01M40.00S,2023-10-28T00:30:44.8Z,1,REGULAR,substitution,out,[],1627832,,,1610612759,20,20,2023-10-28T00:30:50Z,1270000,False,,,0,,SUB out: F. VanVleet,[1627832],1610612745.0,HOU,,,,,,,,,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,
133,PT01M40.00S,2023-10-28T00:30:44.8Z,1,REGULAR,substitution,in,[],1630224,,,1610612759,20,20,2023-10-28T00:30:50Z,1280000,False,,,0,,SUB in: J. Green,[1630224],1610612745.0,HOU,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
134,PT01M36.00S,2023-10-28T00:31:09.9Z,1,REGULAR,turnover,lost ball,[],1626224,,,1610612759,20,20,2023-10-28T00:31:19Z,1290000,False,,,0,,C. Osman lost ball TURNOVER (1 TO),"[1626224, 1630256]",1610612759.0,SAS,,,,,,,Mid-Range,16-24 Center,,,,Osman,C. Osman,,,,,,,,,,,1.0,Tate,1630256.0,,,,,
135,PT01M36.00S,2023-10-28T00:31:09.9Z,1,REGULAR,steal,,[],1630256,,,1610612745,20,20,2023-10-28T00:31:11Z,1300000,False,,,0,,J. Tate STEAL (1 STL),[1630256],1610612745.0,HOU,,,,,,,Mid-Range,16-24 Center,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,
136,PT01M32.00S,2023-10-28T00:31:13.7Z,1,REGULAR,turnover,lost ball,[],1630256,,,1610612745,20,20,2023-10-28T00:31:21Z,1310000,False,,,0,,J. Tate lost ball TURNOVER (1 TO),"[1630256, 1641705]",1610612745.0,HOU,,,,,,,Above the Break 3,24+ Right Center,,,,Tate,J. Tate,,,,,,,,,,,1.0,Wembanyama,1641705.0,,,,,
137,PT01M32.00S,2023-10-28T00:31:13.7Z,1,REGULAR,steal,,[],1641705,,,1610612759,20,20,2023-10-28T00:31:15Z,1320000,False,,,0,,V. Wembanyama STEAL (1 STL),[1641705],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Right Center,,,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
138,PT01M22.00S,2023-10-28T00:31:23.8Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630200,10.988830486202366,43.872549019607845,1610612759,22,20,2023-10-28T00:31:28Z,1330000,False,31.0,51.0,1,left,T. Jones floating Jump Shot (2 PTS),[1630200],1610612759.0,SAS,floating,,,,,,In The Paint (Non-RA),0-8 Center,5.93,Made,2.0,Jones,T. Jones,,,,,,,,,,,,,,,,,,
141,PT01M10.00S,2023-10-28T00:31:50.3Z,1,REGULAR,foul,offensive,[],1641708,,,1610612745,22,20,2023-10-28T00:32:13Z,1360000,False,,,0,,A. Thompson offensive FOUL (1 PF),"[1641708, 1630200]",1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Left,,,,Thompson,A. Thompson,,,,,,,,,,101283.0,,,,1.0,0.0,Jones,1630200.0,
143,PT01M10.00S,2023-10-28T00:31:50.3Z,1,REGULAR,turnover,offensive foul,[],1641708,,,1610612745,22,20,2023-10-28T00:31:50Z,1380000,False,,,0,,A. Thompson offensive foul TURNOVER (1 TO),[1641708],1610612745.0,HOU,,,,,,,In The Paint (Non-RA),8-16 Left,,,,Thompson,A. Thompson,,,,,,,,,,101283.0,1.0,,,,,,,
144,PT00M58.10S,2023-10-28T00:32:06.8Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1631103,21.107095926412615,32.1078431372549,1610612759,22,20,2023-10-28T00:32:18Z,1390000,False,89.0,146.0,1,left,MISS M. Branham 17' pullup Shot,[1631103],1610612759.0,SAS,pullup,,,,,,Mid-Range,16-24 Right Center,17.12,Missed,,Branham,M. Branham,,,,,,,,,,,,,,,,,,
145,PT00M55.30S,2023-10-28T00:32:09.8Z,1,REGULAR,rebound,defensive,[],1641708,,,1610612745,22,20,2023-10-28T00:32:09Z,1400000,False,,,0,,A. Thompson REBOUND (Off:0 Def:1),[1641708],1610612745.0,HOU,,,,,,,Mid-Range,16-24 Right Center,,,,Thompson,A. Thompson,,,,144.0,1.0,1.0,0.0,,,,,,,,,,,
146,PT00M39.40S,2023-10-28T00:32:25.6Z,1,REGULAR,3pt,Jump Shot,[],1630224,66.70499342969777,59.31372549019608,1610612745,22,20,2023-10-28T00:44:29Z,1410000,False,47.0,260.0,1,right,MISS J. Green 26' step back 3PT,[1630224],1610612745.0,HOU,step back,,,,,,Above the Break 3,24+ Center,26.46,Missed,,Green,J. Green,,,,,,,,,,,,,,,,,,
147,PT00M36.30S,2023-10-28T00:32:28.7Z,1,REGULAR,rebound,defensive,[],1629646,,,1610612759,22,20,2023-10-28T00:32:28Z,1420000,False,,,0,,C. Bassey REBOUND (Off:0 Def:1),[1629646],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Center,,,,Bassey,C. Bassey,,,,146.0,1.0,1.0,0.0,,,,,,,,,,,
148,PT00M21.50S,2023-10-28T00:32:43.5Z,1,REGULAR,3pt,Jump Shot,[],1631103,27.94021024967148,80.14705882352942,1610612759,25,20,2023-10-28T00:32:47Z,1430000,False,-151.0,210.0,1,left,M. Branham 25' 3PT  (5 PTS) (T. Jones 1 AST),"[1631103, 1630200]",1610612759.0,SAS,,,,,,,Above the Break 3,24+ Left Center,25.86,Made,5.0,Branham,M. Branham,T. Jones,1630200.0,1.0,,,,,,,,,,,,,,,
150,PT00M09.00S,2023-10-28T00:33:00.7Z,1,REGULAR,foul,personal,[],1629646,,,1610612745,25,20,2023-10-28T00:33:12Z,1450000,False,,,0,,C. Bassey personal FOUL (1 PF),"[1629646, 1626246]",1610612759.0,SAS,,,,,,,Mid-Range,8-16 Center,,,,Bassey,C. Bassey,,,,,,,,,,202026.0,,,,1.0,0.0,Marjanovic,1626246.0,
152,PT00M01.20S,2023-10-28T00:33:32.7Z,1,REGULAR,3pt,Jump Shot,[],1630224,70.25295663600527,79.41176470588235,1610612745,25,23,2023-10-28T00:33:39Z,1470000,False,147.0,227.0,1,right,J. Green 27' 3PT pullup bank (10 PTS),[1630224],1610612745.0,HOU,pullup bank,,,,,,Above the Break 3,24+ Right Center,27.06,Made,10.0,Green,J. Green,,,,,,,,,,,,,,,,,,
153,PT00M00.00S,2023-10-28T00:33:40.4Z,1,REGULAR,period,end,[],0,,,1610612759,25,23,2023-10-28T00:33:40Z,1480000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2023-10-28T00:35:45.4Z,2,REGULAR,substitution,out,['startperiod'],1626224,,,1610612759,25,23,2023-10-28T00:36:10Z,1490000,False,,,0,,SUB out: C. Osman,[1626224],1610612759.0,SAS,,,,,,,,,,,,Osman,C. Osman,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2023-10-28T00:35:45.4Z,2,REGULAR,substitution,out,['startperiod'],1641708,,,1610612759,25,23,2023-10-28T00:36:10Z,1500000,False,,,0,,SUB out: A. Thompson,[1641708],1610612745.0,HOU,,,,,,,,,,,,Thompson,A. Thompson,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2023-10-28T00:35:45.4Z,2,REGULAR,substitution,out,['startperiod'],1630256,,,1610612759,25,23,2023-10-28T00:36:10Z,1510000,False,,,0,,SUB out: J. Tate,[1630256],1610612745.0,HOU,,,,,,,,,,,,Tate,J. Tate,,,,,,,,,,,,,,,,,,
157,PT12M00.00S,2023-10-28T00:35:45.4Z,2,REGULAR,substitution,out,['startperiod'],1630224,,,1610612759,25,23,2023-10-28T00:36:10Z,1520000,False,,,0,,SUB out: J. Green,[1630224],1610612745.0,HOU,,,,,,,,,,,,Green,J. Green,,,,,,,,,,,,,,,,,,
158,PT12M00.00S,2023-10-28T00:35:45.4Z,2,REGULAR,substitution,in,['startperiod'],203926,,,1610612759,25,23,2023-10-28T00:36:10Z,1530000,False,,,0,,SUB in: D. McDermott,[203926],1610612759.0,SAS,,,,,,,,,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2023-10-28T00:35:45.4Z,2,REGULAR,substitution,in,['startperiod'],1628415,,,1610612759,25,23,2023-10-28T00:36:10Z,1540000,False,,,0,,SUB in: D. Brooks,[1628415],1610612745.0,HOU,,,,,,,,,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2023-10-28T00:35:45.4Z,2,REGULAR,substitution,in,['startperiod'],1627832,,,1610612759,25,23,2023-10-28T00:36:10Z,1550000,False,,,0,,SUB in: F. VanVleet,[1627832],1610612745.0,HOU,,,,,,,,,,,,VanVleet,F. VanVleet,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2023-10-28T00:35:45.4Z,2,REGULAR,substitution,in,['startperiod'],203493,,,1610612759,25,23,2023-10-28T00:36:10Z,1560000,False,,,0,,SUB in: R. Bullock Jr.,[203493],1610612745.0,HOU,,,,,,,,,,,,Bullock Jr.,R. Bullock Jr.,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2023-10-28T00:36:34.0Z,2,REGULAR,period,start,[],0,,,1610612745,25,23,2023-10-28T00:36:34Z,1570000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT11M43.00S,2023-10-28T00:36:50.5Z,2,REGULAR,2pt,Jump Shot,[],1626246,77.7431011826544,55.392156862745104,1610612745,25,25,2023-10-28T00:36:56Z,1580000,False,27.0,157.0,1,right,B. Marjanovic 15' pullup Jump Shot (2 PTS) (F. VanVleet 4 AST),"[1626246, 1627832]",1610612745.0,HOU,pullup,,,,,,Mid-Range,8-16 Center,15.9,Made,2.0,Marjanovic,B. Marjanovic,F. VanVleet,1627832.0,4.0,,,,,,,,,,,,,,,
165,PT11M28.00S,2023-10-28T00:37:04.0Z,2,REGULAR,2pt,Jump Shot,[],1631103,21.369908015768726,37.00980392156863,1610612759,25,25,2023-10-28T00:37:15Z,1600000,False,65.0,148.0,1,left,MISS M. Branham 16' floating Shot,[1631103],1610612759.0,SAS,floating,,,,,,Mid-Range,16-24 Right Center,16.2,Missed,,Branham,M. Branham,,,,,,,,,,,,,,,,,,
166,PT11M27.00S,2023-10-28T00:37:05.0Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612745,25,25,2023-10-28T00:37:15Z,1610000,False,,,0,,TEAM defensive REBOUND,[],1610612745.0,HOU,,,,,,,Mid-Range,16-24 Right Center,,,,,,,,,165.0,,,,,,,,,,,,,,
168,PT11M10.00S,2023-10-28T00:37:40.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,92.19776609724047,52.20588235294118,1610612745,25,27,2023-10-28T00:37:49Z,1630000,False,11.0,21.0,1,right,D. Brooks driving finger roll Layup (4 PTS) (F. VanVleet 5 AST),"[1628415, 1627832]",1610612745.0,HOU,driving finger roll,,,,,,Restricted Area,0-8 Center,2.35,Made,4.0,Brooks,D. Brooks,F. VanVleet,1627832.0,5.0,,,,,,,,,,,,,,,
170,PT10M51.00S,2023-10-28T00:37:59.6Z,2,REGULAR,3pt,Jump Shot,[],1641705,30.56833114323259,75.0,1610612759,25,27,2023-10-28T00:38:12Z,1650000,False,-125.0,235.0,1,left,MISS V. Wembanyama 26' 3PT,[1641705],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Left Center,26.6,Missed,,Wembanyama,V. Wembanyama,,,,,,,,,,,,,,,,,,
171,PT10M50.00S,2023-10-28T00:38:02.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,25,27,2023-10-28T00:38:02Z,1660000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,170.0,,,,,,,,,,,,,,
