actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal
592,PT05M06.00S,2024-01-23T03:31:52.2Z,4,REGULAR,rebound,defensive,[],202681,,,1610612742,93,103,2024-01-23T03:31:56Z,5840000,False,,,0,,K. Irving REBOUND (Off:0 Def:6),[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,,,591.0,6.0,6.0,0.0,,,,,,,,,,,,,,
593,PT05M01.00S,2024-01-23T03:31:57.0Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1629029,32.933639947437584,64.95098039215686,1610612742,96,103,2024-01-23T03:32:04Z,5850000,False,-75.0,257.0,1,left,L. Doncic 26' 3PT step back (31 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,26.78,Made,,,,,31.0,,,,,,,,,,,,,
594,PT04M59.00S,2024-01-23T03:32:05.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,96,103,2024-01-23T03:32:05Z,5860000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT04M59.00S,2024-01-23T03:32:06.7Z,4,REGULAR,substitution,out,[],1630202,,,1610612738,96,103,2024-01-23T03:34:38Z,5880000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT04M59.00S,2024-01-23T03:32:06.7Z,4,REGULAR,substitution,in,[],201143,,,1610612738,96,103,2024-01-23T03:34:38Z,5890000,False,,,0,,SUB in: A. Horford,[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,,,,,,,,,,,,,,,,,,,,,,
598,PT04M45.00S,2024-01-23T03:35:15.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,81.42247043363994,54.90196078431373,1610612738,96,105,2024-01-23T03:35:19Z,5900000,False,25.0,122.0,1,right,J. Brown 12' fadeaway Jump Shot (28 PTS),[1627759],1610612738.0,BOS,fadeaway,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,12.45,Made,,,,,28.0,,,,,,,,,,,,,
599,PT04M24.00S,2024-01-23T03:35:41.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627759,,,1610612742,96,105,2024-01-23T03:36:07Z,5910000,False,,,0,,J. Brown personal FOUL (4 PF) (Doncic 2 FT),"[1627759, 1629029]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,201639.0,4.0,0.0,Doncic,1629029.0,,,
601,PT04M24.00S,2024-01-23T03:36:11.9Z,4,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,97,105,2024-01-23T03:36:11Z,5930000,False,,,0,,L. Doncic Free Throw 1 of 2 (32 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,,,,,32.0,,,,,,,,,,,,,
602,PT04M24.00S,2024-01-23T03:36:29.6Z,4,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,98,105,2024-01-23T03:36:29Z,5940000,False,,,0,,L. Doncic Free Throw 2 of 2 (33 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Made,,,,,33.0,,,,,,,,,,,,,
603,PT04M10.00S,2024-01-23T03:36:45.8Z,4,REGULAR,3pt,Jump Shot,[],1627759,88.64980289093299,96.07843137254902,1610612738,98,108,2024-01-23T03:36:55Z,5950000,False,230.0,54.0,1,right,J. Brown 3PT  (31 PTS) (J. Holiday 6 AST),"[1627759, 201950]",1610612738.0,BOS,,,,Brown,J. Brown,,,,,Right Corner 3,24+ Right,23.67,Made,,,,,31.0,,,,,,,,,,,J. Holiday,201950.0,6.0
605,PT04M10.00S,2024-01-23T03:36:49.5Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",203501,,,1610612738,98,108,2024-01-23T03:37:11Z,5970000,False,,,0,,T. Hardaway Jr. shooting personal FOUL (2 PF) (Brown 1 FT),"[203501, 1627759]",1610612742.0,DAL,shooting,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,1193.0,2.0,0.0,Brown,1627759.0,,,
607,PT04M10.00S,2024-01-23T03:37:19.5Z,4,REGULAR,freethrow,1 of 1,[],1627759,,,1610612738,98,109,2024-01-23T03:37:19Z,5990000,False,,,0,,J. Brown Free Throw 1 of 1 (32 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,,,,,32.0,,,,,,,,,,,,,
608,PT03M54.00S,2024-01-23T03:37:37.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628467,7.835085413929041,53.92156862745098,1610612742,98,109,2024-01-23T03:40:30Z,6000000,False,-20.0,21.0,1,left,MISS M. Kleber cutting Layup - blocked,"[1628467, 1627759]",1610612742.0,DAL,cutting,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,2.88,Missed,,,,,,Brown,1627759.0,,,,,,,,,,,
609,PT03M54.00S,2024-01-23T03:37:37.9Z,4,REGULAR,block,,[],1627759,,,1610612742,98,109,2024-01-23T03:37:40Z,6010000,False,,,0,,J. Brown BLOCK (2 BLK),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
610,PT03M52.00S,2024-01-23T03:37:39.9Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,98,109,2024-01-23T03:37:48Z,6020000,False,,,0,,A. Horford REBOUND (Off:1 Def:4),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Restricted Area,0-8 Center,,,608.0,5.0,4.0,1.0,,,,,,,,,,,,,,
611,PT03M41.00S,2024-01-23T03:37:51.3Z,4,REGULAR,3pt,Jump Shot,[],1627759,67.88764783180025,33.33333333333333,1610612738,98,109,2024-01-23T03:40:45Z,6030000,False,-83.0,249.0,1,right,MISS J. Brown 26' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,26.29,Missed,,,,,,,,,,,,,,,,,,
612,PT03M38.00S,2024-01-23T03:37:54.3Z,4,REGULAR,rebound,defensive,[],1629029,,,1610612742,98,109,2024-01-23T03:37:55Z,6040000,False,,,0,,L. Doncic REBOUND (Off:5 Def:13),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,,,611.0,18.0,13.0,5.0,,,,,,,,,,,,,,
613,PT03M31.00S,2024-01-23T03:38:01.2Z,4,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203501,7.5722733245729295,48.77450980392157,1610612742,100,109,2024-01-23T03:41:12Z,6050000,False,6.0,19.0,1,left,T. Hardaway Jr. running Layup (20 PTS) (L. Doncic 10 AST),"[203501, 1629029]",1610612742.0,DAL,running,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,1.97,Made,,,,,20.0,,,,,,,,,,,L. Doncic,1629029.0,10.0
615,PT03M11.00S,2024-01-23T03:38:20.8Z,4,REGULAR,2pt,Jump Shot,[],201950,93.24901445466492,32.1078431372549,1610612738,100,111,2024-01-23T03:38:26Z,6070000,False,-89.0,11.0,1,right,J. Holiday 9' Jump Shot (17 PTS) (J. Tatum 5 AST),"[201950, 1628369]",1610612738.0,BOS,,,,Holiday,J. Holiday,,,,,Mid-Range,8-16 Left,9.02,Made,,,,,17.0,,,,,,,,,,,J. Tatum,1628369.0,5.0
617,PT03M11.00S,2024-01-23T03:38:28.4Z,4,REGULAR,timeout,full,['team'],0,,,1610612742,100,111,2024-01-23T03:38:28Z,6090000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618,PT02M58.00S,2024-01-23T03:40:20.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201950,,,1610612742,100,111,2024-01-23T03:40:25Z,6100000,False,,,0,,J. Holiday shooting personal FOUL (2 PF) (Doncic 2 FT),"[201950, 1629029]",1610612738.0,BOS,shooting,,,Holiday,J. Holiday,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,201245.0,2.0,0.0,Doncic,1629029.0,,,
620,PT02M58.00S,2024-01-23T03:40:45.2Z,4,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,100,111,2024-01-23T03:41:05Z,6120000,False,,,0,,MISS L. Doncic Free Throw 1 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
621,PT02M58.00S,2024-01-23T03:40:45.2Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612742,100,111,2024-01-23T03:41:05Z,6130000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,620.0,,,,,,,,,,,,,,,,,
622,PT02M58.00S,2024-01-23T03:40:45.2Z,4,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,100,111,2024-01-23T03:41:05Z,6140000,False,,,0,,MISS L. Doncic Free Throw 2 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
623,PT02M55.00S,2024-01-23T03:40:48.2Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,100,111,2024-01-23T03:41:05Z,6150000,False,,,0,,J. Tatum REBOUND (Off:0 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,622.0,10.0,10.0,0.0,,,,,,,,,,,,,,
624,PT02M43.00S,2024-01-23T03:41:16.6Z,4,REGULAR,3pt,Jump Shot,[],1627759,71.96123521681997,24.754901960784316,1610612738,100,111,2024-01-23T03:41:21Z,6160000,False,-126.0,211.0,1,right,MISS J. Brown 24' step back 3PT,[1627759],1610612738.0,BOS,step back,,,Brown,J. Brown,,,,,Above the Break 3,24+ Left Center,24.59,Missed,,,,,,,,,,,,,,,,,,
625,PT02M41.00S,2024-01-23T03:41:18.6Z,4,REGULAR,rebound,defensive,[],1628467,,,1610612742,100,111,2024-01-23T03:41:21Z,6170000,False,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Above the Break 3,24+ Left Center,,,624.0,1.0,1.0,0.0,,,,,,,,,,,,,,
626,PT02M25.00S,2024-01-23T03:41:35.2Z,4,REGULAR,3pt,Jump Shot,[],202681,31.488173455978973,68.38235294117648,1610612742,103,111,2024-01-23T03:41:40Z,6180000,False,-92.0,243.0,1,left,K. Irving 26' 3PT  (21 PTS) (L. Doncic 11 AST),"[202681, 1629029]",1610612742.0,DAL,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Left Center,26.03,Made,,,,,21.0,,,,,,,,,,,L. Doncic,1629029.0,11.0
628,PT02M02.00S,2024-01-23T03:41:56.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627759,80.6340341655716,37.254901960784316,1610612738,103,113,2024-01-23T03:42:50Z,6200000,False,-64.0,130.0,1,right,J. Brown 14' pullup Jump Shot (34 PTS),[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,In The Paint (Non-RA),8-16 Center,14.43,Made,,,,,34.0,,,,,,,,,,,,,
629,PT01M47.00S,2024-01-23T03:42:14.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628467,6.258212877792378,49.50980392156863,1610612742,105,113,2024-01-23T03:42:19Z,6210000,False,2.0,6.0,1,left,M. Kleber cutting Layup (4 PTS) (L. Doncic 12 AST),"[1628467, 1629029]",1610612742.0,DAL,cutting,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,0.68,Made,,,,,4.0,,,,,,,,,,,L. Doncic,1629029.0,12.0
631,PT01M24.00S,2024-01-23T03:42:39.8Z,4,REGULAR,2pt,Jump Shot,[],1627759,78.53153745072274,61.274509803921575,1610612738,105,113,2024-01-23T03:43:49Z,6230000,False,56.0,149.0,1,right,MISS J. Brown 15' pullup Shot,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Mid-Range,8-16 Center,15.96,Missed,,,,,,,,,,,,,,,,,,
632,PT01M22.00S,2024-01-23T03:42:41.8Z,4,REGULAR,rebound,defensive,[],1628467,,,1610612742,105,113,2024-01-23T03:42:44Z,6240000,False,,,0,,M. Kleber REBOUND (Off:0 Def:2),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Mid-Range,8-16 Center,,,631.0,2.0,2.0,0.0,,,,,,,,,,,,,,
633,PT01M14.00S,2024-01-23T03:42:49.1Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203501,19.136005256241788,34.068627450980394,1610612742,105,113,2024-01-23T03:42:55Z,6250000,False,80.0,127.0,1,left,MISS T. Hardaway Jr. 15' turnaround fadeaway Shot - blocked,"[203501, 1628369]",1610612742.0,DAL,turnaround fadeaway,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),8-16 Right,15.03,Missed,,,,,,Tatum,1628369.0,,,,,,,,,,,
634,PT01M14.00S,2024-01-23T03:42:49.1Z,4,REGULAR,block,,[],1628369,,,1610612742,105,113,2024-01-23T03:42:51Z,6260000,False,,,0,,J. Tatum BLOCK (2 BLK),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
635,PT01M11.00S,2024-01-23T03:42:52.1Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,105,113,2024-01-23T03:42:55Z,6270000,False,,,0,,J. Tatum REBOUND (Off:0 Def:11),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Right,,,633.0,11.0,11.0,0.0,,,,,,,,,,,,,,
636,PT01M10.00S,2024-01-23T03:42:55.9Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628467,,,1610612738,105,113,2024-01-23T03:43:09Z,6280000,False,,,0,,M. Kleber take personal FOUL (2 PF) (Tatum 2 FT),"[1628467, 1628369]",1610612742.0,DAL,take,,,Kleber,M. Kleber,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,1193.0,2.0,0.0,Tatum,1628369.0,,,
638,PT01M10.00S,2024-01-23T03:43:22.0Z,4,REGULAR,freethrow,1 of 2,['fastbreak'],1628369,,,1610612738,105,114,2024-01-23T03:43:22Z,6300000,False,,,0,,J. Tatum Free Throw 1 of 2 (34 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,34.0,,,,,,,,,,,,,
639,PT01M10.00S,2024-01-23T03:43:37.9Z,4,REGULAR,freethrow,2 of 2,['fastbreak'],1628369,,,1610612738,105,115,2024-01-23T03:43:37Z,6310000,False,,,0,,J. Tatum Free Throw 2 of 2 (35 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,35.0,,,,,,,,,,,,,
640,PT01M01.00S,2024-01-23T03:43:51.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628467,6.915243101182654,50.0,1610612742,107,115,2024-01-23T03:43:56Z,6320000,False,0.0,13.0,1,left,M. Kleber cutting Layup (6 PTS) (L. Doncic 13 AST),"[1628467, 1629029]",1610612742.0,DAL,cutting,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,1.25,Made,,,,,6.0,,,,,,,,,,,L. Doncic,1629029.0,13.0
642,PT01M01.00S,2024-01-23T03:43:54.6Z,4,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1627759,,,1610612742,107,115,2024-01-23T03:44:17Z,6340000,False,,,0,,J. Brown shooting personal FOUL (5 PF) (Kleber 1 FT),"[1627759, 1628467]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1193.0,5.0,0.0,Kleber,1628467.0,,,
644,PT01M01.00S,2024-01-23T03:44:19.8Z,4,REGULAR,freethrow,1 of 1,[],1628467,,,1610612742,108,115,2024-01-23T03:44:19Z,6360000,False,,,0,,M. Kleber Free Throw 1 of 1 (7 PTS),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,,
645,PT00M56.30S,2024-01-23T03:44:31.1Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630182,,,1610612738,108,115,2024-01-23T03:44:43Z,6370000,False,,,0,,J. Green personal FOUL (4 PF) (Tatum 2 FT),"[1630182, 1628369]",1610612742.0,DAL,,,,Green,J. Green,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,201245.0,4.0,0.0,Tatum,1628369.0,,,
647,PT00M56.30S,2024-01-23T03:44:57.3Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,108,116,2024-01-23T03:44:57Z,6390000,False,,,0,,J. Tatum Free Throw 1 of 2 (36 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,36.0,,,,,,,,,,,,,
648,PT00M56.30S,2024-01-23T03:45:12.9Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,108,117,2024-01-23T03:45:12Z,6400000,False,,,0,,J. Tatum Free Throw 2 of 2 (37 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,37.0,,,,,,,,,,,,,
649,PT00M49.90S,2024-01-23T03:45:23.2Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],202681,7.178055190538765,51.225490196078425,1610612742,110,117,2024-01-23T03:45:51Z,6410000,False,-6.0,15.0,1,left,K. Irving driving Layup (23 PTS) (T. Hardaway Jr. 1 AST),"[202681, 203501]",1610612742.0,DAL,driving,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,1.62,Made,,,,,23.0,,,,,,,,,,,T. Hardaway Jr.,203501.0,1.0
650,PT00M34.20S,2024-01-23T03:45:48.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629029,,,1610612738,110,117,2024-01-23T03:46:10Z,6420000,False,,,0,,L. Doncic personal FOUL (5 PF) (Tatum 2 FT),"[1629029, 1628369]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,201245.0,5.0,1.0,Tatum,1628369.0,,,
652,PT00M34.20S,2024-01-23T03:46:12.5Z,4,REGULAR,freethrow,1 of 2,[],1628369,,,1610612738,110,118,2024-01-23T03:46:12Z,6440000,False,,,0,,J. Tatum Free Throw 1 of 2 (38 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,38.0,,,,,,,,,,,,,
653,PT00M34.20S,2024-01-23T03:46:24.2Z,4,REGULAR,freethrow,2 of 2,[],1628369,,,1610612738,110,119,2024-01-23T03:46:24Z,6450000,False,,,0,,J. Tatum Free Throw 2 of 2 (39 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,Made,,,,,39.0,,,,,,,,,,,,,
654,PT00M22.90S,2024-01-23T03:46:39.1Z,4,REGULAR,3pt,Jump Shot,[],1628467,9.674770039421814,4.6568627450980395,1610612742,110,119,2024-01-23T03:46:43Z,6460000,False,227.0,38.0,1,left,MISS M. Kleber 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Right Corner 3,24+ Right,22.99,Missed,,,,,,,,,,,,,,,,,,
655,PT00M20.10S,2024-01-23T03:46:42.0Z,4,REGULAR,rebound,defensive,[],201143,,,1610612738,110,119,2024-01-23T03:46:42Z,6470000,False,,,0,,A. Horford REBOUND (Off:1 Def:5),[201143],1610612738.0,BOS,,,,Horford,A. Horford,,,,,Right Corner 3,24+ Right,,,654.0,6.0,5.0,1.0,,,,,,,,,,,,,,
656,PT00M00.00S,2024-01-23T03:47:03.4Z,4,REGULAR,period,end,[],0,,,1610612738,110,119,2024-01-23T03:47:03Z,6480000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
657,PT00M00.00S,2024-01-23T03:47:07.4Z,4,REGULAR,game,end,[],0,,,0,110,119,2024-01-23T03:47:07Z,6490000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
