actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,playerName,playerNameI,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
321,PT04M07.00S,2025-11-12T04:59:55.7Z,2,REGULAR,substitution,in,[],1629234,,,1610612743,49,48,2025-11-12T05:10:13Z,2503437,False,,,0,,SUB in: D. Eubanks,[1629234],1610612758.0,SAC,,,,,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,
265,PT04M07.00S,2025-11-12T04:59:40.8Z,2,REGULAR,freethrow,2 of 2,[],203999,,,1610612743,49,48,2025-11-12T05:09:50Z,2503750,False,,,0,,MISS N. Jokić Free Throw 2 of 2,[203999],1610612743.0,DEN,,,,,,,,Jokić,N. Jokić,,,,Missed,,,,,,,,,,,,,,,,,
266,PT04M06.00S,2025-11-12T04:59:41.8Z,2,REGULAR,rebound,offensive,[],203999,,,1610612743,49,48,2025-11-12T05:09:50Z,2504375,False,,,0,,N. Jokić REBOUND (Off:2 Def:4),[203999],1610612743.0,DEN,,,,,,,,Jokić,N. Jokić,,,,,,,,,265.0,6.0,4.0,2.0,,,,,,,,,
267,PT04M04.00S,2025-11-12T05:00:10.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203999,86.15308804204993,53.431372549019606,1610612743,49,48,2025-11-12T05:09:34Z,2505000,False,17.0,78.0,1,right,MISS N. Jokić 7' floating Shot,[203999],1610612743.0,DEN,floating,,,,,,,Jokić,N. Jokić,In The Paint (Non-RA),8-16 Center,7.96,Missed,,,,,,,,,,,,,,,,,
268,PT04M02.00S,2025-11-12T05:00:12.7Z,2,REGULAR,rebound,defensive,[],1629234,,,1610612758,49,48,2025-11-12T05:08:55Z,2507500,False,,,0,,D. Eubanks REBOUND (Off:1 Def:3),[1629234],1610612758.0,SAC,,,,,,,,Eubanks,D. Eubanks,In The Paint (Non-RA),8-16 Center,,,,,,,267.0,4.0,3.0,1.0,,,,,,,,,
270,PT03M54.00S,2025-11-12T05:00:19.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201566,6.915243101182654,39.705882352941174,1610612758,51,48,2025-11-12T05:11:03Z,2550000,False,51.0,13.0,1,left,R. Westbrook driving Layup (4 PTS),[201566],1610612758.0,SAC,driving,,,,,,,Westbrook,R. Westbrook,In The Paint (Non-RA),0-8 Center,5.3,Made,4.0,,,,,,,,,,,,,,,,
272,PT03M38.00S,2025-11-12T05:00:35.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201566,,,1610612743,51,48,2025-11-12T05:01:15Z,2570000,False,,,0,,R. Westbrook shooting personal FOUL (1 PF) (Johnson 2 FT),"[201566, 1629661]",1610612758.0,SAC,shooting,,,,,,203592.0,Westbrook,R. Westbrook,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,0.0,Johnson,1629661.0,,,,,
274,PT03M38.00S,2025-11-12T05:01:21.4Z,2,REGULAR,freethrow,1 of 2,[],1629661,,,1610612743,51,48,2025-11-12T05:01:21Z,2590000,False,,,0,,MISS C. Johnson Free Throw 1 of 2,[1629661],1610612743.0,DEN,,,,,,,,Johnson,C. Johnson,,,,Missed,,,,,,,,,,,,,,,,,
275,PT03M38.00S,2025-11-12T05:01:21.4Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612743,51,48,2025-11-12T05:01:21Z,2600000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,274.0,,,,,,,,,,,,
276,PT03M38.00S,2025-11-12T05:01:43.2Z,2,REGULAR,freethrow,2 of 2,[],1629661,,,1610612743,51,49,2025-11-12T05:01:43Z,2610000,False,,,0,,C. Johnson Free Throw 2 of 2 (3 PTS),[1629661],1610612743.0,DEN,,,,,,,,Johnson,C. Johnson,,,,Made,3.0,,,,,,,,,,,,,,,,
277,PT03M25.00S,2025-11-12T05:01:58.2Z,2,REGULAR,turnover,out-of-bounds,[],201566,,,1610612758,51,49,2025-11-12T05:02:26Z,2620000,False,,,0,,R. Westbrook bad pass out-of-bounds TURNOVER (1 TO),[201566],1610612758.0,SAC,bad pass,,,,,,,Westbrook,R. Westbrook,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,,,,
280,PT03M14.00S,2025-11-12T05:02:22.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203932,88.25558475689881,47.549019607843135,1610612743,51,51,2025-11-12T05:13:24Z,2650000,False,-12.0,58.0,1,right,A. Gordon driving finger roll Layup (9 PTS) (N. Jokić 4 AST),"[203932, 203999]",1610612743.0,DEN,driving finger roll,,,,,,,Gordon,A. Gordon,In The Paint (Non-RA),0-8 Center,5.92,Made,9.0,N. Jokić,203999.0,4.0,,,,,,,,,,,,,
282,PT02M56.00S,2025-11-12T05:02:39.6Z,2,REGULAR,turnover,bad pass,[],203897,,,1610612758,51,51,2025-11-12T05:02:45Z,2670000,False,,,0,,Z. LaVine bad pass TURNOVER (1 TO),"[203897, 203999]",1610612758.0,SAC,,,,,,,,LaVine,Z. LaVine,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,1.0,Jokić,203999.0,,
283,PT02M56.00S,2025-11-12T05:02:39.6Z,2,REGULAR,steal,,[],203999,,,1610612743,51,51,2025-11-12T05:02:42Z,2680000,False,,,0,,N. Jokić STEAL (1 STL),[203999],1610612743.0,DEN,,,,,,,,Jokić,N. Jokić,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
284,PT02M53.00S,2025-11-12T05:02:45.6Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631165,,,1610612743,51,51,2025-11-12T05:03:10Z,2690000,False,,,0,,K. Ellis shooting personal FOUL (1 PF) (Braun 2 FT),"[1631165, 1631128]",1610612758.0,SAC,shooting,,,,,,202026.0,Ellis,K. Ellis,Restricted Area,0-8 Center,,,,,,,,,,,1.0,0.0,Braun,1631128.0,,,,,
286,PT02M53.00S,2025-11-12T05:03:05.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,51,51,2025-11-12T05:04:39Z,2710000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT02M53.00S,2025-11-12T05:04:47.6Z,2,REGULAR,substitution,out,[],201942,,,1610612743,51,51,2025-11-12T05:06:16Z,2720000,False,,,0,,SUB out: D. DeRozan,[201942],1610612758.0,SAC,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,
288,PT02M53.00S,2025-11-12T05:04:47.6Z,2,REGULAR,substitution,out,[],1631165,,,1610612743,51,51,2025-11-12T05:06:16Z,2730000,False,,,0,,SUB out: K. Ellis,[1631165],1610612758.0,SAC,,,,,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,
289,PT02M53.00S,2025-11-12T05:04:47.6Z,2,REGULAR,substitution,in,[],1628370,,,1610612743,51,51,2025-11-12T05:06:16Z,2740000,False,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,
290,PT02M53.00S,2025-11-12T05:04:47.6Z,2,REGULAR,substitution,in,[],1630173,,,1610612743,51,51,2025-11-12T05:06:16Z,2750000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612758.0,SAC,,,,,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,
291,PT02M53.00S,2025-11-12T05:06:37.1Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1631128,,,1610612743,51,52,2025-11-12T05:14:14Z,2760000,False,,,0,,C. Braun Free Throw 1 of 2 (5 PTS),[1631128],1610612743.0,DEN,,,,,,,,Braun,C. Braun,,,,Made,5.0,,,,,,,,,,,,,,,,
292,PT02M53.00S,2025-11-12T05:06:37.1Z,2,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1631128,,,1610612743,51,53,2025-11-12T05:14:14Z,2770000,False,,,0,,C. Braun Free Throw 2 of 2 (6 PTS),[1631128],1610612743.0,DEN,,,,,,,,Braun,C. Braun,,,,Made,6.0,,,,,,,,,,,,,,,,
293,PT02M42.00S,2025-11-12T05:07:04.5Z,2,REGULAR,3pt,Jump Shot,[],201566,19.793035479632064,94.36274509803921,1610612758,51,53,2025-11-12T05:07:11Z,2780000,False,-222.0,134.0,1,left,MISS R. Westbrook 25' 3PT,[201566],1610612758.0,SAC,,,,,,,,Westbrook,R. Westbrook,Above the Break 3,24+ Left Center,25.89,Missed,,,,,,,,,,,,,,,,,
294,PT02M37.00S,2025-11-12T05:07:09.5Z,2,REGULAR,rebound,defensive,[],1631124,,,1610612743,51,53,2025-11-12T05:07:11Z,2790000,False,,,0,,J. Strawther REBOUND (Off:0 Def:1),[1631124],1610612743.0,DEN,,,,,,,,Strawther,J. Strawther,Above the Break 3,24+ Left Center,,,,,,,293.0,1.0,1.0,0.0,,,,,,,,,
295,PT02M28.00S,2025-11-12T05:07:17.9Z,2,REGULAR,3pt,Jump Shot,[],203932,88.91261498028909,96.81372549019608,1610612743,51,53,2025-11-12T05:07:22Z,2800000,False,234.0,52.0,1,right,MISS A. Gordon 3PT,[203932],1610612743.0,DEN,,,,,,,,Gordon,A. Gordon,Right Corner 3,24+ Right,23.97,Missed,,,,,,,,,,,,,,,,,
296,PT02M25.00S,2025-11-12T05:07:20.9Z,2,REGULAR,rebound,defensive,[],201566,,,1610612758,51,53,2025-11-12T05:07:22Z,2810000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:5),[201566],1610612758.0,SAC,,,,,,,,Westbrook,R. Westbrook,Right Corner 3,24+ Right,,,,,,,295.0,5.0,5.0,0.0,,,,,,,,,
298,PT02M17.00S,2025-11-12T05:07:32.4Z,2,REGULAR,violation,kicked ball,[],203999,,,1610612758,51,53,2025-11-12T05:07:46Z,2830000,False,,,0,,N. Jokić kicked ball VIOLATION,[203999],1610612743.0,DEN,,,,,,,1627526.0,Jokić,N. Jokić,,,,,,,,,,,,,,,,,,,,,
299,PT02M17.00S,2025-11-12T05:07:45.8Z,2,REGULAR,substitution,out,[],1631124,,,1610612758,51,53,2025-11-12T05:07:52Z,2840000,False,,,0,,SUB out: J. Strawther,[1631124],1610612743.0,DEN,,,,,,,,Strawther,J. Strawther,,,,,,,,,,,,,,,,,,,,,
300,PT02M17.00S,2025-11-12T05:07:45.8Z,2,REGULAR,substitution,in,[],1627750,,,1610612758,51,53,2025-11-12T05:07:52Z,2850000,False,,,0,,SUB in: J. Murray,[1627750],1610612743.0,DEN,,,,,,,,Murray,J. Murray,,,,,,,,,,,,,,,,,,,,,
301,PT02M08.00S,2025-11-12T05:08:03.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629234,9.411957950065702,49.26470588235294,1610612758,53,53,2025-11-12T05:15:37Z,2860000,False,4.0,36.0,1,left,D. Eubanks cutting DUNK (7 PTS) (Z. LaVine 3 AST),"[1629234, 203897]",1610612758.0,SAC,cutting,,,,,,,Eubanks,D. Eubanks,Restricted Area,0-8 Center,3.62,Made,7.0,Z. LaVine,203897.0,3.0,,,,,,,,,,,,,
303,PT01M50.00S,2025-11-12T05:08:20.7Z,2,REGULAR,3pt,Jump Shot,[],1631128,69.46452036793693,14.705882352941178,1610612743,53,53,2025-11-12T05:08:27Z,2880000,False,-176.0,235.0,1,right,MISS C. Braun 29' 3PT,[1631128],1610612743.0,DEN,,,,,,,,Braun,C. Braun,Above the Break 3,24+ Left Center,29.35,Missed,,,,,,,,,,,,,,,,,
304,PT01M49.00S,2025-11-12T05:08:21.7Z,2,REGULAR,rebound,offensive,[],203999,,,1610612743,53,53,2025-11-12T05:16:08Z,2890000,False,,,0,,N. Jokić REBOUND (Off:3 Def:4),[203999],1610612743.0,DEN,,,,,,,,Jokić,N. Jokić,Above the Break 3,24+ Left Center,,,,,,,303.0,7.0,4.0,3.0,,,,,,,,,
305,PT01M45.00S,2025-11-12T05:08:26.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203999,88.78120893561103,52.94117647058824,1610612743,53,55,2025-11-12T05:16:20Z,2900000,False,15.0,53.0,1,right,N. Jokić floating Jump Shot (17 PTS),[203999],1610612743.0,DEN,floating,,,,,,,Jokić,N. Jokić,In The Paint (Non-RA),0-8 Center,5.5,Made,17.0,,,,,,,,,,,,,,,,
306,PT01M33.00S,2025-11-12T05:08:37.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203897,15.982260183968464,60.29411764705882,1610612758,53,55,2025-11-12T05:08:50Z,2910000,False,-51.0,98.0,1,left,MISS Z. LaVine 11' step back Shot,[203897],1610612758.0,SAC,step back,,,,,,,LaVine,Z. LaVine,In The Paint (Non-RA),8-16 Center,11.04,Missed,,,,,,,,,,,,,,,,,
307,PT01M30.00S,2025-11-12T05:08:40.6Z,2,REGULAR,rebound,offensive,[],1630173,,,1610612758,53,55,2025-11-12T05:16:49Z,2920000,False,,,0,,P. Achiuwa REBOUND (Off:1 Def:0),[1630173],1610612758.0,SAC,,,,,,,,Achiuwa,P. Achiuwa,In The Paint (Non-RA),8-16 Center,,,,,,,306.0,1.0,0.0,1.0,,,,,,,,,
308,PT01M19.00S,2025-11-12T05:08:51.8Z,2,REGULAR,turnover,lost ball,[],1630173,,,1610612758,53,55,2025-11-12T05:08:56Z,2930000,False,,,0,,P. Achiuwa lost ball TURNOVER (1 TO),"[1630173, 1631128]",1610612758.0,SAC,,,,,,,,Achiuwa,P. Achiuwa,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,1.0,Braun,1631128.0,,
309,PT01M19.00S,2025-11-12T05:08:51.8Z,2,REGULAR,steal,,[],1631128,,,1610612743,53,55,2025-11-12T05:08:54Z,2940000,False,,,0,,C. Braun STEAL (1 STL),[1631128],1610612743.0,DEN,,,,,,,,Braun,C. Braun,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
310,PT01M16.00S,2025-11-12T05:08:56.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203897,,,1610612743,53,55,2025-11-12T05:09:10Z,2950000,False,,,0,,Z. LaVine shooting personal FOUL (1 PF) (Gordon 2 FT),"[203897, 203932]",1610612758.0,SAC,shooting,,,,,,1627526.0,LaVine,Z. LaVine,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,0.0,Gordon,203932.0,,,,,
312,PT01M16.00S,2025-11-12T05:09:21.2Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203932,,,1610612743,53,55,2025-11-12T05:09:47Z,2970000,False,,,0,,MISS A. Gordon Free Throw 1 of 2,[203932],1610612743.0,DEN,,,,,,,,Gordon,A. Gordon,,,,Missed,,,,,,,,,,,,,,,,,
313,PT01M16.00S,2025-11-12T05:09:21.2Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612743,53,55,2025-11-12T05:09:47Z,2980000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,312.0,,,,,,,,,,,,
314,PT01M16.00S,2025-11-12T05:09:22.2Z,2,REGULAR,substitution,out,[],1630173,,,1610612743,53,55,2025-11-12T05:09:39Z,2990000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612758.0,SAC,,,,,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,
315,PT01M16.00S,2025-11-12T05:09:22.2Z,2,REGULAR,substitution,in,[],203471,,,1610612743,53,55,2025-11-12T05:09:39Z,3000000,False,,,0,,SUB in: D. Schröder,[203471],1610612758.0,SAC,,,,,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,
316,PT01M16.00S,2025-11-12T05:09:21.2Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",203932,,,1610612743,53,55,2025-11-12T05:09:47Z,3010000,False,,,0,,MISS A. Gordon Free Throw 2 of 2,[203932],1610612743.0,DEN,,,,,,,,Gordon,A. Gordon,,,,Missed,,,,,,,,,,,,,,,,,
317,PT01M12.00S,2025-11-12T05:09:25.2Z,2,REGULAR,rebound,offensive,[],1629661,,,1610612743,53,55,2025-11-12T05:09:47Z,3020000,False,,,0,,C. Johnson REBOUND (Off:1 Def:1),[1629661],1610612743.0,DEN,,,,,,,,Johnson,C. Johnson,,,,,,,,,316.0,2.0,1.0,1.0,,,,,,,,,
318,PT01M07.00S,2025-11-12T05:09:51.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",203999,90.62089356110381,51.470588235294116,1610612743,53,57,2025-11-12T05:09:56Z,3030000,False,7.0,36.0,1,right,N. Jokić driving Layup (19 PTS) (C. Braun 1 AST),"[203999, 1631128]",1610612743.0,DEN,driving,,,,,,,Jokić,N. Jokić,Restricted Area,0-8 Center,3.65,Made,19.0,C. Braun,1631128.0,1.0,,,,,,,,,,,,,
319,PT00M48.50S,2025-11-12T05:10:09.7Z,2,REGULAR,3pt,Jump Shot,[],203897,3.4986859395532193,95.58823529411765,1610612758,56,57,2025-11-12T05:10:16Z,3040000,False,-228.0,-20.0,1,left,Z. LaVine 3PT  (8 PTS) (R. Westbrook 6 AST),"[203897, 201566]",1610612758.0,SAC,,,,,,,,LaVine,Z. LaVine,Left Corner 3,24+ Left,22.87,Made,8.0,R. Westbrook,201566.0,6.0,,,,,,,,,,,,,
323,PT00M26.10S,2025-11-12T05:10:37.6Z,2,REGULAR,foul,personal,"['inpenalty', '3freethrow']",203897,,,1610612743,56,57,2025-11-12T05:10:53Z,3060000,False,,,0,,Z. LaVine shooting personal FOUL (2 PF) (Gordon 3 FT),"[203897, 203932]",1610612758.0,SAC,shooting,,,,,,202026.0,LaVine,Z. LaVine,Left Corner 3,24+ Left,,,,,,,,,,,2.0,0.0,Gordon,203932.0,,,,,
325,PT00M26.10S,2025-11-12T05:11:10.6Z,2,REGULAR,freethrow,1 of 3,[],203932,,,1610612743,56,58,2025-11-12T05:11:10Z,3080000,False,,,0,,A. Gordon Free Throw 1 of 3 (10 PTS),[203932],1610612743.0,DEN,,,,,,,,Gordon,A. Gordon,,,,Made,10.0,,,,,,,,,,,,,,,,
326,PT00M26.10S,2025-11-12T05:11:23.9Z,2,REGULAR,freethrow,2 of 3,[],203932,,,1610612743,56,59,2025-11-12T05:11:23Z,3090000,False,,,0,,A. Gordon Free Throw 2 of 3 (11 PTS),[203932],1610612743.0,DEN,,,,,,,,Gordon,A. Gordon,,,,Made,11.0,,,,,,,,,,,,,,,,
328,PT00M26.10S,2025-11-12T05:11:30.1Z,2,REGULAR,substitution,out,[],1629661,,,1610612743,56,59,2025-11-12T05:11:34Z,3100000,False,,,0,,SUB out: C. Johnson,[1629661],1610612743.0,DEN,,,,,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,
329,PT00M26.10S,2025-11-12T05:11:30.1Z,2,REGULAR,substitution,in,[],1631212,,,1610612743,56,59,2025-11-12T05:11:34Z,3110000,False,,,0,,SUB in: P. Watson,[1631212],1610612743.0,DEN,,,,,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,
330,PT00M26.10S,2025-11-12T05:11:46.4Z,2,REGULAR,freethrow,3 of 3,[],203932,,,1610612743,56,60,2025-11-12T05:11:46Z,3120000,False,,,0,,A. Gordon Free Throw 3 of 3 (12 PTS),[203932],1610612743.0,DEN,,,,,,,,Gordon,A. Gordon,,,,Made,12.0,,,,,,,,,,,,,,,,
331,PT00M07.80S,2025-11-12T05:12:06.7Z,2,REGULAR,3pt,Jump Shot,[],201566,4.944152431011826,96.81372549019608,1610612758,56,60,2025-11-12T05:12:12Z,3130000,False,-234.0,-6.0,1,left,MISS R. Westbrook 3PT,[201566],1610612758.0,SAC,,,,,,,,Westbrook,R. Westbrook,Left Corner 3,24+ Left,23.42,Missed,,,,,,,,,,,,,,,,,
332,PT00M05.50S,2025-11-12T05:12:09.0Z,2,REGULAR,rebound,offensive,[],1629234,,,1610612758,56,60,2025-11-12T05:20:31Z,3140000,False,,,0,,D. Eubanks REBOUND (Off:2 Def:3),[1629234],1610612758.0,SAC,,,,,,,,Eubanks,D. Eubanks,Left Corner 3,24+ Left,,,,,,,331.0,5.0,3.0,2.0,,,,,,,,,
333,PT00M03.30S,2025-11-12T05:12:13.2Z,2,REGULAR,turnover,bad pass,[],1628370,,,1610612758,56,60,2025-11-12T05:21:07Z,3150000,False,,,0,,M. Monk bad pass TURNOVER (1 TO),"[1628370, 203999]",1610612758.0,SAC,,,,,,,,Monk,M. Monk,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,1.0,Jokić,203999.0,,
334,PT00M03.30S,2025-11-12T05:12:13.2Z,2,REGULAR,steal,,[],203999,,,1610612743,56,60,2025-11-12T05:12:15Z,3160000,False,,,0,,N. Jokić STEAL (2 STL),[203999],1610612743.0,DEN,,,,,,,,Jokić,N. Jokić,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,
335,PT00M00.40S,2025-11-12T05:12:17.3Z,2,REGULAR,heave,,['fromturnover'],0,,,1610612743,56,60,2025-11-12T05:21:20Z,3170000,False,,,0,,DEN Heave,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Center,39.88,,,,,,,,,,,,,,,,,,
336,PT00M00.10S,2025-11-12T05:12:17.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612743,56,60,2025-11-12T05:21:20Z,3180000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Above the Break 3,24+ Center,,,,,,,335.0,,,,,,,,,,,,
337,PT00M00.00S,2025-11-12T05:12:38.4Z,2,REGULAR,period,end,[],0,,,1610612743,56,60,2025-11-12T05:12:38Z,3190000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2025-11-12T05:27:07.9Z,3,REGULAR,substitution,out,['startperiod'],1628370,,,1610612743,56,60,2025-11-12T05:28:49Z,3200000,False,,,0,,SUB out: M. Monk,[1628370],1610612758.0,SAC,,,,,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2025-11-12T05:27:07.9Z,3,REGULAR,substitution,out,['startperiod'],201566,,,1610612743,56,60,2025-11-12T05:28:49Z,3210000,False,,,0,,SUB out: R. Westbrook,[201566],1610612758.0,SAC,,,,,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2025-11-12T05:27:07.9Z,3,REGULAR,substitution,out,['startperiod'],1629234,,,1610612743,56,60,2025-11-12T05:28:49Z,3220000,False,,,0,,SUB out: D. Eubanks,[1629234],1610612758.0,SAC,,,,,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2025-11-12T05:27:07.9Z,3,REGULAR,substitution,out,['startperiod'],1631212,,,1610612743,56,60,2025-11-12T05:28:49Z,3230000,False,,,0,,SUB out: P. Watson,[1631212],1610612743.0,DEN,,,,,,,,Watson,P. Watson,,,,,,,,,,,,,,,,,,,,,
343,PT12M00.00S,2025-11-12T05:27:07.9Z,3,REGULAR,substitution,in,['startperiod'],201942,,,1610612743,56,60,2025-11-12T05:28:49Z,3240000,False,,,0,,SUB in: D. DeRozan,[201942],1610612758.0,SAC,,,,,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,
344,PT12M00.00S,2025-11-12T05:27:07.9Z,3,REGULAR,substitution,in,['startperiod'],1627734,,,1610612743,56,60,2025-11-12T05:28:49Z,3250000,False,,,0,,SUB in: D. Sabonis,[1627734],1610612758.0,SAC,,,,,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,
345,PT12M00.00S,2025-11-12T05:27:07.9Z,3,REGULAR,substitution,in,['startperiod'],1630173,,,1610612743,56,60,2025-11-12T05:28:49Z,3260000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612758.0,SAC,,,,,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,
346,PT12M00.00S,2025-11-12T05:27:07.9Z,3,REGULAR,substitution,in,['startperiod'],1629661,,,1610612743,56,60,2025-11-12T05:28:49Z,3270000,False,,,0,,SUB in: C. Johnson,[1629661],1610612743.0,DEN,,,,,,,,Johnson,C. Johnson,,,,,,,,,,,,,,,,,,,,,
347,PT12M00.00S,2025-11-12T05:28:50.4Z,3,REGULAR,period,start,[],0,,,1610612743,56,60,2025-11-12T05:28:50Z,3280000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT11M45.00S,2025-11-12T05:29:05.2Z,3,REGULAR,2pt,Jump Shot,[],1627750,25.837713534822605,42.15686274509804,1610612743,56,62,2025-11-12T05:29:25Z,3290000,False,39.0,190.0,1,left,J. Murray 19' Jump Shot (10 PTS) (N. Jokić 5 AST),"[1627750, 203999]",1610612743.0,DEN,,,,,,,,Murray,J. Murray,Mid-Range,16-24 Center,19.44,Made,10.0,N. Jokić,203999.0,5.0,,,,,,,,,,,,,
350,PT11M25.00S,2025-11-12T05:29:24.2Z,3,REGULAR,3pt,Jump Shot,[],201942,64.60249671484888,45.34313725490196,1610612758,56,62,2025-11-12T05:29:31Z,3310000,False,-23.0,280.0,1,right,MISS D. DeRozan 28' 3PT,[201942],1610612758.0,SAC,,,,,,,,DeRozan,D. DeRozan,Above the Break 3,24+ Center,28.12,Missed,,,,,,,,,,,,,,,,,
351,PT11M24.00S,2025-11-12T05:29:25.2Z,3,REGULAR,rebound,offensive,[],1630173,,,1610612758,56,62,2025-11-12T05:29:56Z,3320000,False,,,0,,P. Achiuwa REBOUND (Off:2 Def:0),[1630173],1610612758.0,SAC,,,,,,,,Achiuwa,P. Achiuwa,Above the Break 3,24+ Center,,,,,,,350.0,2.0,0.0,2.0,,,,,,,,,
352,PT11M23.00S,2025-11-12T05:29:30.2Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630173,87.59855453350855,42.40196078431372,1610612758,58,62,2025-11-12T05:30:01Z,3330000,False,-38.0,64.0,1,right,P. Achiuwa 7' putback Layup (4 PTS),[1630173],1610612758.0,SAC,putback,,,,,,,Achiuwa,P. Achiuwa,In The Paint (Non-RA),0-8 Center,7.45,Made,4.0,,,,,,,,,,,,,,,,
353,PT11M07.00S,2025-11-12T05:29:42.2Z,3,REGULAR,3pt,Jump Shot,[],1629661,8.229303547963205,1.9607843137254901,1610612743,58,62,2025-11-12T05:29:50Z,3340000,False,240.0,25.0,1,left,MISS C. Johnson 24' 3PT,[1629661],1610612743.0,DEN,,,,,,,,Johnson,C. Johnson,Right Corner 3,24+ Right,24.15,Missed,,,,,,,,,,,,,,,,,
354,PT11M06.00S,2025-11-12T05:29:43.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612743,58,62,2025-11-12T05:29:50Z,3350000,False,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,353.0,,,,,,,,,,,,
