actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
262,PT01M54.00S,2026-01-02T03:58:28.1Z,2,REGULAR,jumpball,recovered,[],1629674,,,1610612738,59,56,2026-01-02T04:07:18Z,2590000,False,,,0,,Jump Ball D. White vs. D. DeRozan: Tip to N. Queta,"[1629674, 1628401, 201942]",1610612738.0,BOS,heldball,N. Queta,1629674.0,Queta,N. Queta,White,1628401.0,DeRozan,201942.0,,,,,,,,,,,,,,,,,,,,,,
265,PT01M34.00S,2026-01-02T03:58:41.2Z,2,REGULAR,turnover,bad pass,[],1630202,,,1610612738,59,56,2026-01-02T03:58:50Z,2620000,False,,,0,,P. Pritchard bad pass TURNOVER (1 TO),"[1630202, 1630173]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Center,,1.0,,,,,,,Achiuwa,1630173.0,,,,,,,,,,
266,PT01M34.00S,2026-01-02T03:58:41.2Z,2,REGULAR,steal,,[],1630173,,,1610612758,59,56,2026-01-02T04:06:14Z,2630000,False,,,0,,P. Achiuwa STEAL (2 STL),[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
267,PT01M27.00S,2026-01-02T03:58:47.9Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', 'fastbreak']",201942,10.85742444152431,11.76470588235294,1610612758,61,56,2026-01-02T04:12:03Z,2640000,False,191.0,50.0,1,left,D. DeRozan 19' running Jump Shot (12 PTS) (R. Westbrook 6 AST),"[201942, 201566]",1610612758.0,SAC,running,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Right,,,19.75,Made,12.0,R. Westbrook,201566.0,6.0,,,,,,,,,,,,
269,PT01M09.00S,2026-01-02T03:59:05.6Z,2,REGULAR,3pt,Jump Shot,[],1628401,62.89421813403416,55.14705882352941,1610612738,61,56,2026-01-02T04:12:32Z,2660000,False,26.0,296.0,1,right,MISS D. White 29' pullup 3PT,[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Above the Break 3,24+ Center,,,29.74,Missed,,,,,,,,,,,,,,,,
270,PT01M06.00S,2026-01-02T03:59:08.6Z,2,REGULAR,rebound,offensive,[],1630202,,,1610612738,61,56,2026-01-02T03:59:08Z,2670000,False,,,0,,P. Pritchard REBOUND (Off:1 Def:0),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,269.0,1.0,0.0,1.0,,,,,,
271,PT00M59.10S,2026-01-02T03:59:17.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629674,90.22667542706965,44.11764705882353,1610612738,61,58,2026-01-02T03:59:22Z,2680000,False,-29.0,39.0,1,right,N. Queta driving Layup (8 PTS) (P. Pritchard 3 AST),"[1629674, 1630202]",1610612738.0,BOS,driving,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,4.92,Made,8.0,P. Pritchard,1630202.0,3.0,,,,,,,,,,,,
273,PT00M46.80S,2026-01-02T03:59:40.0Z,2,REGULAR,2pt,Jump Shot,[],201942,7.5722733245729295,73.52941176470588,1610612758,61,58,2026-01-02T03:59:44Z,2700000,False,-118.0,19.0,1,left,MISS D. DeRozan 11' turnaround Shot,[201942],1610612758.0,SAC,turnaround,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,11.91,Missed,,,,,,,,,,,,,,,,
274,PT00M43.60S,2026-01-02T03:59:43.2Z,2,REGULAR,rebound,defensive,[],1627759,,,1610612738,61,58,2026-01-02T03:59:44Z,2710000,False,,,0,,J. Brown REBOUND (Off:0 Def:4),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,,,,,,,,,,,273.0,4.0,4.0,0.0,,,,,,
275,PT00M37.10S,2026-01-02T03:59:50.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,89.70105124835742,53.18627450980392,1610612738,61,60,2026-01-02T03:59:54Z,2720000,False,16.0,44.0,1,right,J. Brown driving Layup (8 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,4.71,Made,8.0,,,,,,,,,,,,,,,
276,PT00M25.10S,2026-01-02T04:00:06.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1642875,11.514454664914586,55.14705882352941,1610612758,61,60,2026-01-02T04:00:17Z,2730000,False,-26.0,56.0,1,left,MISS M. Raynaud 6' Layup - blocked,"[1642875, 1629674]",1610612758.0,SAC,,,,Raynaud,M. Raynaud,,,,,In The Paint (Non-RA),0-8 Center,,,6.13,Missed,,,,,,,,,,,Queta,1629674.0,,,,
277,PT00M25.10S,2026-01-02T04:00:06.7Z,2,REGULAR,block,,[],1629674,,,1610612758,61,60,2026-01-02T04:00:10Z,2740000,False,,,0,,N. Queta BLOCK (2 BLK),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
278,PT00M20.20S,2026-01-02T04:00:11.6Z,2,REGULAR,rebound,defensive,[],1629674,,,1610612738,61,60,2026-01-02T04:04:47Z,2750000,False,,,0,,N. Queta REBOUND (Off:0 Def:3),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,276.0,3.0,3.0,0.0,,,,,,
279,PT00M01.70S,2026-01-02T04:00:30.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,90.09526938239159,41.66666666666667,1610612738,61,62,2026-01-02T04:00:36Z,2760000,False,-42.0,41.0,1,right,J. Brown driving Layup (10 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,5.82,Made,10.0,,,,,,,,,,,,,,,
280,PT00M00.00S,2026-01-02T04:00:43.7Z,2,REGULAR,period,end,[],0,,,1610612758,61,62,2026-01-02T04:00:43Z,2770000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,PT12M00.00S,2026-01-02T04:14:33.0Z,3,REGULAR,substitution,out,['startperiod'],1629014,,,1610612758,61,62,2026-01-02T04:15:50Z,2780000,False,,,0,,SUB out: A. Simons,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
283,PT12M00.00S,2026-01-02T04:14:33.0Z,3,REGULAR,substitution,in,['startperiod'],1630573,,,1610612758,61,62,2026-01-02T04:15:50Z,2790000,False,,,0,,SUB in: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
284,PT12M00.00S,2026-01-02T04:15:51.7Z,3,REGULAR,period,start,[],0,,,1610612758,61,62,2026-01-02T04:15:51Z,2800000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT11M38.00S,2026-01-02T04:16:12.9Z,3,REGULAR,turnover,bad pass,[],201566,,,1610612758,61,62,2026-01-02T04:16:17Z,2810000,False,,,0,,R. Westbrook bad pass TURNOVER (2 TO),"[201566, 1629674]",1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Right,,2.0,,,,,,,Queta,1629674.0,,,,,,,,,,
286,PT11M38.00S,2026-01-02T04:16:12.9Z,3,REGULAR,steal,,[],1629674,,,1610612738,61,62,2026-01-02T04:16:14Z,2820000,False,,,0,,N. Queta STEAL (1 STL),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
287,PT11M26.00S,2026-01-02T04:16:24.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628401,33.459264126149804,36.27450980392157,1610612738,61,62,2026-01-02T04:27:59Z,2830000,False,69.0,262.0,1,left,MISS D. White 27' step back 3PT,[1628401],1610612738.0,BOS,step back,,,White,D. White,,,,,Above the Break 3,24+ Center,,,27.08,Missed,,,,,,,,,,,,,,,,
288,PT11M22.00S,2026-01-02T04:16:28.8Z,3,REGULAR,rebound,defensive,[],1631099,,,1610612758,61,62,2026-01-02T04:16:30Z,2840000,False,,,0,,K. Murray REBOUND (Off:0 Def:2),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Above the Break 3,24+ Center,,,,,,,,,,,287.0,2.0,2.0,0.0,,,,,,
289,PT11M16.00S,2026-01-02T04:16:34.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1631099,90.22667542706965,57.84313725490197,1610612758,61,62,2026-01-02T04:18:14Z,2850000,False,39.0,39.0,1,right,MISS K. Murray running Layup - blocked,"[1631099, 1629674]",1610612758.0,SAC,running,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,5.56,Missed,,,,,,,,,,,Queta,1629674.0,,,,
290,PT11M16.00S,2026-01-02T04:16:34.8Z,3,REGULAR,block,,[],1629674,,,1610612758,61,62,2026-01-02T04:16:39Z,2860000,False,,,0,,N. Queta BLOCK (3 BLK),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
291,PT11M11.00S,2026-01-02T04:16:39.8Z,3,REGULAR,rebound,defensive,[],1629674,,,1610612738,61,62,2026-01-02T04:16:42Z,2870000,False,,,0,,N. Queta REBOUND (Off:0 Def:4),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,289.0,4.0,4.0,0.0,,,,,,
292,PT11M08.00S,2026-01-02T04:16:42.7Z,3,REGULAR,3pt,Jump Shot,[],1630202,6.783837056504599,2.941176470588235,1610612738,61,65,2026-01-02T04:19:03Z,2880000,False,235.0,11.0,1,left,P. Pritchard 3PT  (12 PTS) (D. White 6 AST),"[1630202, 1628401]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Right Corner 3,24+ Right,,,23.56,Made,12.0,D. White,1628401.0,6.0,,,,,,,,,,,,
294,PT10M46.00S,2026-01-02T04:17:04.0Z,3,REGULAR,2pt,Jump Shot,[],201942,82.9993429697766,67.64705882352942,1610612758,61,65,2026-01-02T04:17:11Z,2900000,False,88.0,107.0,1,right,MISS D. DeRozan 13' pullup Shot,[201942],1610612758.0,SAC,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,,,13.89,Missed,,,,,,,,,,,,,,,,
295,PT10M41.00S,2026-01-02T04:17:09.0Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,61,65,2026-01-02T04:17:11Z,2910000,False,,,0,,J. Brown REBOUND (Off:0 Def:5),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Right,,,,,,,,,,,294.0,5.0,5.0,0.0,,,,,,
296,PT10M35.00S,2026-01-02T04:17:15.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,10.33180026281209,44.36274509803921,1610612738,61,67,2026-01-02T04:19:46Z,2920000,False,28.0,45.0,1,left,J. Brown driving Layup (12 PTS) (P. Pritchard 4 AST),"[1627759, 1630202]",1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,5.28,Made,12.0,P. Pritchard,1630202.0,4.0,,,,,,,,,,,,
298,PT10M23.00S,2026-01-02T04:17:27.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630173,88.78120893561103,43.627450980392155,1610612758,61,67,2026-01-02T04:17:32Z,2940000,False,-32.0,53.0,1,right,MISS P. Achiuwa 6' driving Layup,[1630173],1610612758.0,SAC,driving,,,Achiuwa,P. Achiuwa,,,,,In The Paint (Non-RA),0-8 Center,,,6.19,Missed,,,,,,,,,,,,,,,,
299,PT10M21.00S,2026-01-02T04:17:29.9Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,61,67,2026-01-02T04:17:32Z,2950000,False,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,298.0,2.0,2.0,0.0,,,,,,
300,PT10M14.00S,2026-01-02T04:17:39.2Z,3,REGULAR,foul,personal,['2freethrow'],201566,,,1610612738,61,67,2026-01-02T04:17:52Z,2960000,False,,,0,,R. Westbrook shooting personal FOUL (3 PF) (Pritchard 2 FT),"[201566, 1630202]",1610612758.0,SAC,shooting,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),8-16 Center,1662.0,,,,,,,,,,,,,,,,3.0,0.0,Pritchard,1630202.0
302,PT10M14.00S,2026-01-02T04:18:10.4Z,3,REGULAR,freethrow,1 of 2,[],1630202,,,1610612738,61,68,2026-01-02T04:18:10Z,2980000,False,,,0,,P. Pritchard Free Throw 1 of 2 (13 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,Made,13.0,,,,,,,,,,,,,,,
303,PT10M14.00S,2026-01-02T04:18:29.0Z,3,REGULAR,freethrow,2 of 2,[],1630202,,,1610612738,61,69,2026-01-02T04:18:29Z,2990000,False,,,0,,P. Pritchard Free Throw 2 of 2 (14 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,Made,14.0,,,,,,,,,,,,,,,
304,PT10M00.00S,2026-01-02T04:18:44.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],201942,88.64980289093299,45.09803921568628,1610612758,63,69,2026-01-02T04:18:56Z,3000000,False,-25.0,54.0,1,right,D. DeRozan driving Layup (14 PTS) (M. Raynaud 1 AST),"[201942, 1642875]",1610612758.0,SAC,driving,,,DeRozan,D. DeRozan,,,,,In The Paint (Non-RA),0-8 Center,,,5.95,Made,14.0,M. Raynaud,1642875.0,1.0,,,,,,,,,,,,
305,PT09M53.00S,2026-01-02T04:18:52.8Z,3,REGULAR,3pt,Jump Shot,[],1627759,29.38567674113009,22.794117647058822,1610612738,63,69,2026-01-02T04:18:59Z,3010000,False,136.0,224.0,1,left,MISS J. Brown 26' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,,,26.18,Missed,,,,,,,,,,,,,,,,
306,PT09M53.00S,2026-01-02T04:18:52.8Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612758,63,69,2026-01-02T04:18:59Z,3020000,False,,,0,,TEAM defensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,305.0,,,,,,,,,
308,PT09M35.00S,2026-01-02T04:19:21.4Z,3,REGULAR,3pt,Jump Shot,[],201566,72.7496714848883,87.74509803921569,1610612758,66,69,2026-01-02T04:19:26Z,3040000,False,189.0,204.0,1,right,R. Westbrook 27' 3PT  (5 PTS) (D. DeRozan 2 AST),"[201566, 201942]",1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Right Center,,,27.77,Made,5.0,D. DeRozan,201942.0,2.0,,,,,,,,,,,,
310,PT09M24.00S,2026-01-02T04:19:31.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1627759,10.988830486202366,41.911764705882355,1610612738,66,71,2026-01-02T04:19:36Z,3060000,False,40.0,51.0,1,left,J. Brown 6' driving Layup (14 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,6.49,Made,14.0,,,,,,,,,,,,,,,
311,PT09M09.00S,2026-01-02T04:19:45.9Z,3,REGULAR,3pt,Jump Shot,[],1630173,69.85873850197109,17.401960784313726,1610612758,66,71,2026-01-02T04:19:50Z,3070000,False,-163.0,231.0,1,right,MISS P. Achiuwa 28' 3PT,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Left Center,,,28.26,Missed,,,,,,,,,,,,,,,,
312,PT09M07.00S,2026-01-02T04:19:47.9Z,3,REGULAR,rebound,defensive,[],1630573,,,1610612738,66,71,2026-01-02T04:19:50Z,3080000,False,,,0,,S. Hauser REBOUND (Off:0 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,311.0,2.0,2.0,0.0,,,,,,
313,PT09M00.00S,2026-01-02T04:19:55.8Z,3,REGULAR,3pt,Jump Shot,[],1630573,27.414586070959263,88.97058823529412,1610612738,66,74,2026-01-02T04:23:22Z,3090000,False,-195.0,205.0,1,left,S. Hauser 28' 3PT pullup (12 PTS) (P. Pritchard 5 AST),"[1630573, 1630202]",1610612738.0,BOS,pullup,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,28.3,Made,12.0,P. Pritchard,1630202.0,5.0,,,,,,,,,,,,
315,PT08M59.00S,2026-01-02T04:20:03.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,66,74,2026-01-02T04:20:03Z,3110000,False,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,PT08M59.00S,2026-01-02T04:20:24.5Z,3,REGULAR,substitution,out,[],1630173,,,1610612758,66,74,2026-01-02T04:22:47Z,3120000,False,,,0,,SUB out: P. Achiuwa,[1630173],1610612758.0,SAC,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
317,PT08M59.00S,2026-01-02T04:20:24.5Z,3,REGULAR,substitution,in,[],1631165,,,1610612758,66,74,2026-01-02T04:22:47Z,3130000,False,,,0,,SUB in: K. Ellis,[1631165],1610612758.0,SAC,,,,Ellis,K. Ellis,,,,,,,,,,,,,,,,,,,,,,,,,,
318,PT08M46.00S,2026-01-02T04:23:06.4Z,3,REGULAR,3pt,Jump Shot,[],201566,93.51182654402102,98.0392156862745,1610612758,69,74,2026-01-02T04:23:11Z,3140000,False,240.0,8.0,1,right,R. Westbrook 24' 3PT  (8 PTS) (K. Murray 2 AST),"[201566, 1631099]",1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Right Corner 3,24+ Right,,,24.04,Made,8.0,K. Murray,1631099.0,2.0,,,,,,,,,,,,
320,PT08M28.00S,2026-01-02T04:23:24.8Z,3,REGULAR,foul,personal,[],201566,,,1610612738,69,74,2026-01-02T04:23:35Z,3160000,False,,,0,,R. Westbrook personal FOUL (4 PF),"[201566, 1627759]",1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,Mid-Range,8-16 Left,201246.0,,,,,,,,,,,,,,,,4.0,0.0,Brown,1627759.0
322,PT08M28.00S,2026-01-02T04:23:44.0Z,3,REGULAR,substitution,out,[],201566,,,1610612738,69,74,2026-01-02T04:23:48Z,3180000,False,,,0,,SUB out: R. Westbrook,[201566],1610612758.0,SAC,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT08M28.00S,2026-01-02T04:23:44.0Z,3,REGULAR,substitution,in,[],203471,,,1610612738,69,74,2026-01-02T04:23:48Z,3190000,False,,,0,,SUB in: D. Schröder,[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT08M20.00S,2026-01-02T04:24:02.0Z,3,REGULAR,3pt,Jump Shot,[],1628401,7.966491458607096,97.54901960784314,1610612738,69,74,2026-01-02T04:24:07Z,3200000,False,-238.0,22.0,1,left,MISS D. White 3PT,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Left Corner 3,24+ Left,,,23.88,Missed,,,,,,,,,,,,,,,,
325,PT08M18.00S,2026-01-02T04:24:04.0Z,3,REGULAR,rebound,defensive,[],203471,,,1610612758,69,74,2026-01-02T04:24:07Z,3210000,False,,,0,,D. Schröder REBOUND (Off:0 Def:2),[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Left Corner 3,24+ Left,,,,,,,,,,,324.0,2.0,2.0,0.0,,,,,,
326,PT08M04.00S,2026-01-02T04:24:18.8Z,3,REGULAR,3pt,Jump Shot,[],201942,69.99014454664915,16.42156862745098,1610612758,72,74,2026-01-02T04:24:24Z,3220000,False,-168.0,230.0,1,right,D. DeRozan 28' 3PT  (17 PTS) (D. Schröder 6 AST),"[201942, 203471]",1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Left Center,,,28.44,Made,17.0,D. Schröder,203471.0,6.0,,,,,,,,,,,,
328,PT07M52.00S,2026-01-02T04:24:32.2Z,3,REGULAR,foul,offensive,[],1630202,,,1610612738,72,74,2026-01-02T04:24:51Z,3240000,False,,,0,,P. Pritchard offensive FOUL (1 PF),"[1630202, 203471]",1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Center,201246.0,,,,,,,,,,,,,,,,1.0,0.0,Schröder,203471.0
330,PT07M52.00S,2026-01-02T04:24:32.2Z,3,REGULAR,turnover,offensive foul,[],1630202,,,1610612738,72,74,2026-01-02T04:24:32Z,3260000,False,,,0,,P. Pritchard offensive foul TURNOVER (2 TO),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,In The Paint (Non-RA),8-16 Center,201246.0,2.0,,,,,,,,,,,,,,,,,,
331,PT07M30.00S,2026-01-02T04:25:07.6Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1631099,80.23981603153744,58.333333333333336,1610612758,74,74,2026-01-02T04:38:50Z,3270000,False,42.0,133.0,1,right,K. Murray 13' driving floating Jump Shot (7 PTS) (D. DeRozan 3 AST),"[1631099, 201942]",1610612758.0,SAC,driving floating,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Center,,,13.96,Made,7.0,D. DeRozan,201942.0,3.0,,,,,,,,,,,,
333,PT07M08.00S,2026-01-02T04:25:29.1Z,3,REGULAR,3pt,Jump Shot,[],1630573,32.14520367936925,28.431372549019606,1610612738,74,74,2026-01-02T04:25:34Z,3290000,False,108.0,250.0,1,left,MISS S. Hauser 27' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Right Center,,,27.2,Missed,,,,,,,,,,,,,,,,
334,PT07M04.00S,2026-01-02T04:25:33.1Z,3,REGULAR,rebound,defensive,[],201942,,,1610612758,74,74,2026-01-02T04:25:34Z,3300000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:2),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,333.0,3.0,2.0,1.0,,,,,,
335,PT06M58.00S,2026-01-02T04:25:39.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],203471,89.56964520367937,3.6764705882352944,1610612758,77,74,2026-01-02T04:25:49Z,3310000,False,-232.0,46.0,1,right,D. Schröder 3PT running (12 PTS) (D. DeRozan 4 AST),"[203471, 201942]",1610612758.0,SAC,running,,,Schröder,D. Schröder,,,,,Left Corner 3,24+ Left,,,23.6,Made,12.0,D. DeRozan,201942.0,4.0,,,,,,,,,,,,
337,PT06M58.00S,2026-01-02T04:25:49.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,77,74,2026-01-02T04:25:49Z,3330000,False,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT06M58.00S,2026-01-02T04:27:42.0Z,3,REGULAR,substitution,out,[],1628401,,,1610612738,77,74,2026-01-02T04:28:26Z,3340000,False,,,0,,SUB out: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT06M58.00S,2026-01-02T04:27:42.0Z,3,REGULAR,substitution,out,[],1629674,,,1610612738,77,74,2026-01-02T04:28:26Z,3350000,False,,,0,,SUB out: N. Queta,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT06M58.00S,2026-01-02T04:27:42.0Z,3,REGULAR,substitution,in,[],1630568,,,1610612738,77,74,2026-01-02T04:28:26Z,3360000,False,,,0,,SUB in: L. Garza,[1630568],1610612738.0,BOS,,,,Garza,L. Garza,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT06M58.00S,2026-01-02T04:27:42.0Z,3,REGULAR,substitution,in,[],1629014,,,1610612738,77,74,2026-01-02T04:28:26Z,3370000,False,,,0,,SUB in: A. Simons,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT06M44.00S,2026-01-02T04:28:48.9Z,3,REGULAR,3pt,Jump Shot,[],1630573,5.732588699080158,96.81372549019608,1610612738,77,74,2026-01-02T04:28:54Z,3380000,False,-234.0,1.0,1,left,MISS S. Hauser 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,,,23.41,Missed,,,,,,,,,,,,,,,,
343,PT06M40.00S,2026-01-02T04:28:52.9Z,3,REGULAR,rebound,defensive,[],201942,,,1610612758,77,74,2026-01-02T04:28:54Z,3390000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:3),[201942],1610612758.0,SAC,,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,,,,,,,,,,,342.0,4.0,3.0,1.0,,,,,,
344,PT06M30.00S,2026-01-02T04:29:03.3Z,3,REGULAR,2pt,Jump Shot,[],201942,88.51839684625493,23.284313725490197,1610612758,77,74,2026-01-02T04:29:07Z,3400000,False,-134.0,55.0,1,right,MISS D. DeRozan 14' turnaround Shot,[201942],1610612758.0,SAC,turnaround,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Left,,,14.46,Missed,,,,,,,,,,,,,,,,
345,PT06M27.00S,2026-01-02T04:29:06.3Z,3,REGULAR,rebound,defensive,[],1627759,,,1610612738,77,74,2026-01-02T04:29:07Z,3410000,False,,,0,,J. Brown REBOUND (Off:0 Def:6),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Mid-Range,8-16 Left,,,,,,,,,,,344.0,6.0,6.0,0.0,,,,,,
346,PT06M23.00S,2026-01-02T04:29:09.6Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1627759,32.933639947437584,60.5392156862745,1610612738,77,77,2026-01-02T04:58:20Z,3420000,False,-53.0,257.0,1,left,J. Brown 26' 3PT running pullup (17 PTS),[1627759],1610612738.0,BOS,running pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,,,26.24,Made,17.0,,,,,,,,,,,,,,,
347,PT06M01.00S,2026-01-02T04:29:31.6Z,3,REGULAR,3pt,Jump Shot,[],203471,71.43561103810775,11.029411764705882,1610612758,77,77,2026-01-02T04:29:38Z,3430000,False,-195.0,216.0,1,right,MISS D. Schröder 29' 3PT,[203471],1610612758.0,SAC,,,,Schröder,D. Schröder,,,,,Above the Break 3,24+ Left Center,,,29.09,Missed,,,,,,,,,,,,,,,,
