actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
614,PT03M58.00S,2024-11-11T00:22:11.4Z,4,REGULAR,substitution,out,[],1630540,,,1610612752,114,107,2024-11-11T00:22:18Z,6050000,False,,,0,,SUB out: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT03M58.00S,2024-11-11T00:22:11.4Z,4,REGULAR,substitution,in,[],1627783,,,1610612752,114,107,2024-11-11T00:22:18Z,6060000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
616,PT03M58.00S,2024-11-11T00:22:11.4Z,4,REGULAR,substitution,in,[],1628384,,,1610612752,114,107,2024-11-11T00:22:18Z,6070000,False,,,0,,SUB in: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
617,PT03M58.00S,2024-11-11T00:22:40.6Z,4,REGULAR,freethrow,2 of 2,[],1626157,,,1610612752,114,108,2024-11-11T00:22:40Z,6080000,False,,,0,,K. Towns Free Throw 2 of 2 (25 PTS),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,,,,Made,,,,,25.0,,,,,,,,,,,,,
618,PT03M48.00S,2024-11-11T00:22:51.9Z,4,REGULAR,3pt,Jump Shot,[],1627783,7.703679369250986,5.147058823529411,1610612754,114,108,2024-11-11T00:22:56Z,6090000,False,224.0,20.0,1,left,MISS P. Siakam 3PT,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Right Corner 3,24+ Right,22.52,Missed,,,,,,,,,,,,,,,,,,
619,PT03M43.00S,2024-11-11T00:22:56.1Z,4,REGULAR,rebound,offensive,[],1631097,,,1610612754,114,108,2024-11-11T00:22:56Z,6100000,False,,,0,,B. Mathurin REBOUND (Off:2 Def:5),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Right Corner 3,24+ Right,,,618.0,7.0,5.0,2.0,,,,,,,,,,,,,,
620,PT03M43.00S,2024-11-11T00:22:56.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631097,5.590000152587891,50.0,1610612754,116,108,2024-11-11T00:22:56Z,6110000,False,0.0,0.0,1,left,B. Mathurin tip Layup (35 PTS),[1631097],1610612754.0,IND,tip,,,Mathurin,B. Mathurin,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,35.0,,,,,,,,,,,,,
621,PT03M33.00S,2024-11-11T00:23:09.3Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,82.07950065703022,48.529411764705884,1610612752,116,110,2024-11-11T00:23:15Z,6120000,False,-7.0,116.0,1,right,J. Brunson 11' driving floating Jump Shot (29 PTS),[1628973],1610612752.0,NYK,driving floating,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),8-16 Center,11.62,Made,,,,,29.0,,,,,,,,,,,,,
622,PT03M33.00S,2024-11-11T00:23:12.4Z,4,REGULAR,foul,personal,['1freethrow'],1631097,,,1610612752,116,110,2024-11-11T00:23:18Z,6130000,False,,,0,,B. Mathurin shooting personal FOUL (4 PF) (Brunson 1 FT),"[1631097, 1628973]",1610612754.0,IND,shooting,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1179.0,,,4.0,0.0,Brunson,1628973.0,,,
624,PT03M33.00S,2024-11-11T00:23:39.8Z,4,REGULAR,freethrow,1 of 1,[],1628973,,,1610612752,116,110,2024-11-11T00:23:41Z,6150000,False,,,0,,MISS J. Brunson Free Throw 1 of 1,[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
625,PT03M31.00S,2024-11-11T00:23:41.8Z,4,REGULAR,rebound,defensive,[],1631097,,,1610612754,116,110,2024-11-11T00:23:41Z,6160000,False,,,0,,B. Mathurin REBOUND (Off:2 Def:6),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,,,,,624.0,8.0,6.0,2.0,,,,,,,,,,,,,,
626,PT03M13.00S,2024-11-11T00:23:58.8Z,4,REGULAR,3pt,Jump Shot,[],1641767,7.046649145860711,96.81372549019608,1610612754,119,110,2024-11-11T00:24:02Z,6170000,False,-234.0,14.0,1,left,B. Sheppard 3PT  (3 PTS) (T. Haliburton 12 AST),"[1641767, 1630169]",1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Left Corner 3,24+ Left,23.45,Made,,,,,3.0,T. Haliburton,1630169.0,12.0,,,,,,,,,,
628,PT03M02.00S,2024-11-11T00:24:11.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1641767,,,1610612752,119,110,2024-11-11T00:24:21Z,6190000,False,,,0,,B. Sheppard personal FOUL (4 PF) (Brunson 2 FT),"[1641767, 1628973]",1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1179.0,,,4.0,0.0,Brunson,1628973.0,,,
630,PT03M02.00S,2024-11-11T00:24:46.4Z,4,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,119,111,2024-11-11T00:24:46Z,6210000,False,,,0,,J. Brunson Free Throw 1 of 2 (30 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,30.0,,,,,,,,,,,,,
631,PT03M02.00S,2024-11-11T00:25:09.5Z,4,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,119,112,2024-11-11T00:25:09Z,6220000,False,,,0,,J. Brunson Free Throw 2 of 2 (31 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,31.0,,,,,,,,,,,,,
633,PT02M51.00S,2024-11-11T00:25:22.7Z,4,REGULAR,3pt,Jump Shot,[],1630169,31.61957950065703,62.745098039215684,1610612754,122,112,2024-11-11T00:25:26Z,6240000,False,-64.0,245.0,1,left,T. Haliburton 25' 3PT pullup (31 PTS),[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,25.29,Made,,,,,31.0,,,,,,,,,,,,,
634,PT02M48.00S,2024-11-11T00:25:28.0Z,4,REGULAR,timeout,full,['team'],0,,,1610612752,122,112,2024-11-11T00:25:28Z,6250000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
635,PT02M35.00S,2024-11-11T00:27:16.1Z,4,REGULAR,turnover,out-of-bounds,[],1626157,,,1610612752,122,112,2024-11-11T00:27:22Z,6260000,False,,,0,,K. Towns bad pass out-of-bounds TURNOVER (1 TO),[1626157],1610612752.0,NYK,bad pass,,,Towns,K. Towns,,,,,Mid-Range,16-24 Right,,,,,,,,,,,1627524.0,,,,,,,1.0,,
636,PT02M23.00S,2024-11-11T00:27:38.9Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630169,36.48160315374508,42.15686274509804,1610612754,122,112,2024-11-11T00:27:43Z,6270000,False,39.0,290.0,1,left,MISS T. Haliburton 29' step back 3PT,[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,29.3,Missed,,,,,,,,,,,,,,,,,,
637,PT02M19.00S,2024-11-11T00:27:42.9Z,4,REGULAR,rebound,defensive,[],1628404,,,1610612752,122,112,2024-11-11T00:27:43Z,6280000,False,,,0,,J. Hart REBOUND (Off:2 Def:8),[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,Above the Break 3,24+ Center,,,636.0,10.0,8.0,2.0,,,,,,,,,,,,,,
662,PT02M12.00S,2024-11-11T00:27:51.9Z,4,REGULAR,turnover,bad pass,[],1626157,,,1610612752,122,112,2024-11-11T00:31:25Z,6305000,False,,,0,,K. Towns bad pass TURNOVER (2 TO),"[1626157, 1630169]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,2.0,Haliburton,1630169.0
663,PT02M12.00S,2024-11-11T00:27:51.9Z,4,REGULAR,steal,,[],1630169,,,1610612754,122,112,2024-11-11T00:31:25Z,6307500,False,,,0,,T. Haliburton STEAL (2 STL),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
640,PT02M07.00S,2024-11-11T00:27:54.3Z,4,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1631097,28.203022339027594,23.52941176470588,1610612754,125,112,2024-11-11T00:31:25Z,6310000,False,132.0,213.0,1,left,B. Mathurin 25' 3PT running (38 PTS) (T. Haliburton 13 AST),"[1631097, 1630169]",1610612754.0,IND,running,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,25.05,Made,,,,,38.0,T. Haliburton,1630169.0,13.0,,,,,,,,,,
642,PT02M01.00S,2024-11-11T00:28:00.8Z,4,REGULAR,2pt,DUNK,['pointsinthepaint'],1626157,92.85479632063075,50.73529411764706,1610612752,125,114,2024-11-11T00:28:03Z,6330000,False,4.0,15.0,1,right,K. Towns DUNK (27 PTS) (J. Hart 5 AST),"[1626157, 1628404]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,1.52,Made,,,,,27.0,J. Hart,1628404.0,5.0,,,,,,,,,,
644,PT01M51.00S,2024-11-11T00:28:13.9Z,4,REGULAR,2pt,Jump Shot,[],1630169,28.203022339027594,54.65686274509803,1610612754,127,114,2024-11-11T00:28:18Z,6350000,False,-23.0,213.0,1,left,T. Haliburton 21' step back Jump Shot (33 PTS),[1630169],1610612754.0,IND,step back,,,Haliburton,T. Haliburton,,,,,Mid-Range,16-24 Center,21.39,Made,,,,,33.0,,,,,,,,,,,,,
645,PT01M42.00S,2024-11-11T00:28:28.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627783,,,1610612752,127,114,2024-11-11T00:28:32Z,6360000,False,,,0,,P. Siakam personal FOUL (4 PF) (Brunson 2 FT),"[1627783, 1628973]",1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Center,,,,,,,,,,,1179.0,,,4.0,0.0,Brunson,1628973.0,,,
647,PT01M42.00S,2024-11-11T00:28:56.0Z,4,REGULAR,freethrow,1 of 2,[],1628973,,,1610612752,127,115,2024-11-11T00:28:56Z,6380000,False,,,0,,J. Brunson Free Throw 1 of 2 (32 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,32.0,,,,,,,,,,,,,
648,PT01M42.00S,2024-11-11T00:29:15.5Z,4,REGULAR,freethrow,2 of 2,[],1628973,,,1610612752,127,116,2024-11-11T00:29:15Z,6390000,False,,,0,,J. Brunson Free Throw 2 of 2 (33 PTS),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,,,,Made,,,,,33.0,,,,,,,,,,,,,
649,PT01M31.00S,2024-11-11T00:29:28.6Z,4,REGULAR,3pt,Jump Shot,[],1626167,9.149145860709593,3.1862745098039214,1610612754,130,116,2024-11-11T00:29:35Z,6400000,False,234.0,34.0,1,left,M. Turner 3PT  (26 PTS) (T. Haliburton 14 AST),"[1626167, 1630169]",1610612754.0,IND,,,,Turner,M. Turner,,,,,Right Corner 3,24+ Right,23.65,Made,,,,,26.0,T. Haliburton,1630169.0,14.0,,,,,,,,,,
651,PT01M22.00S,2024-11-11T00:29:40.0Z,4,REGULAR,3pt,Jump Shot,[],1626157,73.14388961892247,12.254901960784313,1610612752,130,119,2024-11-11T00:29:44Z,6420000,False,-189.0,200.0,1,right,K. Towns 27' 3PT  (30 PTS) (J. Hart 6 AST),"[1626157, 1628404]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,27.49,Made,,,,,30.0,J. Hart,1628404.0,6.0,,,,,,,,,,
653,PT01M05.00S,2024-11-11T00:30:01.7Z,4,REGULAR,foul,personal,[],1628973,,,1610612754,130,119,2024-11-11T00:30:06Z,6440000,False,,,0,,J. Brunson personal FOUL (3 PF),"[1628973, 1627783]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,1155.0,,,3.0,0.0,Siakam,1627783.0,,,
655,PT00M57.10S,2024-11-11T00:30:28.9Z,4,REGULAR,3pt,Jump Shot,[],1631097,19.793035479632064,5.147058823529411,1610612754,130,119,2024-11-11T00:30:33Z,6460000,False,224.0,134.0,1,left,MISS B. Mathurin 26' 3PT,[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Right Center,26.11,Missed,,,,,,,,,,,,,,,,,,
656,PT00M53.60S,2024-11-11T00:30:32.4Z,4,REGULAR,rebound,defensive,[],1628969,,,1610612752,130,119,2024-11-11T00:30:33Z,6470000,False,,,0,,M. Bridges REBOUND (Off:3 Def:4),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Right Center,,,655.0,7.0,4.0,3.0,,,,,,,,,,,,,,
657,PT00M43.90S,2024-11-11T00:30:42.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628404,93.51182654402102,45.34313725490196,1610612752,130,121,2024-11-11T00:30:45Z,6480000,False,-23.0,8.0,1,right,J. Hart Layup (16 PTS) (J. Brunson 10 AST),"[1628404, 1628973]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Restricted Area,0-8 Center,2.48,Made,,,,,16.0,J. Brunson,1628973.0,10.0,,,,,,,,,,
659,PT00M32.10S,2024-11-11T00:31:03.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628973,,,1610612754,130,121,2024-11-11T00:31:10Z,6500000,False,,,0,,J. Brunson personal FOUL (4 PF) (Haliburton 2 FT),"[1628973, 1630169]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,1179.0,,,4.0,0.0,Haliburton,1630169.0,,,
661,PT00M32.10S,2024-11-11T00:31:22.8Z,4,REGULAR,freethrow,1 of 2,[],1630169,,,1610612754,131,121,2024-11-11T00:31:22Z,6520000,False,,,0,,T. Haliburton Free Throw 1 of 2 (34 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,,,,,34.0,,,,,,,,,,,,,
664,PT00M32.10S,2024-11-11T00:31:36.8Z,4,REGULAR,freethrow,2 of 2,[],1630169,,,1610612754,132,121,2024-11-11T00:31:36Z,6530000,False,,,0,,T. Haliburton Free Throw 2 of 2 (35 PTS),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,Made,,,,,35.0,,,,,,,,,,,,,
665,PT00M28.60S,2024-11-11T00:31:42.7Z,4,REGULAR,3pt,Jump Shot,[],1628969,92.85479632063075,94.85294117647058,1610612752,132,121,2024-11-11T00:31:48Z,6540000,False,224.0,15.0,1,right,MISS M. Bridges 3PT,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,22.48,Missed,,,,,,,,,,,,,,,,,,
666,PT00M23.50S,2024-11-11T00:31:47.8Z,4,REGULAR,rebound,defensive,[],1630169,,,1610612754,132,121,2024-11-11T00:31:48Z,6550000,False,,,0,,T. Haliburton REBOUND (Off:0 Def:2),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Right Corner 3,24+ Right,,,665.0,2.0,2.0,0.0,,,,,,,,,,,,,,
668,PT00M02.30S,2024-11-11T00:32:15.3Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612754,132,121,2024-11-11T00:32:23Z,6570000,False,,,0,,IND shot clock Team TURNOVER,[],1610612754.0,IND,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,1179.0,,,,,,,,,
669,PT00M00.00S,2024-11-11T00:32:21.3Z,4,REGULAR,period,end,[],0,,,1610612752,132,121,2024-11-11T00:32:21Z,6580000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,PT00M00.00S,2024-11-11T00:32:26.7Z,4,REGULAR,game,end,[],0,,,0,132,121,2024-11-11T00:32:26Z,6590000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
