actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
589,PT03M22.00S,2025-04-11T01:08:14.1Z,4,REGULAR,2pt,Jump Shot,[],1630171,12.302890932982917,31.372549019607842,1610612739,110,107,2025-04-11T01:08:35Z,5820000,False,93.0,63.0,1,left,MISS I. Okoro 11' driving floating bank Shot,[1630171],1610612739.0,CLE,driving floating bank,,,Okoro,I. Okoro,,,,,Mid-Range,8-16 Right,11.25,Missed,,,,,,,,,,,,,,,,,,
590,PT03M18.00S,2025-04-11T01:08:18.1Z,4,REGULAR,rebound,offensive,[],202684,,,1610612739,110,107,2025-04-11T01:08:18Z,5830000,False,,,0,,T. Thompson REBOUND (Off:2 Def:8),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,Mid-Range,8-16 Right,,,,,,,,,,,589.0,10.0,8.0,2.0,,,,,,
591,PT03M18.00S,2025-04-11T01:08:17.7Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",202684,5.590000152587891,50.0,1610612739,110,107,2025-04-11T01:08:19Z,5840000,False,0.0,0.0,1,left,MISS T. Thompson tip Layup,[202684],1610612739.0,CLE,tip,,,Thompson,T. Thompson,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
592,PT03M17.00S,2025-04-11T01:08:18.7Z,4,REGULAR,rebound,defensive,[],1627783,,,1610612754,110,107,2025-04-11T01:08:37Z,5850000,False,,,0,,P. Siakam REBOUND (Off:1 Def:7),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,,,591.0,8.0,7.0,1.0,,,,,,
593,PT03M08.00S,2025-04-11T01:08:27.6Z,4,REGULAR,3pt,Jump Shot,[],1630169,67.7562417871222,38.970588235294116,1610612754,113,107,2025-04-11T01:08:37Z,5860000,False,-55.0,251.0,1,right,T. Haliburton 25' 3PT pullup (23 PTS),[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,25.66,Made,23.0,,,,,,,,,,,,,,,,,
594,PT02M48.00S,2025-04-11T01:08:49.2Z,4,REGULAR,foul,personal,[],1629614,,,1610612739,113,107,2025-04-11T01:09:00Z,5870000,False,,,0,,A. Nembhard personal FOUL (3 PF),"[1629614, 1642281]",1610612754.0,IND,,,,Nembhard,A. Nembhard,,,,,Mid-Range,8-16 Left,,,,204058.0,3.0,0.0,Tyson,1642281.0,,,,,,,,,,,,
596,PT02M41.00S,2025-04-11T01:09:15.7Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1642281,11.12023653088042,46.32352941176471,1610612739,113,107,2025-04-11T01:09:19Z,5890000,False,18.0,52.0,1,left,MISS J. Tyson driving Layup,[1642281],1610612739.0,CLE,driving,,,Tyson,J. Tyson,,,,,In The Paint (Non-RA),0-8 Center,5.52,Missed,,,,,,,,,,,,,,,,,,
597,PT02M39.00S,2025-04-11T01:09:17.7Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612754,113,107,2025-04-11T01:09:19Z,5900000,False,,,0,,A. Nesmith REBOUND (Off:1 Def:5),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,596.0,6.0,5.0,1.0,,,,,,
598,PT02M29.00S,2025-04-11T01:09:27.3Z,4,REGULAR,3pt,Jump Shot,[],1630169,63.02562417871223,48.77450980392157,1610612754,113,107,2025-04-11T01:10:12Z,5910000,False,-6.0,295.0,1,right,MISS T. Haliburton 29' pullup 3PT,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,29.52,Missed,,,,,,,,,,,,,,,,,,
599,PT02M25.00S,2025-04-11T01:09:31.3Z,4,REGULAR,rebound,offensive,[],1630169,,,1610612754,113,107,2025-04-11T01:24:15Z,5920000,False,,,0,,T. Haliburton REBOUND (Off:1 Def:7),[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Center,,,,,,,,,,,598.0,8.0,7.0,1.0,,,,,,
648,PT02M25.00S,2025-04-11T01:09:30.9Z,4,REGULAR,turnover,out-of-bounds,[],1630169,,,1610612754,113,107,2025-04-11T01:24:42Z,5925000,False,,,0,,T. Haliburton step out-of-bounds TURNOVER (2 TO),[1630169],1610612754.0,IND,step,,,Haliburton,T. Haliburton,,,,,Left Corner 3,24+ Left,,,,204058.0,,,,,,,,,,,,,,2.0,,
601,PT02M13.00S,2025-04-11T01:09:58.6Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",202684,6.389618922470433,56.127450980392155,1610612739,113,107,2025-04-11T01:24:30Z,5940000,False,-31.0,8.0,1,left,MISS T. Thompson cutting DUNK - blocked,"[202684, 1626167]",1610612739.0,CLE,cutting,,,Thompson,T. Thompson,,,,,Restricted Area,0-8 Center,3.15,Missed,,,,,,,Turner,1626167.0,,,,,,,,,,
602,PT02M13.00S,2025-04-11T01:09:58.6Z,4,REGULAR,block,,[],1626167,,,1610612739,113,107,2025-04-11T01:10:00Z,5950000,False,,,0,,M. Turner BLOCK (4 BLK),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
603,PT02M12.00S,2025-04-11T01:09:59.6Z,4,REGULAR,rebound,offensive,[],202684,,,1610612739,113,107,2025-04-11T01:22:50Z,5960000,False,,,0,,T. Thompson REBOUND (Off:3 Def:8),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,601.0,11.0,8.0,3.0,,,,,,
640,PT02M12.00S,2025-04-11T01:10:00.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'fromturnover']",202684,11.777266754270697,48.03921568627451,1610612739,113,107,2025-04-11T01:24:30Z,5965000,False,10.0,58.0,1,left,MISS T. Thompson tip Layup,[202684],1610612739.0,CLE,tip,,,Thompson,T. Thompson,,,,,In The Paint (Non-RA),0-8 Center,5.9,Missed,,,,,,,,,,,,,,,,,,
641,PT02M11.00S,2025-04-11T01:10:01.8Z,4,REGULAR,rebound,offensive,[],202684,,,1610612739,113,107,2025-04-11T01:22:44Z,5967500,False,,,0,,T. Thompson REBOUND (Off:4 Def:8),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,640.0,12.0,8.0,4.0,,,,,,
604,PT02M11.00S,2025-04-11T01:10:03.0Z,4,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612739,113,107,2025-04-11T01:10:16Z,5970000,False,,,0,,M. Turner shooting personal FOUL (4 PF) (Thompson 2 FT),"[1626167, 202684]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,In The Paint (Non-RA),0-8 Center,,,,202901.0,4.0,0.0,Thompson,202684.0,,,,,,,,,,,,
606,PT02M11.00S,2025-04-11T01:10:40.8Z,4,REGULAR,freethrow,1 of 2,"['2ndchance', 'fromturnover']",202684,,,1610612739,113,107,2025-04-11T01:24:30Z,5990000,False,,,0,,MISS T. Thompson Free Throw 1 of 2,[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
607,PT02M11.00S,2025-04-11T01:10:40.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,113,107,2025-04-11T01:10:40Z,6000000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,606.0,,,,,,,,,
608,PT02M11.00S,2025-04-11T01:11:04.1Z,4,REGULAR,freethrow,2 of 2,"['2ndchance', 'fromturnover']",202684,,,1610612739,113,108,2025-04-11T01:24:30Z,6010000,False,,,0,,T. Thompson Free Throw 2 of 2 (7 PTS),[202684],1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
610,PT01M46.00S,2025-04-11T01:11:43.2Z,4,REGULAR,turnover,offensive goaltending,[],1626167,,,1610612754,113,108,2025-04-11T01:12:02Z,6030000,False,,,0,,M. Turner offensive goaltending TURNOVER (2 TO),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Restricted Area,0-8 Center,,,,202901.0,,,,,,,,,,,,,,2.0,,
612,PT01M34.00S,2025-04-11T01:13:36.5Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1641854,17.821944809461236,2.696078431372549,1610612739,113,111,2025-04-11T01:13:40Z,6050000,False,237.0,115.0,1,left,C. Porter Jr. 26' 3PT step back (16 PTS),[1641854],1610612739.0,CLE,step back,,,Porter Jr.,C. Porter Jr.,,,,,Above the Break 3,24+ Right Center,26.3,Made,16.0,,,,,,,,,,,,,,,,,
613,PT01M13.00S,2025-04-11T01:14:00.9Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629614,86.67871222076215,50.0,1610612754,113,111,2025-04-11T01:14:47Z,6060000,False,0.0,73.0,1,right,MISS A. Nembhard 7' driving floating Shot,[1629614],1610612754.0,IND,driving floating,,,Nembhard,A. Nembhard,,,,,In The Paint (Non-RA),0-8 Center,7.27,Missed,,,,,,,,,,,,,,,,,,
614,PT01M11.00S,2025-04-11T01:14:02.9Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612754,113,111,2025-04-11T01:14:08Z,6070000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,613.0,,,,,,,,,
615,PT01M11.00S,2025-04-11T01:14:08.5Z,4,REGULAR,violation,kicked ball,[],1629750,,,1610612754,113,111,2025-04-11T01:15:35Z,6080000,False,,,0,,J. Green kicked ball VIOLATION,[1629750],1610612739.0,CLE,,,,Green,J. Green,,,,,,,,,,202901.0,,,,,,,,,,,,,,,,
616,PT01M01.00S,2025-04-11T01:14:36.9Z,4,REGULAR,2pt,Jump Shot,['2ndchance'],1627783,77.7431011826544,43.38235294117647,1610612754,113,111,2025-04-11T01:14:41Z,6090000,False,-33.0,157.0,1,right,MISS P. Siakam 16' Jump Shot,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Mid-Range,8-16 Center,16.02,Missed,,,,,,,,,,,,,,,,,,
617,PT00M57.90S,2025-04-11T01:14:40.0Z,4,REGULAR,rebound,defensive,[],1642281,,,1610612739,113,111,2025-04-11T01:14:41Z,6100000,False,,,0,,J. Tyson REBOUND (Off:0 Def:1),[1642281],1610612739.0,CLE,,,,Tyson,J. Tyson,,,,,Mid-Range,8-16 Center,,,,,,,,,,,616.0,1.0,1.0,0.0,,,,,,
618,PT00M52.50S,2025-04-11T01:14:45.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1642281,7.178055190538765,55.14705882352941,1610612739,113,111,2025-04-11T01:14:49Z,6110000,False,-26.0,15.0,1,left,MISS J. Tyson running Layup - blocked,"[1642281, 1627783]",1610612739.0,CLE,running,,,Tyson,J. Tyson,,,,,Restricted Area,0-8 Center,2.98,Missed,,,,,,,Siakam,1627783.0,,,,,,,,,,
619,PT00M52.50S,2025-04-11T01:14:45.0Z,4,REGULAR,block,,[],1627783,,,1610612739,113,111,2025-04-11T01:14:46Z,6120000,False,,,0,,P. Siakam BLOCK (1 BLK),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
620,PT00M50.80S,2025-04-11T01:14:46.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612739,113,111,2025-04-11T01:15:08Z,6130000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,618.0,,,,,,,,,
622,PT00M36.60S,2025-04-11T01:15:41.6Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1630171,22.026938239159,92.64705882352942,1610612739,113,111,2025-04-11T01:19:55Z,6150000,False,-213.0,155.0,1,left,MISS I. Okoro 26' pullup 3PT,[1630171],1610612739.0,CLE,pullup,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Left Center,26.34,Missed,,,,,,,,,,,,,,,,,,
623,PT00M34.50S,2025-04-11T01:15:43.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612739,113,111,2025-04-11T01:20:50Z,6160000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,622.0,,,,,,,,,
627,PT00M34.50S,2025-04-11T01:15:42.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630174,,,1610612739,113,111,2025-04-11T01:21:49Z,6170000,False,,,0,,A. Nesmith loose ball personal FOUL (3 PF) (Green 2 FT),"[1630174, 1629750]",1610612754.0,IND,loose ball,,,Nesmith,A. Nesmith,,,,,Mid-Range,8-16 Left,,,,200832.0,3.0,0.0,Green,1629750.0,,,,,,,,,,,,
625,PT00M34.50S,2025-04-11T01:15:57.3Z,4,REGULAR,timeout,challenge,['team'],0,,,1610612739,113,111,2025-04-11T01:21:00Z,6180000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
631,PT00M34.50S,2025-04-11T01:20:30.9Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1629750,,,1610612739,113,111,2025-04-11T01:21:27Z,6200000,False,,,0,,MISS J. Green Free Throw 1 of 2,[1629750],1610612739.0,CLE,,,,Green,J. Green,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
632,PT00M34.50S,2025-04-11T01:20:30.9Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612739,113,111,2025-04-11T01:20:30Z,6210000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,631.0,,,,,,,,,
633,PT00M34.50S,2025-04-11T01:20:58.6Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1629750,,,1610612739,113,112,2025-04-11T01:21:27Z,6220000,False,,,0,,J. Green Free Throw 2 of 2 (3 PTS),[1629750],1610612739.0,CLE,,,,Green,J. Green,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
634,PT00M14.90S,2025-04-11T01:21:36.0Z,4,REGULAR,3pt,Jump Shot,[],1630169,72.7496714848883,85.04901960784314,1610612754,113,112,2025-04-11T01:21:42Z,6230000,False,175.0,204.0,1,right,MISS T. Haliburton 26' 3PT,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,26.87,Missed,,,,,,,,,,,,,,,,,,
635,PT00M11.60S,2025-04-11T01:21:39.3Z,4,REGULAR,rebound,offensive,[],1626167,,,1610612754,113,112,2025-04-11T01:21:39Z,6240000,False,,,0,,M. Turner REBOUND (Off:2 Def:5),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,634.0,7.0,5.0,2.0,,,,,,
636,PT00M11.00S,2025-04-11T01:21:42.4Z,4,REGULAR,foul,personal,[],202684,,,1610612754,113,112,2025-04-11T01:21:49Z,6250000,False,,,0,,T. Thompson personal FOUL (2 PF),"[202684, 1626167]",1610612739.0,CLE,,,,Thompson,T. Thompson,,,,,Mid-Range,8-16 Center,,,,202901.0,2.0,0.0,Turner,1626167.0,,,,,,,,,,,,
638,PT00M09.60S,2025-04-11T01:22:15.7Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629750,,,1610612754,113,112,2025-04-11T01:22:20Z,6270000,False,,,0,,J. Green take personal FOUL (2 PF) (Nesmith 2 FT),"[1629750, 1630174]",1610612739.0,CLE,take,,,Green,J. Green,,,,,Above the Break 3,24+ Left Center,,,,202901.0,2.0,0.0,Nesmith,1630174.0,,,,,,,,,,,,
642,PT00M09.60S,2025-04-11T01:22:51.2Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630174,,,1610612754,113,112,2025-04-11T01:22:51Z,6290000,False,,,0,,MISS A. Nesmith Free Throw 1 of 2,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
643,PT00M09.60S,2025-04-11T01:22:51.2Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,113,112,2025-04-11T01:22:51Z,6300000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,642.0,,,,,,,,,
644,PT00M09.60S,2025-04-11T01:23:12.3Z,4,REGULAR,substitution,out,[],1630169,,,1610612754,113,112,2025-04-11T01:23:19Z,6310000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT00M09.60S,2025-04-11T01:23:12.3Z,4,REGULAR,substitution,in,[],1641716,,,1610612754,113,112,2025-04-11T01:23:19Z,6320000,False,,,0,,SUB in: J. Walker,[1641716],1610612754.0,IND,,,,Walker,J. Walker,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT00M09.60S,2025-04-11T01:23:33.2Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630174,,,1610612754,114,112,2025-04-11T01:23:33Z,6330000,False,,,0,,A. Nesmith Free Throw 2 of 2 (22 PTS),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,Made,22.0,,,,,,,,,,,,,,,,,
647,PT00M09.60S,2025-04-11T01:23:37.1Z,4,REGULAR,timeout,full,['team'],0,,,1610612739,114,112,2025-04-11T01:23:37Z,6340000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT00M09.60S,2025-04-11T01:25:18.6Z,4,REGULAR,timeout,full,['team'],0,,,1610612739,114,112,2025-04-11T01:25:18Z,6350000,False,,,0,,CLE Timeout,[],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
650,PT00M00.90S,2025-04-11T01:27:00.0Z,4,REGULAR,2pt,Jump Shot,[],1642281,20.71287779237845,43.38235294117647,1610612739,114,112,2025-04-11T01:27:25Z,6360000,False,33.0,142.0,1,left,MISS J. Tyson 14' turnaround fadeaway Shot,[1642281],1610612739.0,CLE,turnaround fadeaway,,,Tyson,J. Tyson,,,,,Mid-Range,8-16 Center,14.6,Missed,,,,,,,,,,,,,,,,,,
651,PT00M00.90S,2025-04-11T01:27:00.0Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612739,114,112,2025-04-11T01:27:05Z,6370000,False,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,Mid-Range,8-16 Center,,,,,,,,,,,650.0,,,,,,,,,
652,PT00M00.00S,2025-04-11T01:27:06.2Z,4,REGULAR,period,end,[],0,,,1610612739,114,112,2025-04-11T01:27:06Z,6380000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
653,PT00M00.00S,2025-04-11T01:27:09.5Z,4,REGULAR,game,end,[],0,,,0,114,112,2025-04-11T01:27:09Z,6390000,False,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
