actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
613,PT07M54.00S,2024-10-31T01:14:35.9Z,4,REGULAR,rebound,offensive,[],1630167,,,1610612754,112,96,2024-10-31T01:14:36Z,6040000,False,,,0,,O. Toppin REBOUND (Off:2 Def:4),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,In The Paint (Non-RA),0-8 Center,,,,612.0,6.0,4.0,2.0,,,,,,,,,,,,,
614,PT07M54.00S,2024-10-31T01:14:35.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630167,5.590000152587891,50.0,1610612754,112,96,2024-10-31T01:14:35Z,6050000,False,0.0,0.0,1,left,MISS O. Toppin tip Layup,[1630167],1610612754.0,IND,tip,,,Toppin,O. Toppin,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
615,PT07M53.00S,2024-10-31T01:14:36.1Z,4,REGULAR,rebound,defensive,[],1629674,,,1610612738,112,96,2024-10-31T01:14:36Z,6060000,False,,,0,,N. Queta REBOUND (Off:0 Def:1),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Mid-Range,8-16 Left,,,,614.0,1.0,1.0,0.0,,,,,,,,,,,,,
616,PT07M41.00S,2024-10-31T01:14:47.7Z,4,REGULAR,3pt,Jump Shot,[],1627759,67.88764783180025,69.6078431372549,1610612738,112,96,2024-10-31T01:14:52Z,6070000,False,98.0,249.0,1,right,MISS J. Brown 26' pullup 3PT,[1627759],1610612738.0,BOS,pullup,,,Brown,J. Brown,,,,,Above the Break 3,24+ Right Center,26.8,Missed,,,,,,,,,,,,,,,,,,
617,PT07M38.00S,2024-10-31T01:14:50.7Z,4,REGULAR,rebound,offensive,[],1630214,,,1610612738,112,96,2024-10-31T01:14:52Z,6080000,False,,,0,,X. Tillman REBOUND (Off:1 Def:0),[1630214],1610612738.0,BOS,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Right Center,,,,616.0,1.0,0.0,1.0,,,,,,,,,,,,,
618,PT07M37.00S,2024-10-31T01:14:52.8Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630214,89.96386333771353,50.0,1610612738,112,96,2024-10-31T01:14:59Z,6090000,False,0.0,42.0,1,right,MISS X. Tillman Hook - blocked,"[1630214, 1630543]",1610612738.0,BOS,,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,4.18,Missed,,,,,,,,,,,,,,,,,Jackson,1630543.0
619,PT07M37.00S,2024-10-31T01:14:52.8Z,4,REGULAR,block,,[],1630543,,,1610612738,112,96,2024-10-31T01:14:54Z,6100000,False,,,0,,I. Jackson BLOCK (2 BLK),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
620,PT07M34.00S,2024-10-31T01:14:55.8Z,4,REGULAR,rebound,defensive,[],1641767,,,1610612754,112,96,2024-10-31T01:15:09Z,6110000,False,,,0,,B. Sheppard REBOUND (Off:1 Def:3),[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Restricted Area,0-8 Center,,,,618.0,4.0,3.0,1.0,,,,,,,,,,,,,
621,PT07M27.00S,2024-10-31T01:15:02.8Z,4,REGULAR,3pt,Jump Shot,[],1641767,21.107095926412615,90.93137254901961,1610612754,115,96,2024-10-31T01:15:06Z,6120000,False,-205.0,146.0,1,left,B. Sheppard 25' 3PT  (7 PTS) (O. Toppin 3 AST),"[1641767, 1630167]",1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Left Center,25.14,Made,7.0,,,,,,,,,,,,,O. Toppin,1630167.0,3.0,,
623,PT07M12.00S,2024-10-31T01:15:16.3Z,4,REGULAR,3pt,Jump Shot,[],1630214,67.7562417871222,54.41176470588235,1610612738,115,96,2024-10-31T01:15:20Z,6140000,False,22.0,251.0,1,right,MISS X. Tillman 25' 3PT,[1630214],1610612738.0,BOS,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Center,25.16,Missed,,,,,,,,,,,,,,,,,,
624,PT07M10.00S,2024-10-31T01:15:18.3Z,4,REGULAR,rebound,defensive,[],1631097,,,1610612754,115,96,2024-10-31T01:15:20Z,6150000,False,,,0,,B. Mathurin REBOUND (Off:3 Def:7),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,,,,623.0,10.0,7.0,3.0,,,,,,,,,,,,,
625,PT06M54.00S,2024-10-31T01:15:35.7Z,4,REGULAR,3pt,Jump Shot,[],1630169,17.16491458607096,2.941176470588235,1610612754,115,96,2024-10-31T01:15:39Z,6160000,False,235.0,109.0,1,left,MISS T. Haliburton 25' pullup 3PT,[1630169],1610612754.0,IND,pullup,,,Haliburton,T. Haliburton,,,,,Above the Break 3,24+ Right Center,25.93,Missed,,,,,,,,,,,,,,,,,,
626,PT06M51.00S,2024-10-31T01:15:38.7Z,4,REGULAR,rebound,defensive,[],1630214,,,1610612738,115,96,2024-10-31T01:15:39Z,6170000,False,,,0,,X. Tillman REBOUND (Off:1 Def:1),[1630214],1610612738.0,BOS,,,,Tillman,X. Tillman,,,,,Above the Break 3,24+ Right Center,,,,625.0,2.0,1.0,1.0,,,,,,,,,,,,,
627,PT06M43.00S,2024-10-31T01:15:46.5Z,4,REGULAR,3pt,Jump Shot,[],1630202,66.5735873850197,65.68627450980392,1610612738,115,96,2024-10-31T01:15:51Z,6180000,False,78.0,262.0,1,right,MISS P. Pritchard 27' pullup 3PT,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,27.32,Missed,,,,,,,,,,,,,,,,,,
628,PT06M40.00S,2024-10-31T01:15:49.5Z,4,REGULAR,rebound,defensive,[],1631097,,,1610612754,115,96,2024-10-31T01:15:51Z,6190000,False,,,0,,B. Mathurin REBOUND (Off:3 Def:8),[1631097],1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Center,,,,627.0,11.0,8.0,3.0,,,,,,,,,,,,,
629,PT06M36.00S,2024-10-31T01:15:52.6Z,4,REGULAR,3pt,Jump Shot,['fastbreak'],1641767,21.632720105124836,93.87254901960785,1610612754,115,96,2024-10-31T01:15:57Z,6200000,False,-219.0,151.0,1,left,MISS B. Sheppard 26' running pullup 3PT,[1641767],1610612754.0,IND,running pullup,,,Sheppard,B. Sheppard,,,,,Above the Break 3,24+ Left Center,26.62,Missed,,,,,,,,,,,,,,,,,,
630,PT06M34.00S,2024-10-31T01:15:54.6Z,4,REGULAR,rebound,defensive,[],1641775,,,1610612738,115,96,2024-10-31T01:15:57Z,6210000,False,,,0,,J. Walsh REBOUND (Off:0 Def:1),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Above the Break 3,24+ Left Center,,,,629.0,1.0,1.0,0.0,,,,,,,,,,,,,
631,PT06M29.00S,2024-10-31T01:16:01.0Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627759,90.3580814717477,62.5,1610612738,115,98,2024-10-31T01:16:05Z,6220000,False,62.0,38.0,1,right,J. Brown 7' running Layup (19 PTS),[1627759],1610612738.0,BOS,running,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,7.32,Made,19.0,,,,,,,,,,,,,,,,,
632,PT06M13.00S,2024-10-31T01:16:16.3Z,4,REGULAR,3pt,Jump Shot,[],1630167,5.075558475689881,95.34313725490196,1610612754,115,98,2024-10-31T01:16:20Z,6230000,False,-227.0,-5.0,1,left,MISS O. Toppin 3PT,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,Left Corner 3,24+ Left,22.68,Missed,,,,,,,,,,,,,,,,,,
633,PT06M10.00S,2024-10-31T01:16:19.3Z,4,REGULAR,rebound,defensive,[],1629674,,,1610612738,115,98,2024-10-31T01:16:20Z,6240000,False,,,0,,N. Queta REBOUND (Off:0 Def:2),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Left Corner 3,24+ Left,,,,632.0,2.0,2.0,0.0,,,,,,,,,,,,,
634,PT06M05.00S,2024-10-31T01:16:23.7Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630202,93.77463863337714,46.07843137254902,1610612738,115,100,2024-10-31T01:16:28Z,6250000,False,-20.0,6.0,1,right,P. Pritchard running reverse Layup (14 PTS) (N. Queta 1 AST),"[1630202, 1629674]",1610612738.0,BOS,running reverse,,,Pritchard,P. Pritchard,,,,,Restricted Area,0-8 Center,2.05,Made,14.0,,,,,,,,,,,,,N. Queta,1629674.0,1.0,,
636,PT05M31.00S,2024-10-31T01:16:57.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1631097,12.434296977660972,47.794117647058826,1610612754,115,100,2024-10-31T01:17:01Z,6270000,False,11.0,64.0,1,left,MISS B. Mathurin 6' driving finger roll Layup,[1631097],1610612754.0,IND,driving finger roll,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),0-8 Center,6.53,Missed,,,,,,,,,,,,,,,,,,
637,PT05M29.00S,2024-10-31T01:16:59.8Z,4,REGULAR,rebound,defensive,[],1629674,,,1610612738,115,100,2024-10-31T01:17:01Z,6280000,False,,,0,,N. Queta REBOUND (Off:0 Def:3),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),0-8 Center,,,,636.0,3.0,3.0,0.0,,,,,,,,,,,,,
638,PT05M17.00S,2024-10-31T01:17:15.5Z,4,REGULAR,foul,personal,['2freethrow'],1630543,,,1610612738,115,100,2024-10-31T01:17:26Z,6290000,False,,,0,,I. Jackson shooting personal FOUL (5 PF) (Brown 2 FT),"[1630543, 1627759]",1610612754.0,IND,shooting,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2530.0,5.0,0.0,Brown,1627759.0,,,,,,,
640,PT05M17.00S,2024-10-31T01:17:41.8Z,4,REGULAR,freethrow,1 of 2,[],1627759,,,1610612738,115,101,2024-10-31T01:17:41Z,6310000,False,,,0,,J. Brown Free Throw 1 of 2 (20 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,20.0,,,,,,,,,,,,,,,,,
641,PT05M17.00S,2024-10-31T01:17:42.9Z,4,REGULAR,substitution,out,[],1630543,,,1610612738,115,101,2024-10-31T01:17:55Z,6320000,False,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
642,PT05M17.00S,2024-10-31T01:17:42.9Z,4,REGULAR,substitution,out,[],1641767,,,1610612738,115,101,2024-10-31T01:17:55Z,6330000,False,,,0,,SUB out: B. Sheppard,[1641767],1610612754.0,IND,,,,Sheppard,B. Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,
643,PT05M17.00S,2024-10-31T01:17:42.9Z,4,REGULAR,substitution,out,[],1630214,,,1610612738,115,101,2024-10-31T01:17:55Z,6340000,False,,,0,,SUB out: X. Tillman,[1630214],1610612738.0,BOS,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
644,PT05M17.00S,2024-10-31T01:17:42.9Z,4,REGULAR,substitution,in,[],1627783,,,1610612738,115,101,2024-10-31T01:17:55Z,6350000,False,,,0,,SUB in: P. Siakam,[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
645,PT05M17.00S,2024-10-31T01:17:42.9Z,4,REGULAR,substitution,in,[],1630174,,,1610612738,115,101,2024-10-31T01:17:55Z,6360000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
646,PT05M17.00S,2024-10-31T01:17:42.9Z,4,REGULAR,substitution,in,[],1628369,,,1610612738,115,101,2024-10-31T01:17:55Z,6370000,False,,,0,,SUB in: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,,
647,PT05M17.00S,2024-10-31T01:17:42.9Z,4,REGULAR,substitution,out,[],1641775,,,1610612738,115,101,2024-10-31T01:18:02Z,6380000,False,,,0,,SUB out: J. Walsh,[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,,,,,,,,,,,,,,,,,,,
648,PT05M17.00S,2024-10-31T01:17:42.9Z,4,REGULAR,substitution,in,[],1628401,,,1610612738,115,101,2024-10-31T01:18:02Z,6390000,False,,,0,,SUB in: D. White,[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,,
649,PT05M17.00S,2024-10-31T01:18:16.7Z,4,REGULAR,freethrow,2 of 2,[],1627759,,,1610612738,115,102,2024-10-31T01:18:16Z,6400000,False,,,0,,J. Brown Free Throw 2 of 2 (21 PTS),[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,,,,Made,21.0,,,,,,,,,,,,,,,,,
650,PT05M07.00S,2024-10-31T01:18:28.2Z,4,REGULAR,3pt,Jump Shot,[],1630174,31.61957950065703,36.029411764705884,1610612754,118,102,2024-10-31T01:18:31Z,6410000,False,70.0,245.0,1,left,A. Nesmith 25' 3PT pullup (12 PTS) (T. Haliburton 10 AST),"[1630174, 1630169]",1610612754.0,IND,pullup,,,Nesmith,A. Nesmith,,,,,Above the Break 3,24+ Center,25.45,Made,12.0,,,,,,,,,,,,,T. Haliburton,1630169.0,10.0,,
651,PT04M48.00S,2024-10-31T01:18:45.9Z,4,REGULAR,3pt,Jump Shot,[],1628401,77.87450722733246,8.088235294117647,1610612738,118,105,2024-10-31T01:18:50Z,6420000,False,-210.0,155.0,1,right,D. White 26' 3PT  (13 PTS) (J. Tatum 3 AST),"[1628401, 1628369]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Left Center,26.1,Made,13.0,,,,,,,,,,,,,J. Tatum,1628369.0,3.0,,
654,PT04M29.00S,2024-10-31T01:19:06.7Z,4,REGULAR,turnover,out-of-bounds,[],1627783,,,1610612754,118,105,2024-10-31T01:19:10Z,6440000,False,,,0,,P. Siakam lost ball out-of-bounds TURNOVER (1 TO),[1627783],1610612754.0,IND,lost ball,,,Siakam,P. Siakam,,,,,Mid-Range,16-24 Left Center,,,,,,,,1.0,2530.0,,,,,,,,,,,
655,PT04M18.00S,2024-10-31T01:19:21.4Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1627759,93.77463863337714,50.49019607843137,1610612738,118,107,2024-10-31T01:19:24Z,6450000,False,2.0,6.0,1,right,J. Brown driving DUNK (23 PTS),[1627759],1610612738.0,BOS,driving,,,Brown,J. Brown,,,,,Restricted Area,0-8 Center,0.65,Made,23.0,,,,,,,,,,,,,,,,,
656,PT03M59.00S,2024-10-31T01:19:43.9Z,4,REGULAR,foul,personal,['2freethrow'],1627759,,,1610612754,118,107,2024-10-31T01:19:48Z,6460000,False,,,0,,J. Brown shooting personal FOUL (4 PF) (Toppin 2 FT),"[1627759, 1630167]",1610612738.0,BOS,shooting,,,Brown,J. Brown,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,202901.0,4.0,0.0,Toppin,1630167.0,,,,,,,
658,PT03M59.00S,2024-10-31T01:20:14.8Z,4,REGULAR,freethrow,1 of 2,[],1630167,,,1610612754,119,107,2024-10-31T01:20:14Z,6480000,False,,,0,,O. Toppin Free Throw 1 of 2 (17 PTS),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
659,PT03M59.00S,2024-10-31T01:20:31.2Z,4,REGULAR,freethrow,2 of 2,[],1630167,,,1610612754,120,107,2024-10-31T01:20:31Z,6490000,False,,,0,,O. Toppin Free Throw 2 of 2 (18 PTS),[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
660,PT03M44.00S,2024-10-31T01:20:49.4Z,4,REGULAR,3pt,Jump Shot,[],1627759,67.7562417871222,58.57843137254902,1610612738,120,107,2024-10-31T01:20:55Z,6500000,False,43.0,251.0,1,right,MISS J. Brown 25' 3PT,[1627759],1610612738.0,BOS,,,,Brown,J. Brown,,,,,Above the Break 3,24+ Center,25.42,Missed,,,,,,,,,,,,,,,,,,
661,PT03M42.00S,2024-10-31T01:20:51.4Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,120,107,2024-10-31T01:20:55Z,6510000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,Above the Break 3,24+ Center,,,,660.0,,,,,,,,,,,,,,,,
662,PT03M42.00S,2024-10-31T01:20:54.5Z,4,REGULAR,foul,personal,[],1630174,,,1610612738,120,107,2024-10-31T01:21:04Z,6520000,False,,,0,,A. Nesmith loose ball personal FOUL (5 PF),"[1630174, 1629674]",1610612754.0,IND,loose ball,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,202901.0,5.0,0.0,Queta,1629674.0,,,,,,,
664,PT03M42.00S,2024-10-31T01:21:16.1Z,4,REGULAR,substitution,out,[],1630167,,,1610612738,120,107,2024-10-31T01:21:24Z,6540000,False,,,0,,SUB out: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
665,PT03M42.00S,2024-10-31T01:21:16.1Z,4,REGULAR,substitution,in,[],1630543,,,1610612738,120,107,2024-10-31T01:21:24Z,6550000,False,,,0,,SUB in: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
666,PT03M34.00S,2024-10-31T01:21:39.0Z,4,REGULAR,3pt,Jump Shot,['2ndchance'],1628369,69.99014454664915,18.872549019607842,1610612738,120,110,2024-10-31T01:21:43Z,6560000,False,-156.0,230.0,1,right,J. Tatum 27' 3PT pullup (29 PTS),[1628369],1610612738.0,BOS,pullup,,,Tatum,J. Tatum,,,,,Above the Break 3,24+ Left Center,27.74,Made,29.0,,,,,,,,,,,,,,,,,
667,PT03M07.00S,2024-10-31T01:22:05.3Z,4,REGULAR,turnover,bad pass,[],1631097,,,1610612754,120,110,2024-10-31T01:22:07Z,6570000,False,,,0,,B. Mathurin bad pass TURNOVER (3 TO),"[1631097, 1628369]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,3.0,,,,,,Tatum,1628369.0,,,,,
668,PT03M07.00S,2024-10-31T01:22:05.3Z,4,REGULAR,steal,,[],1628369,,,1610612738,120,110,2024-10-31T01:22:06Z,6580000,False,,,0,,J. Tatum STEAL (4 STL),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
669,PT03M03.00S,2024-10-31T01:22:09.5Z,4,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630202,93.38042049934296,94.6078431372549,1610612738,120,110,2024-10-31T01:22:14Z,6590000,False,223.0,10.0,1,right,MISS P. Pritchard running 3PT,[1630202],1610612738.0,BOS,running,,,Pritchard,P. Pritchard,,,,,Right Corner 3,24+ Right,22.32,Missed,,,,,,,,,,,,,,,,,,
670,PT03M00.00S,2024-10-31T01:22:12.5Z,4,REGULAR,rebound,defensive,[],1630174,,,1610612754,120,110,2024-10-31T01:22:14Z,6600000,False,,,0,,A. Nesmith REBOUND (Off:1 Def:7),[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Right Corner 3,24+ Right,,,,669.0,8.0,7.0,1.0,,,,,,,,,,,,,
671,PT02M41.00S,2024-10-31T01:22:32.4Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,6.915243101182654,56.372549019607845,1610612754,120,110,2024-10-31T01:22:38Z,6610000,False,-32.0,13.0,1,left,MISS A. Nesmith driving Layup,[1630174],1610612754.0,IND,driving,,,Nesmith,A. Nesmith,,,,,Restricted Area,0-8 Center,3.43,Missed,,,,,,,,,,,,,,,,,,
672,PT02M41.00S,2024-10-31T01:22:32.4Z,4,REGULAR,rebound,offensive,[],1630543,,,1610612754,120,110,2024-10-31T01:25:08Z,6620000,False,,,0,,I. Jackson REBOUND (Off:1 Def:2),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,671.0,3.0,2.0,1.0,,,,,,,,,,,,,
673,PT02M41.00S,2024-10-31T01:22:39.3Z,4,REGULAR,foul,personal,['2freethrow'],1628369,,,1610612754,120,110,2024-10-31T01:22:44Z,6630000,False,,,0,,J. Tatum shooting personal FOUL (3 PF) (Jackson 2 FT),"[1628369, 1630543]",1610612738.0,BOS,shooting,,,Tatum,J. Tatum,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,201246.0,3.0,0.0,Jackson,1630543.0,,,,,,,
675,PT02M41.00S,2024-10-31T01:23:01.7Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1630543,,,1610612754,121,110,2024-10-31T01:23:01Z,6650000,False,,,0,,I. Jackson Free Throw 1 of 2 (9 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
676,PT02M41.00S,2024-10-31T01:23:20.6Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1630543,,,1610612754,122,110,2024-10-31T01:23:20Z,6660000,False,,,0,,I. Jackson Free Throw 2 of 2 (10 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
677,PT02M24.00S,2024-10-31T01:23:39.3Z,4,REGULAR,3pt,Jump Shot,[],1628401,80.50262812089356,95.34313725490196,1610612738,122,113,2024-10-31T01:23:43Z,6670000,False,227.0,131.0,1,right,D. White 26' 3PT  (16 PTS) (P. Pritchard 2 AST),"[1628401, 1630202]",1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,26.17,Made,16.0,,,,,,,,,,,,,P. Pritchard,1630202.0,2.0,,
679,PT02M06.00S,2024-10-31T01:23:57.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627783,15.325229960578188,49.754901960784316,1610612754,122,113,2024-10-31T01:24:01Z,6690000,False,1.0,92.0,1,left,MISS P. Siakam 9' turnaround Shot,[1627783],1610612754.0,IND,turnaround,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,9.16,Missed,,,,,,,,,,,,,,,,,,
680,PT02M02.00S,2024-10-31T01:24:01.8Z,4,REGULAR,rebound,offensive,[],1630543,,,1610612754,122,113,2024-10-31T01:24:01Z,6700000,False,,,0,,I. Jackson REBOUND (Off:2 Def:2),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),8-16 Center,,,,679.0,4.0,2.0,2.0,,,,,,,,,,,,,
681,PT02M02.00S,2024-10-31T01:24:01.2Z,4,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630543,5.590000152587891,50.0,1610612754,122,113,2024-10-31T01:24:04Z,6710000,False,0.0,0.0,1,left,MISS I. Jackson tip Layup,[1630543],1610612754.0,IND,tip,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
682,PT02M02.00S,2024-10-31T01:24:01.2Z,4,REGULAR,rebound,offensive,[],1627783,,,1610612754,122,113,2024-10-31T01:24:04Z,6720000,False,,,0,,P. Siakam REBOUND (Off:4 Def:5),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,,681.0,9.0,5.0,4.0,,,,,,,,,,,,,
683,PT01M59.00S,2024-10-31T01:24:07.9Z,4,REGULAR,turnover,traveling,[],1627783,,,1610612754,122,113,2024-10-31T01:24:13Z,6730000,False,,,0,,P. Siakam traveling TURNOVER (2 TO),[1627783],1610612754.0,IND,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2.0,2530.0,,,,,,,,,,,
684,PT01M51.00S,2024-10-31T01:24:35.1Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1630202,64.33968462549278,24.019607843137255,1610612738,122,113,2024-10-31T01:24:39Z,6740000,False,-130.0,283.0,1,right,MISS P. Pritchard 31' pullup 3PT,[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Left Center,31.11,Missed,,,,,,,,,,,,,,,,,,
685,PT01M47.00S,2024-10-31T01:24:39.1Z,4,REGULAR,rebound,defensive,[],1630543,,,1610612754,122,113,2024-10-31T01:24:39Z,6750000,False,,,0,,I. Jackson REBOUND (Off:2 Def:3),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Left Center,,,,684.0,5.0,3.0,2.0,,,,,,,,,,,,,
686,PT01M42.00S,2024-10-31T01:24:45.2Z,4,REGULAR,foul,offensive,[],1630543,,,1610612754,122,113,2024-10-31T01:25:02Z,6760000,False,,,0,,I. Jackson offensive FOUL (6 PF),"[1630543, 1630202]",1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Center,,,,,,,,,2530.0,6.0,0.0,Pritchard,1630202.0,,,,,,,
688,PT01M42.00S,2024-10-31T01:24:45.2Z,4,REGULAR,turnover,offensive foul,[],1630543,,,1610612754,122,113,2024-10-31T01:24:45Z,6780000,False,,,0,,I. Jackson offensive foul TURNOVER (1 TO),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Center,,,,,,,,1.0,2530.0,,,,,,,,,,,
689,PT01M42.00S,2024-10-31T01:24:59.8Z,4,REGULAR,substitution,out,[],1630543,,,1610612738,122,113,2024-10-31T01:25:02Z,6790000,False,,,0,,SUB out: I. Jackson,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,
690,PT01M42.00S,2024-10-31T01:24:59.8Z,4,REGULAR,substitution,in,[],1630167,,,1610612738,122,113,2024-10-31T01:25:02Z,6800000,False,,,0,,SUB in: O. Toppin,[1630167],1610612754.0,IND,,,,Toppin,O. Toppin,,,,,,,,,,,,,,,,,,,,,,,,,,
691,PT01M34.00S,2024-10-31T01:25:19.8Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628401,91.67214191852825,55.63725490196079,1610612738,122,115,2024-10-31T01:25:24Z,6810000,False,28.0,26.0,1,right,D. White Layup (18 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Restricted Area,0-8 Center,3.82,Made,18.0,,,,,,,,,,,,,,,,,
