actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,officialId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
338,PT11M24.00S,2025-12-05T01:22:42.6Z,3,REGULAR,rebound,offensive,[],1629674,,,1610612738,59,66,2025-12-05T01:22:44Z,3270000,False,,,0,,N. Queta REBOUND (Off:1 Def:1),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Above the Break 3,24+ Right Center,,,,,,,337.0,,,2.0,1.0,1.0,,,,,,,,
339,PT11M24.00S,2025-12-05T01:22:45.4Z,3,REGULAR,foul,personal,[],203114,,,1610612738,59,66,2025-12-05T01:22:52Z,3280000,False,,,0,,K. Middleton personal FOUL (1 PF),"[203114, 1629674]",1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,,,,,,,,1628487.0,,,,,1.0,0.0,Queta,1629674.0,,,,
341,PT11M19.00S,2025-12-05T01:23:11.6Z,3,REGULAR,foul,personal,[],203468,,,1610612738,59,66,2025-12-05T01:23:26Z,3300000,False,,,0,,C. McCollum personal FOUL (3 PF),"[203468, 1630573]",1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Center,,,,,,,,1628487.0,,,,,3.0,0.0,Hauser,1630573.0,,,,
343,PT11M06.00S,2025-12-05T01:23:37.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630573,59.609067017082786,31.372549019607842,1610612738,59,69,2025-12-05T01:23:41Z,3320000,False,-93.0,327.0,1,right,S. Hauser 34' 3PT  (6 PTS) (P. Pritchard 5 AST),"[1630573, 1630202]",1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Center,34.02,Made,6.0,P. Pritchard,1630202.0,5.0,,,,,,,,,,,,,,
345,PT10M57.00S,2025-12-05T01:23:46.0Z,3,REGULAR,3pt,Jump Shot,[],1642273,27.414586070959263,89.70588235294117,1610612764,62,69,2025-12-05T01:23:50Z,3340000,False,-199.0,205.0,1,left,K. George 28' 3PT  (13 PTS) (J. Watkins 3 AST),"[1642273, 1642364]",1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,28.55,Made,13.0,J. Watkins,1642364.0,3.0,,,,,,,,,,,,,,
347,PT10M35.00S,2025-12-05T01:24:07.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,87.99277266754271,50.245098039215684,1610612738,62,71,2025-12-05T01:25:03Z,3360000,False,1.0,60.0,1,right,D. White 6' driving floating Jump Shot (20 PTS) (N. Queta 1 AST),"[1628401, 1629674]",1610612738.0,BOS,driving floating,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,6.04,Made,20.0,N. Queta,1629674.0,1.0,,,,,,,,,,,,,,
348,PT10M24.00S,2025-12-05T01:24:19.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,7.30946123521682,64.2156862745098,1610612764,62,71,2025-12-05T01:26:05Z,3370000,False,-71.0,16.0,1,left,MISS C. McCollum 7' driving floating Shot,[203468],1610612764.0,WAS,driving floating,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,7.29,Missed,,,,,,,,,,,,,,,,,,
349,PT10M21.00S,2025-12-05T01:24:22.2Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,62,71,2025-12-05T01:24:22Z,3380000,False,,,0,,D. White REBOUND (Off:0 Def:5),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,348.0,,,5.0,5.0,0.0,,,,,,,,
350,PT10M14.00S,2025-12-05T01:24:30.7Z,3,REGULAR,foul,personal,['2freethrow'],1642273,,,1610612738,62,71,2025-12-05T01:24:39Z,3390000,False,,,0,,K. George shooting personal FOUL (2 PF) (Queta 2 FT),"[1642273, 1629674]",1610612764.0,WAS,shooting,,,George,K. George,,,,,Restricted Area,0-8 Center,,,,,,,,204058.0,,,,,2.0,0.0,Queta,1629674.0,,,,
352,PT10M14.00S,2025-12-05T01:25:00.1Z,3,REGULAR,freethrow,1 of 2,[],1629674,,,1610612738,62,72,2025-12-05T01:25:00Z,3410000,False,,,0,,N. Queta Free Throw 1 of 2 (9 PTS),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
353,PT10M14.00S,2025-12-05T01:25:17.4Z,3,REGULAR,freethrow,2 of 2,[],1629674,,,1610612738,62,73,2025-12-05T01:25:17Z,3420000,False,,,0,,N. Queta Free Throw 2 of 2 (10 PTS),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
355,PT09M59.00S,2025-12-05T01:25:34.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203114,17.559132720105126,51.71568627450981,1610612764,62,73,2025-12-05T01:26:46Z,3430000,False,-9.0,113.0,1,left,MISS K. Middleton 11' driving floating Shot,[203114],1610612764.0,WAS,driving floating,,,Middleton,K. Middleton,,,,,In The Paint (Non-RA),8-16 Center,11.29,Missed,,,,,,,,,,,,,,,,,,
356,PT09M57.00S,2025-12-05T01:25:36.1Z,3,REGULAR,rebound,offensive,[],1628963,,,1610612764,62,73,2025-12-05T01:26:46Z,3440000,False,,,0,,M. Bagley III REBOUND (Off:3 Def:3),[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,355.0,,,6.0,3.0,3.0,,,,,,,,
357,PT09M55.00S,2025-12-05T01:25:37.3Z,3,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628963,11.908672798948752,49.01960784313725,1610612764,62,73,2025-12-05T01:25:47Z,3450000,False,5.0,59.0,1,left,MISS M. Bagley III Hook,[1628963],1610612764.0,WAS,,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,5.96,Missed,,,,,,,,,,,,,,,,,,
358,PT09M54.00S,2025-12-05T01:25:38.3Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612738,62,73,2025-12-05T01:28:27Z,3460000,False,,,0,,TEAM defensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,357.0,,,,,,,,,,,,,
359,PT09M52.00S,2025-12-05T01:25:47.0Z,3,REGULAR,foul,personal,[],1628963,,,1610612738,62,73,2025-12-05T01:25:54Z,3470000,False,,,0,,M. Bagley III loose ball personal FOUL (1 PF),"[1628963, 1629674]",1610612764.0,WAS,loose ball,,,Bagley III,M. Bagley III,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,204058.0,,,,,1.0,0.0,Queta,1629674.0,,,,
361,PT09M36.00S,2025-12-05T01:26:17.8Z,3,REGULAR,2pt,Jump Shot,[],1628401,80.89684625492772,26.225490196078432,1610612738,62,75,2025-12-05T01:26:21Z,3490000,False,-119.0,127.0,1,right,D. White 17' pullup Jump Shot (22 PTS),[1628401],1610612738.0,BOS,pullup,,,White,D. White,,,,,Mid-Range,16-24 Left Center,17.4,Made,22.0,,,,,,,,,,,,,,,,,
362,PT09M26.00S,2025-12-05T01:26:28.9Z,3,REGULAR,3pt,Jump Shot,[],203468,34.641918528252305,70.58823529411765,1610612764,62,75,2025-12-05T01:26:33Z,3500000,False,-103.0,273.0,1,left,MISS C. McCollum 29' 3PT,[203468],1610612764.0,WAS,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Left Center,29.18,Missed,,,,,,,,,,,,,,,,,,
363,PT09M24.00S,2025-12-05T01:26:30.9Z,3,REGULAR,rebound,defensive,[],1630573,,,1610612738,62,75,2025-12-05T01:29:09Z,3510000,False,,,0,,S. Hauser REBOUND (Off:0 Def:2),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Above the Break 3,24+ Left Center,,,,,,,362.0,,,2.0,2.0,0.0,,,,,,,,
364,PT09M18.00S,2025-12-05T01:26:36.8Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1628401,64.07687253613666,21.07843137254902,1610612738,62,75,2025-12-05T01:29:49Z,3520000,False,-145.0,285.0,1,right,MISS D. White 31' running pullup 3PT,[1628401],1610612738.0,BOS,running pullup,,,White,D. White,,,,,Above the Break 3,24+ Left Center,31.98,Missed,,,,,,,,,,,,,,,,,,
365,PT09M14.00S,2025-12-05T01:26:40.8Z,3,REGULAR,rebound,defensive,[],1642273,,,1610612764,62,75,2025-12-05T01:26:42Z,3530000,False,,,0,,K. George REBOUND (Off:0 Def:2),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Left Center,,,,,,,364.0,,,2.0,2.0,0.0,,,,,,,,
366,PT09M10.00S,2025-12-05T01:26:44.4Z,3,REGULAR,turnover,bad pass,[],1642273,,,1610612764,62,75,2025-12-05T01:26:50Z,3540000,False,,,0,,K. George bad pass TURNOVER (2 TO),"[1642273, 1630202]",1610612764.0,WAS,,,,George,K. George,,,,,Above the Break 3,24+ Center,,,,,,,,,2.0,,,,,,,,Pritchard,1630202.0,,
367,PT09M10.00S,2025-12-05T01:26:44.4Z,3,REGULAR,steal,,[],1630202,,,1610612738,62,75,2025-12-05T01:26:46Z,3550000,False,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
368,PT09M05.00S,2025-12-05T01:26:50.8Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1629674,92.32917214191852,50.0,1610612738,62,75,2025-12-05T01:27:57Z,3560000,False,0.0,20.0,1,right,MISS N. Queta running Layup,[1629674],1610612738.0,BOS,running,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,1.96,Missed,,,,,,,,,,,,,,,,,,
369,PT09M04.00S,2025-12-05T01:26:51.8Z,3,REGULAR,rebound,offensive,[],1629674,,,1610612738,62,75,2025-12-05T01:27:57Z,3570000,False,,,0,,N. Queta REBOUND (Off:2 Def:1),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,368.0,,,3.0,1.0,2.0,,,,,,,,
370,PT09M04.00S,2025-12-05T01:26:53.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203114,,,1610612738,62,75,2025-12-05T01:26:59Z,3580000,False,,,0,,K. Middleton shooting personal FOUL (2 PF) (Queta 2 FT),"[203114, 1629674]",1610612764.0,WAS,shooting,,,Middleton,K. Middleton,,,,,Restricted Area,0-8 Center,,,,,,,,1148.0,,,,,2.0,0.0,Queta,1629674.0,,,,
372,PT09M04.00S,2025-12-05T01:27:24.0Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",1629674,,,1610612738,62,75,2025-12-05T01:27:24Z,3600000,False,,,0,,MISS N. Queta Free Throw 1 of 2,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
373,PT09M04.00S,2025-12-05T01:27:24.0Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612738,62,75,2025-12-05T01:27:24Z,3610000,False,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,372.0,,,,,,,,,,,,,
374,PT09M04.00S,2025-12-05T01:27:40.3Z,3,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",1629674,,,1610612738,62,76,2025-12-05T01:27:40Z,3620000,False,,,0,,N. Queta Free Throw 2 of 2 (11 PTS),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
375,PT08M54.00S,2025-12-05T01:27:53.5Z,3,REGULAR,3pt,Jump Shot,[],203114,24.655059132720105,89.70588235294117,1610612764,65,76,2025-12-05T01:31:03Z,3630000,False,-199.0,179.0,1,left,K. Middleton 26' 3PT pullup (15 PTS),[203114],1610612764.0,WAS,pullup,,,Middleton,K. Middleton,,,,,Above the Break 3,24+ Left Center,26.75,Made,15.0,,,,,,,,,,,,,,,,,
376,PT08M54.00S,2025-12-05T01:28:01.1Z,3,REGULAR,foul,personal,['1freethrow'],1628401,,,1610612764,65,76,2025-12-05T01:28:13Z,3640000,False,,,0,,D. White shooting personal FOUL (2 PF) (Middleton 1 FT),"[1628401, 203114]",1610612738.0,BOS,shooting,,,White,D. White,,,,,Above the Break 3,24+ Left Center,,,,,,,,1628487.0,,,,,2.0,0.0,Middleton,203114.0,,,,
378,PT08M54.00S,2025-12-05T01:28:35.1Z,3,REGULAR,freethrow,1 of 1,[],203114,,,1610612764,66,76,2025-12-05T01:28:35Z,3660000,False,,,0,,K. Middleton Free Throw 1 of 1 (16 PTS),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
379,PT08M43.00S,2025-12-05T01:28:48.8Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1629674,92.85479632063075,49.50980392156863,1610612738,66,78,2025-12-05T01:28:53Z,3670000,False,-2.0,15.0,1,right,N. Queta alley-oop DUNK (13 PTS) (P. Pritchard 6 AST),"[1629674, 1630202]",1610612738.0,BOS,alley-oop,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,1.49,Made,13.0,P. Pritchard,1630202.0,6.0,,,,,,,,,,,,,,
381,PT08M31.00S,2025-12-05T01:29:02.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,8.492115637319317,47.549019607843135,1610612764,66,78,2025-12-05T01:31:42Z,3690000,False,12.0,27.0,1,left,MISS M. Bagley III driving finger roll Layup,[1628963],1610612764.0,WAS,driving finger roll,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,2.99,Missed,,,,,,,,,,,,,,,,,,
382,PT08M28.00S,2025-12-05T01:29:05.5Z,3,REGULAR,rebound,defensive,[],1629674,,,1610612738,66,78,2025-12-05T01:31:42Z,3700000,False,,,0,,N. Queta REBOUND (Off:2 Def:2),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,381.0,,,4.0,2.0,2.0,,,,,,,,
383,PT08M15.00S,2025-12-05T01:29:15.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629674,81.42247043363994,59.55882352941176,1610612738,66,78,2025-12-05T01:29:20Z,3710000,False,48.0,122.0,1,right,MISS N. Queta 13' Jump Shot,[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,In The Paint (Non-RA),8-16 Center,13.11,Missed,,,,,,,,,,,,,,,,,,
384,PT08M13.00S,2025-12-05T01:29:17.8Z,3,REGULAR,rebound,defensive,[],1642273,,,1610612764,66,78,2025-12-05T01:29:20Z,3720000,False,,,0,,K. George REBOUND (Off:0 Def:3),[1642273],1610612764.0,WAS,,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,383.0,,,3.0,3.0,0.0,,,,,,,,
385,PT08M07.00S,2025-12-05T01:29:24.8Z,3,REGULAR,2pt,Jump Shot,['fastbreak'],203468,24.129434954007884,30.392156862745097,1610612764,68,78,2025-12-05T01:32:18Z,3730000,False,98.0,174.0,1,left,C. McCollum 20' running pullup Jump Shot (12 PTS),[203468],1610612764.0,WAS,running pullup,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Right Center,20.0,Made,12.0,,,,,,,,,,,,,,,,,
387,PT07M47.00S,2025-12-05T01:30:06.0Z,3,REGULAR,2pt,Jump Shot,[],1628401,86.94152431011827,66.17647058823529,1610612738,68,80,2025-12-05T01:30:12Z,3750000,False,81.0,70.0,1,right,D. White 10' driving bank Jump Shot (24 PTS) (N. Queta 2 AST),"[1628401, 1629674]",1610612738.0,BOS,driving bank,,,White,D. White,,,,,Mid-Range,8-16 Right,10.71,Made,24.0,N. Queta,1629674.0,2.0,,,,,,,,,,,,,,
388,PT07M47.00S,2025-12-05T01:30:07.9Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642273,,,1610612738,68,80,2025-12-05T01:30:13Z,3760000,False,,,0,,K. George shooting personal FOUL (3 PF) (White 1 FT),"[1642273, 1628401]",1610612764.0,WAS,shooting,,,George,K. George,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,1628487.0,,,,,3.0,0.0,White,1628401.0,,,,
390,PT07M47.00S,2025-12-05T01:30:40.6Z,3,REGULAR,freethrow,1 of 1,[],1628401,,,1610612738,68,81,2025-12-05T01:30:40Z,3780000,False,,,0,,D. White Free Throw 1 of 1 (25 PTS),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,,,,Made,25.0,,,,,,,,,,,,,,,,,
391,PT07M28.00S,2025-12-05T01:31:04.6Z,3,REGULAR,turnover,bad pass,[],1642273,,,1610612764,68,81,2025-12-05T01:34:09Z,3790000,False,,,0,,K. George bad pass TURNOVER (3 TO),"[1642273, 1630573]",1610612764.0,WAS,,,,George,K. George,,,,,Mid-Range,16-24 Right Center,,,,,,,,,3.0,,,,,,,,Hauser,1630573.0,,
392,PT07M28.00S,2025-12-05T01:31:04.6Z,3,REGULAR,steal,,[],1630573,,,1610612738,68,81,2025-12-05T01:31:08Z,3800000,False,,,0,,S. Hauser STEAL (1 STL),[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
393,PT07M16.00S,2025-12-05T01:31:14.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630573,89.17542706964521,2.696078431372549,1610612738,68,81,2025-12-05T01:31:19Z,3810000,False,-237.0,49.0,1,right,MISS S. Hauser 24' 3PT,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,Left Corner 3,24+ Left,24.16,Missed,,,,,,,,,,,,,,,,,,
394,PT07M14.00S,2025-12-05T01:31:16.9Z,3,REGULAR,rebound,defensive,[],203114,,,1610612764,68,81,2025-12-05T01:31:19Z,3820000,False,,,0,,K. Middleton REBOUND (Off:0 Def:3),[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,Left Corner 3,24+ Left,,,,,,,393.0,,,3.0,3.0,0.0,,,,,,,,
395,PT07M03.00S,2025-12-05T01:31:29.3Z,3,REGULAR,2pt,Jump Shot,[],203468,9.937582128777924,26.715686274509803,1610612764,68,81,2025-12-05T01:35:17Z,3830000,False,116.0,41.0,1,left,MISS C. McCollum 12' driving floating Shot,[203468],1610612764.0,WAS,driving floating,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Right,12.34,Missed,,,,,,,,,,,,,,,,,,
396,PT07M01.00S,2025-12-05T01:31:31.3Z,3,REGULAR,rebound,offensive,[],1642364,,,1610612764,68,81,2025-12-05T01:35:17Z,3840000,False,,,0,,J. Watkins REBOUND (Off:1 Def:1),[1642364],1610612764.0,WAS,,,,Watkins,J. Watkins,,,,,Mid-Range,8-16 Right,,,,,,,395.0,,,2.0,1.0,1.0,,,,,,,,
397,PT07M01.00S,2025-12-05T01:31:32.6Z,3,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1642364,5.590000152587891,50.0,1610612764,70,81,2025-12-05T01:35:25Z,3850000,False,0.0,0.0,1,left,J. Watkins tip DUNK (2 PTS),[1642364],1610612764.0,WAS,tip,,,Watkins,J. Watkins,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
398,PT06M52.00S,2025-12-05T01:31:39.0Z,3,REGULAR,foul,personal,"['inpenalty', '3freethrow']",1642364,,,1610612738,70,81,2025-12-05T01:31:52Z,3860000,False,,,0,,J. Watkins shooting personal FOUL (1 PF) (Walsh 3 FT),"[1642364, 1641775]",1610612764.0,WAS,shooting,,,Watkins,J. Watkins,,,,,Left Corner 3,24+ Left,,,,,,,,204058.0,,,,,1.0,0.0,Walsh,1641775.0,,,,
400,PT06M52.00S,2025-12-05T01:31:55.7Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,70,81,2025-12-05T01:31:55Z,3880000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,PT06M52.00S,2025-12-05T01:32:00.0Z,3,REGULAR,substitution,out,[],1642273,,,1610612738,70,81,2025-12-05T01:34:40Z,3890000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
403,PT06M52.00S,2025-12-05T01:32:00.0Z,3,REGULAR,substitution,out,[],203114,,,1610612738,70,81,2025-12-05T01:34:40Z,3900000,False,,,0,,SUB out: K. Middleton,[203114],1610612764.0,WAS,,,,Middleton,K. Middleton,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT06M52.00S,2025-12-05T01:32:00.0Z,3,REGULAR,substitution,out,[],1630202,,,1610612738,70,81,2025-12-05T01:34:40Z,3910000,False,,,0,,SUB out: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,,
405,PT06M52.00S,2025-12-05T01:32:00.0Z,3,REGULAR,substitution,out,[],1630573,,,1610612738,70,81,2025-12-05T01:34:40Z,3920000,False,,,0,,SUB out: S. Hauser,[1630573],1610612738.0,BOS,,,,Hauser,S. Hauser,,,,,,,,,,,,,,,,,,,,,,,,,,
406,PT06M52.00S,2025-12-05T01:32:00.0Z,3,REGULAR,substitution,in,[],1642267,,,1610612738,70,81,2025-12-05T01:34:40Z,3930000,False,,,0,,SUB in: B. Carrington,[1642267],1610612764.0,WAS,,,,Carrington,B. Carrington,,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT06M52.00S,2025-12-05T01:32:00.0Z,3,REGULAR,substitution,in,[],1642860,,,1610612738,70,81,2025-12-05T01:34:40Z,3940000,False,,,0,,SUB in: W. Riley,[1642860],1610612764.0,WAS,,,,Riley,W. Riley,,,,,,,,,,,,,,,,,,,,,,,,,,
408,PT06M52.00S,2025-12-05T01:32:00.0Z,3,REGULAR,substitution,in,[],1629014,,,1610612738,70,81,2025-12-05T01:34:40Z,3950000,False,,,0,,SUB in: A. Simons,[1629014],1610612738.0,BOS,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,,
409,PT06M52.00S,2025-12-05T01:32:00.0Z,3,REGULAR,substitution,in,[],1631248,,,1610612738,70,81,2025-12-05T01:34:40Z,3960000,False,,,0,,SUB in: B. Scheierman,[1631248],1610612738.0,BOS,,,,Scheierman,B. Scheierman,,,,,,,,,,,,,,,,,,,,,,,,,,
410,PT06M52.00S,2025-12-05T01:35:00.2Z,3,REGULAR,freethrow,1 of 3,[],1641775,,,1610612738,70,82,2025-12-05T01:35:00Z,3970000,False,,,0,,J. Walsh Free Throw 1 of 3 (16 PTS),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
411,PT06M52.00S,2025-12-05T01:35:15.2Z,3,REGULAR,freethrow,2 of 3,[],1641775,,,1610612738,70,83,2025-12-05T01:35:15Z,3980000,False,,,0,,J. Walsh Free Throw 2 of 3 (17 PTS),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,Made,17.0,,,,,,,,,,,,,,,,,
412,PT06M52.00S,2025-12-05T01:35:30.9Z,3,REGULAR,freethrow,3 of 3,[],1641775,,,1610612738,70,84,2025-12-05T01:35:30Z,3990000,False,,,0,,J. Walsh Free Throw 3 of 3 (18 PTS),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,,,,Made,18.0,,,,,,,,,,,,,,,,,
413,PT06M37.00S,2025-12-05T01:35:50.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628963,7.30946123521682,54.65686274509803,1610612764,70,84,2025-12-05T01:36:46Z,4000000,False,-23.0,16.0,1,left,MISS M. Bagley III cutting Layup - blocked,"[1628963, 1629674]",1610612764.0,WAS,cutting,,,Bagley III,M. Bagley III,,,,,Restricted Area,0-8 Center,2.84,Missed,,,,,,,,,,,,,,,,,Queta,1629674.0
414,PT06M37.00S,2025-12-05T01:35:50.0Z,3,REGULAR,block,,[],1629674,,,1610612764,70,84,2025-12-05T01:35:52Z,4010000,False,,,0,,N. Queta BLOCK (3 BLK),[1629674],1610612738.0,BOS,,,,Queta,N. Queta,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
415,PT06M36.00S,2025-12-05T01:35:51.0Z,3,REGULAR,rebound,defensive,[],1641775,,,1610612738,70,84,2025-12-05T01:36:46Z,4020000,False,,,0,,J. Walsh REBOUND (Off:2 Def:4),[1641775],1610612738.0,BOS,,,,Walsh,J. Walsh,,,,,Restricted Area,0-8 Center,,,,,,,413.0,,,6.0,4.0,2.0,,,,,,,,
416,PT06M27.00S,2025-12-05T01:35:56.9Z,3,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1641775,92.72339027595268,50.49019607843137,1610612738,70,86,2025-12-05T01:36:21Z,4030000,False,2.0,16.0,1,right,J. Walsh running DUNK (20 PTS) (D. White 4 AST),"[1641775, 1628401]",1610612738.0,BOS,running,,,Walsh,J. Walsh,,,,,Restricted Area,0-8 Center,1.61,Made,20.0,D. White,1628401.0,4.0,,,,,,,,,,,,,,
418,PT06M17.00S,2025-12-05T01:36:09.9Z,3,REGULAR,3pt,Jump Shot,[],1642267,32.53942181340342,30.88235294117647,1610612764,70,86,2025-12-05T01:37:46Z,4050000,False,96.0,253.0,1,left,MISS B. Carrington 27' pullup 3PT,[1642267],1610612764.0,WAS,pullup,,,Carrington,B. Carrington,,,,,Above the Break 3,24+ Right Center,27.08,Missed,,,,,,,,,,,,,,,,,,
419,PT06M15.00S,2025-12-05T01:36:11.9Z,3,REGULAR,rebound,defensive,[],1628401,,,1610612738,70,86,2025-12-05T01:37:36Z,4060000,False,,,0,,D. White REBOUND (Off:0 Def:6),[1628401],1610612738.0,BOS,,,,White,D. White,,,,,Above the Break 3,24+ Right Center,,,,,,,418.0,,,6.0,6.0,0.0,,,,,,,,
420,PT06M09.00S,2025-12-05T01:36:15.9Z,3,REGULAR,3pt,Jump Shot,['fastbreak'],1631248,76.16622864651774,5.392156862745098,1610612738,70,89,2025-12-05T01:36:33Z,4070000,False,-223.0,172.0,1,right,B. Scheierman 28' 3PT running (3 PTS) (D. White 5 AST),"[1631248, 1628401]",1610612738.0,BOS,running,,,Scheierman,B. Scheierman,,,,,Above the Break 3,24+ Left Center,28.13,Made,3.0,D. White,1628401.0,5.0,,,,,,,,,,,,,,
422,PT06M07.00S,2025-12-05T01:36:21.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,70,89,2025-12-05T01:36:21Z,4090000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
