actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,officialId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
248,PT04M12.00S,2023-03-08T01:16:11.8Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203954,92.06636005256242,55.14705882352941,1610612755,43,43,2023-03-08T01:16:16Z,2430000,False,26.0,22.0,1,right,MISS J. Embiid Hook,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,3.39,Missed,,,,,,,,,,,,,,
249,PT04M10.00S,2023-03-08T01:16:13.8Z,2,REGULAR,rebound,defensive,[],203497,,,1610612750,43,43,2023-03-08T01:16:16Z,2440000,False,,,0,,R. Gobert REBOUND (Off:0 Def:7),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,248.0,7.0,7.0,0.0,,,,
250,PT04M01.00S,2023-03-08T01:16:23.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203497,10.988830486202366,55.63725490196079,1610612750,43,43,2023-03-08T01:42:46Z,2450000,False,-28.0,51.0,1,left,MISS R. Gobert driving finger roll Layup,[203497],1610612750.0,MIN,driving finger roll,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,5.81,Missed,,,,,,,,,,,,,,
251,PT03M59.00S,2023-03-08T01:16:25.5Z,2,REGULAR,rebound,offensive,[],203497,,,1610612750,43,43,2023-03-08T01:16:25Z,2460000,False,,,0,,R. Gobert REBOUND (Off:1 Def:7),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,250.0,8.0,7.0,1.0,,,,
252,PT03M59.00S,2023-03-08T01:16:27.7Z,2,REGULAR,turnover,traveling,[],203497,,,1610612750,43,43,2023-03-08T01:16:37Z,2470000,False,,,0,,R. Gobert traveling TURNOVER (2 TO),[203497],1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,Restricted Area,0-8 Center,2.0,,,2005.0,,,,,,,,,,,,,,,,
253,PT03M59.00S,2023-03-08T01:16:31.7Z,2,REGULAR,substitution,out,[],203937,,,1610612755,43,43,2023-03-08T01:16:34Z,2480000,False,,,0,,SUB out: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT03M59.00S,2023-03-08T01:16:31.7Z,2,REGULAR,substitution,in,[],203085,,,1610612755,43,43,2023-03-08T01:16:34Z,2490000,False,,,0,,SUB in: A. Rivers,[203085],1610612750.0,MIN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT03M45.00S,2023-03-08T01:16:55.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",202699,92.72339027595268,49.01960784313725,1610612755,43,45,2023-03-08T01:44:09Z,2500000,False,-5.0,16.0,1,right,T. Harris cutting DUNK (4 PTS) (J. Embiid 2 AST),"[202699, 203954]",1610612755.0,PHI,cutting,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,1.66,Made,4.0,J. Embiid,203954.0,2.0,,,,,,,,,,
257,PT03M30.00S,2023-03-08T01:17:11.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203497,12.828515111695138,58.333333333333336,1610612750,43,45,2023-03-08T01:45:56Z,2520000,False,-42.0,68.0,1,left,MISS R. Gobert 7' cutting finger roll Layup,[203497],1610612750.0,MIN,cutting finger roll,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.99,Missed,,,,,,,,,,,,,,
259,PT03M30.00S,2023-03-08T01:17:11.4Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,43,45,2023-03-08T01:17:51Z,2540000,False,,,0,,J. Embiid REBOUND (Off:0 Def:2),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,257.0,2.0,2.0,0.0,,,,
260,PT03M29.00S,2023-03-08T01:17:16.2Z,2,REGULAR,foul,personal,[],203497,,,1610612755,43,45,2023-03-08T01:19:37Z,2550000,False,,,0,,R. Gobert personal FOUL (2 PF),"[203497, 203954]",1610612750.0,MIN,,,,Gobert,R. Gobert,,,,,In The Paint (Non-RA),8-16 Left,,,,2005.0,,,,,,,,,,,,,2.0,0.0,Embiid,203954.0
262,PT03M16.00S,2023-03-08T01:17:40.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,93.64323258869908,53.67647058823529,1610612755,43,47,2023-03-08T01:48:32Z,2570000,False,18.0,7.0,1,right,T. Maxey driving finger roll Layup (14 PTS) (J. Embiid 3 AST),"[1630178, 203954]",1610612755.0,PHI,driving finger roll,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,,,,,1.98,Made,14.0,J. Embiid,203954.0,3.0,,,,,,,,,,
263,PT02M55.00S,2023-03-08T01:18:01.4Z,2,REGULAR,3pt,Jump Shot,[],201144,28.991458607095925,19.362745098039216,1610612750,43,47,2023-03-08T01:18:13Z,2580000,False,153.0,220.0,1,left,MISS M. Conley 26' 3PT,[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Above the Break 3,24+ Right Center,,,,,26.81,Missed,,,,,,,,,,,,,,
264,PT02M53.00S,2023-03-08T01:18:03.4Z,2,REGULAR,rebound,defensive,[],200782,,,1610612755,43,47,2023-03-08T01:18:13Z,2590000,False,,,0,,P. Tucker REBOUND (Off:0 Def:1),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,263.0,1.0,1.0,0.0,,,,
265,PT02M42.00S,2023-03-08T01:18:15.4Z,2,REGULAR,3pt,Jump Shot,[],203954,66.96780551905388,56.372549019607845,1610612755,43,50,2023-03-08T01:18:31Z,2600000,False,32.0,258.0,1,right,J. Embiid 26' 3PT  (12 PTS) (T. Maxey 1 AST),"[203954, 1630178]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,26.0,Made,12.0,T. Maxey,1630178.0,1.0,,,,,,,,,,
267,PT02M22.00S,2023-03-08T01:18:35.9Z,2,REGULAR,3pt,Jump Shot,[],203085,9.280551905387648,3.431372549019608,1610612750,43,50,2023-03-08T01:18:40Z,2620000,False,233.0,35.0,1,left,MISS A. Rivers 3PT,[203085],1610612750.0,MIN,,,,Rivers,A. Rivers,,,,,Right Corner 3,24+ Right,,,,,23.54,Missed,,,,,,,,,,,,,,
268,PT02M18.00S,2023-03-08T01:18:38.5Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,43,50,2023-03-08T01:18:38Z,2630000,False,,,0,,T. Harris REBOUND (Off:2 Def:5),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,267.0,7.0,5.0,2.0,,,,
269,PT02M11.00S,2023-03-08T01:18:46.1Z,2,REGULAR,3pt,Jump Shot,[],202699,71.43561103810775,71.32352941176471,1610612755,43,50,2023-03-08T01:50:25Z,2640000,False,107.0,216.0,1,right,MISS T. Harris 24' pullup 3PT - blocked,"[202699, 1630183]",1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,,,24.09,Missed,,,,,McDaniels,1630183.0,,,,,,,,
270,PT02M11.00S,2023-03-08T01:18:46.1Z,2,REGULAR,block,,[],1630183,,,1610612755,43,50,2023-03-08T01:18:48Z,2650000,False,,,0,,J. McDaniels BLOCK (1 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
271,PT02M11.00S,2023-03-08T01:18:46.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,43,50,2023-03-08T01:18:55Z,2660000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,269.0,,,,,,,
273,PT02M11.00S,2023-03-08T01:18:54.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,43,50,2023-03-08T01:18:54Z,2680000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT02M03.00S,2023-03-08T01:22:28.8Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203954,89.43823915900131,35.294117647058826,1610612755,43,52,2023-03-08T01:51:08Z,2690000,False,-74.0,47.0,1,right,J. Embiid 8' fadeaway Jump Shot (14 PTS),[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Left,,,,,8.71,Made,14.0,,,,,,,,,,,,,
277,PT01M35.00S,2023-03-08T01:22:56.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203085,9.411957950065702,47.05882352941176,1610612750,43,52,2023-03-08T01:23:05Z,2700000,False,15.0,36.0,1,left,MISS A. Rivers driving Layup - blocked,"[203085, 203954]",1610612750.0,MIN,driving,,,Rivers,A. Rivers,,,,,Restricted Area,0-8 Center,,,,,3.89,Missed,,,,,Embiid,203954.0,,,,,,,,
278,PT01M35.00S,2023-03-08T01:22:56.8Z,2,REGULAR,block,,[],203954,,,1610612750,43,52,2023-03-08T01:22:59Z,2710000,False,,,0,,J. Embiid BLOCK (1 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
279,PT01M32.00S,2023-03-08T01:22:59.8Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,43,52,2023-03-08T01:22:59Z,2720000,False,,,0,,T. Harris REBOUND (Off:2 Def:6),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,277.0,8.0,6.0,2.0,,,,
280,PT01M20.00S,2023-03-08T01:23:11.9Z,2,REGULAR,3pt,Jump Shot,[],1630178,70.38436268068331,73.0392156862745,1610612755,43,52,2023-03-08T01:23:19Z,2730000,False,115.0,226.0,1,right,MISS T. Maxey 25' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,,25.36,Missed,,,,,,,,,,,,,,
281,PT01M17.00S,2023-03-08T01:23:14.7Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,43,52,2023-03-08T01:23:14Z,2740000,False,,,0,,A. Edwards REBOUND (Off:0 Def:3),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,280.0,3.0,3.0,0.0,,,,
282,PT01M08.00S,2023-03-08T01:23:23.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630162,12.434296977660972,60.29411764705882,1610612750,43,52,2023-03-08T01:52:44Z,2750000,False,-51.0,64.0,1,left,MISS A. Edwards 8' turnaround Shot - blocked,"[1630162, 203954]",1610612750.0,MIN,turnaround,,,Edwards,A. Edwards,,,,,In The Paint (Non-RA),8-16 Left,,,,,8.25,Missed,,,,,Embiid,203954.0,,,,,,,,
283,PT01M08.00S,2023-03-08T01:23:23.4Z,2,REGULAR,block,,[],203954,,,1610612750,43,52,2023-03-08T01:23:26Z,2760000,False,,,0,,J. Embiid BLOCK (2 BLK),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
284,PT01M04.00S,2023-03-08T01:23:27.4Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,43,52,2023-03-08T01:23:30Z,2770000,False,,,0,,T. Harris REBOUND (Off:2 Def:7),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,282.0,9.0,7.0,2.0,,,,
285,PT00M43.60S,2023-03-08T01:23:48.0Z,2,REGULAR,3pt,Jump Shot,[],1629001,75.1149802890933,85.5392156862745,1610612755,43,55,2023-03-08T01:23:54Z,2780000,False,178.0,181.0,1,right,D. Melton 25' 3PT  (9 PTS) (J. Embiid 4 AST),"[1629001, 203954]",1610612755.0,PHI,,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,,,,,25.39,Made,9.0,J. Embiid,203954.0,4.0,,,,,,,,,,
287,PT00M32.60S,2023-03-08T01:24:03.7Z,2,REGULAR,2pt,Jump Shot,[],1630162,17.296320630749015,70.09803921568627,1610612750,43,55,2023-03-08T01:24:09Z,2800000,False,-100.0,110.0,1,left,MISS A. Edwards 14' pullup Shot,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Left,,,,,14.91,Missed,,,,,,,,,,,,,,
288,PT00M32.60S,2023-03-08T01:24:03.7Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,43,55,2023-03-08T01:24:10Z,2810000,False,,,0,,T. Maxey REBOUND (Off:0 Def:4),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,287.0,4.0,4.0,0.0,,,,
289,PT00M07.60S,2023-03-08T01:24:28.6Z,2,REGULAR,3pt,Jump Shot,[],203954,74.98357424441524,83.08823529411765,1610612755,43,58,2023-03-08T01:24:37Z,2820000,False,165.0,183.0,1,right,J. Embiid 24' 3PT step back (17 PTS),[203954],1610612755.0,PHI,step back,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,,,,,24.64,Made,17.0,,,,,,,,,,,,,
290,PT00M00.00S,2023-03-08T01:24:40.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,6.915243101182654,47.794117647058826,1610612750,45,58,2023-03-08T01:24:55Z,2830000,False,11.0,13.0,1,left,A. Edwards driving Layup (20 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,1.67,Made,20.0,,,,,,,,,,,,,
291,PT00M00.00S,2023-03-08T01:25:26.4Z,2,REGULAR,period,end,[],0,,,1610612755,45,58,2023-03-08T01:25:26Z,2840000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT12M00.00S,2023-03-08T01:40:37.2Z,3,REGULAR,substitution,out,['startperiod'],203085,,,1610612755,45,58,2023-03-08T01:41:06Z,2860000,False,,,0,,SUB out: A. Rivers,[203085],1610612750.0,MIN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,,
297,PT12M00.00S,2023-03-08T01:40:37.2Z,3,REGULAR,substitution,in,['startperiod'],203937,,,1610612755,45,58,2023-03-08T01:41:06Z,2870000,False,,,0,,SUB in: K. Anderson,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,,,
298,PT12M00.00S,2023-03-08T01:41:15.8Z,3,REGULAR,period,start,[],0,,,1610612755,45,58,2023-03-08T01:41:15Z,2880000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
299,PT11M38.00S,2023-03-08T01:41:37.4Z,3,REGULAR,turnover,lost ball,[],203954,,,1610612755,45,58,2023-03-08T01:41:41Z,2890000,False,,,0,,J. Embiid lost ball TURNOVER (3 TO),"[203954, 201144]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Mid-Range,16-24 Right Center,3.0,Conley,201144.0,,,,,,,,,,,,,,,,,
300,PT11M38.00S,2023-03-08T01:41:37.4Z,3,REGULAR,steal,,[],201144,,,1610612750,45,58,2023-03-08T01:41:39Z,2900000,False,,,0,,M. Conley STEAL (2 STL),[201144],1610612750.0,MIN,,,,Conley,M. Conley,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
301,PT11M30.00S,2023-03-08T01:41:44.9Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630183,67.49342969776609,51.225490196078425,1610612750,45,58,2023-03-08T01:41:54Z,2910000,False,6.0,253.0,1,right,MISS J. McDaniels 25' 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,,,,,25.32,Missed,,,,,,,,,,,,,,
302,PT11M26.00S,2023-03-08T01:41:48.9Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,45,58,2023-03-08T01:41:54Z,2920000,False,,,0,,J. Embiid REBOUND (Off:0 Def:3),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,301.0,3.0,3.0,0.0,,,,
303,PT11M10.00S,2023-03-08T01:42:04.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203954,7.835085413929041,49.754901960784316,1610612755,45,60,2023-03-08T02:01:39Z,2930000,False,1.0,21.0,1,left,J. Embiid driving Layup (19 PTS) (T. Maxey 2 AST),"[203954, 1630178]",1610612755.0,PHI,driving,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,2.11,Made,19.0,T. Maxey,1630178.0,2.0,,,,,,,,,,
304,PT10M52.00S,2023-03-08T01:42:22.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201144,85.3646517739816,44.85294117647059,1610612750,45,60,2023-03-08T02:03:27Z,2940000,False,-26.0,85.0,1,right,MISS M. Conley 8' driving floating Shot - blocked,"[201144, 1630178]",1610612750.0,MIN,driving floating,,,Conley,M. Conley,,,,,In The Paint (Non-RA),8-16 Center,,,,,8.89,Missed,,,,,Maxey,1630178.0,,,,,,,,
305,PT10M52.00S,2023-03-08T01:42:22.8Z,3,REGULAR,block,,[],1630178,,,1610612750,45,60,2023-03-08T01:42:25Z,2950000,False,,,0,,T. Maxey BLOCK (1 BLK),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
306,PT10M48.00S,2023-03-08T01:42:26.8Z,3,REGULAR,rebound,defensive,[],203954,,,1610612755,45,60,2023-03-08T01:42:29Z,2960000,False,,,0,,J. Embiid REBOUND (Off:0 Def:4),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,304.0,4.0,4.0,0.0,,,,
307,PT10M42.00S,2023-03-08T01:42:32.4Z,3,REGULAR,2pt,Layup,[],1629001,14.4053876478318,66.42156862745098,1610612755,45,60,2023-03-08T02:05:17Z,2970000,False,-82.0,83.0,1,left,MISS D. Melton 11' driving Layup - blocked,"[1629001, 1630183]",1610612755.0,PHI,driving,,,Melton,D. Melton,,,,,Mid-Range,8-16 Left,,,,,11.67,Missed,,,,,McDaniels,1630183.0,,,,,,,,
308,PT10M42.00S,2023-03-08T01:42:32.4Z,3,REGULAR,block,,[],1630183,,,1610612755,45,60,2023-03-08T02:10:35Z,2980000,False,,,0,,J. McDaniels BLOCK (2 BLK),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,,,
309,PT10M40.00S,2023-03-08T01:42:34.4Z,3,REGULAR,rebound,defensive,[],1630162,,,1610612750,45,60,2023-03-08T01:42:38Z,2990000,False,,,0,,A. Edwards REBOUND (Off:0 Def:4),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,307.0,4.0,4.0,0.0,,,,
310,PT10M35.00S,2023-03-08T01:42:42.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,93.11760840998686,48.529411764705884,1610612750,47,60,2023-03-08T02:06:13Z,3000000,False,-7.0,12.0,1,right,A. Edwards driving Layup (22 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,Restricted Area,0-8 Center,,,,,1.43,Made,22.0,,,,,,,,,,,,,
311,PT10M35.00S,2023-03-08T01:42:46.2Z,3,REGULAR,foul,personal,['1freethrow'],200782,,,1610612750,47,60,2023-03-08T01:42:52Z,3010000,False,,,0,,P. Tucker shooting personal FOUL (1 PF) (Edwards 1 FT),"[200782, 1630162]",1610612755.0,PHI,shooting,,,Tucker,P. Tucker,,,,,Restricted Area,0-8 Center,,,,202026.0,,,,,,,,,,,,,1.0,0.0,Edwards,1630162.0
313,PT10M35.00S,2023-03-08T01:43:03.9Z,3,REGULAR,freethrow,1 of 1,[],1630162,,,1610612750,47,60,2023-03-08T01:43:14Z,3030000,False,,,0,,MISS A. Edwards Free Throw 1 of 1,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
314,PT10M35.00S,2023-03-08T01:43:03.9Z,3,REGULAR,rebound,defensive,[],202699,,,1610612755,47,60,2023-03-08T01:43:14Z,3040000,False,,,0,,T. Harris REBOUND (Off:2 Def:8),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,313.0,10.0,8.0,2.0,,,,
315,PT10M17.00S,2023-03-08T01:43:20.1Z,3,REGULAR,3pt,Jump Shot,[],203954,28.465834428383708,74.75490196078431,1610612755,47,63,2023-03-08T01:43:25Z,3050000,False,-124.0,215.0,1,left,J. Embiid 24' 3PT  (22 PTS) (T. Maxey 3 AST),"[203954, 1630178]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Left Center,,,,,24.82,Made,22.0,T. Maxey,1630178.0,3.0,,,,,,,,,,
317,PT10M02.00S,2023-03-08T01:43:35.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630183,83.39356110381078,45.34313725490196,1610612750,47,63,2023-03-08T02:08:47Z,3070000,False,-23.0,104.0,1,right,MISS J. McDaniels 10' fadeaway Shot,[1630183],1610612750.0,MIN,fadeaway,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,10.62,Missed,,,,,,,,,,,,,,
318,PT10M00.00S,2023-03-08T01:43:37.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612755,47,63,2023-03-08T01:43:45Z,3080000,False,,,0,,TEAM defensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,317.0,,,,,,,
320,PT09M53.00S,2023-03-08T01:44:47.0Z,3,REGULAR,3pt,Jump Shot,[],203954,33.065045992115635,52.20588235294118,1610612755,47,66,2023-03-08T01:44:51Z,3100000,False,-11.0,258.0,1,left,J. Embiid 25' 3PT  (25 PTS) (T. Maxey 4 AST),"[203954, 1630178]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,,,,,25.85,Made,25.0,T. Maxey,1630178.0,4.0,,,,,,,,,,
322,PT09M50.00S,2023-03-08T01:44:53.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,47,66,2023-03-08T01:44:53Z,3120000,False,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT09M30.00S,2023-03-08T01:48:35.7Z,3,REGULAR,3pt,Jump Shot,[],1630162,72.09264126149803,78.18627450980392,1610612750,50,66,2023-03-08T01:48:41Z,3130000,False,141.0,210.0,1,right,A. Edwards 25' 3PT pullup (25 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,Above the Break 3,24+ Right Center,,,,,25.27,Made,25.0,,,,,,,,,,,,,
326,PT09M10.00S,2023-03-08T01:48:55.1Z,3,REGULAR,3pt,Jump Shot,[],1629001,24.655059132720105,84.31372549019608,1610612755,50,66,2023-03-08T01:49:03Z,3140000,False,-172.0,179.0,1,left,MISS D. Melton 24' step back 3PT,[1629001],1610612755.0,PHI,step back,,,Melton,D. Melton,,,,,Above the Break 3,24+ Left Center,,,,,24.82,Missed,,,,,,,,,,,,,,
327,PT09M08.00S,2023-03-08T01:48:57.1Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612755,50,66,2023-03-08T01:49:03Z,3150000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,326.0,,,,,,,
328,PT08M59.00S,2023-03-08T01:49:22.0Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203954,12.565703022339028,78.18627450980392,1610612755,50,68,2023-03-08T01:49:28Z,3160000,False,-141.0,66.0,1,left,J. Embiid 15' fadeaway Jump Shot (27 PTS),[203954],1610612755.0,PHI,fadeaway,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Left,,,,,15.54,Made,27.0,,,,,,,,,,,,,
329,PT08M35.00S,2023-03-08T01:49:45.3Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203937,90.62089356110381,50.73529411764706,1610612750,50,68,2023-03-08T01:49:51Z,3170000,False,4.0,36.0,1,right,MISS K. Anderson Jump Shot,[203937],1610612750.0,MIN,,,,Anderson,K. Anderson,,,,,Restricted Area,0-8 Center,,,,,3.59,Missed,,,,,,,,,,,,,,
330,PT08M34.00S,2023-03-08T01:49:46.3Z,3,REGULAR,rebound,defensive,[],202699,,,1610612755,50,68,2023-03-08T01:49:51Z,3180000,False,,,0,,T. Harris REBOUND (Off:2 Def:9),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,329.0,11.0,9.0,2.0,,,,
331,PT08M16.00S,2023-03-08T01:50:05.8Z,3,REGULAR,foul,personal,['2freethrow'],1630183,,,1610612755,50,68,2023-03-08T01:50:36Z,3190000,False,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Embiid 2 FT),"[1630183, 203954]",1610612750.0,MIN,shooting,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,,2004.0,,,,,,,,,,,,,1.0,0.0,Embiid,203954.0
333,PT08M16.00S,2023-03-08T01:50:46.9Z,3,REGULAR,freethrow,1 of 2,[],203954,,,1610612755,50,69,2023-03-08T01:50:46Z,3210000,False,,,0,,J. Embiid Free Throw 1 of 2 (28 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,28.0,,,,,,,,,,,,,
334,PT08M16.00S,2023-03-08T01:50:59.4Z,3,REGULAR,freethrow,2 of 2,[],203954,,,1610612755,50,70,2023-03-08T01:50:59Z,3220000,False,,,0,,J. Embiid Free Throw 2 of 2 (29 PTS),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,Made,29.0,,,,,,,,,,,,,
335,PT08M06.00S,2023-03-08T01:51:16.1Z,3,REGULAR,foul,personal,['3freethrow'],1630178,,,1610612750,50,70,2023-03-08T01:51:39Z,3230000,False,,,0,,T. Maxey shooting personal FOUL (1 PF) (Conley 3 FT),"[1630178, 201144]",1610612755.0,PHI,shooting,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,,,,202026.0,,,,,,,,,,,,,1.0,0.0,Conley,201144.0
