actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
336,PT12M00.00S,2022-11-26T02:22:16.7Z,3,REGULAR,substitution,in,['startperiod'],1628991,,,1610612740,68,48,2022-11-26T02:23:02Z,3320000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT12M00.00S,2022-11-26T02:22:16.7Z,3,REGULAR,substitution,in,['startperiod'],1628415,,,1610612740,68,48,2022-11-26T02:23:02Z,3330000,False,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT12M00.00S,2022-11-26T02:22:16.7Z,3,REGULAR,substitution,in,['startperiod'],1630530,,,1610612740,68,48,2022-11-26T02:23:02Z,3340000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT12M00.00S,2022-11-26T02:22:16.7Z,3,REGULAR,substitution,in,['startperiod'],202685,,,1610612740,68,48,2022-11-26T02:23:02Z,3350000,False,,,0,,SUB in: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
340,PT12M00.00S,2022-11-26T02:23:16.3Z,3,REGULAR,period,start,[],0,,,1610612740,68,48,2022-11-26T02:23:16Z,3360000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2022-11-26T02:23:20.3Z,3,REGULAR,violation,delay-of-game,['team'],0,,,1610612740,68,48,2022-11-26T02:23:34Z,3370000,False,,,0,,TEAM delay-of-game VIOLATION,[],1610612740.0,NOP,,,,,,,,,,101284.0,,,,,,,,,,,,,,,,,,,,,
342,PT11M42.00S,2022-11-26T02:23:33.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,93.51182654402102,48.03921568627451,1610612740,68,48,2022-11-26T02:23:38Z,3380000,False,-10.0,8.0,1,right,MISS Z. Williamson driving reverse Layup,[1629627],1610612740.0,NOP,driving reverse,,,Williamson,Z. Williamson,,,,,,Restricted Area,0-8 Center,1.3,Missed,,,,,,,,,,,,,,,,,
343,PT11M39.00S,2022-11-26T02:23:36.5Z,3,REGULAR,rebound,defensive,[],203500,,,1610612763,68,48,2022-11-26T02:23:38Z,3390000,False,,,0,,S. Adams REBOUND (Off:4 Def:4),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Restricted Area,0-8 Center,,,342.0,8.0,4.0,4.0,,,,,,,,,,,,,
344,PT11M27.00S,2022-11-26T02:23:48.7Z,3,REGULAR,3pt,Jump Shot,[],1629723,30.56833114323259,30.88235294117647,1610612763,71,48,2022-11-26T02:23:54Z,3400000,False,96.0,235.0,1,left,J. Konchar 25' 3PT  (9 PTS) (D. Brooks 4 AST),"[1629723, 1628415]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,Above the Break 3,24+ Right Center,25.35,Made,,,,,9.0,D. Brooks,1628415.0,4.0,,,,,,,,,
346,PT11M09.00S,2022-11-26T02:24:06.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,81.2910643889619,49.01960784313725,1610612740,71,48,2022-11-26T02:24:10Z,3420000,False,-5.0,123.0,1,right,MISS J. Valanciunas 12' Jump Shot,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,In The Paint (Non-RA),8-16 Center,12.35,Missed,,,,,,,,,,,,,,,,,
347,PT11M06.00S,2022-11-26T02:24:09.1Z,3,REGULAR,rebound,defensive,[],1628991,,,1610612763,71,48,2022-11-26T02:24:10Z,3430000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:2),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,In The Paint (Non-RA),8-16 Center,,,346.0,2.0,2.0,0.0,,,,,,,,,,,,,
348,PT10M54.00S,2022-11-26T02:24:21.3Z,3,REGULAR,3pt,Jump Shot,[],1629630,30.56833114323259,67.64705882352942,1610612763,71,48,2022-11-26T02:24:25Z,3440000,False,-88.0,235.0,1,left,MISS J. Morant 25' pullup 3PT,[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,,Above the Break 3,24+ Left Center,25.08,Missed,,,,,,,,,,,,,,,,,
349,PT10M51.00S,2022-11-26T02:24:24.3Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,71,48,2022-11-26T02:24:25Z,3450000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:2),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Above the Break 3,24+ Left Center,,,348.0,2.0,2.0,0.0,,,,,,,,,,,,,
350,PT10M41.00S,2022-11-26T02:24:34.1Z,3,REGULAR,3pt,Jump Shot,[],1630529,92.32917214191852,94.6078431372549,1610612740,71,51,2022-11-26T02:24:38Z,3460000,False,223.0,20.0,1,right,H. Jones 3PT  (9 PTS) (Z. Williamson 3 AST),"[1630529, 1629627]",1610612740.0,NOP,,,,Jones,H. Jones,,,,,,Right Corner 3,24+ Right,22.39,Made,,,,,9.0,Z. Williamson,1629627.0,3.0,,,,,,,,,
352,PT10M26.00S,2022-11-26T02:24:48.7Z,3,REGULAR,3pt,Jump Shot,[],1628415,32.276609724047304,51.9607843137255,1610612763,71,51,2022-11-26T02:24:52Z,3480000,False,-10.0,251.0,1,left,MISS D. Brooks 25' 3PT,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,Above the Break 3,24+ Center,25.11,Missed,,,,,,,,,,,,,,,,,
353,PT10M23.00S,2022-11-26T02:24:51.7Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,71,51,2022-11-26T02:24:52Z,3490000,False,,,0,,J. Valanciunas REBOUND (Off:0 Def:3),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Above the Break 3,24+ Center,,,352.0,3.0,3.0,0.0,,,,,,,,,,,,,
354,PT10M17.00S,2022-11-26T02:24:58.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630631,93.9060446780552,52.69607843137255,1610612740,71,51,2022-11-26T02:25:02Z,3500000,False,13.0,5.0,1,right,MISS J. Alvarado driving Layup,[1630631],1610612740.0,NOP,driving,,,Alvarado,J. Alvarado,,,,,,Restricted Area,0-8 Center,1.43,Missed,,,,,,,,,,,,,,,,,
355,PT10M15.00S,2022-11-26T02:25:00.6Z,3,REGULAR,rebound,defensive,[],203500,,,1610612763,71,51,2022-11-26T02:25:02Z,3510000,False,,,0,,S. Adams REBOUND (Off:4 Def:5),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Restricted Area,0-8 Center,,,354.0,9.0,5.0,4.0,,,,,,,,,,,,,
356,PT10M05.00S,2022-11-26T02:25:12.6Z,3,REGULAR,foul,personal,[],202685,,,1610612763,71,51,2022-11-26T02:25:17Z,3520000,False,,,0,,J. Valanciunas personal FOUL (2 PF),"[202685, 1629630]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,101284.0,Mid-Range,16-24 Right Center,,,,,,,,,,,,2.0,0.0,Morant,1629630.0,,,,
358,PT09M57.00S,2022-11-26T02:25:44.0Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,16.90210249671485,38.970588235294116,1610612763,73,51,2022-11-26T02:25:49Z,3540000,False,55.0,106.0,1,left,D. Brooks 11' turnaround fadeaway Jump Shot (18 PTS),[1628415],1610612763.0,MEM,turnaround fadeaway,,,Brooks,D. Brooks,,,,,,In The Paint (Non-RA),8-16 Center,11.98,Made,,,,,18.0,,,,,,,,,,,,
359,PT09M47.00S,2022-11-26T02:25:54.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,93.51182654402102,48.529411764705884,1610612740,73,51,2022-11-26T02:25:57Z,3550000,False,-7.0,8.0,1,right,MISS Z. Williamson driving Layup,[1629627],1610612740.0,NOP,driving,,,Williamson,Z. Williamson,,,,,,Restricted Area,0-8 Center,1.13,Missed,,,,,,,,,,,,,,,,,
360,PT09M45.00S,2022-11-26T02:25:56.2Z,3,REGULAR,rebound,defensive,[],203500,,,1610612763,73,51,2022-11-26T02:25:57Z,3560000,False,,,0,,S. Adams REBOUND (Off:4 Def:6),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Restricted Area,0-8 Center,,,359.0,10.0,6.0,4.0,,,,,,,,,,,,,
361,PT09M41.00S,2022-11-26T02:26:00.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628415,6.1268068331143235,51.225490196078425,1610612763,75,51,2022-11-26T02:26:06Z,3570000,False,-6.0,5.0,1,left,D. Brooks running finger roll Layup (20 PTS),[1628415],1610612763.0,MEM,running finger roll,,,Brooks,D. Brooks,,,,,,Restricted Area,0-8 Center,0.8,Made,,,,,20.0,,,,,,,,,,,,
362,PT09M31.00S,2022-11-26T02:26:12.2Z,3,REGULAR,turnover,out-of-bounds,[],202685,,,1610612740,75,51,2022-11-26T02:26:16Z,3580000,False,,,0,,J. Valanciunas bad pass out-of-bounds TURNOVER (2 TO),[202685],1610612740.0,NOP,bad pass,,,Valanciunas,J. Valanciunas,,,,,101284.0,Mid-Range,16-24 Center,,,,,,,,,,,2.0,,,,,,,,
363,PT09M20.00S,2022-11-26T02:26:32.1Z,3,REGULAR,foul,personal,['2freethrow'],202685,,,1610612763,75,51,2022-11-26T02:26:38Z,3590000,False,,,0,,J. Valanciunas shooting personal FOUL (3 PF) (Adams 2 FT),"[202685, 203500]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,1198.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,3.0,0.0,Adams,203500.0,,,,
365,PT09M20.00S,2022-11-26T02:26:56.9Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],203500,,,1610612763,76,51,2022-11-26T02:26:56Z,3610000,False,,,0,,S. Adams Free Throw 1 of 2 (15 PTS),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,
366,PT09M20.00S,2022-11-26T02:27:12.3Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],203500,,,1610612763,76,51,2022-11-26T02:27:12Z,3620000,False,,,0,,MISS S. Adams Free Throw 2 of 2,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
367,PT09M18.00S,2022-11-26T02:27:13.2Z,3,REGULAR,rebound,defensive,[],1629627,,,1610612740,76,51,2022-11-26T02:27:13Z,3630000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:4),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,366.0,4.0,4.0,0.0,,,,,,,,,,,,,
368,PT09M08.00S,2022-11-26T02:27:22.6Z,3,REGULAR,3pt,Jump Shot,[],1630631,71.56701708278581,20.34313725490196,1610612740,76,51,2022-11-26T02:27:26Z,3640000,False,-148.0,215.0,1,right,MISS J. Alvarado 26' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,Above the Break 3,24+ Left Center,26.1,Missed,,,,,,,,,,,,,,,,,
369,PT09M05.00S,2022-11-26T02:27:25.6Z,3,REGULAR,rebound,defensive,[],203500,,,1610612763,76,51,2022-11-26T02:27:26Z,3650000,False,,,0,,S. Adams REBOUND (Off:4 Def:7),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,Above the Break 3,24+ Left Center,,,368.0,11.0,7.0,4.0,,,,,,,,,,,,,
370,PT08M54.00S,2022-11-26T02:27:39.6Z,3,REGULAR,foul,personal,['2freethrow'],1630530,,,1610612763,76,51,2022-11-26T02:27:50Z,3660000,False,,,0,,T. Murphy III shooting personal FOUL (3 PF) (Jackson Jr. 2 FT),"[1630530, 1628991]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,203177.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,3.0,0.0,Jackson Jr.,1628991.0,,,,
372,PT08M54.00S,2022-11-26T02:28:06.9Z,3,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,77,51,2022-11-26T02:28:06Z,3680000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (4 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Made,,,,,4.0,,,,,,,,,,,,
373,PT08M54.00S,2022-11-26T02:28:23.0Z,3,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,78,51,2022-11-26T02:28:23Z,3690000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (5 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,
374,PT08M37.00S,2022-11-26T02:28:43.2Z,3,REGULAR,2pt,Jump Shot,[],1630529,75.50919842312747,77.94117647058823,1610612740,78,51,2022-11-26T02:28:46Z,3700000,False,140.0,178.0,1,right,MISS H. Jones 22' Jump Shot,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,Mid-Range,16-24 Right Center,22.6,Missed,,,,,,,,,,,,,,,,,
375,PT08M36.00S,2022-11-26T02:28:45.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612763,78,51,2022-11-26T02:28:45Z,3710000,False,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,Mid-Range,16-24 Right Center,,,374.0,,,,,,,,,,,,,,,,
377,PT08M20.00S,2022-11-26T02:29:05.6Z,3,REGULAR,foul,personal,['2freethrow'],1629627,,,1610612763,78,51,2022-11-26T02:29:16Z,3730000,False,,,0,,Z. Williamson shooting personal FOUL (2 PF) (Jackson Jr. 2 FT),"[1629627, 1628991]",1610612740.0,NOP,shooting,,,Williamson,Z. Williamson,,,,,203177.0,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,2.0,0.0,Jackson Jr.,1628991.0,,,,
379,PT08M20.00S,2022-11-26T02:29:27.2Z,3,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,79,51,2022-11-26T02:29:27Z,3750000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (6 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,
380,PT08M20.00S,2022-11-26T02:29:35.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,79,51,2022-11-26T02:29:35Z,3760000,False,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT08M20.00S,2022-11-26T02:32:30.4Z,3,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,80,51,2022-11-26T02:32:30Z,3770000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (7 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,Made,,,,,7.0,,,,,,,,,,,,
382,PT08M07.00S,2022-11-26T02:32:42.6Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1630529,93.24901445466492,49.26470588235294,1610612740,80,53,2022-11-26T02:32:46Z,3780000,False,-4.0,11.0,1,right,H. Jones cutting DUNK (11 PTS) (J. Valanciunas 1 AST),"[1630529, 202685]",1610612740.0,NOP,cutting,,,Jones,H. Jones,,,,,,Restricted Area,0-8 Center,1.16,Made,,,,,11.0,J. Valanciunas,202685.0,1.0,,,,,,,,,
384,PT07M50.00S,2022-11-26T02:33:00.3Z,3,REGULAR,turnover,offensive goaltending,[],1628991,,,1610612763,80,53,2022-11-26T02:33:12Z,3800000,False,,,0,,J. Jackson Jr. offensive goaltending TURNOVER (1 TO),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,101284.0,Restricted Area,0-8 Center,,,,,,,,,,,1.0,,,,,,,,
385,PT07M46.00S,2022-11-26T02:33:29.0Z,3,REGULAR,foul,offensive,[],202685,,,1610612740,80,53,2022-11-26T02:33:32Z,3810000,False,,,0,,J. Valanciunas offensive FOUL (4 PF),"[202685, 1629630]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,101284.0,Above the Break 3,24+ Right Center,,,,,,,,,,,,4.0,0.0,Morant,1629630.0,,,,
387,PT07M46.00S,2022-11-26T02:33:29.0Z,3,REGULAR,turnover,offensive foul,[],202685,,,1610612740,80,53,2022-11-26T02:33:29Z,3830000,False,,,0,,J. Valanciunas offensive foul TURNOVER (3 TO),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,101284.0,Above the Break 3,24+ Right Center,,,,,,,,,,,3.0,,,,,,,,
388,PT07M29.00S,2022-11-26T02:33:55.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629630,7.178055190538765,51.470588235294116,1610612763,82,53,2022-11-26T02:33:59Z,3840000,False,-7.0,15.0,1,left,J. Morant driving finger roll Layup (17 PTS),[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,,Restricted Area,0-8 Center,1.67,Made,,,,,17.0,,,,,,,,,,,,
389,PT07M13.00S,2022-11-26T02:34:14.5Z,3,REGULAR,turnover,out-of-bounds,[],202685,,,1610612740,82,53,2022-11-26T02:34:20Z,3850000,False,,,0,,J. Valanciunas bad pass out-of-bounds TURNOVER (4 TO),[202685],1610612740.0,NOP,bad pass,,,Valanciunas,J. Valanciunas,,,,,203177.0,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,4.0,,,,,,,,
390,PT06M52.00S,2022-11-26T02:34:37.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629630,6.652431011826544,50.98039215686274,1610612763,84,53,2022-11-26T02:34:40Z,3860000,False,-5.0,10.0,1,left,J. Morant driving floating Jump Shot (19 PTS),[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,,Restricted Area,0-8 Center,1.11,Made,,,,,19.0,,,,,,,,,,,,
391,PT06M40.00S,2022-11-26T02:34:50.1Z,3,REGULAR,3pt,Jump Shot,[],1630530,91.27792378449409,95.09803921568627,1610612740,84,53,2022-11-26T02:34:53Z,3870000,False,225.0,29.0,1,right,MISS T. Murphy III 3PT,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,Right Corner 3,24+ Right,22.74,Missed,,,,,,,,,,,,,,,,,
392,PT06M37.00S,2022-11-26T02:34:53.1Z,3,REGULAR,rebound,offensive,[],1629627,,,1610612740,84,53,2022-11-26T02:34:53Z,3880000,False,,,0,,Z. Williamson REBOUND (Off:1 Def:4),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,Right Corner 3,24+ Right,,,391.0,5.0,4.0,1.0,,,,,,,,,,,,,
393,PT06M24.00S,2022-11-26T02:35:06.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",202685,93.9060446780552,50.245098039215684,1610612740,84,55,2022-11-26T02:35:08Z,3890000,False,1.0,5.0,1,right,J. Valanciunas Layup (4 PTS) (H. Jones 3 AST),"[202685, 1630529]",1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,Restricted Area,0-8 Center,0.49,Made,,,,,4.0,H. Jones,1630529.0,3.0,,,,,,,,,
395,PT06M13.00S,2022-11-26T02:35:17.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628415,9.149145860709593,48.03921568627451,1610612763,86,55,2022-11-26T02:35:20Z,3910000,False,10.0,34.0,1,left,D. Brooks driving floating Jump Shot (22 PTS),[1628415],1610612763.0,MEM,driving floating,,,Brooks,D. Brooks,,,,,,Restricted Area,0-8 Center,3.49,Made,,,,,22.0,,,,,,,,,,,,
396,PT06M06.00S,2022-11-26T02:35:25.6Z,3,REGULAR,foul,personal,['2freethrow'],1628991,,,1610612740,86,55,2022-11-26T02:35:40Z,3920000,False,,,0,,J. Jackson Jr. shooting personal FOUL (4 PF) (Jones 2 FT),"[1628991, 1630529]",1610612763.0,MEM,shooting,,,Jackson Jr.,J. Jackson Jr.,,,,,101284.0,Restricted Area,0-8 Center,,,,,,,,,,,,4.0,1.0,Jones,1630529.0,,,,
398,PT06M06.00S,2022-11-26T02:36:02.6Z,3,REGULAR,freethrow,1 of 2,[],1630529,,,1610612740,86,56,2022-11-26T02:36:02Z,3940000,False,,,0,,H. Jones Free Throw 1 of 2 (12 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,
399,PT06M06.00S,2022-11-26T02:36:03.4Z,3,REGULAR,substitution,out,[],1628991,,,1610612740,86,56,2022-11-26T02:36:06Z,3950000,False,,,0,,SUB out: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT06M06.00S,2022-11-26T02:36:03.4Z,3,REGULAR,substitution,in,[],1631223,,,1610612740,86,56,2022-11-26T02:36:06Z,3960000,False,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT06M06.00S,2022-11-26T02:36:22.3Z,3,REGULAR,freethrow,2 of 2,[],1630529,,,1610612740,86,57,2022-11-26T02:36:22Z,3970000,False,,,0,,H. Jones Free Throw 2 of 2 (13 PTS),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,Made,,,,,13.0,,,,,,,,,,,,
402,PT05M50.00S,2022-11-26T02:36:39.1Z,3,REGULAR,3pt,Jump Shot,[],1631223,6.915243101182654,95.34313725490196,1610612763,86,57,2022-11-26T02:36:42Z,3980000,False,-227.0,13.0,1,left,MISS D. Roddy 3PT,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,Left Corner 3,24+ Left,22.7,Missed,,,,,,,,,,,,,,,,,
403,PT05M47.00S,2022-11-26T02:36:42.1Z,3,REGULAR,rebound,offensive,[],1629723,,,1610612763,86,57,2022-11-26T02:36:42Z,3990000,False,,,0,,J. Konchar REBOUND (Off:2 Def:3),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,Left Corner 3,24+ Left,,,402.0,5.0,3.0,2.0,,,,,,,,,,,,,
404,PT05M46.00S,2022-11-26T02:36:43.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629630,30.56833114323259,35.049019607843135,1610612763,86,57,2022-11-26T02:36:47Z,4000000,False,75.0,235.0,1,left,MISS J. Morant 24' pullup 3PT,[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,,Above the Break 3,24+ Center,24.64,Missed,,,,,,,,,,,,,,,,,
405,PT05M44.00S,2022-11-26T02:36:45.9Z,3,REGULAR,rebound,defensive,[],1630631,,,1610612740,86,57,2022-11-26T02:36:47Z,4010000,False,,,0,,J. Alvarado REBOUND (Off:0 Def:4),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,Above the Break 3,24+ Center,,,404.0,4.0,4.0,0.0,,,,,,,,,,,,,
406,PT05M38.00S,2022-11-26T02:36:52.2Z,3,REGULAR,turnover,bad pass,[],1630631,,,1610612740,86,57,2022-11-26T02:36:55Z,4020000,False,,,0,,J. Alvarado bad pass TURNOVER (1 TO),"[1630631, 1629723]",1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,1.0,,,,,,,Konchar,1629723.0
407,PT05M38.00S,2022-11-26T02:36:52.2Z,3,REGULAR,steal,,[],1629723,,,1610612763,86,57,2022-11-26T02:36:53Z,4030000,False,,,0,,J. Konchar STEAL (1 STL),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,
408,PT05M33.00S,2022-11-26T02:36:59.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202685,,,1610612763,86,57,2022-11-26T02:37:09Z,4040000,False,,,0,,J. Valanciunas shooting personal FOUL (5 PF) (Morant 2 FT),"[202685, 1629630]",1610612740.0,NOP,shooting,,,Valanciunas,J. Valanciunas,,,,,101284.0,Restricted Area,0-8 Center,,,,,,,,,,,,5.0,0.0,Morant,1629630.0,,,,
410,PT05M33.00S,2022-11-26T02:37:47.8Z,3,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629630,,,1610612763,87,57,2022-11-26T02:37:47Z,4060000,False,,,0,,J. Morant Free Throw 1 of 2 (20 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,
411,PT05M33.00S,2022-11-26T02:37:48.5Z,3,REGULAR,substitution,out,[],203500,,,1610612763,87,57,2022-11-26T02:37:55Z,4070000,False,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
412,PT05M33.00S,2022-11-26T02:37:48.5Z,3,REGULAR,substitution,out,[],202685,,,1610612763,87,57,2022-11-26T02:37:55Z,4080000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT05M33.00S,2022-11-26T02:37:48.5Z,3,REGULAR,substitution,in,[],1629634,,,1610612763,87,57,2022-11-26T02:37:55Z,4090000,False,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT05M33.00S,2022-11-26T02:37:48.5Z,3,REGULAR,substitution,in,[],1626204,,,1610612763,87,57,2022-11-26T02:37:55Z,4100000,False,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT05M33.00S,2022-11-26T02:38:12.2Z,3,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629630,,,1610612763,87,57,2022-11-26T02:38:12Z,4110000,False,,,0,,MISS J. Morant Free Throw 2 of 2,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,Missed,,,,,,,,,,,,,,,,,
416,PT05M32.00S,2022-11-26T02:38:13.9Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612763,87,57,2022-11-26T02:38:13Z,4120000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,415.0,,,,,,,,,,,,,,,,
