actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
548,PT00M00.00S,2023-01-12T02:45:59.3Z,3,REGULAR,period,end,[],0,,,1610612759,112,97,2023-01-12T02:45:59Z,5420000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,PT12M00.00S,2023-01-12T02:46:02.5Z,4,REGULAR,substitution,out,['startperiod'],1630583,,,1610612759,112,97,2023-01-12T02:48:42Z,5430000,False,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT12M00.00S,2023-01-12T02:46:02.5Z,4,REGULAR,substitution,out,['startperiod'],1629723,,,1610612759,112,97,2023-01-12T02:48:42Z,5440000,False,,,0,,SUB out: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,,,
551,PT12M00.00S,2023-01-12T02:46:02.5Z,4,REGULAR,substitution,in,['startperiod'],1628991,,,1610612759,112,97,2023-01-12T02:48:42Z,5450000,False,,,0,,SUB in: J. Jackson Jr.,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
552,PT12M00.00S,2023-01-12T02:46:02.5Z,4,REGULAR,substitution,in,['startperiod'],1630217,,,1610612759,112,97,2023-01-12T02:48:42Z,5460000,False,,,0,,SUB in: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
553,PT12M00.00S,2023-01-12T02:48:42.0Z,4,REGULAR,period,start,[],0,,,1610612763,112,97,2023-01-12T02:48:43Z,5470000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
554,PT11M42.00S,2023-01-12T02:48:59.0Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630214,87.07293035479631,50.245098039215684,1610612763,112,97,2023-01-12T02:49:04Z,5480000,False,1.0,69.0,1,right,MISS X. Tillman 6' driving floating Shot - blocked,"[1630214, 1628380]",1610612763.0,MEM,driving floating,,,Tillman,X. Tillman,,,,,In The Paint (Non-RA),0-8 Center,6.9,Missed,Collins,1628380.0,,,,,,,,,,,,,,,,
555,PT11M42.00S,2023-01-12T02:48:59.0Z,4,REGULAR,block,,[],1628380,,,1610612763,112,97,2023-01-12T02:49:02Z,5490000,False,,,0,,Z. Collins BLOCK (1 BLK),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
556,PT11M39.00S,2023-01-12T02:49:02.0Z,4,REGULAR,rebound,defensive,[],1628380,,,1610612759,112,97,2023-01-12T02:49:04Z,5500000,False,,,0,,Z. Collins REBOUND (Off:4 Def:8),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,In The Paint (Non-RA),0-8 Center,,,,,554.0,,,,,12.0,8.0,4.0,,,,,,,,
557,PT11M31.00S,2023-01-12T02:49:09.5Z,4,REGULAR,2pt,Jump Shot,[],1626196,21.76412614980289,50.73529411764706,1610612759,112,97,2023-01-12T02:49:16Z,5510000,False,-4.0,152.0,1,left,MISS J. Richardson 15' pullup Shot,[1626196],1610612759.0,SAS,pullup,,,Richardson,J. Richardson,,,,,Mid-Range,8-16 Center,15.21,Missed,,,,,,,,,,,,,,,,,,
558,PT11M28.00S,2023-01-12T02:49:12.5Z,4,REGULAR,rebound,defensive,[],1628991,,,1610612763,112,97,2023-01-12T02:49:16Z,5520000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:7),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Mid-Range,8-16 Center,,,,,557.0,,,,,7.0,7.0,0.0,,,,,,,,
559,PT11M18.00S,2023-01-12T02:49:22.4Z,4,REGULAR,2pt,Jump Shot,[],1626145,92.46057818659659,32.59803921568628,1610612763,112,97,2023-01-12T02:49:26Z,5530000,False,-87.0,18.0,1,right,MISS T. Jones 8' driving floating Shot,[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,Mid-Range,8-16 Left,8.89,Missed,,,,,,,,,,,,,,,,,,
560,PT11M17.00S,2023-01-12T02:49:24.3Z,4,REGULAR,rebound,offensive,[],1630214,,,1610612763,112,97,2023-01-12T02:49:24Z,5540000,False,,,0,,X. Tillman REBOUND (Off:2 Def:2),[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,Mid-Range,8-16 Left,,,,,559.0,,,,,4.0,2.0,2.0,,,,,,,,
561,PT11M16.00S,2023-01-12T02:49:25.4Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630214,92.59198423127464,53.18627450980392,1610612763,114,97,2023-01-12T02:49:32Z,5550000,False,16.0,17.0,1,right,X. Tillman putback Layup (8 PTS),[1630214],1610612763.0,MEM,putback,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,2.33,Made,,,,8.0,,,,,,,,,,,,,,
562,PT11M02.00S,2023-01-12T02:49:39.1Z,4,REGULAR,3pt,Jump Shot,[],1628380,32.14520367936925,59.068627450980394,1610612759,114,100,2023-01-12T02:49:43Z,5560000,False,-45.0,250.0,1,left,Z. Collins 25' 3PT  (11 PTS) (J. Richardson 3 AST),"[1628380, 1626196]",1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Above the Break 3,24+ Center,25.38,Made,,,,11.0,J. Richardson,1626196.0,3.0,,,,,,,,,,,
564,PT10M42.00S,2023-01-12T02:49:59.6Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630214,92.46057818659659,55.14705882352941,1610612763,114,100,2023-01-12T02:50:05Z,5580000,False,26.0,18.0,1,right,MISS X. Tillman cutting Layup,[1630214],1610612763.0,MEM,cutting,,,Tillman,X. Tillman,,,,,Restricted Area,0-8 Center,3.16,Missed,,,,,,,,,,,,,,,,,,
565,PT10M39.00S,2023-01-12T02:50:02.6Z,4,REGULAR,rebound,defensive,[],203926,,,1610612759,114,100,2023-01-12T02:50:05Z,5590000,False,,,0,,D. McDermott REBOUND (Off:0 Def:2),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Restricted Area,0-8 Center,,,,,564.0,,,,,2.0,2.0,0.0,,,,,,,,
566,PT10M30.00S,2023-01-12T02:50:16.0Z,4,REGULAR,foul,personal,['2freethrow'],1630533,,,1610612759,114,100,2023-01-12T02:50:50Z,5600000,False,,,0,,Z. Williams shooting personal FOUL (2 PF) (Johnson 2 FT),"[1630533, 1626169]",1610612763.0,MEM,shooting,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,101284.0,,2.0,0.0,Johnson,1626169.0,,
568,PT10M30.00S,2023-01-12T02:50:54.4Z,4,REGULAR,freethrow,1 of 2,[],1626169,,,1610612759,114,100,2023-01-12T02:51:23Z,5620000,False,,,0,,MISS S. Johnson Free Throw 1 of 2,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
569,PT10M30.00S,2023-01-12T02:50:54.4Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612759,114,100,2023-01-12T02:51:23Z,5630000,False,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,,,,,568.0,,,,,,,,,,,,,,,
570,PT10M30.00S,2023-01-12T02:50:54.4Z,4,REGULAR,freethrow,2 of 2,[],1626169,,,1610612759,114,100,2023-01-12T02:51:23Z,5640000,False,,,0,,MISS S. Johnson Free Throw 2 of 2,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
571,PT10M28.00S,2023-01-12T02:50:56.4Z,4,REGULAR,rebound,defensive,[],1628991,,,1610612763,114,100,2023-01-12T02:51:23Z,5650000,False,,,0,,J. Jackson Jr. REBOUND (Off:0 Def:8),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,,,,570.0,,,,,8.0,8.0,0.0,,,,,,,,
572,PT10M12.00S,2023-01-12T02:51:27.2Z,4,REGULAR,3pt,Jump Shot,[],1628991,93.11760840998686,2.941176470588235,1610612763,117,100,2023-01-12T02:51:31Z,5660000,False,-235.0,12.0,1,right,J. Jackson Jr. 3PT  (16 PTS) (D. Bane 3 AST),"[1628991, 1630217]",1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Left Corner 3,24+ Left,23.56,Made,,,,16.0,D. Bane,1630217.0,3.0,,,,,,,,,,,
574,PT09M54.00S,2023-01-12T02:51:44.7Z,4,REGULAR,3pt,Jump Shot,[],1626196,29.38567674113009,77.20588235294117,1610612759,117,103,2023-01-12T02:51:49Z,5680000,False,-136.0,224.0,1,left,J. Richardson 26' 3PT  (7 PTS) (Z. Collins 4 AST),"[1626196, 1628380]",1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,26.18,Made,,,,7.0,Z. Collins,1628380.0,4.0,,,,,,,,,,,
576,PT09M45.00S,2023-01-12T02:51:55.5Z,4,REGULAR,foul,personal,['2freethrow'],1626169,,,1610612763,117,103,2023-01-12T02:52:23Z,5700000,False,,,0,,S. Johnson shooting personal FOUL (1 PF) (Tillman 2 FT),"[1626169, 1630214]",1610612759.0,SAS,shooting,,,Johnson,S. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,101284.0,,1.0,0.0,Tillman,1630214.0,,
578,PT09M45.00S,2023-01-12T02:52:25.4Z,4,REGULAR,freethrow,1 of 2,[],1630214,,,1610612763,117,103,2023-01-12T02:52:54Z,5720000,False,,,0,,MISS X. Tillman Free Throw 1 of 2,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
579,PT09M45.00S,2023-01-12T02:52:25.4Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612763,117,103,2023-01-12T02:52:54Z,5730000,False,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,,,578.0,,,,,,,,,,,,,,,
580,PT09M45.00S,2023-01-12T02:52:25.4Z,4,REGULAR,freethrow,2 of 2,[],1630214,,,1610612763,117,103,2023-01-12T02:52:54Z,5740000,False,,,0,,MISS X. Tillman Free Throw 2 of 2,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
581,PT09M43.00S,2023-01-12T02:52:27.4Z,4,REGULAR,rebound,defensive,[],1626169,,,1610612759,117,103,2023-01-12T02:52:54Z,5750000,False,,,0,,S. Johnson REBOUND (Off:1 Def:1),[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,580.0,,,,,2.0,1.0,1.0,,,,,,,,
582,PT09M30.00S,2023-01-12T02:53:00.1Z,4,REGULAR,3pt,Jump Shot,[],1626196,29.38567674113009,74.75490196078431,1610612759,117,106,2023-01-12T02:53:04Z,5760000,False,-124.0,224.0,1,left,J. Richardson 25' 3PT pullup (10 PTS) (S. Johnson 3 AST),"[1626196, 1626169]",1610612759.0,SAS,pullup,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,25.57,Made,,,,10.0,S. Johnson,1626169.0,3.0,,,,,,,,,,,
583,PT09M30.00S,2023-01-12T02:53:04.6Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,117,106,2023-01-12T02:53:04Z,5770000,False,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
584,PT09M30.00S,2023-01-12T02:55:21.7Z,4,REGULAR,substitution,out,[],1631103,,,1610612763,117,106,2023-01-12T02:55:55Z,5780000,False,,,0,,SUB out: M. Branham,[1631103],1610612759.0,SAS,,,,Branham,M. Branham,,,,,,,,,,,,,,,,,,,,,,,,,,
585,PT09M30.00S,2023-01-12T02:55:21.7Z,4,REGULAR,substitution,out,[],1626169,,,1610612763,117,106,2023-01-12T02:55:55Z,5790000,False,,,0,,SUB out: S. Johnson,[1626169],1610612759.0,SAS,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT09M30.00S,2023-01-12T02:55:21.7Z,4,REGULAR,substitution,in,[],1629640,,,1610612763,117,106,2023-01-12T02:55:55Z,5800000,False,,,0,,SUB in: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT09M30.00S,2023-01-12T02:55:21.7Z,4,REGULAR,substitution,in,[],1631110,,,1610612763,117,106,2023-01-12T02:55:55Z,5810000,False,,,0,,SUB in: J. Sochan,[1631110],1610612759.0,SAS,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT09M13.00S,2023-01-12T02:56:16.8Z,4,REGULAR,3pt,Jump Shot,[],1628991,68.80749014454665,28.921568627450984,1610612763,117,106,2023-01-12T02:56:21Z,5820000,False,-105.0,241.0,1,right,MISS J. Jackson Jr. 26' 3PT,[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,Above the Break 3,24+ Left Center,26.28,Missed,,,,,,,,,,,,,,,,,,
589,PT09M10.00S,2023-01-12T02:56:19.8Z,4,REGULAR,rebound,offensive,[],1630217,,,1610612763,117,106,2023-01-12T02:56:21Z,5830000,False,,,0,,D. Bane REBOUND (Off:3 Def:3),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,,588.0,,,,,6.0,3.0,3.0,,,,,,,,
590,PT09M04.00S,2023-01-12T02:56:27.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630217,92.72339027595268,54.90196078431373,1610612763,117,106,2023-01-12T02:56:32Z,5840000,False,25.0,16.0,1,right,MISS D. Bane driving floating bank Shot,[1630217],1610612763.0,MEM,driving floating bank,,,Bane,D. Bane,,,,,Restricted Area,0-8 Center,2.92,Missed,,,,,,,,,,,,,,,,,,
591,PT09M00.00S,2023-01-12T02:56:29.6Z,4,REGULAR,rebound,defensive,[],1626196,,,1610612759,117,106,2023-01-12T02:56:29Z,5850000,False,,,0,,J. Richardson REBOUND (Off:0 Def:1),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Restricted Area,0-8 Center,,,,,590.0,,,,,1.0,1.0,0.0,,,,,,,,
592,PT08M56.00S,2023-01-12T02:56:34.1Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1629640,7.966491458607096,38.48039215686275,1610612759,117,108,2023-01-12T02:56:49Z,5860000,False,58.0,22.0,1,left,K. Johnson 6' driving floating bank Jump Shot (21 PTS) (J. Richardson 4 AST),"[1629640, 1626196]",1610612759.0,SAS,driving floating bank,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,6.18,Made,,,,21.0,J. Richardson,1626196.0,4.0,,,,,,,,,,,
594,PT08M44.00S,2023-01-12T02:56:45.8Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,81.68528252299606,51.9607843137255,1610612763,119,108,2023-01-12T02:56:53Z,5880000,False,10.0,120.0,1,right,T. Jones 12' pullup Jump Shot (16 PTS),[1626145],1610612763.0,MEM,pullup,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,12.01,Made,,,,16.0,,,,,,,,,,,,,,
595,PT08M29.00S,2023-01-12T02:57:03.5Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628380,7.440867279894875,51.71568627450981,1610612759,119,110,2023-01-12T02:57:10Z,5890000,False,-9.0,17.0,1,left,Z. Collins alley-oop Layup (13 PTS) (J. Richardson 5 AST),"[1628380, 1626196]",1610612759.0,SAS,alley-oop,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,1.94,Made,,,,13.0,J. Richardson,1626196.0,5.0,,,,,,,,,,,
597,PT08M29.00S,2023-01-12T02:57:06.1Z,4,REGULAR,foul,personal,['1freethrow'],1630533,,,1610612759,119,110,2023-01-12T02:57:32Z,5910000,False,,,0,,Z. Williams shooting personal FOUL (3 PF) (Collins 1 FT),"[1630533, 1628380]",1610612763.0,MEM,shooting,,,Williams,Z. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,101284.0,,3.0,0.0,Collins,1628380.0,,
599,PT08M29.00S,2023-01-12T02:57:13.6Z,4,REGULAR,substitution,out,[],1630214,,,1610612759,119,110,2023-01-12T02:57:17Z,5930000,False,,,0,,SUB out: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,,,
600,PT08M29.00S,2023-01-12T02:57:13.6Z,4,REGULAR,substitution,in,[],203500,,,1610612759,119,110,2023-01-12T02:57:17Z,5940000,False,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
601,PT08M29.00S,2023-01-12T02:57:33.6Z,4,REGULAR,freethrow,1 of 1,[],1628380,,,1610612759,119,111,2023-01-12T02:57:33Z,5950000,False,,,0,,Z. Collins Free Throw 1 of 1 (14 PTS),[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,Made,,,,14.0,,,,,,,,,,,,,,
602,PT08M16.00S,2023-01-12T02:57:55.2Z,4,REGULAR,turnover,lost ball,[],1630217,,,1610612763,119,111,2023-01-12T02:58:00Z,5960000,False,,,0,,D. Bane lost ball TURNOVER (2 TO),"[1630217, 203926]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,2.0,,,,,McDermott,203926.0
603,PT08M16.00S,2023-01-12T02:57:55.2Z,4,REGULAR,steal,,[],203926,,,1610612759,119,111,2023-01-12T03:00:30Z,5970000,False,,,0,,D. McDermott STEAL (1 STL),[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
604,PT08M09.00S,2023-01-12T02:58:02.6Z,4,REGULAR,3pt,Jump Shot,['fromturnover'],1626196,33.196452036793694,77.94117647058823,1610612759,119,111,2023-01-12T02:58:07Z,5980000,False,-140.0,260.0,1,left,MISS J. Richardson 29' 3PT,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Left Center,29.47,Missed,,,,,,,,,,,,,,,,,,
605,PT08M06.00S,2023-01-12T02:58:05.6Z,4,REGULAR,rebound,defensive,[],203500,,,1610612763,119,111,2023-01-12T02:58:07Z,5990000,False,,,0,,S. Adams REBOUND (Off:5 Def:8),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Left Center,,,,,604.0,,,,,13.0,8.0,5.0,,,,,,,,
606,PT07M56.00S,2023-01-12T02:58:15.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626145,86.81011826544021,63.23529411764706,1610612763,119,111,2023-01-12T02:58:20Z,6000000,False,66.0,71.0,1,right,MISS T. Jones 9' driving floating Shot,[1626145],1610612763.0,MEM,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Right,9.74,Missed,,,,,,,,,,,,,,,,,,
607,PT07M55.00S,2023-01-12T02:58:19.1Z,4,REGULAR,rebound,offensive,[],1628991,,,1610612763,119,111,2023-01-12T02:58:19Z,6010000,False,,,0,,J. Jackson Jr. REBOUND (Off:1 Def:8),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,In The Paint (Non-RA),8-16 Right,,,,,606.0,,,,,9.0,8.0,1.0,,,,,,,,
608,PT07M55.00S,2023-01-12T02:58:20.0Z,4,REGULAR,foul,personal,['2freethrow'],1629640,,,1610612763,119,111,2023-01-12T02:58:48Z,6020000,False,,,0,,K. Johnson shooting personal FOUL (1 PF) (Jackson Jr. 2 FT),"[1629640, 1628991]",1610612759.0,SAS,shooting,,,Johnson,K. Johnson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1155.0,,1.0,0.0,Jackson Jr.,1628991.0,,
610,PT07M55.00S,2023-01-12T02:58:51.2Z,4,REGULAR,freethrow,1 of 2,['2ndchance'],1628991,,,1610612763,120,111,2023-01-12T02:58:51Z,6040000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (17 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,,,17.0,,,,,,,,,,,,,,
611,PT07M55.00S,2023-01-12T02:58:51.9Z,4,REGULAR,substitution,out,[],1626145,,,1610612763,120,111,2023-01-12T02:59:05Z,6050000,False,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
612,PT07M55.00S,2023-01-12T02:58:51.9Z,4,REGULAR,substitution,out,[],1630217,,,1610612763,120,111,2023-01-12T02:59:05Z,6060000,False,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,,,
613,PT07M55.00S,2023-01-12T02:58:51.9Z,4,REGULAR,substitution,in,[],1628415,,,1610612763,120,111,2023-01-12T02:59:05Z,6070000,False,,,0,,SUB in: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
614,PT07M55.00S,2023-01-12T02:58:51.9Z,4,REGULAR,substitution,in,[],1629630,,,1610612763,120,111,2023-01-12T02:59:05Z,6080000,False,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
615,PT07M55.00S,2023-01-12T02:59:13.4Z,4,REGULAR,freethrow,2 of 2,['2ndchance'],1628991,,,1610612763,121,111,2023-01-12T02:59:13Z,6090000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (18 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,,,18.0,,,,,,,,,,,,,,
616,PT07M43.00S,2023-01-12T02:59:27.7Z,4,REGULAR,2pt,Jump Shot,[],1628380,8.492115637319317,23.284313725490197,1610612759,121,111,2023-01-12T02:59:32Z,6100000,False,134.0,27.0,1,left,MISS Z. Collins 13' Jump Shot,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,Mid-Range,8-16 Right,13.64,Missed,,,,,,,,,,,,,,,,,,
617,PT07M40.00S,2023-01-12T02:59:30.6Z,4,REGULAR,rebound,offensive,[],1629640,,,1610612759,121,111,2023-01-12T02:59:30Z,6110000,False,,,0,,K. Johnson REBOUND (Off:1 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,8-16 Right,,,,,616.0,,,,,3.0,2.0,1.0,,,,,,,,
618,PT07M37.00S,2023-01-12T02:59:34.0Z,4,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203926,19.398817345597898,41.42156862745098,1610612759,121,113,2023-01-12T02:59:38Z,6120000,False,43.0,130.0,1,left,D. McDermott 13' driving floating Jump Shot (15 PTS) (K. Johnson 3 AST),"[203926, 1629640]",1610612759.0,SAS,driving floating,,,McDermott,D. McDermott,,,,,In The Paint (Non-RA),8-16 Center,13.67,Made,,,,15.0,K. Johnson,1629640.0,3.0,,,,,,,,,,,
619,PT07M11.00S,2023-01-12T03:00:02.1Z,4,REGULAR,foul,personal,['2freethrow'],1628380,,,1610612763,121,113,2023-01-12T03:00:27Z,6130000,False,,,0,,Z. Collins shooting personal FOUL (3 PF) (Jackson Jr. 2 FT),"[1628380, 1628991]",1610612759.0,SAS,shooting,,,Collins,Z. Collins,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,101284.0,,3.0,0.0,Jackson Jr.,1628991.0,,
621,PT07M11.00S,2023-01-12T03:00:30.1Z,4,REGULAR,freethrow,1 of 2,[],1628991,,,1610612763,122,113,2023-01-12T03:00:30Z,6150000,False,,,0,,J. Jackson Jr. Free Throw 1 of 2 (19 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,,,19.0,,,,,,,,,,,,,,
622,PT07M11.00S,2023-01-12T03:00:31.2Z,4,REGULAR,substitution,out,[],1626196,,,1610612763,122,113,2023-01-12T03:00:47Z,6160000,False,,,0,,SUB out: J. Richardson,[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,,,,,,,,,,,,,,,,,,,,,,
623,PT07M11.00S,2023-01-12T03:00:31.2Z,4,REGULAR,substitution,out,[],1628380,,,1610612763,122,113,2023-01-12T03:00:47Z,6170000,False,,,0,,SUB out: Z. Collins,[1628380],1610612759.0,SAS,,,,Collins,Z. Collins,,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT07M11.00S,2023-01-12T03:00:31.2Z,4,REGULAR,substitution,in,[],1627751,,,1610612763,122,113,2023-01-12T03:00:47Z,6180000,False,,,0,,SUB in: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT07M11.00S,2023-01-12T03:00:31.2Z,4,REGULAR,substitution,in,[],1630200,,,1610612763,122,113,2023-01-12T03:00:47Z,6190000,False,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
626,PT07M11.00S,2023-01-12T03:00:48.4Z,4,REGULAR,freethrow,2 of 2,[],1628991,,,1610612763,123,113,2023-01-12T03:00:48Z,6200000,False,,,0,,J. Jackson Jr. Free Throw 2 of 2 (20 PTS),[1628991],1610612763.0,MEM,,,,Jackson Jr.,J. Jackson Jr.,,,,,,,,Made,,,,20.0,,,,,,,,,,,,,,
627,PT07M03.00S,2023-01-12T03:00:58.5Z,4,REGULAR,foul,offensive,[],1629640,,,1610612759,123,113,2023-01-12T03:08:31Z,6210000,False,,,0,,K. Johnson offensive FOUL (2 PF),"[1629640, 203500]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628172.0,,2.0,0.0,Adams,203500.0,,
629,PT07M03.00S,2023-01-12T03:00:58.5Z,4,REGULAR,turnover,offensive foul,[],1629640,,,1610612759,123,113,2023-01-12T03:00:58Z,6230000,False,,,0,,K. Johnson offensive foul TURNOVER (1 TO),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1628172.0,1.0,,,,,,
