actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId
271,PT07M05.00S,2022-10-25T00:55:30.0Z,2,REGULAR,turnover,bad pass,[],1628415,,,1610612763,51,53,2022-10-25T00:55:37Z,2690000,,,0,,D. Brooks bad pass TURNOVER (2 TO),"[1628415, 202681]",1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,2.0,Irving,202681.0
272,PT07M05.00S,2022-10-25T00:55:30.0Z,2,REGULAR,steal,,[],202681,,,1610612751,51,53,2022-10-25T00:55:33Z,2700000,,,0,,K. Irving STEAL (1 STL),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
273,PT07M01.00S,2022-10-25T00:55:38.8Z,2,REGULAR,foul,personal,[],1626145,,,1610612751,51,53,2022-10-25T00:55:42Z,2710000,,,0,,T. Jones personal FOUL (2 PF),"[1626145, 202681]",1610612763.0,MEM,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,202037.0,2.0,0.0,Irving,202681.0,,,,,,,,,
275,PT07M01.00S,2022-10-25T00:55:44.9Z,2,REGULAR,substitution,out,[],1629634,,,1610612751,51,53,2022-10-25T00:56:08Z,2730000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT07M01.00S,2022-10-25T00:55:44.9Z,2,REGULAR,substitution,out,[],1626145,,,1610612751,51,53,2022-10-25T00:56:08Z,2740000,,,0,,SUB out: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT07M01.00S,2022-10-25T00:55:44.9Z,2,REGULAR,substitution,in,[],203500,,,1610612751,51,53,2022-10-25T00:56:08Z,2750000,,,0,,SUB in: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,,,
278,PT07M01.00S,2022-10-25T00:55:44.9Z,2,REGULAR,substitution,in,[],1629630,,,1610612751,51,53,2022-10-25T00:56:08Z,2760000,,,0,,SUB in: J. Morant,[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,,,,,,,,,
279,PT07M01.00S,2022-10-25T00:56:11.0Z,2,REGULAR,foul,technical,[],1628415,,,1610612751,51,53,2022-10-25T00:56:17Z,2770000,,,0,,D. Brooks double technical FOUL (1 Tech),[1628415],1610612763.0,MEM,double,,,Brooks,D. Brooks,,,,,,,,,,,,,1627962.0,2.0,1.0,,,,,,,,,,,
280,PT07M01.00S,2022-10-25T00:56:11.0Z,2,REGULAR,foul,technical,[],201142,,,1610612751,51,53,2022-10-25T00:56:15Z,2780000,,,0,,K. Durant double technical FOUL (1 Tech),[201142],1610612751.0,BKN,double,,,Durant,K. Durant,,,,,,,,,,,,,1627962.0,1.0,1.0,,,,,,,,,,,
281,PT06M49.00S,2022-10-25T00:56:51.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201142,89.30683311432325,72.54901960784314,1610612751,51,55,2022-10-25T00:56:56Z,2790000,113.0,48.0,1,right,K. Durant 12' turnaround fadeaway Jump Shot (16 PTS) (R. O'Neale 3 AST),"[201142, 1626220]",1610612751.0,BKN,turnaround fadeaway,,,Durant,K. Durant,,,,,Mid-Range,8-16 Right,12.25,Made,,,,,,,,,,,,16.0,R. O'Neale,1626220.0,3.0,,,
283,PT06M40.00S,2022-10-25T00:57:04.2Z,2,REGULAR,foul,personal,[],201142,,,1610612763,51,55,2022-10-25T00:57:13Z,2810000,,,0,,K. Durant personal FOUL (2 PF),"[201142, 1630583]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,Restricted Area,0-8 Center,,,,,,,202037.0,2.0,1.0,Aldama,1630583.0,,,,,,,,,
285,PT06M29.00S,2022-10-25T00:57:34.4Z,2,REGULAR,3pt,Jump Shot,[],1629723,32.013797634691194,39.705882352941174,1610612763,54,55,2022-10-25T00:57:38Z,2830000,51.0,248.0,1,left,J. Konchar 25' 3PT  (3 PTS) (J. Morant 5 AST),"[1629723, 1629630]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Center,25.37,Made,,,,,,,,,,,,3.0,J. Morant,1629630.0,5.0,,,
287,PT06M12.00S,2022-10-25T00:57:51.4Z,2,REGULAR,3pt,Jump Shot,[],1626220,72.61826544021025,18.38235294117647,1610612751,54,55,2022-10-25T00:57:58Z,2850000,-158.0,205.0,1,right,MISS R. O'Neale 25' pullup 3PT,[1626220],1610612751.0,BKN,pullup,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,25.88,Missed,,,,,,,,,,,,,,,,,,
288,PT06M08.00S,2022-10-25T00:57:55.4Z,2,REGULAR,rebound,defensive,[],1629630,,,1610612763,54,55,2022-10-25T00:57:58Z,2860000,,,0,,J. Morant REBOUND (Off:0 Def:3),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Left Center,,,287.0,3.0,3.0,0.0,,,,,,,,,,,,,,
289,PT06M02.00S,2022-10-25T00:58:02.2Z,2,REGULAR,turnover,lost ball,[],1629630,,,1610612763,54,55,2022-10-25T00:58:05Z,2870000,,,0,,J. Morant lost ball TURNOVER (2 TO),"[1629630, 202681]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,2.0,Irving,202681.0
290,PT06M02.00S,2022-10-25T00:58:02.2Z,2,REGULAR,steal,,[],202681,,,1610612751,54,55,2022-10-25T00:58:04Z,2880000,,,0,,K. Irving STEAL (2 STL),[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
291,PT05M57.00S,2022-10-25T00:58:06.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629651,93.11760840998686,48.28431372549019,1610612751,54,57,2022-10-25T00:58:11Z,2890000,-9.0,12.0,1,right,N. Claxton running DUNK (10 PTS) (R. O'Neale 4 AST),"[1629651, 1626220]",1610612751.0,BKN,running,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,1.49,Made,,,,,,,,,,,,10.0,R. O'Neale,1626220.0,4.0,,,
293,PT05M37.00S,2022-10-25T00:58:26.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,11.251642575558476,42.15686274509804,1610612763,54,57,2022-10-25T01:14:26Z,2910000,39.0,53.0,1,left,MISS D. Brooks 6' driving finger roll Layup,[1628415],1610612763.0,MEM,driving finger roll,,,Brooks,D. Brooks,,,,,In The Paint (Non-RA),0-8 Center,6.62,Missed,,,,,,,,,,,,,,,,,,
294,PT05M36.00S,2022-10-25T00:58:27.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,54,57,2022-10-25T00:58:35Z,2920000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,293.0,,,,,,,,,,,,,,,,,
295,PT05M36.00S,2022-10-25T00:58:32.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629651,,,1610612763,54,57,2022-10-25T00:59:05Z,2930000,,,0,,N. Claxton loose ball personal FOUL (3 PF) (Adams 2 FT),"[1629651, 203500]",1610612751.0,BKN,loose ball,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,2882.0,3.0,0.0,Adams,203500.0,,,,,,,,,
297,PT05M36.00S,2022-10-25T00:59:08.2Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],203500,,,1610612763,54,57,2022-10-25T00:59:08Z,2950000,,,0,,MISS S. Adams Free Throw 1 of 2,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
298,PT05M36.00S,2022-10-25T00:59:08.2Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612763,54,57,2022-10-25T00:59:08Z,2960000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,297.0,,,,,,,,,,,,,,,,,
299,PT05M36.00S,2022-10-25T00:59:09.0Z,2,REGULAR,substitution,out,[],202681,,,1610612763,54,57,2022-10-25T00:59:15Z,2970000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
300,PT05M36.00S,2022-10-25T00:59:09.0Z,2,REGULAR,substitution,out,[],1629651,,,1610612763,54,57,2022-10-25T00:59:15Z,2980000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
301,PT05M36.00S,2022-10-25T00:59:09.0Z,2,REGULAR,substitution,in,[],1630549,,,1610612763,54,57,2022-10-25T00:59:15Z,2990000,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,,,
302,PT05M36.00S,2022-10-25T00:59:09.0Z,2,REGULAR,substitution,in,[],1627732,,,1610612763,54,57,2022-10-25T00:59:15Z,3000000,,,0,,SUB in: B. Simmons,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
303,PT05M36.00S,2022-10-25T00:59:32.6Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],203500,,,1610612763,55,57,2022-10-25T00:59:32Z,3010000,,,0,,S. Adams Free Throw 2 of 2 (3 PTS),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,Made,,,,,,,,,,,,3.0,,,,,,
304,PT05M27.00S,2022-10-25T00:59:45.3Z,2,REGULAR,2pt,Jump Shot,[],201142,76.2976346911958,46.568627450980394,1610612751,55,59,2022-10-25T00:59:50Z,3020000,-17.0,170.0,1,right,K. Durant 17' Jump Shot (18 PTS) (B. Simmons 4 AST),"[201142, 1627732]",1610612751.0,BKN,,,,Durant,K. Durant,,,,,Mid-Range,16-24 Center,17.12,Made,,,,,,,,,,,,18.0,B. Simmons,1627732.0,4.0,,,
306,PT05M09.00S,2022-10-25T01:00:02.6Z,2,REGULAR,3pt,Jump Shot,[],1630583,29.77989487516426,68.62745098039215,1610612763,55,59,2022-10-25T01:00:12Z,3040000,-93.0,227.0,1,left,MISS S. Aldama 24' 3PT,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,Above the Break 3,24+ Left Center,24.57,Missed,,,,,,,,,,,,,,,,,,
307,PT05M03.00S,2022-10-25T01:00:08.6Z,2,REGULAR,rebound,offensive,[],203500,,,1610612763,55,59,2022-10-25T01:35:59Z,3050000,,,0,,S. Adams REBOUND (Off:2 Def:3),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Left Center,,,306.0,5.0,3.0,2.0,,,,,,,,,,,,,,
308,PT05M02.00S,2022-10-25T01:00:10.2Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1628415,18.610381077529567,73.77450980392157,1610612763,55,59,2022-10-25T01:00:16Z,3060000,-119.0,122.0,1,left,MISS D. Brooks 17' pullup Shot,[1628415],1610612763.0,MEM,pullup,,,Brooks,D. Brooks,,,,,Mid-Range,16-24 Left Center,17.06,Missed,,,,,,,,,,,,,,,,,,
309,PT05M02.00S,2022-10-25T01:00:10.2Z,2,REGULAR,rebound,defensive,[],1630549,,,1610612751,55,59,2022-10-25T01:00:16Z,3070000,,,0,,D. Sharpe REBOUND (Off:0 Def:1),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,Mid-Range,16-24 Left Center,,,308.0,1.0,1.0,0.0,,,,,,,,,,,,,,
310,PT04M38.00S,2022-10-25T01:00:34.8Z,2,REGULAR,3pt,Jump Shot,[],1626220,78.0059132720105,8.088235294117647,1610612751,55,59,2022-10-25T01:00:40Z,3080000,-210.0,154.0,1,right,MISS R. O'Neale 26' pullup 3PT,[1626220],1610612751.0,BKN,pullup,,,O'Neale,R. O'Neale,,,,,Above the Break 3,24+ Left Center,26.02,Missed,,,,,,,,,,,,,,,,,,
311,PT04M33.00S,2022-10-25T01:00:39.8Z,2,REGULAR,rebound,defensive,[],203500,,,1610612763,55,59,2022-10-25T01:00:40Z,3090000,,,0,,S. Adams REBOUND (Off:2 Def:4),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Left Center,,,310.0,6.0,4.0,2.0,,,,,,,,,,,,,,
312,PT04M25.00S,2022-10-25T01:00:47.3Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1629630,5.995400788436268,50.245098039215684,1610612763,57,59,2022-10-25T01:00:53Z,3100000,-1.0,4.0,1,left,J. Morant driving DUNK (18 PTS),[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,Restricted Area,0-8 Center,0.41,Made,,,,,,,,,,,,18.0,,,,,,
313,PT04M18.00S,2022-10-25T01:00:53.0Z,2,REGULAR,turnover,bad pass,[],1627732,,,1610612751,57,59,2022-10-25T01:00:56Z,3110000,,,0,,B. Simmons bad pass TURNOVER (3 TO),"[1627732, 1629723]",1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,3.0,Konchar,1629723.0
314,PT04M18.00S,2022-10-25T01:00:53.0Z,2,REGULAR,steal,,[],1629723,,,1610612763,57,59,2022-10-25T01:03:35Z,3120000,,,0,,J. Konchar STEAL (1 STL),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
315,PT04M15.00S,2022-10-25T01:01:01.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626220,,,1610612763,57,59,2022-10-25T01:01:16Z,3130000,,,0,,R. O'Neale shooting personal FOUL (1 PF) (Konchar 2 FT),"[1626220, 1629723]",1610612751.0,BKN,shooting,,,O'Neale,R. O'Neale,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,202037.0,1.0,0.0,Konchar,1629723.0,,,,,,,,,
317,PT04M15.00S,2022-10-25T01:01:24.7Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629723,,,1610612763,58,59,2022-10-25T01:01:45Z,3150000,,,0,,J. Konchar Free Throw 1 of 2 (4 PTS),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,Made,,,,,,,,,,,,4.0,,,,,,
318,PT04M15.00S,2022-10-25T01:01:27.3Z,2,REGULAR,substitution,out,[],1630583,,,1610612763,58,59,2022-10-25T01:01:32Z,3160000,,,0,,SUB out: S. Aldama,[1630583],1610612763.0,MEM,,,,Aldama,S. Aldama,,,,,,,,,,,,,,,,,,,,,,,,,,
319,PT04M15.00S,2022-10-25T01:01:27.3Z,2,REGULAR,substitution,in,[],1631223,,,1610612763,58,59,2022-10-25T01:01:32Z,3170000,,,0,,SUB in: D. Roddy,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,,,,,,,,,,,,,,,,,,,,,,
320,PT04M15.00S,2022-10-25T01:01:24.7Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629723,,,1610612763,58,59,2022-10-25T01:01:45Z,3180000,,,0,,MISS J. Konchar Free Throw 2 of 2,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
321,PT04M12.00S,2022-10-25T01:01:27.7Z,2,REGULAR,rebound,defensive,[],1627732,,,1610612751,58,59,2022-10-25T01:01:45Z,3190000,,,0,,B. Simmons REBOUND (Off:0 Def:2),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,,320.0,2.0,2.0,0.0,,,,,,,,,,,,,,
322,PT04M08.00S,2022-10-25T01:01:54.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631223,,,1610612751,58,59,2022-10-25T01:02:09Z,3200000,,,0,,D. Roddy shooting personal FOUL (1 PF) (Simmons 2 FT),"[1631223, 1627732]",1610612763.0,MEM,shooting,,,Roddy,D. Roddy,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627962.0,1.0,0.0,Simmons,1627732.0,,,,,,,,,
324,PT04M08.00S,2022-10-25T01:02:18.2Z,2,REGULAR,freethrow,1 of 2,[],1627732,,,1610612751,58,60,2022-10-25T01:02:35Z,3220000,,,0,,B. Simmons Free Throw 1 of 2 (2 PTS),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,Made,,,,,,,,,,,,2.0,,,,,,
325,PT04M08.00S,2022-10-25T01:02:18.2Z,2,REGULAR,freethrow,2 of 2,[],1627732,,,1610612751,58,60,2022-10-25T01:02:35Z,3230000,,,0,,MISS B. Simmons Free Throw 2 of 2,[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
326,PT04M06.00S,2022-10-25T01:02:20.2Z,2,REGULAR,rebound,defensive,[],1629723,,,1610612763,58,60,2022-10-25T01:02:35Z,3240000,,,0,,J. Konchar REBOUND (Off:0 Def:2),[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,325.0,2.0,2.0,0.0,,,,,,,,,,,,,,
327,PT03M49.00S,2022-10-25T01:02:55.0Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201142,,,1610612763,58,60,2022-10-25T01:03:00Z,3250000,,,0,,K. Durant shooting personal FOUL (3 PF) (Morant 2 FT),"[201142, 1629630]",1610612751.0,BKN,shooting,,,Durant,K. Durant,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,1627962.0,3.0,1.0,Morant,1629630.0,,,,,,,,,
329,PT03M49.00S,2022-10-25T01:03:18.4Z,2,REGULAR,freethrow,1 of 2,[],1629630,,,1610612763,59,60,2022-10-25T01:03:18Z,3270000,,,0,,J. Morant Free Throw 1 of 2 (19 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,,,,,,,,,,,,19.0,,,,,,
330,PT03M49.00S,2022-10-25T01:03:34.6Z,2,REGULAR,freethrow,2 of 2,[],1629630,,,1610612763,60,60,2022-10-25T01:03:34Z,3280000,,,0,,J. Morant Free Throw 2 of 2 (20 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,Made,,,,,,,,,,,,20.0,,,,,,
331,PT03M39.00S,2022-10-25T01:03:49.8Z,2,REGULAR,3pt,Jump Shot,[],203925,67.49342969776609,39.950980392156865,1610612751,60,63,2022-10-25T01:03:54Z,3290000,-50.0,253.0,1,right,J. Harris 25' 3PT  (6 PTS) (B. Simmons 5 AST),"[203925, 1627732]",1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Center,25.8,Made,,,,,,,,,,,,6.0,B. Simmons,1627732.0,5.0,,,
333,PT03M24.00S,2022-10-25T01:04:08.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203925,,,1610612763,60,63,2022-10-25T01:04:16Z,3310000,,,0,,J. Harris shooting personal FOUL (3 PF) (Adams 2 FT),"[203925, 203500]",1610612751.0,BKN,shooting,,,Harris,J. Harris,,,,,Restricted Area,0-8 Center,,,,,,,202037.0,3.0,0.0,Adams,203500.0,,,,,,,,,
335,PT03M24.00S,2022-10-25T01:04:36.5Z,2,REGULAR,substitution,out,[],1628415,,,1610612763,60,63,2022-10-25T01:04:46Z,3330000,,,0,,SUB out: D. Brooks,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,,,,,,,,,,,,,,,,,,,,,,
336,PT03M24.00S,2022-10-25T01:04:36.5Z,2,REGULAR,substitution,out,[],203925,,,1610612763,60,63,2022-10-25T01:04:46Z,3340000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT03M24.00S,2022-10-25T01:04:36.5Z,2,REGULAR,substitution,in,[],1626145,,,1610612763,60,63,2022-10-25T01:04:46Z,3350000,,,0,,SUB in: T. Jones,[1626145],1610612763.0,MEM,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT03M24.00S,2022-10-25T01:04:36.5Z,2,REGULAR,substitution,in,[],202681,,,1610612763,60,63,2022-10-25T01:04:46Z,3360000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT03M24.00S,2022-10-25T01:04:58.0Z,2,REGULAR,freethrow,1 of 2,[],203500,,,1610612763,60,63,2022-10-25T01:05:01Z,3370000,,,0,,MISS S. Adams Free Throw 1 of 2,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
340,PT03M24.00S,2022-10-25T01:04:58.0Z,2,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612763,60,63,2022-10-25T01:05:01Z,3380000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,,,339.0,,,,,,,,,,,,,,,,,
341,PT03M24.00S,2022-10-25T01:04:58.0Z,2,REGULAR,freethrow,2 of 2,[],203500,,,1610612763,60,63,2022-10-25T01:05:01Z,3390000,,,0,,MISS S. Adams Free Throw 2 of 2,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
342,PT03M21.00S,2022-10-25T01:05:01.0Z,2,REGULAR,rebound,defensive,[],1630549,,,1610612751,60,63,2022-10-25T01:05:01Z,3400000,,,0,,D. Sharpe REBOUND (Off:0 Def:2),[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,341.0,2.0,2.0,0.0,,,,,,,,,,,,,,
343,PT03M05.00S,2022-10-25T01:05:15.3Z,2,REGULAR,turnover,bad pass,[],202681,,,1610612751,60,63,2022-10-25T01:05:18Z,3410000,,,0,,K. Irving bad pass TURNOVER (2 TO),"[202681, 1629630]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,2.0,Morant,1629630.0
344,PT03M05.00S,2022-10-25T01:05:15.3Z,2,REGULAR,steal,,[],1629630,,,1610612763,60,63,2022-10-25T01:05:17Z,3420000,,,0,,J. Morant STEAL (2 STL),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
345,PT03M01.00S,2022-10-25T01:05:19.1Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1631223,19.267411300919843,7.598039215686274,1610612763,60,63,2022-10-25T01:05:27Z,3430000,212.0,129.0,1,left,MISS D. Roddy 24' 3PT,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Right Center,24.8,Missed,,,,,,,,,,,,,,,,,,
346,PT02M57.00S,2022-10-25T01:05:23.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,60,63,2022-10-25T01:06:14Z,3440000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Above the Break 3,24+ Right Center,,,345.0,,,,,,,,,,,,,,,,,
348,PT02M57.00S,2022-10-25T01:05:33.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,60,63,2022-10-25T01:05:33Z,3460000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT02M47.00S,2022-10-25T01:08:47.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1631223,31.750985545335087,48.77450980392157,1610612763,60,63,2022-10-25T01:08:52Z,3470000,6.0,246.0,1,left,MISS D. Roddy 24' 3PT,[1631223],1610612763.0,MEM,,,,Roddy,D. Roddy,,,,,Above the Break 3,24+ Center,24.61,Missed,,,,,,,,,,,,,,,,,,
350,PT02M44.00S,2022-10-25T01:08:50.6Z,2,REGULAR,rebound,offensive,[],203500,,,1610612763,60,63,2022-10-25T01:08:52Z,3480000,,,0,,S. Adams REBOUND (Off:3 Def:4),[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,Above the Break 3,24+ Center,,,349.0,7.0,4.0,3.0,,,,,,,,,,,,,,
351,PT02M44.00S,2022-10-25T01:08:53.6Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631223,7.30946123521682,47.794117647058826,1610612763,60,63,2022-10-25T01:08:58Z,3490000,11.0,16.0,1,left,MISS D. Roddy cutting DUNK - blocked,"[1631223, 1626220]",1610612763.0,MEM,cutting,,,Roddy,D. Roddy,,,,,Restricted Area,0-8 Center,1.96,Missed,,,,,,,,,,O'Neale,1626220.0,,,,,,,
352,PT02M44.00S,2022-10-25T01:08:53.6Z,2,REGULAR,block,,[],1626220,,,1610612763,60,63,2022-10-25T01:08:56Z,3500000,,,0,,R. O'Neale BLOCK (2 BLK),[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
353,PT02M44.00S,2022-10-25T01:08:53.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612763,60,63,2022-10-25T01:08:58Z,3510000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,Restricted Area,0-8 Center,,,351.0,,,,,,,,,,,,,,,,,
355,PT02M37.00S,2022-10-25T01:09:20.2Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1629630,31.488173455978973,66.91176470588235,1610612763,60,63,2022-10-25T01:09:24Z,3530000,-85.0,243.0,1,left,MISS J. Morant 25' pullup 3PT,[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,Above the Break 3,24+ Left Center,25.78,Missed,,,,,,,,,,,,,,,,,,
356,PT02M33.00S,2022-10-25T01:09:24.2Z,2,REGULAR,rebound,defensive,[],1627732,,,1610612751,60,63,2022-10-25T01:09:24Z,3540000,,,0,,B. Simmons REBOUND (Off:0 Def:3),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Above the Break 3,24+ Left Center,,,355.0,3.0,3.0,0.0,,,,,,,,,,,,,,
357,PT02M19.00S,2022-10-25T01:09:37.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627732,93.64323258869908,48.529411764705884,1610612751,60,65,2022-10-25T01:09:42Z,3550000,-7.0,7.0,1,right,B. Simmons cutting DUNK (4 PTS) (D. Sharpe 1 AST),"[1627732, 1630549]",1610612751.0,BKN,cutting,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,1.04,Made,,,,,,,,,,,,4.0,D. Sharpe,1630549.0,1.0,,,
