actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
252,PT06M12.00S,2023-01-03T00:52:44.1Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,46,35,2023-01-03T00:52:45Z,2510000,False,,,0,,J. Embiid REBOUND (Off:1 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),0-8 Center,,,,,,251.0,7.0,6.0,1.0,,,,,,,,,,,
253,PT06M05.00S,2023-01-03T00:52:51.9Z,2,REGULAR,3pt,Jump Shot,[],1627777,34.8718791064389,49.01960784313726,1610612755,46,35,2023-01-03T00:52:58Z,2520000,False,5.0,275.0,1,left,MISS G. Niang 27' 3PT,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Center,27.53,Missed,,,,,,,,,,,,,,,,,,
254,PT06M00.00S,2023-01-03T00:52:56.8Z,2,REGULAR,rebound,offensive,[],1627777,,,1610612755,46,35,2023-01-03T00:52:56Z,2530000,False,,,0,,G. Niang REBOUND (Off:1 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Above the Break 3,24+ Center,,,,,,253.0,2.0,1.0,1.0,,,,,,,,,,,
255,PT05M48.00S,2023-01-03T00:53:09.0Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",201935,8.327858081471746,37.745098039215684,1610612755,46,35,2023-01-03T00:53:13Z,2540000,False,61.0,26.0,1,left,MISS J. Harden 6' step back Shot,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,6.65,Missed,,,,,,,,,,,,,,,,,,
256,PT05M45.00S,2023-01-03T00:53:12.0Z,2,REGULAR,rebound,defensive,[],1630529,,,1610612740,46,35,2023-01-03T00:53:13Z,2550000,False,,,0,,H. Jones REBOUND (Off:0 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,255.0,1.0,1.0,0.0,,,,,,,,,,,
257,PT05M41.00S,2023-01-03T00:53:19.2Z,2,REGULAR,turnover,traveling,[],203468,,,1610612740,46,35,2023-01-03T00:53:24Z,2560000,False,,,0,,C. McCollum traveling TURNOVER (2 TO),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Mid-Range,8-16 Left,,,,,,,,,,2.0,,,,1627541.0,,,,,,
258,PT05M30.00S,2023-01-03T00:53:42.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202699,10.95597897503285,49.01960784313726,1610612755,46,35,2023-01-03T00:53:47Z,2570000,False,5.0,50.0,1,left,MISS T. Harris driving floating Shot,[202699],1610612755.0,PHI,driving floating,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,5.07,Missed,,,,,,,,,,,,,,,,,,
259,PT05M24.00S,2023-01-03T00:53:48.1Z,2,REGULAR,rebound,offensive,[],1629001,,,1610612755,46,35,2023-01-03T00:53:47Z,2580000,False,,,0,,D. Melton REBOUND (Off:1 Def:1),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,258.0,2.0,1.0,1.0,,,,,,,,,,,
260,PT05M24.00S,2023-01-03T00:53:46.7Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint', 'fromturnover']",1629001,5.590000152587891,50.0,1610612755,46,35,2023-01-03T00:53:49Z,2590000,False,0.0,0.0,1,left,MISS D. Melton tip Layup,[1629001],1610612755.0,PHI,tip,,,Melton,D. Melton,,,,,Restricted Area,0-8 Center,0.0,Missed,,,,,,,,,,,,,,,,,,
261,PT05M24.00S,2023-01-03T00:53:46.7Z,2,REGULAR,rebound,defensive,[],202685,,,1610612740,46,35,2023-01-03T00:53:49Z,2600000,False,,,0,,J. Valanciunas REBOUND (Off:1 Def:4),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,Restricted Area,0-8 Center,,,,,,260.0,5.0,4.0,1.0,,,,,,,,,,,
262,PT05M11.00S,2023-01-03T00:54:00.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,84.4119579500657,44.11764705882353,1610612740,46,35,2023-01-03T00:54:05Z,2610000,False,-29.0,94.0,1,right,MISS J. Valanciunas 9' turnaround fadeaway Shot,[202685],1610612740.0,NOP,turnaround fadeaway,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),8-16 Center,9.85,Missed,,,,,,,,,,,,,,,,,,
264,PT05M08.00S,2023-01-03T00:54:03.2Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,46,35,2023-01-03T00:54:05Z,2630000,False,,,0,,T. Harris REBOUND (Off:0 Def:2),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,In The Paint (Non-RA),8-16 Center,,,,,,262.0,2.0,2.0,0.0,,,,,,,,,,,
265,PT05M03.00S,2023-01-03T00:54:08.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203954,33.952036793692514,63.23529411764706,1610612755,49,35,2023-01-03T00:54:16Z,2640000,False,-66.0,267.0,1,left,J. Embiid 27' 3PT running (16 PTS) (T. Harris 1 AST),"[203954, 202699]",1610612755.0,PHI,running,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Center,27.47,Made,16.0,,,,,,,,T. Harris,202699.0,1.0,,,,,,,
267,PT04M47.00S,2023-01-03T00:54:23.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,86.25164257555848,64.70588235294117,1610612740,49,35,2023-01-03T00:54:30Z,2660000,False,74.0,77.0,1,right,MISS C. McCollum 10' turnaround fadeaway Shot,[203468],1610612740.0,NOP,turnaround fadeaway,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),8-16 Right,10.62,Missed,,,,,,,,,,,,,,,,,,
268,PT04M45.00S,2023-01-03T00:54:29.5Z,2,REGULAR,rebound,offensive,[],1630529,,,1610612740,49,35,2023-01-03T00:54:29Z,2670000,False,,,0,,H. Jones REBOUND (Off:1 Def:1),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,In The Paint (Non-RA),8-16 Right,,,,,,267.0,2.0,1.0,1.0,,,,,,,,,,,
269,PT04M45.00S,2023-01-03T00:54:30.9Z,2,REGULAR,foul,personal,[],201935,,,1610612740,49,35,2023-01-03T00:55:08Z,2680000,False,,,0,,J. Harden personal FOUL (2 PF),"[201935, 1630529]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,1627519.0,2.0,0.0,Jones,1630529.0,,
271,PT04M45.00S,2023-01-03T00:54:44.9Z,2,REGULAR,substitution,out,[],1629637,,,1610612740,49,35,2023-01-03T00:54:49Z,2700000,False,,,0,,SUB out: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M45.00S,2023-01-03T00:54:44.9Z,2,REGULAR,substitution,out,[],202685,,,1610612740,49,35,2023-01-03T00:54:49Z,2710000,False,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M45.00S,2023-01-03T00:54:44.9Z,2,REGULAR,substitution,in,[],1626195,,,1610612740,49,35,2023-01-03T00:54:49Z,2720000,False,,,0,,SUB in: W. Hernangomez,[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M45.00S,2023-01-03T00:54:44.9Z,2,REGULAR,substitution,in,[],1629627,,,1610612740,49,35,2023-01-03T00:54:49Z,2730000,False,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M36.00S,2023-01-03T00:55:04.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626195,94.66162943495401,53.431372549019606,1610612740,49,37,2023-01-03T00:55:20Z,2740000,False,17.0,-2.0,1,right,W. Hernangomez driving Layup (4 PTS) (J. Alvarado 1 AST),"[1626195, 1630631]",1610612740.0,NOP,driving,,,Hernangomez,W. Hernangomez,,,,,Restricted Area,0-8 Center,1.74,Made,4.0,,,,,,,,J. Alvarado,1630631.0,1.0,,,,,,,
277,PT04M24.00S,2023-01-03T00:55:18.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,12.66425755584757,51.470588235294116,1610612755,49,37,2023-01-03T00:55:22Z,2760000,False,-7.0,67.0,1,left,MISS T. Harris 6' pullup Shot,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,In The Paint (Non-RA),0-8 Center,6.69,Missed,,,,,,,,,,,,,,,,,,
278,PT04M24.00S,2023-01-03T00:55:18.3Z,2,REGULAR,rebound,defensive,[],1626195,,,1610612740,49,37,2023-01-03T00:55:22Z,2770000,False,,,0,,W. Hernangomez REBOUND (Off:3 Def:1),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,In The Paint (Non-RA),0-8 Center,,,,,,277.0,4.0,1.0,3.0,,,,,,,,,,,
279,PT04M14.00S,2023-01-03T00:55:28.2Z,2,REGULAR,3pt,Jump Shot,[],1630631,69.95729303547964,20.34313725490196,1610612740,49,37,2023-01-03T00:55:32Z,2780000,False,-148.0,230.0,1,right,MISS J. Alvarado 27' 3PT,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,27.36,Missed,,,,,,,,,,,,,,,,,,
280,PT04M14.00S,2023-01-03T00:55:28.2Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,49,37,2023-01-03T00:55:32Z,2790000,False,,,0,,T. Harris REBOUND (Off:0 Def:3),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Left Center,,,,,,279.0,3.0,3.0,0.0,,,,,,,,,,,
282,PT03M54.00S,2023-01-03T00:55:58.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,6.093955321944804,53.431372549019606,1610612755,51,37,2023-01-03T00:56:02Z,2810000,False,-17.0,5.0,1,left,J. Harden driving Layup (15 PTS),[201935],1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,1.79,Made,15.0,,,,,,,,,,,,,,,,,
283,PT03M54.00S,2023-01-03T00:56:01.7Z,2,REGULAR,foul,personal,['1freethrow'],1630529,,,1610612755,51,37,2023-01-03T00:56:11Z,2820000,False,,,0,,H. Jones shooting personal FOUL (1 PF) (Harden 1 FT),"[1630529, 201935]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627519.0,1.0,0.0,Harden,201935.0,,
285,PT03M54.00S,2023-01-03T00:56:19.9Z,2,REGULAR,freethrow,1 of 1,[],201935,,,1610612755,52,37,2023-01-03T00:56:20Z,2840000,False,,,0,,J. Harden Free Throw 1 of 1 (16 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,16.0,,,,,,,,,,,,,,,,,
286,PT03M41.00S,2023-01-03T00:56:42.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201935,,,1610612740,52,37,2023-01-03T00:56:50Z,2850000,False,,,0,,J. Harden personal FOUL (3 PF) (Williamson 2 FT),"[201935, 1629627]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,1627541.0,3.0,0.0,Williamson,1629627.0,,
288,PT03M41.00S,2023-01-03T00:57:04.4Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,52,37,2023-01-03T00:57:04Z,2870000,False,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,PT03M41.00S,2023-01-03T00:58:55.7Z,2,REGULAR,substitution,out,[],1630631,,,1610612740,52,37,2023-01-03T00:59:12Z,2890000,False,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
291,PT03M41.00S,2023-01-03T00:58:55.7Z,2,REGULAR,substitution,in,[],1630530,,,1610612740,52,37,2023-01-03T00:59:12Z,2900000,False,,,0,,SUB in: T. Murphy III,[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,,,,,,,,,,,,,,,,,,,,,,
292,PT03M41.00S,2023-01-03T01:00:01.1Z,2,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,52,38,2023-01-03T01:00:01Z,2910000,False,,,0,,Z. Williamson Free Throw 1 of 2 (7 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
293,PT03M41.00S,2023-01-03T01:00:03.4Z,2,REGULAR,substitution,out,[],201935,,,1610612740,52,38,2023-01-03T01:00:18Z,2920000,False,,,0,,SUB out: J. Harden,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT03M41.00S,2023-01-03T01:00:03.4Z,2,REGULAR,substitution,in,[],1630178,,,1610612740,52,38,2023-01-03T01:00:18Z,2930000,False,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT03M41.00S,2023-01-03T01:00:20.0Z,2,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,52,39,2023-01-03T01:00:20Z,2940000,False,,,0,,Z. Williamson Free Throw 2 of 2 (8 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
296,PT03M25.00S,2023-01-03T01:00:35.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630178,6.356767411300922,57.84313725490196,1610612755,52,39,2023-01-03T01:01:17Z,2950000,False,-39.0,7.0,1,left,MISS T. Maxey driving floating bank Shot,[1630178],1610612755.0,PHI,driving floating bank,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,3.99,Missed,,,,,,,,,,,,,,,,,,
297,PT03M23.00S,2023-01-03T01:00:37.7Z,2,REGULAR,rebound,offensive,[],1627777,,,1610612755,52,39,2023-01-03T01:00:37Z,2960000,False,,,0,,G. Niang REBOUND (Off:2 Def:1),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,296.0,3.0,1.0,2.0,,,,,,,,,,,
298,PT03M18.00S,2023-01-03T01:00:42.0Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630178,8.590670170827863,3.4313725490196134,1610612755,52,39,2023-01-03T01:01:04Z,2970000,False,233.0,28.0,1,left,MISS T. Maxey 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Right Corner 3,24+ Right,23.45,Missed,,,,,,,,,,,,,,,,,,
299,PT03M16.00S,2023-01-03T01:00:44.0Z,2,REGULAR,rebound,defensive,[],1626195,,,1610612740,52,39,2023-01-03T01:01:04Z,2980000,False,,,0,,W. Hernangomez REBOUND (Off:3 Def:2),[1626195],1610612740.0,NOP,,,,Hernangomez,W. Hernangomez,,,,,Right Corner 3,24+ Right,,,,,,298.0,5.0,2.0,3.0,,,,,,,,,,,
300,PT03M11.00S,2023-01-03T01:00:50.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629627,92.69053876478318,53.18627450980392,1610612740,52,41,2023-01-03T01:01:12Z,2990000,False,16.0,16.0,1,right,Z. Williamson running Layup (10 PTS),[1629627],1610612740.0,NOP,running,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.27,Made,10.0,,,,,,,,,,,,,,,,,
301,PT02M52.00S,2023-01-03T01:01:15.9Z,2,REGULAR,foul,offensive,['inpenalty'],203954,,,1610612755,52,41,2023-01-03T01:01:24Z,3000000,False,,,0,,J. Embiid offensive FOUL (3 PF),"[203954, 1626195]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627541.0,3.0,0.0,Hernangomez,1626195.0,,
303,PT02M52.00S,2023-01-03T01:01:15.9Z,2,REGULAR,turnover,offensive foul,[],203954,,,1610612755,52,41,2023-01-03T01:01:15Z,3020000,False,,,0,,J. Embiid offensive foul TURNOVER (4 TO),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,,,,,,,,,,4.0,,,,1627541.0,,,,,,
304,PT02M40.00S,2023-01-03T01:01:36.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629627,94.53022339027595,50.98039215686275,1610612740,52,43,2023-01-03T01:01:40Z,3030000,False,5.0,-1.0,1,right,Z. Williamson driving finger roll Layup (12 PTS),[1629627],1610612740.0,NOP,driving finger roll,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,0.5,Made,12.0,,,,,,,,,,,,,,,,,
305,PT02M29.00S,2023-01-03T01:01:47.0Z,2,REGULAR,3pt,Jump Shot,[],1630178,34.08344283837057,49.01960784313726,1610612755,52,43,2023-01-03T01:01:51Z,3040000,False,5.0,268.0,1,left,MISS T. Maxey 26' pullup 3PT,[1630178],1610612755.0,PHI,pullup,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Center,26.79,Missed,,,,,,,,,,,,,,,,,,
306,PT02M27.00S,2023-01-03T01:01:49.0Z,2,REGULAR,rebound,defensive,[],1629627,,,1610612740,52,43,2023-01-03T01:01:51Z,3050000,False,,,0,,Z. Williamson REBOUND (Off:0 Def:3),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Above the Break 3,24+ Center,,,,,,305.0,3.0,3.0,0.0,,,,,,,,,,,
307,PT02M21.00S,2023-01-03T01:01:56.1Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629627,95.84428383705651,44.607843137254896,1610612740,52,43,2023-01-03T01:03:55Z,3060000,False,-27.0,-13.0,1,right,MISS Z. Williamson running Layup,[1629627],1610612740.0,NOP,running,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,3.01,Missed,,,,,,,,,,,,,,,,,,
308,PT02M19.00S,2023-01-03T01:01:58.1Z,2,REGULAR,rebound,defensive,[],202699,,,1610612755,52,43,2023-01-03T01:02:00Z,3070000,False,,,0,,T. Harris REBOUND (Off:0 Def:4),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Restricted Area,0-8 Center,,,,,,307.0,4.0,4.0,0.0,,,,,,,,,,,
309,PT02M10.00S,2023-01-03T01:02:07.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630178,7.802233902759525,47.549019607843135,1610612755,54,43,2023-01-03T01:02:11Z,3080000,False,12.0,21.0,1,left,T. Maxey driving Layup (5 PTS) (J. Embiid 3 AST),"[1630178, 203954]",1610612755.0,PHI,driving,,,Maxey,T. Maxey,,,,,Restricted Area,0-8 Center,2.42,Made,5.0,,,,,,,,J. Embiid,203954.0,3.0,,,,,,,
311,PT01M51.00S,2023-01-03T01:02:25.7Z,2,REGULAR,2pt,Jump Shot,[],203468,81.38961892247043,24.75490196078431,1610612740,54,45,2023-01-03T01:02:28Z,3100000,False,-126.0,122.0,1,right,C. McCollum 17' pullup Jump Shot (9 PTS),[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Left Center,17.58,Made,9.0,,,,,,,,,,,,,,,,,
312,PT01M32.00S,2023-01-03T01:02:44.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203954,17.526281208935615,61.029411764705884,1610612755,56,45,2023-01-03T01:02:47Z,3110000,False,-55.0,112.0,1,left,J. Embiid 12' pullup Jump Shot (18 PTS) (T. Maxey 1 AST),"[203954, 1630178]",1610612755.0,PHI,pullup,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,12.5,Made,18.0,,,,,,,,T. Maxey,1630178.0,1.0,,,,,,,
313,PT01M19.00S,2023-01-03T01:03:02.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627777,,,1610612740,56,45,2023-01-03T01:03:10Z,3120000,False,,,0,,G. Niang shooting personal FOUL (1 PF) (Williamson 2 FT),"[1627777, 1629627]",1610612755.0,PHI,shooting,,,Niang,G. Niang,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,1627519.0,1.0,0.0,Williamson,1629627.0,,
315,PT01M19.00S,2023-01-03T01:03:33.9Z,2,REGULAR,freethrow,1 of 2,[],1629627,,,1610612740,56,46,2023-01-03T01:03:33Z,3140000,False,,,0,,Z. Williamson Free Throw 1 of 2 (13 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
316,PT01M19.00S,2023-01-03T01:03:52.9Z,2,REGULAR,freethrow,2 of 2,[],1629627,,,1610612740,56,47,2023-01-03T01:03:52Z,3150000,False,,,0,,Z. Williamson Free Throw 2 of 2 (14 PTS),[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
317,PT01M03.00S,2023-01-03T01:04:15.3Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626195,,,1610612755,56,47,2023-01-03T01:04:32Z,3160000,False,,,0,,W. Hernangomez shooting personal FOUL (2 PF) (Harris 2 FT),"[1626195, 202699]",1610612740.0,NOP,shooting,,,Hernangomez,W. Hernangomez,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,2882.0,2.0,0.0,Harris,202699.0,,
319,PT01M03.00S,2023-01-03T01:04:43.5Z,2,REGULAR,freethrow,1 of 2,[],202699,,,1610612755,56,47,2023-01-03T01:04:43Z,3180000,False,,,0,,MISS T. Harris Free Throw 1 of 2,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
320,PT01M03.00S,2023-01-03T01:04:43.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,56,47,2023-01-03T01:04:43Z,3190000,False,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,319.0,,,,,,,,,,,,,,
322,PT01M03.00S,2023-01-03T01:04:46.1Z,2,REGULAR,substitution,out,[],203954,,,1610612755,56,47,2023-01-03T01:04:54Z,3200000,False,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT01M03.00S,2023-01-03T01:04:46.1Z,2,REGULAR,substitution,in,[],1626149,,,1610612755,56,47,2023-01-03T01:04:54Z,3210000,False,,,0,,SUB in: M. Harrell,[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT01M03.00S,2023-01-03T01:05:01.3Z,2,REGULAR,freethrow,2 of 2,[],202699,,,1610612755,57,47,2023-01-03T01:05:01Z,3220000,False,,,0,,T. Harris Free Throw 2 of 2 (3 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
325,PT00M56.20S,2023-01-03T01:05:13.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,94.13600525624179,50.245098039215684,1610612740,57,49,2023-01-03T01:05:17Z,3230000,False,1.0,3.0,1,right,Z. Williamson driving finger roll Layup (16 PTS),[1629627],1610612740.0,NOP,driving finger roll,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,0.29,Made,16.0,,,,,,,,,,,,,,,,,
326,PT00M38.40S,2023-01-03T01:05:33.0Z,2,REGULAR,3pt,Jump Shot,[],1629001,31.718134034165573,28.92156862745098,1610612755,57,49,2023-01-03T01:05:37Z,3240000,False,105.0,246.0,1,left,MISS D. Melton 26' pullup 3PT,[1629001],1610612755.0,PHI,pullup,,,Melton,D. Melton,,,,,Above the Break 3,24+ Right Center,26.74,Missed,,,,,,,,,,,,,,,,,,
327,PT00M35.50S,2023-01-03T01:05:35.9Z,2,REGULAR,rebound,defensive,[],1630530,,,1610612740,57,49,2023-01-03T01:05:37Z,3250000,False,,,0,,T. Murphy III REBOUND (Off:0 Def:2),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Above the Break 3,24+ Right Center,,,,,,326.0,2.0,2.0,0.0,,,,,,,,,,,
328,PT00M28.80S,2023-01-03T01:05:42.5Z,2,REGULAR,3pt,Jump Shot,[],203468,76.39618922470433,88.72549019607843,1610612740,57,52,2023-01-03T01:05:46Z,3260000,False,194.0,169.0,1,right,C. McCollum 25' 3PT  (12 PTS) (W. Hernangomez 1 AST),"[203468, 1626195]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Above the Break 3,24+ Right Center,25.72,Made,12.0,,,,,,,,W. Hernangomez,1626195.0,1.0,,,,,,,
330,PT00M11.90S,2023-01-03T01:06:03.2Z,2,REGULAR,turnover,bad pass,[],1630178,,,1610612755,57,52,2023-01-03T01:06:07Z,3280000,False,,,0,,T. Maxey bad pass TURNOVER (2 TO),"[1630178, 1630529]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,2.0,,,,,,,,,Jones,1630529.0
331,PT00M11.90S,2023-01-03T01:06:03.2Z,2,REGULAR,steal,,[],1630529,,,1610612740,57,52,2023-01-03T01:06:05Z,3290000,False,,,0,,H. Jones STEAL (2 STL),[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
332,PT00M08.10S,2023-01-03T01:06:10.0Z,2,REGULAR,turnover,out-of-bounds,[],1630529,,,1610612740,57,52,2023-01-03T01:06:16Z,3300000,False,,,0,,H. Jones bad pass out-of-bounds TURNOVER (2 TO),[1630529],1610612740.0,NOP,bad pass,,,Jones,H. Jones,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,2.0,,,,2882.0,,,,,,
333,PT00M03.10S,2023-01-03T01:06:34.3Z,2,REGULAR,foul,offensive,['inpenalty'],1630178,,,1610612755,57,52,2023-01-03T01:06:43Z,3310000,False,,,0,,T. Maxey offensive FOUL (1 PF),"[1630178, 203468]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,1627541.0,1.0,0.0,McCollum,203468.0,,
335,PT00M03.10S,2023-01-03T01:06:34.3Z,2,REGULAR,turnover,offensive foul,[],1630178,,,1610612755,57,52,2023-01-03T01:06:34Z,3330000,False,,,0,,T. Maxey offensive foul TURNOVER (3 TO),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,3.0,,,,1627541.0,,,,,,
