actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
271,PT05M30.00S,2022-10-22T22:55:32.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629640,86.02168199737189,61.029411764705884,1610612759,38,41,2022-10-22T22:55:37Z,2670000,55.0,79.0,1,right,K. Johnson 9' pullup Jump Shot (11 PTS),[1629640],1610612759.0,SAS,pullup,,,Johnson,K. Johnson,,,,,In The Paint (Non-RA),8-16 Right,9.62,Made,,,,,,,,,,,,,11.0,,,,,
272,PT05M29.00S,2022-10-22T22:55:38.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,38,41,2022-10-22T22:55:38Z,2680000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT05M29.00S,2022-10-22T22:58:24.0Z,2,REGULAR,substitution,out,[],203954,,,1610612755,38,41,2022-10-22T22:58:41Z,2690000,,,0,,SUB out: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT05M29.00S,2022-10-22T22:58:24.0Z,2,REGULAR,substitution,out,[],1629680,,,1610612755,38,41,2022-10-22T22:58:41Z,2700000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT05M29.00S,2022-10-22T22:58:24.0Z,2,REGULAR,substitution,in,[],1627863,,,1610612755,38,41,2022-10-22T22:58:41Z,2710000,,,0,,SUB in: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT05M29.00S,2022-10-22T22:58:24.0Z,2,REGULAR,substitution,in,[],200782,,,1610612755,38,41,2022-10-22T22:58:41Z,2720000,,,0,,SUB in: P. Tucker,[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,,,
277,PT05M07.00S,2022-10-22T22:59:05.0Z,2,REGULAR,2pt,Jump Shot,[],201935,23.340998685939553,60.78431372549019,1610612755,38,41,2022-10-22T22:59:09Z,2730000,-54.0,167.0,1,left,MISS J. Harden 17' step back Shot,[201935],1610612755.0,PHI,step back,,,Harden,J. Harden,,,,,Mid-Range,16-24 Center,17.54,Missed,,,,,,,,,,,,,,,,,,
278,PT05M05.00S,2022-10-22T22:59:07.0Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,38,41,2022-10-22T22:59:09Z,2740000,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Mid-Range,16-24 Center,,,277.0,2.0,2.0,0.0,,,,,,,,,,,,,,
279,PT04M50.00S,2022-10-22T22:59:23.4Z,2,REGULAR,3pt,Jump Shot,[],1629640,67.09921156373193,36.76470588235294,1610612759,38,41,2022-10-22T22:59:27Z,2750000,-66.0,257.0,1,right,MISS K. Johnson 26' 3PT,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Above the Break 3,24+ Center,26.52,Missed,,,,,,,,,,,,,,,,,,
280,PT04M46.00S,2022-10-22T22:59:27.4Z,2,REGULAR,rebound,defensive,[],200782,,,1610612755,38,41,2022-10-22T22:59:27Z,2760000,,,0,,P. Tucker REBOUND (Off:0 Def:2),[200782],1610612755.0,PHI,,,,Tucker,P. Tucker,,,,,Above the Break 3,24+ Center,,,279.0,2.0,2.0,0.0,,,,,,,,,,,,,,
281,PT04M34.00S,2022-10-22T22:59:38.6Z,2,REGULAR,3pt,Jump Shot,[],1630178,9.937582128777924,3.6764705882352944,1610612755,41,41,2022-10-22T22:59:42Z,2770000,232.0,41.0,1,left,T. Maxey 3PT step back (10 PTS),[1630178],1610612755.0,PHI,step back,,,Maxey,T. Maxey,,,,,Right Corner 3,24+ Right,23.52,Made,,,,,,,,,,,,,10.0,,,,,
282,PT04M28.00S,2022-10-22T22:59:48.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630563,90.3580814717477,45.588235294117645,1610612759,41,41,2022-10-22T23:01:33Z,2780000,-22.0,38.0,1,right,MISS J. Primo driving Layup - blocked,"[1630563, 201935]",1610612759.0,SAS,driving,,,Primo,J. Primo,,,,,Restricted Area,0-8 Center,4.4,Missed,,,,,,,,,,,Harden,201935.0,,,,,,
283,PT04M28.00S,2022-10-22T22:59:48.4Z,2,REGULAR,block,,[],201935,,,1610612759,41,41,2022-10-22T22:59:52Z,2790000,,,0,,J. Harden BLOCK (2 BLK),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
284,PT04M28.00S,2022-10-22T22:59:48.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,41,41,2022-10-22T22:59:58Z,2800000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Restricted Area,0-8 Center,,,282.0,,,,,,,,,,,,,,,,,
286,PT04M28.00S,2022-10-22T22:59:57.9Z,2,REGULAR,substitution,out,[],1630200,,,1610612759,41,41,2022-10-22T23:00:01Z,2820000,,,0,,SUB out: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
287,PT04M28.00S,2022-10-22T22:59:57.9Z,2,REGULAR,substitution,in,[],1630170,,,1610612759,41,41,2022-10-22T23:00:01Z,2830000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,,
288,PT04M19.00S,2022-10-22T23:00:16.6Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630170,69.46452036793693,20.098039215686274,1610612759,41,44,2022-10-22T23:00:21Z,2840000,-150.0,235.0,1,right,D. Vassell 27' 3PT pullup (15 PTS),[1630170],1610612759.0,SAS,pullup,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,27.81,Made,,,,,,,,,,,,,15.0,,,,,
289,PT04M01.00S,2022-10-22T23:00:33.7Z,2,REGULAR,3pt,Jump Shot,[],1630178,27.283180026281208,14.215686274509803,1610612755,41,44,2022-10-22T23:00:40Z,2850000,179.0,204.0,1,left,MISS T. Maxey 27' 3PT,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,27.13,Missed,,,,,,,,,,,,,,,,,,
290,PT03M58.00S,2022-10-22T23:00:36.7Z,2,REGULAR,rebound,offensive,[],1627863,,,1610612755,41,44,2022-10-22T23:06:56Z,2860000,,,0,,D. House Jr. REBOUND (Off:1 Def:0),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Above the Break 3,24+ Right Center,,,289.0,1.0,0.0,1.0,,,,,,,,,,,,,,
291,PT03M58.00S,2022-10-22T23:00:42.0Z,2,REGULAR,turnover,traveling,[],1627863,,,1610612755,41,44,2022-10-22T23:00:48Z,2870000,,,0,,D. House Jr. traveling TURNOVER (2 TO),[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,1628172.0,,,,,,,,,,,,
292,PT03M47.00S,2022-10-22T23:01:03.5Z,2,REGULAR,turnover,traveling,[],1626196,,,1610612759,41,44,2022-10-22T23:01:07Z,2880000,,,0,,J. Richardson traveling TURNOVER (1 TO),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Mid-Range,16-24 Center,,,,,,,1.0,1628172.0,,,,,,,,,,,,
293,PT03M35.00S,2022-10-22T23:01:27.5Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627863,7.5722733245729295,4.166666666666666,1610612755,41,44,2022-10-22T23:01:31Z,2890000,229.0,19.0,1,left,MISS D. House Jr. 3PT,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,Right Corner 3,24+ Right,23.0,Missed,,,,,,,,,,,,,,,,,,
294,PT03M33.00S,2022-10-22T23:01:29.5Z,2,REGULAR,rebound,defensive,[],1629640,,,1610612759,41,44,2022-10-22T23:01:31Z,2900000,,,0,,K. Johnson REBOUND (Off:0 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,Right Corner 3,24+ Right,,,293.0,3.0,3.0,0.0,,,,,,,,,,,,,,
295,PT03M16.00S,2022-10-22T23:01:46.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,93.51182654402102,51.9607843137255,1610612759,41,46,2022-10-22T23:01:51Z,2910000,10.0,8.0,1,right,J. Poeltl turnaround bank Hook (3 PTS) (J. Richardson 2 AST),"[1627751, 1626196]",1610612759.0,SAS,turnaround bank,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,1.3,Made,,,,,,,,,,,,,3.0,J. Richardson,1626196.0,2.0,,
297,PT03M06.00S,2022-10-22T23:01:56.4Z,2,REGULAR,turnover,bad pass,[],1630178,,,1610612755,41,46,2022-10-22T23:02:00Z,2930000,,,0,,T. Maxey bad pass TURNOVER (1 TO),"[1630178, 1626196]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Above the Break 3,24+ Right Center,,,,,,,1.0,,,,,,,,,,,,Richardson,1626196.0
298,PT03M06.00S,2022-10-22T23:01:56.4Z,2,REGULAR,steal,,[],1626196,,,1610612759,41,46,2022-10-22T23:01:58Z,2940000,,,0,,J. Richardson STEAL (1 STL),[1626196],1610612759.0,SAS,,,,Richardson,J. Richardson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,,,,,,,,
299,PT02M55.00S,2022-10-22T23:02:07.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630563,89.43823915900131,96.56862745098039,1610612759,41,49,2022-10-22T23:02:11Z,2950000,233.0,47.0,1,right,J. Primo 3PT  (5 PTS) (D. Vassell 2 AST),"[1630563, 1630170]",1610612759.0,SAS,,,,Primo,J. Primo,,,,,Right Corner 3,24+ Right,23.75,Made,,,,,,,,,,,,,5.0,D. Vassell,1630170.0,2.0,,
301,PT02M41.00S,2022-10-22T23:02:22.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201935,6.521024967148489,52.94117647058824,1610612755,41,49,2022-10-22T23:02:45Z,2970000,-15.0,9.0,1,left,MISS J. Harden driving Layup,[201935],1610612755.0,PHI,driving,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,1.71,Missed,,,,,,,,,,,,,,,,,,
302,PT02M41.00S,2022-10-22T23:02:22.7Z,2,REGULAR,rebound,offensive,[],201935,,,1610612755,41,49,2022-10-22T23:02:45Z,2980000,,,0,,J. Harden REBOUND (Off:2 Def:3),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Restricted Area,0-8 Center,,,301.0,5.0,3.0,2.0,,,,,,,,,,,,,,
303,PT02M40.00S,2022-10-22T23:02:26.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201935,5.590000152587891,50.0,1610612755,41,49,2022-10-22T23:02:26Z,2990000,0.0,0.0,1,left,MISS J. Harden tip Layup,[201935],1610612755.0,PHI,tip,,,Harden,J. Harden,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
304,PT02M40.00S,2022-10-22T23:02:27.0Z,2,REGULAR,rebound,offensive,[],201935,,,1610612755,41,49,2022-10-22T23:02:27Z,3000000,,,0,,J. Harden REBOUND (Off:3 Def:3),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Left,,,303.0,6.0,3.0,3.0,,,,,,,,,,,,,,
305,PT02M40.00S,2022-10-22T23:02:29.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627751,,,1610612755,41,49,2022-10-22T23:02:35Z,3010000,,,0,,J. Poeltl shooting personal FOUL (2 PF) (Harden 2 FT),"[1627751, 201935]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,202026.0,2.0,0.0,Harden,201935.0,,,,,,,,
307,PT02M40.00S,2022-10-22T23:03:02.4Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],201935,,,1610612755,42,49,2022-10-22T23:03:02Z,3030000,,,0,,J. Harden Free Throw 1 of 2 (5 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,,,,,5.0,,,,,
308,PT02M40.00S,2022-10-22T23:03:03.9Z,2,REGULAR,substitution,out,[],1627863,,,1610612755,42,49,2022-10-22T23:03:21Z,3040000,,,0,,SUB out: D. House Jr.,[1627863],1610612755.0,PHI,,,,House Jr.,D. House Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
309,PT02M40.00S,2022-10-22T23:03:03.9Z,2,REGULAR,substitution,out,[],1629640,,,1610612755,42,49,2022-10-22T23:03:21Z,3050000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,,
310,PT02M40.00S,2022-10-22T23:03:03.9Z,2,REGULAR,substitution,in,[],203954,,,1610612755,42,49,2022-10-22T23:03:21Z,3060000,,,0,,SUB in: J. Embiid,[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,,,,,,,,,,,,,,,,,,,,,,
311,PT02M40.00S,2022-10-22T23:03:03.9Z,2,REGULAR,substitution,in,[],1629676,,,1610612755,42,49,2022-10-22T23:03:21Z,3070000,,,0,,SUB in: I. Roby,[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,,,,,,,,,,,,,,,,,,,,,,
312,PT02M40.00S,2022-10-22T23:03:26.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],201935,,,1610612755,43,49,2022-10-22T23:03:26Z,3080000,,,0,,J. Harden Free Throw 2 of 2 (6 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,,,,,6.0,,,,,
313,PT02M20.00S,2022-10-22T23:03:47.4Z,2,REGULAR,3pt,Jump Shot,[],1630563,87.20433639947439,97.54901960784314,1610612759,43,49,2022-10-22T23:03:52Z,3090000,238.0,68.0,1,right,MISS J. Primo 24' 3PT,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,Right Corner 3,24+ Right,24.72,Missed,,,,,,,,,,,,,,,,,,
314,PT02M16.00S,2022-10-22T23:03:51.4Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,43,49,2022-10-22T23:03:52Z,3100000,,,0,,J. Embiid REBOUND (Off:1 Def:5),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Right Corner 3,24+ Right,,,313.0,6.0,5.0,1.0,,,,,,,,,,,,,,
315,PT02M04.00S,2022-10-22T23:04:03.1Z,2,REGULAR,2pt,Jump Shot,[],203954,3.7614980289093296,27.696078431372552,1610612755,43,49,2022-10-22T23:04:07Z,3110000,112.0,-17.0,1,left,MISS J. Embiid 11' turnaround fadeaway Shot,[203954],1610612755.0,PHI,turnaround fadeaway,,,Embiid,J. Embiid,,,,,Mid-Range,8-16 Right,11.28,Missed,,,,,,,,,,,,,,,,,,
316,PT02M02.00S,2022-10-22T23:04:05.1Z,2,REGULAR,rebound,defensive,[],1629676,,,1610612759,43,49,2022-10-22T23:04:07Z,3120000,,,0,,I. Roby REBOUND (Off:2 Def:2),[1629676],1610612759.0,SAS,,,,Roby,I. Roby,,,,,Mid-Range,8-16 Right,,,315.0,4.0,2.0,2.0,,,,,,,,,,,,,,
317,PT01M58.00S,2022-10-22T23:04:10.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630170,81.94809461235218,4.6568627450980395,1610612759,43,52,2022-10-22T23:04:16Z,3130000,-227.0,117.0,1,right,D. Vassell 25' 3PT  (18 PTS) (J. Primo 2 AST),"[1630170, 1630563]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Above the Break 3,24+ Left Center,25.52,Made,,,,,,,,,,,,,18.0,J. Primo,1630563.0,2.0,,
319,PT01M30.00S,2022-10-22T23:04:37.5Z,2,REGULAR,3pt,Jump Shot,[],1630178,7.703679369250986,96.81372549019608,1610612755,46,52,2022-10-22T23:04:41Z,3150000,-234.0,20.0,1,left,T. Maxey 3PT  (13 PTS) (T. Harris 1 AST),"[1630178, 202699]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,Left Corner 3,24+ Left,23.49,Made,,,,,,,,,,,,,13.0,T. Harris,202699.0,1.0,,
321,PT01M12.00S,2022-10-22T23:04:54.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626196,84.31340341655716,43.627450980392155,1610612759,46,52,2022-10-22T23:05:01Z,3170000,-32.0,95.0,1,right,MISS J. Richardson 10' fadeaway Shot,[1626196],1610612759.0,SAS,fadeaway,,,Richardson,J. Richardson,,,,,In The Paint (Non-RA),8-16 Center,10.02,Missed,,,,,,,,,,,,,,,,,,
322,PT01M09.00S,2022-10-22T23:04:57.7Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,46,52,2022-10-22T23:05:01Z,3180000,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,In The Paint (Non-RA),8-16 Center,,,321.0,2.0,2.0,0.0,,,,,,,,,,,,,,
323,PT01M03.00S,2022-10-22T23:05:04.8Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202699,25.18068331143233,12.254901960784313,1610612755,49,52,2022-10-22T23:05:09Z,3190000,189.0,184.0,1,left,T. Harris 26' 3PT  (10 PTS),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,26.37,Made,,,,,,,,,,,,,10.0,,,,,
325,PT01M03.00S,2022-10-22T23:05:13.5Z,2,REGULAR,timeout,full,['team'],0,,,1610612759,49,52,2022-10-22T23:05:13Z,3210000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
326,PT01M03.00S,2022-10-22T23:06:33.9Z,2,REGULAR,substitution,out,[],1630563,,,1610612759,49,52,2022-10-22T23:06:38Z,3220000,,,0,,SUB out: J. Primo,[1630563],1610612759.0,SAS,,,,Primo,J. Primo,,,,,,,,,,,,,,,,,,,,,,,,,,
327,PT01M03.00S,2022-10-22T23:06:33.9Z,2,REGULAR,substitution,in,[],1630200,,,1610612759,49,52,2022-10-22T23:06:38Z,3230000,,,0,,SUB in: T. Jones,[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
329,PT01M02.00S,2022-10-22T23:07:11.9Z,2,REGULAR,foul,offensive,['inpenalty'],1630200,,,1610612759,49,52,2022-10-22T23:07:19Z,3250000,,,0,,T. Jones offensive FOUL (1 PF),"[1630200, 1630178]",1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202027.0,1.0,0.0,Maxey,1630178.0,,,,,,,,
331,PT01M02.00S,2022-10-22T23:07:11.9Z,2,REGULAR,turnover,offensive foul,[],1630200,,,1610612759,49,52,2022-10-22T23:07:11Z,3270000,,,0,,T. Jones offensive foul TURNOVER (2 TO),[1630200],1610612759.0,SAS,,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,2.0,202027.0,,,,,,,,,,,,
332,PT00M56.70S,2022-10-22T23:07:22.2Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627751,,,1610612755,49,52,2022-10-22T23:07:31Z,3280000,,,0,,J. Poeltl shooting personal FOUL (3 PF) (Maxey 2 FT),"[1627751, 1630178]",1610612759.0,SAS,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,1628172.0,3.0,0.0,Maxey,1630178.0,,,,,,,,
334,PT00M56.70S,2022-10-22T23:07:51.6Z,2,REGULAR,freethrow,1 of 2,['fromturnover'],1630178,,,1610612755,49,52,2022-10-22T23:07:51Z,3300000,,,0,,MISS T. Maxey Free Throw 1 of 2,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
335,PT00M56.70S,2022-10-22T23:07:51.6Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,49,52,2022-10-22T23:07:51Z,3310000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,334.0,,,,,,,,,,,,,,,,,
336,PT00M56.70S,2022-10-22T23:08:04.9Z,2,REGULAR,substitution,out,[],1627751,,,1610612755,49,52,2022-10-22T23:08:08Z,3320000,,,0,,SUB out: J. Poeltl,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,,,
337,PT00M56.70S,2022-10-22T23:08:04.9Z,2,REGULAR,substitution,in,[],203476,,,1610612755,49,52,2022-10-22T23:08:08Z,3330000,,,0,,SUB in: G. Dieng,[203476],1610612759.0,SAS,,,,Dieng,G. Dieng,,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT00M56.70S,2022-10-22T23:08:37.0Z,2,REGULAR,freethrow,2 of 2,['fromturnover'],1630178,,,1610612755,50,52,2022-10-22T23:08:37Z,3340000,,,0,,T. Maxey Free Throw 2 of 2 (14 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,Made,,,,,,,,,,,,,14.0,,,,,
339,PT00M44.80S,2022-10-22T23:08:49.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630200,85.3646517739816,53.67647058823529,1610612759,50,52,2022-10-22T23:08:54Z,3350000,18.0,85.0,1,right,MISS T. Jones 8' driving floating Shot,[1630200],1610612759.0,SAS,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),8-16 Center,8.71,Missed,,,,,,,,,,,,,,,,,,
340,PT00M41.90S,2022-10-22T23:08:52.8Z,2,REGULAR,rebound,defensive,[],203954,,,1610612755,50,52,2022-10-22T23:08:52Z,3360000,,,0,,J. Embiid REBOUND (Off:1 Def:6),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,339.0,7.0,6.0,1.0,,,,,,,,,,,,,,
341,PT00M33.90S,2022-10-22T23:09:08.4Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629676,,,1610612755,50,52,2022-10-22T23:09:16Z,3370000,,,0,,I. Roby shooting personal FOUL (2 PF) (Harden 2 FT),"[1629676, 201935]",1610612759.0,SAS,shooting,,,Roby,I. Roby,,,,,Restricted Area,0-8 Center,,,,,,,,1628172.0,2.0,0.0,Harden,201935.0,,,,,,,,
343,PT00M33.90S,2022-10-22T23:09:46.0Z,2,REGULAR,freethrow,1 of 2,[],201935,,,1610612755,50,52,2022-10-22T23:09:46Z,3390000,,,0,,MISS J. Harden Free Throw 1 of 2,[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
344,PT00M33.90S,2022-10-22T23:09:46.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612755,50,52,2022-10-22T23:09:46Z,3400000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,,,,,343.0,,,,,,,,,,,,,,,,,
345,PT00M33.90S,2022-10-22T23:10:03.8Z,2,REGULAR,freethrow,2 of 2,[],201935,,,1610612755,51,52,2022-10-22T23:10:03Z,3410000,,,0,,J. Harden Free Throw 2 of 2 (7 PTS),[201935],1610612755.0,PHI,,,,Harden,J. Harden,,,,,,,,Made,,,,,,,,,,,,,7.0,,,,,
346,PT00M18.90S,2022-10-22T23:10:27.6Z,2,REGULAR,foul,personal,[],201935,,,1610612759,51,52,2022-10-22T23:10:33Z,3420000,,,0,,J. Harden personal FOUL (2 PF),"[201935, 203476]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,16-24 Right Center,,,,,,,,202026.0,2.0,0.0,Dieng,203476.0,,,,,,,,
348,PT00M18.90S,2022-10-22T23:10:39.2Z,2,REGULAR,substitution,out,[],1630178,,,1610612759,51,52,2022-10-22T23:10:44Z,3440000,,,0,,SUB out: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT00M18.90S,2022-10-22T23:10:39.2Z,2,REGULAR,substitution,in,[],1629001,,,1610612759,51,52,2022-10-22T23:10:44Z,3450000,,,0,,SUB in: D. Melton,[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT00M04.70S,2022-10-22T23:11:04.2Z,2,REGULAR,2pt,Jump Shot,[],1630200,83.919185282523,29.166666666666668,1610612759,51,52,2022-10-22T23:11:09Z,3460000,-104.0,99.0,1,right,MISS T. Jones 14' fadeaway Shot,[1630200],1610612759.0,SAS,fadeaway,,,Jones,T. Jones,,,,,Mid-Range,8-16 Left,14.35,Missed,,,,,,,,,,,,,,,,,,
351,PT00M03.30S,2022-10-22T23:11:08.0Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612759,51,52,2022-10-22T23:11:08Z,3470000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,Mid-Range,8-16 Left,,,350.0,,,,,,,,,,,,,,,,,
353,PT00M01.50S,2022-10-22T23:11:29.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630170,92.59198423127464,50.98039215686274,1610612759,51,54,2022-10-22T23:11:32Z,3490000,5.0,17.0,1,right,D. Vassell Layup (20 PTS) (J. Richardson 3 AST),"[1630170, 1626196]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,Restricted Area,0-8 Center,1.78,Made,,,,,,,,,,,,,20.0,J. Richardson,1626196.0,3.0,,
355,PT00M00.50S,2022-10-22T23:11:39.7Z,2,REGULAR,3pt,Jump Shot,[],203954,68.9388961892247,81.37254901960785,1610612755,51,54,2022-10-22T23:12:05Z,3510000,-157.0,596.0,1,left,MISS J. Embiid 61' running 3PT,[203954],1610612755.0,PHI,running,,,Embiid,J. Embiid,,,,,Above the Break 3,24+ Right Center,61.58,Missed,,,,,,,,,,,,,,,,,,
356,PT00M00.10S,2022-10-22T23:11:40.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612755,51,54,2022-10-22T23:12:05Z,3520000,,,0,,TEAM offensive REBOUND,[],1610612755.0,PHI,,,,,,,,,,Above the Break 3,24+ Right Center,,,355.0,,,,,,,,,,,,,,,,,
357,PT00M00.00S,2022-10-22T23:11:46.9Z,2,REGULAR,period,end,[],0,,,1610612755,51,54,2022-10-22T23:11:46Z,3530000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
