actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
339,PT08M41.00S,2024-11-11T00:28:09.5Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1641783,,,1610612753,66,60,2024-11-11T00:28:09Z,3370000,False,,,0,,T. da Silva transition take Free Throw 1 of 1 (11 PTS),[1641783],1610612753.0,ORL,transition take,,,da Silva,T. da Silva,,,,,,,,Made,,,,,,,,,,,,,,,11.0,,,
340,PT08M41.00S,2024-11-11T00:28:23.8Z,3,REGULAR,substitution,out,[],1629673,,,1610612764,66,60,2024-11-11T00:28:36Z,3380000,False,,,0,,SUB out: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT08M41.00S,2024-11-11T00:28:23.8Z,3,REGULAR,substitution,in,[],1630557,,,1610612764,66,60,2024-11-11T00:28:36Z,3390000,False,,,0,,SUB in: C. Kispert,[1630557],1610612764.0,WAS,,,,Kispert,C. Kispert,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT08M32.00S,2024-11-11T00:28:50.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630532,90.62089356110381,56.372549019607845,1610612753,68,60,2024-11-11T00:28:58Z,3400000,False,32.0,36.0,1,right,F. Wagner driving Layup (19 PTS) (G. Bitadze 3 AST),"[1630532, 1629048]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),0-8 Center,4.79,Made,,,,,,,,,,,,,,,19.0,G. Bitadze,1629048.0,3.0
344,PT08M32.00S,2024-11-11T00:28:54.9Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1641731,,,1610612753,68,60,2024-11-11T00:29:16Z,3420000,False,,,0,,B. Coulibaly shooting personal FOUL (2 PF) (Wagner 1 FT),"[1641731, 1630532]",1610612764.0,WAS,shooting,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,,,,,,,,,204058.0,2.0,0.0,Wagner,1630532.0,,,,,,,
346,PT08M32.00S,2024-11-11T00:29:18.7Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1630532,,,1610612753,69,60,2024-11-11T00:29:18Z,3440000,False,,,0,,F. Wagner Free Throw 1 of 1 (20 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,,,,,,,,,20.0,,,
347,PT08M14.00S,2024-11-11T00:29:39.7Z,3,REGULAR,turnover,out-of-bounds,[],1642267,,,1610612764,69,60,2024-11-11T00:56:00Z,3450000,False,,,0,,C. Carrington lost ball out-of-bounds TURNOVER (1 TO),[1642267],1610612764.0,WAS,lost ball,,,Carrington,C. Carrington,,,,,Mid-Range,8-16 Left,,,,,,,,,201638.0,,,,,1.0,,,,,,
348,PT07M55.00S,2024-11-11T00:30:02.7Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630591,74.98357424441524,12.990196078431374,1610612753,72,60,2024-11-11T00:30:10Z,3460000,False,-185.0,183.0,1,right,J. Suggs 26' 3PT  (3 PTS) (F. Wagner 7 AST),"[1630591, 1630532]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,26.0,Made,,,,,,,,,,,,,,,3.0,F. Wagner,1630532.0,7.0
350,PT07M55.00S,2024-11-11T00:30:08.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,72,60,2024-11-11T00:30:08Z,3480000,False,,,0,,WAS Timeout,[],1610612764.0,WAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT07M42.00S,2024-11-11T00:33:22.9Z,3,REGULAR,foul,personal,['2freethrow'],1629048,,,1610612764,72,60,2024-11-11T00:33:43Z,3490000,False,,,0,,G. Bitadze shooting personal FOUL (1 PF) (Sarr 2 FT),"[1629048, 1642259]",1610612753.0,ORL,shooting,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,204058.0,1.0,0.0,Sarr,1642259.0,,,,,,,
354,PT07M42.00S,2024-11-11T00:33:46.5Z,3,REGULAR,freethrow,1 of 2,[],1642259,,,1610612764,72,61,2024-11-11T00:33:46Z,3510000,False,,,0,,A. Sarr Free Throw 1 of 2 (7 PTS),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,Made,,,,,,,,,,,,,,,7.0,,,
355,PT07M42.00S,2024-11-11T00:34:03.6Z,3,REGULAR,freethrow,2 of 2,[],1642259,,,1610612764,72,62,2024-11-11T00:34:03Z,3520000,False,,,0,,A. Sarr Free Throw 2 of 2 (8 PTS),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,Made,,,,,,,,,,,,,,,8.0,,,
356,PT07M28.00S,2024-11-11T00:34:19.3Z,3,REGULAR,3pt,Jump Shot,[],1630591,65.78515111695138,61.029411764705884,1610612753,72,62,2024-11-11T00:34:27Z,3530000,False,55.0,269.0,1,right,MISS J. Suggs 27' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Center,27.47,Missed,,,,,,,,,,,,,,,,,,
357,PT07M26.00S,2024-11-11T00:34:21.3Z,3,REGULAR,rebound,defensive,[],1642259,,,1610612764,72,62,2024-11-11T00:34:27Z,3540000,False,,,0,,A. Sarr REBOUND (Off:1 Def:2),[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Center,,,356.0,3.0,2.0,1.0,,,,,,,,,,,,,,
358,PT07M15.00S,2024-11-11T00:34:36.5Z,3,REGULAR,foul,offensive,['inpenalty'],1641731,,,1610612764,72,62,2024-11-11T00:34:54Z,3550000,False,,,0,,B. Coulibaly charge offensive FOUL (3 PF),"[1641731, 1630591]",1610612764.0,WAS,charge,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,201638.0,3.0,0.0,Suggs,1630591.0,,,,,,,
360,PT07M15.00S,2024-11-11T00:34:36.5Z,3,REGULAR,turnover,offensive foul,[],1641731,,,1610612764,72,62,2024-11-11T00:34:36Z,3570000,False,,,0,,B. Coulibaly offensive foul TURNOVER (3 TO),[1641731],1610612764.0,WAS,,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,201638.0,,,,,3.0,,,,,,
361,PT06M55.00S,2024-11-11T00:35:15.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630532,93.11760840998686,45.09803921568628,1610612753,72,62,2024-11-11T00:35:23Z,3580000,False,-25.0,12.0,1,right,MISS F. Wagner driving Layup,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.74,Missed,,,,,,,,,,,,,,,,,,
362,PT06M50.00S,2024-11-11T00:35:21.1Z,3,REGULAR,rebound,offensive,[],1629048,,,1610612753,72,62,2024-11-11T00:35:21Z,3590000,False,,,0,,G. Bitadze REBOUND (Off:5 Def:5),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Restricted Area,0-8 Center,,,361.0,10.0,5.0,5.0,,,,,,,,,,,,,,
363,PT06M50.00S,2024-11-11T00:35:21.1Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1629048,94.40999984741211,50.0,1610612753,74,62,2024-11-11T00:35:21Z,3600000,False,0.0,0.0,1,right,G. Bitadze tip DUNK (10 PTS),[1629048],1610612753.0,ORL,tip,,,Bitadze,G. Bitadze,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,,,,,,10.0,,,
364,PT06M47.00S,2024-11-11T00:35:23.9Z,3,REGULAR,3pt,Jump Shot,[],1642259,28.465834428383708,79.65686274509804,1610612764,74,62,2024-11-11T00:35:35Z,3610000,False,-148.0,215.0,1,left,MISS A. Sarr 26' 3PT,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,Above the Break 3,24+ Left Center,26.13,Missed,,,,,,,,,,,,,,,,,,
365,PT06M44.00S,2024-11-11T00:35:26.7Z,3,REGULAR,rebound,defensive,[],1641783,,,1610612753,74,62,2024-11-11T00:35:26Z,3620000,False,,,0,,T. da Silva REBOUND (Off:0 Def:1),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Above the Break 3,24+ Left Center,,,364.0,1.0,1.0,0.0,,,,,,,,,,,,,,
366,PT06M38.00S,2024-11-11T00:35:33.1Z,3,REGULAR,3pt,Jump Shot,[],1630591,69.59592641261499,13.480392156862745,1610612753,74,62,2024-11-11T00:35:39Z,3630000,False,-183.0,233.0,1,right,MISS J. Suggs 29' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Above the Break 3,24+ Left Center,29.63,Missed,,,,,,,,,,,,,,,,,,
367,PT06M38.00S,2024-11-11T00:35:33.1Z,3,REGULAR,rebound,offensive,[],1629048,,,1610612753,74,62,2024-11-11T00:35:39Z,3640000,False,,,0,,G. Bitadze REBOUND (Off:6 Def:5),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,Above the Break 3,24+ Left Center,,,366.0,11.0,5.0,6.0,,,,,,,,,,,,,,
368,PT06M25.00S,2024-11-11T00:35:47.6Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],203484,93.64323258869908,19.607843137254903,1610612753,76,62,2024-11-11T00:36:06Z,3650000,False,-152.0,7.0,1,right,K. Caldwell-Pope 15' Jump Shot (6 PTS) (T. da Silva 2 AST),"[203484, 1641783]",1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Left,15.22,Made,,,,,,,,,,,,,,,6.0,T. da Silva,1641783.0,2.0
370,PT06M25.00S,2024-11-11T00:35:55.1Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642273,,,1610612753,76,62,2024-11-11T00:36:15Z,3670000,False,,,0,,K. George shooting personal FOUL (4 PF) (Caldwell-Pope 1 FT),"[1642273, 203484]",1610612764.0,WAS,shooting,,,George,K. George,,,,,Mid-Range,8-16 Left,,,,,,,,,1627526.0,4.0,1.0,Caldwell-Pope,203484.0,,,,,,,
384,PT06M25.00S,2024-11-11T00:36:09.1Z,3,REGULAR,substitution,out,[],1642273,,,1610612753,76,62,2024-11-11T00:39:22Z,3685000,False,,,0,,SUB out: K. George,[1642273],1610612764.0,WAS,,,,George,K. George,,,,,,,,,,,,,,,,,,,,,,,,,,
385,PT06M25.00S,2024-11-11T00:36:09.1Z,3,REGULAR,substitution,in,[],1629673,,,1610612753,76,62,2024-11-11T00:39:22Z,3687500,False,,,0,,SUB in: J. Poole,[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,,,
372,PT06M25.00S,2024-11-11T00:36:23.2Z,3,REGULAR,freethrow,1 of 1,['2ndchance'],203484,,,1610612753,77,62,2024-11-11T00:36:23Z,3690000,False,,,0,,K. Caldwell-Pope Free Throw 1 of 1 (7 PTS),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Made,,,,,,,,,,,,,,,7.0,,,
373,PT06M13.00S,2024-11-11T00:36:34.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629673,10.988830486202366,62.00980392156863,1610612764,77,64,2024-11-11T00:40:35Z,3700000,False,-60.0,51.0,1,left,J. Poole 7' driving floating Jump Shot (17 PTS),[1629673],1610612764.0,WAS,driving floating,,,Poole,J. Poole,,,,,In The Paint (Non-RA),0-8 Center,7.86,Made,,,,,,,,,,,,,,,17.0,,,
374,PT05M55.00S,2024-11-11T00:36:52.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630591,86.41590013140605,55.392156862745104,1610612753,77,64,2024-11-11T00:41:14Z,3710000,False,27.0,75.0,1,right,MISS J. Suggs 7' floating Shot,[1630591],1610612753.0,ORL,floating,,,Suggs,J. Suggs,,,,,In The Paint (Non-RA),8-16 Center,7.99,Missed,,,,,,,,,,,,,,,,,,
375,PT05M55.00S,2024-11-11T00:36:52.5Z,3,REGULAR,rebound,defensive,[],1642267,,,1610612764,77,64,2024-11-11T00:37:07Z,3720000,False,,,0,,C. Carrington REBOUND (Off:0 Def:2),[1642267],1610612764.0,WAS,,,,Carrington,C. Carrington,,,,,In The Paint (Non-RA),8-16 Center,,,374.0,2.0,2.0,0.0,,,,,,,,,,,,,,
376,PT05M36.00S,2024-11-11T00:37:17.2Z,3,REGULAR,foul,personal,[],203484,,,1610612764,77,64,2024-11-11T00:37:41Z,3730000,False,,,0,,K. Caldwell-Pope personal FOUL (2 PF),"[203484, 1642267]",1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,16-24 Center,,,,,,,,,204058.0,2.0,0.0,Carrington,1642267.0,,,,,,,
378,PT05M30.00S,2024-11-11T00:37:47.2Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1641731,6.1268068331143235,48.03921568627451,1610612764,77,66,2024-11-11T00:42:26Z,3750000,False,10.0,5.0,1,left,B. Coulibaly cutting DUNK (16 PTS) (A. Sarr 4 AST),"[1641731, 1642259]",1610612764.0,WAS,cutting,,,Coulibaly,B. Coulibaly,,,,,Restricted Area,0-8 Center,1.1,Made,,,,,,,,,,,,,,,16.0,A. Sarr,1642259.0,4.0
380,PT05M14.00S,2024-11-11T00:37:56.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,92.46057818659659,52.450980392156865,1610612753,79,66,2024-11-11T00:38:02Z,3770000,False,12.0,18.0,1,right,F. Wagner driving Layup (22 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,2.21,Made,,,,,,,,,,,,,,,22.0,,,
381,PT05M14.00S,2024-11-11T00:38:01.1Z,3,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1642259,,,1610612753,79,66,2024-11-11T00:38:54Z,3780000,False,,,0,,A. Sarr shooting personal FOUL (3 PF) (Wagner 1 FT),"[1642259, 1630532]",1610612764.0,WAS,shooting,,,Sarr,A. Sarr,,,,,Restricted Area,0-8 Center,,,,,,,,,204058.0,3.0,0.0,Wagner,1630532.0,,,,,,,
386,PT05M14.00S,2024-11-11T00:39:29.0Z,3,REGULAR,freethrow,1 of 1,[],1630532,,,1610612753,80,66,2024-11-11T00:39:29Z,3810000,False,,,0,,F. Wagner Free Throw 1 of 1 (23 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,Made,,,,,,,,,,,,,,,23.0,,,
387,PT04M58.00S,2024-11-11T00:39:42.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,12.565703022339028,63.23529411764706,1610612764,80,66,2024-11-11T00:39:58Z,3820000,False,-66.0,66.0,1,left,MISS J. Poole 9' driving Layup,[1629673],1610612764.0,WAS,driving,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Left,9.32,Missed,,,,,,,,,,,,,,,,,,
388,PT04M56.00S,2024-11-11T00:39:44.5Z,3,REGULAR,rebound,defensive,[],1629048,,,1610612753,80,66,2024-11-11T00:39:58Z,3830000,False,,,0,,G. Bitadze REBOUND (Off:6 Def:6),[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,In The Paint (Non-RA),8-16 Left,,,387.0,12.0,6.0,6.0,,,,,,,,,,,,,,
391,PT04M50.00S,2024-11-11T00:40:04.2Z,3,REGULAR,foul,offensive,[],1641783,,,1610612753,80,66,2024-11-11T00:41:44Z,3860000,False,,,0,,T. da Silva charge offensive FOUL (1 PF),"[1641783, 1642267]",1610612753.0,ORL,charge,,,da Silva,T. da Silva,,,,,Restricted Area,0-8 Center,,,,,,,,,201638.0,1.0,0.0,Carrington,1642267.0,,,,,,,
393,PT04M50.00S,2024-11-11T00:40:04.2Z,3,REGULAR,turnover,offensive foul,[],1641783,,,1610612753,80,66,2024-11-11T00:40:04Z,3880000,False,,,0,,T. da Silva offensive foul TURNOVER (1 TO),[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,Restricted Area,0-8 Center,,,,,,,,,201638.0,,,,,1.0,,,,,,
394,PT04M50.00S,2024-11-11T00:40:31.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612764,80,66,2024-11-11T00:42:10Z,3890000,False,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT04M50.00S,2024-11-11T00:42:15.3Z,3,REGULAR,substitution,out,[],1641783,,,1610612764,80,66,2024-11-11T00:43:03Z,3910000,False,,,0,,SUB out: T. da Silva,[1641783],1610612753.0,ORL,,,,da Silva,T. da Silva,,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT04M50.00S,2024-11-11T00:42:15.3Z,3,REGULAR,substitution,out,[],1629048,,,1610612764,80,66,2024-11-11T00:43:03Z,3920000,False,,,0,,SUB out: G. Bitadze,[1629048],1610612753.0,ORL,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT04M50.00S,2024-11-11T00:42:15.3Z,3,REGULAR,substitution,out,[],1642259,,,1610612764,80,66,2024-11-11T00:43:03Z,3930000,False,,,0,,SUB out: A. Sarr,[1642259],1610612764.0,WAS,,,,Sarr,A. Sarr,,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT04M50.00S,2024-11-11T00:42:15.3Z,3,REGULAR,substitution,in,[],1629021,,,1610612764,80,66,2024-11-11T00:43:03Z,3940000,False,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
400,PT04M50.00S,2024-11-11T00:42:15.3Z,3,REGULAR,substitution,in,[],1628371,,,1610612764,80,66,2024-11-11T00:43:03Z,3950000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
401,PT04M50.00S,2024-11-11T00:42:15.3Z,3,REGULAR,substitution,in,[],202685,,,1610612764,80,66,2024-11-11T00:43:03Z,3960000,False,,,0,,SUB in: J. Valančiūnas,[202685],1610612764.0,WAS,,,,Valančiūnas,J. Valančiūnas,,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT04M25.00S,2024-11-11T00:44:17.6Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612764,80,66,2024-11-11T00:44:49Z,3990000,False,,,0,,WAS shot clock Team TURNOVER,[],1610612764.0,WAS,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,201638.0,,,,,,,,,,,
405,PT04M10.00S,2024-11-11T00:44:34.6Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",202685,,,1610612753,80,66,2024-11-11T00:44:49Z,4000000,False,,,0,,J. Valančiūnas defensive-3-second technical FOUL (1 Tech),[202685],1610612764.0,WAS,defensive-3-second,,,Valančiūnas,J. Valančiūnas,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,201638.0,2.0,1.0,,,,,,,,,
406,PT04M10.00S,2024-11-11T00:44:56.0Z,3,REGULAR,freethrow,1 of 1,[],203484,,,1610612753,81,66,2024-11-11T00:44:56Z,4010000,False,,,0,,K. Caldwell-Pope technical Free Throw 1 of 1 (8 PTS),[203484],1610612753.0,ORL,technical,,,Caldwell-Pope,K. Caldwell-Pope,,,,,,,,Made,,,,,,,,,,,,,,,8.0,,,
407,PT03M57.00S,2024-11-11T00:45:21.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1630532,66.83639947437582,15.196078431372548,1610612753,81,66,2024-11-11T00:45:26Z,4020000,False,-174.0,259.0,1,right,MISS F. Wagner 31' 3PT,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,Above the Break 3,24+ Left Center,31.22,Missed,,,,,,,,,,,,,,,,,,
408,PT03M52.00S,2024-11-11T00:45:26.0Z,3,REGULAR,rebound,defensive,[],1629673,,,1610612764,81,66,2024-11-11T00:45:26Z,4030000,False,,,0,,J. Poole REBOUND (Off:0 Def:3),[1629673],1610612764.0,WAS,,,,Poole,J. Poole,,,,,Above the Break 3,24+ Left Center,,,407.0,3.0,3.0,0.0,,,,,,,,,,,,,,
409,PT03M41.00S,2024-11-11T00:45:38.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,13.354139290407357,39.705882352941174,1610612764,81,66,2024-11-11T00:45:46Z,4040000,False,51.0,73.0,1,left,MISS J. Poole 8' driving Layup - blocked,"[1629673, 203484]",1610612764.0,WAS,driving,,,Poole,J. Poole,,,,,In The Paint (Non-RA),8-16 Right,8.93,Missed,,,,,Caldwell-Pope,203484.0,,,,,,,,,,,,
410,PT03M41.00S,2024-11-11T00:45:38.9Z,3,REGULAR,block,,[],203484,,,1610612764,81,66,2024-11-11T00:45:42Z,4050000,False,,,0,,K. Caldwell-Pope BLOCK (1 BLK),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
411,PT03M41.00S,2024-11-11T00:45:38.9Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612753,81,66,2024-11-11T00:45:46Z,4060000,False,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,In The Paint (Non-RA),8-16 Right,,,409.0,,,,,,,,,,,,,,,,,
413,PT03M31.00S,2024-11-11T00:46:04.6Z,3,REGULAR,3pt,Jump Shot,[],1628371,67.09921156373193,52.94117647058824,1610612753,81,66,2024-11-11T00:46:09Z,4080000,False,15.0,257.0,1,right,MISS J. Isaac 25' 3PT,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Center,25.72,Missed,,,,,,,,,,,,,,,,,,
414,PT03M28.00S,2024-11-11T00:46:08.1Z,3,REGULAR,rebound,offensive,[],1629021,,,1610612753,81,66,2024-11-11T00:46:08Z,4090000,False,,,0,,M. Wagner REBOUND (Off:2 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Above the Break 3,24+ Center,,,413.0,3.0,1.0,2.0,,,,,,,,,,,,,,
438,PT03M27.00S,2024-11-11T00:46:20.6Z,3,REGULAR,substitution,out,[],1630532,,,1610612753,81,66,2024-11-11T00:49:25Z,4105000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT03M27.00S,2024-11-11T00:46:20.6Z,3,REGULAR,substitution,in,[],1641710,,,1610612753,81,66,2024-11-11T00:49:25Z,4107500,False,,,0,,SUB in: A. Black,[1641710],1610612753.0,ORL,,,,Black,A. Black,,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT03M23.00S,2024-11-11T00:46:29.0Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1628371,92.46057818659659,4.411764705882353,1610612753,81,66,2024-11-11T00:46:33Z,4110000,False,-228.0,18.0,1,right,MISS J. Isaac 3PT,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Left Corner 3,24+ Left,22.86,Missed,,,,,,,,,,,,,,,,,,
419,PT03M20.00S,2024-11-11T00:46:32.0Z,3,REGULAR,rebound,offensive,[],1630591,,,1610612753,81,66,2024-11-11T00:46:33Z,4120000,False,,,0,,J. Suggs REBOUND (Off:1 Def:2),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,Left Corner 3,24+ Left,,,418.0,3.0,2.0,1.0,,,,,,,,,,,,,,
420,PT03M15.00S,2024-11-11T00:46:35.7Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629021,92.85479632063075,45.09803921568628,1610612753,83,66,2024-11-11T00:46:45Z,4130000,False,-25.0,15.0,1,right,M. Wagner Layup (14 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,Restricted Area,0-8 Center,2.86,Made,,,,,,,,,,,,,,,14.0,,,
421,PT03M05.00S,2024-11-11T00:46:46.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629673,7.5722733245729295,46.07843137254902,1610612764,83,68,2024-11-11T00:46:51Z,4140000,False,20.0,19.0,1,left,J. Poole driving Layup (19 PTS) (C. Kispert 1 AST),"[1629673, 1630557]",1610612764.0,WAS,driving,,,Poole,J. Poole,,,,,Restricted Area,0-8 Center,2.71,Made,,,,,,,,,,,,,,,19.0,C. Kispert,1630557.0,1.0
423,PT02M55.00S,2024-11-11T00:46:56.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,90.48948751642575,50.73529411764706,1610612753,85,68,2024-11-11T00:47:01Z,4160000,False,4.0,37.0,1,right,J. Suggs driving finger roll Layup (5 PTS),[1630591],1610612753.0,ORL,driving finger roll,,,Suggs,J. Suggs,,,,,Restricted Area,0-8 Center,3.71,Made,,,,,,,,,,,,,,,5.0,,,
424,PT02M48.00S,2024-11-11T00:47:06.4Z,3,REGULAR,foul,personal,[],203484,,,1610612764,85,68,2024-11-11T00:47:25Z,4170000,False,,,0,,K. Caldwell-Pope personal FOUL (3 PF),"[203484, 1629673]",1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,,,,,,,,,201638.0,3.0,0.0,Poole,1629673.0,,,,,,,
426,PT02M35.00S,2024-11-11T00:47:55.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641731,13.87976346911958,48.03921568627451,1610612764,85,70,2024-11-11T00:51:05Z,4190000,False,10.0,78.0,1,left,B. Coulibaly 7' driving floating Jump Shot (18 PTS) (C. Kispert 2 AST),"[1641731, 1630557]",1610612764.0,WAS,driving floating,,,Coulibaly,B. Coulibaly,,,,,In The Paint (Non-RA),0-8 Center,7.86,Made,,,,,,,,,,,,,,,18.0,C. Kispert,1630557.0,2.0
428,PT02M24.00S,2024-11-11T00:48:06.1Z,3,REGULAR,3pt,Jump Shot,[],1628371,66.17936925098554,45.83333333333333,1610612753,85,70,2024-11-11T00:48:12Z,4210000,False,-21.0,265.0,1,right,MISS J. Isaac 26' 3PT,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Above the Break 3,24+ Center,26.62,Missed,,,,,,,,,,,,,,,,,,
429,PT02M24.00S,2024-11-11T00:48:06.1Z,3,REGULAR,rebound,offensive,[],203484,,,1610612753,85,70,2024-11-11T00:48:12Z,4220000,False,,,0,,K. Caldwell-Pope REBOUND (Off:1 Def:4),[203484],1610612753.0,ORL,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Above the Break 3,24+ Center,,,428.0,5.0,4.0,1.0,,,,,,,,,,,,,,
