actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
646,PT01M38.00S,2021-11-01T01:09:38.6Z,4,REGULAR,rebound,defensive,[],1626204,,,1610612757,121,110,2021-11-01T01:09:39Z,6340000,,,0,,L. Nance Jr. REBOUND (Off:2 Def:5),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,645.0,,,,,,,,,,,7.0,5.0,2.0,,,,
647,PT01M34.00S,2021-11-01T01:09:44.9Z,4,REGULAR,foul,personal,[],1630163,,,1610612757,121,110,2021-11-01T01:10:05Z,6350000,,,0,,L. Ball personal FOUL (2 PF),"[1630163, 203081]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,203592.0,2.0,0.0,Lillard,203081.0,,,,,,,,
649,PT01M30.00S,2021-11-01T01:10:12.3Z,4,REGULAR,3pt,Jump Shot,[],203468,95.0886990801577,4.6568627450980395,1610612757,121,113,2021-11-01T01:10:18Z,6370000,-227.0,-6.0,1,right,C. McCollum 3PT  (25 PTS) (D. Lillard 12 AST),"[203468, 203081]",1610612757.0,POR,,,,McCollum,C. McCollum,,,,,22.68,Made,,25.0,D. Lillard,203081.0,12.0,,,,,,,,,,,,,
651,PT01M06.00S,2021-11-01T01:10:38.8Z,4,REGULAR,2pt,Hook,['pointsinthepaint'],1629023,8.360709592641262,40.931372549019606,1610612766,123,113,2021-11-01T01:10:43Z,6390000,45.0,26.0,1,left,P. Washington turnaround Hook (17 PTS) (K. Oubre Jr. 5 AST),"[1629023, 1626162]",1610612766.0,CHA,turnaround,,,Washington,P. Washington,,,,,5.23,Made,,17.0,K. Oubre Jr.,1626162.0,5.0,,,,,,,,,,,,,
653,PT00M59.90S,2021-11-01T01:10:46.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],203468,90.3580814717477,47.05882352941176,1610612757,123,113,2021-11-01T01:29:55Z,6410000,-15.0,38.0,1,right,MISS C. McCollum driving Layup - blocked,"[203468, 1629023]",1610612757.0,POR,driving,,,McCollum,C. McCollum,,,,,4.08,Missed,,,,,,,,,,,,,,,,,Washington,1629023.0
654,PT00M59.90S,2021-11-01T01:10:46.1Z,4,REGULAR,block,,[],1629023,,,1610612757,123,113,2021-11-01T01:10:48Z,6420000,,,0,,P. Washington BLOCK (2 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
655,PT00M56.80S,2021-11-01T01:10:49.2Z,4,REGULAR,rebound,defensive,[],1630163,,,1610612766,123,113,2021-11-01T01:10:58Z,6430000,,,0,,L. Ball REBOUND (Off:1 Def:8),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,653.0,,,,,,,,,,,9.0,8.0,1.0,,,,
656,PT00M54.60S,2021-11-01T01:10:53.4Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626181,,,1610612766,123,113,2021-11-01T01:11:08Z,6440000,,,0,,N. Powell take personal FOUL (1 PF) (Ball 2 FT),"[1626181, 1630163]",1610612757.0,POR,take,,,Powell,N. Powell,,,,,,,,,,,,1148.0,1.0,0.0,Ball,1630163.0,,,,,,,,
658,PT00M54.60S,2021-11-01T01:11:23.8Z,4,REGULAR,freethrow,1 of 2,[],1630163,,,1610612766,124,113,2021-11-01T01:11:23Z,6460000,,,0,,L. Ball Free Throw 1 of 2 (26 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Made,,26.0,,,,,,,,,,,,,,,,
659,PT00M54.60S,2021-11-01T01:11:34.0Z,4,REGULAR,substitution,out,[],1626179,,,1610612766,124,113,2021-11-01T01:12:05Z,6470000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
660,PT00M54.60S,2021-11-01T01:11:34.0Z,4,REGULAR,substitution,out,[],203081,,,1610612766,124,113,2021-11-01T01:12:05Z,6480000,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,
661,PT00M54.60S,2021-11-01T01:11:34.0Z,4,REGULAR,substitution,out,[],203468,,,1610612766,124,113,2021-11-01T01:12:05Z,6490000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
662,PT00M54.60S,2021-11-01T01:11:34.0Z,4,REGULAR,substitution,out,[],1626181,,,1610612766,124,113,2021-11-01T01:12:05Z,6500000,,,0,,SUB out: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,
663,PT00M54.60S,2021-11-01T01:11:34.0Z,4,REGULAR,substitution,out,[],1626204,,,1610612766,124,113,2021-11-01T01:12:05Z,6510000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,
664,PT00M54.60S,2021-11-01T01:11:34.0Z,4,REGULAR,substitution,in,[],1628998,,,1610612766,124,113,2021-11-01T01:12:05Z,6520000,,,0,,SUB in: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
665,PT00M54.60S,2021-11-01T01:11:34.0Z,4,REGULAR,substitution,in,[],1628372,,,1610612766,124,113,2021-11-01T01:12:05Z,6530000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,
666,PT00M54.60S,2021-11-01T01:11:34.0Z,4,REGULAR,substitution,in,[],203469,,,1610612766,124,113,2021-11-01T01:12:05Z,6540000,,,0,,SUB in: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,
667,PT00M54.60S,2021-11-01T01:11:34.0Z,4,REGULAR,substitution,in,[],1630535,,,1610612766,124,113,2021-11-01T01:12:05Z,6550000,,,0,,SUB in: G. Brown III,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,
668,PT00M54.60S,2021-11-01T01:11:34.0Z,4,REGULAR,substitution,in,[],1629604,,,1610612766,124,113,2021-11-01T01:12:05Z,6560000,,,0,,SUB in: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,
669,PT00M54.60S,2021-11-01T01:12:11.9Z,4,REGULAR,freethrow,2 of 2,[],1630163,,,1610612766,125,113,2021-11-01T01:12:11Z,6570000,,,0,,L. Ball Free Throw 2 of 2 (27 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,Made,,27.0,,,,,,,,,,,,,,,,
670,PT00M43.30S,2021-11-01T01:12:26.3Z,4,REGULAR,2pt,Jump Shot,[],1630535,93.38042049934296,26.96078431372549,1610612757,125,113,2021-11-01T01:12:30Z,6580000,-115.0,10.0,1,right,MISS G. Brown III 11' Jump Shot,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,11.56,Missed,,,,,,,,,,,,,,,,,,
671,PT00M41.10S,2021-11-01T01:12:28.5Z,4,REGULAR,rebound,defensive,[],1628998,,,1610612766,125,113,2021-11-01T01:12:30Z,6590000,,,0,,C. Martin REBOUND (Off:2 Def:4),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,670.0,,,,,,,,,,,6.0,4.0,2.0,,,,
672,PT00M17.80S,2021-11-01T01:12:53.3Z,4,REGULAR,turnover,shot clock,['team'],0,,,1610612766,125,113,2021-11-01T01:13:01Z,6600000,,,0,,CHA shot clock Team TURNOVER,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,1148.0,,,,,,,,,,,,
673,PT00M00.00S,2021-11-01T01:13:25.8Z,4,REGULAR,period,end,[],0,,,1610612757,125,113,2021-11-01T01:13:25Z,6610000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,PT00M00.00S,2021-11-01T01:13:38.2Z,4,REGULAR,game,end,[],0,,,0,125,113,2021-11-01T01:13:38Z,6620000,,,0,,Game End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
